game,2019,3,20190922,201909220dal,mia,"Miami Dolphins",6,dal,"Dallas Cowboys",31
player,201909220dal,dal,JackJo02,pass_defended,1,,,,,
player,201909220dal,dal,JackJo02,sacks,0.0,,,,,
player,201909220dal,dal,JackJo02,tackles_combined,1,,,,,
player,201909220dal,dal,JackJo02,tackles_solo,1,,,,,
player,201909220dal,dal,JackJo02,tackles_assists,0,,,,,
player,201909220dal,dal,JackJo02,tackles_loss,0,,,,,
player,201909220dal,dal,JackJo02,qb_hits,0,,,,,
player,201909220dal,dal,JackJo02,fumbles_rec,0,,,,,
player,201909220dal,dal,JackJo02,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,JackJo02,fumbles_rec_td,0,,,,,
player,201909220dal,dal,JackJo02,fumbles_forced,0,,,,,
player,201909220dal,dal,LewiJo01,def_int,0,,,,,
player,201909220dal,dal,LewiJo01,def_int_yds,0,,,,,
player,201909220dal,dal,LewiJo01,def_int_td,0,,,,,
player,201909220dal,dal,LewiJo01,def_int_long,0,,,,,
player,201909220dal,dal,LewiJo01,pass_defended,0,,,,,
player,201909220dal,dal,LewiJo01,sacks,0.0,,,,,
player,201909220dal,dal,LewiJo01,tackles_combined,1,,,,,
player,201909220dal,dal,LewiJo01,tackles_solo,1,,,,,
player,201909220dal,dal,LewiJo01,tackles_assists,0,,,,,
player,201909220dal,dal,LewiJo01,tackles_loss,0,,,,,
player,201909220dal,dal,LewiJo01,qb_hits,0,,,,,
player,201909220dal,dal,LewiJo01,fumbles_rec,0,,,,,
player,201909220dal,dal,LewiJo01,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,LewiJo01,fumbles_rec_td,0,,,,,
player,201909220dal,dal,LewiJo01,fumbles_forced,0,,,,,
player,201909220dal,dal,ArmsDo00,def_int,0,,,,,
player,201909220dal,dal,ArmsDo00,def_int_yds,0,,,,,
player,201909220dal,dal,ArmsDo00,def_int_td,0,,,,,
player,201909220dal,dal,ArmsDo00,def_int_long,0,,,,,
player,201909220dal,dal,ArmsDo00,pass_defended,0,,,,,
player,201909220dal,dal,ArmsDo00,sacks,0.0,,,,,
player,201909220dal,dal,ArmsDo00,tackles_combined,0,,,,,
player,201909220dal,dal,ArmsDo00,tackles_solo,0,,,,,
player,201909220dal,dal,ArmsDo00,tackles_assists,0,,,,,
player,201909220dal,dal,ArmsDo00,tackles_loss,0,,,,,
player,201909220dal,dal,ArmsDo00,qb_hits,1,,,,,
player,201909220dal,dal,ArmsDo00,fumbles_rec,0,,,,,
player,201909220dal,dal,ArmsDo00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,ArmsDo00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,ArmsDo00,fumbles_forced,0,,,,,
player,201909220dal,dal,CobbRa00,def_int,0,,,,,
player,201909220dal,dal,CobbRa00,def_int_yds,0,,,,,
player,201909220dal,dal,CobbRa00,def_int_td,0,,,,,
player,201909220dal,dal,CobbRa00,def_int_long,0,,,,,
player,201909220dal,dal,CobbRa00,pass_defended,0,,,,,
player,201909220dal,dal,CobbRa00,sacks,0.0,,,,,
player,201909220dal,dal,CobbRa00,tackles_combined,0,,,,,
player,201909220dal,dal,CobbRa00,tackles_solo,0,,,,,
player,201909220dal,dal,CobbRa00,tackles_assists,0,,,,,
player,201909220dal,dal,CobbRa00,tackles_loss,0,,,,,
player,201909220dal,dal,CobbRa00,qb_hits,0,,,,,
player,201909220dal,dal,CobbRa00,fumbles_rec,0,,,,,
player,201909220dal,dal,CobbRa00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,CobbRa00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,CobbRa00,fumbles_forced,1,,,,,
player,201909220dal,dal,HillTr00,def_int,0,,,,,
player,201909220dal,dal,HillTr00,def_int_yds,0,,,,,
player,201909220dal,dal,HillTr00,def_int_td,0,,,,,
player,201909220dal,dal,HillTr00,def_int_long,0,,,,,
player,201909220dal,dal,HillTr00,pass_defended,0,,,,,
player,201909220dal,dal,HillTr00,sacks,0.0,,,,,
player,201909220dal,dal,HillTr00,tackles_combined,0,,,,,
player,201909220dal,dal,HillTr00,tackles_solo,0,,,,,
player,201909220dal,dal,HillTr00,tackles_assists,0,,,,,
player,201909220dal,dal,HillTr00,tackles_loss,0,,,,,
player,201909220dal,dal,HillTr00,qb_hits,2,,,,,
player,201909220dal,dal,HillTr00,fumbles_rec,0,,,,,
player,201909220dal,dal,HillTr00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,HillTr00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,HillTr00,fumbles_forced,0,,,,,
player,201909220dal,dal,JoneBy00,def_int,0,,,,,
player,201909220dal,dal,JoneBy00,def_int_yds,0,,,,,
player,201909220dal,dal,JoneBy00,def_int_td,0,,,,,
player,201909220dal,dal,JoneBy00,def_int_long,0,,,,,
player,201909220dal,dal,JoneBy00,pass_defended,1,,,,,
player,201909220dal,dal,JoneBy00,sacks,0.0,,,,,
player,201909220dal,dal,JoneBy00,tackles_combined,0,,,,,
player,201909220dal,dal,JoneBy00,tackles_solo,0,,,,,
player,201909220dal,dal,JoneBy00,tackles_assists,0,,,,,
player,201909220dal,dal,JoneBy00,tackles_loss,0,,,,,
player,201909220dal,dal,JoneBy00,qb_hits,0,,,,,
player,201909220dal,dal,JoneBy00,fumbles_rec,0,,,,,
player,201909220dal,dal,JoneBy00,fumbles_rec_yds,0,,,,,
player,201909220dal,dal,JoneBy00,fumbles_rec_td,0,,,,,
player,201909220dal,dal,JoneBy00,fumbles_forced,0,,,,,
player,201909220dal,mia,GranJa00,kick_ret,1,,,,,
player,201909220dal,mia,GranJa00,kick_ret_yds,26,,,,,
player,201909220dal,mia,GranJa00,kick_ret_yds_per_ret,26.0,,,,,
player,201909220dal,mia,GranJa00,kick_ret_td,0,,,,,
player,201909220dal,mia,GranJa00,kick_ret_long,26,,,,,
player,201909220dal,mia,GranJa00,punt_ret,2,,,,,
player,201909220dal,mia,GranJa00,punt_ret_yds,1,,,,,
player,201909220dal,mia,GranJa00,punt_ret_yds_per_ret,0.5,,,,,
player,201909220dal,mia,GranJa00,punt_ret_td,0,,,,,
player,201909220dal,mia,GranJa00,punt_ret_long,1,,,,,
player,201909220dal,dal,WilsCe01,kick_ret,0,,,,,
player,201909220dal,dal,WilsCe01,kick_ret_yds,0,,,,,
player,201909220dal,dal,WilsCe01,kick_ret_yds_per_ret,,,,,,
player,201909220dal,dal,WilsCe01,kick_ret_td,0,,,,,
player,201909220dal,dal,WilsCe01,kick_ret_long,0,,,,,
player,201909220dal,dal,WilsCe01,punt_ret,1,,,,,
player,201909220dal,dal,WilsCe01,punt_ret_yds,13,,,,,
player,201909220dal,dal,WilsCe01,punt_ret_yds_per_ret,13.0,,,,,
player,201909220dal,dal,WilsCe01,punt_ret_td,0,,,,,
player,201909220dal,dal,WilsCe01,punt_ret_long,13,,,,,
player,201909220dal,mia,HaacMa00,xpm,,,,,,
player,201909220dal,mia,HaacMa00,xpa,,,,,,
player,201909220dal,mia,HaacMa00,fgm,,,,,,
player,201909220dal,mia,HaacMa00,fga,,,,,,
player,201909220dal,mia,HaacMa00,punt,5,,,,,
player,201909220dal,mia,HaacMa00,punt_yds,219,,,,,
player,201909220dal,mia,HaacMa00,punt_yds_per_punt,43.8,,,,,
player,201909220dal,mia,HaacMa00,punt_long,62,,,,,
player,201909220dal,mia,SandJa00,xpm,,,,,,
player,201909220dal,mia,SandJa00,xpa,,,,,,
player,201909220dal,mia,SandJa00,fgm,2,,,,,
player,201909220dal,mia,SandJa00,fga,3,,,,,
player,201909220dal,mia,SandJa00,punt,0,,,,,
player,201909220dal,mia,SandJa00,punt_yds,0,,,,,
player,201909220dal,mia,SandJa00,punt_yds_per_punt,,,,,,
player,201909220dal,mia,SandJa00,punt_long,0,,,,,
player,201909220dal,dal,MaheBr01,xpm,4,,,,,
player,201909220dal,dal,MaheBr01,xpa,4,,,,,
player,201909220dal,dal,MaheBr01,fgm,1,,,,,
player,201909220dal,dal,MaheBr01,fga,2,,,,,
player,201909220dal,dal,MaheBr01,punt,0,,,,,
player,201909220dal,dal,MaheBr01,punt_yds,0,,,,,
player,201909220dal,dal,MaheBr01,punt_yds_per_punt,,,,,,
player,201909220dal,dal,MaheBr01,punt_long,0,,,,,
player,201909220dal,dal,JoneCh02,xpm,,,,,,
player,201909220dal,dal,JoneCh02,xpa,,,,,,
player,201909220dal,dal,JoneCh02,fgm,,,,,,
player,201909220dal,dal,JoneCh02,fga,,,,,,
player,201909220dal,dal,JoneCh02,punt,3,,,,,
player,201909220dal,dal,JoneCh02,punt_yds,133,,,,,
player,201909220dal,dal,JoneCh02,punt_yds_per_punt,44.3,,,,,
player,201909220dal,dal,JoneCh02,punt_long,48,,,,,
player,201909220dal,mia,RoseJo01,pass_cmp,18,,,,,
player,201909220dal,mia,RoseJo01,pass_att,39,,,,,
player,201909220dal,mia,RoseJo01,pass_yds,200,,,,,
player,201909220dal,mia,RoseJo01,pass_first_down,11,,,,,
player,201909220dal,mia,RoseJo01,pass_air_yds,113,,,,,
player,201909220dal,mia,RoseJo01,pass_air_yds_per_cmp,6.3,,,,,
player,201909220dal,mia,RoseJo01,pass_air_yds_per_att,2.9,,,,,
player,201909220dal,mia,RoseJo01,pass_tgt_yds_per_att,8.6,,,,,
player,201909220dal,mia,RoseJo01,pass_yac,87,,,,,
player,201909220dal,mia,RoseJo01,pass_yac_per_cmp,4.8,,,,,
player,201909220dal,mia,RoseJo01,pass_drops,3,,,,,
player,201909220dal,mia,RoseJo01,pass_drop_pct,7.7,,,,,
player,201909220dal,mia,RoseJo01,pass_poor_throws,9,,,,,
player,201909220dal,mia,RoseJo01,pass_poor_throw_pct,23.1,,,,,
player,201909220dal,mia,RoseJo01,pass_blitzed,11,,,,,
player,201909220dal,mia,RoseJo01,pass_hurried,7,,,,,
player,201909220dal,mia,RoseJo01,pass_hits,6,,,,,
player,201909220dal,mia,RoseJo01,rush_scrambles,3,,,,,
player,201909220dal,mia,RoseJo01,rush_scrambles_yds_per_att,4.3,,,,,
player,201909220dal,mia,FitzRy00,pass_cmp,2,,,,,
player,201909220dal,mia,FitzRy00,pass_att,2,,,,,
player,201909220dal,mia,FitzRy00,pass_yds,29,,,,,
player,201909220dal,mia,FitzRy00,pass_first_down,1,,,,,
player,201909220dal,mia,FitzRy00,pass_air_yds,26,,,,,
player,201909220dal,mia,FitzRy00,pass_air_yds_per_cmp,13.0,,,,,
player,201909220dal,mia,FitzRy00,pass_air_yds_per_att,13.0,,,,,
player,201909220dal,mia,FitzRy00,pass_tgt_yds_per_att,13.0,,,,,
player,201909220dal,mia,FitzRy00,pass_yac,3,,,,,
player,201909220dal,mia,FitzRy00,pass_yac_per_cmp,1.5,,,,,
player,201909220dal,mia,FitzRy00,pass_drops,0,,,,,
player,201909220dal,mia,FitzRy00,pass_drop_pct,0.0,,,,,
player,201909220dal,mia,FitzRy00,pass_poor_throws,0,,,,,
player,201909220dal,mia,FitzRy00,pass_poor_throw_pct,0.0,,,,,
player,201909220dal,mia,FitzRy00,pass_blitzed,0,,,,,
player,201909220dal,mia,FitzRy00,pass_hurried,1,,,,,
player,201909220dal,mia,FitzRy00,pass_hits,1,,,,,
player,201909220dal,mia,FitzRy00,rush_scrambles,0,,,,,
player,201909220dal,mia,FitzRy00,rush_scrambles_yds_per_att,,,,,,
player,201909220dal,dal,PresDa01,pass_cmp,19,,,,,
player,201909220dal,dal,PresDa01,pass_att,32,,,,,
player,201909220dal,dal,PresDa01,pass_yds,246,,,,,
player,201909220dal,dal,PresDa01,pass_first_down,12,,,,,
player,201909220dal,dal,PresDa01,pass_air_yds,141,,,,,
player,201909220dal,dal,PresDa01,pass_air_yds_per_cmp,7.4,,,,,
player,201909220dal,dal,PresDa01,pass_air_yds_per_att,4.4,,,,,
player,201909220dal,dal,PresDa01,pass_tgt_yds_per_att,10.7,,,,,
player,201909220dal,dal,PresDa01,pass_yac,105,,,,,
player,201909220dal,dal,PresDa01,pass_yac_per_cmp,5.5,,,,,
player,201909220dal,dal,PresDa01,pass_drops,2,,,,,
player,201909220dal,dal,PresDa01,pass_drop_pct,6.3,,,,,
player,201909220dal,dal,PresDa01,pass_poor_throws,6,,,,,
player,201909220dal,dal,PresDa01,pass_poor_throw_pct,18.8,,,,,
player,201909220dal,dal,PresDa01,pass_blitzed,6,,,,,
player,201909220dal,dal,PresDa01,pass_hurried,2,,,,,
player,201909220dal,dal,PresDa01,pass_hits,3,,,,,
player,201909220dal,dal,PresDa01,rush_scrambles,0,,,,,
player,201909220dal,dal,PresDa01,rush_scrambles_yds_per_att,,,,,,
player,201909220dal,mia,DrakKe00,rush_att,12,,,,,
player,201909220dal,mia,DrakKe00,rush_yds,38,,,,,
player,201909220dal,mia,DrakKe00,rush_first_down,2,,,,,
player,201909220dal,mia,DrakKe00,rush_yds_before_contact,16,,,,,
player,201909220dal,mia,DrakKe00,rush_yds_bc_per_rush,1.3,,,,,
player,201909220dal,mia,DrakKe00,rush_yac,22,,,,,
player,201909220dal,mia,DrakKe00,rush_yac_per_rush,1.8,,,,,
player,201909220dal,mia,DrakKe00,rush_broken_tackles,0,,,,,
player,201909220dal,mia,DrakKe00,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,mia,BallKa00,rush_att,8,,,,,
player,201909220dal,mia,BallKa00,rush_yds,17,,,,,
player,201909220dal,mia,BallKa00,rush_first_down,0,,,,,
player,201909220dal,mia,BallKa00,rush_yds_before_contact,6,,,,,
player,201909220dal,mia,BallKa00,rush_yds_bc_per_rush,0.8,,,,,
player,201909220dal,mia,BallKa00,rush_yac,11,,,,,
player,201909220dal,mia,BallKa00,rush_yac_per_rush,1.4,,,,,
player,201909220dal,mia,BallKa00,rush_broken_tackles,0,,,,,
player,201909220dal,mia,BallKa00,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,mia,RoseJo01,rush_att,3,,,,,
player,201909220dal,mia,RoseJo01,rush_yds,13,,,,,
player,201909220dal,mia,RoseJo01,rush_first_down,0,,,,,
player,201909220dal,mia,RoseJo01,rush_yds_before_contact,13,,,,,
player,201909220dal,mia,RoseJo01,rush_yds_bc_per_rush,4.3,,,,,
player,201909220dal,mia,RoseJo01,rush_yac,0,,,,,
player,201909220dal,mia,RoseJo01,rush_yac_per_rush,0.0,,,,,
player,201909220dal,mia,RoseJo01,rush_broken_tackles,0,,,,,
player,201909220dal,mia,RoseJo01,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,mia,GranJa00,rush_att,1,,,,,
player,201909220dal,mia,GranJa00,rush_yds,4,,,,,
player,201909220dal,mia,GranJa00,rush_first_down,0,,,,,
player,201909220dal,mia,GranJa00,rush_yds_before_contact,4,,,,,
player,201909220dal,mia,GranJa00,rush_yds_bc_per_rush,4.0,,,,,
player,201909220dal,mia,GranJa00,rush_yac,0,,,,,
player,201909220dal,mia,GranJa00,rush_yac_per_rush,0.0,,,,,
player,201909220dal,mia,GranJa00,rush_broken_tackles,0,,,,,
player,201909220dal,mia,GranJa00,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,dal,ElliEz00,rush_att,19,,,,,
player,201909220dal,dal,ElliEz00,rush_yds,125,,,,,
player,201909220dal,dal,ElliEz00,rush_first_down,8,,,,,
player,201909220dal,dal,ElliEz00,rush_yds_before_contact,90,,,,,
player,201909220dal,dal,ElliEz00,rush_yds_bc_per_rush,4.7,,,,,
player,201909220dal,dal,ElliEz00,rush_yac,35,,,,,
player,201909220dal,dal,ElliEz00,rush_yac_per_rush,1.8,,,,,
player,201909220dal,dal,ElliEz00,rush_broken_tackles,0,,,,,
player,201909220dal,dal,ElliEz00,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,dal,PollTo00,rush_att,13,,,,,
player,201909220dal,dal,PollTo00,rush_yds,103,,,,,
player,201909220dal,dal,PollTo00,rush_first_down,6,,,,,
player,201909220dal,dal,PollTo00,rush_yds_before_contact,50,,,,,
player,201909220dal,dal,PollTo00,rush_yds_bc_per_rush,3.8,,,,,
player,201909220dal,dal,PollTo00,rush_yac,53,,,,,
player,201909220dal,dal,PollTo00,rush_yac_per_rush,4.1,,,,,
player,201909220dal,dal,PollTo00,rush_broken_tackles,0,,,,,
player,201909220dal,dal,PollTo00,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,dal,PresDa01,rush_att,2,,,,,
player,201909220dal,dal,PresDa01,rush_yds,7,,,,,
player,201909220dal,dal,PresDa01,rush_first_down,1,,,,,
player,201909220dal,dal,PresDa01,rush_yds_before_contact,7,,,,,
player,201909220dal,dal,PresDa01,rush_yds_bc_per_rush,3.5,,,,,
player,201909220dal,dal,PresDa01,rush_yac,0,,,,,
player,201909220dal,dal,PresDa01,rush_yac_per_rush,0.0,,,,,
player,201909220dal,dal,PresDa01,rush_broken_tackles,0,,,,,
player,201909220dal,dal,PresDa01,rush_broken_tackles_per_rush,,,,,,
player,201909220dal,mia,WillPr01,targets,12,,,,,
player,201909220dal,mia,WillPr01,rec,4,,,,,
player,201909220dal,mia,WillPr01,rec_yds,68,,,,,
player,201909220dal,mia,WillPr01,rec_first_down,4,,,,,
player,201909220dal,mia,WillPr01,rec_air_yds,64,,,,,
player,201909220dal,mia,WillPr01,rec_air_yds_per_rec,16.0,,,,,
player,201909220dal,mia,WillPr01,rec_yac,4,,,,,
player,201909220dal,mia,WillPr01,rec_yac_per_rec,1.0,,,,,
player,201909220dal,mia,WillPr01,rec_broken_tackles,0,,,,,
player,201909220dal,mia,WillPr01,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,WillPr01,rec_drops,1,,,,,
player,201909220dal,mia,WillPr01,rec_drop_pct,8.3,,,,,
player,201909220dal,mia,GranJa00,targets,7,,,,,
player,201909220dal,mia,GranJa00,rec,4,,,,,
player,201909220dal,mia,GranJa00,rec_yds,27,,,,,
player,201909220dal,mia,GranJa00,rec_first_down,1,,,,,
player,201909220dal,mia,GranJa00,rec_air_yds,21,,,,,
player,201909220dal,mia,GranJa00,rec_air_yds_per_rec,5.3,,,,,
player,201909220dal,mia,GranJa00,rec_yac,6,,,,,
player,201909220dal,mia,GranJa00,rec_yac_per_rec,1.5,,,,,
player,201909220dal,mia,GranJa00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,GranJa00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,GranJa00,rec_drops,0,,,,,
player,201909220dal,mia,GranJa00,rec_drop_pct,0.0,,,,,
player,201909220dal,mia,ParkDe01,targets,6,,,,,
player,201909220dal,mia,ParkDe01,rec,3,,,,,
player,201909220dal,mia,ParkDe01,rec_yds,56,,,,,
player,201909220dal,mia,ParkDe01,rec_first_down,3,,,,,
player,201909220dal,mia,ParkDe01,rec_air_yds,42,,,,,
player,201909220dal,mia,ParkDe01,rec_air_yds_per_rec,14.0,,,,,
player,201909220dal,mia,ParkDe01,rec_yac,14,,,,,
player,201909220dal,mia,ParkDe01,rec_yac_per_rec,4.7,,,,,
player,201909220dal,mia,ParkDe01,rec_broken_tackles,0,,,,,
player,201909220dal,mia,ParkDe01,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,ParkDe01,rec_drops,1,,,,,
player,201909220dal,mia,ParkDe01,rec_drop_pct,16.7,,,,,
player,201909220dal,mia,GesiMi00,targets,3,,,,,
player,201909220dal,mia,GesiMi00,rec,3,,,,,
player,201909220dal,mia,GesiMi00,rec_yds,9,,,,,
player,201909220dal,mia,GesiMi00,rec_first_down,,,,,,
player,201909220dal,mia,GesiMi00,rec_air_yds,5,,,,,
player,201909220dal,mia,GesiMi00,rec_air_yds_per_rec,1.7,,,,,
player,201909220dal,mia,GesiMi00,rec_yac,4,,,,,
player,201909220dal,mia,GesiMi00,rec_yac_per_rec,1.3,,,,,
player,201909220dal,mia,GesiMi00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,GesiMi00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,GesiMi00,rec_drops,0,,,,,
player,201909220dal,mia,GesiMi00,rec_drop_pct,0.0,,,,,
player,201909220dal,mia,DrakKe00,targets,6,,,,,
player,201909220dal,mia,DrakKe00,rec,3,,,,,
player,201909220dal,mia,DrakKe00,rec_yds,34,,,,,
player,201909220dal,mia,DrakKe00,rec_first_down,2,,,,,
player,201909220dal,mia,DrakKe00,rec_air_yds,-2,,,,,
player,201909220dal,mia,DrakKe00,rec_air_yds_per_rec,-0.7,,,,,
player,201909220dal,mia,DrakKe00,rec_yac,36,,,,,
player,201909220dal,mia,DrakKe00,rec_yac_per_rec,12.0,,,,,
player,201909220dal,mia,DrakKe00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,DrakKe00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,DrakKe00,rec_drops,1,,,,,
player,201909220dal,mia,DrakKe00,rec_drop_pct,16.7,,,,,
player,201909220dal,mia,HurnAl01,targets,2,,,,,
player,201909220dal,mia,HurnAl01,rec,1,,,,,
player,201909220dal,mia,HurnAl01,rec_yds,6,,,,,
player,201909220dal,mia,HurnAl01,rec_first_down,,,,,,
player,201909220dal,mia,HurnAl01,rec_air_yds,5,,,,,
player,201909220dal,mia,HurnAl01,rec_air_yds_per_rec,5.0,,,,,
player,201909220dal,mia,HurnAl01,rec_yac,1,,,,,
player,201909220dal,mia,HurnAl01,rec_yac_per_rec,1.0,,,,,
player,201909220dal,mia,HurnAl01,rec_broken_tackles,0,,,,,
player,201909220dal,mia,HurnAl01,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,HurnAl01,rec_drops,0,,,,,
player,201909220dal,mia,HurnAl01,rec_drop_pct,0.0,,,,,
player,201909220dal,mia,OLeaNi00,targets,1,,,,,
player,201909220dal,mia,OLeaNi00,rec,1,,,,,
player,201909220dal,mia,OLeaNi00,rec_yds,19,,,,,
player,201909220dal,mia,OLeaNi00,rec_first_down,1,,,,,
player,201909220dal,mia,OLeaNi00,rec_air_yds,9,,,,,
player,201909220dal,mia,OLeaNi00,rec_air_yds_per_rec,9.0,,,,,
player,201909220dal,mia,OLeaNi00,rec_yac,10,,,,,
player,201909220dal,mia,OLeaNi00,rec_yac_per_rec,10.0,,,,,
player,201909220dal,mia,OLeaNi00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,OLeaNi00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,OLeaNi00,rec_drops,0,,,,,
player,201909220dal,mia,OLeaNi00,rec_drop_pct,0.0,,,,,
player,201909220dal,mia,BallKa00,targets,3,,,,,
player,201909220dal,mia,BallKa00,rec,1,,,,,
player,201909220dal,mia,BallKa00,rec_yds,10,,,,,
player,201909220dal,mia,BallKa00,rec_first_down,1,,,,,
player,201909220dal,mia,BallKa00,rec_air_yds,-5,,,,,
player,201909220dal,mia,BallKa00,rec_air_yds_per_rec,-5.0,,,,,
player,201909220dal,mia,BallKa00,rec_yac,15,,,,,
player,201909220dal,mia,BallKa00,rec_yac_per_rec,15.0,,,,,
player,201909220dal,mia,BallKa00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,BallKa00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,BallKa00,rec_drops,0,,,,,
player,201909220dal,mia,BallKa00,rec_drop_pct,0.0,,,,,
player,201909220dal,mia,SmytDu00,targets,1,,,,,
player,201909220dal,mia,SmytDu00,rec,0,,,,,
player,201909220dal,mia,SmytDu00,rec_yds,0,,,,,
player,201909220dal,mia,SmytDu00,rec_first_down,,,,,,
player,201909220dal,mia,SmytDu00,rec_air_yds,0,,,,,
player,201909220dal,mia,SmytDu00,rec_air_yds_per_rec,,,,,,
player,201909220dal,mia,SmytDu00,rec_yac,0,,,,,
player,201909220dal,mia,SmytDu00,rec_yac_per_rec,,,,,,
player,201909220dal,mia,SmytDu00,rec_broken_tackles,0,,,,,
player,201909220dal,mia,SmytDu00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,mia,SmytDu00,rec_drops,0,,,,,
player,201909220dal,mia,SmytDu00,rec_drop_pct,0.0,,,,,
player,201909220dal,dal,CoopAm00,targets,7,,,,,
player,201909220dal,dal,CoopAm00,rec,6,,,,,
player,201909220dal,dal,CoopAm00,rec_yds,88,,,,,
player,201909220dal,dal,CoopAm00,rec_first_down,5,,,,,
player,201909220dal,dal,CoopAm00,rec_air_yds,68,,,,,
player,201909220dal,dal,CoopAm00,rec_air_yds_per_rec,11.3,,,,,
player,201909220dal,dal,CoopAm00,rec_yac,20,,,,,
player,201909220dal,dal,CoopAm00,rec_yac_per_rec,3.3,,,,,
player,201909220dal,dal,CoopAm00,rec_broken_tackles,0,,,,,
player,201909220dal,dal,CoopAm00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,dal,CoopAm00,rec_drops,1,,,,,
player,201909220dal,dal,CoopAm00,rec_drop_pct,14.3,,,,,
player,201909220dal,dal,PollTo00,targets,3,,,,,
player,201909220dal,dal,PollTo00,rec,3,,,,,
player,201909220dal,dal,PollTo00,rec_yds,25,,,,,
player,201909220dal,dal,PollTo00,rec_first_down,1,,,,,
player,201909220dal,dal,PollTo00,rec_air_yds,-1,,,,,
player,201909220dal,dal,PollTo00,rec_air_yds_per_rec,-0.3,,,,,
player,201909220dal,dal,PollTo00,rec_yac,26,,,,,
player,201909220dal,dal,PollTo00,rec_yac_per_rec,8.7,,,,,
player,201909220dal,dal,PollTo00,rec_broken_tackles,0,,,,,
player,201909220dal,dal,PollTo00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,dal,PollTo00,rec_drops,0,,,,,
player,201909220dal,dal,PollTo00,rec_drop_pct,0.0,,,,,
player,201909220dal,dal,WittJa00,targets,4,,,,,
player,201909220dal,dal,WittJa00,rec,3,,,,,
player,201909220dal,dal,WittJa00,rec_yds,54,,,,,
player,201909220dal,dal,WittJa00,rec_first_down,2,,,,,
player,201909220dal,dal,WittJa00,rec_air_yds,32,,,,,
player,201909220dal,dal,WittJa00,rec_air_yds_per_rec,10.7,,,,,
player,201909220dal,dal,WittJa00,rec_yac,22,,,,,
player,201909220dal,dal,WittJa00,rec_yac_per_rec,7.3,,,,,
player,201909220dal,dal,WittJa00,rec_broken_tackles,0,,,,,
player,201909220dal,dal,WittJa00,rec_broken_tackles_per_rec,,,,,,
player,201909220dal,dal,WittJa00,rec_drops,0,,,,,
player,201909220dal,dal,WittJa00,rec_drop_pct,0.0,,,,,
player,201909220dal,dal,SmitDe04,targets,5,,,,,
player,201909220dal,dal,SmitDe04,rec,2,,,,,
player,201909220dal,dal,SmitDe04,rec_yds,39,,,,,
player,201909220dal,dal,SmitDe04,rec_first_down,2,,,,,
player,201909220dal,dal,SmitDe04,rec_air_yds,25,,,,,
player,201909220dal,dal,SmitDe04,rec_air_yds_per_rec,12.5,,,,,
player,201909220dal,dal,SmitDe04,rec_yac,14,,,,,
player,201909220dal,dal,SmitDe04,rec_yac_per_rec,7.0,,,,,
player,201909220dal,dal,SmitDe04,rec_broken_tackles,1,,,,,
player,201909220dal,dal,SmitDe04,rec_broken_tackles_per_rec,2.0,,,,,
player,201909220dal,dal,SmitDe04,rec_drops,0,,,,,
player,201909220dal,dal,SmitDe04,rec_drop_pct,0.0,,,,,
player,201909220dal,dal,ElliEz00,targets,3,,,,,
player,201909220dal,dal,ElliEz00,rec,2,,,,,
player,201909220dal,dal,ElliEz00,rec_yds,14,,,,,
player,201909220dal,dal,ElliEz00,rec_first_down,1,,,,,
player,201909220dal,dal,ElliEz00,rec_air_yds,6,,,,,
player,201909220dal,dal,ElliEz00,rec_air_yds_per_rec,3.0,,,,,
player,201909220dal,dal,ElliEz00,rec_yac,8,,,,,
player,201909220dal,dal,ElliEz00,rec_yac_per_rec,4.0,,,,,
