game,2019,4,20190929,201909290clt,rai,"Oakland Raiders",31,clt,"Indianapolis Colts",24
player,201909290clt,rai,WhitTa00,def_int_yds,0,,,,,
player,201909290clt,rai,WhitTa00,def_int_td,0,,,,,
player,201909290clt,rai,WhitTa00,def_int_long,0,,,,,
player,201909290clt,rai,WhitTa00,pass_defended,0,,,,,
player,201909290clt,rai,WhitTa00,sacks,0.0,,,,,
player,201909290clt,rai,WhitTa00,tackles_combined,9,,,,,
player,201909290clt,rai,WhitTa00,tackles_solo,7,,,,,
player,201909290clt,rai,WhitTa00,tackles_assists,2,,,,,
player,201909290clt,rai,WhitTa00,tackles_loss,0,,,,,
player,201909290clt,rai,WhitTa00,qb_hits,0,,,,,
player,201909290clt,rai,WhitTa00,fumbles_rec,0,,,,,
player,201909290clt,rai,WhitTa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,WhitTa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,WhitTa00,fumbles_forced,0,,,,,
player,201909290clt,rai,JoynLa00,def_int,0,,,,,
player,201909290clt,rai,JoynLa00,def_int_yds,0,,,,,
player,201909290clt,rai,JoynLa00,def_int_td,0,,,,,
player,201909290clt,rai,JoynLa00,def_int_long,0,,,,,
player,201909290clt,rai,JoynLa00,pass_defended,1,,,,,
player,201909290clt,rai,JoynLa00,sacks,0.0,,,,,
player,201909290clt,rai,JoynLa00,tackles_combined,7,,,,,
player,201909290clt,rai,JoynLa00,tackles_solo,7,,,,,
player,201909290clt,rai,JoynLa00,tackles_assists,0,,,,,
player,201909290clt,rai,JoynLa00,tackles_loss,2,,,,,
player,201909290clt,rai,JoynLa00,qb_hits,0,,,,,
player,201909290clt,rai,JoynLa00,fumbles_rec,0,,,,,
player,201909290clt,rai,JoynLa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,JoynLa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,JoynLa00,fumbles_forced,0,,,,,
player,201909290clt,rai,MorrNi00,def_int,0,,,,,
player,201909290clt,rai,MorrNi00,def_int_yds,0,,,,,
player,201909290clt,rai,MorrNi00,def_int_td,0,,,,,
player,201909290clt,rai,MorrNi00,def_int_long,0,,,,,
player,201909290clt,rai,MorrNi00,pass_defended,1,,,,,
player,201909290clt,rai,MorrNi00,sacks,0.0,,,,,
player,201909290clt,rai,MorrNi00,tackles_combined,7,,,,,
player,201909290clt,rai,MorrNi00,tackles_solo,6,,,,,
player,201909290clt,rai,MorrNi00,tackles_assists,1,,,,,
player,201909290clt,rai,MorrNi00,tackles_loss,1,,,,,
player,201909290clt,rai,MorrNi00,qb_hits,0,,,,,
player,201909290clt,rai,MorrNi00,fumbles_rec,0,,,,,
player,201909290clt,rai,MorrNi00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,MorrNi00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,MorrNi00,fumbles_forced,0,,,,,
player,201909290clt,rai,ConlGa00,def_int,0,,,,,
player,201909290clt,rai,ConlGa00,def_int_yds,0,,,,,
player,201909290clt,rai,ConlGa00,def_int_td,0,,,,,
player,201909290clt,rai,ConlGa00,def_int_long,0,,,,,
player,201909290clt,rai,ConlGa00,pass_defended,1,,,,,
player,201909290clt,rai,ConlGa00,sacks,0.0,,,,,
player,201909290clt,rai,ConlGa00,tackles_combined,5,,,,,
player,201909290clt,rai,ConlGa00,tackles_solo,4,,,,,
player,201909290clt,rai,ConlGa00,tackles_assists,1,,,,,
player,201909290clt,rai,ConlGa00,tackles_loss,0,,,,,
player,201909290clt,rai,ConlGa00,qb_hits,0,,,,,
player,201909290clt,rai,ConlGa00,fumbles_rec,0,,,,,
player,201909290clt,rai,ConlGa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,ConlGa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,ConlGa00,fumbles_forced,0,,,,,
player,201909290clt,rai,JoseKa00,def_int,0,,,,,
player,201909290clt,rai,JoseKa00,def_int_yds,0,,,,,
player,201909290clt,rai,JoseKa00,def_int_td,0,,,,,
player,201909290clt,rai,JoseKa00,def_int_long,0,,,,,
player,201909290clt,rai,JoseKa00,pass_defended,1,,,,,
player,201909290clt,rai,JoseKa00,sacks,0.0,,,,,
player,201909290clt,rai,JoseKa00,tackles_combined,4,,,,,
player,201909290clt,rai,JoseKa00,tackles_solo,3,,,,,
player,201909290clt,rai,JoseKa00,tackles_assists,1,,,,,
player,201909290clt,rai,JoseKa00,tackles_loss,1,,,,,
player,201909290clt,rai,JoseKa00,qb_hits,0,,,,,
player,201909290clt,rai,JoseKa00,fumbles_rec,1,,,,,
player,201909290clt,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,JoseKa00,fumbles_forced,0,,,,,
player,201909290clt,rai,CrosMa00,def_int,0,,,,,
player,201909290clt,rai,CrosMa00,def_int_yds,0,,,,,
player,201909290clt,rai,CrosMa00,def_int_td,0,,,,,
player,201909290clt,rai,CrosMa00,def_int_long,0,,,,,
player,201909290clt,rai,CrosMa00,pass_defended,2,,,,,
player,201909290clt,rai,CrosMa00,sacks,0.0,,,,,
player,201909290clt,rai,CrosMa00,tackles_combined,2,,,,,
player,201909290clt,rai,CrosMa00,tackles_solo,2,,,,,
player,201909290clt,rai,CrosMa00,tackles_assists,0,,,,,
player,201909290clt,rai,CrosMa00,tackles_loss,0,,,,,
player,201909290clt,rai,CrosMa00,qb_hits,1,,,,,
player,201909290clt,rai,CrosMa00,fumbles_rec,0,,,,,
player,201909290clt,rai,CrosMa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,CrosMa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,CrosMa00,fumbles_forced,1,,,,,
player,201909290clt,rai,HallP.00,def_int,0,,,,,
player,201909290clt,rai,HallP.00,def_int_yds,0,,,,,
player,201909290clt,rai,HallP.00,def_int_td,0,,,,,
player,201909290clt,rai,HallP.00,def_int_long,0,,,,,
player,201909290clt,rai,HallP.00,pass_defended,0,,,,,
player,201909290clt,rai,HallP.00,sacks,0.0,,,,,
player,201909290clt,rai,HallP.00,tackles_combined,2,,,,,
player,201909290clt,rai,HallP.00,tackles_solo,2,,,,,
player,201909290clt,rai,HallP.00,tackles_assists,0,,,,,
player,201909290clt,rai,HallP.00,tackles_loss,1,,,,,
player,201909290clt,rai,HallP.00,qb_hits,0,,,,,
player,201909290clt,rai,HallP.00,fumbles_rec,0,,,,,
player,201909290clt,rai,HallP.00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,HallP.00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,HallP.00,fumbles_forced,0,,,,,
player,201909290clt,rai,WorlDa00,def_int,0,,,,,
player,201909290clt,rai,WorlDa00,def_int_yds,0,,,,,
player,201909290clt,rai,WorlDa00,def_int_td,0,,,,,
player,201909290clt,rai,WorlDa00,def_int_long,0,,,,,
player,201909290clt,rai,WorlDa00,pass_defended,3,,,,,
player,201909290clt,rai,WorlDa00,sacks,0.0,,,,,
player,201909290clt,rai,WorlDa00,tackles_combined,2,,,,,
player,201909290clt,rai,WorlDa00,tackles_solo,2,,,,,
player,201909290clt,rai,WorlDa00,tackles_assists,0,,,,,
player,201909290clt,rai,WorlDa00,tackles_loss,0,,,,,
player,201909290clt,rai,WorlDa00,qb_hits,0,,,,,
player,201909290clt,rai,WorlDa00,fumbles_rec,0,,,,,
player,201909290clt,rai,WorlDa00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,WorlDa00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,WorlDa00,fumbles_forced,0,,,,,
player,201909290clt,rai,BurfVo00,def_int,0,,,,,
player,201909290clt,rai,BurfVo00,def_int_yds,0,,,,,
player,201909290clt,rai,BurfVo00,def_int_td,0,,,,,
player,201909290clt,rai,BurfVo00,def_int_long,0,,,,,
player,201909290clt,rai,BurfVo00,pass_defended,0,,,,,
player,201909290clt,rai,BurfVo00,sacks,0.0,,,,,
player,201909290clt,rai,BurfVo00,tackles_combined,1,,,,,
player,201909290clt,rai,BurfVo00,tackles_solo,1,,,,,
player,201909290clt,rai,BurfVo00,tackles_assists,0,,,,,
player,201909290clt,rai,BurfVo00,tackles_loss,0,,,,,
player,201909290clt,rai,BurfVo00,qb_hits,0,,,,,
player,201909290clt,rai,BurfVo00,fumbles_rec,0,,,,,
player,201909290clt,rai,BurfVo00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,BurfVo00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,BurfVo00,fumbles_forced,0,,,,,
player,201909290clt,rai,FerrCl00,def_int,0,,,,,
player,201909290clt,rai,FerrCl00,def_int_yds,0,,,,,
player,201909290clt,rai,FerrCl00,def_int_td,0,,,,,
player,201909290clt,rai,FerrCl00,def_int_long,0,,,,,
player,201909290clt,rai,FerrCl00,pass_defended,0,,,,,
player,201909290clt,rai,FerrCl00,sacks,0.0,,,,,
player,201909290clt,rai,FerrCl00,tackles_combined,1,,,,,
player,201909290clt,rai,FerrCl00,tackles_solo,0,,,,,
player,201909290clt,rai,FerrCl00,tackles_assists,1,,,,,
player,201909290clt,rai,FerrCl00,tackles_loss,0,,,,,
player,201909290clt,rai,FerrCl00,qb_hits,0,,,,,
player,201909290clt,rai,FerrCl00,fumbles_rec,0,,,,,
player,201909290clt,rai,FerrCl00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,FerrCl00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,FerrCl00,fumbles_forced,0,,,,,
player,201909290clt,rai,LiugCo00,def_int,0,,,,,
player,201909290clt,rai,LiugCo00,def_int_yds,0,,,,,
player,201909290clt,rai,LiugCo00,def_int_td,0,,,,,
player,201909290clt,rai,LiugCo00,def_int_long,0,,,,,
player,201909290clt,rai,LiugCo00,pass_defended,0,,,,,
player,201909290clt,rai,LiugCo00,sacks,0.0,,,,,
player,201909290clt,rai,LiugCo00,tackles_combined,1,,,,,
player,201909290clt,rai,LiugCo00,tackles_solo,1,,,,,
player,201909290clt,rai,LiugCo00,tackles_assists,0,,,,,
player,201909290clt,rai,LiugCo00,tackles_loss,0,,,,,
player,201909290clt,rai,LiugCo00,qb_hits,1,,,,,
player,201909290clt,rai,LiugCo00,fumbles_rec,0,,,,,
player,201909290clt,rai,LiugCo00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,LiugCo00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,LiugCo00,fumbles_forced,0,,,,,
player,201909290clt,rai,MaurJo00,def_int,0,,,,,
player,201909290clt,rai,MaurJo00,def_int_yds,0,,,,,
player,201909290clt,rai,MaurJo00,def_int_td,0,,,,,
player,201909290clt,rai,MaurJo00,def_int_long,0,,,,,
player,201909290clt,rai,MaurJo00,pass_defended,0,,,,,
player,201909290clt,rai,MaurJo00,sacks,0.0,,,,,
player,201909290clt,rai,MaurJo00,tackles_combined,1,,,,,
player,201909290clt,rai,MaurJo00,tackles_solo,1,,,,,
player,201909290clt,rai,MaurJo00,tackles_assists,0,,,,,
player,201909290clt,rai,MaurJo00,tackles_loss,1,,,,,
player,201909290clt,rai,MaurJo00,qb_hits,0,,,,,
player,201909290clt,rai,MaurJo00,fumbles_rec,0,,,,,
player,201909290clt,rai,MaurJo00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,MaurJo00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,MaurJo00,fumbles_forced,0,,,,,
player,201909290clt,rai,HankJo00,def_int,0,,,,,
player,201909290clt,rai,HankJo00,def_int_yds,0,,,,,
player,201909290clt,rai,HankJo00,def_int_td,0,,,,,
player,201909290clt,rai,HankJo00,def_int_long,0,,,,,
player,201909290clt,rai,HankJo00,pass_defended,0,,,,,
player,201909290clt,rai,HankJo00,sacks,0.0,,,,,
player,201909290clt,rai,HankJo00,tackles_combined,0,,,,,
player,201909290clt,rai,HankJo00,tackles_solo,0,,,,,
player,201909290clt,rai,HankJo00,tackles_assists,0,,,,,
player,201909290clt,rai,HankJo00,tackles_loss,0,,,,,
player,201909290clt,rai,HankJo00,qb_hits,1,,,,,
player,201909290clt,rai,HankJo00,fumbles_rec,0,,,,,
player,201909290clt,rai,HankJo00,fumbles_rec_yds,0,,,,,
player,201909290clt,rai,HankJo00,fumbles_rec_td,0,,,,,
player,201909290clt,rai,HankJo00,fumbles_forced,0,,,,,
player,201909290clt,clt,WalkAn01,def_int,0,,,,,
player,201909290clt,clt,WalkAn01,def_int_yds,0,,,,,
player,201909290clt,clt,WalkAn01,def_int_td,0,,,,,
player,201909290clt,clt,WalkAn01,def_int_long,0,,,,,
player,201909290clt,clt,WalkAn01,pass_defended,0,,,,,
player,201909290clt,clt,WalkAn01,sacks,1.0,,,,,
player,201909290clt,clt,WalkAn01,tackles_combined,9,,,,,
player,201909290clt,clt,WalkAn01,tackles_solo,7,,,,,
player,201909290clt,clt,WalkAn01,tackles_assists,2,,,,,
player,201909290clt,clt,WalkAn01,tackles_loss,0,,,,,
player,201909290clt,clt,WalkAn01,qb_hits,0,,,,,
player,201909290clt,clt,WalkAn01,fumbles_rec,0,,,,,
player,201909290clt,clt,WalkAn01,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,WalkAn01,fumbles_rec_td,0,,,,,
player,201909290clt,clt,WalkAn01,fumbles_forced,0,,,,,
player,201909290clt,clt,GeatCl00,def_int,0,,,,,
player,201909290clt,clt,GeatCl00,def_int_yds,0,,,,,
player,201909290clt,clt,GeatCl00,def_int_td,0,,,,,
player,201909290clt,clt,GeatCl00,def_int_long,0,,,,,
player,201909290clt,clt,GeatCl00,pass_defended,0,,,,,
player,201909290clt,clt,GeatCl00,sacks,0.0,,,,,
player,201909290clt,clt,GeatCl00,tackles_combined,9,,,,,
player,201909290clt,clt,GeatCl00,tackles_solo,6,,,,,
player,201909290clt,clt,GeatCl00,tackles_assists,3,,,,,
player,201909290clt,clt,GeatCl00,tackles_loss,0,,,,,
player,201909290clt,clt,GeatCl00,qb_hits,0,,,,,
player,201909290clt,clt,GeatCl00,fumbles_rec,0,,,,,
player,201909290clt,clt,GeatCl00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,GeatCl00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,GeatCl00,fumbles_forced,0,,,,,
player,201909290clt,clt,WillKh00,def_int,0,,,,,
player,201909290clt,clt,WillKh00,def_int_yds,0,,,,,
player,201909290clt,clt,WillKh00,def_int_td,0,,,,,
player,201909290clt,clt,WillKh00,def_int_long,0,,,,,
player,201909290clt,clt,WillKh00,pass_defended,1,,,,,
player,201909290clt,clt,WillKh00,sacks,0.0,,,,,
player,201909290clt,clt,WillKh00,tackles_combined,9,,,,,
player,201909290clt,clt,WillKh00,tackles_solo,8,,,,,
player,201909290clt,clt,WillKh00,tackles_assists,1,,,,,
player,201909290clt,clt,WillKh00,tackles_loss,1,,,,,
player,201909290clt,clt,WillKh00,qb_hits,0,,,,,
player,201909290clt,clt,WillKh00,fumbles_rec,0,,,,,
player,201909290clt,clt,WillKh00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,WillKh00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,WillKh00,fumbles_forced,0,,,,,
player,201909290clt,clt,OkerBo00,def_int,0,,,,,
player,201909290clt,clt,OkerBo00,def_int_yds,0,,,,,
player,201909290clt,clt,OkerBo00,def_int_td,0,,,,,
player,201909290clt,clt,OkerBo00,def_int_long,0,,,,,
player,201909290clt,clt,OkerBo00,pass_defended,0,,,,,
player,201909290clt,clt,OkerBo00,sacks,0.0,,,,,
player,201909290clt,clt,OkerBo00,tackles_combined,7,,,,,
player,201909290clt,clt,OkerBo00,tackles_solo,6,,,,,
player,201909290clt,clt,OkerBo00,tackles_assists,1,,,,,
player,201909290clt,clt,OkerBo00,tackles_loss,1,,,,,
player,201909290clt,clt,OkerBo00,qb_hits,0,,,,,
player,201909290clt,clt,OkerBo00,fumbles_rec,0,,,,,
player,201909290clt,clt,OkerBo00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,OkerBo00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,OkerBo00,fumbles_forced,0,,,,,
player,201909290clt,clt,SpeeEJ00,def_int,0,,,,,
player,201909290clt,clt,SpeeEJ00,def_int_yds,0,,,,,
player,201909290clt,clt,SpeeEJ00,def_int_td,0,,,,,
player,201909290clt,clt,SpeeEJ00,def_int_long,0,,,,,
player,201909290clt,clt,SpeeEJ00,pass_defended,0,,,,,
player,201909290clt,clt,SpeeEJ00,sacks,0.0,,,,,
player,201909290clt,clt,SpeeEJ00,tackles_combined,6,,,,,
player,201909290clt,clt,SpeeEJ00,tackles_solo,3,,,,,
player,201909290clt,clt,SpeeEJ00,tackles_assists,3,,,,,
player,201909290clt,clt,SpeeEJ00,tackles_loss,1,,,,,
player,201909290clt,clt,SpeeEJ00,qb_hits,0,,,,,
player,201909290clt,clt,SpeeEJ00,fumbles_rec,0,,,,,
player,201909290clt,clt,SpeeEJ00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,SpeeEJ00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,SpeeEJ00,fumbles_forced,0,,,,,
player,201909290clt,clt,MoorKe03,def_int,0,,,,,
player,201909290clt,clt,MoorKe03,def_int_yds,0,,,,,
player,201909290clt,clt,MoorKe03,def_int_td,0,,,,,
player,201909290clt,clt,MoorKe03,def_int_long,0,,,,,
player,201909290clt,clt,MoorKe03,pass_defended,0,,,,,
player,201909290clt,clt,MoorKe03,sacks,0.0,,,,,
player,201909290clt,clt,MoorKe03,tackles_combined,4,,,,,
player,201909290clt,clt,MoorKe03,tackles_solo,3,,,,,
player,201909290clt,clt,MoorKe03,tackles_assists,1,,,,,
player,201909290clt,clt,MoorKe03,tackles_loss,0,,,,,
player,201909290clt,clt,MoorKe03,qb_hits,0,,,,,
player,201909290clt,clt,MoorKe03,fumbles_rec,0,,,,,
player,201909290clt,clt,MoorKe03,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,MoorKe03,fumbles_rec_td,0,,,,,
player,201909290clt,clt,MoorKe03,fumbles_forced,0,,,,,
player,201909290clt,clt,SheaJa00,def_int,0,,,,,
player,201909290clt,clt,SheaJa00,def_int_yds,0,,,,,
player,201909290clt,clt,SheaJa00,def_int_td,0,,,,,
player,201909290clt,clt,SheaJa00,def_int_long,0,,,,,
player,201909290clt,clt,SheaJa00,pass_defended,0,,,,,
player,201909290clt,clt,SheaJa00,sacks,0.0,,,,,
player,201909290clt,clt,SheaJa00,tackles_combined,4,,,,,
player,201909290clt,clt,SheaJa00,tackles_solo,4,,,,,
player,201909290clt,clt,SheaJa00,tackles_assists,0,,,,,
player,201909290clt,clt,SheaJa00,tackles_loss,0,,,,,
player,201909290clt,clt,SheaJa00,qb_hits,0,,,,,
player,201909290clt,clt,SheaJa00,fumbles_rec,0,,,,,
player,201909290clt,clt,SheaJa00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,SheaJa00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,SheaJa00,fumbles_forced,0,,,,,
player,201909290clt,clt,Ya-SRo00,def_int,0,,,,,
player,201909290clt,clt,Ya-SRo00,def_int_yds,0,,,,,
player,201909290clt,clt,Ya-SRo00,def_int_td,0,,,,,
player,201909290clt,clt,Ya-SRo00,def_int_long,0,,,,,
player,201909290clt,clt,Ya-SRo00,pass_defended,1,,,,,
player,201909290clt,clt,Ya-SRo00,sacks,0.0,,,,,
player,201909290clt,clt,Ya-SRo00,tackles_combined,4,,,,,
player,201909290clt,clt,Ya-SRo00,tackles_solo,4,,,,,
player,201909290clt,clt,Ya-SRo00,tackles_assists,0,,,,,
player,201909290clt,clt,Ya-SRo00,tackles_loss,0,,,,,
player,201909290clt,clt,Ya-SRo00,qb_hits,0,,,,,
player,201909290clt,clt,Ya-SRo00,fumbles_rec,0,,,,,
player,201909290clt,clt,Ya-SRo00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,Ya-SRo00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,Ya-SRo00,fumbles_forced,0,,,,,
player,201909290clt,clt,BanoBe00,def_int,0,,,,,
player,201909290clt,clt,BanoBe00,def_int_yds,0,,,,,
player,201909290clt,clt,BanoBe00,def_int_td,0,,,,,
player,201909290clt,clt,BanoBe00,def_int_long,0,,,,,
player,201909290clt,clt,BanoBe00,pass_defended,0,,,,,
player,201909290clt,clt,BanoBe00,sacks,0.0,,,,,
player,201909290clt,clt,BanoBe00,tackles_combined,2,,,,,
player,201909290clt,clt,BanoBe00,tackles_solo,1,,,,,
player,201909290clt,clt,BanoBe00,tackles_assists,1,,,,,
player,201909290clt,clt,BanoBe00,tackles_loss,0,,,,,
player,201909290clt,clt,BanoBe00,qb_hits,0,,,,,
player,201909290clt,clt,BanoBe00,fumbles_rec,0,,,,,
player,201909290clt,clt,BanoBe00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,BanoBe00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,BanoBe00,fumbles_forced,0,,,,,
player,201909290clt,clt,AutrDe00,def_int,0,,,,,
player,201909290clt,clt,AutrDe00,def_int_yds,0,,,,,
player,201909290clt,clt,AutrDe00,def_int_td,0,,,,,
player,201909290clt,clt,AutrDe00,def_int_long,0,,,,,
player,201909290clt,clt,AutrDe00,pass_defended,1,,,,,
player,201909290clt,clt,AutrDe00,sacks,0.0,,,,,
player,201909290clt,clt,AutrDe00,tackles_combined,1,,,,,
player,201909290clt,clt,AutrDe00,tackles_solo,1,,,,,
player,201909290clt,clt,AutrDe00,tackles_assists,0,,,,,
player,201909290clt,clt,AutrDe00,tackles_loss,0,,,,,
player,201909290clt,clt,AutrDe00,qb_hits,1,,,,,
player,201909290clt,clt,AutrDe00,fumbles_rec,0,,,,,
player,201909290clt,clt,AutrDe00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,AutrDe00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,AutrDe00,fumbles_forced,0,,,,,
player,201909290clt,clt,HousJu00,def_int,0,,,,,
player,201909290clt,clt,HousJu00,def_int_yds,0,,,,,
player,201909290clt,clt,HousJu00,def_int_td,0,,,,,
player,201909290clt,clt,HousJu00,def_int_long,0,,,,,
player,201909290clt,clt,HousJu00,pass_defended,0,,,,,
player,201909290clt,clt,HousJu00,sacks,0.0,,,,,
player,201909290clt,clt,HousJu00,tackles_combined,1,,,,,
player,201909290clt,clt,HousJu00,tackles_solo,1,,,,,
player,201909290clt,clt,HousJu00,tackles_assists,0,,,,,
player,201909290clt,clt,HousJu00,tackles_loss,0,,,,,
player,201909290clt,clt,HousJu00,qb_hits,0,,,,,
player,201909290clt,clt,HousJu00,fumbles_rec,1,,,,,
player,201909290clt,clt,HousJu00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,HousJu00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,HousJu00,fumbles_forced,0,,,,,
player,201909290clt,clt,MuhaAl00,def_int,0,,,,,
player,201909290clt,clt,MuhaAl00,def_int_yds,0,,,,,
player,201909290clt,clt,MuhaAl00,def_int_td,0,,,,,
player,201909290clt,clt,MuhaAl00,def_int_long,0,,,,,
player,201909290clt,clt,MuhaAl00,pass_defended,0,,,,,
player,201909290clt,clt,MuhaAl00,sacks,0.0,,,,,
player,201909290clt,clt,MuhaAl00,tackles_combined,1,,,,,
player,201909290clt,clt,MuhaAl00,tackles_solo,1,,,,,
player,201909290clt,clt,MuhaAl00,tackles_assists,0,,,,,
player,201909290clt,clt,MuhaAl00,tackles_loss,1,,,,,
player,201909290clt,clt,MuhaAl00,qb_hits,0,,,,,
player,201909290clt,clt,MuhaAl00,fumbles_rec,0,,,,,
player,201909290clt,clt,MuhaAl00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,MuhaAl00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,MuhaAl00,fumbles_forced,0,,,,,
player,201909290clt,clt,TuraKe00,def_int,0,,,,,
player,201909290clt,clt,TuraKe00,def_int_yds,0,,,,,
player,201909290clt,clt,TuraKe00,def_int_td,0,,,,,
player,201909290clt,clt,TuraKe00,def_int_long,0,,,,,
player,201909290clt,clt,TuraKe00,pass_defended,0,,,,,
player,201909290clt,clt,TuraKe00,sacks,0.0,,,,,
player,201909290clt,clt,TuraKe00,tackles_combined,1,,,,,
player,201909290clt,clt,TuraKe00,tackles_solo,1,,,,,
player,201909290clt,clt,TuraKe00,tackles_assists,0,,,,,
player,201909290clt,clt,TuraKe00,tackles_loss,0,,,,,
player,201909290clt,clt,TuraKe00,qb_hits,0,,,,,
player,201909290clt,clt,TuraKe00,fumbles_rec,0,,,,,
player,201909290clt,clt,TuraKe00,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,TuraKe00,fumbles_rec_td,0,,,,,
player,201909290clt,clt,TuraKe00,fumbles_forced,0,,,,,
player,201909290clt,clt,WilsQu01,def_int,0,,,,,
player,201909290clt,clt,WilsQu01,def_int_yds,0,,,,,
player,201909290clt,clt,WilsQu01,def_int_td,0,,,,,
player,201909290clt,clt,WilsQu01,def_int_long,0,,,,,
player,201909290clt,clt,WilsQu01,pass_defended,0,,,,,
player,201909290clt,clt,WilsQu01,sacks,0.0,,,,,
player,201909290clt,clt,WilsQu01,tackles_combined,1,,,,,
player,201909290clt,clt,WilsQu01,tackles_solo,1,,,,,
player,201909290clt,clt,WilsQu01,tackles_assists,0,,,,,
player,201909290clt,clt,WilsQu01,tackles_loss,0,,,,,
player,201909290clt,clt,WilsQu01,qb_hits,0,,,,,
player,201909290clt,clt,WilsQu01,fumbles_rec,0,,,,,
player,201909290clt,clt,WilsQu01,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,WilsQu01,fumbles_rec_td,0,,,,,
player,201909290clt,clt,WilsQu01,fumbles_forced,0,,,,,
player,201909290clt,clt,RogeCh02,def_int,0,,,,,
player,201909290clt,clt,RogeCh02,def_int_yds,0,,,,,
player,201909290clt,clt,RogeCh02,def_int_td,0,,,,,
player,201909290clt,clt,RogeCh02,def_int_long,0,,,,,
player,201909290clt,clt,RogeCh02,pass_defended,0,,,,,
player,201909290clt,clt,RogeCh02,sacks,0.0,,,,,
player,201909290clt,clt,RogeCh02,tackles_combined,0,,,,,
player,201909290clt,clt,RogeCh02,tackles_solo,0,,,,,
player,201909290clt,clt,RogeCh02,tackles_assists,0,,,,,
player,201909290clt,clt,RogeCh02,tackles_loss,0,,,,,
player,201909290clt,clt,RogeCh02,qb_hits,0,,,,,
player,201909290clt,clt,RogeCh02,fumbles_rec,1,,,,,
player,201909290clt,clt,RogeCh02,fumbles_rec_yds,0,,,,,
player,201909290clt,clt,RogeCh02,fumbles_rec_td,0,,,,,
player,201909290clt,clt,RogeCh02,fumbles_forced,0,,,,,
player,201909290clt,rai,DaviTr03,kick_ret,2,,,,,
player,201909290clt,rai,DaviTr03,kick_ret_yds,33,,,,,
player,201909290clt,rai,DaviTr03,kick_ret_yds_per_ret,16.5,,,,,
player,201909290clt,rai,DaviTr03,kick_ret_td,0,,,,,
player,201909290clt,rai,DaviTr03,kick_ret_long,24,,,,,
player,201909290clt,rai,DaviTr03,punt_ret,2,,,,,
player,201909290clt,rai,DaviTr03,punt_ret_yds,4,,,,,
player,201909290clt,rai,DaviTr03,punt_ret_yds_per_ret,2.0,,,,,
player,201909290clt,rai,DaviTr03,punt_ret_td,0,,,,,
player,201909290clt,rai,DaviTr03,punt_ret_long,3,,,,,
player,201909290clt,clt,RogeCh02,kick_ret,0,,,,,
player,201909290clt,clt,RogeCh02,kick_ret_yds,0,,,,,
player,201909290clt,clt,RogeCh02,kick_ret_yds_per_ret,,,,,,
player,201909290clt,clt,RogeCh02,kick_ret_td,0,,,,,
