game,2019,3,20190922,201909220gnb,den,"Denver Broncos",16,gnb,"Green Bay Packers",27
player,201909220gnb,den,FlacJo00,rush_yds,5,,,,,
player,201909220gnb,den,FlacJo00,rush_td,0,,,,,
player,201909220gnb,den,FlacJo00,rush_long,3,,,,,
player,201909220gnb,den,FlacJo00,targets,0,,,,,
player,201909220gnb,den,FlacJo00,rec,0,,,,,
player,201909220gnb,den,FlacJo00,rec_yds,0,,,,,
player,201909220gnb,den,FlacJo00,rec_td,0,,,,,
player,201909220gnb,den,FlacJo00,rec_long,0,,,,,
player,201909220gnb,den,FlacJo00,fumbles,1,,,,,
player,201909220gnb,den,FlacJo00,fumbles_lost,1,,,,,
player,201909220gnb,den,LindPh00,pass_cmp,0,,,,,
player,201909220gnb,den,LindPh00,pass_att,0,,,,,
player,201909220gnb,den,LindPh00,pass_yds,0,,,,,
player,201909220gnb,den,LindPh00,pass_td,0,,,,,
player,201909220gnb,den,LindPh00,pass_int,0,,,,,
player,201909220gnb,den,LindPh00,pass_sacked,0,,,,,
player,201909220gnb,den,LindPh00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,LindPh00,pass_long,0,,,,,
player,201909220gnb,den,LindPh00,pass_rating,,,,,,
player,201909220gnb,den,LindPh00,rush_att,21,,,,,
player,201909220gnb,den,LindPh00,rush_yds,81,,,,,
player,201909220gnb,den,LindPh00,rush_td,2,,,,,
player,201909220gnb,den,LindPh00,rush_long,9,,,,,
player,201909220gnb,den,LindPh00,targets,5,,,,,
player,201909220gnb,den,LindPh00,rec,4,,,,,
player,201909220gnb,den,LindPh00,rec_yds,49,,,,,
player,201909220gnb,den,LindPh00,rec_td,0,,,,,
player,201909220gnb,den,LindPh00,rec_long,36,,,,,
player,201909220gnb,den,LindPh00,fumbles,0,,,,,
player,201909220gnb,den,LindPh00,fumbles_lost,0,,,,,
player,201909220gnb,den,FreeRo00,pass_cmp,0,,,,,
player,201909220gnb,den,FreeRo00,pass_att,0,,,,,
player,201909220gnb,den,FreeRo00,pass_yds,0,,,,,
player,201909220gnb,den,FreeRo00,pass_td,0,,,,,
player,201909220gnb,den,FreeRo00,pass_int,0,,,,,
player,201909220gnb,den,FreeRo00,pass_sacked,0,,,,,
player,201909220gnb,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,FreeRo00,pass_long,0,,,,,
player,201909220gnb,den,FreeRo00,pass_rating,,,,,,
player,201909220gnb,den,FreeRo00,rush_att,15,,,,,
player,201909220gnb,den,FreeRo00,rush_yds,63,,,,,
player,201909220gnb,den,FreeRo00,rush_td,0,,,,,
player,201909220gnb,den,FreeRo00,rush_long,13,,,,,
player,201909220gnb,den,FreeRo00,targets,5,,,,,
player,201909220gnb,den,FreeRo00,rec,4,,,,,
player,201909220gnb,den,FreeRo00,rec_yds,10,,,,,
player,201909220gnb,den,FreeRo00,rec_td,0,,,,,
player,201909220gnb,den,FreeRo00,rec_long,9,,,,,
player,201909220gnb,den,FreeRo00,fumbles,0,,,,,
player,201909220gnb,den,FreeRo00,fumbles_lost,0,,,,,
player,201909220gnb,den,SuttCo00,pass_cmp,0,,,,,
player,201909220gnb,den,SuttCo00,pass_att,0,,,,,
player,201909220gnb,den,SuttCo00,pass_yds,0,,,,,
player,201909220gnb,den,SuttCo00,pass_td,0,,,,,
player,201909220gnb,den,SuttCo00,pass_int,0,,,,,
player,201909220gnb,den,SuttCo00,pass_sacked,0,,,,,
player,201909220gnb,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,SuttCo00,pass_long,0,,,,,
player,201909220gnb,den,SuttCo00,pass_rating,,,,,,
player,201909220gnb,den,SuttCo00,rush_att,0,,,,,
player,201909220gnb,den,SuttCo00,rush_yds,0,,,,,
player,201909220gnb,den,SuttCo00,rush_td,0,,,,,
player,201909220gnb,den,SuttCo00,rush_long,0,,,,,
player,201909220gnb,den,SuttCo00,targets,7,,,,,
player,201909220gnb,den,SuttCo00,rec,5,,,,,
player,201909220gnb,den,SuttCo00,rec_yds,87,,,,,
player,201909220gnb,den,SuttCo00,rec_td,0,,,,,
player,201909220gnb,den,SuttCo00,rec_long,52,,,,,
player,201909220gnb,den,SuttCo00,fumbles,0,,,,,
player,201909220gnb,den,SuttCo00,fumbles_lost,0,,,,,
player,201909220gnb,den,FantNo00,pass_cmp,0,,,,,
player,201909220gnb,den,FantNo00,pass_att,0,,,,,
player,201909220gnb,den,FantNo00,pass_yds,0,,,,,
player,201909220gnb,den,FantNo00,pass_td,0,,,,,
player,201909220gnb,den,FantNo00,pass_int,0,,,,,
player,201909220gnb,den,FantNo00,pass_sacked,0,,,,,
player,201909220gnb,den,FantNo00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,FantNo00,pass_long,0,,,,,
player,201909220gnb,den,FantNo00,pass_rating,,,,,,
player,201909220gnb,den,FantNo00,rush_att,0,,,,,
player,201909220gnb,den,FantNo00,rush_yds,0,,,,,
player,201909220gnb,den,FantNo00,rush_td,0,,,,,
player,201909220gnb,den,FantNo00,rush_long,0,,,,,
player,201909220gnb,den,FantNo00,targets,3,,,,,
player,201909220gnb,den,FantNo00,rec,3,,,,,
player,201909220gnb,den,FantNo00,rec_yds,37,,,,,
player,201909220gnb,den,FantNo00,rec_td,0,,,,,
player,201909220gnb,den,FantNo00,rec_long,17,,,,,
player,201909220gnb,den,FantNo00,fumbles,1,,,,,
player,201909220gnb,den,FantNo00,fumbles_lost,1,,,,,
player,201909220gnb,den,HeueJe00,pass_cmp,0,,,,,
player,201909220gnb,den,HeueJe00,pass_att,0,,,,,
player,201909220gnb,den,HeueJe00,pass_yds,0,,,,,
player,201909220gnb,den,HeueJe00,pass_td,0,,,,,
player,201909220gnb,den,HeueJe00,pass_int,0,,,,,
player,201909220gnb,den,HeueJe00,pass_sacked,0,,,,,
player,201909220gnb,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,HeueJe00,pass_long,0,,,,,
player,201909220gnb,den,HeueJe00,pass_rating,,,,,,
player,201909220gnb,den,HeueJe00,rush_att,0,,,,,
player,201909220gnb,den,HeueJe00,rush_yds,0,,,,,
player,201909220gnb,den,HeueJe00,rush_td,0,,,,,
player,201909220gnb,den,HeueJe00,rush_long,0,,,,,
player,201909220gnb,den,HeueJe00,targets,2,,,,,
player,201909220gnb,den,HeueJe00,rec,2,,,,,
player,201909220gnb,den,HeueJe00,rec_yds,20,,,,,
player,201909220gnb,den,HeueJe00,rec_td,0,,,,,
player,201909220gnb,den,HeueJe00,rec_long,10,,,,,
player,201909220gnb,den,HeueJe00,fumbles,0,,,,,
player,201909220gnb,den,HeueJe00,fumbles_lost,0,,,,,
player,201909220gnb,den,SandEm00,pass_cmp,0,,,,,
player,201909220gnb,den,SandEm00,pass_att,0,,,,,
player,201909220gnb,den,SandEm00,pass_yds,0,,,,,
player,201909220gnb,den,SandEm00,pass_td,0,,,,,
player,201909220gnb,den,SandEm00,pass_int,0,,,,,
player,201909220gnb,den,SandEm00,pass_sacked,0,,,,,
player,201909220gnb,den,SandEm00,pass_sacked_yds,0,,,,,
player,201909220gnb,den,SandEm00,pass_long,0,,,,,
player,201909220gnb,den,SandEm00,pass_rating,,,,,,
player,201909220gnb,den,SandEm00,rush_att,0,,,,,
player,201909220gnb,den,SandEm00,rush_yds,0,,,,,
player,201909220gnb,den,SandEm00,rush_td,0,,,,,
player,201909220gnb,den,SandEm00,rush_long,0,,,,,
player,201909220gnb,den,SandEm00,targets,5,,,,,
player,201909220gnb,den,SandEm00,rec,2,,,,,
player,201909220gnb,den,SandEm00,rec_yds,10,,,,,
player,201909220gnb,den,SandEm00,rec_td,0,,,,,
player,201909220gnb,den,SandEm00,rec_long,6,,,,,
player,201909220gnb,den,SandEm00,fumbles,0,,,,,
player,201909220gnb,den,SandEm00,fumbles_lost,0,,,,,
player,201909220gnb,den,BeckAn01,pass_cmp,0,,,,,
player,201909220gnb,den,BeckAn01,pass_att,0,,,,,
player,201909220gnb,den,BeckAn01,pass_yds,0,,,,,
player,201909220gnb,den,BeckAn01,pass_td,0,,,,,
player,201909220gnb,den,BeckAn01,pass_int,0,,,,,
player,201909220gnb,den,BeckAn01,pass_sacked,0,,,,,
player,201909220gnb,den,BeckAn01,pass_sacked_yds,0,,,,,
player,201909220gnb,den,BeckAn01,pass_long,0,,,,,
player,201909220gnb,den,BeckAn01,pass_rating,,,,,,
player,201909220gnb,den,BeckAn01,rush_att,0,,,,,
player,201909220gnb,den,BeckAn01,rush_yds,0,,,,,
player,201909220gnb,den,BeckAn01,rush_td,0,,,,,
player,201909220gnb,den,BeckAn01,rush_long,0,,,,,
player,201909220gnb,den,BeckAn01,targets,1,,,,,
player,201909220gnb,den,BeckAn01,rec,0,,,,,
player,201909220gnb,den,BeckAn01,rec_yds,0,,,,,
player,201909220gnb,den,BeckAn01,rec_td,0,,,,,
player,201909220gnb,den,BeckAn01,rec_long,0,,,,,
player,201909220gnb,den,BeckAn01,fumbles,0,,,,,
player,201909220gnb,den,BeckAn01,fumbles_lost,0,,,,,
player,201909220gnb,gnb,RodgAa00,pass_cmp,17,,,,,
player,201909220gnb,gnb,RodgAa00,pass_att,29,,,,,
player,201909220gnb,gnb,RodgAa00,pass_yds,235,,,,,
player,201909220gnb,gnb,RodgAa00,pass_td,1,,,,,
player,201909220gnb,gnb,RodgAa00,pass_int,0,,,,,
player,201909220gnb,gnb,RodgAa00,pass_sacked,0,,,,,
player,201909220gnb,gnb,RodgAa00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,RodgAa00,pass_long,40,,,,,
player,201909220gnb,gnb,RodgAa00,pass_rating,96.2,,,,,
player,201909220gnb,gnb,RodgAa00,rush_att,1,,,,,
player,201909220gnb,gnb,RodgAa00,rush_yds,-1,,,,,
player,201909220gnb,gnb,RodgAa00,rush_td,0,,,,,
player,201909220gnb,gnb,RodgAa00,rush_long,-1,,,,,
player,201909220gnb,gnb,RodgAa00,targets,0,,,,,
player,201909220gnb,gnb,RodgAa00,rec,0,,,,,
player,201909220gnb,gnb,RodgAa00,rec_yds,0,,,,,
player,201909220gnb,gnb,RodgAa00,rec_td,0,,,,,
player,201909220gnb,gnb,RodgAa00,rec_long,0,,,,,
player,201909220gnb,gnb,RodgAa00,fumbles,0,,,,,
player,201909220gnb,gnb,RodgAa00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_cmp,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_att,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_yds,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_td,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_int,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_sacked,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_long,0,,,,,
player,201909220gnb,gnb,WillJa06,pass_rating,,,,,,
player,201909220gnb,gnb,WillJa06,rush_att,12,,,,,
player,201909220gnb,gnb,WillJa06,rush_yds,59,,,,,
player,201909220gnb,gnb,WillJa06,rush_td,0,,,,,
player,201909220gnb,gnb,WillJa06,rush_long,12,,,,,
player,201909220gnb,gnb,WillJa06,targets,2,,,,,
player,201909220gnb,gnb,WillJa06,rec,2,,,,,
player,201909220gnb,gnb,WillJa06,rec_yds,27,,,,,
player,201909220gnb,gnb,WillJa06,rec_td,0,,,,,
player,201909220gnb,gnb,WillJa06,rec_long,17,,,,,
player,201909220gnb,gnb,WillJa06,fumbles,0,,,,,
player,201909220gnb,gnb,WillJa06,fumbles_lost,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_cmp,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_att,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_yds,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_td,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_int,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_sacked,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_long,0,,,,,
player,201909220gnb,gnb,JoneAa00,pass_rating,,,,,,
player,201909220gnb,gnb,JoneAa00,rush_att,10,,,,,
player,201909220gnb,gnb,JoneAa00,rush_yds,19,,,,,
player,201909220gnb,gnb,JoneAa00,rush_td,2,,,,,
player,201909220gnb,gnb,JoneAa00,rush_long,7,,,,,
player,201909220gnb,gnb,JoneAa00,targets,1,,,,,
player,201909220gnb,gnb,JoneAa00,rec,1,,,,,
player,201909220gnb,gnb,JoneAa00,rec_yds,4,,,,,
player,201909220gnb,gnb,JoneAa00,rec_td,0,,,,,
player,201909220gnb,gnb,JoneAa00,rec_long,4,,,,,
player,201909220gnb,gnb,JoneAa00,fumbles,0,,,,,
player,201909220gnb,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_cmp,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_att,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_yds,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_td,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_int,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_sacked,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_long,0,,,,,
player,201909220gnb,gnb,ValdMa00,pass_rating,,,,,,
player,201909220gnb,gnb,ValdMa00,rush_att,0,,,,,
player,201909220gnb,gnb,ValdMa00,rush_yds,0,,,,,
player,201909220gnb,gnb,ValdMa00,rush_td,0,,,,,
player,201909220gnb,gnb,ValdMa00,rush_long,0,,,,,
player,201909220gnb,gnb,ValdMa00,targets,10,,,,,
player,201909220gnb,gnb,ValdMa00,rec,6,,,,,
player,201909220gnb,gnb,ValdMa00,rec_yds,99,,,,,
player,201909220gnb,gnb,ValdMa00,rec_td,1,,,,,
player,201909220gnb,gnb,ValdMa00,rec_long,40,,,,,
player,201909220gnb,gnb,ValdMa00,fumbles,0,,,,,
player,201909220gnb,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_cmp,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_att,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_yds,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_td,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_int,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_sacked,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_long,0,,,,,
player,201909220gnb,gnb,AdamDa01,pass_rating,,,,,,
player,201909220gnb,gnb,AdamDa01,rush_att,0,,,,,
player,201909220gnb,gnb,AdamDa01,rush_yds,0,,,,,
player,201909220gnb,gnb,AdamDa01,rush_td,0,,,,,
player,201909220gnb,gnb,AdamDa01,rush_long,0,,,,,
player,201909220gnb,gnb,AdamDa01,targets,4,,,,,
player,201909220gnb,gnb,AdamDa01,rec,4,,,,,
player,201909220gnb,gnb,AdamDa01,rec_yds,56,,,,,
player,201909220gnb,gnb,AdamDa01,rec_td,0,,,,,
player,201909220gnb,gnb,AdamDa01,rec_long,22,,,,,
player,201909220gnb,gnb,AdamDa01,fumbles,0,,,,,
player,201909220gnb,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_cmp,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_att,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_yds,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_td,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_int,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_sacked,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_long,0,,,,,
player,201909220gnb,gnb,VitaDa00,pass_rating,,,,,,
player,201909220gnb,gnb,VitaDa00,rush_att,0,,,,,
player,201909220gnb,gnb,VitaDa00,rush_yds,0,,,,,
player,201909220gnb,gnb,VitaDa00,rush_td,0,,,,,
player,201909220gnb,gnb,VitaDa00,rush_long,0,,,,,
player,201909220gnb,gnb,VitaDa00,targets,1,,,,,
player,201909220gnb,gnb,VitaDa00,rec,1,,,,,
player,201909220gnb,gnb,VitaDa00,rec_yds,27,,,,,
player,201909220gnb,gnb,VitaDa00,rec_td,0,,,,,
player,201909220gnb,gnb,VitaDa00,rec_long,27,,,,,
player,201909220gnb,gnb,VitaDa00,fumbles,0,,,,,
player,201909220gnb,gnb,VitaDa00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_cmp,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_att,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_yds,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_td,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_int,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_sacked,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_long,0,,,,,
player,201909220gnb,gnb,LewiMa00,pass_rating,,,,,,
player,201909220gnb,gnb,LewiMa00,rush_att,0,,,,,
player,201909220gnb,gnb,LewiMa00,rush_yds,0,,,,,
player,201909220gnb,gnb,LewiMa00,rush_td,0,,,,,
player,201909220gnb,gnb,LewiMa00,rush_long,0,,,,,
player,201909220gnb,gnb,LewiMa00,targets,2,,,,,
player,201909220gnb,gnb,LewiMa00,rec,1,,,,,
player,201909220gnb,gnb,LewiMa00,rec_yds,19,,,,,
player,201909220gnb,gnb,LewiMa00,rec_td,0,,,,,
player,201909220gnb,gnb,LewiMa00,rec_long,19,,,,,
player,201909220gnb,gnb,LewiMa00,fumbles,0,,,,,
player,201909220gnb,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_cmp,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_att,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_yds,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_td,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_int,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_sacked,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_long,0,,,,,
player,201909220gnb,gnb,TonyRo00,pass_rating,,,,,,
player,201909220gnb,gnb,TonyRo00,rush_att,0,,,,,
player,201909220gnb,gnb,TonyRo00,rush_yds,0,,,,,
player,201909220gnb,gnb,TonyRo00,rush_td,0,,,,,
player,201909220gnb,gnb,TonyRo00,rush_long,0,,,,,
player,201909220gnb,gnb,TonyRo00,targets,3,,,,,
player,201909220gnb,gnb,TonyRo00,rec,1,,,,,
player,201909220gnb,gnb,TonyRo00,rec_yds,4,,,,,
player,201909220gnb,gnb,TonyRo00,rec_td,0,,,,,
player,201909220gnb,gnb,TonyRo00,rec_long,4,,,,,
player,201909220gnb,gnb,TonyRo00,fumbles,0,,,,,
player,201909220gnb,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_cmp,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_att,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_yds,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_td,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_int,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_sacked,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_long,0,,,,,
player,201909220gnb,gnb,GrahJi00,pass_rating,,,,,,
player,201909220gnb,gnb,GrahJi00,rush_att,0,,,,,
player,201909220gnb,gnb,GrahJi00,rush_yds,0,,,,,
player,201909220gnb,gnb,GrahJi00,rush_td,0,,,,,
player,201909220gnb,gnb,GrahJi00,rush_long,0,,,,,
player,201909220gnb,gnb,GrahJi00,targets,1,,,,,
player,201909220gnb,gnb,GrahJi00,rec,0,,,,,
player,201909220gnb,gnb,GrahJi00,rec_yds,0,,,,,
player,201909220gnb,gnb,GrahJi00,rec_td,0,,,,,
player,201909220gnb,gnb,GrahJi00,rec_long,0,,,,,
player,201909220gnb,gnb,GrahJi00,fumbles,0,,,,,
player,201909220gnb,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_cmp,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_att,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_yds,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_td,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_int,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_sacked,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_long,0,,,,,
player,201909220gnb,gnb,AlliGe01,pass_rating,,,,,,
player,201909220gnb,gnb,AlliGe01,rush_att,0,,,,,
player,201909220gnb,gnb,AlliGe01,rush_yds,0,,,,,
player,201909220gnb,gnb,AlliGe01,rush_td,0,,,,,
player,201909220gnb,gnb,AlliGe01,rush_long,0,,,,,
player,201909220gnb,gnb,AlliGe01,targets,3,,,,,
player,201909220gnb,gnb,AlliGe01,rec,1,,,,,
player,201909220gnb,gnb,AlliGe01,rec_yds,-1,,,,,
player,201909220gnb,gnb,AlliGe01,rec_td,0,,,,,
player,201909220gnb,gnb,AlliGe01,rec_long,-1,,,,,
player,201909220gnb,gnb,AlliGe01,fumbles,0,,,,,
player,201909220gnb,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201909220gnb,den,JeweJo00,def_int,0,,,,,
player,201909220gnb,den,JeweJo00,def_int_yds,0,,,,,
player,201909220gnb,den,JeweJo00,def_int_td,0,,,,,
player,201909220gnb,den,JeweJo00,def_int_long,0,,,,,
player,201909220gnb,den,JeweJo00,pass_defended,0,,,,,
player,201909220gnb,den,JeweJo00,sacks,0.0,,,,,
player,201909220gnb,den,JeweJo00,tackles_combined,7,,,,,
player,201909220gnb,den,JeweJo00,tackles_solo,5,,,,,
player,201909220gnb,den,JeweJo00,tackles_assists,2,,,,,
player,201909220gnb,den,JeweJo00,tackles_loss,0,,,,,
player,201909220gnb,den,JeweJo00,qb_hits,0,,,,,
player,201909220gnb,den,JeweJo00,fumbles_rec,0,,,,,
player,201909220gnb,den,JeweJo00,fumbles_rec_yds,0,,,,,
player,201909220gnb,den,JeweJo00,fumbles_rec_td,0,,,,,
player,201909220gnb,den,JeweJo00,fumbles_forced,0,,,,,
player,201909220gnb,den,ChubBr00,def_int,0,,,,,
player,201909220gnb,den,ChubBr00,def_int_yds,0,,,,,
player,201909220gnb,den,ChubBr00,def_int_td,0,,,,,
player,201909220gnb,den,ChubBr00,def_int_long,0,,,,,
player,201909220gnb,den,ChubBr00,pass_defended,0,,,,,
player,201909220gnb,den,ChubBr00,sacks,0.0,,,,,
player,201909220gnb,den,ChubBr00,tackles_combined,5,,,,,
player,201909220gnb,den,ChubBr00,tackles_solo,5,,,,,
player,201909220gnb,den,ChubBr00,tackles_assists,0,,,,,
player,201909220gnb,den,ChubBr00,tackles_loss,3,,,,,
player,201909220gnb,den,ChubBr00,qb_hits,1,,,,,
player,201909220gnb,den,ChubBr00,fumbles_rec,0,,,,,
player,201909220gnb,den,ChubBr00,fumbles_rec_yds,0,,,,,
player,201909220gnb,den,ChubBr00,fumbles_rec_td,0,,,,,
player,201909220gnb,den,ChubBr00,fumbles_forced,0,,,,,
player,201909220gnb,den,HarrSh00,def_int,0,,,,,
player,201909220gnb,den,HarrSh00,def_int_yds,0,,,,,
player,201909220gnb,den,HarrSh00,def_int_td,0,,,,,
player,201909220gnb,den,HarrSh00,def_int_long,0,,,,,
player,201909220gnb,den,HarrSh00,pass_defended,0,,,,,
player,201909220gnb,den,HarrSh00,sacks,0.0,,,,,
player,201909220gnb,den,HarrSh00,tackles_combined,4,,,,,
player,201909220gnb,den,HarrSh00,tackles_solo,4,,,,,
player,201909220gnb,den,HarrSh00,tackles_assists,0,,,,,
player,201909220gnb,den,HarrSh00,tackles_loss,1,,,,,
player,201909220gnb,den,HarrSh00,qb_hits,0,,,,,
player,201909220gnb,den,HarrSh00,fumbles_rec,0,,,,,
player,201909220gnb,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201909220gnb,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201909220gnb,den,HarrSh00,fumbles_forced,0,,,,,
player,201909220gnb,den,JackKa99,def_int,0,,,,,
player,201909220gnb,den,JackKa99,def_int_yds,0,,,,,
player,201909220gnb,den,JackKa99,def_int_td,0,,,,,
player,201909220gnb,den,JackKa99,def_int_long,0,,,,,
player,201909220gnb,den,JackKa99,pass_defended,0,,,,,
player,201909220gnb,den,JackKa99,sacks,0.0,,,,,
player,201909220gnb,den,JackKa99,tackles_combined,4,,,,,
player,201909220gnb,den,JackKa99,tackles_solo,3,,,,,
player,201909220gnb,den,JackKa99,tackles_assists,1,,,,,
player,201909220gnb,den,JackKa99,tackles_loss,1,,,,,
player,201909220gnb,den,JackKa99,qb_hits,0,,,,,
player,201909220gnb,den,JackKa99,fumbles_rec,0,,,,,
