game,2019,7,20191020,201910200atl,ram,"Los Angeles Rams",37,atl,"Atlanta Falcons",10
player,201910200atl,atl,HardJu00,rec_yds,19,,,,,
player,201910200atl,atl,HardJu00,rec_td,0,,,,,
player,201910200atl,atl,HardJu00,rec_long,15,,,,,
player,201910200atl,atl,HardJu00,fumbles,0,,,,,
player,201910200atl,atl,HardJu00,fumbles_lost,0,,,,,
player,201910200atl,atl,GageRu00,pass_cmp,0,,,,,
player,201910200atl,atl,GageRu00,pass_att,0,,,,,
player,201910200atl,atl,GageRu00,pass_yds,0,,,,,
player,201910200atl,atl,GageRu00,pass_td,0,,,,,
player,201910200atl,atl,GageRu00,pass_int,0,,,,,
player,201910200atl,atl,GageRu00,pass_sacked,0,,,,,
player,201910200atl,atl,GageRu00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,GageRu00,pass_long,0,,,,,
player,201910200atl,atl,GageRu00,pass_rating,,,,,,
player,201910200atl,atl,GageRu00,rush_att,0,,,,,
player,201910200atl,atl,GageRu00,rush_yds,0,,,,,
player,201910200atl,atl,GageRu00,rush_td,0,,,,,
player,201910200atl,atl,GageRu00,rush_long,0,,,,,
player,201910200atl,atl,GageRu00,targets,2,,,,,
player,201910200atl,atl,GageRu00,rec,1,,,,,
player,201910200atl,atl,GageRu00,rec_yds,13,,,,,
player,201910200atl,atl,GageRu00,rec_td,0,,,,,
player,201910200atl,atl,GageRu00,rec_long,13,,,,,
player,201910200atl,atl,GageRu00,fumbles,1,,,,,
player,201910200atl,atl,GageRu00,fumbles_lost,1,,,,,
player,201910200atl,atl,SanuMo00,pass_cmp,0,,,,,
player,201910200atl,atl,SanuMo00,pass_att,0,,,,,
player,201910200atl,atl,SanuMo00,pass_yds,0,,,,,
player,201910200atl,atl,SanuMo00,pass_td,0,,,,,
player,201910200atl,atl,SanuMo00,pass_int,0,,,,,
player,201910200atl,atl,SanuMo00,pass_sacked,0,,,,,
player,201910200atl,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,SanuMo00,pass_long,0,,,,,
player,201910200atl,atl,SanuMo00,pass_rating,,,,,,
player,201910200atl,atl,SanuMo00,rush_att,0,,,,,
player,201910200atl,atl,SanuMo00,rush_yds,0,,,,,
player,201910200atl,atl,SanuMo00,rush_td,0,,,,,
player,201910200atl,atl,SanuMo00,rush_long,0,,,,,
player,201910200atl,atl,SanuMo00,targets,2,,,,,
player,201910200atl,atl,SanuMo00,rec,1,,,,,
player,201910200atl,atl,SanuMo00,rec_yds,3,,,,,
player,201910200atl,atl,SanuMo00,rec_td,0,,,,,
player,201910200atl,atl,SanuMo00,rec_long,3,,,,,
player,201910200atl,atl,SanuMo00,fumbles,0,,,,,
player,201910200atl,atl,SanuMo00,fumbles_lost,0,,,,,
player,201910200atl,atl,SmitKe03,pass_cmp,0,,,,,
player,201910200atl,atl,SmitKe03,pass_att,0,,,,,
player,201910200atl,atl,SmitKe03,pass_yds,0,,,,,
player,201910200atl,atl,SmitKe03,pass_td,0,,,,,
player,201910200atl,atl,SmitKe03,pass_int,0,,,,,
player,201910200atl,atl,SmitKe03,pass_sacked,0,,,,,
player,201910200atl,atl,SmitKe03,pass_sacked_yds,0,,,,,
player,201910200atl,atl,SmitKe03,pass_long,0,,,,,
player,201910200atl,atl,SmitKe03,pass_rating,,,,,,
player,201910200atl,atl,SmitKe03,rush_att,0,,,,,
player,201910200atl,atl,SmitKe03,rush_yds,0,,,,,
player,201910200atl,atl,SmitKe03,rush_td,0,,,,,
player,201910200atl,atl,SmitKe03,rush_long,0,,,,,
player,201910200atl,atl,SmitKe03,targets,1,,,,,
player,201910200atl,atl,SmitKe03,rec,0,,,,,
player,201910200atl,atl,SmitKe03,rec_yds,0,,,,,
player,201910200atl,atl,SmitKe03,rec_td,0,,,,,
player,201910200atl,atl,SmitKe03,rec_long,0,,,,,
player,201910200atl,atl,SmitKe03,fumbles,0,,,,,
player,201910200atl,atl,SmitKe03,fumbles_lost,0,,,,,
player,201910200atl,atl,BarnKe00,pass_cmp,0,,,,,
player,201910200atl,atl,BarnKe00,pass_att,0,,,,,
player,201910200atl,atl,BarnKe00,pass_yds,0,,,,,
player,201910200atl,atl,BarnKe00,pass_td,0,,,,,
player,201910200atl,atl,BarnKe00,pass_int,0,,,,,
player,201910200atl,atl,BarnKe00,pass_sacked,0,,,,,
player,201910200atl,atl,BarnKe00,pass_sacked_yds,0,,,,,
player,201910200atl,atl,BarnKe00,pass_long,0,,,,,
player,201910200atl,atl,BarnKe00,pass_rating,,,,,,
player,201910200atl,atl,BarnKe00,rush_att,0,,,,,
player,201910200atl,atl,BarnKe00,rush_yds,0,,,,,
player,201910200atl,atl,BarnKe00,rush_td,0,,,,,
player,201910200atl,atl,BarnKe00,rush_long,0,,,,,
player,201910200atl,atl,BarnKe00,targets,1,,,,,
player,201910200atl,atl,BarnKe00,rec,0,,,,,
player,201910200atl,atl,BarnKe00,rec_yds,0,,,,,
player,201910200atl,atl,BarnKe00,rec_td,0,,,,,
player,201910200atl,atl,BarnKe00,rec_long,0,,,,,
player,201910200atl,atl,BarnKe00,fumbles,0,,,,,
player,201910200atl,atl,BarnKe00,fumbles_lost,0,,,,,
player,201910200atl,ram,LittCo01,def_int,1,,,,,
player,201910200atl,ram,LittCo01,def_int_yds,6,,,,,
player,201910200atl,ram,LittCo01,def_int_td,0,,,,,
player,201910200atl,ram,LittCo01,def_int_long,6,,,,,
player,201910200atl,ram,LittCo01,pass_defended,1,,,,,
player,201910200atl,ram,LittCo01,sacks,1.0,,,,,
player,201910200atl,ram,LittCo01,tackles_combined,3,,,,,
player,201910200atl,ram,LittCo01,tackles_solo,3,,,,,
player,201910200atl,ram,LittCo01,tackles_assists,0,,,,,
player,201910200atl,ram,LittCo01,tackles_loss,2,,,,,
player,201910200atl,ram,LittCo01,qb_hits,1,,,,,
player,201910200atl,ram,LittCo01,fumbles_rec,0,,,,,
player,201910200atl,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201910200atl,ram,LittCo01,fumbles_forced,0,,,,,
player,201910200atl,ram,FowlDa00,def_int,0,,,,,
player,201910200atl,ram,FowlDa00,def_int_yds,0,,,,,
player,201910200atl,ram,FowlDa00,def_int_td,0,,,,,
player,201910200atl,ram,FowlDa00,def_int_long,0,,,,,
player,201910200atl,ram,FowlDa00,pass_defended,1,,,,,
player,201910200atl,ram,FowlDa00,sacks,3.0,,,,,
player,201910200atl,ram,FowlDa00,tackles_combined,7,,,,,
player,201910200atl,ram,FowlDa00,tackles_solo,6,,,,,
player,201910200atl,ram,FowlDa00,tackles_assists,1,,,,,
player,201910200atl,ram,FowlDa00,tackles_loss,3,,,,,
player,201910200atl,ram,FowlDa00,qb_hits,3,,,,,
player,201910200atl,ram,FowlDa00,fumbles_rec,0,,,,,
player,201910200atl,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,FowlDa00,fumbles_forced,1,,,,,
player,201910200atl,ram,DonaAa00,def_int,0,,,,,
player,201910200atl,ram,DonaAa00,def_int_yds,0,,,,,
player,201910200atl,ram,DonaAa00,def_int_td,0,,,,,
player,201910200atl,ram,DonaAa00,def_int_long,0,,,,,
player,201910200atl,ram,DonaAa00,pass_defended,0,,,,,
player,201910200atl,ram,DonaAa00,sacks,1.0,,,,,
player,201910200atl,ram,DonaAa00,tackles_combined,2,,,,,
player,201910200atl,ram,DonaAa00,tackles_solo,2,,,,,
player,201910200atl,ram,DonaAa00,tackles_assists,0,,,,,
player,201910200atl,ram,DonaAa00,tackles_loss,0,,,,,
player,201910200atl,ram,DonaAa00,qb_hits,0,,,,,
player,201910200atl,ram,DonaAa00,fumbles_rec,1,,,,,
player,201910200atl,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,DonaAa00,fumbles_forced,1,,,,,
player,201910200atl,ram,RappTa00,def_int,0,,,,,
player,201910200atl,ram,RappTa00,def_int_yds,0,,,,,
player,201910200atl,ram,RappTa00,def_int_td,0,,,,,
player,201910200atl,ram,RappTa00,def_int_long,0,,,,,
player,201910200atl,ram,RappTa00,pass_defended,0,,,,,
player,201910200atl,ram,RappTa00,sacks,0.0,,,,,
player,201910200atl,ram,RappTa00,tackles_combined,6,,,,,
player,201910200atl,ram,RappTa00,tackles_solo,5,,,,,
player,201910200atl,ram,RappTa00,tackles_assists,1,,,,,
player,201910200atl,ram,RappTa00,tackles_loss,0,,,,,
player,201910200atl,ram,RappTa00,qb_hits,0,,,,,
player,201910200atl,ram,RappTa00,fumbles_rec,0,,,,,
player,201910200atl,ram,RappTa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,RappTa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,RappTa00,fumbles_forced,0,,,,,
player,201910200atl,ram,ChriMa00,def_int,0,,,,,
player,201910200atl,ram,ChriMa00,def_int_yds,0,,,,,
player,201910200atl,ram,ChriMa00,def_int_td,0,,,,,
player,201910200atl,ram,ChriMa00,def_int_long,0,,,,,
player,201910200atl,ram,ChriMa00,pass_defended,0,,,,,
player,201910200atl,ram,ChriMa00,sacks,0.0,,,,,
player,201910200atl,ram,ChriMa00,tackles_combined,5,,,,,
player,201910200atl,ram,ChriMa00,tackles_solo,3,,,,,
player,201910200atl,ram,ChriMa00,tackles_assists,2,,,,,
player,201910200atl,ram,ChriMa00,tackles_loss,1,,,,,
player,201910200atl,ram,ChriMa00,qb_hits,0,,,,,
player,201910200atl,ram,ChriMa00,fumbles_rec,0,,,,,
player,201910200atl,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,ChriMa00,fumbles_forced,0,,,,,
player,201910200atl,ram,ReedTr01,def_int,0,,,,,
player,201910200atl,ram,ReedTr01,def_int_yds,0,,,,,
player,201910200atl,ram,ReedTr01,def_int_td,0,,,,,
player,201910200atl,ram,ReedTr01,def_int_long,0,,,,,
player,201910200atl,ram,ReedTr01,pass_defended,0,,,,,
player,201910200atl,ram,ReedTr01,sacks,0.0,,,,,
player,201910200atl,ram,ReedTr01,tackles_combined,5,,,,,
player,201910200atl,ram,ReedTr01,tackles_solo,1,,,,,
player,201910200atl,ram,ReedTr01,tackles_assists,4,,,,,
player,201910200atl,ram,ReedTr01,tackles_loss,0,,,,,
player,201910200atl,ram,ReedTr01,qb_hits,0,,,,,
player,201910200atl,ram,ReedTr01,fumbles_rec,0,,,,,
player,201910200atl,ram,ReedTr01,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,ReedTr01,fumbles_rec_td,0,,,,,
player,201910200atl,ram,ReedTr01,fumbles_forced,1,,,,,
player,201910200atl,ram,HillTr01,def_int,0,,,,,
player,201910200atl,ram,HillTr01,def_int_yds,0,,,,,
player,201910200atl,ram,HillTr01,def_int_td,0,,,,,
player,201910200atl,ram,HillTr01,def_int_long,0,,,,,
player,201910200atl,ram,HillTr01,pass_defended,0,,,,,
player,201910200atl,ram,HillTr01,sacks,0.0,,,,,
player,201910200atl,ram,HillTr01,tackles_combined,4,,,,,
player,201910200atl,ram,HillTr01,tackles_solo,4,,,,,
player,201910200atl,ram,HillTr01,tackles_assists,0,,,,,
player,201910200atl,ram,HillTr01,tackles_loss,0,,,,,
player,201910200atl,ram,HillTr01,qb_hits,1,,,,,
player,201910200atl,ram,HillTr01,fumbles_rec,0,,,,,
player,201910200atl,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201910200atl,ram,HillTr01,fumbles_forced,0,,,,,
player,201910200atl,ram,RamsJa00,def_int,0,,,,,
player,201910200atl,ram,RamsJa00,def_int_yds,0,,,,,
player,201910200atl,ram,RamsJa00,def_int_td,0,,,,,
player,201910200atl,ram,RamsJa00,def_int_long,0,,,,,
player,201910200atl,ram,RamsJa00,pass_defended,0,,,,,
player,201910200atl,ram,RamsJa00,sacks,0.0,,,,,
player,201910200atl,ram,RamsJa00,tackles_combined,4,,,,,
player,201910200atl,ram,RamsJa00,tackles_solo,4,,,,,
player,201910200atl,ram,RamsJa00,tackles_assists,0,,,,,
player,201910200atl,ram,RamsJa00,tackles_loss,0,,,,,
player,201910200atl,ram,RamsJa00,qb_hits,0,,,,,
player,201910200atl,ram,RamsJa00,fumbles_rec,0,,,,,
player,201910200atl,ram,RamsJa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,RamsJa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,RamsJa00,fumbles_forced,1,,,,,
player,201910200atl,ram,BrocMi00,def_int,0,,,,,
player,201910200atl,ram,BrocMi00,def_int_yds,0,,,,,
player,201910200atl,ram,BrocMi00,def_int_td,0,,,,,
player,201910200atl,ram,BrocMi00,def_int_long,0,,,,,
player,201910200atl,ram,BrocMi00,pass_defended,0,,,,,
player,201910200atl,ram,BrocMi00,sacks,0.0,,,,,
player,201910200atl,ram,BrocMi00,tackles_combined,3,,,,,
player,201910200atl,ram,BrocMi00,tackles_solo,3,,,,,
player,201910200atl,ram,BrocMi00,tackles_assists,0,,,,,
player,201910200atl,ram,BrocMi00,tackles_loss,0,,,,,
player,201910200atl,ram,BrocMi00,qb_hits,1,,,,,
player,201910200atl,ram,BrocMi00,fumbles_rec,0,,,,,
player,201910200atl,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,BrocMi00,fumbles_forced,0,,,,,
player,201910200atl,ram,HowaTr00,def_int,0,,,,,
player,201910200atl,ram,HowaTr00,def_int_yds,0,,,,,
player,201910200atl,ram,HowaTr00,def_int_td,0,,,,,
player,201910200atl,ram,HowaTr00,def_int_long,0,,,,,
player,201910200atl,ram,HowaTr00,pass_defended,0,,,,,
player,201910200atl,ram,HowaTr00,sacks,0.0,,,,,
player,201910200atl,ram,HowaTr00,tackles_combined,3,,,,,
player,201910200atl,ram,HowaTr00,tackles_solo,1,,,,,
player,201910200atl,ram,HowaTr00,tackles_assists,2,,,,,
player,201910200atl,ram,HowaTr00,tackles_loss,0,,,,,
player,201910200atl,ram,HowaTr00,qb_hits,0,,,,,
player,201910200atl,ram,HowaTr00,fumbles_rec,0,,,,,
player,201910200atl,ram,HowaTr00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,HowaTr00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,HowaTr00,fumbles_forced,0,,,,,
player,201910200atl,ram,EbukSa00,def_int,0,,,,,
player,201910200atl,ram,EbukSa00,def_int_yds,0,,,,,
player,201910200atl,ram,EbukSa00,def_int_td,0,,,,,
player,201910200atl,ram,EbukSa00,def_int_long,0,,,,,
player,201910200atl,ram,EbukSa00,pass_defended,0,,,,,
player,201910200atl,ram,EbukSa00,sacks,0.0,,,,,
player,201910200atl,ram,EbukSa00,tackles_combined,2,,,,,
player,201910200atl,ram,EbukSa00,tackles_solo,0,,,,,
player,201910200atl,ram,EbukSa00,tackles_assists,2,,,,,
player,201910200atl,ram,EbukSa00,tackles_loss,0,,,,,
player,201910200atl,ram,EbukSa00,qb_hits,1,,,,,
player,201910200atl,ram,EbukSa00,fumbles_rec,0,,,,,
player,201910200atl,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,EbukSa00,fumbles_forced,0,,,,,
player,201910200atl,ram,OkorOg00,def_int,0,,,,,
player,201910200atl,ram,OkorOg00,def_int_yds,0,,,,,
player,201910200atl,ram,OkorOg00,def_int_td,0,,,,,
player,201910200atl,ram,OkorOg00,def_int_long,0,,,,,
player,201910200atl,ram,OkorOg00,pass_defended,0,,,,,
player,201910200atl,ram,OkorOg00,sacks,0.0,,,,,
player,201910200atl,ram,OkorOg00,tackles_combined,2,,,,,
player,201910200atl,ram,OkorOg00,tackles_solo,2,,,,,
player,201910200atl,ram,OkorOg00,tackles_assists,0,,,,,
player,201910200atl,ram,OkorOg00,tackles_loss,0,,,,,
player,201910200atl,ram,OkorOg00,qb_hits,1,,,,,
player,201910200atl,ram,OkorOg00,fumbles_rec,0,,,,,
player,201910200atl,ram,OkorOg00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,OkorOg00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,OkorOg00,fumbles_forced,0,,,,,
player,201910200atl,ram,WeddEr99,def_int,0,,,,,
player,201910200atl,ram,WeddEr99,def_int_yds,0,,,,,
player,201910200atl,ram,WeddEr99,def_int_td,0,,,,,
player,201910200atl,ram,WeddEr99,def_int_long,0,,,,,
player,201910200atl,ram,WeddEr99,pass_defended,0,,,,,
player,201910200atl,ram,WeddEr99,sacks,0.0,,,,,
player,201910200atl,ram,WeddEr99,tackles_combined,2,,,,,
player,201910200atl,ram,WeddEr99,tackles_solo,1,,,,,
player,201910200atl,ram,WeddEr99,tackles_assists,1,,,,,
player,201910200atl,ram,WeddEr99,tackles_loss,0,,,,,
player,201910200atl,ram,WeddEr99,qb_hits,0,,,,,
player,201910200atl,ram,WeddEr99,fumbles_rec,0,,,,,
player,201910200atl,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201910200atl,ram,WeddEr99,fumbles_forced,0,,,,,
player,201910200atl,ram,JoseSe00,def_int,0,,,,,
player,201910200atl,ram,JoseSe00,def_int_yds,0,,,,,
player,201910200atl,ram,JoseSe00,def_int_td,0,,,,,
player,201910200atl,ram,JoseSe00,def_int_long,0,,,,,
player,201910200atl,ram,JoseSe00,pass_defended,0,,,,,
player,201910200atl,ram,JoseSe00,sacks,0.0,,,,,
player,201910200atl,ram,JoseSe00,tackles_combined,1,,,,,
player,201910200atl,ram,JoseSe00,tackles_solo,1,,,,,
player,201910200atl,ram,JoseSe00,tackles_assists,0,,,,,
player,201910200atl,ram,JoseSe00,tackles_loss,0,,,,,
player,201910200atl,ram,JoseSe00,qb_hits,0,,,,,
player,201910200atl,ram,JoseSe00,fumbles_rec,0,,,,,
player,201910200atl,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,JoseSe00,fumbles_forced,0,,,,,
player,201910200atl,ram,LongDa02,def_int,0,,,,,
player,201910200atl,ram,LongDa02,def_int_yds,0,,,,,
player,201910200atl,ram,LongDa02,def_int_td,0,,,,,
player,201910200atl,ram,LongDa02,def_int_long,0,,,,,
player,201910200atl,ram,LongDa02,pass_defended,0,,,,,
player,201910200atl,ram,LongDa02,sacks,0.0,,,,,
player,201910200atl,ram,LongDa02,tackles_combined,1,,,,,
player,201910200atl,ram,LongDa02,tackles_solo,1,,,,,
player,201910200atl,ram,LongDa02,tackles_assists,0,,,,,
player,201910200atl,ram,LongDa02,tackles_loss,0,,,,,
player,201910200atl,ram,LongDa02,qb_hits,0,,,,,
player,201910200atl,ram,LongDa02,fumbles_rec,0,,,,,
player,201910200atl,ram,LongDa02,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,LongDa02,fumbles_rec_td,0,,,,,
player,201910200atl,ram,LongDa02,fumbles_forced,0,,,,,
player,201910200atl,ram,PatrNa00,def_int,0,,,,,
player,201910200atl,ram,PatrNa00,def_int_yds,0,,,,,
player,201910200atl,ram,PatrNa00,def_int_td,0,,,,,
player,201910200atl,ram,PatrNa00,def_int_long,0,,,,,
player,201910200atl,ram,PatrNa00,pass_defended,0,,,,,
player,201910200atl,ram,PatrNa00,sacks,0.0,,,,,
player,201910200atl,ram,PatrNa00,tackles_combined,1,,,,,
player,201910200atl,ram,PatrNa00,tackles_solo,1,,,,,
player,201910200atl,ram,PatrNa00,tackles_assists,0,,,,,
player,201910200atl,ram,PatrNa00,tackles_loss,0,,,,,
player,201910200atl,ram,PatrNa00,qb_hits,0,,,,,
player,201910200atl,ram,PatrNa00,fumbles_rec,0,,,,,
player,201910200atl,ram,PatrNa00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,PatrNa00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,PatrNa00,fumbles_forced,0,,,,,
player,201910200atl,ram,RobeNi00,def_int,0,,,,,
player,201910200atl,ram,RobeNi00,def_int_yds,0,,,,,
player,201910200atl,ram,RobeNi00,def_int_td,0,,,,,
player,201910200atl,ram,RobeNi00,def_int_long,0,,,,,
player,201910200atl,ram,RobeNi00,pass_defended,0,,,,,
player,201910200atl,ram,RobeNi00,sacks,0.0,,,,,
player,201910200atl,ram,RobeNi00,tackles_combined,1,,,,,
player,201910200atl,ram,RobeNi00,tackles_solo,1,,,,,
player,201910200atl,ram,RobeNi00,tackles_assists,0,,,,,
player,201910200atl,ram,RobeNi00,tackles_loss,0,,,,,
player,201910200atl,ram,RobeNi00,qb_hits,0,,,,,
player,201910200atl,ram,RobeNi00,fumbles_rec,0,,,,,
player,201910200atl,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,RobeNi00,fumbles_forced,0,,,,,
player,201910200atl,ram,FoxxMo00,def_int,0,,,,,
player,201910200atl,ram,FoxxMo00,def_int_yds,0,,,,,
player,201910200atl,ram,FoxxMo00,def_int_td,0,,,,,
player,201910200atl,ram,FoxxMo00,def_int_long,0,,,,,
player,201910200atl,ram,FoxxMo00,pass_defended,0,,,,,
player,201910200atl,ram,FoxxMo00,sacks,0.0,,,,,
player,201910200atl,ram,FoxxMo00,tackles_combined,0,,,,,
player,201910200atl,ram,FoxxMo00,tackles_solo,0,,,,,
player,201910200atl,ram,FoxxMo00,tackles_assists,0,,,,,
player,201910200atl,ram,FoxxMo00,tackles_loss,0,,,,,
player,201910200atl,ram,FoxxMo00,qb_hits,1,,,,,
player,201910200atl,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201910200atl,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201910200atl,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201910200atl,ram,WillDa09,def_int,0,,,,,
player,201910200atl,ram,WillDa09,def_int_yds,0,,,,,
player,201910200atl,ram,WillDa09,def_int_td,0,,,,,
player,201910200atl,ram,WillDa09,def_int_long,0,,,,,
player,201910200atl,ram,WillDa09,pass_defended,0,,,,,
player,201910200atl,ram,WillDa09,sacks,0.0,,,,,
player,201910200atl,ram,WillDa09,tackles_combined,0,,,,,
player,201910200atl,ram,WillDa09,tackles_solo,0,,,,,
player,201910200atl,ram,WillDa09,tackles_assists,0,,,,,
player,201910200atl,ram,WillDa09,tackles_loss,0,,,,,
player,201910200atl,ram,WillDa09,qb_hits,0,,,,,
player,201910200atl,ram,WillDa09,fumbles_rec,1,,,,,
player,201910200atl,ram,WillDa09,fumbles_rec_yds,0,,,,,
player,201910200atl,ram,WillDa09,fumbles_rec_td,1,,,,,
player,201910200atl,ram,WillDa09,fumbles_forced,0,,,,,
player,201910200atl,atl,JoneDe01,def_int,0,,,,,
player,201910200atl,atl,JoneDe01,def_int_yds,0,,,,,
player,201910200atl,atl,JoneDe01,def_int_td,0,,,,,
player,201910200atl,atl,JoneDe01,def_int_long,0,,,,,
player,201910200atl,atl,JoneDe01,pass_defended,0,,,,,
player,201910200atl,atl,JoneDe01,sacks,0.0,,,,,
player,201910200atl,atl,JoneDe01,tackles_combined,11,,,,,
player,201910200atl,atl,JoneDe01,tackles_solo,9,,,,,
player,201910200atl,atl,JoneDe01,tackles_assists,2,,,,,
player,201910200atl,atl,JoneDe01,tackles_loss,3,,,,,
player,201910200atl,atl,JoneDe01,qb_hits,0,,,,,
player,201910200atl,atl,JoneDe01,fumbles_rec,0,,,,,
player,201910200atl,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201910200atl,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201910200atl,atl,JoneDe01,fumbles_forced,0,,,,,
player,201910200atl,atl,KazeDa00,def_int,0,,,,,
player,201910200atl,atl,KazeDa00,def_int_yds,0,,,,,
player,201910200atl,atl,KazeDa00,def_int_td,0,,,,,
player,201910200atl,atl,KazeDa00,def_int_long,0,,,,,
player,201910200atl,atl,KazeDa00,pass_defended,0,,,,,
player,201910200atl,atl,KazeDa00,sacks,0.0,,,,,
player,201910200atl,atl,KazeDa00,tackles_combined,8,,,,,
player,201910200atl,atl,KazeDa00,tackles_solo,6,,,,,
player,201910200atl,atl,KazeDa00,tackles_assists,2,,,,,
player,201910200atl,atl,KazeDa00,tackles_loss,2,,,,,
player,201910200atl,atl,KazeDa00,qb_hits,0,,,,,
player,201910200atl,atl,KazeDa00,fumbles_rec,0,,,,,
player,201910200atl,atl,KazeDa00,fumbles_rec_yds,0,,,,,
player,201910200atl,atl,KazeDa00,fumbles_rec_td,0,,,,,
player,201910200atl,atl,KazeDa00,fumbles_forced,0,,,,,
player,201910200atl,atl,WrehBl00,def_int,0,,,,,
player,201910200atl,atl,WrehBl00,def_int_yds,0,,,,,
player,201910200atl,atl,WrehBl00,def_int_td,0,,,,,
player,201910200atl,atl,WrehBl00,def_int_long,0,,,,,
player,201910200atl,atl,WrehBl00,pass_defended,0,,,,,
player,201910200atl,atl,WrehBl00,sacks,0.0,,,,,
player,201910200atl,atl,WrehBl00,tackles_combined,8,,,,,
player,201910200atl,atl,WrehBl00,tackles_solo,8,,,,,
player,201910200atl,atl,WrehBl00,tackles_assists,0,,,,,
player,201910200atl,atl,WrehBl00,tackles_loss,0,,,,,
player,201910200atl,atl,WrehBl00,qb_hits,0,,,,,
player,201910200atl,atl,WrehBl00,fumbles_rec,0,,,,,
player,201910200atl,atl,WrehBl00,fumbles_rec_yds,0,,,,,
player,201910200atl,atl,WrehBl00,fumbles_rec_td,0,,,,,
player,201910200atl,atl,WrehBl00,fumbles_forced,0,,,,,
player,201910200atl,atl,IshmKe00,def_int,0,,,,,
player,201910200atl,atl,IshmKe00,def_int_yds,0,,,,,
player,201910200atl,atl,IshmKe00,def_int_td,0,,,,,
player,201910200atl,atl,IshmKe00,def_int_long,0,,,,,
player,201910200atl,atl,IshmKe00,pass_defended,0,,,,,
player,201910200atl,atl,IshmKe00,sacks,0.0,,,,,
player,201910200atl,atl,IshmKe00,tackles_combined,7,,,,,
player,201910200atl,atl,IshmKe00,tackles_solo,6,,,,,
player,201910200atl,atl,IshmKe00,tackles_assists,1,,,,,
player,201910200atl,atl,IshmKe00,tackles_loss,1,,,,,
player,201910200atl,atl,IshmKe00,qb_hits,0,,,,,
player,201910200atl,atl,IshmKe00,fumbles_rec,0,,,,,
player,201910200atl,atl,IshmKe00,fumbles_rec_yds,0,,,,,
player,201910200atl,atl,IshmKe00,fumbles_rec_td,0,,,,,
player,201910200atl,atl,IshmKe00,fumbles_forced,0,,,,,
player,201910200atl,atl,CampDe00,def_int,0,,,,,
player,201910200atl,atl,CampDe00,def_int_yds,0,,,,,
player,201910200atl,atl,CampDe00,def_int_td,0,,,,,
player,201910200atl,atl,CampDe00,def_int_long,0,,,,,
player,201910200atl,atl,CampDe00,pass_defended,0,,,,,
player,201910200atl,atl,CampDe00,sacks,0.0,,,,,
player,201910200atl,atl,CampDe00,tackles_combined,6,,,,,
player,201910200atl,atl,CampDe00,tackles_solo,3,,,,,
player,201910200atl,atl,CampDe00,tackles_assists,3,,,,,
player,201910200atl,atl,CampDe00,tackles_loss,0,,,,,
player,201910200atl,atl,CampDe00,qb_hits,0,,,,,
player,201910200atl,atl,CampDe00,fumbles_rec,0,,,,,
