game,2019,16,20191221,201912210sfo,ram,"Los Angeles Rams",31,sfo,"San Francisco 49ers",34
team,201912210sfo,ram,First Downs,24,,,,,,
team,201912210sfo,sfo,First Downs,19,,,,,,
team,201912210sfo,ram,Rush-Yds-TDs,24-72-2,,,,,,
team,201912210sfo,sfo,Rush-Yds-TDs,23-119-2,,,,,,
team,201912210sfo,ram,Cmp-Att-Yd-TD-INT,27-46-323-2-1,,,,,,
team,201912210sfo,sfo,Cmp-Att-Yd-TD-INT,16-27-248-1-2,,,,,,
team,201912210sfo,ram,Sacked-Yards,0-0,,,,,,
team,201912210sfo,sfo,Sacked-Yards,6-33,,,,,,
team,201912210sfo,ram,Net Pass Yards,323,,,,,,
team,201912210sfo,sfo,Net Pass Yards,215,,,,,,
team,201912210sfo,ram,Total Yards,395,,,,,,
team,201912210sfo,sfo,Total Yards,334,,,,,,
team,201912210sfo,ram,Fumbles-Lost,2-0,,,,,,
team,201912210sfo,sfo,Fumbles-Lost,2-0,,,,,,
team,201912210sfo,ram,Turnovers,1,,,,,,
team,201912210sfo,sfo,Turnovers,2,,,,,,
team,201912210sfo,ram,Penalties-Yards,7-43,,,,,,
team,201912210sfo,sfo,Penalties-Yards,3-26,,,,,,
team,201912210sfo,ram,Third Down Conv.,5-13,,,,,,
team,201912210sfo,sfo,Third Down Conv.,4-10,,,,,,
team,201912210sfo,ram,Fourth Down Conv.,0-0,,,,,,
team,201912210sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201912210sfo,ram,Time of Possession,32:21,,,,,,
team,201912210sfo,sfo,Time of Possession,27:39,,,,,,
player,201912210sfo,ram,GoffJa00,pass_cmp,27,,,,,
player,201912210sfo,ram,GoffJa00,pass_att,46,,,,,
player,201912210sfo,ram,GoffJa00,pass_yds,323,,,,,
player,201912210sfo,ram,GoffJa00,pass_td,2,,,,,
player,201912210sfo,ram,GoffJa00,pass_int,1,,,,,
player,201912210sfo,ram,GoffJa00,pass_sacked,0,,,,,
player,201912210sfo,ram,GoffJa00,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,GoffJa00,pass_long,29,,,,,
player,201912210sfo,ram,GoffJa00,pass_rating,85.7,,,,,
player,201912210sfo,ram,GoffJa00,rush_att,4,,,,,
player,201912210sfo,ram,GoffJa00,rush_yds,12,,,,,
player,201912210sfo,ram,GoffJa00,rush_td,0,,,,,
player,201912210sfo,ram,GoffJa00,rush_long,5,,,,,
player,201912210sfo,ram,GoffJa00,targets,0,,,,,
player,201912210sfo,ram,GoffJa00,rec,0,,,,,
player,201912210sfo,ram,GoffJa00,rec_yds,0,,,,,
player,201912210sfo,ram,GoffJa00,rec_td,0,,,,,
player,201912210sfo,ram,GoffJa00,rec_long,0,,,,,
player,201912210sfo,ram,GoffJa00,fumbles,0,,,,,
player,201912210sfo,ram,GoffJa00,fumbles_lost,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_cmp,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_att,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_yds,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_td,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_int,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_sacked,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_long,0,,,,,
player,201912210sfo,ram,GurlTo01,pass_rating,,,,,,
player,201912210sfo,ram,GurlTo01,rush_att,15,,,,,
player,201912210sfo,ram,GurlTo01,rush_yds,48,,,,,
player,201912210sfo,ram,GurlTo01,rush_td,2,,,,,
player,201912210sfo,ram,GurlTo01,rush_long,8,,,,,
player,201912210sfo,ram,GurlTo01,targets,2,,,,,
player,201912210sfo,ram,GurlTo01,rec,0,,,,,
player,201912210sfo,ram,GurlTo01,rec_yds,0,,,,,
player,201912210sfo,ram,GurlTo01,rec_td,0,,,,,
player,201912210sfo,ram,GurlTo01,rec_long,0,,,,,
player,201912210sfo,ram,GurlTo01,fumbles,0,,,,,
player,201912210sfo,ram,GurlTo01,fumbles_lost,0,,,,,
player,201912210sfo,ram,HendDa00,pass_cmp,0,,,,,
player,201912210sfo,ram,HendDa00,pass_att,0,,,,,
player,201912210sfo,ram,HendDa00,pass_yds,0,,,,,
player,201912210sfo,ram,HendDa00,pass_td,0,,,,,
player,201912210sfo,ram,HendDa00,pass_int,0,,,,,
player,201912210sfo,ram,HendDa00,pass_sacked,0,,,,,
player,201912210sfo,ram,HendDa00,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,HendDa00,pass_long,0,,,,,
player,201912210sfo,ram,HendDa00,pass_rating,,,,,,
player,201912210sfo,ram,HendDa00,rush_att,2,,,,,
player,201912210sfo,ram,HendDa00,rush_yds,7,,,,,
player,201912210sfo,ram,HendDa00,rush_td,0,,,,,
player,201912210sfo,ram,HendDa00,rush_long,7,,,,,
player,201912210sfo,ram,HendDa00,targets,0,,,,,
player,201912210sfo,ram,HendDa00,rec,0,,,,,
player,201912210sfo,ram,HendDa00,rec_yds,0,,,,,
player,201912210sfo,ram,HendDa00,rec_td,0,,,,,
player,201912210sfo,ram,HendDa00,rec_long,0,,,,,
player,201912210sfo,ram,HendDa00,fumbles,0,,,,,
player,201912210sfo,ram,HendDa00,fumbles_lost,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_cmp,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_att,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_yds,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_td,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_int,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_sacked,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_long,0,,,,,
player,201912210sfo,ram,WoodRo02,pass_rating,,,,,,
player,201912210sfo,ram,WoodRo02,rush_att,2,,,,,
player,201912210sfo,ram,WoodRo02,rush_yds,6,,,,,
player,201912210sfo,ram,WoodRo02,rush_td,0,,,,,
player,201912210sfo,ram,WoodRo02,rush_long,6,,,,,
player,201912210sfo,ram,WoodRo02,targets,11,,,,,
player,201912210sfo,ram,WoodRo02,rec,8,,,,,
player,201912210sfo,ram,WoodRo02,rec_yds,117,,,,,
player,201912210sfo,ram,WoodRo02,rec_td,0,,,,,
player,201912210sfo,ram,WoodRo02,rec_long,29,,,,,
player,201912210sfo,ram,WoodRo02,fumbles,0,,,,,
player,201912210sfo,ram,WoodRo02,fumbles_lost,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_cmp,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_att,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_yds,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_td,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_int,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_sacked,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_long,0,,,,,
player,201912210sfo,ram,HigbTy00,pass_rating,,,,,,
player,201912210sfo,ram,HigbTy00,rush_att,0,,,,,
player,201912210sfo,ram,HigbTy00,rush_yds,0,,,,,
player,201912210sfo,ram,HigbTy00,rush_td,0,,,,,
player,201912210sfo,ram,HigbTy00,rush_long,0,,,,,
player,201912210sfo,ram,HigbTy00,targets,11,,,,,
player,201912210sfo,ram,HigbTy00,rec,9,,,,,
player,201912210sfo,ram,HigbTy00,rec_yds,104,,,,,
player,201912210sfo,ram,HigbTy00,rec_td,0,,,,,
player,201912210sfo,ram,HigbTy00,rec_long,20,,,,,
player,201912210sfo,ram,HigbTy00,fumbles,0,,,,,
player,201912210sfo,ram,HigbTy00,fumbles_lost,0,,,,,
player,201912210sfo,ram,CookBr00,pass_cmp,0,,,,,
player,201912210sfo,ram,CookBr00,pass_att,0,,,,,
player,201912210sfo,ram,CookBr00,pass_yds,0,,,,,
player,201912210sfo,ram,CookBr00,pass_td,0,,,,,
player,201912210sfo,ram,CookBr00,pass_int,0,,,,,
player,201912210sfo,ram,CookBr00,pass_sacked,0,,,,,
player,201912210sfo,ram,CookBr00,pass_sacked_yds,0,,,,,
player,201912210sfo,ram,CookBr00,pass_long,0,,,,,
player,201912210sfo,ram,CookBr00,pass_rating,,,,,,
player,201912210sfo,ram,CookBr00,rush_att,0,,,,,
player,201912210sfo,ram,CookBr00,rush_yds,0,,,,,
player,201912210sfo,ram,CookBr00,rush_td,0,,,,,
player,201912210sfo,ram,CookBr00,rush_long,0,,,,,
player,201912210sfo,ram,CookBr00,targets,6,,,,,
player,201912210sfo,ram,CookBr00,rec,4,,,,,
player,201912210sfo,ram,CookBr00,rec_yds,39,,,,,
player,201912210sfo,ram,CookBr00,rec_td,1,,,,,
player,201912210sfo,ram,CookBr00,rec_long,16,,,,,
player,201912210sfo,ram,CookBr00,fumbles,0,,,,,
player,201912210sfo,ram,CookBr00,fumbles_lost,0,,,,,
