game,2019,13,20191128,201911280atl,nor,"New Orleans Saints",26,atl,"Atlanta Falcons",18
team,201911280atl,nor,First Downs,14,,,,,,
team,201911280atl,atl,First Downs,27,,,,,,
team,201911280atl,nor,Rush-Yds-TDs,18-95-1,,,,,,
team,201911280atl,atl,Rush-Yds-TDs,26-89-0,,,,,,
team,201911280atl,nor,Cmp-Att-Yd-TD-INT,18-31-184-1-0,,,,,,
team,201911280atl,atl,Cmp-Att-Yd-TD-INT,35-50-312-2-2,,,,,,
team,201911280atl,nor,Sacked-Yards,0-0,,,,,,
team,201911280atl,atl,Sacked-Yards,9-53,,,,,,
team,201911280atl,nor,Net Pass Yards,184,,,,,,
team,201911280atl,atl,Net Pass Yards,259,,,,,,
team,201911280atl,nor,Total Yards,279,,,,,,
team,201911280atl,atl,Total Yards,348,,,,,,
team,201911280atl,nor,Fumbles-Lost,0-0,,,,,,
team,201911280atl,atl,Fumbles-Lost,2-1,,,,,,
team,201911280atl,nor,Turnovers,0,,,,,,
team,201911280atl,atl,Turnovers,3,,,,,,
team,201911280atl,nor,Penalties-Yards,9-121,,,,,,
team,201911280atl,atl,Penalties-Yards,4-18,,,,,,
team,201911280atl,nor,Third Down Conv.,2-10,,,,,,
team,201911280atl,atl,Third Down Conv.,6-16,,,,,,
team,201911280atl,nor,Fourth Down Conv.,0-0,,,,,,
team,201911280atl,atl,Fourth Down Conv.,2-4,,,,,,
team,201911280atl,nor,Time of Possession,24:23,,,,,,
team,201911280atl,atl,Time of Possession,35:37,,,,,,
player,201911280atl,nor,BreeDr00,pass_cmp,18,,,,,
player,201911280atl,nor,BreeDr00,pass_att,30,,,,,
player,201911280atl,nor,BreeDr00,pass_yds,184,,,,,
player,201911280atl,nor,BreeDr00,pass_td,1,,,,,
player,201911280atl,nor,BreeDr00,pass_int,0,,,,,
player,201911280atl,nor,BreeDr00,pass_sacked,0,,,,,
player,201911280atl,nor,BreeDr00,pass_sacked_yds,0,,,,,
player,201911280atl,nor,BreeDr00,pass_long,40,,,,,
player,201911280atl,nor,BreeDr00,pass_rating,88.7,,,,,
player,201911280atl,nor,BreeDr00,rush_att,1,,,,,
player,201911280atl,nor,BreeDr00,rush_yds,-1,,,,,
player,201911280atl,nor,BreeDr00,rush_td,0,,,,,
player,201911280atl,nor,BreeDr00,rush_long,-1,,,,,
player,201911280atl,nor,BreeDr00,targets,0,,,,,
player,201911280atl,nor,BreeDr00,rec,0,,,,,
player,201911280atl,nor,BreeDr00,rec_yds,0,,,,,
player,201911280atl,nor,BreeDr00,rec_td,0,,,,,
player,201911280atl,nor,BreeDr00,rec_long,0,,,,,
player,201911280atl,nor,BreeDr00,fumbles,0,,,,,
player,201911280atl,nor,BreeDr00,fumbles_lost,0,,,,,
player,201911280atl,nor,HillTa00,pass_cmp,0,,,,,
player,201911280atl,nor,HillTa00,pass_att,1,,,,,
player,201911280atl,nor,HillTa00,pass_yds,0,,,,,
player,201911280atl,nor,HillTa00,pass_td,0,,,,,
player,201911280atl,nor,HillTa00,pass_int,0,,,,,
player,201911280atl,nor,HillTa00,pass_sacked,0,,,,,
player,201911280atl,nor,HillTa00,pass_sacked_yds,0,,,,,
player,201911280atl,nor,HillTa00,pass_long,0,,,,,
player,201911280atl,nor,HillTa00,pass_rating,39.6,,,,,
player,201911280atl,nor,HillTa00,rush_att,2,,,,,
player,201911280atl,nor,HillTa00,rush_yds,33,,,,,
player,201911280atl,nor,HillTa00,rush_td,1,,,,,
