game,2019,1,20190908,201909080phi,was,"Washington Redskins",27,phi,"Philadelphia Eagles",32
team,201909080phi,was,First Downs,15,,,,,,
team,201909080phi,phi,First Downs,22,,,,,,
team,201909080phi,was,Rush-Yds-TDs,13-28-0,,,,,,
team,201909080phi,phi,Rush-Yds-TDs,31-123-1,,,,,,
team,201909080phi,was,Cmp-Att-Yd-TD-INT,30-44-380-3-0,,,,,,
team,201909080phi,phi,Cmp-Att-Yd-TD-INT,28-39-313-3-0,,,,,,
team,201909080phi,was,Sacked-Yards,1-10,,,,,,
team,201909080phi,phi,Sacked-Yards,1-0,,,,,,
team,201909080phi,was,Net Pass Yards,370,,,,,,
team,201909080phi,phi,Net Pass Yards,313,,,,,,
team,201909080phi,was,Total Yards,398,,,,,,
team,201909080phi,phi,Total Yards,436,,,,,,
team,201909080phi,was,Fumbles-Lost,0-0,,,,,,
team,201909080phi,phi,Fumbles-Lost,0-0,,,,,,
team,201909080phi,was,Turnovers,0,,,,,,
team,201909080phi,phi,Turnovers,0,,,,,,
team,201909080phi,was,Penalties-Yards,12-96,,,,,,
team,201909080phi,phi,Penalties-Yards,6-55,,,,,,
team,201909080phi,was,Third Down Conv.,5-13,,,,,,
team,201909080phi,phi,Third Down Conv.,11-17,,,,,,
team,201909080phi,was,Fourth Down Conv.,2-2,,,,,,
team,201909080phi,phi,Fourth Down Conv.,1-2,,,,,,
team,201909080phi,was,Time of Possession,25:33,,,,,,
team,201909080phi,phi,Time of Possession,34:27,,,,,,
player,201909080phi,was,KeenCa00,pass_cmp,30,,,,,
player,201909080phi,was,KeenCa00,pass_att,44,,,,,
player,201909080phi,was,KeenCa00,pass_yds,380,,,,,
player,201909080phi,was,KeenCa00,pass_td,3,,,,,
player,201909080phi,was,KeenCa00,pass_int,0,,,,,
player,201909080phi,was,KeenCa00,pass_sacked,1,,,,,
player,201909080phi,was,KeenCa00,pass_sacked_yds,10,,,,,
player,201909080phi,was,KeenCa00,pass_long,69,,,,,
player,201909080phi,was,KeenCa00,pass_rating,117.6,,,,,
player,201909080phi,was,KeenCa00,rush_att,0,,,,,
player,201909080phi,was,KeenCa00,rush_yds,0,,,,,
player,201909080phi,was,KeenCa00,rush_td,0,,,,,
player,201909080phi,was,KeenCa00,rush_long,0,,,,,
player,201909080phi,was,KeenCa00,targets,0,,,,,
player,201909080phi,was,KeenCa00,rec,0,,,,,
player,201909080phi,was,KeenCa00,rec_yds,0,,,,,
player,201909080phi,was,KeenCa00,rec_td,0,,,,,
player,201909080phi,was,KeenCa00,rec_long,0,,,,,
player,201909080phi,was,KeenCa00,fumbles,0,,,,,
player,201909080phi,was,KeenCa00,fumbles_lost,0,,,,,
player,201909080phi,was,GuicDe00,pass_cmp,0,,,,,
player,201909080phi,was,GuicDe00,pass_att,0,,,,,
player,201909080phi,was,GuicDe00,pass_yds,0,,,,,
player,201909080phi,was,GuicDe00,pass_td,0,,,,,
player,201909080phi,was,GuicDe00,pass_int,0,,,,,
player,201909080phi,was,GuicDe00,pass_sacked,0,,,,,
player,201909080phi,was,GuicDe00,pass_sacked_yds,0,,,,,
player,201909080phi,was,GuicDe00,pass_long,0,,,,,
player,201909080phi,was,GuicDe00,pass_rating,,,,,,
player,201909080phi,was,GuicDe00,rush_att,10,,,,,
player,201909080phi,was,GuicDe00,rush_yds,18,,,,,
player,201909080phi,was,GuicDe00,rush_td,0,,,,,
player,201909080phi,was,GuicDe00,rush_long,5,,,,,
player,201909080phi,was,GuicDe00,targets,3,,,,,
player,201909080phi,was,GuicDe00,rec,3,,,,,
player,201909080phi,was,GuicDe00,rec_yds,20,,,,,
player,201909080phi,was,GuicDe00,rec_td,0,,,,,
player,201909080phi,was,GuicDe00,rec_long,8,,,,,
player,201909080phi,was,GuicDe00,fumbles,0,,,,,
player,201909080phi,was,GuicDe00,fumbles_lost,0,,,,,
player,201909080phi,was,ThomCh03,pass_cmp,0,,,,,
player,201909080phi,was,ThomCh03,pass_att,0,,,,,
player,201909080phi,was,ThomCh03,pass_yds,0,,,,,
player,201909080phi,was,ThomCh03,pass_td,0,,,,,
player,201909080phi,was,ThomCh03,pass_int,0,,,,,
player,201909080phi,was,ThomCh03,pass_sacked,0,,,,,
player,201909080phi,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201909080phi,was,ThomCh03,pass_long,0,,,,,
player,201909080phi,was,ThomCh03,pass_rating,,,,,,
player,201909080phi,was,ThomCh03,rush_att,3,,,,,
player,201909080phi,was,ThomCh03,rush_yds,10,,,,,
player,201909080phi,was,ThomCh03,rush_td,0,,,,,
player,201909080phi,was,ThomCh03,rush_long,7,,,,,
player,201909080phi,was,ThomCh03,targets,10,,,,,
player,201909080phi,was,ThomCh03,rec,7,,,,,
player,201909080phi,was,ThomCh03,rec_yds,68,,,,,
player,201909080phi,was,ThomCh03,rec_td,0,,,,,
player,201909080phi,was,ThomCh03,rec_long,18,,,,,
player,201909080phi,was,ThomCh03,fumbles,0,,,,,
player,201909080phi,was,ThomCh03,fumbles_lost,0,,,,,
