game,2019,9,20191103,201911030sea,tam,"Tampa Bay Buccaneers",34,sea,"Seattle Seahawks",40
player,201911030sea,tam,HudsTa00,defense,0,,,,,
player,201911030sea,tam,HudsTa00,def_pct,0%,,,,,
player,201911030sea,tam,HudsTa00,special_teams,8,,,,,
player,201911030sea,tam,HudsTa00,st_pct,22%,,,,,
player,201911030sea,tam,PerrBr02,pos,WR,,,,,
player,201911030sea,tam,PerrBr02,offense,48,,,,,
player,201911030sea,tam,PerrBr02,off_pct,61%,,,,,
player,201911030sea,tam,PerrBr02,defense,0,,,,,
player,201911030sea,tam,PerrBr02,def_pct,0%,,,,,
player,201911030sea,tam,PerrBr02,special_teams,0,,,,,
