game,2019,9,20191103,201911030sea,tam,"Tampa Bay Buccaneers",34,sea,"Seattle Seahawks",40
player,201911030sea,tam,PerrBr02,st_pct,0%,,,,,
player,201911030sea,tam,AuclAn00,pos,TE,,,,,
player,201911030sea,tam,AuclAn00,offense,45,,,,,
player,201911030sea,tam,AuclAn00,off_pct,57%,,,,,
player,201911030sea,tam,AuclAn00,defense,0,,,,,
player,201911030sea,tam,AuclAn00,def_pct,0%,,,,,
player,201911030sea,tam,AuclAn00,special_teams,18,,,,,
player,201911030sea,tam,AuclAn00,st_pct,50%,,,,,
player,201911030sea,tam,JoneRo01,pos,RB,,,,,
player,201911030sea,tam,JoneRo01,offense,42,,,,,
player,201911030sea,tam,JoneRo01,off_pct,53%,,,,,
player,201911030sea,tam,JoneRo01,defense,0,,,,,
player,201911030sea,tam,JoneRo01,def_pct,0%,,,,,
player,201911030sea,tam,JoneRo01,special_teams,0,,,,,
player,201911030sea,tam,JoneRo01,st_pct,0%,,,,,
player,201911030sea,tam,OgunDa00,pos,RB,,,,,
player,201911030sea,tam,OgunDa00,offense,21,,,,,
player,201911030sea,tam,OgunDa00,off_pct,27%,,,,,
player,201911030sea,tam,OgunDa00,defense,0,,,,,
player,201911030sea,tam,OgunDa00,def_pct,0%,,,,,
player,201911030sea,tam,OgunDa00,special_teams,22,,,,,
player,201911030sea,tam,OgunDa00,st_pct,61%,,,,,
player,201911030sea,tam,MillSc01,pos,WR,,,,,
player,201911030sea,tam,MillSc01,offense,13,,,,,
player,201911030sea,tam,MillSc01,off_pct,16%,,,,,
player,201911030sea,tam,MillSc01,defense,0,,,,,
player,201911030sea,tam,MillSc01,def_pct,0%,,,,,
player,201911030sea,tam,MillSc01,special_teams,0,,,,,
player,201911030sea,tam,MillSc01,st_pct,0%,,,,,
player,201911030sea,tam,BratCa00,pos,TE,,,,,
player,201911030sea,tam,BratCa00,offense,11,,,,,
player,201911030sea,tam,BratCa00,off_pct,14%,,,,,
player,201911030sea,tam,BratCa00,defense,0,,,,,
player,201911030sea,tam,BratCa00,def_pct,0%,,,,,
player,201911030sea,tam,BratCa00,special_teams,4,,,,,
player,201911030sea,tam,BratCa00,st_pct,11%,,,,,
player,201911030sea,tam,BarbPe01,pos,RB,,,,,
player,201911030sea,tam,BarbPe01,offense,11,,,,,
player,201911030sea,tam,BarbPe01,off_pct,14%,,,,,
player,201911030sea,tam,BarbPe01,defense,0,,,,,
player,201911030sea,tam,BarbPe01,def_pct,0%,,,,,
player,201911030sea,tam,BarbPe01,special_teams,0,,,,,
player,201911030sea,tam,BarbPe01,st_pct,0%,,,,,
player,201911030sea,tam,WellJo02,pos,T,,,,,
player,201911030sea,tam,WellJo02,offense,9,,,,,
player,201911030sea,tam,WellJo02,off_pct,11%,,,,,
player,201911030sea,tam,WellJo02,defense,0,,,,,
player,201911030sea,tam,WellJo02,def_pct,0%,,,,,
player,201911030sea,tam,WellJo02,special_teams,7,,,,,
player,201911030sea,tam,WellJo02,st_pct,19%,,,,,
player,201911030sea,tam,LogaT.00,pos,RB,,,,,
player,201911030sea,tam,LogaT.00,offense,2,,,,,
player,201911030sea,tam,LogaT.00,off_pct,3%,,,,,
player,201911030sea,tam,LogaT.00,defense,0,,,,,
player,201911030sea,tam,LogaT.00,def_pct,0%,,,,,
player,201911030sea,tam,LogaT.00,special_teams,22,,,,,
player,201911030sea,tam,LogaT.00,st_pct,61%,,,,,
player,201911030sea,tam,BuntSe00,pos,CB,,,,,
player,201911030sea,tam,BuntSe00,offense,0,,,,,
player,201911030sea,tam,BuntSe00,off_pct,0%,,,,,
player,201911030sea,tam,BuntSe00,defense,75,,,,,
player,201911030sea,tam,BuntSe00,def_pct,100%,,,,,
player,201911030sea,tam,BuntSe00,special_teams,11,,,,,
player,201911030sea,tam,BuntSe00,st_pct,31%,,,,,
player,201911030sea,tam,DaviLa00,pos,LB,,,,,
player,201911030sea,tam,DaviLa00,offense,0,,,,,
player,201911030sea,tam,DaviLa00,off_pct,0%,,,,,
player,201911030sea,tam,DaviLa00,defense,75,,,,,
player,201911030sea,tam,DaviLa00,def_pct,100%,,,,,
player,201911030sea,tam,DaviLa00,special_teams,3,,,,,
player,201911030sea,tam,DaviLa00,st_pct,8%,,,,,
player,201911030sea,tam,WhitDe02,pos,LB,,,,,
player,201911030sea,tam,WhitDe02,offense,0,,,,,
player,201911030sea,tam,WhitDe02,off_pct,0%,,,,,
player,201911030sea,tam,WhitDe02,defense,74,,,,,
player,201911030sea,tam,WhitDe02,def_pct,99%,,,,,
player,201911030sea,tam,WhitDe02,special_teams,12,,,,,
player,201911030sea,tam,WhitDe02,st_pct,33%,,,,,
player,201911030sea,tam,BarrSh00,pos,LB,,,,,
player,201911030sea,tam,BarrSh00,offense,0,,,,,
player,201911030sea,tam,BarrSh00,off_pct,0%,,,,,
player,201911030sea,tam,BarrSh00,defense,74,,,,,
player,201911030sea,tam,BarrSh00,def_pct,99%,,,,,
player,201911030sea,tam,BarrSh00,special_teams,8,,,,,
player,201911030sea,tam,BarrSh00,st_pct,22%,,,,,
player,201911030sea,tam,HargVe00,pos,CB,,,,,
player,201911030sea,tam,HargVe00,offense,0,,,,,
player,201911030sea,tam,HargVe00,off_pct,0%,,,,,
player,201911030sea,tam,HargVe00,defense,73,,,,,
player,201911030sea,tam,HargVe00,def_pct,97%,,,,,
player,201911030sea,tam,HargVe00,special_teams,8,,,,,
player,201911030sea,tam,HargVe00,st_pct,22%,,,,,
player,201911030sea,tam,PierJa99,pos,DE,,,,,
player,201911030sea,tam,PierJa99,offense,0,,,,,
player,201911030sea,tam,PierJa99,off_pct,0%,,,,,
player,201911030sea,tam,PierJa99,defense,72,,,,,
player,201911030sea,tam,PierJa99,def_pct,96%,,,,,
player,201911030sea,tam,PierJa99,special_teams,0,,,,,
player,201911030sea,tam,PierJa99,st_pct,0%,,,,,
player,201911030sea,tam,WhitJo03,pos,SS,,,,,
player,201911030sea,tam,WhitJo03,offense,0,,,,,
player,201911030sea,tam,WhitJo03,off_pct,0%,,,,,
player,201911030sea,tam,WhitJo03,defense,67,,,,,
player,201911030sea,tam,WhitJo03,def_pct,89%,,,,,
player,201911030sea,tam,WhitJo03,special_teams,11,,,,,
player,201911030sea,tam,WhitJo03,st_pct,31%,,,,,
player,201911030sea,tam,SuhxNd99,pos,DE,,,,,
player,201911030sea,tam,SuhxNd99,offense,0,,,,,
player,201911030sea,tam,SuhxNd99,off_pct,0%,,,,,
player,201911030sea,tam,SuhxNd99,defense,61,,,,,
player,201911030sea,tam,SuhxNd99,def_pct,81%,,,,,
player,201911030sea,tam,SuhxNd99,special_teams,0,,,,,
player,201911030sea,tam,SuhxNd99,st_pct,0%,,,,,
player,201911030sea,tam,VeaxVi00,pos,NT,,,,,
player,201911030sea,tam,VeaxVi00,offense,0,,,,,
player,201911030sea,tam,VeaxVi00,off_pct,0%,,,,,
player,201911030sea,tam,VeaxVi00,defense,60,,,,,
player,201911030sea,tam,VeaxVi00,def_pct,80%,,,,,
player,201911030sea,tam,VeaxVi00,special_teams,7,,,,,
player,201911030sea,tam,VeaxVi00,st_pct,19%,,,,,
player,201911030sea,tam,DeanJa00,pos,CB,,,,,
player,201911030sea,tam,DeanJa00,offense,0,,,,,
player,201911030sea,tam,DeanJa00,off_pct,0%,,,,,
player,201911030sea,tam,DeanJa00,defense,58,,,,,
player,201911030sea,tam,DeanJa00,def_pct,77%,,,,,
player,201911030sea,tam,DeanJa00,special_teams,10,,,,,
player,201911030sea,tam,DeanJa00,st_pct,28%,,,,,
player,201911030sea,tam,AdamAn00,pos,FS,,,,,
player,201911030sea,tam,AdamAn00,offense,0,,,,,
player,201911030sea,tam,AdamAn00,off_pct,0%,,,,,
player,201911030sea,tam,AdamAn00,defense,56,,,,,
player,201911030sea,tam,AdamAn00,def_pct,75%,,,,,
player,201911030sea,tam,AdamAn00,special_teams,9,,,,,
player,201911030sea,tam,AdamAn00,st_pct,25%,,,,,
player,201911030sea,tam,GholWi00,pos,DE,,,,,
player,201911030sea,tam,GholWi00,offense,0,,,,,
player,201911030sea,tam,GholWi00,off_pct,0%,,,,,
player,201911030sea,tam,GholWi00,defense,27,,,,,
player,201911030sea,tam,GholWi00,def_pct,36%,,,,,
player,201911030sea,tam,GholWi00,special_teams,14,,,,,
player,201911030sea,tam,GholWi00,st_pct,39%,,,,,
player,201911030sea,tam,EdwaMi01,pos,FS,,,,,
player,201911030sea,tam,EdwaMi01,offense,0,,,,,
player,201911030sea,tam,EdwaMi01,off_pct,0%,,,,,
player,201911030sea,tam,EdwaMi01,defense,19,,,,,
player,201911030sea,tam,EdwaMi01,def_pct,25%,,,,,
player,201911030sea,tam,EdwaMi01,special_teams,16,,,,,
player,201911030sea,tam,EdwaMi01,st_pct,44%,,,,,
player,201911030sea,tam,NuneRa00,pos,DT,,,,,
player,201911030sea,tam,NuneRa00,offense,0,,,,,
player,201911030sea,tam,NuneRa00,off_pct,0%,,,,,
player,201911030sea,tam,NuneRa00,defense,14,,,,,
player,201911030sea,tam,NuneRa00,def_pct,19%,,,,,
player,201911030sea,tam,NuneRa00,special_teams,14,,,,,
player,201911030sea,tam,NuneRa00,st_pct,39%,,,,,
player,201911030sea,tam,AlleBe00,pos,NT,,,,,
player,201911030sea,tam,AlleBe00,offense,0,,,,,
player,201911030sea,tam,AlleBe00,off_pct,0%,,,,,
player,201911030sea,tam,AlleBe00,defense,7,,,,,
player,201911030sea,tam,AlleBe00,def_pct,9%,,,,,
player,201911030sea,tam,AlleBe00,special_teams,14,,,,,
player,201911030sea,tam,AlleBe00,st_pct,39%,,,,,
player,201911030sea,tam,NassCa00,pos,DE,,,,,
player,201911030sea,tam,NassCa00,offense,0,,,,,
player,201911030sea,tam,NassCa00,off_pct,0%,,,,,
player,201911030sea,tam,NassCa00,defense,7,,,,,
player,201911030sea,tam,NassCa00,def_pct,9%,,,,,
player,201911030sea,tam,NassCa00,special_teams,1,,,,,
player,201911030sea,tam,NassCa00,st_pct,3%,,,,,
player,201911030sea,tam,NelsAn01,pos,LB,,,,,
player,201911030sea,tam,NelsAn01,offense,0,,,,,
player,201911030sea,tam,NelsAn01,off_pct,0%,,,,,
player,201911030sea,tam,NelsAn01,defense,6,,,,,
player,201911030sea,tam,NelsAn01,def_pct,8%,,,,,
player,201911030sea,tam,NelsAn01,special_teams,9,,,,,
player,201911030sea,tam,NelsAn01,st_pct,25%,,,,,
player,201911030sea,tam,SmitRy00,pos,CB,,,,,
player,201911030sea,tam,SmitRy00,offense,0,,,,,
player,201911030sea,tam,SmitRy00,off_pct,0%,,,,,
player,201911030sea,tam,SmitRy00,defense,0,,,,,
player,201911030sea,tam,SmitRy00,def_pct,0%,,,,,
player,201911030sea,tam,SmitRy00,special_teams,29,,,,,
player,201911030sea,tam,SmitRy00,st_pct,81%,,,,,
player,201911030sea,tam,MintKe00,pos,LB,,,,,
player,201911030sea,tam,MintKe00,offense,0,,,,,
player,201911030sea,tam,MintKe00,off_pct,0%,,,,,
player,201911030sea,tam,MintKe00,defense,0,,,,,
player,201911030sea,tam,MintKe00,def_pct,0%,,,,,
player,201911030sea,tam,MintKe00,special_teams,27,,,,,
player,201911030sea,tam,MintKe00,st_pct,75%,,,,,
player,201911030sea,tam,WatsJu01,pos,WR,,,,,
player,201911030sea,tam,WatsJu01,offense,0,,,,,
player,201911030sea,tam,WatsJu01,off_pct,0%,,,,,
player,201911030sea,tam,WatsJu01,defense,0,,,,,
player,201911030sea,tam,WatsJu01,def_pct,0%,,,,,
player,201911030sea,tam,WatsJu01,special_teams,22,,,,,
player,201911030sea,tam,WatsJu01,st_pct,61%,,,,,
player,201911030sea,tam,DawkNo00,pos,LB,,,,,
player,201911030sea,tam,DawkNo00,offense,0,,,,,
player,201911030sea,tam,DawkNo00,off_pct,0%,,,,,
player,201911030sea,tam,DawkNo00,defense,0,,,,,
player,201911030sea,tam,DawkNo00,def_pct,0%,,,,,
player,201911030sea,tam,DawkNo00,special_teams,22,,,,,
player,201911030sea,tam,DawkNo00,st_pct,61%,,,,,
player,201911030sea,tam,PiniBr00,pos,P,,,,,
player,201911030sea,tam,PiniBr00,offense,0,,,,,
player,201911030sea,tam,PiniBr00,off_pct,0%,,,,,
player,201911030sea,tam,PiniBr00,defense,0,,,,,
player,201911030sea,tam,PiniBr00,def_pct,0%,,,,,
player,201911030sea,tam,PiniBr00,special_teams,19,,,,,
player,201911030sea,tam,PiniBr00,st_pct,53%,,,,,
player,201911030sea,tam,TrinZa00,pos,LS,,,,,
player,201911030sea,tam,TrinZa00,offense,0,,,,,
player,201911030sea,tam,TrinZa00,off_pct,0%,,,,,
player,201911030sea,tam,TrinZa00,defense,0,,,,,
player,201911030sea,tam,TrinZa00,def_pct,0%,,,,,
player,201911030sea,tam,TrinZa00,special_teams,11,,,,,
player,201911030sea,tam,TrinZa00,st_pct,31%,,,,,
player,201911030sea,tam,StewDa00,pos,FS,,,,,
player,201911030sea,tam,StewDa00,offense,0,,,,,
player,201911030sea,tam,StewDa00,off_pct,0%,,,,,
player,201911030sea,tam,StewDa00,defense,0,,,,,
player,201911030sea,tam,StewDa00,def_pct,0%,,,,,
player,201911030sea,tam,StewDa00,special_teams,10,,,,,
player,201911030sea,tam,StewDa00,st_pct,28%,,,,,
player,201911030sea,tam,WatfEa00,pos,G,,,,,
player,201911030sea,tam,WatfEa00,offense,0,,,,,
player,201911030sea,tam,WatfEa00,off_pct,0%,,,,,
player,201911030sea,tam,WatfEa00,defense,0,,,,,
player,201911030sea,tam,WatfEa00,def_pct,0%,,,,,
player,201911030sea,tam,WatfEa00,special_teams,7,,,,,
player,201911030sea,tam,WatfEa00,st_pct,19%,,,,,
player,201911030sea,tam,GayxMa00,pos,K,,,,,
player,201911030sea,tam,GayxMa00,offense,0,,,,,
player,201911030sea,tam,GayxMa00,off_pct,0%,,,,,
player,201911030sea,tam,GayxMa00,defense,0,,,,,
player,201911030sea,tam,GayxMa00,def_pct,0%,,,,,
player,201911030sea,tam,GayxMa00,special_teams,7,,,,,
player,201911030sea,tam,GayxMa00,st_pct,19%,,,,,
