game,2019,15,20191215,201912150sdg,min,"Minnesota Vikings",39,sdg,"Los Angeles Chargers",10
player,201912150sdg,min,HughMi00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,HughMi00,fumbles_forced,0,,,,,
player,201912150sdg,min,HuntDa01,def_int,0,,,,,
player,201912150sdg,min,HuntDa01,def_int_yds,0,,,,,
player,201912150sdg,min,HuntDa01,def_int_td,0,,,,,
player,201912150sdg,min,HuntDa01,def_int_long,0,,,,,
player,201912150sdg,min,HuntDa01,pass_defended,0,,,,,
player,201912150sdg,min,HuntDa01,sacks,1.0,,,,,
player,201912150sdg,min,HuntDa01,tackles_combined,5,,,,,
player,201912150sdg,min,HuntDa01,tackles_solo,4,,,,,
player,201912150sdg,min,HuntDa01,tackles_assists,1,,,,,
player,201912150sdg,min,HuntDa01,tackles_loss,0,,,,,
player,201912150sdg,min,HuntDa01,qb_hits,1,,,,,
player,201912150sdg,min,HuntDa01,fumbles_rec,1,,,,,
player,201912150sdg,min,HuntDa01,fumbles_rec_yds,4,,,,,
player,201912150sdg,min,HuntDa01,fumbles_rec_td,0,,,,,
player,201912150sdg,min,HuntDa01,fumbles_forced,2,,,,,
player,201912150sdg,min,OdenIf00,def_int,0,,,,,
player,201912150sdg,min,OdenIf00,def_int_yds,0,,,,,
player,201912150sdg,min,OdenIf00,def_int_td,0,,,,,
player,201912150sdg,min,OdenIf00,def_int_long,0,,,,,
player,201912150sdg,min,OdenIf00,pass_defended,0,,,,,
player,201912150sdg,min,OdenIf00,sacks,1.0,,,,,
player,201912150sdg,min,OdenIf00,tackles_combined,2,,,,,
player,201912150sdg,min,OdenIf00,tackles_solo,2,,,,,
player,201912150sdg,min,OdenIf00,tackles_assists,0,,,,,
player,201912150sdg,min,OdenIf00,tackles_loss,1,,,,,
player,201912150sdg,min,OdenIf00,qb_hits,1,,,,,
player,201912150sdg,min,OdenIf00,fumbles_rec,1,,,,,
player,201912150sdg,min,OdenIf00,fumbles_rec_yds,56,,,,,
player,201912150sdg,min,OdenIf00,fumbles_rec_td,1,,,,,
player,201912150sdg,min,OdenIf00,fumbles_forced,0,,,,,
player,201912150sdg,min,JohnJa09,def_int,0,,,,,
player,201912150sdg,min,JohnJa09,def_int_yds,0,,,,,
player,201912150sdg,min,JohnJa09,def_int_td,0,,,,,
player,201912150sdg,min,JohnJa09,def_int_long,0,,,,,
player,201912150sdg,min,JohnJa09,pass_defended,0,,,,,
player,201912150sdg,min,JohnJa09,sacks,1.0,,,,,
player,201912150sdg,min,JohnJa09,tackles_combined,1,,,,,
player,201912150sdg,min,JohnJa09,tackles_solo,1,,,,,
player,201912150sdg,min,JohnJa09,tackles_assists,0,,,,,
player,201912150sdg,min,JohnJa09,tackles_loss,1,,,,,
player,201912150sdg,min,JohnJa09,qb_hits,1,,,,,
player,201912150sdg,min,JohnJa09,fumbles_rec,0,,,,,
player,201912150sdg,min,JohnJa09,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,JohnJa09,fumbles_rec_td,0,,,,,
player,201912150sdg,min,JohnJa09,fumbles_forced,0,,,,,
player,201912150sdg,min,KendEr00,def_int,0,,,,,
player,201912150sdg,min,KendEr00,def_int_yds,0,,,,,
player,201912150sdg,min,KendEr00,def_int_td,0,,,,,
player,201912150sdg,min,KendEr00,def_int_long,0,,,,,
player,201912150sdg,min,KendEr00,pass_defended,0,,,,,
player,201912150sdg,min,KendEr00,sacks,0.0,,,,,
player,201912150sdg,min,KendEr00,tackles_combined,7,,,,,
player,201912150sdg,min,KendEr00,tackles_solo,5,,,,,
player,201912150sdg,min,KendEr00,tackles_assists,2,,,,,
player,201912150sdg,min,KendEr00,tackles_loss,0,,,,,
player,201912150sdg,min,KendEr00,qb_hits,0,,,,,
player,201912150sdg,min,KendEr00,fumbles_rec,0,,,,,
player,201912150sdg,min,KendEr00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,KendEr00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,KendEr00,fumbles_forced,1,,,,,
player,201912150sdg,min,BarrAn00,def_int,0,,,,,
player,201912150sdg,min,BarrAn00,def_int_yds,0,,,,,
player,201912150sdg,min,BarrAn00,def_int_td,0,,,,,
player,201912150sdg,min,BarrAn00,def_int_long,0,,,,,
player,201912150sdg,min,BarrAn00,pass_defended,0,,,,,
player,201912150sdg,min,BarrAn00,sacks,0.0,,,,,
player,201912150sdg,min,BarrAn00,tackles_combined,4,,,,,
player,201912150sdg,min,BarrAn00,tackles_solo,3,,,,,
player,201912150sdg,min,BarrAn00,tackles_assists,1,,,,,
player,201912150sdg,min,BarrAn00,tackles_loss,1,,,,,
player,201912150sdg,min,BarrAn00,qb_hits,0,,,,,
player,201912150sdg,min,BarrAn00,fumbles_rec,0,,,,,
player,201912150sdg,min,BarrAn00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,BarrAn00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,BarrAn00,fumbles_forced,0,,,,,
player,201912150sdg,min,BrotKe00,def_int,0,,,,,
player,201912150sdg,min,BrotKe00,def_int_yds,0,,,,,
player,201912150sdg,min,BrotKe00,def_int_td,0,,,,,
player,201912150sdg,min,BrotKe00,def_int_long,0,,,,,
player,201912150sdg,min,BrotKe00,pass_defended,0,,,,,
player,201912150sdg,min,BrotKe00,sacks,0.0,,,,,
player,201912150sdg,min,BrotKe00,tackles_combined,3,,,,,
player,201912150sdg,min,BrotKe00,tackles_solo,3,,,,,
player,201912150sdg,min,BrotKe00,tackles_assists,0,,,,,
player,201912150sdg,min,BrotKe00,tackles_loss,0,,,,,
player,201912150sdg,min,BrotKe00,qb_hits,0,,,,,
player,201912150sdg,min,BrotKe00,fumbles_rec,0,,,,,
player,201912150sdg,min,BrotKe00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,BrotKe00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,BrotKe00,fumbles_forced,0,,,,,
player,201912150sdg,min,HillHo00,def_int,0,,,,,
player,201912150sdg,min,HillHo00,def_int_yds,0,,,,,
player,201912150sdg,min,HillHo00,def_int_td,0,,,,,
player,201912150sdg,min,HillHo00,def_int_long,0,,,,,
player,201912150sdg,min,HillHo00,pass_defended,0,,,,,
player,201912150sdg,min,HillHo00,sacks,0.0,,,,,
player,201912150sdg,min,HillHo00,tackles_combined,3,,,,,
player,201912150sdg,min,HillHo00,tackles_solo,3,,,,,
player,201912150sdg,min,HillHo00,tackles_assists,0,,,,,
player,201912150sdg,min,HillHo00,tackles_loss,0,,,,,
player,201912150sdg,min,HillHo00,qb_hits,0,,,,,
player,201912150sdg,min,HillHo00,fumbles_rec,0,,,,,
player,201912150sdg,min,HillHo00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,HillHo00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,HillHo00,fumbles_forced,0,,,,,
player,201912150sdg,min,WaynTr00,def_int,0,,,,,
player,201912150sdg,min,WaynTr00,def_int_yds,0,,,,,
player,201912150sdg,min,WaynTr00,def_int_td,0,,,,,
player,201912150sdg,min,WaynTr00,def_int_long,0,,,,,
player,201912150sdg,min,WaynTr00,pass_defended,0,,,,,
player,201912150sdg,min,WaynTr00,sacks,0.0,,,,,
player,201912150sdg,min,WaynTr00,tackles_combined,3,,,,,
player,201912150sdg,min,WaynTr00,tackles_solo,3,,,,,
player,201912150sdg,min,WaynTr00,tackles_assists,0,,,,,
player,201912150sdg,min,WaynTr00,tackles_loss,1,,,,,
player,201912150sdg,min,WaynTr00,qb_hits,0,,,,,
player,201912150sdg,min,WaynTr00,fumbles_rec,1,,,,,
player,201912150sdg,min,WaynTr00,fumbles_rec_yds,20,,,,,
player,201912150sdg,min,WaynTr00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,WaynTr00,fumbles_forced,1,,,,,
player,201912150sdg,min,AlexMa01,def_int,0,,,,,
player,201912150sdg,min,AlexMa01,def_int_yds,0,,,,,
player,201912150sdg,min,AlexMa01,def_int_td,0,,,,,
player,201912150sdg,min,AlexMa01,def_int_long,0,,,,,
player,201912150sdg,min,AlexMa01,pass_defended,0,,,,,
player,201912150sdg,min,AlexMa01,sacks,0.0,,,,,
player,201912150sdg,min,AlexMa01,tackles_combined,2,,,,,
player,201912150sdg,min,AlexMa01,tackles_solo,2,,,,,
player,201912150sdg,min,AlexMa01,tackles_assists,0,,,,,
player,201912150sdg,min,AlexMa01,tackles_loss,0,,,,,
player,201912150sdg,min,AlexMa01,qb_hits,0,,,,,
player,201912150sdg,min,AlexMa01,fumbles_rec,0,,,,,
player,201912150sdg,min,AlexMa01,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,AlexMa01,fumbles_rec_td,0,,,,,
player,201912150sdg,min,AlexMa01,fumbles_forced,0,,,,,
player,201912150sdg,min,BoydKr00,def_int,0,,,,,
player,201912150sdg,min,BoydKr00,def_int_yds,0,,,,,
player,201912150sdg,min,BoydKr00,def_int_td,0,,,,,
player,201912150sdg,min,BoydKr00,def_int_long,0,,,,,
player,201912150sdg,min,BoydKr00,pass_defended,0,,,,,
player,201912150sdg,min,BoydKr00,sacks,0.0,,,,,
player,201912150sdg,min,BoydKr00,tackles_combined,2,,,,,
player,201912150sdg,min,BoydKr00,tackles_solo,1,,,,,
player,201912150sdg,min,BoydKr00,tackles_assists,1,,,,,
player,201912150sdg,min,BoydKr00,tackles_loss,0,,,,,
player,201912150sdg,min,BoydKr00,qb_hits,0,,,,,
player,201912150sdg,min,BoydKr00,fumbles_rec,0,,,,,
player,201912150sdg,min,BoydKr00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,BoydKr00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,BoydKr00,fumbles_forced,0,,,,,
player,201912150sdg,min,WilsEr00,def_int,0,,,,,
player,201912150sdg,min,WilsEr00,def_int_yds,0,,,,,
player,201912150sdg,min,WilsEr00,def_int_td,0,,,,,
player,201912150sdg,min,WilsEr00,def_int_long,0,,,,,
player,201912150sdg,min,WilsEr00,pass_defended,0,,,,,
player,201912150sdg,min,WilsEr00,sacks,0.0,,,,,
player,201912150sdg,min,WilsEr00,tackles_combined,2,,,,,
player,201912150sdg,min,WilsEr00,tackles_solo,0,,,,,
player,201912150sdg,min,WilsEr00,tackles_assists,2,,,,,
player,201912150sdg,min,WilsEr00,tackles_loss,0,,,,,
player,201912150sdg,min,WilsEr00,qb_hits,0,,,,,
player,201912150sdg,min,WilsEr00,fumbles_rec,0,,,,,
player,201912150sdg,min,WilsEr00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,WilsEr00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,WilsEr00,fumbles_forced,0,,,,,
player,201912150sdg,min,GrifEv99,def_int,0,,,,,
player,201912150sdg,min,GrifEv99,def_int_yds,0,,,,,
player,201912150sdg,min,GrifEv99,def_int_td,0,,,,,
player,201912150sdg,min,GrifEv99,def_int_long,0,,,,,
player,201912150sdg,min,GrifEv99,pass_defended,0,,,,,
player,201912150sdg,min,GrifEv99,sacks,0.0,,,,,
player,201912150sdg,min,GrifEv99,tackles_combined,1,,,,,
player,201912150sdg,min,GrifEv99,tackles_solo,0,,,,,
player,201912150sdg,min,GrifEv99,tackles_assists,1,,,,,
player,201912150sdg,min,GrifEv99,tackles_loss,0,,,,,
player,201912150sdg,min,GrifEv99,qb_hits,1,,,,,
player,201912150sdg,min,GrifEv99,fumbles_rec,0,,,,,
player,201912150sdg,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201912150sdg,min,GrifEv99,fumbles_forced,0,,,,,
player,201912150sdg,min,JoseLi99,def_int,0,,,,,
player,201912150sdg,min,JoseLi99,def_int_yds,0,,,,,
player,201912150sdg,min,JoseLi99,def_int_td,0,,,,,
player,201912150sdg,min,JoseLi99,def_int_long,0,,,,,
player,201912150sdg,min,JoseLi99,pass_defended,0,,,,,
player,201912150sdg,min,JoseLi99,sacks,0.0,,,,,
player,201912150sdg,min,JoseLi99,tackles_combined,1,,,,,
player,201912150sdg,min,JoseLi99,tackles_solo,1,,,,,
player,201912150sdg,min,JoseLi99,tackles_assists,0,,,,,
player,201912150sdg,min,JoseLi99,tackles_loss,0,,,,,
player,201912150sdg,min,JoseLi99,qb_hits,0,,,,,
player,201912150sdg,min,JoseLi99,fumbles_rec,0,,,,,
player,201912150sdg,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201912150sdg,min,JoseLi99,fumbles_forced,0,,,,,
player,201912150sdg,min,RhodXa00,def_int,0,,,,,
player,201912150sdg,min,RhodXa00,def_int_yds,0,,,,,
player,201912150sdg,min,RhodXa00,def_int_td,0,,,,,
player,201912150sdg,min,RhodXa00,def_int_long,0,,,,,
player,201912150sdg,min,RhodXa00,pass_defended,0,,,,,
player,201912150sdg,min,RhodXa00,sacks,0.0,,,,,
player,201912150sdg,min,RhodXa00,tackles_combined,1,,,,,
player,201912150sdg,min,RhodXa00,tackles_solo,1,,,,,
player,201912150sdg,min,RhodXa00,tackles_assists,0,,,,,
player,201912150sdg,min,RhodXa00,tackles_loss,0,,,,,
player,201912150sdg,min,RhodXa00,qb_hits,0,,,,,
player,201912150sdg,min,RhodXa00,fumbles_rec,0,,,,,
player,201912150sdg,min,RhodXa00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,RhodXa00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,RhodXa00,fumbles_forced,0,,,,,
player,201912150sdg,min,StepSh00,def_int,0,,,,,
player,201912150sdg,min,StepSh00,def_int_yds,0,,,,,
player,201912150sdg,min,StepSh00,def_int_td,0,,,,,
player,201912150sdg,min,StepSh00,def_int_long,0,,,,,
player,201912150sdg,min,StepSh00,pass_defended,1,,,,,
player,201912150sdg,min,StepSh00,sacks,0.0,,,,,
player,201912150sdg,min,StepSh00,tackles_combined,1,,,,,
player,201912150sdg,min,StepSh00,tackles_solo,1,,,,,
player,201912150sdg,min,StepSh00,tackles_assists,0,,,,,
player,201912150sdg,min,StepSh00,tackles_loss,0,,,,,
player,201912150sdg,min,StepSh00,qb_hits,0,,,,,
player,201912150sdg,min,StepSh00,fumbles_rec,0,,,,,
player,201912150sdg,min,StepSh00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,StepSh00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,StepSh00,fumbles_forced,1,,,,,
player,201912150sdg,min,WattAr01,def_int,0,,,,,
player,201912150sdg,min,WattAr01,def_int_yds,0,,,,,
player,201912150sdg,min,WattAr01,def_int_td,0,,,,,
player,201912150sdg,min,WattAr01,def_int_long,0,,,,,
player,201912150sdg,min,WattAr01,pass_defended,0,,,,,
player,201912150sdg,min,WattAr01,sacks,0.0,,,,,
player,201912150sdg,min,WattAr01,tackles_combined,1,,,,,
player,201912150sdg,min,WattAr01,tackles_solo,1,,,,,
player,201912150sdg,min,WattAr01,tackles_assists,0,,,,,
player,201912150sdg,min,WattAr01,tackles_loss,0,,,,,
player,201912150sdg,min,WattAr01,qb_hits,0,,,,,
player,201912150sdg,min,WattAr01,fumbles_rec,0,,,,,
player,201912150sdg,min,WattAr01,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,WattAr01,fumbles_rec_td,0,,,,,
player,201912150sdg,min,WattAr01,fumbles_forced,0,,,,,
player,201912150sdg,min,WeatSt00,def_int,0,,,,,
player,201912150sdg,min,WeatSt00,def_int_yds,0,,,,,
player,201912150sdg,min,WeatSt00,def_int_td,0,,,,,
player,201912150sdg,min,WeatSt00,def_int_long,0,,,,,
player,201912150sdg,min,WeatSt00,pass_defended,0,,,,,
player,201912150sdg,min,WeatSt00,sacks,0.0,,,,,
player,201912150sdg,min,WeatSt00,tackles_combined,1,,,,,
player,201912150sdg,min,WeatSt00,tackles_solo,1,,,,,
player,201912150sdg,min,WeatSt00,tackles_assists,0,,,,,
player,201912150sdg,min,WeatSt00,tackles_loss,0,,,,,
player,201912150sdg,min,WeatSt00,qb_hits,1,,,,,
player,201912150sdg,min,WeatSt00,fumbles_rec,0,,,,,
player,201912150sdg,min,WeatSt00,fumbles_rec_yds,0,,,,,
player,201912150sdg,min,WeatSt00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,WeatSt00,fumbles_forced,0,,,,,
player,201912150sdg,min,CousKi00,def_int,0,,,,,
player,201912150sdg,min,CousKi00,def_int_yds,0,,,,,
player,201912150sdg,min,CousKi00,def_int_td,0,,,,,
player,201912150sdg,min,CousKi00,def_int_long,0,,,,,
player,201912150sdg,min,CousKi00,pass_defended,0,,,,,
player,201912150sdg,min,CousKi00,sacks,0.0,,,,,
player,201912150sdg,min,CousKi00,tackles_combined,0,,,,,
player,201912150sdg,min,CousKi00,tackles_solo,0,,,,,
player,201912150sdg,min,CousKi00,tackles_assists,0,,,,,
player,201912150sdg,min,CousKi00,tackles_loss,0,,,,,
player,201912150sdg,min,CousKi00,qb_hits,0,,,,,
player,201912150sdg,min,CousKi00,fumbles_rec,2,,,,,
player,201912150sdg,min,CousKi00,fumbles_rec_yds,-3,,,,,
player,201912150sdg,min,CousKi00,fumbles_rec_td,0,,,,,
player,201912150sdg,min,CousKi00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,IngrMe00,def_int,1,,,,,
player,201912150sdg,sdg,IngrMe00,def_int_yds,9,,,,,
player,201912150sdg,sdg,IngrMe00,def_int_td,0,,,,,
player,201912150sdg,sdg,IngrMe00,def_int_long,9,,,,,
player,201912150sdg,sdg,IngrMe00,pass_defended,1,,,,,
player,201912150sdg,sdg,IngrMe00,sacks,0.0,,,,,
player,201912150sdg,sdg,IngrMe00,tackles_combined,4,,,,,
player,201912150sdg,sdg,IngrMe00,tackles_solo,3,,,,,
player,201912150sdg,sdg,IngrMe00,tackles_assists,1,,,,,
player,201912150sdg,sdg,IngrMe00,tackles_loss,0,,,,,
player,201912150sdg,sdg,IngrMe00,qb_hits,0,,,,,
player,201912150sdg,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,JameDe00,def_int,0,,,,,
player,201912150sdg,sdg,JameDe00,def_int_yds,0,,,,,
player,201912150sdg,sdg,JameDe00,def_int_td,0,,,,,
player,201912150sdg,sdg,JameDe00,def_int_long,0,,,,,
player,201912150sdg,sdg,JameDe00,pass_defended,0,,,,,
player,201912150sdg,sdg,JameDe00,sacks,0.0,,,,,
player,201912150sdg,sdg,JameDe00,tackles_combined,9,,,,,
player,201912150sdg,sdg,JameDe00,tackles_solo,6,,,,,
player,201912150sdg,sdg,JameDe00,tackles_assists,3,,,,,
player,201912150sdg,sdg,JameDe00,tackles_loss,0,,,,,
player,201912150sdg,sdg,JameDe00,qb_hits,0,,,,,
player,201912150sdg,sdg,JameDe00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,JameDe00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,JameDe00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,JameDe00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,DaviTh20,def_int,0,,,,,
player,201912150sdg,sdg,DaviTh20,def_int_yds,0,,,,,
player,201912150sdg,sdg,DaviTh20,def_int_td,0,,,,,
player,201912150sdg,sdg,DaviTh20,def_int_long,0,,,,,
player,201912150sdg,sdg,DaviTh20,pass_defended,0,,,,,
player,201912150sdg,sdg,DaviTh20,sacks,0.0,,,,,
player,201912150sdg,sdg,DaviTh20,tackles_combined,6,,,,,
player,201912150sdg,sdg,DaviTh20,tackles_solo,5,,,,,
player,201912150sdg,sdg,DaviTh20,tackles_assists,1,,,,,
player,201912150sdg,sdg,DaviTh20,tackles_loss,0,,,,,
player,201912150sdg,sdg,DaviTh20,qb_hits,0,,,,,
player,201912150sdg,sdg,DaviTh20,fumbles_rec,0,,,,,
player,201912150sdg,sdg,DaviTh20,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,DaviTh20,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,DaviTh20,fumbles_forced,0,,,,,
player,201912150sdg,sdg,PerrDe00,def_int,0,,,,,
player,201912150sdg,sdg,PerrDe00,def_int_yds,0,,,,,
player,201912150sdg,sdg,PerrDe00,def_int_td,0,,,,,
player,201912150sdg,sdg,PerrDe00,def_int_long,0,,,,,
player,201912150sdg,sdg,PerrDe00,pass_defended,0,,,,,
player,201912150sdg,sdg,PerrDe00,sacks,0.0,,,,,
player,201912150sdg,sdg,PerrDe00,tackles_combined,6,,,,,
player,201912150sdg,sdg,PerrDe00,tackles_solo,5,,,,,
player,201912150sdg,sdg,PerrDe00,tackles_assists,1,,,,,
player,201912150sdg,sdg,PerrDe00,tackles_loss,1,,,,,
player,201912150sdg,sdg,PerrDe00,qb_hits,0,,,,,
player,201912150sdg,sdg,PerrDe00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,PerrDe00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,PerrDe00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,PerrDe00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,BosaJo00,def_int,0,,,,,
player,201912150sdg,sdg,BosaJo00,def_int_yds,0,,,,,
player,201912150sdg,sdg,BosaJo00,def_int_td,0,,,,,
player,201912150sdg,sdg,BosaJo00,def_int_long,0,,,,,
player,201912150sdg,sdg,BosaJo00,pass_defended,0,,,,,
player,201912150sdg,sdg,BosaJo00,sacks,0.0,,,,,
player,201912150sdg,sdg,BosaJo00,tackles_combined,5,,,,,
player,201912150sdg,sdg,BosaJo00,tackles_solo,5,,,,,
player,201912150sdg,sdg,BosaJo00,tackles_assists,0,,,,,
player,201912150sdg,sdg,BosaJo00,tackles_loss,1,,,,,
player,201912150sdg,sdg,BosaJo00,qb_hits,1,,,,,
player,201912150sdg,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,DaviMi03,def_int,0,,,,,
player,201912150sdg,sdg,DaviMi03,def_int_yds,0,,,,,
player,201912150sdg,sdg,DaviMi03,def_int_td,0,,,,,
player,201912150sdg,sdg,DaviMi03,def_int_long,0,,,,,
player,201912150sdg,sdg,DaviMi03,pass_defended,2,,,,,
player,201912150sdg,sdg,DaviMi03,sacks,0.0,,,,,
player,201912150sdg,sdg,DaviMi03,tackles_combined,5,,,,,
player,201912150sdg,sdg,DaviMi03,tackles_solo,3,,,,,
player,201912150sdg,sdg,DaviMi03,tackles_assists,2,,,,,
player,201912150sdg,sdg,DaviMi03,tackles_loss,0,,,,,
player,201912150sdg,sdg,DaviMi03,qb_hits,0,,,,,
player,201912150sdg,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201912150sdg,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201912150sdg,sdg,TranDr00,def_int,0,,,,,
player,201912150sdg,sdg,TranDr00,def_int_yds,0,,,,,
player,201912150sdg,sdg,TranDr00,def_int_td,0,,,,,
player,201912150sdg,sdg,TranDr00,def_int_long,0,,,,,
player,201912150sdg,sdg,TranDr00,pass_defended,0,,,,,
player,201912150sdg,sdg,TranDr00,sacks,0.0,,,,,
player,201912150sdg,sdg,TranDr00,tackles_combined,4,,,,,
player,201912150sdg,sdg,TranDr00,tackles_solo,3,,,,,
player,201912150sdg,sdg,TranDr00,tackles_assists,1,,,,,
player,201912150sdg,sdg,TranDr00,tackles_loss,0,,,,,
player,201912150sdg,sdg,TranDr00,qb_hits,0,,,,,
player,201912150sdg,sdg,TranDr00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,TranDr00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,TranDr00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,TranDr00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,JenkRa00,def_int,0,,,,,
player,201912150sdg,sdg,JenkRa00,def_int_yds,0,,,,,
player,201912150sdg,sdg,JenkRa00,def_int_td,0,,,,,
player,201912150sdg,sdg,JenkRa00,def_int_long,0,,,,,
player,201912150sdg,sdg,JenkRa00,pass_defended,0,,,,,
player,201912150sdg,sdg,JenkRa00,sacks,0.0,,,,,
player,201912150sdg,sdg,JenkRa00,tackles_combined,3,,,,,
player,201912150sdg,sdg,JenkRa00,tackles_solo,2,,,,,
player,201912150sdg,sdg,JenkRa00,tackles_assists,1,,,,,
player,201912150sdg,sdg,JenkRa00,tackles_loss,0,,,,,
player,201912150sdg,sdg,JenkRa00,qb_hits,0,,,,,
player,201912150sdg,sdg,JenkRa00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,JenkRa00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,JenkRa00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,JenkRa00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,TillJe00,def_int,0,,,,,
player,201912150sdg,sdg,TillJe00,def_int_yds,0,,,,,
player,201912150sdg,sdg,TillJe00,def_int_td,0,,,,,
player,201912150sdg,sdg,TillJe00,def_int_long,0,,,,,
player,201912150sdg,sdg,TillJe00,pass_defended,0,,,,,
player,201912150sdg,sdg,TillJe00,sacks,0.0,,,,,
player,201912150sdg,sdg,TillJe00,tackles_combined,3,,,,,
player,201912150sdg,sdg,TillJe00,tackles_solo,3,,,,,
player,201912150sdg,sdg,TillJe00,tackles_assists,0,,,,,
player,201912150sdg,sdg,TillJe00,tackles_loss,1,,,,,
player,201912150sdg,sdg,TillJe00,qb_hits,0,,,,,
player,201912150sdg,sdg,TillJe00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,TillJe00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,TillJe00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,TillJe00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,HaywCa00,def_int,0,,,,,
player,201912150sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201912150sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201912150sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201912150sdg,sdg,HaywCa00,pass_defended,0,,,,,
player,201912150sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201912150sdg,sdg,HaywCa00,tackles_combined,2,,,,,
player,201912150sdg,sdg,HaywCa00,tackles_solo,2,,,,,
player,201912150sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201912150sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201912150sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201912150sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201912150sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201912150sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201912150sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201912150sdg,sdg,JoneJu03,def_int,0,,,,,
player,201912150sdg,sdg,JoneJu03,def_int_yds,0,,,,,
player,201912150sdg,sdg,JoneJu03,def_int_td,0,,,,,
player,201912150sdg,sdg,JoneJu03,def_int_long,0,,,,,
player,201912150sdg,sdg,JoneJu03,pass_defended,0,,,,,
player,201912150sdg,sdg,JoneJu03,sacks,0.0,,,,,
player,201912150sdg,sdg,JoneJu03,tackles_combined,2,,,,,
