game,2019,7,20191020,201910200nyg,crd,"Arizona Cardinals",27,nyg,"New York Giants",21
player,201910200nyg,crd,PetePa00,def_int_yds,0,,,,,
player,201910200nyg,crd,PetePa00,def_int_td,0,,,,,
player,201910200nyg,crd,PetePa00,def_int_long,0,,,,,
player,201910200nyg,crd,PetePa00,pass_defended,0,,,,,
player,201910200nyg,crd,PetePa00,sacks,1.0,,,,,
player,201910200nyg,crd,PetePa00,tackles_combined,7,,,,,
player,201910200nyg,crd,PetePa00,tackles_solo,7,,,,,
player,201910200nyg,crd,PetePa00,tackles_assists,0,,,,,
player,201910200nyg,crd,PetePa00,tackles_loss,0,,,,,
player,201910200nyg,crd,PetePa00,qb_hits,1,,,,,
player,201910200nyg,crd,PetePa00,fumbles_rec,0,,,,,
player,201910200nyg,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,PetePa00,fumbles_forced,1,,,,,
player,201910200nyg,crd,SuggTe99,def_int,0,,,,,
player,201910200nyg,crd,SuggTe99,def_int_yds,0,,,,,
player,201910200nyg,crd,SuggTe99,def_int_td,0,,,,,
player,201910200nyg,crd,SuggTe99,def_int_long,0,,,,,
player,201910200nyg,crd,SuggTe99,pass_defended,0,,,,,
player,201910200nyg,crd,SuggTe99,sacks,1.0,,,,,
player,201910200nyg,crd,SuggTe99,tackles_combined,5,,,,,
player,201910200nyg,crd,SuggTe99,tackles_solo,2,,,,,
player,201910200nyg,crd,SuggTe99,tackles_assists,3,,,,,
player,201910200nyg,crd,SuggTe99,tackles_loss,1,,,,,
player,201910200nyg,crd,SuggTe99,qb_hits,1,,,,,
player,201910200nyg,crd,SuggTe99,fumbles_rec,0,,,,,
player,201910200nyg,crd,SuggTe99,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,SuggTe99,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,SuggTe99,fumbles_forced,1,,,,,
player,201910200nyg,crd,PeteCo00,def_int,0,,,,,
player,201910200nyg,crd,PeteCo00,def_int_yds,0,,,,,
player,201910200nyg,crd,PeteCo00,def_int_td,0,,,,,
player,201910200nyg,crd,PeteCo00,def_int_long,0,,,,,
player,201910200nyg,crd,PeteCo00,pass_defended,0,,,,,
player,201910200nyg,crd,PeteCo00,sacks,1.0,,,,,
player,201910200nyg,crd,PeteCo00,tackles_combined,4,,,,,
player,201910200nyg,crd,PeteCo00,tackles_solo,1,,,,,
player,201910200nyg,crd,PeteCo00,tackles_assists,3,,,,,
player,201910200nyg,crd,PeteCo00,tackles_loss,1,,,,,
player,201910200nyg,crd,PeteCo00,qb_hits,1,,,,,
player,201910200nyg,crd,PeteCo00,fumbles_rec,0,,,,,
player,201910200nyg,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,PeteCo00,fumbles_forced,0,,,,,
player,201910200nyg,crd,ReedBr00,def_int,0,,,,,
player,201910200nyg,crd,ReedBr00,def_int_yds,0,,,,,
player,201910200nyg,crd,ReedBr00,def_int_td,0,,,,,
player,201910200nyg,crd,ReedBr00,def_int_long,0,,,,,
player,201910200nyg,crd,ReedBr00,pass_defended,0,,,,,
player,201910200nyg,crd,ReedBr00,sacks,1.0,,,,,
player,201910200nyg,crd,ReedBr00,tackles_combined,2,,,,,
player,201910200nyg,crd,ReedBr00,tackles_solo,1,,,,,
player,201910200nyg,crd,ReedBr00,tackles_assists,1,,,,,
player,201910200nyg,crd,ReedBr00,tackles_loss,1,,,,,
player,201910200nyg,crd,ReedBr00,qb_hits,1,,,,,
player,201910200nyg,crd,ReedBr00,fumbles_rec,0,,,,,
player,201910200nyg,crd,ReedBr00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,ReedBr00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,ReedBr00,fumbles_forced,0,,,,,
player,201910200nyg,crd,BakeBu00,def_int,0,,,,,
player,201910200nyg,crd,BakeBu00,def_int_yds,0,,,,,
player,201910200nyg,crd,BakeBu00,def_int_td,0,,,,,
player,201910200nyg,crd,BakeBu00,def_int_long,0,,,,,
player,201910200nyg,crd,BakeBu00,pass_defended,1,,,,,
player,201910200nyg,crd,BakeBu00,sacks,0.0,,,,,
player,201910200nyg,crd,BakeBu00,tackles_combined,8,,,,,
player,201910200nyg,crd,BakeBu00,tackles_solo,4,,,,,
player,201910200nyg,crd,BakeBu00,tackles_assists,4,,,,,
player,201910200nyg,crd,BakeBu00,tackles_loss,0,,,,,
player,201910200nyg,crd,BakeBu00,qb_hits,0,,,,,
player,201910200nyg,crd,BakeBu00,fumbles_rec,0,,,,,
player,201910200nyg,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,BakeBu00,fumbles_forced,0,,,,,
player,201910200nyg,crd,MurpBy00,def_int,0,,,,,
player,201910200nyg,crd,MurpBy00,def_int_yds,0,,,,,
player,201910200nyg,crd,MurpBy00,def_int_td,0,,,,,
player,201910200nyg,crd,MurpBy00,def_int_long,0,,,,,
player,201910200nyg,crd,MurpBy00,pass_defended,0,,,,,
player,201910200nyg,crd,MurpBy00,sacks,0.0,,,,,
player,201910200nyg,crd,MurpBy00,tackles_combined,5,,,,,
player,201910200nyg,crd,MurpBy00,tackles_solo,5,,,,,
player,201910200nyg,crd,MurpBy00,tackles_assists,0,,,,,
player,201910200nyg,crd,MurpBy00,tackles_loss,0,,,,,
player,201910200nyg,crd,MurpBy00,qb_hits,0,,,,,
player,201910200nyg,crd,MurpBy00,fumbles_rec,0,,,,,
player,201910200nyg,crd,MurpBy00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,MurpBy00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,MurpBy00,fumbles_forced,0,,,,,
player,201910200nyg,crd,ReddHa00,def_int,0,,,,,
player,201910200nyg,crd,ReddHa00,def_int_yds,0,,,,,
player,201910200nyg,crd,ReddHa00,def_int_td,0,,,,,
player,201910200nyg,crd,ReddHa00,def_int_long,0,,,,,
player,201910200nyg,crd,ReddHa00,pass_defended,0,,,,,
player,201910200nyg,crd,ReddHa00,sacks,0.0,,,,,
player,201910200nyg,crd,ReddHa00,tackles_combined,5,,,,,
player,201910200nyg,crd,ReddHa00,tackles_solo,2,,,,,
player,201910200nyg,crd,ReddHa00,tackles_assists,3,,,,,
player,201910200nyg,crd,ReddHa00,tackles_loss,0,,,,,
player,201910200nyg,crd,ReddHa00,qb_hits,1,,,,,
player,201910200nyg,crd,ReddHa00,fumbles_rec,1,,,,,
player,201910200nyg,crd,ReddHa00,fumbles_rec_yds,3,,,,,
player,201910200nyg,crd,ReddHa00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,ReddHa00,fumbles_forced,0,,,,,
player,201910200nyg,crd,BrocTr00,def_int,0,,,,,
player,201910200nyg,crd,BrocTr00,def_int_yds,0,,,,,
player,201910200nyg,crd,BrocTr00,def_int_td,0,,,,,
player,201910200nyg,crd,BrocTr00,def_int_long,0,,,,,
player,201910200nyg,crd,BrocTr00,pass_defended,0,,,,,
player,201910200nyg,crd,BrocTr00,sacks,0.0,,,,,
player,201910200nyg,crd,BrocTr00,tackles_combined,4,,,,,
player,201910200nyg,crd,BrocTr00,tackles_solo,4,,,,,
player,201910200nyg,crd,BrocTr00,tackles_assists,0,,,,,
player,201910200nyg,crd,BrocTr00,tackles_loss,0,,,,,
player,201910200nyg,crd,BrocTr00,qb_hits,1,,,,,
player,201910200nyg,crd,BrocTr00,fumbles_rec,0,,,,,
player,201910200nyg,crd,BrocTr00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,BrocTr00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,BrocTr00,fumbles_forced,0,,,,,
player,201910200nyg,crd,ThomDe06,def_int,0,,,,,
player,201910200nyg,crd,ThomDe06,def_int_yds,0,,,,,
player,201910200nyg,crd,ThomDe06,def_int_td,0,,,,,
player,201910200nyg,crd,ThomDe06,def_int_long,0,,,,,
player,201910200nyg,crd,ThomDe06,pass_defended,0,,,,,
player,201910200nyg,crd,ThomDe06,sacks,0.0,,,,,
player,201910200nyg,crd,ThomDe06,tackles_combined,4,,,,,
player,201910200nyg,crd,ThomDe06,tackles_solo,3,,,,,
player,201910200nyg,crd,ThomDe06,tackles_assists,1,,,,,
player,201910200nyg,crd,ThomDe06,tackles_loss,0,,,,,
player,201910200nyg,crd,ThomDe06,qb_hits,0,,,,,
player,201910200nyg,crd,ThomDe06,fumbles_rec,0,,,,,
player,201910200nyg,crd,ThomDe06,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,ThomDe06,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,ThomDe06,fumbles_forced,0,,,,,
player,201910200nyg,crd,BullJo00,def_int,0,,,,,
player,201910200nyg,crd,BullJo00,def_int_yds,0,,,,,
player,201910200nyg,crd,BullJo00,def_int_td,0,,,,,
player,201910200nyg,crd,BullJo00,def_int_long,0,,,,,
player,201910200nyg,crd,BullJo00,pass_defended,0,,,,,
player,201910200nyg,crd,BullJo00,sacks,0.0,,,,,
player,201910200nyg,crd,BullJo00,tackles_combined,2,,,,,
player,201910200nyg,crd,BullJo00,tackles_solo,0,,,,,
player,201910200nyg,crd,BullJo00,tackles_assists,2,,,,,
player,201910200nyg,crd,BullJo00,tackles_loss,0,,,,,
player,201910200nyg,crd,BullJo00,qb_hits,1,,,,,
player,201910200nyg,crd,BullJo00,fumbles_rec,0,,,,,
player,201910200nyg,crd,BullJo00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,BullJo00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,BullJo00,fumbles_forced,0,,,,,
player,201910200nyg,crd,GuntRo00,def_int,0,,,,,
player,201910200nyg,crd,GuntRo00,def_int_yds,0,,,,,
player,201910200nyg,crd,GuntRo00,def_int_td,0,,,,,
player,201910200nyg,crd,GuntRo00,def_int_long,0,,,,,
player,201910200nyg,crd,GuntRo00,pass_defended,0,,,,,
player,201910200nyg,crd,GuntRo00,sacks,0.0,,,,,
player,201910200nyg,crd,GuntRo00,tackles_combined,2,,,,,
player,201910200nyg,crd,GuntRo00,tackles_solo,0,,,,,
player,201910200nyg,crd,GuntRo00,tackles_assists,2,,,,,
player,201910200nyg,crd,GuntRo00,tackles_loss,0,,,,,
player,201910200nyg,crd,GuntRo00,qb_hits,0,,,,,
player,201910200nyg,crd,GuntRo00,fumbles_rec,0,,,,,
player,201910200nyg,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,GuntRo00,fumbles_forced,0,,,,,
player,201910200nyg,crd,MarsCa00,def_int,0,,,,,
player,201910200nyg,crd,MarsCa00,def_int_yds,0,,,,,
player,201910200nyg,crd,MarsCa00,def_int_td,0,,,,,
player,201910200nyg,crd,MarsCa00,def_int_long,0,,,,,
player,201910200nyg,crd,MarsCa00,pass_defended,0,,,,,
player,201910200nyg,crd,MarsCa00,sacks,0.0,,,,,
player,201910200nyg,crd,MarsCa00,tackles_combined,1,,,,,
player,201910200nyg,crd,MarsCa00,tackles_solo,1,,,,,
player,201910200nyg,crd,MarsCa00,tackles_assists,0,,,,,
player,201910200nyg,crd,MarsCa00,tackles_loss,1,,,,,
player,201910200nyg,crd,MarsCa00,qb_hits,1,,,,,
player,201910200nyg,crd,MarsCa00,fumbles_rec,0,,,,,
player,201910200nyg,crd,MarsCa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,MarsCa00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,MarsCa00,fumbles_forced,0,,,,,
player,201910200nyg,crd,ThomJa04,def_int,0,,,,,
player,201910200nyg,crd,ThomJa04,def_int_yds,0,,,,,
player,201910200nyg,crd,ThomJa04,def_int_td,0,,,,,
player,201910200nyg,crd,ThomJa04,def_int_long,0,,,,,
player,201910200nyg,crd,ThomJa04,pass_defended,0,,,,,
player,201910200nyg,crd,ThomJa04,sacks,0.0,,,,,
player,201910200nyg,crd,ThomJa04,tackles_combined,1,,,,,
player,201910200nyg,crd,ThomJa04,tackles_solo,1,,,,,
player,201910200nyg,crd,ThomJa04,tackles_assists,0,,,,,
player,201910200nyg,crd,ThomJa04,tackles_loss,0,,,,,
player,201910200nyg,crd,ThomJa04,qb_hits,0,,,,,
player,201910200nyg,crd,ThomJa04,fumbles_rec,0,,,,,
player,201910200nyg,crd,ThomJa04,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,ThomJa04,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,ThomJa04,fumbles_forced,0,,,,,
player,201910200nyg,crd,KerrZa00,def_int,0,,,,,
player,201910200nyg,crd,KerrZa00,def_int_yds,0,,,,,
player,201910200nyg,crd,KerrZa00,def_int_td,0,,,,,
player,201910200nyg,crd,KerrZa00,def_int_long,0,,,,,
player,201910200nyg,crd,KerrZa00,pass_defended,1,,,,,
player,201910200nyg,crd,KerrZa00,sacks,0.0,,,,,
player,201910200nyg,crd,KerrZa00,tackles_combined,0,,,,,
player,201910200nyg,crd,KerrZa00,tackles_solo,0,,,,,
player,201910200nyg,crd,KerrZa00,tackles_assists,0,,,,,
player,201910200nyg,crd,KerrZa00,tackles_loss,0,,,,,
player,201910200nyg,crd,KerrZa00,qb_hits,0,,,,,
player,201910200nyg,crd,KerrZa00,fumbles_rec,0,,,,,
player,201910200nyg,crd,KerrZa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,crd,KerrZa00,fumbles_rec_td,0,,,,,
player,201910200nyg,crd,KerrZa00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,MayoDa00,def_int,0,,,,,
player,201910200nyg,nyg,MayoDa00,def_int_yds,0,,,,,
player,201910200nyg,nyg,MayoDa00,def_int_td,0,,,,,
player,201910200nyg,nyg,MayoDa00,def_int_long,0,,,,,
player,201910200nyg,nyg,MayoDa00,pass_defended,1,,,,,
player,201910200nyg,nyg,MayoDa00,sacks,1.0,,,,,
player,201910200nyg,nyg,MayoDa00,tackles_combined,3,,,,,
player,201910200nyg,nyg,MayoDa00,tackles_solo,2,,,,,
player,201910200nyg,nyg,MayoDa00,tackles_assists,1,,,,,
player,201910200nyg,nyg,MayoDa00,tackles_loss,0,,,,,
player,201910200nyg,nyg,MayoDa00,qb_hits,0,,,,,
player,201910200nyg,nyg,MayoDa00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,MayoDa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,MayoDa00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,MayoDa00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,PierOl00,def_int,0,,,,,
player,201910200nyg,nyg,PierOl00,def_int_yds,0,,,,,
player,201910200nyg,nyg,PierOl00,def_int_td,0,,,,,
player,201910200nyg,nyg,PierOl00,def_int_long,0,,,,,
player,201910200nyg,nyg,PierOl00,pass_defended,0,,,,,
player,201910200nyg,nyg,PierOl00,sacks,1.0,,,,,
player,201910200nyg,nyg,PierOl00,tackles_combined,1,,,,,
player,201910200nyg,nyg,PierOl00,tackles_solo,1,,,,,
player,201910200nyg,nyg,PierOl00,tackles_assists,0,,,,,
player,201910200nyg,nyg,PierOl00,tackles_loss,1,,,,,
player,201910200nyg,nyg,PierOl00,qb_hits,1,,,,,
player,201910200nyg,nyg,PierOl00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,PierOl00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,PierOl00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,PierOl00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,BethAn20,def_int,0,,,,,
player,201910200nyg,nyg,BethAn20,def_int_yds,0,,,,,
player,201910200nyg,nyg,BethAn20,def_int_td,0,,,,,
player,201910200nyg,nyg,BethAn20,def_int_long,0,,,,,
player,201910200nyg,nyg,BethAn20,pass_defended,1,,,,,
player,201910200nyg,nyg,BethAn20,sacks,0.0,,,,,
player,201910200nyg,nyg,BethAn20,tackles_combined,9,,,,,
player,201910200nyg,nyg,BethAn20,tackles_solo,5,,,,,
player,201910200nyg,nyg,BethAn20,tackles_assists,4,,,,,
player,201910200nyg,nyg,BethAn20,tackles_loss,0,,,,,
player,201910200nyg,nyg,BethAn20,qb_hits,0,,,,,
player,201910200nyg,nyg,BethAn20,fumbles_rec,0,,,,,
player,201910200nyg,nyg,BethAn20,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,BethAn20,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,BethAn20,fumbles_forced,0,,,,,
player,201910200nyg,nyg,OgleAl00,def_int,0,,,,,
player,201910200nyg,nyg,OgleAl00,def_int_yds,0,,,,,
player,201910200nyg,nyg,OgleAl00,def_int_td,0,,,,,
player,201910200nyg,nyg,OgleAl00,def_int_long,0,,,,,
player,201910200nyg,nyg,OgleAl00,pass_defended,0,,,,,
player,201910200nyg,nyg,OgleAl00,sacks,0.0,,,,,
player,201910200nyg,nyg,OgleAl00,tackles_combined,8,,,,,
player,201910200nyg,nyg,OgleAl00,tackles_solo,3,,,,,
player,201910200nyg,nyg,OgleAl00,tackles_assists,5,,,,,
player,201910200nyg,nyg,OgleAl00,tackles_loss,1,,,,,
player,201910200nyg,nyg,OgleAl00,qb_hits,0,,,,,
player,201910200nyg,nyg,OgleAl00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,OgleAl00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,OgleAl00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,OgleAl00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,PeppJa00,def_int,0,,,,,
player,201910200nyg,nyg,PeppJa00,def_int_yds,0,,,,,
player,201910200nyg,nyg,PeppJa00,def_int_td,0,,,,,
player,201910200nyg,nyg,PeppJa00,def_int_long,0,,,,,
player,201910200nyg,nyg,PeppJa00,pass_defended,0,,,,,
player,201910200nyg,nyg,PeppJa00,sacks,0.0,,,,,
player,201910200nyg,nyg,PeppJa00,tackles_combined,8,,,,,
player,201910200nyg,nyg,PeppJa00,tackles_solo,4,,,,,
player,201910200nyg,nyg,PeppJa00,tackles_assists,4,,,,,
player,201910200nyg,nyg,PeppJa00,tackles_loss,1,,,,,
player,201910200nyg,nyg,PeppJa00,qb_hits,0,,,,,
player,201910200nyg,nyg,PeppJa00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,PeppJa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,PeppJa00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,PeppJa00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,HaleGr00,def_int,0,,,,,
player,201910200nyg,nyg,HaleGr00,def_int_yds,0,,,,,
player,201910200nyg,nyg,HaleGr00,def_int_td,0,,,,,
player,201910200nyg,nyg,HaleGr00,def_int_long,0,,,,,
player,201910200nyg,nyg,HaleGr00,pass_defended,0,,,,,
player,201910200nyg,nyg,HaleGr00,sacks,0.0,,,,,
player,201910200nyg,nyg,HaleGr00,tackles_combined,7,,,,,
player,201910200nyg,nyg,HaleGr00,tackles_solo,6,,,,,
player,201910200nyg,nyg,HaleGr00,tackles_assists,1,,,,,
player,201910200nyg,nyg,HaleGr00,tackles_loss,0,,,,,
player,201910200nyg,nyg,HaleGr00,qb_hits,0,,,,,
player,201910200nyg,nyg,HaleGr00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,HaleGr00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,HaleGr00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,HaleGr00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,GoldMa00,def_int,0,,,,,
player,201910200nyg,nyg,GoldMa00,def_int_yds,0,,,,,
player,201910200nyg,nyg,GoldMa00,def_int_td,0,,,,,
player,201910200nyg,nyg,GoldMa00,def_int_long,0,,,,,
player,201910200nyg,nyg,GoldMa00,pass_defended,0,,,,,
player,201910200nyg,nyg,GoldMa00,sacks,0.0,,,,,
player,201910200nyg,nyg,GoldMa00,tackles_combined,5,,,,,
player,201910200nyg,nyg,GoldMa00,tackles_solo,3,,,,,
player,201910200nyg,nyg,GoldMa00,tackles_assists,2,,,,,
player,201910200nyg,nyg,GoldMa00,tackles_loss,0,,,,,
player,201910200nyg,nyg,GoldMa00,qb_hits,0,,,,,
player,201910200nyg,nyg,GoldMa00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,GoldMa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,GoldMa00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,GoldMa00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,BakeDe00,def_int,0,,,,,
player,201910200nyg,nyg,BakeDe00,def_int_yds,0,,,,,
player,201910200nyg,nyg,BakeDe00,def_int_td,0,,,,,
player,201910200nyg,nyg,BakeDe00,def_int_long,0,,,,,
player,201910200nyg,nyg,BakeDe00,pass_defended,0,,,,,
player,201910200nyg,nyg,BakeDe00,sacks,0.0,,,,,
player,201910200nyg,nyg,BakeDe00,tackles_combined,4,,,,,
player,201910200nyg,nyg,BakeDe00,tackles_solo,4,,,,,
player,201910200nyg,nyg,BakeDe00,tackles_assists,0,,,,,
player,201910200nyg,nyg,BakeDe00,tackles_loss,0,,,,,
player,201910200nyg,nyg,BakeDe00,qb_hits,0,,,,,
player,201910200nyg,nyg,BakeDe00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,BakeDe00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,BakeDe00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,BakeDe00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,ThomMi02,def_int,0,,,,,
player,201910200nyg,nyg,ThomMi02,def_int_yds,0,,,,,
player,201910200nyg,nyg,ThomMi02,def_int_td,0,,,,,
player,201910200nyg,nyg,ThomMi02,def_int_long,0,,,,,
player,201910200nyg,nyg,ThomMi02,pass_defended,0,,,,,
player,201910200nyg,nyg,ThomMi02,sacks,0.0,,,,,
player,201910200nyg,nyg,ThomMi02,tackles_combined,4,,,,,
player,201910200nyg,nyg,ThomMi02,tackles_solo,3,,,,,
player,201910200nyg,nyg,ThomMi02,tackles_assists,1,,,,,
player,201910200nyg,nyg,ThomMi02,tackles_loss,1,,,,,
player,201910200nyg,nyg,ThomMi02,qb_hits,0,,,,,
player,201910200nyg,nyg,ThomMi02,fumbles_rec,0,,,,,
player,201910200nyg,nyg,ThomMi02,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,ThomMi02,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,ThomMi02,fumbles_forced,0,,,,,
player,201910200nyg,nyg,CartLo01,def_int,0,,,,,
player,201910200nyg,nyg,CartLo01,def_int_yds,0,,,,,
player,201910200nyg,nyg,CartLo01,def_int_td,0,,,,,
player,201910200nyg,nyg,CartLo01,def_int_long,0,,,,,
player,201910200nyg,nyg,CartLo01,pass_defended,1,,,,,
player,201910200nyg,nyg,CartLo01,sacks,0.0,,,,,
player,201910200nyg,nyg,CartLo01,tackles_combined,3,,,,,
player,201910200nyg,nyg,CartLo01,tackles_solo,1,,,,,
player,201910200nyg,nyg,CartLo01,tackles_assists,2,,,,,
player,201910200nyg,nyg,CartLo01,tackles_loss,0,,,,,
player,201910200nyg,nyg,CartLo01,qb_hits,0,,,,,
player,201910200nyg,nyg,CartLo01,fumbles_rec,0,,,,,
player,201910200nyg,nyg,CartLo01,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,CartLo01,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,CartLo01,fumbles_forced,0,,,,,
player,201910200nyg,nyg,JenkJa03,def_int,0,,,,,
player,201910200nyg,nyg,JenkJa03,def_int_yds,0,,,,,
player,201910200nyg,nyg,JenkJa03,def_int_td,0,,,,,
player,201910200nyg,nyg,JenkJa03,def_int_long,0,,,,,
player,201910200nyg,nyg,JenkJa03,pass_defended,1,,,,,
player,201910200nyg,nyg,JenkJa03,sacks,0.0,,,,,
player,201910200nyg,nyg,JenkJa03,tackles_combined,3,,,,,
player,201910200nyg,nyg,JenkJa03,tackles_solo,3,,,,,
player,201910200nyg,nyg,JenkJa03,tackles_assists,0,,,,,
player,201910200nyg,nyg,JenkJa03,tackles_loss,0,,,,,
player,201910200nyg,nyg,JenkJa03,qb_hits,0,,,,,
player,201910200nyg,nyg,JenkJa03,fumbles_rec,0,,,,,
player,201910200nyg,nyg,JenkJa03,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,JenkJa03,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,JenkJa03,fumbles_forced,0,,,,,
player,201910200nyg,nyg,LawrDe03,def_int,0,,,,,
player,201910200nyg,nyg,LawrDe03,def_int_yds,0,,,,,
player,201910200nyg,nyg,LawrDe03,def_int_td,0,,,,,
player,201910200nyg,nyg,LawrDe03,def_int_long,0,,,,,
player,201910200nyg,nyg,LawrDe03,pass_defended,0,,,,,
player,201910200nyg,nyg,LawrDe03,sacks,0.0,,,,,
player,201910200nyg,nyg,LawrDe03,tackles_combined,2,,,,,
player,201910200nyg,nyg,LawrDe03,tackles_solo,1,,,,,
player,201910200nyg,nyg,LawrDe03,tackles_assists,1,,,,,
player,201910200nyg,nyg,LawrDe03,tackles_loss,0,,,,,
player,201910200nyg,nyg,LawrDe03,qb_hits,0,,,,,
player,201910200nyg,nyg,LawrDe03,fumbles_rec,0,,,,,
player,201910200nyg,nyg,LawrDe03,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,LawrDe03,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,LawrDe03,fumbles_forced,0,,,,,
player,201910200nyg,nyg,TomlDa00,def_int,0,,,,,
player,201910200nyg,nyg,TomlDa00,def_int_yds,0,,,,,
player,201910200nyg,nyg,TomlDa00,def_int_td,0,,,,,
player,201910200nyg,nyg,TomlDa00,def_int_long,0,,,,,
player,201910200nyg,nyg,TomlDa00,pass_defended,0,,,,,
player,201910200nyg,nyg,TomlDa00,sacks,0.0,,,,,
player,201910200nyg,nyg,TomlDa00,tackles_combined,2,,,,,
player,201910200nyg,nyg,TomlDa00,tackles_solo,1,,,,,
player,201910200nyg,nyg,TomlDa00,tackles_assists,1,,,,,
player,201910200nyg,nyg,TomlDa00,tackles_loss,1,,,,,
player,201910200nyg,nyg,TomlDa00,qb_hits,0,,,,,
player,201910200nyg,nyg,TomlDa00,fumbles_rec,0,,,,,
player,201910200nyg,nyg,TomlDa00,fumbles_rec_yds,0,,,,,
player,201910200nyg,nyg,TomlDa00,fumbles_rec_td,0,,,,,
player,201910200nyg,nyg,TomlDa00,fumbles_forced,0,,,,,
player,201910200nyg,nyg,HamiAn01,def_int,0,,,,,
player,201910200nyg,nyg,HamiAn01,def_int_yds,0,,,,,
player,201910200nyg,nyg,HamiAn01,def_int_td,0,,,,,
player,201910200nyg,nyg,HamiAn01,def_int_long,0,,,,,
player,201910200nyg,nyg,HamiAn01,pass_defended,0,,,,,
player,201910200nyg,nyg,HamiAn01,sacks,0.0,,,,,
player,201910200nyg,nyg,HamiAn01,tackles_combined,1,,,,,
player,201910200nyg,nyg,HamiAn01,tackles_solo,0,,,,,
player,201910200nyg,nyg,HamiAn01,tackles_assists,1,,,,,
player,201910200nyg,nyg,HamiAn01,tackles_loss,0,,,,,
player,201910200nyg,nyg,HamiAn01,qb_hits,0,,,,,
player,201910200nyg,nyg,HamiAn01,fumbles_rec,0,,,,,
player,201910200nyg,nyg,HamiAn01,fumbles_rec_yds,0,,,,,
