game,2019,12,20191124,201911240phi,sea,"Seattle Seahawks",17,phi,"Philadelphia Eagles",9
player,201911240phi,sea,WilsRu00,pass_rating,75.4,,,,,
player,201911240phi,sea,WilsRu00,rush_att,3,,,,,
player,201911240phi,sea,WilsRu00,rush_yds,15,,,,,
player,201911240phi,sea,WilsRu00,rush_td,0,,,,,
player,201911240phi,sea,WilsRu00,rush_long,16,,,,,
player,201911240phi,sea,WilsRu00,targets,0,,,,,
player,201911240phi,sea,WilsRu00,rec,0,,,,,
player,201911240phi,sea,WilsRu00,rec_yds,0,,,,,
player,201911240phi,sea,WilsRu00,rec_td,0,,,,,
player,201911240phi,sea,WilsRu00,rec_long,0,,,,,
player,201911240phi,sea,WilsRu00,fumbles,1,,,,,
player,201911240phi,sea,WilsRu00,fumbles_lost,1,,,,,
player,201911240phi,sea,PennRa00,pass_cmp,0,,,,,
player,201911240phi,sea,PennRa00,pass_att,0,,,,,
player,201911240phi,sea,PennRa00,pass_yds,0,,,,,
player,201911240phi,sea,PennRa00,pass_td,0,,,,,
player,201911240phi,sea,PennRa00,pass_int,0,,,,,
player,201911240phi,sea,PennRa00,pass_sacked,0,,,,,
player,201911240phi,sea,PennRa00,pass_sacked_yds,0,,,,,
player,201911240phi,sea,PennRa00,pass_long,0,,,,,
player,201911240phi,sea,PennRa00,pass_rating,,,,,,
player,201911240phi,sea,PennRa00,rush_att,14,,,,,
player,201911240phi,sea,PennRa00,rush_yds,129,,,,,
player,201911240phi,sea,PennRa00,rush_td,1,,,,,
player,201911240phi,sea,PennRa00,rush_long,58,,,,,
player,201911240phi,sea,PennRa00,targets,1,,,,,
player,201911240phi,sea,PennRa00,rec,0,,,,,
player,201911240phi,sea,PennRa00,rec_yds,0,,,,,
player,201911240phi,sea,PennRa00,rec_td,0,,,,,
player,201911240phi,sea,PennRa00,rec_long,0,,,,,
player,201911240phi,sea,PennRa00,fumbles,0,,,,,
player,201911240phi,sea,PennRa00,fumbles_lost,0,,,,,
player,201911240phi,sea,CarsCh00,pass_cmp,0,,,,,
player,201911240phi,sea,CarsCh00,pass_att,0,,,,,
player,201911240phi,sea,CarsCh00,pass_yds,0,,,,,
player,201911240phi,sea,CarsCh00,pass_td,0,,,,,
player,201911240phi,sea,CarsCh00,pass_int,0,,,,,
player,201911240phi,sea,CarsCh00,pass_sacked,0,,,,,
player,201911240phi,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201911240phi,sea,CarsCh00,pass_long,0,,,,,
player,201911240phi,sea,CarsCh00,pass_rating,,,,,,
player,201911240phi,sea,CarsCh00,rush_att,8,,,,,
player,201911240phi,sea,CarsCh00,rush_yds,26,,,,,
player,201911240phi,sea,CarsCh00,rush_td,0,,,,,
player,201911240phi,sea,CarsCh00,rush_long,6,,,,,
player,201911240phi,sea,CarsCh00,targets,4,,,,,
player,201911240phi,sea,CarsCh00,rec,4,,,,,
player,201911240phi,sea,CarsCh00,rec_yds,31,,,,,
player,201911240phi,sea,CarsCh00,rec_td,0,,,,,
player,201911240phi,sea,CarsCh00,rec_long,13,,,,,
player,201911240phi,sea,CarsCh00,fumbles,1,,,,,
player,201911240phi,sea,CarsCh00,fumbles_lost,0,,,,,
player,201911240phi,sea,MoorDa03,pass_cmp,0,,,,,
player,201911240phi,sea,MoorDa03,pass_att,0,,,,,
player,201911240phi,sea,MoorDa03,pass_yds,0,,,,,
player,201911240phi,sea,MoorDa03,pass_td,0,,,,,
player,201911240phi,sea,MoorDa03,pass_int,0,,,,,
player,201911240phi,sea,MoorDa03,pass_sacked,0,,,,,
player,201911240phi,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201911240phi,sea,MoorDa03,pass_long,0,,,,,
player,201911240phi,sea,MoorDa03,pass_rating,,,,,,
player,201911240phi,sea,MoorDa03,rush_att,1,,,,,
player,201911240phi,sea,MoorDa03,rush_yds,4,,,,,
player,201911240phi,sea,MoorDa03,rush_td,0,,,,,
player,201911240phi,sea,MoorDa03,rush_long,4,,,,,
player,201911240phi,sea,MoorDa03,targets,2,,,,,
player,201911240phi,sea,MoorDa03,rec,1,,,,,
player,201911240phi,sea,MoorDa03,rec_yds,31,,,,,
player,201911240phi,sea,MoorDa03,rec_td,0,,,,,
player,201911240phi,sea,MoorDa03,rec_long,31,,,,,
player,201911240phi,sea,MoorDa03,fumbles,0,,,,,
player,201911240phi,sea,MoorDa03,fumbles_lost,0,,,,,
player,201911240phi,sea,LockTy00,pass_cmp,0,,,,,
player,201911240phi,sea,LockTy00,pass_att,0,,,,,
player,201911240phi,sea,LockTy00,pass_yds,0,,,,,
player,201911240phi,sea,LockTy00,pass_td,0,,,,,
player,201911240phi,sea,LockTy00,pass_int,0,,,,,
player,201911240phi,sea,LockTy00,pass_sacked,0,,,,,
player,201911240phi,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201911240phi,sea,LockTy00,pass_long,0,,,,,
player,201911240phi,sea,LockTy00,pass_rating,,,,,,
player,201911240phi,sea,LockTy00,rush_att,0,,,,,
player,201911240phi,sea,LockTy00,rush_yds,0,,,,,
player,201911240phi,sea,LockTy00,rush_td,0,,,,,
player,201911240phi,sea,LockTy00,rush_long,0,,,,,
player,201911240phi,sea,LockTy00,targets,2,,,,,
player,201911240phi,sea,LockTy00,rec,1,,,,,
player,201911240phi,sea,LockTy00,rec_yds,38,,,,,
player,201911240phi,sea,LockTy00,rec_td,0,,,,,
player,201911240phi,sea,LockTy00,rec_long,38,,,,,
player,201911240phi,sea,LockTy00,fumbles,0,,,,,
player,201911240phi,sea,LockTy00,fumbles_lost,0,,,,,
player,201911240phi,sea,MetcDK00,pass_cmp,0,,,,,
player,201911240phi,sea,MetcDK00,pass_att,0,,,,,
player,201911240phi,sea,MetcDK00,pass_yds,0,,,,,
player,201911240phi,sea,MetcDK00,pass_td,0,,,,,
player,201911240phi,sea,MetcDK00,pass_int,0,,,,,
player,201911240phi,sea,MetcDK00,pass_sacked,0,,,,,
player,201911240phi,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201911240phi,sea,MetcDK00,pass_long,0,,,,,
player,201911240phi,sea,MetcDK00,pass_rating,,,,,,
player,201911240phi,sea,MetcDK00,rush_att,0,,,,,
player,201911240phi,sea,MetcDK00,rush_yds,0,,,,,
player,201911240phi,sea,MetcDK00,rush_td,0,,,,,
player,201911240phi,sea,MetcDK00,rush_long,0,,,,,
player,201911240phi,sea,MetcDK00,targets,6,,,,,
player,201911240phi,sea,MetcDK00,rec,3,,,,,
player,201911240phi,sea,MetcDK00,rec_yds,35,,,,,
player,201911240phi,sea,MetcDK00,rec_td,0,,,,,
player,201911240phi,sea,MetcDK00,rec_long,17,,,,,
player,201911240phi,sea,MetcDK00,fumbles,0,,,,,
player,201911240phi,sea,MetcDK00,fumbles_lost,0,,,,,
player,201911240phi,sea,TurnMa00,pass_cmp,0,,,,,
player,201911240phi,sea,TurnMa00,pass_att,0,,,,,
player,201911240phi,sea,TurnMa00,pass_yds,0,,,,,
player,201911240phi,sea,TurnMa00,pass_td,0,,,,,
player,201911240phi,sea,TurnMa00,pass_int,0,,,,,
player,201911240phi,sea,TurnMa00,pass_sacked,0,,,,,
player,201911240phi,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201911240phi,sea,TurnMa00,pass_long,0,,,,,
player,201911240phi,sea,TurnMa00,pass_rating,,,,,,
player,201911240phi,sea,TurnMa00,rush_att,0,,,,,
player,201911240phi,sea,TurnMa00,rush_yds,0,,,,,
player,201911240phi,sea,TurnMa00,rush_td,0,,,,,
player,201911240phi,sea,TurnMa00,rush_long,0,,,,,
player,201911240phi,sea,TurnMa00,targets,2,,,,,
player,201911240phi,sea,TurnMa00,rec,1,,,,,
player,201911240phi,sea,TurnMa00,rec_yds,33,,,,,
player,201911240phi,sea,TurnMa00,rec_td,1,,,,,
player,201911240phi,sea,TurnMa00,rec_long,33,,,,,
player,201911240phi,sea,TurnMa00,fumbles,0,,,,,
player,201911240phi,sea,TurnMa00,fumbles_lost,0,,,,,
player,201911240phi,sea,HollJa03,pass_cmp,0,,,,,
player,201911240phi,sea,HollJa03,pass_att,0,,,,,
player,201911240phi,sea,HollJa03,pass_yds,0,,,,,
player,201911240phi,sea,HollJa03,pass_td,0,,,,,
player,201911240phi,sea,HollJa03,pass_int,0,,,,,
player,201911240phi,sea,HollJa03,pass_sacked,0,,,,,
player,201911240phi,sea,HollJa03,pass_sacked_yds,0,,,,,
player,201911240phi,sea,HollJa03,pass_long,0,,,,,
player,201911240phi,sea,HollJa03,pass_rating,,,,,,
player,201911240phi,sea,HollJa03,rush_att,0,,,,,
player,201911240phi,sea,HollJa03,rush_yds,0,,,,,
player,201911240phi,sea,HollJa03,rush_td,0,,,,,
player,201911240phi,sea,HollJa03,rush_long,0,,,,,
player,201911240phi,sea,HollJa03,targets,4,,,,,
player,201911240phi,sea,HollJa03,rec,2,,,,,
player,201911240phi,sea,HollJa03,rec_yds,22,,,,,
player,201911240phi,sea,HollJa03,rec_td,0,,,,,
player,201911240phi,sea,HollJa03,rec_long,21,,,,,
player,201911240phi,sea,HollJa03,fumbles,0,,,,,
player,201911240phi,sea,HollJa03,fumbles_lost,0,,,,,
player,201911240phi,sea,GordJo02,pass_cmp,0,,,,,
player,201911240phi,sea,GordJo02,pass_att,0,,,,,
player,201911240phi,sea,GordJo02,pass_yds,0,,,,,
player,201911240phi,sea,GordJo02,pass_td,0,,,,,
player,201911240phi,sea,GordJo02,pass_int,0,,,,,
player,201911240phi,sea,GordJo02,pass_sacked,0,,,,,
player,201911240phi,sea,GordJo02,pass_sacked_yds,0,,,,,
player,201911240phi,sea,GordJo02,pass_long,0,,,,,
player,201911240phi,sea,GordJo02,pass_rating,,,,,,
player,201911240phi,sea,GordJo02,rush_att,0,,,,,
player,201911240phi,sea,GordJo02,rush_yds,0,,,,,
player,201911240phi,sea,GordJo02,rush_td,0,,,,,
player,201911240phi,sea,GordJo02,rush_long,0,,,,,
player,201911240phi,sea,GordJo02,targets,2,,,,,
player,201911240phi,sea,GordJo02,rec,1,,,,,
player,201911240phi,sea,GordJo02,rec_yds,10,,,,,
player,201911240phi,sea,GordJo02,rec_td,0,,,,,
player,201911240phi,sea,GordJo02,rec_long,10,,,,,
player,201911240phi,sea,GordJo02,fumbles,0,,,,,
player,201911240phi,sea,GordJo02,fumbles_lost,0,,,,,
player,201911240phi,phi,WentCa00,pass_cmp,33,,,,,
player,201911240phi,phi,WentCa00,pass_att,45,,,,,
player,201911240phi,phi,WentCa00,pass_yds,256,,,,,
player,201911240phi,phi,WentCa00,pass_td,1,,,,,
player,201911240phi,phi,WentCa00,pass_int,2,,,,,
player,201911240phi,phi,WentCa00,pass_sacked,3,,,,,
player,201911240phi,phi,WentCa00,pass_sacked_yds,18,,,,,
player,201911240phi,phi,WentCa00,pass_long,30,,,,,
player,201911240phi,phi,WentCa00,pass_rating,75.8,,,,,
player,201911240phi,phi,WentCa00,rush_att,5,,,,,
player,201911240phi,phi,WentCa00,rush_yds,27,,,,,
player,201911240phi,phi,WentCa00,rush_td,0,,,,,
player,201911240phi,phi,WentCa00,rush_long,11,,,,,
player,201911240phi,phi,WentCa00,targets,0,,,,,
player,201911240phi,phi,WentCa00,rec,0,,,,,
player,201911240phi,phi,WentCa00,rec_yds,0,,,,,
player,201911240phi,phi,WentCa00,rec_td,0,,,,,
player,201911240phi,phi,WentCa00,rec_long,0,,,,,
player,201911240phi,phi,WentCa00,fumbles,3,,,,,
player,201911240phi,phi,WentCa00,fumbles_lost,2,,,,,
player,201911240phi,phi,SandMi01,pass_cmp,0,,,,,
player,201911240phi,phi,SandMi01,pass_att,0,,,,,
player,201911240phi,phi,SandMi01,pass_yds,0,,,,,
player,201911240phi,phi,SandMi01,pass_td,0,,,,,
player,201911240phi,phi,SandMi01,pass_int,0,,,,,
player,201911240phi,phi,SandMi01,pass_sacked,0,,,,,
player,201911240phi,phi,SandMi01,pass_sacked_yds,0,,,,,
player,201911240phi,phi,SandMi01,pass_long,0,,,,,
player,201911240phi,phi,SandMi01,pass_rating,,,,,,
player,201911240phi,phi,SandMi01,rush_att,12,,,,,
player,201911240phi,phi,SandMi01,rush_yds,63,,,,,
player,201911240phi,phi,SandMi01,rush_td,0,,,,,
player,201911240phi,phi,SandMi01,rush_long,14,,,,,
player,201911240phi,phi,SandMi01,targets,5,,,,,
player,201911240phi,phi,SandMi01,rec,3,,,,,
player,201911240phi,phi,SandMi01,rec_yds,23,,,,,
player,201911240phi,phi,SandMi01,rec_td,0,,,,,
player,201911240phi,phi,SandMi01,rec_long,9,,,,,
player,201911240phi,phi,SandMi01,fumbles,0,,,,,
player,201911240phi,phi,SandMi01,fumbles_lost,0,,,,,
player,201911240phi,phi,AjayJa00,pass_cmp,0,,,,,
player,201911240phi,phi,AjayJa00,pass_att,0,,,,,
player,201911240phi,phi,AjayJa00,pass_yds,0,,,,,
player,201911240phi,phi,AjayJa00,pass_td,0,,,,,
player,201911240phi,phi,AjayJa00,pass_int,0,,,,,
player,201911240phi,phi,AjayJa00,pass_sacked,0,,,,,
player,201911240phi,phi,AjayJa00,pass_sacked_yds,0,,,,,
player,201911240phi,phi,AjayJa00,pass_long,0,,,,,
player,201911240phi,phi,AjayJa00,pass_rating,,,,,,
player,201911240phi,phi,AjayJa00,rush_att,6,,,,,
player,201911240phi,phi,AjayJa00,rush_yds,16,,,,,
player,201911240phi,phi,AjayJa00,rush_td,0,,,,,
player,201911240phi,phi,AjayJa00,rush_long,11,,,,,
player,201911240phi,phi,AjayJa00,targets,0,,,,,
player,201911240phi,phi,AjayJa00,rec,0,,,,,
player,201911240phi,phi,AjayJa00,rec_yds,0,,,,,
player,201911240phi,phi,AjayJa00,rec_td,0,,,,,
player,201911240phi,phi,AjayJa00,rec_long,0,,,,,
player,201911240phi,phi,AjayJa00,fumbles,0,,,,,
player,201911240phi,phi,AjayJa00,fumbles_lost,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_att,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_td,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_int,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_long,0,,,,,
player,201911240phi,phi,ErtzZa00,pass_rating,,,,,,
player,201911240phi,phi,ErtzZa00,rush_att,0,,,,,
player,201911240phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201911240phi,phi,ErtzZa00,rush_td,0,,,,,
player,201911240phi,phi,ErtzZa00,rush_long,0,,,,,
player,201911240phi,phi,ErtzZa00,targets,14,,,,,
player,201911240phi,phi,ErtzZa00,rec,12,,,,,
player,201911240phi,phi,ErtzZa00,rec_yds,91,,,,,
player,201911240phi,phi,ErtzZa00,rec_td,1,,,,,
player,201911240phi,phi,ErtzZa00,rec_long,12,,,,,
player,201911240phi,phi,ErtzZa00,fumbles,0,,,,,
player,201911240phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_cmp,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_att,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_yds,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_td,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_int,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_sacked,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_sacked_yds,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_long,0,,,,,
player,201911240phi,phi,ArceJJ00,pass_rating,,,,,,
player,201911240phi,phi,ArceJJ00,rush_att,0,,,,,
player,201911240phi,phi,ArceJJ00,rush_yds,0,,,,,
player,201911240phi,phi,ArceJJ00,rush_td,0,,,,,
player,201911240phi,phi,ArceJJ00,rush_long,0,,,,,
player,201911240phi,phi,ArceJJ00,targets,5,,,,,
player,201911240phi,phi,ArceJJ00,rec,2,,,,,
player,201911240phi,phi,ArceJJ00,rec_yds,43,,,,,
player,201911240phi,phi,ArceJJ00,rec_td,0,,,,,
player,201911240phi,phi,ArceJJ00,rec_long,30,,,,,
player,201911240phi,phi,ArceJJ00,fumbles,0,,,,,
player,201911240phi,phi,ArceJJ00,fumbles_lost,0,,,,,
player,201911240phi,phi,WardGr02,pass_cmp,0,,,,,
player,201911240phi,phi,WardGr02,pass_att,0,,,,,
player,201911240phi,phi,WardGr02,pass_yds,0,,,,,
player,201911240phi,phi,WardGr02,pass_td,0,,,,,
player,201911240phi,phi,WardGr02,pass_int,0,,,,,
player,201911240phi,phi,WardGr02,pass_sacked,0,,,,,
player,201911240phi,phi,WardGr02,pass_sacked_yds,0,,,,,
player,201911240phi,phi,WardGr02,pass_long,0,,,,,
player,201911240phi,phi,WardGr02,pass_rating,,,,,,
player,201911240phi,phi,WardGr02,rush_att,0,,,,,
player,201911240phi,phi,WardGr02,rush_yds,0,,,,,
player,201911240phi,phi,WardGr02,rush_td,0,,,,,
player,201911240phi,phi,WardGr02,rush_long,0,,,,,
player,201911240phi,phi,WardGr02,targets,7,,,,,
player,201911240phi,phi,WardGr02,rec,6,,,,,
player,201911240phi,phi,WardGr02,rec_yds,40,,,,,
player,201911240phi,phi,WardGr02,rec_td,0,,,,,
player,201911240phi,phi,WardGr02,rec_long,9,,,,,
player,201911240phi,phi,WardGr02,fumbles,0,,,,,
player,201911240phi,phi,WardGr02,fumbles_lost,0,,,,,
player,201911240phi,phi,GoedDa00,pass_cmp,0,,,,,
player,201911240phi,phi,GoedDa00,pass_att,0,,,,,
player,201911240phi,phi,GoedDa00,pass_yds,0,,,,,
player,201911240phi,phi,GoedDa00,pass_td,0,,,,,
player,201911240phi,phi,GoedDa00,pass_int,0,,,,,
player,201911240phi,phi,GoedDa00,pass_sacked,0,,,,,
player,201911240phi,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201911240phi,phi,GoedDa00,pass_long,0,,,,,
player,201911240phi,phi,GoedDa00,pass_rating,,,,,,
player,201911240phi,phi,GoedDa00,rush_att,0,,,,,
player,201911240phi,phi,GoedDa00,rush_yds,0,,,,,
player,201911240phi,phi,GoedDa00,rush_td,0,,,,,
player,201911240phi,phi,GoedDa00,rush_long,0,,,,,
player,201911240phi,phi,GoedDa00,targets,8,,,,,
player,201911240phi,phi,GoedDa00,rec,7,,,,,
player,201911240phi,phi,GoedDa00,rec_yds,32,,,,,
player,201911240phi,phi,GoedDa00,rec_td,0,,,,,
player,201911240phi,phi,GoedDa00,rec_long,14,,,,,
player,201911240phi,phi,GoedDa00,fumbles,1,,,,,
player,201911240phi,phi,GoedDa00,fumbles_lost,1,,,,,
player,201911240phi,phi,MattJo00,pass_cmp,0,,,,,
player,201911240phi,phi,MattJo00,pass_att,0,,,,,
player,201911240phi,phi,MattJo00,pass_yds,0,,,,,
player,201911240phi,phi,MattJo00,pass_td,0,,,,,
player,201911240phi,phi,MattJo00,pass_int,0,,,,,
player,201911240phi,phi,MattJo00,pass_sacked,0,,,,,
player,201911240phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201911240phi,phi,MattJo00,pass_long,0,,,,,
player,201911240phi,phi,MattJo00,pass_rating,,,,,,
player,201911240phi,phi,MattJo00,rush_att,0,,,,,
player,201911240phi,phi,MattJo00,rush_yds,0,,,,,
player,201911240phi,phi,MattJo00,rush_td,0,,,,,
player,201911240phi,phi,MattJo00,rush_long,0,,,,,
player,201911240phi,phi,MattJo00,targets,6,,,,,
player,201911240phi,phi,MattJo00,rec,3,,,,,
player,201911240phi,phi,MattJo00,rec_yds,27,,,,,
player,201911240phi,phi,MattJo00,rec_td,0,,,,,
player,201911240phi,phi,MattJo00,rec_long,10,,,,,
player,201911240phi,phi,MattJo00,fumbles,0,,,,,
player,201911240phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201911240phi,sea,FlowTr01,def_int,1,,,,,
player,201911240phi,sea,FlowTr01,def_int_yds,0,,,,,
player,201911240phi,sea,FlowTr01,def_int_td,0,,,,,
player,201911240phi,sea,FlowTr01,def_int_long,0,,,,,
player,201911240phi,sea,FlowTr01,pass_defended,3,,,,,
player,201911240phi,sea,FlowTr01,sacks,0.0,,,,,
player,201911240phi,sea,FlowTr01,tackles_combined,7,,,,,
player,201911240phi,sea,FlowTr01,tackles_solo,6,,,,,
player,201911240phi,sea,FlowTr01,tackles_assists,1,,,,,
player,201911240phi,sea,FlowTr01,tackles_loss,0,,,,,
player,201911240phi,sea,FlowTr01,qb_hits,0,,,,,
player,201911240phi,sea,FlowTr01,fumbles_rec,0,,,,,
player,201911240phi,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201911240phi,sea,FlowTr01,fumbles_forced,0,,,,,
player,201911240phi,sea,McDoBr01,def_int,1,,,,,
player,201911240phi,sea,McDoBr01,def_int_yds,0,,,,,
player,201911240phi,sea,McDoBr01,def_int_td,0,,,,,
player,201911240phi,sea,McDoBr01,def_int_long,0,,,,,
player,201911240phi,sea,McDoBr01,pass_defended,1,,,,,
player,201911240phi,sea,McDoBr01,sacks,0.0,,,,,
player,201911240phi,sea,McDoBr01,tackles_combined,6,,,,,
player,201911240phi,sea,McDoBr01,tackles_solo,6,,,,,
player,201911240phi,sea,McDoBr01,tackles_assists,0,,,,,
player,201911240phi,sea,McDoBr01,tackles_loss,0,,,,,
player,201911240phi,sea,McDoBr01,qb_hits,0,,,,,
player,201911240phi,sea,McDoBr01,fumbles_rec,0,,,,,
player,201911240phi,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201911240phi,sea,McDoBr01,fumbles_forced,0,,,,,
player,201911240phi,sea,AnsaEz00,def_int,0,,,,,
player,201911240phi,sea,AnsaEz00,def_int_yds,0,,,,,
player,201911240phi,sea,AnsaEz00,def_int_td,0,,,,,
player,201911240phi,sea,AnsaEz00,def_int_long,0,,,,,
player,201911240phi,sea,AnsaEz00,pass_defended,0,,,,,
player,201911240phi,sea,AnsaEz00,sacks,1.5,,,,,
player,201911240phi,sea,AnsaEz00,tackles_combined,4,,,,,
player,201911240phi,sea,AnsaEz00,tackles_solo,3,,,,,
player,201911240phi,sea,AnsaEz00,tackles_assists,1,,,,,
player,201911240phi,sea,AnsaEz00,tackles_loss,2,,,,,
player,201911240phi,sea,AnsaEz00,qb_hits,2,,,,,
player,201911240phi,sea,AnsaEz00,fumbles_rec,0,,,,,
player,201911240phi,sea,AnsaEz00,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,AnsaEz00,fumbles_rec_td,0,,,,,
player,201911240phi,sea,AnsaEz00,fumbles_forced,1,,,,,
player,201911240phi,sea,GreeRa01,def_int,0,,,,,
player,201911240phi,sea,GreeRa01,def_int_yds,0,,,,,
player,201911240phi,sea,GreeRa01,def_int_td,0,,,,,
player,201911240phi,sea,GreeRa01,def_int_long,0,,,,,
player,201911240phi,sea,GreeRa01,pass_defended,0,,,,,
player,201911240phi,sea,GreeRa01,sacks,1.0,,,,,
player,201911240phi,sea,GreeRa01,tackles_combined,2,,,,,
player,201911240phi,sea,GreeRa01,tackles_solo,2,,,,,
player,201911240phi,sea,GreeRa01,tackles_assists,0,,,,,
player,201911240phi,sea,GreeRa01,tackles_loss,1,,,,,
player,201911240phi,sea,GreeRa01,qb_hits,2,,,,,
player,201911240phi,sea,GreeRa01,fumbles_rec,0,,,,,
player,201911240phi,sea,GreeRa01,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,GreeRa01,fumbles_rec_td,0,,,,,
player,201911240phi,sea,GreeRa01,fumbles_forced,1,,,,,
player,201911240phi,sea,ReedJa02,def_int,0,,,,,
player,201911240phi,sea,ReedJa02,def_int_yds,0,,,,,
player,201911240phi,sea,ReedJa02,def_int_td,0,,,,,
player,201911240phi,sea,ReedJa02,def_int_long,0,,,,,
player,201911240phi,sea,ReedJa02,pass_defended,0,,,,,
player,201911240phi,sea,ReedJa02,sacks,0.5,,,,,
player,201911240phi,sea,ReedJa02,tackles_combined,3,,,,,
player,201911240phi,sea,ReedJa02,tackles_solo,2,,,,,
player,201911240phi,sea,ReedJa02,tackles_assists,1,,,,,
player,201911240phi,sea,ReedJa02,tackles_loss,0,,,,,
player,201911240phi,sea,ReedJa02,qb_hits,0,,,,,
player,201911240phi,sea,ReedJa02,fumbles_rec,0,,,,,
player,201911240phi,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201911240phi,sea,ReedJa02,fumbles_forced,0,,,,,
player,201911240phi,sea,WrigK.00,def_int,0,,,,,
player,201911240phi,sea,WrigK.00,def_int_yds,0,,,,,
player,201911240phi,sea,WrigK.00,def_int_td,0,,,,,
player,201911240phi,sea,WrigK.00,def_int_long,0,,,,,
player,201911240phi,sea,WrigK.00,pass_defended,0,,,,,
player,201911240phi,sea,WrigK.00,sacks,0.0,,,,,
player,201911240phi,sea,WrigK.00,tackles_combined,12,,,,,
player,201911240phi,sea,WrigK.00,tackles_solo,9,,,,,
player,201911240phi,sea,WrigK.00,tackles_assists,3,,,,,
player,201911240phi,sea,WrigK.00,tackles_loss,1,,,,,
player,201911240phi,sea,WrigK.00,qb_hits,1,,,,,
player,201911240phi,sea,WrigK.00,fumbles_rec,0,,,,,
player,201911240phi,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201911240phi,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201911240phi,sea,WrigK.00,fumbles_forced,0,,,,,
