game,2019,15,20191215,201912150det,tam,"Tampa Bay Buccaneers",38,det,"Detroit Lions",17
player,201912150det,tam,BarbPe01,pass_int,0,,,,,
player,201912150det,tam,BarbPe01,pass_sacked,0,,,,,
player,201912150det,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201912150det,tam,BarbPe01,pass_long,0,,,,,
player,201912150det,tam,BarbPe01,pass_rating,,,,,,
player,201912150det,tam,BarbPe01,rush_att,10,,,,,
player,201912150det,tam,BarbPe01,rush_yds,17,,,,,
player,201912150det,tam,BarbPe01,rush_td,0,,,,,
player,201912150det,tam,BarbPe01,rush_long,4,,,,,
player,201912150det,tam,BarbPe01,targets,2,,,,,
player,201912150det,tam,BarbPe01,rec,2,,,,,
player,201912150det,tam,BarbPe01,rec_yds,23,,,,,
player,201912150det,tam,BarbPe01,rec_td,0,,,,,
player,201912150det,tam,BarbPe01,rec_long,14,,,,,
player,201912150det,tam,BarbPe01,fumbles,0,,,,,
player,201912150det,tam,BarbPe01,fumbles_lost,0,,,,,
player,201912150det,tam,PerrBr02,pass_cmp,0,,,,,
player,201912150det,tam,PerrBr02,pass_att,0,,,,,
player,201912150det,tam,PerrBr02,pass_yds,0,,,,,
player,201912150det,tam,PerrBr02,pass_td,0,,,,,
player,201912150det,tam,PerrBr02,pass_int,0,,,,,
player,201912150det,tam,PerrBr02,pass_sacked,0,,,,,
player,201912150det,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201912150det,tam,PerrBr02,pass_long,0,,,,,
player,201912150det,tam,PerrBr02,pass_rating,,,,,,
player,201912150det,tam,PerrBr02,rush_att,1,,,,,
player,201912150det,tam,PerrBr02,rush_yds,3,,,,,
player,201912150det,tam,PerrBr02,rush_td,0,,,,,
player,201912150det,tam,PerrBr02,rush_long,3,,,,,
player,201912150det,tam,PerrBr02,targets,6,,,,,
player,201912150det,tam,PerrBr02,rec,5,,,,,
player,201912150det,tam,PerrBr02,rec_yds,113,,,,,
player,201912150det,tam,PerrBr02,rec_td,3,,,,,
player,201912150det,tam,PerrBr02,rec_long,34,,,,,
player,201912150det,tam,PerrBr02,fumbles,0,,,,,
player,201912150det,tam,PerrBr02,fumbles_lost,0,,,,,
player,201912150det,tam,OgunDa00,pass_cmp,0,,,,,
player,201912150det,tam,OgunDa00,pass_att,0,,,,,
player,201912150det,tam,OgunDa00,pass_yds,0,,,,,
player,201912150det,tam,OgunDa00,pass_td,0,,,,,
player,201912150det,tam,OgunDa00,pass_int,0,,,,,
player,201912150det,tam,OgunDa00,pass_sacked,0,,,,,
player,201912150det,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201912150det,tam,OgunDa00,pass_long,0,,,,,
player,201912150det,tam,OgunDa00,pass_rating,,,,,,
player,201912150det,tam,OgunDa00,rush_att,1,,,,,
player,201912150det,tam,OgunDa00,rush_yds,3,,,,,
player,201912150det,tam,OgunDa00,rush_td,0,,,,,
player,201912150det,tam,OgunDa00,rush_long,3,,,,,
player,201912150det,tam,OgunDa00,targets,1,,,,,
player,201912150det,tam,OgunDa00,rec,1,,,,,
player,201912150det,tam,OgunDa00,rec_yds,13,,,,,
player,201912150det,tam,OgunDa00,rec_td,0,,,,,
player,201912150det,tam,OgunDa00,rec_long,13,,,,,
player,201912150det,tam,OgunDa00,fumbles,0,,,,,
player,201912150det,tam,OgunDa00,fumbles_lost,0,,,,,
player,201912150det,tam,GodwCh00,pass_cmp,0,,,,,
player,201912150det,tam,GodwCh00,pass_att,0,,,,,
player,201912150det,tam,GodwCh00,pass_yds,0,,,,,
player,201912150det,tam,GodwCh00,pass_td,0,,,,,
player,201912150det,tam,GodwCh00,pass_int,0,,,,,
player,201912150det,tam,GodwCh00,pass_sacked,0,,,,,
player,201912150det,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201912150det,tam,GodwCh00,pass_long,0,,,,,
player,201912150det,tam,GodwCh00,pass_rating,,,,,,
player,201912150det,tam,GodwCh00,rush_att,0,,,,,
player,201912150det,tam,GodwCh00,rush_yds,0,,,,,
player,201912150det,tam,GodwCh00,rush_td,0,,,,,
player,201912150det,tam,GodwCh00,rush_long,0,,,,,
player,201912150det,tam,GodwCh00,targets,7,,,,,
player,201912150det,tam,GodwCh00,rec,5,,,,,
player,201912150det,tam,GodwCh00,rec_yds,121,,,,,
player,201912150det,tam,GodwCh00,rec_td,0,,,,,
player,201912150det,tam,GodwCh00,rec_long,51,,,,,
player,201912150det,tam,GodwCh00,fumbles,0,,,,,
player,201912150det,tam,GodwCh00,fumbles_lost,0,,,,,
player,201912150det,tam,MillSc01,pass_cmp,0,,,,,
player,201912150det,tam,MillSc01,pass_att,0,,,,,
player,201912150det,tam,MillSc01,pass_yds,0,,,,,
player,201912150det,tam,MillSc01,pass_td,0,,,,,
player,201912150det,tam,MillSc01,pass_int,0,,,,,
player,201912150det,tam,MillSc01,pass_sacked,0,,,,,
player,201912150det,tam,MillSc01,pass_sacked_yds,0,,,,,
player,201912150det,tam,MillSc01,pass_long,0,,,,,
player,201912150det,tam,MillSc01,pass_rating,,,,,,
player,201912150det,tam,MillSc01,rush_att,0,,,,,
player,201912150det,tam,MillSc01,rush_yds,0,,,,,
player,201912150det,tam,MillSc01,rush_td,0,,,,,
player,201912150det,tam,MillSc01,rush_long,0,,,,,
player,201912150det,tam,MillSc01,targets,3,,,,,
player,201912150det,tam,MillSc01,rec,3,,,,,
player,201912150det,tam,MillSc01,rec_yds,49,,,,,
player,201912150det,tam,MillSc01,rec_td,1,,,,,
player,201912150det,tam,MillSc01,rec_long,33,,,,,
player,201912150det,tam,MillSc01,fumbles,0,,,,,
player,201912150det,tam,MillSc01,fumbles_lost,0,,,,,
player,201912150det,tam,HowaO.00,pass_cmp,0,,,,,
player,201912150det,tam,HowaO.00,pass_att,0,,,,,
player,201912150det,tam,HowaO.00,pass_yds,0,,,,,
player,201912150det,tam,HowaO.00,pass_td,0,,,,,
player,201912150det,tam,HowaO.00,pass_int,0,,,,,
player,201912150det,tam,HowaO.00,pass_sacked,0,,,,,
player,201912150det,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201912150det,tam,HowaO.00,pass_long,0,,,,,
player,201912150det,tam,HowaO.00,pass_rating,,,,,,
player,201912150det,tam,HowaO.00,rush_att,0,,,,,
player,201912150det,tam,HowaO.00,rush_yds,0,,,,,
player,201912150det,tam,HowaO.00,rush_td,0,,,,,
player,201912150det,tam,HowaO.00,rush_long,0,,,,,
player,201912150det,tam,HowaO.00,targets,8,,,,,
player,201912150det,tam,HowaO.00,rec,4,,,,,
player,201912150det,tam,HowaO.00,rec_yds,46,,,,,
player,201912150det,tam,HowaO.00,rec_td,0,,,,,
player,201912150det,tam,HowaO.00,rec_long,25,,,,,
player,201912150det,tam,HowaO.00,fumbles,0,,,,,
player,201912150det,tam,HowaO.00,fumbles_lost,0,,,,,
player,201912150det,tam,BratCa00,pass_cmp,0,,,,,
player,201912150det,tam,BratCa00,pass_att,0,,,,,
player,201912150det,tam,BratCa00,pass_yds,0,,,,,
player,201912150det,tam,BratCa00,pass_td,0,,,,,
player,201912150det,tam,BratCa00,pass_int,0,,,,,
player,201912150det,tam,BratCa00,pass_sacked,0,,,,,
player,201912150det,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201912150det,tam,BratCa00,pass_long,0,,,,,
player,201912150det,tam,BratCa00,pass_rating,,,,,,
player,201912150det,tam,BratCa00,rush_att,0,,,,,
player,201912150det,tam,BratCa00,rush_yds,0,,,,,
player,201912150det,tam,BratCa00,rush_td,0,,,,,
player,201912150det,tam,BratCa00,rush_long,0,,,,,
player,201912150det,tam,BratCa00,targets,7,,,,,
player,201912150det,tam,BratCa00,rec,3,,,,,
player,201912150det,tam,BratCa00,rec_yds,33,,,,,
player,201912150det,tam,BratCa00,rec_td,0,,,,,
player,201912150det,tam,BratCa00,rec_long,16,,,,,
player,201912150det,tam,BratCa00,fumbles,0,,,,,
player,201912150det,tam,BratCa00,fumbles_lost,0,,,,,
player,201912150det,tam,WatsJu01,pass_cmp,0,,,,,
player,201912150det,tam,WatsJu01,pass_att,0,,,,,
player,201912150det,tam,WatsJu01,pass_yds,0,,,,,
player,201912150det,tam,WatsJu01,pass_td,0,,,,,
player,201912150det,tam,WatsJu01,pass_int,0,,,,,
player,201912150det,tam,WatsJu01,pass_sacked,0,,,,,
player,201912150det,tam,WatsJu01,pass_sacked_yds,0,,,,,
player,201912150det,tam,WatsJu01,pass_long,0,,,,,
player,201912150det,tam,WatsJu01,pass_rating,,,,,,
player,201912150det,tam,WatsJu01,rush_att,0,,,,,
player,201912150det,tam,WatsJu01,rush_yds,0,,,,,
player,201912150det,tam,WatsJu01,rush_td,0,,,,,
player,201912150det,tam,WatsJu01,rush_long,0,,,,,
player,201912150det,tam,WatsJu01,targets,2,,,,,
player,201912150det,tam,WatsJu01,rec,2,,,,,
player,201912150det,tam,WatsJu01,rec_yds,17,,,,,
player,201912150det,tam,WatsJu01,rec_td,0,,,,,
player,201912150det,tam,WatsJu01,rec_long,12,,,,,
player,201912150det,tam,WatsJu01,fumbles,0,,,,,
player,201912150det,tam,WatsJu01,fumbles_lost,0,,,,,
player,201912150det,tam,HudsTa00,pass_cmp,0,,,,,
player,201912150det,tam,HudsTa00,pass_att,0,,,,,
player,201912150det,tam,HudsTa00,pass_yds,0,,,,,
player,201912150det,tam,HudsTa00,pass_td,0,,,,,
player,201912150det,tam,HudsTa00,pass_int,0,,,,,
player,201912150det,tam,HudsTa00,pass_sacked,0,,,,,
player,201912150det,tam,HudsTa00,pass_sacked_yds,0,,,,,
player,201912150det,tam,HudsTa00,pass_long,0,,,,,
player,201912150det,tam,HudsTa00,pass_rating,,,,,,
player,201912150det,tam,HudsTa00,rush_att,0,,,,,
player,201912150det,tam,HudsTa00,rush_yds,0,,,,,
player,201912150det,tam,HudsTa00,rush_td,0,,,,,
player,201912150det,tam,HudsTa00,rush_long,0,,,,,
player,201912150det,tam,HudsTa00,targets,1,,,,,
player,201912150det,tam,HudsTa00,rec,1,,,,,
player,201912150det,tam,HudsTa00,rec_yds,14,,,,,
player,201912150det,tam,HudsTa00,rec_td,0,,,,,
player,201912150det,tam,HudsTa00,rec_long,14,,,,,
player,201912150det,tam,HudsTa00,fumbles,0,,,,,
player,201912150det,tam,HudsTa00,fumbles_lost,0,,,,,
player,201912150det,tam,HymaIs00,pass_cmp,0,,,,,
player,201912150det,tam,HymaIs00,pass_att,0,,,,,
player,201912150det,tam,HymaIs00,pass_yds,0,,,,,
player,201912150det,tam,HymaIs00,pass_td,0,,,,,
player,201912150det,tam,HymaIs00,pass_int,0,,,,,
player,201912150det,tam,HymaIs00,pass_sacked,0,,,,,
player,201912150det,tam,HymaIs00,pass_sacked_yds,0,,,,,
player,201912150det,tam,HymaIs00,pass_long,0,,,,,
player,201912150det,tam,HymaIs00,pass_rating,,,,,,
player,201912150det,tam,HymaIs00,rush_att,0,,,,,
player,201912150det,tam,HymaIs00,rush_yds,0,,,,,
player,201912150det,tam,HymaIs00,rush_td,0,,,,,
player,201912150det,tam,HymaIs00,rush_long,0,,,,,
player,201912150det,tam,HymaIs00,targets,1,,,,,
player,201912150det,tam,HymaIs00,rec,1,,,,,
player,201912150det,tam,HymaIs00,rec_yds,3,,,,,
player,201912150det,tam,HymaIs00,rec_td,0,,,,,
player,201912150det,tam,HymaIs00,rec_long,3,,,,,
player,201912150det,tam,HymaIs00,fumbles,0,,,,,
player,201912150det,tam,HymaIs00,fumbles_lost,0,,,,,
player,201912150det,tam,GrifRy01,pass_cmp,0,,,,,
player,201912150det,tam,GrifRy01,pass_att,0,,,,,
player,201912150det,tam,GrifRy01,pass_yds,0,,,,,
player,201912150det,tam,GrifRy01,pass_td,0,,,,,
player,201912150det,tam,GrifRy01,pass_int,0,,,,,
player,201912150det,tam,GrifRy01,pass_sacked,0,,,,,
player,201912150det,tam,GrifRy01,pass_sacked_yds,0,,,,,
player,201912150det,tam,GrifRy01,pass_long,0,,,,,
player,201912150det,tam,GrifRy01,pass_rating,,,,,,
player,201912150det,tam,GrifRy01,rush_att,4,,,,,
player,201912150det,tam,GrifRy01,rush_yds,-1,,,,,
player,201912150det,tam,GrifRy01,rush_td,0,,,,,
player,201912150det,tam,GrifRy01,rush_long,0,,,,,
player,201912150det,tam,GrifRy01,targets,0,,,,,
player,201912150det,tam,GrifRy01,rec,0,,,,,
player,201912150det,tam,GrifRy01,rec_yds,0,,,,,
player,201912150det,tam,GrifRy01,rec_td,0,,,,,
player,201912150det,tam,GrifRy01,rec_long,0,,,,,
player,201912150det,tam,GrifRy01,fumbles,0,,,,,
player,201912150det,tam,GrifRy01,fumbles_lost,0,,,,,
player,201912150det,det,BlouDa00,pass_cmp,24,,,,,
player,201912150det,det,BlouDa00,pass_att,43,,,,,
player,201912150det,det,BlouDa00,pass_yds,260,,,,,
player,201912150det,det,BlouDa00,pass_td,0,,,,,
player,201912150det,det,BlouDa00,pass_int,2,,,,,
player,201912150det,det,BlouDa00,pass_sacked,2,,,,,
player,201912150det,det,BlouDa00,pass_sacked_yds,10,,,,,
player,201912150det,det,BlouDa00,pass_long,48,,,,,
player,201912150det,det,BlouDa00,pass_rating,54.4,,,,,
player,201912150det,det,BlouDa00,rush_att,5,,,,,
player,201912150det,det,BlouDa00,rush_yds,19,,,,,
player,201912150det,det,BlouDa00,rush_td,0,,,,,
player,201912150det,det,BlouDa00,rush_long,9,,,,,
player,201912150det,det,BlouDa00,targets,0,,,,,
player,201912150det,det,BlouDa00,rec,0,,,,,
player,201912150det,det,BlouDa00,rec_yds,0,,,,,
player,201912150det,det,BlouDa00,rec_td,0,,,,,
player,201912150det,det,BlouDa00,rec_long,0,,,,,
player,201912150det,det,BlouDa00,fumbles,1,,,,,
player,201912150det,det,BlouDa00,fumbles_lost,0,,,,,
player,201912150det,det,HillWe00,pass_cmp,0,,,,,
player,201912150det,det,HillWe00,pass_att,0,,,,,
player,201912150det,det,HillWe00,pass_yds,0,,,,,
player,201912150det,det,HillWe00,pass_td,0,,,,,
player,201912150det,det,HillWe00,pass_int,0,,,,,
player,201912150det,det,HillWe00,pass_sacked,0,,,,,
player,201912150det,det,HillWe00,pass_sacked_yds,0,,,,,
player,201912150det,det,HillWe00,pass_long,0,,,,,
player,201912150det,det,HillWe00,pass_rating,,,,,,
player,201912150det,det,HillWe00,rush_att,10,,,,,
player,201912150det,det,HillWe00,rush_yds,21,,,,,
player,201912150det,det,HillWe00,rush_td,2,,,,,
player,201912150det,det,HillWe00,rush_long,15,,,,,
player,201912150det,det,HillWe00,targets,2,,,,,
player,201912150det,det,HillWe00,rec,2,,,,,
player,201912150det,det,HillWe00,rec_yds,1,,,,,
player,201912150det,det,HillWe00,rec_td,0,,,,,
player,201912150det,det,HillWe00,rec_long,2,,,,,
player,201912150det,det,HillWe00,fumbles,0,,,,,
player,201912150det,det,HillWe00,fumbles_lost,0,,,,,
player,201912150det,det,JohnTy02,pass_cmp,0,,,,,
player,201912150det,det,JohnTy02,pass_att,0,,,,,
player,201912150det,det,JohnTy02,pass_yds,0,,,,,
player,201912150det,det,JohnTy02,pass_td,0,,,,,
player,201912150det,det,JohnTy02,pass_int,0,,,,,
player,201912150det,det,JohnTy02,pass_sacked,0,,,,,
player,201912150det,det,JohnTy02,pass_sacked_yds,0,,,,,
player,201912150det,det,JohnTy02,pass_long,0,,,,,
player,201912150det,det,JohnTy02,pass_rating,,,,,,
player,201912150det,det,JohnTy02,rush_att,2,,,,,
player,201912150det,det,JohnTy02,rush_yds,3,,,,,
player,201912150det,det,JohnTy02,rush_td,0,,,,,
player,201912150det,det,JohnTy02,rush_long,2,,,,,
player,201912150det,det,JohnTy02,targets,5,,,,,
player,201912150det,det,JohnTy02,rec,4,,,,,
player,201912150det,det,JohnTy02,rec_yds,17,,,,,
player,201912150det,det,JohnTy02,rec_td,0,,,,,
player,201912150det,det,JohnTy02,rec_long,8,,,,,
player,201912150det,det,JohnTy02,fumbles,1,,,,,
player,201912150det,det,JohnTy02,fumbles_lost,1,,,,,
player,201912150det,det,McKiJ.00,pass_cmp,0,,,,,
player,201912150det,det,McKiJ.00,pass_att,0,,,,,
player,201912150det,det,McKiJ.00,pass_yds,0,,,,,
player,201912150det,det,McKiJ.00,pass_td,0,,,,,
player,201912150det,det,McKiJ.00,pass_int,0,,,,,
player,201912150det,det,McKiJ.00,pass_sacked,0,,,,,
player,201912150det,det,McKiJ.00,pass_sacked_yds,0,,,,,
player,201912150det,det,McKiJ.00,pass_long,0,,,,,
player,201912150det,det,McKiJ.00,pass_rating,,,,,,
player,201912150det,det,McKiJ.00,rush_att,1,,,,,
player,201912150det,det,McKiJ.00,rush_yds,2,,,,,
player,201912150det,det,McKiJ.00,rush_td,0,,,,,
player,201912150det,det,McKiJ.00,rush_long,2,,,,,
player,201912150det,det,McKiJ.00,targets,3,,,,,
player,201912150det,det,McKiJ.00,rec,2,,,,,
player,201912150det,det,McKiJ.00,rec_yds,7,,,,,
player,201912150det,det,McKiJ.00,rec_td,0,,,,,
player,201912150det,det,McKiJ.00,rec_long,4,,,,,
player,201912150det,det,McKiJ.00,fumbles,0,,,,,
player,201912150det,det,McKiJ.00,fumbles_lost,0,,,,,
player,201912150det,det,AmenDa00,pass_cmp,0,,,,,
player,201912150det,det,AmenDa00,pass_att,0,,,,,
player,201912150det,det,AmenDa00,pass_yds,0,,,,,
player,201912150det,det,AmenDa00,pass_td,0,,,,,
player,201912150det,det,AmenDa00,pass_int,0,,,,,
player,201912150det,det,AmenDa00,pass_sacked,0,,,,,
player,201912150det,det,AmenDa00,pass_sacked_yds,0,,,,,
player,201912150det,det,AmenDa00,pass_long,0,,,,,
player,201912150det,det,AmenDa00,pass_rating,,,,,,
player,201912150det,det,AmenDa00,rush_att,0,,,,,
player,201912150det,det,AmenDa00,rush_yds,0,,,,,
player,201912150det,det,AmenDa00,rush_td,0,,,,,
player,201912150det,det,AmenDa00,rush_long,0,,,,,
player,201912150det,det,AmenDa00,targets,13,,,,,
player,201912150det,det,AmenDa00,rec,8,,,,,
player,201912150det,det,AmenDa00,rec_yds,102,,,,,
player,201912150det,det,AmenDa00,rec_td,0,,,,,
player,201912150det,det,AmenDa00,rec_long,46,,,,,
player,201912150det,det,AmenDa00,fumbles,0,,,,,
player,201912150det,det,AmenDa00,fumbles_lost,0,,,,,
player,201912150det,det,LacyCh00,pass_cmp,0,,,,,
player,201912150det,det,LacyCh00,pass_att,0,,,,,
player,201912150det,det,LacyCh00,pass_yds,0,,,,,
player,201912150det,det,LacyCh00,pass_td,0,,,,,
player,201912150det,det,LacyCh00,pass_int,0,,,,,
player,201912150det,det,LacyCh00,pass_sacked,0,,,,,
player,201912150det,det,LacyCh00,pass_sacked_yds,0,,,,,
player,201912150det,det,LacyCh00,pass_long,0,,,,,
player,201912150det,det,LacyCh00,pass_rating,,,,,,
player,201912150det,det,LacyCh00,rush_att,0,,,,,
player,201912150det,det,LacyCh00,rush_yds,0,,,,,
player,201912150det,det,LacyCh00,rush_td,0,,,,,
player,201912150det,det,LacyCh00,rush_long,0,,,,,
player,201912150det,det,LacyCh00,targets,2,,,,,
player,201912150det,det,LacyCh00,rec,1,,,,,
player,201912150det,det,LacyCh00,rec_yds,48,,,,,
player,201912150det,det,LacyCh00,rec_td,0,,,,,
player,201912150det,det,LacyCh00,rec_long,48,,,,,
player,201912150det,det,LacyCh00,fumbles,0,,,,,
player,201912150det,det,LacyCh00,fumbles_lost,0,,,,,
player,201912150det,det,GollKe00,pass_cmp,0,,,,,
player,201912150det,det,GollKe00,pass_att,0,,,,,
player,201912150det,det,GollKe00,pass_yds,0,,,,,
player,201912150det,det,GollKe00,pass_td,0,,,,,
player,201912150det,det,GollKe00,pass_int,0,,,,,
player,201912150det,det,GollKe00,pass_sacked,0,,,,,
player,201912150det,det,GollKe00,pass_sacked_yds,0,,,,,
player,201912150det,det,GollKe00,pass_long,0,,,,,
player,201912150det,det,GollKe00,pass_rating,,,,,,
player,201912150det,det,GollKe00,rush_att,0,,,,,
player,201912150det,det,GollKe00,rush_yds,0,,,,,
player,201912150det,det,GollKe00,rush_td,0,,,,,
player,201912150det,det,GollKe00,rush_long,0,,,,,
player,201912150det,det,GollKe00,targets,7,,,,,
player,201912150det,det,GollKe00,rec,3,,,,,
player,201912150det,det,GollKe00,rec_yds,44,,,,,
player,201912150det,det,GollKe00,rec_td,0,,,,,
player,201912150det,det,GollKe00,rec_long,26,,,,,
player,201912150det,det,GollKe00,fumbles,0,,,,,
player,201912150det,det,GollKe00,fumbles_lost,0,,,,,
player,201912150det,det,JameJe00,pass_cmp,0,,,,,
player,201912150det,det,JameJe00,pass_att,0,,,,,
player,201912150det,det,JameJe00,pass_yds,0,,,,,
player,201912150det,det,JameJe00,pass_td,0,,,,,
player,201912150det,det,JameJe00,pass_int,0,,,,,
player,201912150det,det,JameJe00,pass_sacked,0,,,,,
player,201912150det,det,JameJe00,pass_sacked_yds,0,,,,,
player,201912150det,det,JameJe00,pass_long,0,,,,,
player,201912150det,det,JameJe00,pass_rating,,,,,,
player,201912150det,det,JameJe00,rush_att,0,,,,,
player,201912150det,det,JameJe00,rush_yds,0,,,,,
player,201912150det,det,JameJe00,rush_td,0,,,,,
player,201912150det,det,JameJe00,rush_long,0,,,,,
player,201912150det,det,JameJe00,targets,5,,,,,
player,201912150det,det,JameJe00,rec,3,,,,,
player,201912150det,det,JameJe00,rec_yds,31,,,,,
player,201912150det,det,JameJe00,rec_td,0,,,,,
player,201912150det,det,JameJe00,rec_long,13,,,,,
player,201912150det,det,JameJe00,fumbles,0,,,,,
player,201912150det,det,JameJe00,fumbles_lost,0,,,,,
player,201912150det,det,NautIs00,pass_cmp,0,,,,,
player,201912150det,det,NautIs00,pass_att,0,,,,,
player,201912150det,det,NautIs00,pass_yds,0,,,,,
player,201912150det,det,NautIs00,pass_td,0,,,,,
player,201912150det,det,NautIs00,pass_int,0,,,,,
player,201912150det,det,NautIs00,pass_sacked,0,,,,,
player,201912150det,det,NautIs00,pass_sacked_yds,0,,,,,
player,201912150det,det,NautIs00,pass_long,0,,,,,
player,201912150det,det,NautIs00,pass_rating,,,,,,
player,201912150det,det,NautIs00,rush_att,0,,,,,
player,201912150det,det,NautIs00,rush_yds,0,,,,,
player,201912150det,det,NautIs00,rush_td,0,,,,,
player,201912150det,det,NautIs00,rush_long,0,,,,,
player,201912150det,det,NautIs00,targets,2,,,,,
player,201912150det,det,NautIs00,rec,1,,,,,
player,201912150det,det,NautIs00,rec_yds,10,,,,,
player,201912150det,det,NautIs00,rec_td,0,,,,,
player,201912150det,det,NautIs00,rec_long,10,,,,,
player,201912150det,det,NautIs00,fumbles,0,,,,,
player,201912150det,det,NautIs00,fumbles_lost,0,,,,,
player,201912150det,det,ThomLo00,pass_cmp,0,,,,,
player,201912150det,det,ThomLo00,pass_att,0,,,,,
player,201912150det,det,ThomLo00,pass_yds,0,,,,,
player,201912150det,det,ThomLo00,pass_td,0,,,,,
player,201912150det,det,ThomLo00,pass_int,0,,,,,
player,201912150det,det,ThomLo00,pass_sacked,0,,,,,
player,201912150det,det,ThomLo00,pass_sacked_yds,0,,,,,
player,201912150det,det,ThomLo00,pass_long,0,,,,,
player,201912150det,det,ThomLo00,pass_rating,,,,,,
player,201912150det,det,ThomLo00,rush_att,0,,,,,
player,201912150det,det,ThomLo00,rush_yds,0,,,,,
player,201912150det,det,ThomLo00,rush_td,0,,,,,
player,201912150det,det,ThomLo00,rush_long,0,,,,,
player,201912150det,det,ThomLo00,targets,4,,,,,
player,201912150det,det,ThomLo00,rec,0,,,,,
player,201912150det,det,ThomLo00,rec_yds,0,,,,,
