game,2019,15,20191215,201912150was,phi,"Philadelphia Eagles",37,was,"Washington Redskins",27
team,201912150was,phi,First Downs,27,,,,,,
team,201912150was,was,First Downs,19,,,,,,
team,201912150was,phi,Rush-Yds-TDs,28-157-1,,,,,,
team,201912150was,was,Rush-Yds-TDs,23-101-1,,,,,,
team,201912150was,phi,Cmp-Att-Yd-TD-INT,30-43-266-3-0,,,,,,
team,201912150was,was,Cmp-Att-Yd-TD-INT,19-28-261-2-0,,,,,,
team,201912150was,phi,Sacked-Yards,2-8,,,,,,
team,201912150was,was,Sacked-Yards,0-0,,,,,,
team,201912150was,phi,Net Pass Yards,258,,,,,,
team,201912150was,was,Net Pass Yards,261,,,,,,
team,201912150was,phi,Total Yards,415,,,,,,
team,201912150was,was,Total Yards,362,,,,,,
team,201912150was,phi,Fumbles-Lost,4-1,,,,,,
team,201912150was,was,Fumbles-Lost,1-1,,,,,,
team,201912150was,phi,Turnovers,1,,,,,,
team,201912150was,was,Turnovers,1,,,,,,
team,201912150was,phi,Penalties-Yards,7-54,,,,,,
team,201912150was,was,Penalties-Yards,5-60,,,,,,
team,201912150was,phi,Third Down Conv.,11-16,,,,,,
team,201912150was,was,Third Down Conv.,4-10,,,,,,
team,201912150was,phi,Fourth Down Conv.,0-0,,,,,,
team,201912150was,was,Fourth Down Conv.,0-0,,,,,,
team,201912150was,phi,Time of Possession,36:57,,,,,,
team,201912150was,was,Time of Possession,23:03,,,,,,
player,201912150was,phi,WentCa00,pass_cmp,30,,,,,
player,201912150was,phi,WentCa00,pass_att,43,,,,,
player,201912150was,phi,WentCa00,pass_yds,266,,,,,
player,201912150was,phi,WentCa00,pass_td,3,,,,,
player,201912150was,phi,WentCa00,pass_int,0,,,,,
player,201912150was,phi,WentCa00,pass_sacked,2,,,,,
player,201912150was,phi,WentCa00,pass_sacked_yds,8,,,,,
player,201912150was,phi,WentCa00,pass_long,27,,,,,
player,201912150was,phi,WentCa00,pass_rating,109.3,,,,,
player,201912150was,phi,WentCa00,rush_att,3,,,,,
player,201912150was,phi,WentCa00,rush_yds,9,,,,,
player,201912150was,phi,WentCa00,rush_td,0,,,,,
player,201912150was,phi,WentCa00,rush_long,4,,,,,
player,201912150was,phi,WentCa00,targets,0,,,,,
player,201912150was,phi,WentCa00,rec,0,,,,,
player,201912150was,phi,WentCa00,rec_yds,0,,,,,
player,201912150was,phi,WentCa00,rec_td,0,,,,,
player,201912150was,phi,WentCa00,rec_long,0,,,,,
player,201912150was,phi,WentCa00,fumbles,3,,,,,
player,201912150was,phi,WentCa00,fumbles_lost,1,,,,,
player,201912150was,phi,SandMi01,pass_cmp,0,,,,,
player,201912150was,phi,SandMi01,pass_att,0,,,,,
player,201912150was,phi,SandMi01,pass_yds,0,,,,,
player,201912150was,phi,SandMi01,pass_td,0,,,,,
player,201912150was,phi,SandMi01,pass_int,0,,,,,
player,201912150was,phi,SandMi01,pass_sacked,0,,,,,
player,201912150was,phi,SandMi01,pass_sacked_yds,0,,,,,
player,201912150was,phi,SandMi01,pass_long,0,,,,,
player,201912150was,phi,SandMi01,pass_rating,,,,,,
player,201912150was,phi,SandMi01,rush_att,19,,,,,
player,201912150was,phi,SandMi01,rush_yds,122,,,,,
player,201912150was,phi,SandMi01,rush_td,1,,,,,
player,201912150was,phi,SandMi01,rush_long,56,,,,,
player,201912150was,phi,SandMi01,targets,6,,,,,
player,201912150was,phi,SandMi01,rec,6,,,,,
player,201912150was,phi,SandMi01,rec_yds,50,,,,,
player,201912150was,phi,SandMi01,rec_td,1,,,,,
player,201912150was,phi,SandMi01,rec_long,18,,,,,
player,201912150was,phi,SandMi01,fumbles,0,,,,,
player,201912150was,phi,SandMi01,fumbles_lost,0,,,,,
player,201912150was,phi,ScotBo02,pass_cmp,0,,,,,
player,201912150was,phi,ScotBo02,pass_att,0,,,,,
player,201912150was,phi,ScotBo02,pass_yds,0,,,,,
player,201912150was,phi,ScotBo02,pass_td,0,,,,,
player,201912150was,phi,ScotBo02,pass_int,0,,,,,
player,201912150was,phi,ScotBo02,pass_sacked,0,,,,,
player,201912150was,phi,ScotBo02,pass_sacked_yds,0,,,,,
player,201912150was,phi,ScotBo02,pass_long,0,,,,,
player,201912150was,phi,ScotBo02,pass_rating,,,,,,
player,201912150was,phi,ScotBo02,rush_att,6,,,,,
player,201912150was,phi,ScotBo02,rush_yds,26,,,,,
player,201912150was,phi,ScotBo02,rush_td,0,,,,,
player,201912150was,phi,ScotBo02,rush_long,6,,,,,
player,201912150was,phi,ScotBo02,targets,7,,,,,
player,201912150was,phi,ScotBo02,rec,7,,,,,
player,201912150was,phi,ScotBo02,rec_yds,39,,,,,
player,201912150was,phi,ScotBo02,rec_td,0,,,,,
player,201912150was,phi,ScotBo02,rec_long,12,,,,,
player,201912150was,phi,ScotBo02,fumbles,1,,,,,
player,201912150was,phi,ScotBo02,fumbles_lost,0,,,,,
player,201912150was,phi,ErtzZa00,pass_cmp,0,,,,,
player,201912150was,phi,ErtzZa00,pass_att,0,,,,,
player,201912150was,phi,ErtzZa00,pass_yds,0,,,,,
player,201912150was,phi,ErtzZa00,pass_td,0,,,,,
player,201912150was,phi,ErtzZa00,pass_int,0,,,,,
player,201912150was,phi,ErtzZa00,pass_sacked,0,,,,,
player,201912150was,phi,ErtzZa00,pass_sacked_yds,0,,,,,
