game,2019,16,20191222,201912220cle,rav,"Baltimore Ravens",31,cle,"Cleveland Browns",15
team,201912220cle,rav,First Downs,31,,,,,,
team,201912220cle,cle,First Downs,17,,,,,,
team,201912220cle,rav,Rush-Yds-TDs,40-243-1,,,,,,
team,201912220cle,cle,Rush-Yds-TDs,20-49-0,,,,,,
team,201912220cle,rav,Cmp-Att-Yd-TD-INT,20-31-238-3-0,,,,,,
team,201912220cle,cle,Cmp-Att-Yd-TD-INT,20-33-192-2-1,,,,,,
team,201912220cle,rav,Sacked-Yards,0-0,,,,,,
team,201912220cle,cle,Sacked-Yards,0-0,,,,,,
team,201912220cle,rav,Net Pass Yards,238,,,,,,
team,201912220cle,cle,Net Pass Yards,192,,,,,,
team,201912220cle,rav,Total Yards,481,,,,,,
team,201912220cle,cle,Total Yards,241,,,,,,
team,201912220cle,rav,Fumbles-Lost,3-1,,,,,,
team,201912220cle,cle,Fumbles-Lost,0-0,,,,,,
team,201912220cle,rav,Turnovers,1,,,,,,
team,201912220cle,cle,Turnovers,1,,,,,,
team,201912220cle,rav,Penalties-Yards,7-50,,,,,,
team,201912220cle,cle,Penalties-Yards,7-62,,,,,,
team,201912220cle,rav,Third Down Conv.,7-11,,,,,,
team,201912220cle,cle,Third Down Conv.,3-12,,,,,,
team,201912220cle,rav,Fourth Down Conv.,0-1,,,,,,
team,201912220cle,cle,Fourth Down Conv.,0-0,,,,,,
team,201912220cle,rav,Time of Possession,34:19,,,,,,
team,201912220cle,cle,Time of Possession,25:41,,,,,,
player,201912220cle,rav,JackLa00,pass_cmp,20,,,,,
player,201912220cle,rav,JackLa00,pass_att,31,,,,,
player,201912220cle,rav,JackLa00,pass_yds,238,,,,,
player,201912220cle,rav,JackLa00,pass_td,3,,,,,
player,201912220cle,rav,JackLa00,pass_int,0,,,,,
player,201912220cle,rav,JackLa00,pass_sacked,0,,,,,
player,201912220cle,rav,JackLa00,pass_sacked_yds,0,,,,,
player,201912220cle,rav,JackLa00,pass_long,39,,,,,
player,201912220cle,rav,JackLa00,pass_rating,120.1,,,,,
player,201912220cle,rav,JackLa00,rush_att,17,,,,,
player,201912220cle,rav,JackLa00,rush_yds,103,,,,,
player,201912220cle,rav,JackLa00,rush_td,0,,,,,
player,201912220cle,rav,JackLa00,rush_long,15,,,,,
player,201912220cle,rav,JackLa00,targets,0,,,,,
player,201912220cle,rav,JackLa00,rec,0,,,,,
player,201912220cle,rav,JackLa00,rec_yds,0,,,,,
player,201912220cle,rav,JackLa00,rec_td,0,,,,,
player,201912220cle,rav,JackLa00,rec_long,0,,,,,
player,201912220cle,rav,JackLa00,fumbles,2,,,,,
player,201912220cle,rav,JackLa00,fumbles_lost,1,,,,,
player,201912220cle,rav,EdwaGu00,pass_cmp,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_att,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_yds,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_td,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_int,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_sacked,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_long,0,,,,,
player,201912220cle,rav,EdwaGu00,pass_rating,,,,,,
player,201912220cle,rav,EdwaGu00,rush_att,12,,,,,
player,201912220cle,rav,EdwaGu00,rush_yds,66,,,,,
player,201912220cle,rav,EdwaGu00,rush_td,0,,,,,
player,201912220cle,rav,EdwaGu00,rush_long,10,,,,,
player,201912220cle,rav,EdwaGu00,targets,1,,,,,
player,201912220cle,rav,EdwaGu00,rec,1,,,,,
player,201912220cle,rav,EdwaGu00,rec_yds,7,,,,,
player,201912220cle,rav,EdwaGu00,rec_td,0,,,,,
player,201912220cle,rav,EdwaGu00,rec_long,7,,,,,
player,201912220cle,rav,EdwaGu00,fumbles,1,,,,,
player,201912220cle,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201912220cle,rav,IngrMa01,pass_cmp,0,,,,,
player,201912220cle,rav,IngrMa01,pass_att,0,,,,,
player,201912220cle,rav,IngrMa01,pass_yds,0,,,,,
player,201912220cle,rav,IngrMa01,pass_td,0,,,,,
player,201912220cle,rav,IngrMa01,pass_int,0,,,,,
player,201912220cle,rav,IngrMa01,pass_sacked,0,,,,,
player,201912220cle,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201912220cle,rav,IngrMa01,pass_long,0,,,,,
player,201912220cle,rav,IngrMa01,pass_rating,,,,,,
player,201912220cle,rav,IngrMa01,rush_att,8,,,,,
player,201912220cle,rav,IngrMa01,rush_yds,55,,,,,
player,201912220cle,rav,IngrMa01,rush_td,0,,,,,
player,201912220cle,rav,IngrMa01,rush_long,27,,,,,
player,201912220cle,rav,IngrMa01,targets,2,,,,,
player,201912220cle,rav,IngrMa01,rec,2,,,,,
player,201912220cle,rav,IngrMa01,rec_yds,36,,,,,
player,201912220cle,rav,IngrMa01,rec_td,1,,,,,
player,201912220cle,rav,IngrMa01,rec_long,24,,,,,
player,201912220cle,rav,IngrMa01,fumbles,0,,,,,
player,201912220cle,rav,IngrMa01,fumbles_lost,0,,,,,
player,201912220cle,rav,HillJu00,pass_cmp,0,,,,,
player,201912220cle,rav,HillJu00,pass_att,0,,,,,
player,201912220cle,rav,HillJu00,pass_yds,0,,,,,
player,201912220cle,rav,HillJu00,pass_td,0,,,,,
player,201912220cle,rav,HillJu00,pass_int,0,,,,,
player,201912220cle,rav,HillJu00,pass_sacked,0,,,,,
player,201912220cle,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201912220cle,rav,HillJu00,pass_long,0,,,,,
player,201912220cle,rav,HillJu00,pass_rating,,,,,,
