game,2019,4,20190929,201909290ram,tam,"Tampa Bay Buccaneers",55,ram,"Los Angeles Rams",40
player,201909290ram,tam,BarrSh00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,BarrSh00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,BarrSh00,fumbles_forced,1,,,,,
player,201909290ram,tam,DaviLa00,def_int,1,,,,,
player,201909290ram,tam,DaviLa00,def_int_yds,26,,,,,
player,201909290ram,tam,DaviLa00,def_int_td,0,,,,,
player,201909290ram,tam,DaviLa00,def_int_long,26,,,,,
player,201909290ram,tam,DaviLa00,pass_defended,1,,,,,
player,201909290ram,tam,DaviLa00,sacks,0.0,,,,,
player,201909290ram,tam,DaviLa00,tackles_combined,7,,,,,
player,201909290ram,tam,DaviLa00,tackles_solo,4,,,,,
player,201909290ram,tam,DaviLa00,tackles_assists,3,,,,,
player,201909290ram,tam,DaviLa00,tackles_loss,0,,,,,
player,201909290ram,tam,DaviLa00,qb_hits,2,,,,,
player,201909290ram,tam,DaviLa00,fumbles_rec,0,,,,,
player,201909290ram,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,DaviLa00,fumbles_forced,0,,,,,
player,201909290ram,tam,WhitJo03,def_int,1,,,,,
player,201909290ram,tam,WhitJo03,def_int_yds,11,,,,,
player,201909290ram,tam,WhitJo03,def_int_td,0,,,,,
player,201909290ram,tam,WhitJo03,def_int_long,11,,,,,
player,201909290ram,tam,WhitJo03,pass_defended,3,,,,,
player,201909290ram,tam,WhitJo03,sacks,0.0,,,,,
player,201909290ram,tam,WhitJo03,tackles_combined,2,,,,,
player,201909290ram,tam,WhitJo03,tackles_solo,2,,,,,
player,201909290ram,tam,WhitJo03,tackles_assists,0,,,,,
player,201909290ram,tam,WhitJo03,tackles_loss,0,,,,,
player,201909290ram,tam,WhitJo03,qb_hits,0,,,,,
player,201909290ram,tam,WhitJo03,fumbles_rec,0,,,,,
player,201909290ram,tam,WhitJo03,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,WhitJo03,fumbles_rec_td,0,,,,,
player,201909290ram,tam,WhitJo03,fumbles_forced,0,,,,,
player,201909290ram,tam,GholWi00,def_int,0,,,,,
player,201909290ram,tam,GholWi00,def_int_yds,0,,,,,
player,201909290ram,tam,GholWi00,def_int_td,0,,,,,
player,201909290ram,tam,GholWi00,def_int_long,0,,,,,
player,201909290ram,tam,GholWi00,pass_defended,1,,,,,
player,201909290ram,tam,GholWi00,sacks,1.0,,,,,
player,201909290ram,tam,GholWi00,tackles_combined,1,,,,,
player,201909290ram,tam,GholWi00,tackles_solo,1,,,,,
player,201909290ram,tam,GholWi00,tackles_assists,0,,,,,
player,201909290ram,tam,GholWi00,tackles_loss,1,,,,,
player,201909290ram,tam,GholWi00,qb_hits,2,,,,,
player,201909290ram,tam,GholWi00,fumbles_rec,0,,,,,
player,201909290ram,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,GholWi00,fumbles_forced,0,,,,,
player,201909290ram,tam,MintKe00,def_int,0,,,,,
player,201909290ram,tam,MintKe00,def_int_yds,0,,,,,
player,201909290ram,tam,MintKe00,def_int_td,0,,,,,
player,201909290ram,tam,MintKe00,def_int_long,0,,,,,
player,201909290ram,tam,MintKe00,pass_defended,1,,,,,
player,201909290ram,tam,MintKe00,sacks,0.0,,,,,
player,201909290ram,tam,MintKe00,tackles_combined,9,,,,,
player,201909290ram,tam,MintKe00,tackles_solo,5,,,,,
player,201909290ram,tam,MintKe00,tackles_assists,4,,,,,
player,201909290ram,tam,MintKe00,tackles_loss,2,,,,,
player,201909290ram,tam,MintKe00,qb_hits,0,,,,,
player,201909290ram,tam,MintKe00,fumbles_rec,0,,,,,
player,201909290ram,tam,MintKe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,MintKe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,MintKe00,fumbles_forced,0,,,,,
player,201909290ram,tam,StewM.00,def_int,0,,,,,
player,201909290ram,tam,StewM.00,def_int_yds,0,,,,,
player,201909290ram,tam,StewM.00,def_int_td,0,,,,,
player,201909290ram,tam,StewM.00,def_int_long,0,,,,,
player,201909290ram,tam,StewM.00,pass_defended,1,,,,,
player,201909290ram,tam,StewM.00,sacks,0.0,,,,,
player,201909290ram,tam,StewM.00,tackles_combined,9,,,,,
player,201909290ram,tam,StewM.00,tackles_solo,8,,,,,
player,201909290ram,tam,StewM.00,tackles_assists,1,,,,,
player,201909290ram,tam,StewM.00,tackles_loss,0,,,,,
player,201909290ram,tam,StewM.00,qb_hits,0,,,,,
player,201909290ram,tam,StewM.00,fumbles_rec,0,,,,,
player,201909290ram,tam,StewM.00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,StewM.00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,StewM.00,fumbles_forced,0,,,,,
player,201909290ram,tam,DaviCa02,def_int,0,,,,,
player,201909290ram,tam,DaviCa02,def_int_yds,0,,,,,
player,201909290ram,tam,DaviCa02,def_int_td,0,,,,,
player,201909290ram,tam,DaviCa02,def_int_long,0,,,,,
player,201909290ram,tam,DaviCa02,pass_defended,0,,,,,
player,201909290ram,tam,DaviCa02,sacks,0.0,,,,,
player,201909290ram,tam,DaviCa02,tackles_combined,7,,,,,
player,201909290ram,tam,DaviCa02,tackles_solo,7,,,,,
player,201909290ram,tam,DaviCa02,tackles_assists,0,,,,,
player,201909290ram,tam,DaviCa02,tackles_loss,2,,,,,
player,201909290ram,tam,DaviCa02,qb_hits,0,,,,,
player,201909290ram,tam,DaviCa02,fumbles_rec,0,,,,,
player,201909290ram,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201909290ram,tam,DaviCa02,fumbles_forced,0,,,,,
player,201909290ram,tam,EdwaMi01,def_int,0,,,,,
player,201909290ram,tam,EdwaMi01,def_int_yds,0,,,,,
player,201909290ram,tam,EdwaMi01,def_int_td,0,,,,,
player,201909290ram,tam,EdwaMi01,def_int_long,0,,,,,
player,201909290ram,tam,EdwaMi01,pass_defended,0,,,,,
player,201909290ram,tam,EdwaMi01,sacks,0.0,,,,,
player,201909290ram,tam,EdwaMi01,tackles_combined,6,,,,,
player,201909290ram,tam,EdwaMi01,tackles_solo,5,,,,,
player,201909290ram,tam,EdwaMi01,tackles_assists,1,,,,,
player,201909290ram,tam,EdwaMi01,tackles_loss,0,,,,,
player,201909290ram,tam,EdwaMi01,qb_hits,0,,,,,
player,201909290ram,tam,EdwaMi01,fumbles_rec,0,,,,,
player,201909290ram,tam,EdwaMi01,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,EdwaMi01,fumbles_rec_td,0,,,,,
player,201909290ram,tam,EdwaMi01,fumbles_forced,0,,,,,
player,201909290ram,tam,NassCa00,def_int,0,,,,,
player,201909290ram,tam,NassCa00,def_int_yds,0,,,,,
player,201909290ram,tam,NassCa00,def_int_td,0,,,,,
player,201909290ram,tam,NassCa00,def_int_long,0,,,,,
player,201909290ram,tam,NassCa00,pass_defended,0,,,,,
player,201909290ram,tam,NassCa00,sacks,0.0,,,,,
player,201909290ram,tam,NassCa00,tackles_combined,3,,,,,
player,201909290ram,tam,NassCa00,tackles_solo,1,,,,,
player,201909290ram,tam,NassCa00,tackles_assists,2,,,,,
player,201909290ram,tam,NassCa00,tackles_loss,0,,,,,
player,201909290ram,tam,NassCa00,qb_hits,0,,,,,
player,201909290ram,tam,NassCa00,fumbles_rec,0,,,,,
player,201909290ram,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,NassCa00,fumbles_forced,0,,,,,
player,201909290ram,tam,HargVe00,def_int,0,,,,,
player,201909290ram,tam,HargVe00,def_int_yds,0,,,,,
player,201909290ram,tam,HargVe00,def_int_td,0,,,,,
player,201909290ram,tam,HargVe00,def_int_long,0,,,,,
player,201909290ram,tam,HargVe00,pass_defended,0,,,,,
player,201909290ram,tam,HargVe00,sacks,0.0,,,,,
player,201909290ram,tam,HargVe00,tackles_combined,2,,,,,
player,201909290ram,tam,HargVe00,tackles_solo,2,,,,,
player,201909290ram,tam,HargVe00,tackles_assists,0,,,,,
player,201909290ram,tam,HargVe00,tackles_loss,0,,,,,
player,201909290ram,tam,HargVe00,qb_hits,0,,,,,
player,201909290ram,tam,HargVe00,fumbles_rec,0,,,,,
player,201909290ram,tam,HargVe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,HargVe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,HargVe00,fumbles_forced,0,,,,,
player,201909290ram,tam,NuneRa00,def_int,0,,,,,
player,201909290ram,tam,NuneRa00,def_int_yds,0,,,,,
player,201909290ram,tam,NuneRa00,def_int_td,0,,,,,
player,201909290ram,tam,NuneRa00,def_int_long,0,,,,,
player,201909290ram,tam,NuneRa00,pass_defended,0,,,,,
player,201909290ram,tam,NuneRa00,sacks,0.0,,,,,
player,201909290ram,tam,NuneRa00,tackles_combined,2,,,,,
player,201909290ram,tam,NuneRa00,tackles_solo,2,,,,,
player,201909290ram,tam,NuneRa00,tackles_assists,0,,,,,
player,201909290ram,tam,NuneRa00,tackles_loss,1,,,,,
player,201909290ram,tam,NuneRa00,qb_hits,0,,,,,
player,201909290ram,tam,NuneRa00,fumbles_rec,0,,,,,
player,201909290ram,tam,NuneRa00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,NuneRa00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,NuneRa00,fumbles_forced,0,,,,,
player,201909290ram,tam,SuhxNd99,def_int,0,,,,,
player,201909290ram,tam,SuhxNd99,def_int_yds,0,,,,,
player,201909290ram,tam,SuhxNd99,def_int_td,0,,,,,
player,201909290ram,tam,SuhxNd99,def_int_long,0,,,,,
player,201909290ram,tam,SuhxNd99,pass_defended,0,,,,,
player,201909290ram,tam,SuhxNd99,sacks,0.0,,,,,
player,201909290ram,tam,SuhxNd99,tackles_combined,2,,,,,
player,201909290ram,tam,SuhxNd99,tackles_solo,1,,,,,
player,201909290ram,tam,SuhxNd99,tackles_assists,1,,,,,
player,201909290ram,tam,SuhxNd99,tackles_loss,0,,,,,
player,201909290ram,tam,SuhxNd99,qb_hits,2,,,,,
player,201909290ram,tam,SuhxNd99,fumbles_rec,1,,,,,
player,201909290ram,tam,SuhxNd99,fumbles_rec_yds,37,,,,,
player,201909290ram,tam,SuhxNd99,fumbles_rec_td,1,,,,,
player,201909290ram,tam,SuhxNd99,fumbles_forced,0,,,,,
player,201909290ram,tam,AlleBe00,def_int,0,,,,,
player,201909290ram,tam,AlleBe00,def_int_yds,0,,,,,
player,201909290ram,tam,AlleBe00,def_int_td,0,,,,,
player,201909290ram,tam,AlleBe00,def_int_long,0,,,,,
player,201909290ram,tam,AlleBe00,pass_defended,0,,,,,
player,201909290ram,tam,AlleBe00,sacks,0.0,,,,,
player,201909290ram,tam,AlleBe00,tackles_combined,1,,,,,
player,201909290ram,tam,AlleBe00,tackles_solo,0,,,,,
player,201909290ram,tam,AlleBe00,tackles_assists,1,,,,,
player,201909290ram,tam,AlleBe00,tackles_loss,0,,,,,
player,201909290ram,tam,AlleBe00,qb_hits,0,,,,,
player,201909290ram,tam,AlleBe00,fumbles_rec,0,,,,,
player,201909290ram,tam,AlleBe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,AlleBe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,AlleBe00,fumbles_forced,0,,,,,
player,201909290ram,tam,BondDe00,def_int,0,,,,,
player,201909290ram,tam,BondDe00,def_int_yds,0,,,,,
player,201909290ram,tam,BondDe00,def_int_td,0,,,,,
player,201909290ram,tam,BondDe00,def_int_long,0,,,,,
player,201909290ram,tam,BondDe00,pass_defended,0,,,,,
player,201909290ram,tam,BondDe00,sacks,0.0,,,,,
player,201909290ram,tam,BondDe00,tackles_combined,1,,,,,
player,201909290ram,tam,BondDe00,tackles_solo,1,,,,,
player,201909290ram,tam,BondDe00,tackles_assists,0,,,,,
player,201909290ram,tam,BondDe00,tackles_loss,0,,,,,
player,201909290ram,tam,BondDe00,qb_hits,0,,,,,
player,201909290ram,tam,BondDe00,fumbles_rec,0,,,,,
player,201909290ram,tam,BondDe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,BondDe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,BondDe00,fumbles_forced,0,,,,,
player,201909290ram,tam,BucaDe00,def_int,0,,,,,
player,201909290ram,tam,BucaDe00,def_int_yds,0,,,,,
player,201909290ram,tam,BucaDe00,def_int_td,0,,,,,
player,201909290ram,tam,BucaDe00,def_int_long,0,,,,,
player,201909290ram,tam,BucaDe00,pass_defended,0,,,,,
player,201909290ram,tam,BucaDe00,sacks,0.0,,,,,
player,201909290ram,tam,BucaDe00,tackles_combined,1,,,,,
player,201909290ram,tam,BucaDe00,tackles_solo,1,,,,,
player,201909290ram,tam,BucaDe00,tackles_assists,0,,,,,
player,201909290ram,tam,BucaDe00,tackles_loss,0,,,,,
player,201909290ram,tam,BucaDe00,qb_hits,0,,,,,
player,201909290ram,tam,BucaDe00,fumbles_rec,0,,,,,
player,201909290ram,tam,BucaDe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,BucaDe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,BucaDe00,fumbles_forced,0,,,,,
player,201909290ram,tam,NelsAn01,def_int,0,,,,,
player,201909290ram,tam,NelsAn01,def_int_yds,0,,,,,
player,201909290ram,tam,NelsAn01,def_int_td,0,,,,,
player,201909290ram,tam,NelsAn01,def_int_long,0,,,,,
player,201909290ram,tam,NelsAn01,pass_defended,0,,,,,
player,201909290ram,tam,NelsAn01,sacks,0.0,,,,,
player,201909290ram,tam,NelsAn01,tackles_combined,1,,,,,
player,201909290ram,tam,NelsAn01,tackles_solo,0,,,,,
player,201909290ram,tam,NelsAn01,tackles_assists,1,,,,,
player,201909290ram,tam,NelsAn01,tackles_loss,0,,,,,
player,201909290ram,tam,NelsAn01,qb_hits,0,,,,,
player,201909290ram,tam,NelsAn01,fumbles_rec,0,,,,,
player,201909290ram,tam,NelsAn01,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,NelsAn01,fumbles_rec_td,0,,,,,
player,201909290ram,tam,NelsAn01,fumbles_forced,0,,,,,
player,201909290ram,tam,VeaxVi00,def_int,0,,,,,
player,201909290ram,tam,VeaxVi00,def_int_yds,0,,,,,
player,201909290ram,tam,VeaxVi00,def_int_td,0,,,,,
player,201909290ram,tam,VeaxVi00,def_int_long,0,,,,,
player,201909290ram,tam,VeaxVi00,pass_defended,0,,,,,
player,201909290ram,tam,VeaxVi00,sacks,0.0,,,,,
player,201909290ram,tam,VeaxVi00,tackles_combined,1,,,,,
player,201909290ram,tam,VeaxVi00,tackles_solo,0,,,,,
player,201909290ram,tam,VeaxVi00,tackles_assists,1,,,,,
player,201909290ram,tam,VeaxVi00,tackles_loss,0,,,,,
player,201909290ram,tam,VeaxVi00,qb_hits,2,,,,,
player,201909290ram,tam,VeaxVi00,fumbles_rec,0,,,,,
player,201909290ram,tam,VeaxVi00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,VeaxVi00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,VeaxVi00,fumbles_forced,0,,,,,
player,201909290ram,tam,BuntSe00,def_int,0,,,,,
player,201909290ram,tam,BuntSe00,def_int_yds,0,,,,,
player,201909290ram,tam,BuntSe00,def_int_td,0,,,,,
player,201909290ram,tam,BuntSe00,def_int_long,0,,,,,
player,201909290ram,tam,BuntSe00,pass_defended,1,,,,,
player,201909290ram,tam,BuntSe00,sacks,0.0,,,,,
player,201909290ram,tam,BuntSe00,tackles_combined,0,,,,,
player,201909290ram,tam,BuntSe00,tackles_solo,0,,,,,
player,201909290ram,tam,BuntSe00,tackles_assists,0,,,,,
player,201909290ram,tam,BuntSe00,tackles_loss,0,,,,,
player,201909290ram,tam,BuntSe00,qb_hits,0,,,,,
player,201909290ram,tam,BuntSe00,fumbles_rec,0,,,,,
player,201909290ram,tam,BuntSe00,fumbles_rec_yds,0,,,,,
player,201909290ram,tam,BuntSe00,fumbles_rec_td,0,,,,,
player,201909290ram,tam,BuntSe00,fumbles_forced,0,,,,,
player,201909290ram,ram,PeteMa00,def_int,1,,,,,
player,201909290ram,ram,PeteMa00,def_int_yds,32,,,,,
player,201909290ram,ram,PeteMa00,def_int_td,1,,,,,
player,201909290ram,ram,PeteMa00,def_int_long,32,,,,,
player,201909290ram,ram,PeteMa00,pass_defended,2,,,,,
player,201909290ram,ram,PeteMa00,sacks,0.0,,,,,
player,201909290ram,ram,PeteMa00,tackles_combined,1,,,,,
player,201909290ram,ram,PeteMa00,tackles_solo,0,,,,,
player,201909290ram,ram,PeteMa00,tackles_assists,1,,,,,
player,201909290ram,ram,PeteMa00,tackles_loss,0,,,,,
player,201909290ram,ram,PeteMa00,qb_hits,0,,,,,
player,201909290ram,ram,PeteMa00,fumbles_rec,0,,,,,
player,201909290ram,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,PeteMa00,fumbles_forced,0,,,,,
player,201909290ram,ram,MattCl99,def_int,0,,,,,
player,201909290ram,ram,MattCl99,def_int_yds,0,,,,,
player,201909290ram,ram,MattCl99,def_int_td,0,,,,,
player,201909290ram,ram,MattCl99,def_int_long,0,,,,,
player,201909290ram,ram,MattCl99,pass_defended,0,,,,,
player,201909290ram,ram,MattCl99,sacks,1.0,,,,,
player,201909290ram,ram,MattCl99,tackles_combined,5,,,,,
player,201909290ram,ram,MattCl99,tackles_solo,4,,,,,
player,201909290ram,ram,MattCl99,tackles_assists,1,,,,,
player,201909290ram,ram,MattCl99,tackles_loss,2,,,,,
player,201909290ram,ram,MattCl99,qb_hits,1,,,,,
player,201909290ram,ram,MattCl99,fumbles_rec,0,,,,,
player,201909290ram,ram,MattCl99,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,MattCl99,fumbles_rec_td,0,,,,,
player,201909290ram,ram,MattCl99,fumbles_forced,0,,,,,
player,201909290ram,ram,JoseSe00,def_int,0,,,,,
player,201909290ram,ram,JoseSe00,def_int_yds,0,,,,,
player,201909290ram,ram,JoseSe00,def_int_td,0,,,,,
player,201909290ram,ram,JoseSe00,def_int_long,0,,,,,
player,201909290ram,ram,JoseSe00,pass_defended,0,,,,,
player,201909290ram,ram,JoseSe00,sacks,1.0,,,,,
player,201909290ram,ram,JoseSe00,tackles_combined,3,,,,,
player,201909290ram,ram,JoseSe00,tackles_solo,3,,,,,
player,201909290ram,ram,JoseSe00,tackles_assists,0,,,,,
player,201909290ram,ram,JoseSe00,tackles_loss,2,,,,,
player,201909290ram,ram,JoseSe00,qb_hits,1,,,,,
player,201909290ram,ram,JoseSe00,fumbles_rec,0,,,,,
player,201909290ram,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,JoseSe00,fumbles_forced,0,,,,,
player,201909290ram,ram,WeddEr99,def_int,0,,,,,
player,201909290ram,ram,WeddEr99,def_int_yds,0,,,,,
player,201909290ram,ram,WeddEr99,def_int_td,0,,,,,
player,201909290ram,ram,WeddEr99,def_int_long,0,,,,,
player,201909290ram,ram,WeddEr99,pass_defended,2,,,,,
player,201909290ram,ram,WeddEr99,sacks,0.0,,,,,
player,201909290ram,ram,WeddEr99,tackles_combined,15,,,,,
player,201909290ram,ram,WeddEr99,tackles_solo,10,,,,,
player,201909290ram,ram,WeddEr99,tackles_assists,5,,,,,
player,201909290ram,ram,WeddEr99,tackles_loss,0,,,,,
player,201909290ram,ram,WeddEr99,qb_hits,0,,,,,
player,201909290ram,ram,WeddEr99,fumbles_rec,0,,,,,
player,201909290ram,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201909290ram,ram,WeddEr99,fumbles_forced,0,,,,,
player,201909290ram,ram,JohnJo10,def_int,0,,,,,
player,201909290ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201909290ram,ram,JohnJo10,def_int_td,0,,,,,
player,201909290ram,ram,JohnJo10,def_int_long,0,,,,,
player,201909290ram,ram,JohnJo10,pass_defended,0,,,,,
player,201909290ram,ram,JohnJo10,sacks,0.0,,,,,
player,201909290ram,ram,JohnJo10,tackles_combined,11,,,,,
player,201909290ram,ram,JohnJo10,tackles_solo,6,,,,,
player,201909290ram,ram,JohnJo10,tackles_assists,5,,,,,
player,201909290ram,ram,JohnJo10,tackles_loss,0,,,,,
player,201909290ram,ram,JohnJo10,qb_hits,0,,,,,
player,201909290ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201909290ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201909290ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201909290ram,ram,LittCo01,def_int,0,,,,,
player,201909290ram,ram,LittCo01,def_int_yds,0,,,,,
player,201909290ram,ram,LittCo01,def_int_td,0,,,,,
player,201909290ram,ram,LittCo01,def_int_long,0,,,,,
player,201909290ram,ram,LittCo01,pass_defended,0,,,,,
player,201909290ram,ram,LittCo01,sacks,0.0,,,,,
player,201909290ram,ram,LittCo01,tackles_combined,8,,,,,
player,201909290ram,ram,LittCo01,tackles_solo,3,,,,,
player,201909290ram,ram,LittCo01,tackles_assists,5,,,,,
player,201909290ram,ram,LittCo01,tackles_loss,0,,,,,
player,201909290ram,ram,LittCo01,qb_hits,0,,,,,
player,201909290ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201909290ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201909290ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201909290ram,ram,BrocMi00,def_int,0,,,,,
player,201909290ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201909290ram,ram,BrocMi00,def_int_td,0,,,,,
player,201909290ram,ram,BrocMi00,def_int_long,0,,,,,
player,201909290ram,ram,BrocMi00,pass_defended,1,,,,,
player,201909290ram,ram,BrocMi00,sacks,0.0,,,,,
player,201909290ram,ram,BrocMi00,tackles_combined,4,,,,,
player,201909290ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201909290ram,ram,BrocMi00,tackles_assists,3,,,,,
player,201909290ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201909290ram,ram,BrocMi00,qb_hits,1,,,,,
player,201909290ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201909290ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201909290ram,ram,DonaAa00,def_int,0,,,,,
player,201909290ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201909290ram,ram,DonaAa00,def_int_td,0,,,,,
player,201909290ram,ram,DonaAa00,def_int_long,0,,,,,
player,201909290ram,ram,DonaAa00,pass_defended,0,,,,,
player,201909290ram,ram,DonaAa00,sacks,0.0,,,,,
player,201909290ram,ram,DonaAa00,tackles_combined,4,,,,,
player,201909290ram,ram,DonaAa00,tackles_solo,1,,,,,
player,201909290ram,ram,DonaAa00,tackles_assists,3,,,,,
player,201909290ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201909290ram,ram,DonaAa00,qb_hits,0,,,,,
player,201909290ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201909290ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201909290ram,ram,FowlDa00,def_int,0,,,,,
player,201909290ram,ram,FowlDa00,def_int_yds,0,,,,,
player,201909290ram,ram,FowlDa00,def_int_td,0,,,,,
player,201909290ram,ram,FowlDa00,def_int_long,0,,,,,
player,201909290ram,ram,FowlDa00,pass_defended,0,,,,,
player,201909290ram,ram,FowlDa00,sacks,0.0,,,,,
player,201909290ram,ram,FowlDa00,tackles_combined,4,,,,,
player,201909290ram,ram,FowlDa00,tackles_solo,1,,,,,
player,201909290ram,ram,FowlDa00,tackles_assists,3,,,,,
player,201909290ram,ram,FowlDa00,tackles_loss,1,,,,,
player,201909290ram,ram,FowlDa00,qb_hits,0,,,,,
player,201909290ram,ram,FowlDa00,fumbles_rec,0,,,,,
player,201909290ram,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,FowlDa00,fumbles_forced,0,,,,,
player,201909290ram,ram,EbukSa00,def_int,0,,,,,
player,201909290ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201909290ram,ram,EbukSa00,def_int_td,0,,,,,
player,201909290ram,ram,EbukSa00,def_int_long,0,,,,,
player,201909290ram,ram,EbukSa00,pass_defended,0,,,,,
player,201909290ram,ram,EbukSa00,sacks,0.0,,,,,
player,201909290ram,ram,EbukSa00,tackles_combined,3,,,,,
player,201909290ram,ram,EbukSa00,tackles_solo,1,,,,,
player,201909290ram,ram,EbukSa00,tackles_assists,2,,,,,
player,201909290ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201909290ram,ram,EbukSa00,qb_hits,1,,,,,
player,201909290ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201909290ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201909290ram,ram,RappTa00,def_int,0,,,,,
player,201909290ram,ram,RappTa00,def_int_yds,0,,,,,
player,201909290ram,ram,RappTa00,def_int_td,0,,,,,
player,201909290ram,ram,RappTa00,def_int_long,0,,,,,
player,201909290ram,ram,RappTa00,pass_defended,0,,,,,
player,201909290ram,ram,RappTa00,sacks,0.0,,,,,
player,201909290ram,ram,RappTa00,tackles_combined,3,,,,,
player,201909290ram,ram,RappTa00,tackles_solo,1,,,,,
player,201909290ram,ram,RappTa00,tackles_assists,2,,,,,
player,201909290ram,ram,RappTa00,tackles_loss,0,,,,,
player,201909290ram,ram,RappTa00,qb_hits,0,,,,,
player,201909290ram,ram,RappTa00,fumbles_rec,0,,,,,
player,201909290ram,ram,RappTa00,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,RappTa00,fumbles_rec_td,0,,,,,
player,201909290ram,ram,RappTa00,fumbles_forced,0,,,,,
player,201909290ram,ram,ReedTr01,def_int,0,,,,,
player,201909290ram,ram,ReedTr01,def_int_yds,0,,,,,
player,201909290ram,ram,ReedTr01,def_int_td,0,,,,,
player,201909290ram,ram,ReedTr01,def_int_long,0,,,,,
player,201909290ram,ram,ReedTr01,pass_defended,0,,,,,
player,201909290ram,ram,ReedTr01,sacks,0.0,,,,,
player,201909290ram,ram,ReedTr01,tackles_combined,3,,,,,
player,201909290ram,ram,ReedTr01,tackles_solo,2,,,,,
player,201909290ram,ram,ReedTr01,tackles_assists,1,,,,,
player,201909290ram,ram,ReedTr01,tackles_loss,0,,,,,
player,201909290ram,ram,ReedTr01,qb_hits,0,,,,,
player,201909290ram,ram,ReedTr01,fumbles_rec,0,,,,,
player,201909290ram,ram,ReedTr01,fumbles_rec_yds,0,,,,,
player,201909290ram,ram,ReedTr01,fumbles_rec_td,0,,,,,
