game,2019,2,20190915,201909150mia,nwe,"New England Patriots",43,mia,"Miami Dolphins",0
team,201909150mia,nwe,First Downs,27,,,,,,
team,201909150mia,mia,First Downs,11,,,,,,
team,201909150mia,nwe,Rush-Yds-TDs,35-124-2,,,,,,
team,201909150mia,mia,Rush-Yds-TDs,15-42-0,,,,,,
team,201909150mia,nwe,Cmp-Att-Yd-TD-INT,20-28-264-2-0,,,,,,
team,201909150mia,mia,Cmp-Att-Yd-TD-INT,18-39-186-0-4,,,,,,
team,201909150mia,nwe,Sacked-Yards,2-9,,,,,,
team,201909150mia,mia,Sacked-Yards,7-44,,,,,,
team,201909150mia,nwe,Net Pass Yards,255,,,,,,
team,201909150mia,mia,Net Pass Yards,142,,,,,,
team,201909150mia,nwe,Total Yards,379,,,,,,
team,201909150mia,mia,Total Yards,184,,,,,,
team,201909150mia,nwe,Fumbles-Lost,1-1,,,,,,
team,201909150mia,mia,Fumbles-Lost,0-0,,,,,,
team,201909150mia,nwe,Turnovers,1,,,,,,
team,201909150mia,mia,Turnovers,4,,,,,,
team,201909150mia,nwe,Penalties-Yards,5-54,,,,,,
team,201909150mia,mia,Penalties-Yards,4-22,,,,,,
team,201909150mia,nwe,Third Down Conv.,6-11,,,,,,
team,201909150mia,mia,Third Down Conv.,2-15,,,,,,
team,201909150mia,nwe,Fourth Down Conv.,0-0,,,,,,
team,201909150mia,mia,Fourth Down Conv.,2-4,,,,,,
team,201909150mia,nwe,Time of Possession,36:30,,,,,,
team,201909150mia,mia,Time of Possession,23:30,,,,,,
player,201909150mia,nwe,BradTo00,pass_cmp,20,,,,,
player,201909150mia,nwe,BradTo00,pass_att,28,,,,,
player,201909150mia,nwe,BradTo00,pass_yds,264,,,,,
player,201909150mia,nwe,BradTo00,pass_td,2,,,,,
player,201909150mia,nwe,BradTo00,pass_int,0,,,,,
player,201909150mia,nwe,BradTo00,pass_sacked,2,,,,,
player,201909150mia,nwe,BradTo00,pass_sacked_yds,9,,,,,
player,201909150mia,nwe,BradTo00,pass_long,32,,,,,
player,201909150mia,nwe,BradTo00,pass_rating,124.7,,,,,
player,201909150mia,nwe,BradTo00,rush_att,2,,,,,
player,201909150mia,nwe,BradTo00,rush_yds,1,,,,,
player,201909150mia,nwe,BradTo00,rush_td,1,,,,,
player,201909150mia,nwe,BradTo00,rush_long,1,,,,,
player,201909150mia,nwe,BradTo00,targets,0,,,,,
player,201909150mia,nwe,BradTo00,rec,0,,,,,
player,201909150mia,nwe,BradTo00,rec_yds,0,,,,,
player,201909150mia,nwe,BradTo00,rec_td,0,,,,,
player,201909150mia,nwe,BradTo00,rec_long,0,,,,,
player,201909150mia,nwe,BradTo00,fumbles,0,,,,,
player,201909150mia,nwe,BradTo00,fumbles_lost,0,,,,,
player,201909150mia,nwe,MichSo00,pass_cmp,0,,,,,
player,201909150mia,nwe,MichSo00,pass_att,0,,,,,
player,201909150mia,nwe,MichSo00,pass_yds,0,,,,,
player,201909150mia,nwe,MichSo00,pass_td,0,,,,,
player,201909150mia,nwe,MichSo00,pass_int,0,,,,,
player,201909150mia,nwe,MichSo00,pass_sacked,0,,,,,
player,201909150mia,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201909150mia,nwe,MichSo00,pass_long,0,,,,,
player,201909150mia,nwe,MichSo00,pass_rating,,,,,,
player,201909150mia,nwe,MichSo00,rush_att,21,,,,,
player,201909150mia,nwe,MichSo00,rush_yds,83,,,,,
player,201909150mia,nwe,MichSo00,rush_td,1,,,,,
player,201909150mia,nwe,MichSo00,rush_long,12,,,,,
player,201909150mia,nwe,MichSo00,targets,0,,,,,
player,201909150mia,nwe,MichSo00,rec,0,,,,,
player,201909150mia,nwe,MichSo00,rec_yds,0,,,,,
player,201909150mia,nwe,MichSo00,rec_td,0,,,,,
player,201909150mia,nwe,MichSo00,rec_long,0,,,,,
player,201909150mia,nwe,MichSo00,fumbles,1,,,,,
player,201909150mia,nwe,MichSo00,fumbles_lost,1,,,,,
player,201909150mia,nwe,BurkRe00,pass_cmp,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_att,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_yds,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_td,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_int,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_sacked,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_long,0,,,,,
player,201909150mia,nwe,BurkRe00,pass_rating,,,,,,
player,201909150mia,nwe,BurkRe00,rush_att,5,,,,,
player,201909150mia,nwe,BurkRe00,rush_yds,21,,,,,
player,201909150mia,nwe,BurkRe00,rush_td,0,,,,,
player,201909150mia,nwe,BurkRe00,rush_long,12,,,,,
player,201909150mia,nwe,BurkRe00,targets,2,,,,,
player,201909150mia,nwe,BurkRe00,rec,2,,,,,
player,201909150mia,nwe,BurkRe00,rec_yds,47,,,,,
player,201909150mia,nwe,BurkRe00,rec_td,0,,,,,
player,201909150mia,nwe,BurkRe00,rec_long,32,,,,,
player,201909150mia,nwe,BurkRe00,fumbles,0,,,,,
player,201909150mia,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_cmp,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_att,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_yds,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_td,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_int,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_sacked,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_long,0,,,,,
player,201909150mia,nwe,WhitJa02,pass_rating,,,,,,
player,201909150mia,nwe,WhitJa02,rush_att,3,,,,,
player,201909150mia,nwe,WhitJa02,rush_yds,10,,,,,
player,201909150mia,nwe,WhitJa02,rush_td,0,,,,,
player,201909150mia,nwe,WhitJa02,rush_long,5,,,,,
player,201909150mia,nwe,WhitJa02,targets,4,,,,,
player,201909150mia,nwe,WhitJa02,rec,3,,,,,
player,201909150mia,nwe,WhitJa02,rec_yds,19,,,,,
player,201909150mia,nwe,WhitJa02,rec_td,1,,,,,
player,201909150mia,nwe,WhitJa02,rec_long,10,,,,,
player,201909150mia,nwe,WhitJa02,fumbles,0,,,,,
player,201909150mia,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_cmp,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_att,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_yds,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_td,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_int,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_sacked,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_sacked_yds,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_long,0,,,,,
player,201909150mia,nwe,BrowAn04,pass_rating,,,,,,
player,201909150mia,nwe,BrowAn04,rush_att,1,,,,,
player,201909150mia,nwe,BrowAn04,rush_yds,5,,,,,
player,201909150mia,nwe,BrowAn04,rush_td,0,,,,,
player,201909150mia,nwe,BrowAn04,rush_long,5,,,,,
player,201909150mia,nwe,BrowAn04,targets,8,,,,,
player,201909150mia,nwe,BrowAn04,rec,4,,,,,
player,201909150mia,nwe,BrowAn04,rec_yds,56,,,,,
player,201909150mia,nwe,BrowAn04,rec_td,1,,,,,
player,201909150mia,nwe,BrowAn04,rec_long,20,,,,,
player,201909150mia,nwe,BrowAn04,fumbles,0,,,,,
player,201909150mia,nwe,BrowAn04,fumbles_lost,0,,,,,
player,201909150mia,nwe,DeveJa00,pass_cmp,0,,,,,
player,201909150mia,nwe,DeveJa00,pass_att,0,,,,,
player,201909150mia,nwe,DeveJa00,pass_yds,0,,,,,
