game,2019,12,20191125,201911250ram,rav,"Baltimore Ravens",45,ram,"Los Angeles Rams",6
player,201911250ram,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201911250ram,rav,SmitJi03,fumbles_forced,0,,,,,
player,201911250ram,rav,PeteMa00,def_int,1,,,,,
player,201911250ram,rav,PeteMa00,def_int_yds,22,,,,,
player,201911250ram,rav,PeteMa00,def_int_td,0,,,,,
player,201911250ram,rav,PeteMa00,def_int_long,22,,,,,
player,201911250ram,rav,PeteMa00,pass_defended,1,,,,,
player,201911250ram,rav,PeteMa00,sacks,0.0,,,,,
player,201911250ram,rav,PeteMa00,tackles_combined,8,,,,,
player,201911250ram,rav,PeteMa00,tackles_solo,6,,,,,
player,201911250ram,rav,PeteMa00,tackles_assists,2,,,,,
player,201911250ram,rav,PeteMa00,tackles_loss,0,,,,,
player,201911250ram,rav,PeteMa00,qb_hits,0,,,,,
player,201911250ram,rav,PeteMa00,fumbles_rec,0,,,,,
player,201911250ram,rav,PeteMa00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,PeteMa00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,PeteMa00,fumbles_forced,0,,,,,
player,201911250ram,rav,JudoMa00,def_int,0,,,,,
player,201911250ram,rav,JudoMa00,def_int_yds,0,,,,,
player,201911250ram,rav,JudoMa00,def_int_td,0,,,,,
player,201911250ram,rav,JudoMa00,def_int_long,0,,,,,
player,201911250ram,rav,JudoMa00,pass_defended,0,,,,,
player,201911250ram,rav,JudoMa00,sacks,1.0,,,,,
player,201911250ram,rav,JudoMa00,tackles_combined,2,,,,,
player,201911250ram,rav,JudoMa00,tackles_solo,2,,,,,
player,201911250ram,rav,JudoMa00,tackles_assists,0,,,,,
player,201911250ram,rav,JudoMa00,tackles_loss,0,,,,,
player,201911250ram,rav,JudoMa00,qb_hits,2,,,,,
player,201911250ram,rav,JudoMa00,fumbles_rec,0,,,,,
player,201911250ram,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,JudoMa00,fumbles_forced,1,,,,,
player,201911250ram,rav,FergJa02,def_int,0,,,,,
player,201911250ram,rav,FergJa02,def_int_yds,0,,,,,
player,201911250ram,rav,FergJa02,def_int_td,0,,,,,
player,201911250ram,rav,FergJa02,def_int_long,0,,,,,
player,201911250ram,rav,FergJa02,pass_defended,0,,,,,
player,201911250ram,rav,FergJa02,sacks,0.0,,,,,
player,201911250ram,rav,FergJa02,tackles_combined,5,,,,,
player,201911250ram,rav,FergJa02,tackles_solo,5,,,,,
player,201911250ram,rav,FergJa02,tackles_assists,0,,,,,
player,201911250ram,rav,FergJa02,tackles_loss,1,,,,,
player,201911250ram,rav,FergJa02,qb_hits,0,,,,,
player,201911250ram,rav,FergJa02,fumbles_rec,0,,,,,
player,201911250ram,rav,FergJa02,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,FergJa02,fumbles_rec_td,0,,,,,
player,201911250ram,rav,FergJa02,fumbles_forced,0,,,,,
player,201911250ram,rav,HumpMa00,def_int,0,,,,,
player,201911250ram,rav,HumpMa00,def_int_yds,0,,,,,
player,201911250ram,rav,HumpMa00,def_int_td,0,,,,,
player,201911250ram,rav,HumpMa00,def_int_long,0,,,,,
player,201911250ram,rav,HumpMa00,pass_defended,0,,,,,
player,201911250ram,rav,HumpMa00,sacks,0.0,,,,,
player,201911250ram,rav,HumpMa00,tackles_combined,5,,,,,
player,201911250ram,rav,HumpMa00,tackles_solo,5,,,,,
player,201911250ram,rav,HumpMa00,tackles_assists,0,,,,,
player,201911250ram,rav,HumpMa00,tackles_loss,0,,,,,
player,201911250ram,rav,HumpMa00,qb_hits,0,,,,,
player,201911250ram,rav,HumpMa00,fumbles_rec,0,,,,,
player,201911250ram,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,HumpMa00,fumbles_forced,0,,,,,
player,201911250ram,rav,CarrBr99,def_int,0,,,,,
player,201911250ram,rav,CarrBr99,def_int_yds,0,,,,,
player,201911250ram,rav,CarrBr99,def_int_td,0,,,,,
player,201911250ram,rav,CarrBr99,def_int_long,0,,,,,
player,201911250ram,rav,CarrBr99,pass_defended,0,,,,,
player,201911250ram,rav,CarrBr99,sacks,0.0,,,,,
player,201911250ram,rav,CarrBr99,tackles_combined,4,,,,,
player,201911250ram,rav,CarrBr99,tackles_solo,4,,,,,
player,201911250ram,rav,CarrBr99,tackles_assists,0,,,,,
player,201911250ram,rav,CarrBr99,tackles_loss,0,,,,,
player,201911250ram,rav,CarrBr99,qb_hits,1,,,,,
player,201911250ram,rav,CarrBr99,fumbles_rec,0,,,,,
player,201911250ram,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201911250ram,rav,CarrBr99,fumbles_forced,0,,,,,
player,201911250ram,rav,ClarCh00,def_int,0,,,,,
player,201911250ram,rav,ClarCh00,def_int_yds,0,,,,,
player,201911250ram,rav,ClarCh00,def_int_td,0,,,,,
player,201911250ram,rav,ClarCh00,def_int_long,0,,,,,
player,201911250ram,rav,ClarCh00,pass_defended,0,,,,,
player,201911250ram,rav,ClarCh00,sacks,0.0,,,,,
player,201911250ram,rav,ClarCh00,tackles_combined,4,,,,,
player,201911250ram,rav,ClarCh00,tackles_solo,3,,,,,
player,201911250ram,rav,ClarCh00,tackles_assists,1,,,,,
player,201911250ram,rav,ClarCh00,tackles_loss,0,,,,,
player,201911250ram,rav,ClarCh00,qb_hits,0,,,,,
player,201911250ram,rav,ClarCh00,fumbles_rec,0,,,,,
player,201911250ram,rav,ClarCh00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,ClarCh00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,ClarCh00,fumbles_forced,0,,,,,
player,201911250ram,rav,ByneJo00,def_int,0,,,,,
player,201911250ram,rav,ByneJo00,def_int_yds,0,,,,,
player,201911250ram,rav,ByneJo00,def_int_td,0,,,,,
player,201911250ram,rav,ByneJo00,def_int_long,0,,,,,
player,201911250ram,rav,ByneJo00,pass_defended,0,,,,,
player,201911250ram,rav,ByneJo00,sacks,0.0,,,,,
player,201911250ram,rav,ByneJo00,tackles_combined,3,,,,,
player,201911250ram,rav,ByneJo00,tackles_solo,1,,,,,
player,201911250ram,rav,ByneJo00,tackles_assists,2,,,,,
player,201911250ram,rav,ByneJo00,tackles_loss,1,,,,,
player,201911250ram,rav,ByneJo00,qb_hits,0,,,,,
player,201911250ram,rav,ByneJo00,fumbles_rec,0,,,,,
player,201911250ram,rav,ByneJo00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,ByneJo00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,ByneJo00,fumbles_forced,0,,,,,
player,201911250ram,rav,OnwuPa00,def_int,0,,,,,
player,201911250ram,rav,OnwuPa00,def_int_yds,0,,,,,
player,201911250ram,rav,OnwuPa00,def_int_td,0,,,,,
player,201911250ram,rav,OnwuPa00,def_int_long,0,,,,,
player,201911250ram,rav,OnwuPa00,pass_defended,0,,,,,
player,201911250ram,rav,OnwuPa00,sacks,0.0,,,,,
player,201911250ram,rav,OnwuPa00,tackles_combined,2,,,,,
player,201911250ram,rav,OnwuPa00,tackles_solo,0,,,,,
player,201911250ram,rav,OnwuPa00,tackles_assists,2,,,,,
player,201911250ram,rav,OnwuPa00,tackles_loss,0,,,,,
player,201911250ram,rav,OnwuPa00,qb_hits,0,,,,,
player,201911250ram,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201911250ram,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201911250ram,rav,WormCh00,def_int,0,,,,,
player,201911250ram,rav,WormCh00,def_int_yds,0,,,,,
player,201911250ram,rav,WormCh00,def_int_td,0,,,,,
player,201911250ram,rav,WormCh00,def_int_long,0,,,,,
player,201911250ram,rav,WormCh00,pass_defended,0,,,,,
player,201911250ram,rav,WormCh00,sacks,0.0,,,,,
player,201911250ram,rav,WormCh00,tackles_combined,2,,,,,
player,201911250ram,rav,WormCh00,tackles_solo,1,,,,,
player,201911250ram,rav,WormCh00,tackles_assists,1,,,,,
player,201911250ram,rav,WormCh00,tackles_loss,0,,,,,
player,201911250ram,rav,WormCh00,qb_hits,0,,,,,
player,201911250ram,rav,WormCh00,fumbles_rec,0,,,,,
player,201911250ram,rav,WormCh00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,WormCh00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,WormCh00,fumbles_forced,0,,,,,
player,201911250ram,rav,BowsTy00,def_int,0,,,,,
player,201911250ram,rav,BowsTy00,def_int_yds,0,,,,,
player,201911250ram,rav,BowsTy00,def_int_td,0,,,,,
player,201911250ram,rav,BowsTy00,def_int_long,0,,,,,
player,201911250ram,rav,BowsTy00,pass_defended,0,,,,,
player,201911250ram,rav,BowsTy00,sacks,0.0,,,,,
player,201911250ram,rav,BowsTy00,tackles_combined,1,,,,,
player,201911250ram,rav,BowsTy00,tackles_solo,1,,,,,
player,201911250ram,rav,BowsTy00,tackles_assists,0,,,,,
player,201911250ram,rav,BowsTy00,tackles_loss,0,,,,,
player,201911250ram,rav,BowsTy00,qb_hits,2,,,,,
player,201911250ram,rav,BowsTy00,fumbles_rec,0,,,,,
player,201911250ram,rav,BowsTy00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,BowsTy00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,BowsTy00,fumbles_forced,0,,,,,
player,201911250ram,rav,ThomEa99,def_int,0,,,,,
player,201911250ram,rav,ThomEa99,def_int_yds,0,,,,,
player,201911250ram,rav,ThomEa99,def_int_td,0,,,,,
player,201911250ram,rav,ThomEa99,def_int_long,0,,,,,
player,201911250ram,rav,ThomEa99,pass_defended,0,,,,,
player,201911250ram,rav,ThomEa99,sacks,0.0,,,,,
player,201911250ram,rav,ThomEa99,tackles_combined,1,,,,,
player,201911250ram,rav,ThomEa99,tackles_solo,1,,,,,
player,201911250ram,rav,ThomEa99,tackles_assists,0,,,,,
player,201911250ram,rav,ThomEa99,tackles_loss,0,,,,,
player,201911250ram,rav,ThomEa99,qb_hits,0,,,,,
player,201911250ram,rav,ThomEa99,fumbles_rec,0,,,,,
player,201911250ram,rav,ThomEa99,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,ThomEa99,fumbles_rec_td,0,,,,,
player,201911250ram,rav,ThomEa99,fumbles_forced,0,,,,,
player,201911250ram,rav,WillBr02,def_int,0,,,,,
player,201911250ram,rav,WillBr02,def_int_yds,0,,,,,
player,201911250ram,rav,WillBr02,def_int_td,0,,,,,
player,201911250ram,rav,WillBr02,def_int_long,0,,,,,
player,201911250ram,rav,WillBr02,pass_defended,0,,,,,
player,201911250ram,rav,WillBr02,sacks,0.0,,,,,
player,201911250ram,rav,WillBr02,tackles_combined,1,,,,,
player,201911250ram,rav,WillBr02,tackles_solo,0,,,,,
player,201911250ram,rav,WillBr02,tackles_assists,1,,,,,
player,201911250ram,rav,WillBr02,tackles_loss,0,,,,,
player,201911250ram,rav,WillBr02,qb_hits,0,,,,,
player,201911250ram,rav,WillBr02,fumbles_rec,0,,,,,
player,201911250ram,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201911250ram,rav,WillBr02,fumbles_forced,0,,,,,
player,201911250ram,rav,JackLa00,def_int,0,,,,,
player,201911250ram,rav,JackLa00,def_int_yds,0,,,,,
player,201911250ram,rav,JackLa00,def_int_td,0,,,,,
player,201911250ram,rav,JackLa00,def_int_long,0,,,,,
player,201911250ram,rav,JackLa00,pass_defended,0,,,,,
player,201911250ram,rav,JackLa00,sacks,0.0,,,,,
player,201911250ram,rav,JackLa00,tackles_combined,0,,,,,
player,201911250ram,rav,JackLa00,tackles_solo,0,,,,,
player,201911250ram,rav,JackLa00,tackles_assists,0,,,,,
player,201911250ram,rav,JackLa00,tackles_loss,0,,,,,
player,201911250ram,rav,JackLa00,qb_hits,0,,,,,
player,201911250ram,rav,JackLa00,fumbles_rec,1,,,,,
player,201911250ram,rav,JackLa00,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,JackLa00,fumbles_rec_td,0,,,,,
player,201911250ram,rav,JackLa00,fumbles_forced,0,,,,,
player,201911250ram,rav,WardJi02,def_int,0,,,,,
player,201911250ram,rav,WardJi02,def_int_yds,0,,,,,
player,201911250ram,rav,WardJi02,def_int_td,0,,,,,
player,201911250ram,rav,WardJi02,def_int_long,0,,,,,
player,201911250ram,rav,WardJi02,pass_defended,0,,,,,
player,201911250ram,rav,WardJi02,sacks,0.0,,,,,
player,201911250ram,rav,WardJi02,tackles_combined,0,,,,,
player,201911250ram,rav,WardJi02,tackles_solo,0,,,,,
player,201911250ram,rav,WardJi02,tackles_assists,0,,,,,
player,201911250ram,rav,WardJi02,tackles_loss,0,,,,,
player,201911250ram,rav,WardJi02,qb_hits,1,,,,,
player,201911250ram,rav,WardJi02,fumbles_rec,0,,,,,
player,201911250ram,rav,WardJi02,fumbles_rec_yds,0,,,,,
player,201911250ram,rav,WardJi02,fumbles_rec_td,0,,,,,
player,201911250ram,rav,WardJi02,fumbles_forced,0,,,,,
player,201911250ram,ram,EbukSa00,def_int,0,,,,,
player,201911250ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201911250ram,ram,EbukSa00,def_int_td,0,,,,,
player,201911250ram,ram,EbukSa00,def_int_long,0,,,,,
player,201911250ram,ram,EbukSa00,pass_defended,0,,,,,
player,201911250ram,ram,EbukSa00,sacks,1.5,,,,,
player,201911250ram,ram,EbukSa00,tackles_combined,7,,,,,
player,201911250ram,ram,EbukSa00,tackles_solo,3,,,,,
player,201911250ram,ram,EbukSa00,tackles_assists,4,,,,,
player,201911250ram,ram,EbukSa00,tackles_loss,1,,,,,
player,201911250ram,ram,EbukSa00,qb_hits,3,,,,,
player,201911250ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201911250ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201911250ram,ram,BrocMi00,def_int,0,,,,,
player,201911250ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201911250ram,ram,BrocMi00,def_int_td,0,,,,,
player,201911250ram,ram,BrocMi00,def_int_long,0,,,,,
player,201911250ram,ram,BrocMi00,pass_defended,0,,,,,
player,201911250ram,ram,BrocMi00,sacks,1.0,,,,,
player,201911250ram,ram,BrocMi00,tackles_combined,8,,,,,
player,201911250ram,ram,BrocMi00,tackles_solo,4,,,,,
player,201911250ram,ram,BrocMi00,tackles_assists,4,,,,,
player,201911250ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201911250ram,ram,BrocMi00,qb_hits,2,,,,,
player,201911250ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201911250ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201911250ram,ram,GainGr00,def_int,0,,,,,
player,201911250ram,ram,GainGr00,def_int_yds,0,,,,,
player,201911250ram,ram,GainGr00,def_int_td,0,,,,,
player,201911250ram,ram,GainGr00,def_int_long,0,,,,,
player,201911250ram,ram,GainGr00,pass_defended,0,,,,,
player,201911250ram,ram,GainGr00,sacks,0.5,,,,,
player,201911250ram,ram,GainGr00,tackles_combined,4,,,,,
player,201911250ram,ram,GainGr00,tackles_solo,1,,,,,
player,201911250ram,ram,GainGr00,tackles_assists,3,,,,,
player,201911250ram,ram,GainGr00,tackles_loss,0,,,,,
player,201911250ram,ram,GainGr00,qb_hits,1,,,,,
player,201911250ram,ram,GainGr00,fumbles_rec,0,,,,,
player,201911250ram,ram,GainGr00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,GainGr00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,GainGr00,fumbles_forced,0,,,,,
player,201911250ram,ram,LittCo01,def_int,0,,,,,
player,201911250ram,ram,LittCo01,def_int_yds,0,,,,,
player,201911250ram,ram,LittCo01,def_int_td,0,,,,,
player,201911250ram,ram,LittCo01,def_int_long,0,,,,,
player,201911250ram,ram,LittCo01,pass_defended,0,,,,,
player,201911250ram,ram,LittCo01,sacks,0.0,,,,,
player,201911250ram,ram,LittCo01,tackles_combined,12,,,,,
player,201911250ram,ram,LittCo01,tackles_solo,5,,,,,
player,201911250ram,ram,LittCo01,tackles_assists,7,,,,,
player,201911250ram,ram,LittCo01,tackles_loss,0,,,,,
player,201911250ram,ram,LittCo01,qb_hits,0,,,,,
player,201911250ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201911250ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201911250ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201911250ram,ram,RappTa00,def_int,0,,,,,
player,201911250ram,ram,RappTa00,def_int_yds,0,,,,,
player,201911250ram,ram,RappTa00,def_int_td,0,,,,,
player,201911250ram,ram,RappTa00,def_int_long,0,,,,,
player,201911250ram,ram,RappTa00,pass_defended,1,,,,,
player,201911250ram,ram,RappTa00,sacks,0.0,,,,,
player,201911250ram,ram,RappTa00,tackles_combined,10,,,,,
player,201911250ram,ram,RappTa00,tackles_solo,6,,,,,
player,201911250ram,ram,RappTa00,tackles_assists,4,,,,,
player,201911250ram,ram,RappTa00,tackles_loss,0,,,,,
player,201911250ram,ram,RappTa00,qb_hits,1,,,,,
player,201911250ram,ram,RappTa00,fumbles_rec,0,,,,,
player,201911250ram,ram,RappTa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,RappTa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,RappTa00,fumbles_forced,0,,,,,
player,201911250ram,ram,WeddEr99,def_int,0,,,,,
player,201911250ram,ram,WeddEr99,def_int_yds,0,,,,,
player,201911250ram,ram,WeddEr99,def_int_td,0,,,,,
player,201911250ram,ram,WeddEr99,def_int_long,0,,,,,
player,201911250ram,ram,WeddEr99,pass_defended,1,,,,,
player,201911250ram,ram,WeddEr99,sacks,0.0,,,,,
player,201911250ram,ram,WeddEr99,tackles_combined,9,,,,,
player,201911250ram,ram,WeddEr99,tackles_solo,8,,,,,
player,201911250ram,ram,WeddEr99,tackles_assists,1,,,,,
player,201911250ram,ram,WeddEr99,tackles_loss,0,,,,,
player,201911250ram,ram,WeddEr99,qb_hits,0,,,,,
player,201911250ram,ram,WeddEr99,fumbles_rec,0,,,,,
player,201911250ram,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201911250ram,ram,WeddEr99,fumbles_forced,0,,,,,
player,201911250ram,ram,HillTr01,def_int,0,,,,,
player,201911250ram,ram,HillTr01,def_int_yds,0,,,,,
player,201911250ram,ram,HillTr01,def_int_td,0,,,,,
player,201911250ram,ram,HillTr01,def_int_long,0,,,,,
player,201911250ram,ram,HillTr01,pass_defended,0,,,,,
player,201911250ram,ram,HillTr01,sacks,0.0,,,,,
player,201911250ram,ram,HillTr01,tackles_combined,7,,,,,
player,201911250ram,ram,HillTr01,tackles_solo,4,,,,,
player,201911250ram,ram,HillTr01,tackles_assists,3,,,,,
player,201911250ram,ram,HillTr01,tackles_loss,0,,,,,
player,201911250ram,ram,HillTr01,qb_hits,0,,,,,
player,201911250ram,ram,HillTr01,fumbles_rec,0,,,,,
player,201911250ram,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201911250ram,ram,HillTr01,fumbles_forced,0,,,,,
player,201911250ram,ram,RamsJa00,def_int,0,,,,,
player,201911250ram,ram,RamsJa00,def_int_yds,0,,,,,
player,201911250ram,ram,RamsJa00,def_int_td,0,,,,,
player,201911250ram,ram,RamsJa00,def_int_long,0,,,,,
player,201911250ram,ram,RamsJa00,pass_defended,1,,,,,
player,201911250ram,ram,RamsJa00,sacks,0.0,,,,,
player,201911250ram,ram,RamsJa00,tackles_combined,6,,,,,
player,201911250ram,ram,RamsJa00,tackles_solo,6,,,,,
player,201911250ram,ram,RamsJa00,tackles_assists,0,,,,,
player,201911250ram,ram,RamsJa00,tackles_loss,0,,,,,
player,201911250ram,ram,RamsJa00,qb_hits,0,,,,,
player,201911250ram,ram,RamsJa00,fumbles_rec,0,,,,,
player,201911250ram,ram,RamsJa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,RamsJa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,RamsJa00,fumbles_forced,0,,,,,
player,201911250ram,ram,FowlDa00,def_int,0,,,,,
player,201911250ram,ram,FowlDa00,def_int_yds,0,,,,,
player,201911250ram,ram,FowlDa00,def_int_td,0,,,,,
player,201911250ram,ram,FowlDa00,def_int_long,0,,,,,
player,201911250ram,ram,FowlDa00,pass_defended,0,,,,,
player,201911250ram,ram,FowlDa00,sacks,0.0,,,,,
player,201911250ram,ram,FowlDa00,tackles_combined,4,,,,,
player,201911250ram,ram,FowlDa00,tackles_solo,4,,,,,
player,201911250ram,ram,FowlDa00,tackles_assists,0,,,,,
player,201911250ram,ram,FowlDa00,tackles_loss,0,,,,,
player,201911250ram,ram,FowlDa00,qb_hits,0,,,,,
player,201911250ram,ram,FowlDa00,fumbles_rec,0,,,,,
player,201911250ram,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,FowlDa00,fumbles_forced,0,,,,,
player,201911250ram,ram,JoseSe00,def_int,0,,,,,
player,201911250ram,ram,JoseSe00,def_int_yds,0,,,,,
player,201911250ram,ram,JoseSe00,def_int_td,0,,,,,
player,201911250ram,ram,JoseSe00,def_int_long,0,,,,,
player,201911250ram,ram,JoseSe00,pass_defended,0,,,,,
player,201911250ram,ram,JoseSe00,sacks,0.0,,,,,
player,201911250ram,ram,JoseSe00,tackles_combined,3,,,,,
player,201911250ram,ram,JoseSe00,tackles_solo,2,,,,,
player,201911250ram,ram,JoseSe00,tackles_assists,1,,,,,
player,201911250ram,ram,JoseSe00,tackles_loss,0,,,,,
player,201911250ram,ram,JoseSe00,qb_hits,1,,,,,
player,201911250ram,ram,JoseSe00,fumbles_rec,0,,,,,
player,201911250ram,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,JoseSe00,fumbles_forced,0,,,,,
player,201911250ram,ram,MattCl99,def_int,0,,,,,
player,201911250ram,ram,MattCl99,def_int_yds,0,,,,,
player,201911250ram,ram,MattCl99,def_int_td,0,,,,,
player,201911250ram,ram,MattCl99,def_int_long,0,,,,,
player,201911250ram,ram,MattCl99,pass_defended,0,,,,,
player,201911250ram,ram,MattCl99,sacks,0.0,,,,,
player,201911250ram,ram,MattCl99,tackles_combined,2,,,,,
player,201911250ram,ram,MattCl99,tackles_solo,0,,,,,
player,201911250ram,ram,MattCl99,tackles_assists,2,,,,,
player,201911250ram,ram,MattCl99,tackles_loss,0,,,,,
player,201911250ram,ram,MattCl99,qb_hits,0,,,,,
player,201911250ram,ram,MattCl99,fumbles_rec,0,,,,,
player,201911250ram,ram,MattCl99,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,MattCl99,fumbles_rec_td,0,,,,,
player,201911250ram,ram,MattCl99,fumbles_forced,0,,,,,
player,201911250ram,ram,ChriMa00,def_int,0,,,,,
player,201911250ram,ram,ChriMa00,def_int_yds,0,,,,,
player,201911250ram,ram,ChriMa00,def_int_td,0,,,,,
player,201911250ram,ram,ChriMa00,def_int_long,0,,,,,
player,201911250ram,ram,ChriMa00,pass_defended,0,,,,,
player,201911250ram,ram,ChriMa00,sacks,0.0,,,,,
player,201911250ram,ram,ChriMa00,tackles_combined,1,,,,,
player,201911250ram,ram,ChriMa00,tackles_solo,1,,,,,
player,201911250ram,ram,ChriMa00,tackles_assists,0,,,,,
player,201911250ram,ram,ChriMa00,tackles_loss,0,,,,,
player,201911250ram,ram,ChriMa00,qb_hits,0,,,,,
player,201911250ram,ram,ChriMa00,fumbles_rec,0,,,,,
player,201911250ram,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,ChriMa00,fumbles_forced,0,,,,,
player,201911250ram,ram,DonaAa00,def_int,0,,,,,
player,201911250ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201911250ram,ram,DonaAa00,def_int_td,0,,,,,
player,201911250ram,ram,DonaAa00,def_int_long,0,,,,,
player,201911250ram,ram,DonaAa00,pass_defended,0,,,,,
player,201911250ram,ram,DonaAa00,sacks,0.0,,,,,
player,201911250ram,ram,DonaAa00,tackles_combined,1,,,,,
player,201911250ram,ram,DonaAa00,tackles_solo,0,,,,,
player,201911250ram,ram,DonaAa00,tackles_assists,1,,,,,
player,201911250ram,ram,DonaAa00,tackles_loss,0,,,,,
player,201911250ram,ram,DonaAa00,qb_hits,0,,,,,
player,201911250ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201911250ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201911250ram,ram,FoxxMo00,def_int,0,,,,,
player,201911250ram,ram,FoxxMo00,def_int_yds,0,,,,,
player,201911250ram,ram,FoxxMo00,def_int_td,0,,,,,
player,201911250ram,ram,FoxxMo00,def_int_long,0,,,,,
player,201911250ram,ram,FoxxMo00,pass_defended,0,,,,,
player,201911250ram,ram,FoxxMo00,sacks,0.0,,,,,
player,201911250ram,ram,FoxxMo00,tackles_combined,1,,,,,
player,201911250ram,ram,FoxxMo00,tackles_solo,0,,,,,
player,201911250ram,ram,FoxxMo00,tackles_assists,1,,,,,
player,201911250ram,ram,FoxxMo00,tackles_loss,0,,,,,
player,201911250ram,ram,FoxxMo00,qb_hits,0,,,,,
player,201911250ram,ram,FoxxMo00,fumbles_rec,0,,,,,
player,201911250ram,ram,FoxxMo00,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,FoxxMo00,fumbles_rec_td,0,,,,,
player,201911250ram,ram,FoxxMo00,fumbles_forced,0,,,,,
player,201911250ram,ram,LongDa02,def_int,0,,,,,
player,201911250ram,ram,LongDa02,def_int_yds,0,,,,,
player,201911250ram,ram,LongDa02,def_int_td,0,,,,,
player,201911250ram,ram,LongDa02,def_int_long,0,,,,,
player,201911250ram,ram,LongDa02,pass_defended,0,,,,,
player,201911250ram,ram,LongDa02,sacks,0.0,,,,,
player,201911250ram,ram,LongDa02,tackles_combined,1,,,,,
player,201911250ram,ram,LongDa02,tackles_solo,1,,,,,
player,201911250ram,ram,LongDa02,tackles_assists,0,,,,,
player,201911250ram,ram,LongDa02,tackles_loss,0,,,,,
player,201911250ram,ram,LongDa02,qb_hits,0,,,,,
player,201911250ram,ram,LongDa02,fumbles_rec,0,,,,,
player,201911250ram,ram,LongDa02,fumbles_rec_yds,0,,,,,
player,201911250ram,ram,LongDa02,fumbles_rec_td,0,,,,,
player,201911250ram,ram,LongDa02,fumbles_forced,0,,,,,
player,201911250ram,ram,SmarTa00,def_int,0,,,,,
