game,2019,2,20190915,201909150det,sdg,"Los Angeles Chargers",10,det,"Detroit Lions",13
player,201909150det,sdg,FacyBr00,def_int,0,,,,,
player,201909150det,sdg,FacyBr00,def_int_yds,0,,,,,
player,201909150det,sdg,FacyBr00,def_int_td,0,,,,,
player,201909150det,sdg,FacyBr00,def_int_long,0,,,,,
player,201909150det,sdg,FacyBr00,pass_defended,0,,,,,
player,201909150det,sdg,FacyBr00,sacks,0.0,,,,,
player,201909150det,sdg,FacyBr00,tackles_combined,8,,,,,
player,201909150det,sdg,FacyBr00,tackles_solo,6,,,,,
player,201909150det,sdg,FacyBr00,tackles_assists,2,,,,,
player,201909150det,sdg,FacyBr00,tackles_loss,0,,,,,
player,201909150det,sdg,FacyBr00,qb_hits,0,,,,,
player,201909150det,sdg,FacyBr00,fumbles_rec,0,,,,,
player,201909150det,sdg,FacyBr00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,FacyBr00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,FacyBr00,fumbles_forced,0,,,,,
player,201909150det,sdg,IngrMe00,def_int,0,,,,,
player,201909150det,sdg,IngrMe00,def_int_yds,0,,,,,
player,201909150det,sdg,IngrMe00,def_int_td,0,,,,,
player,201909150det,sdg,IngrMe00,def_int_long,0,,,,,
player,201909150det,sdg,IngrMe00,pass_defended,0,,,,,
player,201909150det,sdg,IngrMe00,sacks,0.0,,,,,
player,201909150det,sdg,IngrMe00,tackles_combined,7,,,,,
player,201909150det,sdg,IngrMe00,tackles_solo,4,,,,,
player,201909150det,sdg,IngrMe00,tackles_assists,3,,,,,
player,201909150det,sdg,IngrMe00,tackles_loss,1,,,,,
player,201909150det,sdg,IngrMe00,qb_hits,0,,,,,
player,201909150det,sdg,IngrMe00,fumbles_rec,0,,,,,
player,201909150det,sdg,IngrMe00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,IngrMe00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,IngrMe00,fumbles_forced,0,,,,,
player,201909150det,sdg,PhilAd00,def_int,0,,,,,
player,201909150det,sdg,PhilAd00,def_int_yds,0,,,,,
player,201909150det,sdg,PhilAd00,def_int_td,0,,,,,
player,201909150det,sdg,PhilAd00,def_int_long,0,,,,,
player,201909150det,sdg,PhilAd00,pass_defended,0,,,,,
player,201909150det,sdg,PhilAd00,sacks,0.0,,,,,
player,201909150det,sdg,PhilAd00,tackles_combined,7,,,,,
player,201909150det,sdg,PhilAd00,tackles_solo,5,,,,,
player,201909150det,sdg,PhilAd00,tackles_assists,2,,,,,
player,201909150det,sdg,PhilAd00,tackles_loss,0,,,,,
player,201909150det,sdg,PhilAd00,qb_hits,0,,,,,
player,201909150det,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201909150det,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201909150det,sdg,WhitKy00,def_int,0,,,,,
player,201909150det,sdg,WhitKy00,def_int_yds,0,,,,,
player,201909150det,sdg,WhitKy00,def_int_td,0,,,,,
player,201909150det,sdg,WhitKy00,def_int_long,0,,,,,
player,201909150det,sdg,WhitKy00,pass_defended,0,,,,,
player,201909150det,sdg,WhitKy00,sacks,0.0,,,,,
player,201909150det,sdg,WhitKy00,tackles_combined,7,,,,,
player,201909150det,sdg,WhitKy00,tackles_solo,4,,,,,
player,201909150det,sdg,WhitKy00,tackles_assists,3,,,,,
player,201909150det,sdg,WhitKy00,tackles_loss,0,,,,,
player,201909150det,sdg,WhitKy00,qb_hits,0,,,,,
player,201909150det,sdg,WhitKy00,fumbles_rec,0,,,,,
player,201909150det,sdg,WhitKy00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,WhitKy00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,WhitKy00,fumbles_forced,0,,,,,
player,201909150det,sdg,BosaJo00,def_int,0,,,,,
player,201909150det,sdg,BosaJo00,def_int_yds,0,,,,,
player,201909150det,sdg,BosaJo00,def_int_td,0,,,,,
player,201909150det,sdg,BosaJo00,def_int_long,0,,,,,
player,201909150det,sdg,BosaJo00,pass_defended,0,,,,,
player,201909150det,sdg,BosaJo00,sacks,0.0,,,,,
player,201909150det,sdg,BosaJo00,tackles_combined,6,,,,,
player,201909150det,sdg,BosaJo00,tackles_solo,3,,,,,
player,201909150det,sdg,BosaJo00,tackles_assists,3,,,,,
player,201909150det,sdg,BosaJo00,tackles_loss,1,,,,,
player,201909150det,sdg,BosaJo00,qb_hits,0,,,,,
player,201909150det,sdg,BosaJo00,fumbles_rec,0,,,,,
player,201909150det,sdg,BosaJo00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,BosaJo00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,BosaJo00,fumbles_forced,0,,,,,
player,201909150det,sdg,NwosUc00,def_int,0,,,,,
player,201909150det,sdg,NwosUc00,def_int_yds,0,,,,,
player,201909150det,sdg,NwosUc00,def_int_td,0,,,,,
player,201909150det,sdg,NwosUc00,def_int_long,0,,,,,
player,201909150det,sdg,NwosUc00,pass_defended,0,,,,,
player,201909150det,sdg,NwosUc00,sacks,0.0,,,,,
player,201909150det,sdg,NwosUc00,tackles_combined,5,,,,,
player,201909150det,sdg,NwosUc00,tackles_solo,3,,,,,
player,201909150det,sdg,NwosUc00,tackles_assists,2,,,,,
player,201909150det,sdg,NwosUc00,tackles_loss,0,,,,,
player,201909150det,sdg,NwosUc00,qb_hits,0,,,,,
player,201909150det,sdg,NwosUc00,fumbles_rec,0,,,,,
player,201909150det,sdg,NwosUc00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,NwosUc00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,NwosUc00,fumbles_forced,0,,,,,
player,201909150det,sdg,MebaBr99,def_int,0,,,,,
player,201909150det,sdg,MebaBr99,def_int_yds,0,,,,,
player,201909150det,sdg,MebaBr99,def_int_td,0,,,,,
player,201909150det,sdg,MebaBr99,def_int_long,0,,,,,
player,201909150det,sdg,MebaBr99,pass_defended,0,,,,,
player,201909150det,sdg,MebaBr99,sacks,0.0,,,,,
player,201909150det,sdg,MebaBr99,tackles_combined,3,,,,,
player,201909150det,sdg,MebaBr99,tackles_solo,0,,,,,
player,201909150det,sdg,MebaBr99,tackles_assists,3,,,,,
player,201909150det,sdg,MebaBr99,tackles_loss,0,,,,,
player,201909150det,sdg,MebaBr99,qb_hits,0,,,,,
player,201909150det,sdg,MebaBr99,fumbles_rec,0,,,,,
player,201909150det,sdg,MebaBr99,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,MebaBr99,fumbles_rec_td,0,,,,,
player,201909150det,sdg,MebaBr99,fumbles_forced,0,,,,,
player,201909150det,sdg,JoneJu03,def_int,0,,,,,
player,201909150det,sdg,JoneJu03,def_int_yds,0,,,,,
player,201909150det,sdg,JoneJu03,def_int_td,0,,,,,
player,201909150det,sdg,JoneJu03,def_int_long,0,,,,,
player,201909150det,sdg,JoneJu03,pass_defended,0,,,,,
player,201909150det,sdg,JoneJu03,sacks,0.0,,,,,
player,201909150det,sdg,JoneJu03,tackles_combined,1,,,,,
player,201909150det,sdg,JoneJu03,tackles_solo,0,,,,,
player,201909150det,sdg,JoneJu03,tackles_assists,1,,,,,
player,201909150det,sdg,JoneJu03,tackles_loss,0,,,,,
player,201909150det,sdg,JoneJu03,qb_hits,0,,,,,
player,201909150det,sdg,JoneJu03,fumbles_rec,0,,,,,
player,201909150det,sdg,JoneJu03,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,JoneJu03,fumbles_rec_td,0,,,,,
player,201909150det,sdg,JoneJu03,fumbles_forced,0,,,,,
player,201909150det,sdg,TillJe00,def_int,0,,,,,
player,201909150det,sdg,TillJe00,def_int_yds,0,,,,,
player,201909150det,sdg,TillJe00,def_int_td,0,,,,,
player,201909150det,sdg,TillJe00,def_int_long,0,,,,,
player,201909150det,sdg,TillJe00,pass_defended,0,,,,,
player,201909150det,sdg,TillJe00,sacks,0.0,,,,,
player,201909150det,sdg,TillJe00,tackles_combined,1,,,,,
player,201909150det,sdg,TillJe00,tackles_solo,1,,,,,
player,201909150det,sdg,TillJe00,tackles_assists,0,,,,,
player,201909150det,sdg,TillJe00,tackles_loss,0,,,,,
player,201909150det,sdg,TillJe00,qb_hits,0,,,,,
player,201909150det,sdg,TillJe00,fumbles_rec,0,,,,,
player,201909150det,sdg,TillJe00,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,TillJe00,fumbles_rec_td,0,,,,,
player,201909150det,sdg,TillJe00,fumbles_forced,0,,,,,
player,201909150det,sdg,WatkJa01,def_int,0,,,,,
player,201909150det,sdg,WatkJa01,def_int_yds,0,,,,,
player,201909150det,sdg,WatkJa01,def_int_td,0,,,,,
player,201909150det,sdg,WatkJa01,def_int_long,0,,,,,
player,201909150det,sdg,WatkJa01,pass_defended,0,,,,,
player,201909150det,sdg,WatkJa01,sacks,0.0,,,,,
player,201909150det,sdg,WatkJa01,tackles_combined,1,,,,,
player,201909150det,sdg,WatkJa01,tackles_solo,1,,,,,
player,201909150det,sdg,WatkJa01,tackles_assists,0,,,,,
player,201909150det,sdg,WatkJa01,tackles_loss,0,,,,,
player,201909150det,sdg,WatkJa01,qb_hits,0,,,,,
player,201909150det,sdg,WatkJa01,fumbles_rec,0,,,,,
player,201909150det,sdg,WatkJa01,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,WatkJa01,fumbles_rec_td,0,,,,,
player,201909150det,sdg,WatkJa01,fumbles_forced,0,,,,,
player,201909150det,sdg,KingDe01,def_int,0,,,,,
player,201909150det,sdg,KingDe01,def_int_yds,0,,,,,
player,201909150det,sdg,KingDe01,def_int_td,0,,,,,
player,201909150det,sdg,KingDe01,def_int_long,0,,,,,
player,201909150det,sdg,KingDe01,pass_defended,0,,,,,
player,201909150det,sdg,KingDe01,sacks,0.0,,,,,
player,201909150det,sdg,KingDe01,tackles_combined,0,,,,,
player,201909150det,sdg,KingDe01,tackles_solo,0,,,,,
player,201909150det,sdg,KingDe01,tackles_assists,0,,,,,
player,201909150det,sdg,KingDe01,tackles_loss,0,,,,,
player,201909150det,sdg,KingDe01,qb_hits,1,,,,,
player,201909150det,sdg,KingDe01,fumbles_rec,0,,,,,
player,201909150det,sdg,KingDe01,fumbles_rec_yds,0,,,,,
player,201909150det,sdg,KingDe01,fumbles_rec_td,0,,,,,
player,201909150det,sdg,KingDe01,fumbles_forced,0,,,,,
player,201909150det,det,SlayDa00,def_int,1,,,,,
player,201909150det,det,SlayDa00,def_int_yds,0,,,,,
player,201909150det,det,SlayDa00,def_int_td,0,,,,,
player,201909150det,det,SlayDa00,def_int_long,0,,,,,
player,201909150det,det,SlayDa00,pass_defended,2,,,,,
player,201909150det,det,SlayDa00,sacks,0.0,,,,,
player,201909150det,det,SlayDa00,tackles_combined,6,,,,,
player,201909150det,det,SlayDa00,tackles_solo,5,,,,,
player,201909150det,det,SlayDa00,tackles_assists,1,,,,,
player,201909150det,det,SlayDa00,tackles_loss,0,,,,,
player,201909150det,det,SlayDa00,qb_hits,0,,,,,
player,201909150det,det,SlayDa00,fumbles_rec,0,,,,,
player,201909150det,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201909150det,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201909150det,det,SlayDa00,fumbles_forced,0,,,,,
player,201909150det,det,RobiAS00,def_int,0,,,,,
player,201909150det,det,RobiAS00,def_int_yds,0,,,,,
player,201909150det,det,RobiAS00,def_int_td,0,,,,,
player,201909150det,det,RobiAS00,def_int_long,0,,,,,
player,201909150det,det,RobiAS00,pass_defended,0,,,,,
player,201909150det,det,RobiAS00,sacks,0.5,,,,,
player,201909150det,det,RobiAS00,tackles_combined,4,,,,,
player,201909150det,det,RobiAS00,tackles_solo,3,,,,,
player,201909150det,det,RobiAS00,tackles_assists,1,,,,,
player,201909150det,det,RobiAS00,tackles_loss,0,,,,,
player,201909150det,det,RobiAS00,qb_hits,1,,,,,
player,201909150det,det,RobiAS00,fumbles_rec,0,,,,,
player,201909150det,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201909150det,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201909150det,det,RobiAS00,fumbles_forced,0,,,,,
player,201909150det,det,OkwaRo01,def_int,0,,,,,
player,201909150det,det,OkwaRo01,def_int_yds,0,,,,,
player,201909150det,det,OkwaRo01,def_int_td,0,,,,,
player,201909150det,det,OkwaRo01,def_int_long,0,,,,,
player,201909150det,det,OkwaRo01,pass_defended,0,,,,,
player,201909150det,det,OkwaRo01,sacks,0.5,,,,,
player,201909150det,det,OkwaRo01,tackles_combined,2,,,,,
player,201909150det,det,OkwaRo01,tackles_solo,0,,,,,
player,201909150det,det,OkwaRo01,tackles_assists,2,,,,,
player,201909150det,det,OkwaRo01,tackles_loss,0,,,,,
player,201909150det,det,OkwaRo01,qb_hits,1,,,,,
player,201909150det,det,OkwaRo01,fumbles_rec,0,,,,,
player,201909150det,det,OkwaRo01,fumbles_rec_yds,0,,,,,
player,201909150det,det,OkwaRo01,fumbles_rec_td,0,,,,,
player,201909150det,det,OkwaRo01,fumbles_forced,0,,,,,
player,201909150det,det,WalkTr01,def_int,0,,,,,
player,201909150det,det,WalkTr01,def_int_yds,0,,,,,
player,201909150det,det,WalkTr01,def_int_td,0,,,,,
player,201909150det,det,WalkTr01,def_int_long,0,,,,,
player,201909150det,det,WalkTr01,pass_defended,0,,,,,
player,201909150det,det,WalkTr01,sacks,0.0,,,,,
player,201909150det,det,WalkTr01,tackles_combined,10,,,,,
player,201909150det,det,WalkTr01,tackles_solo,7,,,,,
player,201909150det,det,WalkTr01,tackles_assists,3,,,,,
player,201909150det,det,WalkTr01,tackles_loss,1,,,,,
player,201909150det,det,WalkTr01,qb_hits,0,,,,,
player,201909150det,det,WalkTr01,fumbles_rec,0,,,,,
player,201909150det,det,WalkTr01,fumbles_rec_yds,0,,,,,
player,201909150det,det,WalkTr01,fumbles_rec_td,0,,,,,
player,201909150det,det,WalkTr01,fumbles_forced,0,,,,,
player,201909150det,det,TavaJa00,def_int,0,,,,,
player,201909150det,det,TavaJa00,def_int_yds,0,,,,,
player,201909150det,det,TavaJa00,def_int_td,0,,,,,
player,201909150det,det,TavaJa00,def_int_long,0,,,,,
player,201909150det,det,TavaJa00,pass_defended,0,,,,,
player,201909150det,det,TavaJa00,sacks,0.0,,,,,
player,201909150det,det,TavaJa00,tackles_combined,8,,,,,
player,201909150det,det,TavaJa00,tackles_solo,6,,,,,
player,201909150det,det,TavaJa00,tackles_assists,2,,,,,
player,201909150det,det,TavaJa00,tackles_loss,1,,,,,
player,201909150det,det,TavaJa00,qb_hits,0,,,,,
player,201909150det,det,TavaJa00,fumbles_rec,0,,,,,
player,201909150det,det,TavaJa00,fumbles_rec_yds,0,,,,,
player,201909150det,det,TavaJa00,fumbles_rec_td,0,,,,,
player,201909150det,det,TavaJa00,fumbles_forced,1,,,,,
player,201909150det,det,DiggQu00,def_int,0,,,,,
player,201909150det,det,DiggQu00,def_int_yds,0,,,,,
player,201909150det,det,DiggQu00,def_int_td,0,,,,,
player,201909150det,det,DiggQu00,def_int_long,0,,,,,
player,201909150det,det,DiggQu00,pass_defended,0,,,,,
player,201909150det,det,DiggQu00,sacks,0.0,,,,,
player,201909150det,det,DiggQu00,tackles_combined,6,,,,,
player,201909150det,det,DiggQu00,tackles_solo,4,,,,,
player,201909150det,det,DiggQu00,tackles_assists,2,,,,,
player,201909150det,det,DiggQu00,tackles_loss,0,,,,,
player,201909150det,det,DiggQu00,qb_hits,0,,,,,
player,201909150det,det,DiggQu00,fumbles_rec,0,,,,,
player,201909150det,det,DiggQu00,fumbles_rec_yds,0,,,,,
player,201909150det,det,DiggQu00,fumbles_rec_td,0,,,,,
player,201909150det,det,DiggQu00,fumbles_forced,0,,,,,
player,201909150det,det,KennDe00,def_int,0,,,,,
player,201909150det,det,KennDe00,def_int_yds,0,,,,,
player,201909150det,det,KennDe00,def_int_td,0,,,,,
player,201909150det,det,KennDe00,def_int_long,0,,,,,
player,201909150det,det,KennDe00,pass_defended,0,,,,,
player,201909150det,det,KennDe00,sacks,0.0,,,,,
player,201909150det,det,KennDe00,tackles_combined,5,,,,,
player,201909150det,det,KennDe00,tackles_solo,2,,,,,
player,201909150det,det,KennDe00,tackles_assists,3,,,,,
player,201909150det,det,KennDe00,tackles_loss,0,,,,,
player,201909150det,det,KennDe00,qb_hits,0,,,,,
player,201909150det,det,KennDe00,fumbles_rec,1,,,,,
player,201909150det,det,KennDe00,fumbles_rec_yds,0,,,,,
player,201909150det,det,KennDe00,fumbles_rec_td,0,,,,,
player,201909150det,det,KennDe00,fumbles_forced,0,,,,,
player,201909150det,det,MelvRa00,def_int,0,,,,,
player,201909150det,det,MelvRa00,def_int_yds,0,,,,,
player,201909150det,det,MelvRa00,def_int_td,0,,,,,
player,201909150det,det,MelvRa00,def_int_long,0,,,,,
player,201909150det,det,MelvRa00,pass_defended,2,,,,,
player,201909150det,det,MelvRa00,sacks,0.0,,,,,
player,201909150det,det,MelvRa00,tackles_combined,4,,,,,
player,201909150det,det,MelvRa00,tackles_solo,4,,,,,
player,201909150det,det,MelvRa00,tackles_assists,0,,,,,
player,201909150det,det,MelvRa00,tackles_loss,0,,,,,
player,201909150det,det,MelvRa00,qb_hits,0,,,,,
player,201909150det,det,MelvRa00,fumbles_rec,0,,,,,
player,201909150det,det,MelvRa00,fumbles_rec_yds,0,,,,,
player,201909150det,det,MelvRa00,fumbles_rec_td,0,,,,,
player,201909150det,det,MelvRa00,fumbles_forced,0,,,,,
player,201909150det,det,JoneCh05,def_int,0,,,,,
player,201909150det,det,JoneCh05,def_int_yds,0,,,,,
player,201909150det,det,JoneCh05,def_int_td,0,,,,,
player,201909150det,det,JoneCh05,def_int_long,0,,,,,
player,201909150det,det,JoneCh05,pass_defended,1,,,,,
player,201909150det,det,JoneCh05,sacks,0.0,,,,,
player,201909150det,det,JoneCh05,tackles_combined,3,,,,,
player,201909150det,det,JoneCh05,tackles_solo,1,,,,,
player,201909150det,det,JoneCh05,tackles_assists,2,,,,,
player,201909150det,det,JoneCh05,tackles_loss,0,,,,,
player,201909150det,det,JoneCh05,qb_hits,0,,,,,
player,201909150det,det,JoneCh05,fumbles_rec,0,,,,,
player,201909150det,det,JoneCh05,fumbles_rec_yds,0,,,,,
player,201909150det,det,JoneCh05,fumbles_rec_td,0,,,,,
player,201909150det,det,JoneCh05,fumbles_forced,0,,,,,
player,201909150det,det,WilsTa00,def_int,0,,,,,
player,201909150det,det,WilsTa00,def_int_yds,0,,,,,
player,201909150det,det,WilsTa00,def_int_td,0,,,,,
player,201909150det,det,WilsTa00,def_int_long,0,,,,,
player,201909150det,det,WilsTa00,pass_defended,0,,,,,
player,201909150det,det,WilsTa00,sacks,0.0,,,,,
player,201909150det,det,WilsTa00,tackles_combined,2,,,,,
player,201909150det,det,WilsTa00,tackles_solo,1,,,,,
player,201909150det,det,WilsTa00,tackles_assists,1,,,,,
player,201909150det,det,WilsTa00,tackles_loss,0,,,,,
player,201909150det,det,WilsTa00,qb_hits,0,,,,,
player,201909150det,det,WilsTa00,fumbles_rec,0,,,,,
player,201909150det,det,WilsTa00,fumbles_rec_yds,0,,,,,
player,201909150det,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201909150det,det,WilsTa00,fumbles_forced,0,,,,,
player,201909150det,det,FlowTr00,def_int,0,,,,,
player,201909150det,det,FlowTr00,def_int_yds,0,,,,,
player,201909150det,det,FlowTr00,def_int_td,0,,,,,
player,201909150det,det,FlowTr00,def_int_long,0,,,,,
player,201909150det,det,FlowTr00,pass_defended,0,,,,,
player,201909150det,det,FlowTr00,sacks,0.0,,,,,
player,201909150det,det,FlowTr00,tackles_combined,1,,,,,
player,201909150det,det,FlowTr00,tackles_solo,0,,,,,
player,201909150det,det,FlowTr00,tackles_assists,1,,,,,
player,201909150det,det,FlowTr00,tackles_loss,0,,,,,
player,201909150det,det,FlowTr00,qb_hits,1,,,,,
player,201909150det,det,FlowTr00,fumbles_rec,0,,,,,
player,201909150det,det,FlowTr00,fumbles_rec_yds,0,,,,,
player,201909150det,det,FlowTr00,fumbles_rec_td,0,,,,,
player,201909150det,det,FlowTr00,fumbles_forced,0,,,,,
player,201909150det,det,HarrDa03,def_int,0,,,,,
player,201909150det,det,HarrDa03,def_int_yds,0,,,,,
player,201909150det,det,HarrDa03,def_int_td,0,,,,,
player,201909150det,det,HarrDa03,def_int_long,0,,,,,
player,201909150det,det,HarrDa03,pass_defended,0,,,,,
player,201909150det,det,HarrDa03,sacks,0.0,,,,,
player,201909150det,det,HarrDa03,tackles_combined,1,,,,,
player,201909150det,det,HarrDa03,tackles_solo,0,,,,,
player,201909150det,det,HarrDa03,tackles_assists,1,,,,,
player,201909150det,det,HarrDa03,tackles_loss,0,,,,,
player,201909150det,det,HarrDa03,qb_hits,0,,,,,
player,201909150det,det,HarrDa03,fumbles_rec,0,,,,,
player,201909150det,det,HarrDa03,fumbles_rec_yds,0,,,,,
player,201909150det,det,HarrDa03,fumbles_rec_td,0,,,,,
player,201909150det,det,HarrDa03,fumbles_forced,0,,,,,
player,201909150det,det,StroKe00,def_int,0,,,,,
player,201909150det,det,StroKe00,def_int_yds,0,,,,,
player,201909150det,det,StroKe00,def_int_td,0,,,,,
player,201909150det,det,StroKe00,def_int_long,0,,,,,
player,201909150det,det,StroKe00,pass_defended,0,,,,,
player,201909150det,det,StroKe00,sacks,0.0,,,,,
player,201909150det,det,StroKe00,tackles_combined,1,,,,,
player,201909150det,det,StroKe00,tackles_solo,0,,,,,
player,201909150det,det,StroKe00,tackles_assists,1,,,,,
player,201909150det,det,StroKe00,tackles_loss,0,,,,,
player,201909150det,det,StroKe00,qb_hits,0,,,,,
player,201909150det,det,StroKe00,fumbles_rec,0,,,,,
player,201909150det,det,StroKe00,fumbles_rec_yds,0,,,,,
player,201909150det,det,StroKe00,fumbles_rec_td,0,,,,,
player,201909150det,det,StroKe00,fumbles_forced,0,,,,,
player,201909150det,det,ReevJa00,def_int,0,,,,,
player,201909150det,det,ReevJa00,def_int_yds,0,,,,,
player,201909150det,det,ReevJa00,def_int_td,0,,,,,
player,201909150det,det,ReevJa00,def_int_long,0,,,,,
player,201909150det,det,ReevJa00,pass_defended,0,,,,,
player,201909150det,det,ReevJa00,sacks,0.0,,,,,
player,201909150det,det,ReevJa00,tackles_combined,0,,,,,
player,201909150det,det,ReevJa00,tackles_solo,0,,,,,
player,201909150det,det,ReevJa00,tackles_assists,0,,,,,
player,201909150det,det,ReevJa00,tackles_loss,0,,,,,
player,201909150det,det,ReevJa00,qb_hits,1,,,,,
player,201909150det,det,ReevJa00,fumbles_rec,0,,,,,
player,201909150det,det,ReevJa00,fumbles_rec_yds,0,,,,,
player,201909150det,det,ReevJa00,fumbles_rec_td,0,,,,,
player,201909150det,det,ReevJa00,fumbles_forced,0,,,,,
player,201909150det,sdg,KingDe01,kick_ret,2,,,,,
player,201909150det,sdg,KingDe01,kick_ret_yds,47,,,,,
player,201909150det,sdg,KingDe01,kick_ret_yds_per_ret,23.5,,,,,
player,201909150det,sdg,KingDe01,kick_ret_td,0,,,,,
player,201909150det,sdg,KingDe01,kick_ret_long,27,,,,,
player,201909150det,sdg,KingDe01,punt_ret,1,,,,,
player,201909150det,sdg,KingDe01,punt_ret_yds,0,,,,,
player,201909150det,sdg,KingDe01,punt_ret_yds_per_ret,0.0,,,,,
player,201909150det,sdg,KingDe01,punt_ret_td,0,,,,,
player,201909150det,sdg,KingDe01,punt_ret_long,0,,,,,
player,201909150det,det,AgneJa00,kick_ret,0,,,,,
player,201909150det,det,AgneJa00,kick_ret_yds,0,,,,,
player,201909150det,det,AgneJa00,kick_ret_yds_per_ret,,,,,,
player,201909150det,det,AgneJa00,kick_ret_td,0,,,,,
player,201909150det,det,AgneJa00,kick_ret_long,0,,,,,
player,201909150det,det,AgneJa00,punt_ret,2,,,,,
player,201909150det,det,AgneJa00,punt_ret_yds,6,,,,,
player,201909150det,det,AgneJa00,punt_ret_yds_per_ret,3.0,,,,,
player,201909150det,det,AgneJa00,punt_ret_td,0,,,,,
player,201909150det,det,AgneJa00,punt_ret_long,5,,,,,
player,201909150det,det,AmenDa00,kick_ret,0,,,,,
player,201909150det,det,AmenDa00,kick_ret_yds,0,,,,,
player,201909150det,det,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201909150det,det,AmenDa00,kick_ret_td,0,,,,,
player,201909150det,det,AmenDa00,kick_ret_long,0,,,,,
player,201909150det,det,AmenDa00,punt_ret,2,,,,,
player,201909150det,det,AmenDa00,punt_ret_yds,11,,,,,
player,201909150det,det,AmenDa00,punt_ret_yds_per_ret,5.5,,,,,
player,201909150det,det,AmenDa00,punt_ret_td,0,,,,,
player,201909150det,det,AmenDa00,punt_ret_long,11,,,,,
player,201909150det,sdg,LongTy00,xpm,1,,,,,
player,201909150det,sdg,LongTy00,xpa,1,,,,,
player,201909150det,sdg,LongTy00,fgm,1,,,,,
player,201909150det,sdg,LongTy00,fga,3,,,,,
player,201909150det,sdg,LongTy00,punt,4,,,,,
player,201909150det,sdg,LongTy00,punt_yds,202,,,,,
player,201909150det,sdg,LongTy00,punt_yds_per_punt,50.5,,,,,
player,201909150det,sdg,LongTy00,punt_long,55,,,,,
player,201909150det,det,PratMa20,xpm,1,,,,,
player,201909150det,det,PratMa20,xpa,2,,,,,
player,201909150det,det,PratMa20,fgm,,,,,,
player,201909150det,det,PratMa20,fga,1,,,,,
player,201909150det,det,PratMa20,punt,0,,,,,
player,201909150det,det,PratMa20,punt_yds,0,,,,,
player,201909150det,det,PratMa20,punt_yds_per_punt,,,,,,
player,201909150det,det,PratMa20,punt_long,0,,,,,
player,201909150det,det,MartSa01,xpm,,,,,,
player,201909150det,det,MartSa01,xpa,,,,,,
player,201909150det,det,MartSa01,fgm,,,,,,
player,201909150det,det,MartSa01,fga,,,,,,
player,201909150det,det,MartSa01,punt,4,,,,,
player,201909150det,det,MartSa01,punt_yds,176,,,,,
player,201909150det,det,MartSa01,punt_yds_per_punt,44.0,,,,,
player,201909150det,det,MartSa01,punt_long,48,,,,,
player,201909150det,sdg,RivePh00,pass_cmp,21,,,,,
player,201909150det,sdg,RivePh00,pass_att,36,,,,,
player,201909150det,sdg,RivePh00,pass_yds,293,,,,,
player,201909150det,sdg,RivePh00,pass_first_down,13,,,,,
player,201909150det,sdg,RivePh00,pass_air_yds,199,,,,,
player,201909150det,sdg,RivePh00,pass_air_yds_per_cmp,9.5,,,,,
player,201909150det,sdg,RivePh00,pass_air_yds_per_att,5.5,,,,,
player,201909150det,sdg,RivePh00,pass_tgt_yds_per_att,10.5,,,,,
player,201909150det,sdg,RivePh00,pass_yac,94,,,,,
player,201909150det,sdg,RivePh00,pass_yac_per_cmp,4.5,,,,,
player,201909150det,sdg,RivePh00,pass_drops,4,,,,,
player,201909150det,sdg,RivePh00,pass_drop_pct,11.1,,,,,
player,201909150det,sdg,RivePh00,pass_poor_throws,4,,,,,
player,201909150det,sdg,RivePh00,pass_poor_throw_pct,11.1,,,,,
player,201909150det,sdg,RivePh00,pass_blitzed,5,,,,,
player,201909150det,sdg,RivePh00,pass_hurried,5,,,,,
player,201909150det,sdg,RivePh00,pass_hits,2,,,,,
player,201909150det,sdg,RivePh00,rush_scrambles,1,,,,,
player,201909150det,sdg,RivePh00,rush_scrambles_yds_per_att,12.0,,,,,
player,201909150det,det,StafMa00,pass_cmp,22,,,,,
player,201909150det,det,StafMa00,pass_att,30,,,,,
player,201909150det,det,StafMa00,pass_yds,245,,,,,
player,201909150det,det,StafMa00,pass_first_down,12,,,,,
