game,2019,1,20190908,201909080crd,det,"Detroit Lions",27,crd,"Arizona Cardinals",27
player,201909080crd,det,StafMa00,rush_att,3,,,,,
player,201909080crd,det,StafMa00,rush_yds,22,,,,,
player,201909080crd,det,StafMa00,rush_td,0,,,,,
player,201909080crd,det,StafMa00,rush_long,12,,,,,
player,201909080crd,det,StafMa00,targets,0,,,,,
player,201909080crd,det,StafMa00,rec,0,,,,,
player,201909080crd,det,StafMa00,rec_yds,0,,,,,
player,201909080crd,det,StafMa00,rec_td,0,,,,,
player,201909080crd,det,StafMa00,rec_long,0,,,,,
player,201909080crd,det,StafMa00,fumbles,2,,,,,
player,201909080crd,det,StafMa00,fumbles_lost,1,,,,,
player,201909080crd,det,JohnKe06,pass_cmp,0,,,,,
player,201909080crd,det,JohnKe06,pass_att,0,,,,,
player,201909080crd,det,JohnKe06,pass_yds,0,,,,,
player,201909080crd,det,JohnKe06,pass_td,0,,,,,
player,201909080crd,det,JohnKe06,pass_int,0,,,,,
player,201909080crd,det,JohnKe06,pass_sacked,0,,,,,
player,201909080crd,det,JohnKe06,pass_sacked_yds,0,,,,,
player,201909080crd,det,JohnKe06,pass_long,0,,,,,
player,201909080crd,det,JohnKe06,pass_rating,,,,,,
player,201909080crd,det,JohnKe06,rush_att,16,,,,,
player,201909080crd,det,JohnKe06,rush_yds,49,,,,,
player,201909080crd,det,JohnKe06,rush_td,0,,,,,
player,201909080crd,det,JohnKe06,rush_long,9,,,,,
player,201909080crd,det,JohnKe06,targets,2,,,,,
player,201909080crd,det,JohnKe06,rec,2,,,,,
player,201909080crd,det,JohnKe06,rec_yds,13,,,,,
player,201909080crd,det,JohnKe06,rec_td,0,,,,,
player,201909080crd,det,JohnKe06,rec_long,7,,,,,
player,201909080crd,det,JohnKe06,fumbles,0,,,,,
player,201909080crd,det,JohnKe06,fumbles_lost,0,,,,,
player,201909080crd,det,AndeC.00,pass_cmp,0,,,,,
player,201909080crd,det,AndeC.00,pass_att,0,,,,,
player,201909080crd,det,AndeC.00,pass_yds,0,,,,,
player,201909080crd,det,AndeC.00,pass_td,0,,,,,
player,201909080crd,det,AndeC.00,pass_int,0,,,,,
player,201909080crd,det,AndeC.00,pass_sacked,0,,,,,
player,201909080crd,det,AndeC.00,pass_sacked_yds,0,,,,,
player,201909080crd,det,AndeC.00,pass_long,0,,,,,
player,201909080crd,det,AndeC.00,pass_rating,,,,,,
player,201909080crd,det,AndeC.00,rush_att,11,,,,,
player,201909080crd,det,AndeC.00,rush_yds,35,,,,,
player,201909080crd,det,AndeC.00,rush_td,0,,,,,
player,201909080crd,det,AndeC.00,rush_long,9,,,,,
player,201909080crd,det,AndeC.00,targets,0,,,,,
player,201909080crd,det,AndeC.00,rec,0,,,,,
player,201909080crd,det,AndeC.00,rec_yds,0,,,,,
player,201909080crd,det,AndeC.00,rec_td,0,,,,,
player,201909080crd,det,AndeC.00,rec_long,0,,,,,
player,201909080crd,det,AndeC.00,fumbles,0,,,,,
player,201909080crd,det,AndeC.00,fumbles_lost,0,,,,,
player,201909080crd,det,JohnTy02,pass_cmp,0,,,,,
player,201909080crd,det,JohnTy02,pass_att,0,,,,,
player,201909080crd,det,JohnTy02,pass_yds,0,,,,,
player,201909080crd,det,JohnTy02,pass_td,0,,,,,
player,201909080crd,det,JohnTy02,pass_int,0,,,,,
player,201909080crd,det,JohnTy02,pass_sacked,0,,,,,
player,201909080crd,det,JohnTy02,pass_sacked_yds,0,,,,,
player,201909080crd,det,JohnTy02,pass_long,0,,,,,
player,201909080crd,det,JohnTy02,pass_rating,,,,,,
player,201909080crd,det,JohnTy02,rush_att,1,,,,,
player,201909080crd,det,JohnTy02,rush_yds,6,,,,,
player,201909080crd,det,JohnTy02,rush_td,0,,,,,
player,201909080crd,det,JohnTy02,rush_long,6,,,,,
player,201909080crd,det,JohnTy02,targets,0,,,,,
player,201909080crd,det,JohnTy02,rec,0,,,,,
player,201909080crd,det,JohnTy02,rec_yds,0,,,,,
player,201909080crd,det,JohnTy02,rec_td,0,,,,,
player,201909080crd,det,JohnTy02,rec_long,0,,,,,
player,201909080crd,det,JohnTy02,fumbles,0,,,,,
player,201909080crd,det,JohnTy02,fumbles_lost,0,,,,,
player,201909080crd,det,JoneMa02,pass_cmp,0,,,,,
player,201909080crd,det,JoneMa02,pass_att,0,,,,,
player,201909080crd,det,JoneMa02,pass_yds,0,,,,,
player,201909080crd,det,JoneMa02,pass_td,0,,,,,
player,201909080crd,det,JoneMa02,pass_int,0,,,,,
player,201909080crd,det,JoneMa02,pass_sacked,0,,,,,
player,201909080crd,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201909080crd,det,JoneMa02,pass_long,0,,,,,
player,201909080crd,det,JoneMa02,pass_rating,,,,,,
player,201909080crd,det,JoneMa02,rush_att,1,,,,,
player,201909080crd,det,JoneMa02,rush_yds,4,,,,,
player,201909080crd,det,JoneMa02,rush_td,0,,,,,
player,201909080crd,det,JoneMa02,rush_long,4,,,,,
player,201909080crd,det,JoneMa02,targets,4,,,,,
player,201909080crd,det,JoneMa02,rec,4,,,,,
player,201909080crd,det,JoneMa02,rec_yds,56,,,,,
player,201909080crd,det,JoneMa02,rec_td,0,,,,,
player,201909080crd,det,JoneMa02,rec_long,23,,,,,
player,201909080crd,det,JoneMa02,fumbles,0,,,,,
player,201909080crd,det,JoneMa02,fumbles_lost,0,,,,,
player,201909080crd,det,HockTJ00,pass_cmp,0,,,,,
player,201909080crd,det,HockTJ00,pass_att,0,,,,,
player,201909080crd,det,HockTJ00,pass_yds,0,,,,,
player,201909080crd,det,HockTJ00,pass_td,0,,,,,
player,201909080crd,det,HockTJ00,pass_int,0,,,,,
player,201909080crd,det,HockTJ00,pass_sacked,0,,,,,
player,201909080crd,det,HockTJ00,pass_sacked_yds,0,,,,,
player,201909080crd,det,HockTJ00,pass_long,0,,,,,
player,201909080crd,det,HockTJ00,pass_rating,,,,,,
player,201909080crd,det,HockTJ00,rush_att,0,,,,,
player,201909080crd,det,HockTJ00,rush_yds,0,,,,,
player,201909080crd,det,HockTJ00,rush_td,0,,,,,
player,201909080crd,det,HockTJ00,rush_long,0,,,,,
player,201909080crd,det,HockTJ00,targets,9,,,,,
player,201909080crd,det,HockTJ00,rec,6,,,,,
player,201909080crd,det,HockTJ00,rec_yds,131,,,,,
player,201909080crd,det,HockTJ00,rec_td,1,,,,,
player,201909080crd,det,HockTJ00,rec_long,39,,,,,
player,201909080crd,det,HockTJ00,fumbles,0,,,,,
player,201909080crd,det,HockTJ00,fumbles_lost,0,,,,,
player,201909080crd,det,AmenDa00,pass_cmp,0,,,,,
player,201909080crd,det,AmenDa00,pass_att,0,,,,,
player,201909080crd,det,AmenDa00,pass_yds,0,,,,,
player,201909080crd,det,AmenDa00,pass_td,0,,,,,
player,201909080crd,det,AmenDa00,pass_int,0,,,,,
player,201909080crd,det,AmenDa00,pass_sacked,0,,,,,
player,201909080crd,det,AmenDa00,pass_sacked_yds,0,,,,,
player,201909080crd,det,AmenDa00,pass_long,0,,,,,
player,201909080crd,det,AmenDa00,pass_rating,,,,,,
player,201909080crd,det,AmenDa00,rush_att,0,,,,,
player,201909080crd,det,AmenDa00,rush_yds,0,,,,,
player,201909080crd,det,AmenDa00,rush_td,0,,,,,
player,201909080crd,det,AmenDa00,rush_long,0,,,,,
player,201909080crd,det,AmenDa00,targets,13,,,,,
player,201909080crd,det,AmenDa00,rec,7,,,,,
player,201909080crd,det,AmenDa00,rec_yds,104,,,,,
player,201909080crd,det,AmenDa00,rec_td,1,,,,,
player,201909080crd,det,AmenDa00,rec_long,47,,,,,
player,201909080crd,det,AmenDa00,fumbles,0,,,,,
player,201909080crd,det,AmenDa00,fumbles_lost,0,,,,,
player,201909080crd,det,GollKe00,pass_cmp,0,,,,,
player,201909080crd,det,GollKe00,pass_att,0,,,,,
player,201909080crd,det,GollKe00,pass_yds,0,,,,,
player,201909080crd,det,GollKe00,pass_td,0,,,,,
player,201909080crd,det,GollKe00,pass_int,0,,,,,
player,201909080crd,det,GollKe00,pass_sacked,0,,,,,
player,201909080crd,det,GollKe00,pass_sacked_yds,0,,,,,
player,201909080crd,det,GollKe00,pass_long,0,,,,,
player,201909080crd,det,GollKe00,pass_rating,,,,,,
player,201909080crd,det,GollKe00,rush_att,0,,,,,
player,201909080crd,det,GollKe00,rush_yds,0,,,,,
player,201909080crd,det,GollKe00,rush_td,0,,,,,
player,201909080crd,det,GollKe00,rush_long,0,,,,,
player,201909080crd,det,GollKe00,targets,9,,,,,
player,201909080crd,det,GollKe00,rec,4,,,,,
player,201909080crd,det,GollKe00,rec_yds,42,,,,,
player,201909080crd,det,GollKe00,rec_td,1,,,,,
player,201909080crd,det,GollKe00,rec_long,13,,,,,
player,201909080crd,det,GollKe00,fumbles,0,,,,,
player,201909080crd,det,GollKe00,fumbles_lost,0,,,,,
player,201909080crd,det,McKiJ.00,pass_cmp,0,,,,,
player,201909080crd,det,McKiJ.00,pass_att,0,,,,,
player,201909080crd,det,McKiJ.00,pass_yds,0,,,,,
player,201909080crd,det,McKiJ.00,pass_td,0,,,,,
player,201909080crd,det,McKiJ.00,pass_int,0,,,,,
player,201909080crd,det,McKiJ.00,pass_sacked,0,,,,,
player,201909080crd,det,McKiJ.00,pass_sacked_yds,0,,,,,
player,201909080crd,det,McKiJ.00,pass_long,0,,,,,
player,201909080crd,det,McKiJ.00,pass_rating,,,,,,
player,201909080crd,det,McKiJ.00,rush_att,0,,,,,
player,201909080crd,det,McKiJ.00,rush_yds,0,,,,,
player,201909080crd,det,McKiJ.00,rush_td,0,,,,,
player,201909080crd,det,McKiJ.00,rush_long,0,,,,,
player,201909080crd,det,McKiJ.00,targets,2,,,,,
player,201909080crd,det,McKiJ.00,rec,2,,,,,
player,201909080crd,det,McKiJ.00,rec_yds,24,,,,,
player,201909080crd,det,McKiJ.00,rec_td,0,,,,,
player,201909080crd,det,McKiJ.00,rec_long,12,,,,,
player,201909080crd,det,McKiJ.00,fumbles,0,,,,,
player,201909080crd,det,McKiJ.00,fumbles_lost,0,,,,,
player,201909080crd,det,JameJe00,pass_cmp,0,,,,,
player,201909080crd,det,JameJe00,pass_att,0,,,,,
player,201909080crd,det,JameJe00,pass_yds,0,,,,,
player,201909080crd,det,JameJe00,pass_td,0,,,,,
player,201909080crd,det,JameJe00,pass_int,0,,,,,
player,201909080crd,det,JameJe00,pass_sacked,0,,,,,
player,201909080crd,det,JameJe00,pass_sacked_yds,0,,,,,
player,201909080crd,det,JameJe00,pass_long,0,,,,,
player,201909080crd,det,JameJe00,pass_rating,,,,,,
player,201909080crd,det,JameJe00,rush_att,0,,,,,
player,201909080crd,det,JameJe00,rush_yds,0,,,,,
player,201909080crd,det,JameJe00,rush_td,0,,,,,
player,201909080crd,det,JameJe00,rush_long,0,,,,,
player,201909080crd,det,JameJe00,targets,1,,,,,
player,201909080crd,det,JameJe00,rec,1,,,,,
player,201909080crd,det,JameJe00,rec_yds,15,,,,,
player,201909080crd,det,JameJe00,rec_td,0,,,,,
player,201909080crd,det,JameJe00,rec_long,15,,,,,
player,201909080crd,det,JameJe00,fumbles,0,,,,,
player,201909080crd,det,JameJe00,fumbles_lost,0,,,,,
player,201909080crd,det,BawdNi00,pass_cmp,0,,,,,
player,201909080crd,det,BawdNi00,pass_att,0,,,,,
player,201909080crd,det,BawdNi00,pass_yds,0,,,,,
player,201909080crd,det,BawdNi00,pass_td,0,,,,,
player,201909080crd,det,BawdNi00,pass_int,0,,,,,
player,201909080crd,det,BawdNi00,pass_sacked,0,,,,,
player,201909080crd,det,BawdNi00,pass_sacked_yds,0,,,,,
player,201909080crd,det,BawdNi00,pass_long,0,,,,,
player,201909080crd,det,BawdNi00,pass_rating,,,,,,
player,201909080crd,det,BawdNi00,rush_att,0,,,,,
player,201909080crd,det,BawdNi00,rush_yds,0,,,,,
player,201909080crd,det,BawdNi00,rush_td,0,,,,,
player,201909080crd,det,BawdNi00,rush_long,0,,,,,
player,201909080crd,det,BawdNi00,targets,1,,,,,
player,201909080crd,det,BawdNi00,rec,1,,,,,
player,201909080crd,det,BawdNi00,rec_yds,0,,,,,
player,201909080crd,det,BawdNi00,rec_td,0,,,,,
player,201909080crd,det,BawdNi00,rec_long,0,,,,,
player,201909080crd,det,BawdNi00,fumbles,0,,,,,
player,201909080crd,det,BawdNi00,fumbles_lost,0,,,,,
player,201909080crd,crd,MurrKy00,pass_cmp,29,,,,,
player,201909080crd,crd,MurrKy00,pass_att,54,,,,,
player,201909080crd,crd,MurrKy00,pass_yds,308,,,,,
player,201909080crd,crd,MurrKy00,pass_td,2,,,,,
player,201909080crd,crd,MurrKy00,pass_int,1,,,,,
player,201909080crd,crd,MurrKy00,pass_sacked,5,,,,,
player,201909080crd,crd,MurrKy00,pass_sacked_yds,33,,,,,
player,201909080crd,crd,MurrKy00,pass_long,45,,,,,
player,201909080crd,crd,MurrKy00,pass_rating,75.2,,,,,
player,201909080crd,crd,MurrKy00,rush_att,3,,,,,
player,201909080crd,crd,MurrKy00,rush_yds,13,,,,,
player,201909080crd,crd,MurrKy00,rush_td,0,,,,,
player,201909080crd,crd,MurrKy00,rush_long,9,,,,,
player,201909080crd,crd,MurrKy00,targets,0,,,,,
player,201909080crd,crd,MurrKy00,rec,0,,,,,
player,201909080crd,crd,MurrKy00,rec_yds,0,,,,,
player,201909080crd,crd,MurrKy00,rec_td,0,,,,,
player,201909080crd,crd,MurrKy00,rec_long,0,,,,,
player,201909080crd,crd,MurrKy00,fumbles,0,,,,,
player,201909080crd,crd,MurrKy00,fumbles_lost,0,,,,,
player,201909080crd,crd,JohnDa08,pass_cmp,0,,,,,
player,201909080crd,crd,JohnDa08,pass_att,0,,,,,
player,201909080crd,crd,JohnDa08,pass_yds,0,,,,,
player,201909080crd,crd,JohnDa08,pass_td,0,,,,,
player,201909080crd,crd,JohnDa08,pass_int,0,,,,,
player,201909080crd,crd,JohnDa08,pass_sacked,0,,,,,
player,201909080crd,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201909080crd,crd,JohnDa08,pass_long,0,,,,,
player,201909080crd,crd,JohnDa08,pass_rating,,,,,,
player,201909080crd,crd,JohnDa08,rush_att,18,,,,,
player,201909080crd,crd,JohnDa08,rush_yds,82,,,,,
player,201909080crd,crd,JohnDa08,rush_td,0,,,,,
player,201909080crd,crd,JohnDa08,rush_long,18,,,,,
player,201909080crd,crd,JohnDa08,targets,7,,,,,
player,201909080crd,crd,JohnDa08,rec,6,,,,,
player,201909080crd,crd,JohnDa08,rec_yds,55,,,,,
player,201909080crd,crd,JohnDa08,rec_td,1,,,,,
player,201909080crd,crd,JohnDa08,rec_long,27,,,,,
player,201909080crd,crd,JohnDa08,fumbles,0,,,,,
player,201909080crd,crd,JohnDa08,fumbles_lost,0,,,,,
player,201909080crd,crd,KirkCh01,pass_cmp,0,,,,,
player,201909080crd,crd,KirkCh01,pass_att,0,,,,,
player,201909080crd,crd,KirkCh01,pass_yds,0,,,,,
player,201909080crd,crd,KirkCh01,pass_td,0,,,,,
player,201909080crd,crd,KirkCh01,pass_int,0,,,,,
player,201909080crd,crd,KirkCh01,pass_sacked,0,,,,,
player,201909080crd,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201909080crd,crd,KirkCh01,pass_long,0,,,,,
player,201909080crd,crd,KirkCh01,pass_rating,,,,,,
player,201909080crd,crd,KirkCh01,rush_att,1,,,,,
player,201909080crd,crd,KirkCh01,rush_yds,12,,,,,
player,201909080crd,crd,KirkCh01,rush_td,0,,,,,
player,201909080crd,crd,KirkCh01,rush_long,12,,,,,
player,201909080crd,crd,KirkCh01,targets,12,,,,,
player,201909080crd,crd,KirkCh01,rec,4,,,,,
player,201909080crd,crd,KirkCh01,rec_yds,32,,,,,
player,201909080crd,crd,KirkCh01,rec_td,0,,,,,
player,201909080crd,crd,KirkCh01,rec_long,10,,,,,
player,201909080crd,crd,KirkCh01,fumbles,0,,,,,
player,201909080crd,crd,KirkCh01,fumbles_lost,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_cmp,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_att,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_yds,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_td,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_int,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_sacked,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_long,0,,,,,
player,201909080crd,crd,EdmoCh00,pass_rating,,,,,,
player,201909080crd,crd,EdmoCh00,rush_att,1,,,,,
player,201909080crd,crd,EdmoCh00,rush_yds,5,,,,,
player,201909080crd,crd,EdmoCh00,rush_td,0,,,,,
player,201909080crd,crd,EdmoCh00,rush_long,5,,,,,
player,201909080crd,crd,EdmoCh00,targets,1,,,,,
player,201909080crd,crd,EdmoCh00,rec,0,,,,,
player,201909080crd,crd,EdmoCh00,rec_yds,0,,,,,
player,201909080crd,crd,EdmoCh00,rec_td,0,,,,,
player,201909080crd,crd,EdmoCh00,rec_long,0,,,,,
player,201909080crd,crd,EdmoCh00,fumbles,0,,,,,
player,201909080crd,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201909080crd,crd,FitzLa00,pass_cmp,0,,,,,
player,201909080crd,crd,FitzLa00,pass_att,0,,,,,
player,201909080crd,crd,FitzLa00,pass_yds,0,,,,,
player,201909080crd,crd,FitzLa00,pass_td,0,,,,,
player,201909080crd,crd,FitzLa00,pass_int,0,,,,,
player,201909080crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201909080crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201909080crd,crd,FitzLa00,pass_long,0,,,,,
player,201909080crd,crd,FitzLa00,pass_rating,,,,,,
player,201909080crd,crd,FitzLa00,rush_att,0,,,,,
player,201909080crd,crd,FitzLa00,rush_yds,0,,,,,
player,201909080crd,crd,FitzLa00,rush_td,0,,,,,
player,201909080crd,crd,FitzLa00,rush_long,0,,,,,
player,201909080crd,crd,FitzLa00,targets,13,,,,,
player,201909080crd,crd,FitzLa00,rec,8,,,,,
player,201909080crd,crd,FitzLa00,rec_yds,113,,,,,
player,201909080crd,crd,FitzLa00,rec_td,1,,,,,
player,201909080crd,crd,FitzLa00,rec_long,45,,,,,
player,201909080crd,crd,FitzLa00,fumbles,0,,,,,
player,201909080crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201909080crd,crd,JohnKe07,pass_cmp,0,,,,,
player,201909080crd,crd,JohnKe07,pass_att,0,,,,,
player,201909080crd,crd,JohnKe07,pass_yds,0,,,,,
player,201909080crd,crd,JohnKe07,pass_td,0,,,,,
player,201909080crd,crd,JohnKe07,pass_int,0,,,,,
player,201909080crd,crd,JohnKe07,pass_sacked,0,,,,,
player,201909080crd,crd,JohnKe07,pass_sacked_yds,0,,,,,
player,201909080crd,crd,JohnKe07,pass_long,0,,,,,
player,201909080crd,crd,JohnKe07,pass_rating,,,,,,
player,201909080crd,crd,JohnKe07,rush_att,0,,,,,
player,201909080crd,crd,JohnKe07,rush_yds,0,,,,,
player,201909080crd,crd,JohnKe07,rush_td,0,,,,,
player,201909080crd,crd,JohnKe07,rush_long,0,,,,,
player,201909080crd,crd,JohnKe07,targets,10,,,,,
player,201909080crd,crd,JohnKe07,rec,5,,,,,
player,201909080crd,crd,JohnKe07,rec_yds,46,,,,,
player,201909080crd,crd,JohnKe07,rec_td,0,,,,,
player,201909080crd,crd,JohnKe07,rec_long,15,,,,,
player,201909080crd,crd,JohnKe07,fumbles,0,,,,,
player,201909080crd,crd,JohnKe07,fumbles_lost,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_cmp,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_att,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_yds,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_td,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_int,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_sacked,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_long,0,,,,,
player,201909080crd,crd,ByrdDa00,pass_rating,,,,,,
player,201909080crd,crd,ByrdDa00,rush_att,0,,,,,
player,201909080crd,crd,ByrdDa00,rush_yds,0,,,,,
player,201909080crd,crd,ByrdDa00,rush_td,0,,,,,
player,201909080crd,crd,ByrdDa00,rush_long,0,,,,,
player,201909080crd,crd,ByrdDa00,targets,7,,,,,
player,201909080crd,crd,ByrdDa00,rec,4,,,,,
player,201909080crd,crd,ByrdDa00,rec_yds,42,,,,,
player,201909080crd,crd,ByrdDa00,rec_td,0,,,,,
player,201909080crd,crd,ByrdDa00,rec_long,19,,,,,
player,201909080crd,crd,ByrdDa00,fumbles,0,,,,,
player,201909080crd,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201909080crd,crd,WillMa04,pass_cmp,0,,,,,
player,201909080crd,crd,WillMa04,pass_att,0,,,,,
player,201909080crd,crd,WillMa04,pass_yds,0,,,,,
player,201909080crd,crd,WillMa04,pass_td,0,,,,,
player,201909080crd,crd,WillMa04,pass_int,0,,,,,
player,201909080crd,crd,WillMa04,pass_sacked,0,,,,,
player,201909080crd,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201909080crd,crd,WillMa04,pass_long,0,,,,,
player,201909080crd,crd,WillMa04,pass_rating,,,,,,
player,201909080crd,crd,WillMa04,rush_att,0,,,,,
player,201909080crd,crd,WillMa04,rush_yds,0,,,,,
player,201909080crd,crd,WillMa04,rush_td,0,,,,,
player,201909080crd,crd,WillMa04,rush_long,0,,,,,
player,201909080crd,crd,WillMa04,targets,1,,,,,
player,201909080crd,crd,WillMa04,rec,1,,,,,
player,201909080crd,crd,WillMa04,rec_yds,15,,,,,
player,201909080crd,crd,WillMa04,rec_td,0,,,,,
player,201909080crd,crd,WillMa04,rec_long,15,,,,,
player,201909080crd,crd,WillMa04,fumbles,0,,,,,
player,201909080crd,crd,WillMa04,fumbles_lost,0,,,,,
player,201909080crd,crd,ClayCh00,pass_cmp,0,,,,,
player,201909080crd,crd,ClayCh00,pass_att,0,,,,,
player,201909080crd,crd,ClayCh00,pass_yds,0,,,,,
player,201909080crd,crd,ClayCh00,pass_td,0,,,,,
player,201909080crd,crd,ClayCh00,pass_int,0,,,,,
player,201909080crd,crd,ClayCh00,pass_sacked,0,,,,,
player,201909080crd,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201909080crd,crd,ClayCh00,pass_long,0,,,,,
player,201909080crd,crd,ClayCh00,pass_rating,,,,,,
player,201909080crd,crd,ClayCh00,rush_att,0,,,,,
player,201909080crd,crd,ClayCh00,rush_yds,0,,,,,
player,201909080crd,crd,ClayCh00,rush_td,0,,,,,
player,201909080crd,crd,ClayCh00,rush_long,0,,,,,
player,201909080crd,crd,ClayCh00,targets,1,,,,,
player,201909080crd,crd,ClayCh00,rec,1,,,,,
player,201909080crd,crd,ClayCh00,rec_yds,5,,,,,
player,201909080crd,crd,ClayCh00,rec_td,0,,,,,
player,201909080crd,crd,ClayCh00,rec_long,5,,,,,
player,201909080crd,crd,ClayCh00,fumbles,0,,,,,
player,201909080crd,crd,ClayCh00,fumbles_lost,0,,,,,
player,201909080crd,det,WalkTr01,def_int,1,,,,,
player,201909080crd,det,WalkTr01,def_int_yds,0,,,,,
player,201909080crd,det,WalkTr01,def_int_td,0,,,,,
player,201909080crd,det,WalkTr01,def_int_long,0,,,,,
player,201909080crd,det,WalkTr01,pass_defended,2,,,,,
player,201909080crd,det,WalkTr01,sacks,0.0,,,,,
player,201909080crd,det,WalkTr01,tackles_combined,9,,,,,
player,201909080crd,det,WalkTr01,tackles_solo,9,,,,,
player,201909080crd,det,WalkTr01,tackles_assists,0,,,,,
player,201909080crd,det,WalkTr01,tackles_loss,1,,,,,
player,201909080crd,det,WalkTr01,qb_hits,0,,,,,
player,201909080crd,det,WalkTr01,fumbles_rec,0,,,,,
player,201909080crd,det,WalkTr01,fumbles_rec_yds,0,,,,,
player,201909080crd,det,WalkTr01,fumbles_rec_td,0,,,,,
player,201909080crd,det,WalkTr01,fumbles_forced,0,,,,,
player,201909080crd,det,KennDe00,def_int,0,,,,,
player,201909080crd,det,KennDe00,def_int_yds,0,,,,,
player,201909080crd,det,KennDe00,def_int_td,0,,,,,
player,201909080crd,det,KennDe00,def_int_long,0,,,,,
player,201909080crd,det,KennDe00,pass_defended,0,,,,,
player,201909080crd,det,KennDe00,sacks,3.0,,,,,
player,201909080crd,det,KennDe00,tackles_combined,4,,,,,
player,201909080crd,det,KennDe00,tackles_solo,4,,,,,
player,201909080crd,det,KennDe00,tackles_assists,0,,,,,
player,201909080crd,det,KennDe00,tackles_loss,3,,,,,
player,201909080crd,det,KennDe00,qb_hits,3,,,,,
player,201909080crd,det,KennDe00,fumbles_rec,0,,,,,
player,201909080crd,det,KennDe00,fumbles_rec_yds,0,,,,,
player,201909080crd,det,KennDe00,fumbles_rec_td,0,,,,,
player,201909080crd,det,KennDe00,fumbles_forced,0,,,,,
player,201909080crd,det,JoneCh05,def_int,0,,,,,
player,201909080crd,det,JoneCh05,def_int_yds,0,,,,,
player,201909080crd,det,JoneCh05,def_int_td,0,,,,,
player,201909080crd,det,JoneCh05,def_int_long,0,,,,,
player,201909080crd,det,JoneCh05,pass_defended,2,,,,,
player,201909080crd,det,JoneCh05,sacks,1.0,,,,,
player,201909080crd,det,JoneCh05,tackles_combined,5,,,,,
player,201909080crd,det,JoneCh05,tackles_solo,5,,,,,
player,201909080crd,det,JoneCh05,tackles_assists,0,,,,,
