game,2019,3,20190922,201909220sea,nor,"New Orleans Saints",33,sea,"Seattle Seahawks",27
player,201909220sea,nor,DaveMa00,tackles_loss,0,,,,,
player,201909220sea,nor,DaveMa00,qb_hits,1,,,,,
player,201909220sea,nor,DaveMa00,fumbles_rec,0,,,,,
player,201909220sea,nor,DaveMa00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,DaveMa00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,DaveMa00,fumbles_forced,0,,,,,
player,201909220sea,nor,KleiAJ00,def_int,0,,,,,
player,201909220sea,nor,KleiAJ00,def_int_yds,0,,,,,
player,201909220sea,nor,KleiAJ00,def_int_td,0,,,,,
player,201909220sea,nor,KleiAJ00,def_int_long,0,,,,,
player,201909220sea,nor,KleiAJ00,pass_defended,0,,,,,
player,201909220sea,nor,KleiAJ00,sacks,0.0,,,,,
player,201909220sea,nor,KleiAJ00,tackles_combined,5,,,,,
player,201909220sea,nor,KleiAJ00,tackles_solo,5,,,,,
player,201909220sea,nor,KleiAJ00,tackles_assists,0,,,,,
player,201909220sea,nor,KleiAJ00,tackles_loss,1,,,,,
player,201909220sea,nor,KleiAJ00,qb_hits,0,,,,,
player,201909220sea,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201909220sea,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201909220sea,nor,WillMa06,def_int,0,,,,,
player,201909220sea,nor,WillMa06,def_int_yds,0,,,,,
player,201909220sea,nor,WillMa06,def_int_td,0,,,,,
player,201909220sea,nor,WillMa06,def_int_long,0,,,,,
player,201909220sea,nor,WillMa06,pass_defended,0,,,,,
player,201909220sea,nor,WillMa06,sacks,0.0,,,,,
player,201909220sea,nor,WillMa06,tackles_combined,5,,,,,
player,201909220sea,nor,WillMa06,tackles_solo,4,,,,,
player,201909220sea,nor,WillMa06,tackles_assists,1,,,,,
player,201909220sea,nor,WillMa06,tackles_loss,0,,,,,
player,201909220sea,nor,WillMa06,qb_hits,0,,,,,
player,201909220sea,nor,WillMa06,fumbles_rec,0,,,,,
player,201909220sea,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201909220sea,nor,WillMa06,fumbles_forced,0,,,,,
player,201909220sea,nor,OnyeDa00,def_int,0,,,,,
player,201909220sea,nor,OnyeDa00,def_int_yds,0,,,,,
player,201909220sea,nor,OnyeDa00,def_int_td,0,,,,,
player,201909220sea,nor,OnyeDa00,def_int_long,0,,,,,
player,201909220sea,nor,OnyeDa00,pass_defended,0,,,,,
player,201909220sea,nor,OnyeDa00,sacks,0.0,,,,,
player,201909220sea,nor,OnyeDa00,tackles_combined,4,,,,,
player,201909220sea,nor,OnyeDa00,tackles_solo,2,,,,,
player,201909220sea,nor,OnyeDa00,tackles_assists,2,,,,,
player,201909220sea,nor,OnyeDa00,tackles_loss,0,,,,,
player,201909220sea,nor,OnyeDa00,qb_hits,0,,,,,
player,201909220sea,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201909220sea,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201909220sea,nor,ApplEl00,def_int,0,,,,,
player,201909220sea,nor,ApplEl00,def_int_yds,0,,,,,
player,201909220sea,nor,ApplEl00,def_int_td,0,,,,,
player,201909220sea,nor,ApplEl00,def_int_long,0,,,,,
player,201909220sea,nor,ApplEl00,pass_defended,0,,,,,
player,201909220sea,nor,ApplEl00,sacks,0.0,,,,,
player,201909220sea,nor,ApplEl00,tackles_combined,3,,,,,
player,201909220sea,nor,ApplEl00,tackles_solo,3,,,,,
player,201909220sea,nor,ApplEl00,tackles_assists,0,,,,,
player,201909220sea,nor,ApplEl00,tackles_loss,0,,,,,
player,201909220sea,nor,ApplEl00,qb_hits,0,,,,,
player,201909220sea,nor,ApplEl00,fumbles_rec,0,,,,,
player,201909220sea,nor,ApplEl00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,ApplEl00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,ApplEl00,fumbles_forced,1,,,,,
player,201909220sea,nor,HendTr00,def_int,0,,,,,
player,201909220sea,nor,HendTr00,def_int_yds,0,,,,,
player,201909220sea,nor,HendTr00,def_int_td,0,,,,,
player,201909220sea,nor,HendTr00,def_int_long,0,,,,,
player,201909220sea,nor,HendTr00,pass_defended,0,,,,,
player,201909220sea,nor,HendTr00,sacks,0.0,,,,,
player,201909220sea,nor,HendTr00,tackles_combined,3,,,,,
player,201909220sea,nor,HendTr00,tackles_solo,1,,,,,
player,201909220sea,nor,HendTr00,tackles_assists,2,,,,,
player,201909220sea,nor,HendTr00,tackles_loss,0,,,,,
player,201909220sea,nor,HendTr00,qb_hits,1,,,,,
player,201909220sea,nor,HendTr00,fumbles_rec,0,,,,,
player,201909220sea,nor,HendTr00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,HendTr00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,HendTr00,fumbles_forced,0,,,,,
player,201909220sea,nor,JordCa00,def_int,0,,,,,
player,201909220sea,nor,JordCa00,def_int_yds,0,,,,,
player,201909220sea,nor,JordCa00,def_int_td,0,,,,,
player,201909220sea,nor,JordCa00,def_int_long,0,,,,,
player,201909220sea,nor,JordCa00,pass_defended,0,,,,,
player,201909220sea,nor,JordCa00,sacks,0.0,,,,,
player,201909220sea,nor,JordCa00,tackles_combined,3,,,,,
player,201909220sea,nor,JordCa00,tackles_solo,0,,,,,
player,201909220sea,nor,JordCa00,tackles_assists,3,,,,,
player,201909220sea,nor,JordCa00,tackles_loss,0,,,,,
player,201909220sea,nor,JordCa00,qb_hits,0,,,,,
player,201909220sea,nor,JordCa00,fumbles_rec,0,,,,,
player,201909220sea,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,JordCa00,fumbles_forced,0,,,,,
player,201909220sea,nor,WillP.00,def_int,0,,,,,
player,201909220sea,nor,WillP.00,def_int_yds,0,,,,,
player,201909220sea,nor,WillP.00,def_int_td,0,,,,,
player,201909220sea,nor,WillP.00,def_int_long,0,,,,,
player,201909220sea,nor,WillP.00,pass_defended,1,,,,,
player,201909220sea,nor,WillP.00,sacks,0.0,,,,,
player,201909220sea,nor,WillP.00,tackles_combined,3,,,,,
player,201909220sea,nor,WillP.00,tackles_solo,2,,,,,
player,201909220sea,nor,WillP.00,tackles_assists,1,,,,,
player,201909220sea,nor,WillP.00,tackles_loss,0,,,,,
player,201909220sea,nor,WillP.00,qb_hits,0,,,,,
player,201909220sea,nor,WillP.00,fumbles_rec,0,,,,,
player,201909220sea,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,WillP.00,fumbles_forced,0,,,,,
player,201909220sea,nor,AlonKi00,def_int,0,,,,,
player,201909220sea,nor,AlonKi00,def_int_yds,0,,,,,
player,201909220sea,nor,AlonKi00,def_int_td,0,,,,,
player,201909220sea,nor,AlonKi00,def_int_long,0,,,,,
player,201909220sea,nor,AlonKi00,pass_defended,0,,,,,
player,201909220sea,nor,AlonKi00,sacks,0.0,,,,,
player,201909220sea,nor,AlonKi00,tackles_combined,2,,,,,
player,201909220sea,nor,AlonKi00,tackles_solo,1,,,,,
player,201909220sea,nor,AlonKi00,tackles_assists,1,,,,,
player,201909220sea,nor,AlonKi00,tackles_loss,0,,,,,
player,201909220sea,nor,AlonKi00,qb_hits,0,,,,,
player,201909220sea,nor,AlonKi00,fumbles_rec,0,,,,,
player,201909220sea,nor,AlonKi00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,AlonKi00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,AlonKi00,fumbles_forced,0,,,,,
player,201909220sea,nor,BrowMa01,def_int,0,,,,,
player,201909220sea,nor,BrowMa01,def_int_yds,0,,,,,
player,201909220sea,nor,BrowMa01,def_int_td,0,,,,,
player,201909220sea,nor,BrowMa01,def_int_long,0,,,,,
player,201909220sea,nor,BrowMa01,pass_defended,0,,,,,
player,201909220sea,nor,BrowMa01,sacks,0.0,,,,,
player,201909220sea,nor,BrowMa01,tackles_combined,1,,,,,
player,201909220sea,nor,BrowMa01,tackles_solo,0,,,,,
player,201909220sea,nor,BrowMa01,tackles_assists,1,,,,,
player,201909220sea,nor,BrowMa01,tackles_loss,0,,,,,
player,201909220sea,nor,BrowMa01,qb_hits,0,,,,,
player,201909220sea,nor,BrowMa01,fumbles_rec,0,,,,,
player,201909220sea,nor,BrowMa01,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,BrowMa01,fumbles_rec_td,0,,,,,
player,201909220sea,nor,BrowMa01,fumbles_forced,0,,,,,
player,201909220sea,nor,EdwaMa01,def_int,0,,,,,
player,201909220sea,nor,EdwaMa01,def_int_yds,0,,,,,
player,201909220sea,nor,EdwaMa01,def_int_td,0,,,,,
player,201909220sea,nor,EdwaMa01,def_int_long,0,,,,,
player,201909220sea,nor,EdwaMa01,pass_defended,0,,,,,
player,201909220sea,nor,EdwaMa01,sacks,0.0,,,,,
player,201909220sea,nor,EdwaMa01,tackles_combined,1,,,,,
player,201909220sea,nor,EdwaMa01,tackles_solo,1,,,,,
player,201909220sea,nor,EdwaMa01,tackles_assists,0,,,,,
player,201909220sea,nor,EdwaMa01,tackles_loss,0,,,,,
player,201909220sea,nor,EdwaMa01,qb_hits,0,,,,,
player,201909220sea,nor,EdwaMa01,fumbles_rec,0,,,,,
player,201909220sea,nor,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,EdwaMa01,fumbles_rec_td,0,,,,,
player,201909220sea,nor,EdwaMa01,fumbles_forced,0,,,,,
player,201909220sea,nor,TuttSh00,def_int,0,,,,,
player,201909220sea,nor,TuttSh00,def_int_yds,0,,,,,
player,201909220sea,nor,TuttSh00,def_int_td,0,,,,,
player,201909220sea,nor,TuttSh00,def_int_long,0,,,,,
player,201909220sea,nor,TuttSh00,pass_defended,0,,,,,
player,201909220sea,nor,TuttSh00,sacks,0.0,,,,,
player,201909220sea,nor,TuttSh00,tackles_combined,1,,,,,
player,201909220sea,nor,TuttSh00,tackles_solo,1,,,,,
player,201909220sea,nor,TuttSh00,tackles_assists,0,,,,,
player,201909220sea,nor,TuttSh00,tackles_loss,1,,,,,
player,201909220sea,nor,TuttSh00,qb_hits,0,,,,,
player,201909220sea,nor,TuttSh00,fumbles_rec,0,,,,,
player,201909220sea,nor,TuttSh00,fumbles_rec_yds,0,,,,,
player,201909220sea,nor,TuttSh00,fumbles_rec_td,0,,,,,
player,201909220sea,nor,TuttSh00,fumbles_forced,0,,,,,
player,201909220sea,sea,WagnBo00,def_int,0,,,,,
player,201909220sea,sea,WagnBo00,def_int_yds,0,,,,,
player,201909220sea,sea,WagnBo00,def_int_td,0,,,,,
player,201909220sea,sea,WagnBo00,def_int_long,0,,,,,
player,201909220sea,sea,WagnBo00,pass_defended,0,,,,,
player,201909220sea,sea,WagnBo00,sacks,0.0,,,,,
player,201909220sea,sea,WagnBo00,tackles_combined,19,,,,,
player,201909220sea,sea,WagnBo00,tackles_solo,6,,,,,
player,201909220sea,sea,WagnBo00,tackles_assists,13,,,,,
player,201909220sea,sea,WagnBo00,tackles_loss,1,,,,,
player,201909220sea,sea,WagnBo00,qb_hits,0,,,,,
player,201909220sea,sea,WagnBo00,fumbles_rec,0,,,,,
player,201909220sea,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,WagnBo00,fumbles_forced,0,,,,,
player,201909220sea,sea,WrigK.00,def_int,0,,,,,
player,201909220sea,sea,WrigK.00,def_int_yds,0,,,,,
player,201909220sea,sea,WrigK.00,def_int_td,0,,,,,
player,201909220sea,sea,WrigK.00,def_int_long,0,,,,,
player,201909220sea,sea,WrigK.00,pass_defended,1,,,,,
player,201909220sea,sea,WrigK.00,sacks,0.0,,,,,
player,201909220sea,sea,WrigK.00,tackles_combined,12,,,,,
player,201909220sea,sea,WrigK.00,tackles_solo,4,,,,,
player,201909220sea,sea,WrigK.00,tackles_assists,8,,,,,
player,201909220sea,sea,WrigK.00,tackles_loss,0,,,,,
player,201909220sea,sea,WrigK.00,qb_hits,0,,,,,
player,201909220sea,sea,WrigK.00,fumbles_rec,0,,,,,
player,201909220sea,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,WrigK.00,fumbles_forced,0,,,,,
player,201909220sea,sea,FlowTr01,def_int,0,,,,,
player,201909220sea,sea,FlowTr01,def_int_yds,0,,,,,
player,201909220sea,sea,FlowTr01,def_int_td,0,,,,,
player,201909220sea,sea,FlowTr01,def_int_long,0,,,,,
player,201909220sea,sea,FlowTr01,pass_defended,0,,,,,
player,201909220sea,sea,FlowTr01,sacks,0.0,,,,,
player,201909220sea,sea,FlowTr01,tackles_combined,5,,,,,
player,201909220sea,sea,FlowTr01,tackles_solo,4,,,,,
player,201909220sea,sea,FlowTr01,tackles_assists,1,,,,,
player,201909220sea,sea,FlowTr01,tackles_loss,0,,,,,
player,201909220sea,sea,FlowTr01,qb_hits,0,,,,,
player,201909220sea,sea,FlowTr01,fumbles_rec,0,,,,,
player,201909220sea,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201909220sea,sea,FlowTr01,fumbles_forced,0,,,,,
player,201909220sea,sea,McDoBr01,def_int,0,,,,,
player,201909220sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201909220sea,sea,McDoBr01,def_int_td,0,,,,,
player,201909220sea,sea,McDoBr01,def_int_long,0,,,,,
player,201909220sea,sea,McDoBr01,pass_defended,0,,,,,
player,201909220sea,sea,McDoBr01,sacks,0.0,,,,,
player,201909220sea,sea,McDoBr01,tackles_combined,5,,,,,
player,201909220sea,sea,McDoBr01,tackles_solo,4,,,,,
player,201909220sea,sea,McDoBr01,tackles_assists,1,,,,,
player,201909220sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201909220sea,sea,McDoBr01,qb_hits,0,,,,,
player,201909220sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201909220sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201909220sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201909220sea,sea,WoodAl99,def_int,0,,,,,
player,201909220sea,sea,WoodAl99,def_int_yds,0,,,,,
player,201909220sea,sea,WoodAl99,def_int_td,0,,,,,
player,201909220sea,sea,WoodAl99,def_int_long,0,,,,,
player,201909220sea,sea,WoodAl99,pass_defended,0,,,,,
player,201909220sea,sea,WoodAl99,sacks,0.0,,,,,
player,201909220sea,sea,WoodAl99,tackles_combined,4,,,,,
player,201909220sea,sea,WoodAl99,tackles_solo,0,,,,,
player,201909220sea,sea,WoodAl99,tackles_assists,4,,,,,
player,201909220sea,sea,WoodAl99,tackles_loss,0,,,,,
player,201909220sea,sea,WoodAl99,qb_hits,0,,,,,
player,201909220sea,sea,WoodAl99,fumbles_rec,0,,,,,
player,201909220sea,sea,WoodAl99,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,WoodAl99,fumbles_rec_td,0,,,,,
player,201909220sea,sea,WoodAl99,fumbles_forced,0,,,,,
player,201909220sea,sea,KendMy00,def_int,0,,,,,
player,201909220sea,sea,KendMy00,def_int_yds,0,,,,,
player,201909220sea,sea,KendMy00,def_int_td,0,,,,,
player,201909220sea,sea,KendMy00,def_int_long,0,,,,,
player,201909220sea,sea,KendMy00,pass_defended,0,,,,,
player,201909220sea,sea,KendMy00,sacks,0.0,,,,,
player,201909220sea,sea,KendMy00,tackles_combined,3,,,,,
player,201909220sea,sea,KendMy00,tackles_solo,0,,,,,
player,201909220sea,sea,KendMy00,tackles_assists,3,,,,,
player,201909220sea,sea,KendMy00,tackles_loss,0,,,,,
player,201909220sea,sea,KendMy00,qb_hits,0,,,,,
player,201909220sea,sea,KendMy00,fumbles_rec,0,,,,,
player,201909220sea,sea,KendMy00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,KendMy00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,KendMy00,fumbles_forced,0,,,,,
player,201909220sea,sea,FordPo00,def_int,0,,,,,
player,201909220sea,sea,FordPo00,def_int_yds,0,,,,,
player,201909220sea,sea,FordPo00,def_int_td,0,,,,,
player,201909220sea,sea,FordPo00,def_int_long,0,,,,,
player,201909220sea,sea,FordPo00,pass_defended,0,,,,,
player,201909220sea,sea,FordPo00,sacks,0.0,,,,,
player,201909220sea,sea,FordPo00,tackles_combined,2,,,,,
player,201909220sea,sea,FordPo00,tackles_solo,1,,,,,
player,201909220sea,sea,FordPo00,tackles_assists,1,,,,,
player,201909220sea,sea,FordPo00,tackles_loss,0,,,,,
player,201909220sea,sea,FordPo00,qb_hits,0,,,,,
player,201909220sea,sea,FordPo00,fumbles_rec,0,,,,,
player,201909220sea,sea,FordPo00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,FordPo00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,FordPo00,fumbles_forced,0,,,,,
player,201909220sea,sea,GreeRa01,def_int,0,,,,,
player,201909220sea,sea,GreeRa01,def_int_yds,0,,,,,
player,201909220sea,sea,GreeRa01,def_int_td,0,,,,,
player,201909220sea,sea,GreeRa01,def_int_long,0,,,,,
player,201909220sea,sea,GreeRa01,pass_defended,0,,,,,
player,201909220sea,sea,GreeRa01,sacks,0.0,,,,,
player,201909220sea,sea,GreeRa01,tackles_combined,2,,,,,
player,201909220sea,sea,GreeRa01,tackles_solo,0,,,,,
player,201909220sea,sea,GreeRa01,tackles_assists,2,,,,,
player,201909220sea,sea,GreeRa01,tackles_loss,0,,,,,
player,201909220sea,sea,GreeRa01,qb_hits,0,,,,,
player,201909220sea,sea,GreeRa01,fumbles_rec,0,,,,,
player,201909220sea,sea,GreeRa01,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,GreeRa01,fumbles_rec_td,0,,,,,
player,201909220sea,sea,GreeRa01,fumbles_forced,0,,,,,
player,201909220sea,sea,GrifSh00,def_int,0,,,,,
player,201909220sea,sea,GrifSh00,def_int_yds,0,,,,,
player,201909220sea,sea,GrifSh00,def_int_td,0,,,,,
player,201909220sea,sea,GrifSh00,def_int_long,0,,,,,
player,201909220sea,sea,GrifSh00,pass_defended,1,,,,,
player,201909220sea,sea,GrifSh00,sacks,0.0,,,,,
player,201909220sea,sea,GrifSh00,tackles_combined,2,,,,,
player,201909220sea,sea,GrifSh00,tackles_solo,1,,,,,
player,201909220sea,sea,GrifSh00,tackles_assists,1,,,,,
player,201909220sea,sea,GrifSh00,tackles_loss,0,,,,,
player,201909220sea,sea,GrifSh00,qb_hits,0,,,,,
player,201909220sea,sea,GrifSh00,fumbles_rec,0,,,,,
player,201909220sea,sea,GrifSh00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,GrifSh00,fumbles_forced,0,,,,,
player,201909220sea,sea,JackBr04,def_int,0,,,,,
player,201909220sea,sea,JackBr04,def_int_yds,0,,,,,
player,201909220sea,sea,JackBr04,def_int_td,0,,,,,
player,201909220sea,sea,JackBr04,def_int_long,0,,,,,
player,201909220sea,sea,JackBr04,pass_defended,0,,,,,
player,201909220sea,sea,JackBr04,sacks,0.0,,,,,
player,201909220sea,sea,JackBr04,tackles_combined,2,,,,,
player,201909220sea,sea,JackBr04,tackles_solo,1,,,,,
player,201909220sea,sea,JackBr04,tackles_assists,1,,,,,
player,201909220sea,sea,JackBr04,tackles_loss,0,,,,,
player,201909220sea,sea,JackBr04,qb_hits,0,,,,,
player,201909220sea,sea,JackBr04,fumbles_rec,0,,,,,
player,201909220sea,sea,JackBr04,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,JackBr04,fumbles_rec_td,0,,,,,
player,201909220sea,sea,JackBr04,fumbles_forced,0,,,,,
player,201909220sea,sea,JeffQu00,def_int,0,,,,,
player,201909220sea,sea,JeffQu00,def_int_yds,0,,,,,
player,201909220sea,sea,JeffQu00,def_int_td,0,,,,,
player,201909220sea,sea,JeffQu00,def_int_long,0,,,,,
player,201909220sea,sea,JeffQu00,pass_defended,0,,,,,
player,201909220sea,sea,JeffQu00,sacks,0.0,,,,,
player,201909220sea,sea,JeffQu00,tackles_combined,2,,,,,
player,201909220sea,sea,JeffQu00,tackles_solo,1,,,,,
player,201909220sea,sea,JeffQu00,tackles_assists,1,,,,,
player,201909220sea,sea,JeffQu00,tackles_loss,0,,,,,
player,201909220sea,sea,JeffQu00,qb_hits,2,,,,,
player,201909220sea,sea,JeffQu00,fumbles_rec,0,,,,,
player,201909220sea,sea,JeffQu00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,JeffQu00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,JeffQu00,fumbles_forced,0,,,,,
player,201909220sea,sea,TaylJa01,def_int,0,,,,,
player,201909220sea,sea,TaylJa01,def_int_yds,0,,,,,
player,201909220sea,sea,TaylJa01,def_int_td,0,,,,,
player,201909220sea,sea,TaylJa01,def_int_long,0,,,,,
player,201909220sea,sea,TaylJa01,pass_defended,0,,,,,
player,201909220sea,sea,TaylJa01,sacks,0.0,,,,,
player,201909220sea,sea,TaylJa01,tackles_combined,2,,,,,
player,201909220sea,sea,TaylJa01,tackles_solo,1,,,,,
player,201909220sea,sea,TaylJa01,tackles_assists,1,,,,,
player,201909220sea,sea,TaylJa01,tackles_loss,0,,,,,
player,201909220sea,sea,TaylJa01,qb_hits,0,,,,,
player,201909220sea,sea,TaylJa01,fumbles_rec,0,,,,,
player,201909220sea,sea,TaylJa01,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,TaylJa01,fumbles_rec_td,0,,,,,
player,201909220sea,sea,TaylJa01,fumbles_forced,0,,,,,
player,201909220sea,sea,BlaiMa01,def_int,0,,,,,
player,201909220sea,sea,BlaiMa01,def_int_yds,0,,,,,
player,201909220sea,sea,BlaiMa01,def_int_td,0,,,,,
player,201909220sea,sea,BlaiMa01,def_int_long,0,,,,,
player,201909220sea,sea,BlaiMa01,pass_defended,0,,,,,
player,201909220sea,sea,BlaiMa01,sacks,0.0,,,,,
player,201909220sea,sea,BlaiMa01,tackles_combined,1,,,,,
player,201909220sea,sea,BlaiMa01,tackles_solo,1,,,,,
player,201909220sea,sea,BlaiMa01,tackles_assists,0,,,,,
player,201909220sea,sea,BlaiMa01,tackles_loss,0,,,,,
player,201909220sea,sea,BlaiMa01,qb_hits,0,,,,,
player,201909220sea,sea,BlaiMa01,fumbles_rec,0,,,,,
player,201909220sea,sea,BlaiMa01,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,BlaiMa01,fumbles_rec_td,0,,,,,
player,201909220sea,sea,BlaiMa01,fumbles_forced,0,,,,,
player,201909220sea,sea,ClowJa00,def_int,0,,,,,
player,201909220sea,sea,ClowJa00,def_int_yds,0,,,,,
player,201909220sea,sea,ClowJa00,def_int_td,0,,,,,
player,201909220sea,sea,ClowJa00,def_int_long,0,,,,,
player,201909220sea,sea,ClowJa00,pass_defended,0,,,,,
player,201909220sea,sea,ClowJa00,sacks,0.0,,,,,
player,201909220sea,sea,ClowJa00,tackles_combined,1,,,,,
player,201909220sea,sea,ClowJa00,tackles_solo,0,,,,,
player,201909220sea,sea,ClowJa00,tackles_assists,1,,,,,
player,201909220sea,sea,ClowJa00,tackles_loss,0,,,,,
player,201909220sea,sea,ClowJa00,qb_hits,0,,,,,
player,201909220sea,sea,ClowJa00,fumbles_rec,0,,,,,
player,201909220sea,sea,ClowJa00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,ClowJa00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,ClowJa00,fumbles_forced,0,,,,,
player,201909220sea,sea,HillDe02,def_int,0,,,,,
player,201909220sea,sea,HillDe02,def_int_yds,0,,,,,
player,201909220sea,sea,HillDe02,def_int_td,0,,,,,
player,201909220sea,sea,HillDe02,def_int_long,0,,,,,
player,201909220sea,sea,HillDe02,pass_defended,0,,,,,
player,201909220sea,sea,HillDe02,sacks,0.0,,,,,
player,201909220sea,sea,HillDe02,tackles_combined,1,,,,,
player,201909220sea,sea,HillDe02,tackles_solo,1,,,,,
player,201909220sea,sea,HillDe02,tackles_assists,0,,,,,
player,201909220sea,sea,HillDe02,tackles_loss,0,,,,,
player,201909220sea,sea,HillDe02,qb_hits,0,,,,,
player,201909220sea,sea,HillDe02,fumbles_rec,0,,,,,
player,201909220sea,sea,HillDe02,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,HillDe02,fumbles_rec_td,0,,,,,
player,201909220sea,sea,HillDe02,fumbles_forced,0,,,,,
player,201909220sea,sea,BartCo00,def_int,0,,,,,
player,201909220sea,sea,BartCo00,def_int_yds,0,,,,,
player,201909220sea,sea,BartCo00,def_int_td,0,,,,,
player,201909220sea,sea,BartCo00,def_int_long,0,,,,,
player,201909220sea,sea,BartCo00,pass_defended,0,,,,,
player,201909220sea,sea,BartCo00,sacks,0.0,,,,,
player,201909220sea,sea,BartCo00,tackles_combined,0,,,,,
player,201909220sea,sea,BartCo00,tackles_solo,0,,,,,
player,201909220sea,sea,BartCo00,tackles_assists,0,,,,,
player,201909220sea,sea,BartCo00,tackles_loss,0,,,,,
player,201909220sea,sea,BartCo00,qb_hits,0,,,,,
player,201909220sea,sea,BartCo00,fumbles_rec,1,,,,,
player,201909220sea,sea,BartCo00,fumbles_rec_yds,0,,,,,
player,201909220sea,sea,BartCo00,fumbles_rec_td,0,,,,,
player,201909220sea,sea,BartCo00,fumbles_forced,0,,,,,
player,201909220sea,nor,HarrDe07,kick_ret,2,,,,,
player,201909220sea,nor,HarrDe07,kick_ret_yds,60,,,,,
player,201909220sea,nor,HarrDe07,kick_ret_yds_per_ret,30.0,,,,,
player,201909220sea,nor,HarrDe07,kick_ret_td,0,,,,,
player,201909220sea,nor,HarrDe07,kick_ret_long,32,,,,,
player,201909220sea,nor,HarrDe07,punt_ret,3,,,,,
player,201909220sea,nor,HarrDe07,punt_ret_yds,53,,,,,
player,201909220sea,nor,HarrDe07,punt_ret_yds_per_ret,17.7,,,,,
player,201909220sea,nor,HarrDe07,punt_ret_td,1,,,,,
player,201909220sea,nor,HarrDe07,punt_ret_long,53,,,,,
player,201909220sea,nor,GinnTe00,kick_ret,1,,,,,
player,201909220sea,nor,GinnTe00,kick_ret_yds,0,,,,,
player,201909220sea,nor,GinnTe00,kick_ret_yds_per_ret,0.0,,,,,
player,201909220sea,nor,GinnTe00,kick_ret_td,0,,,,,
player,201909220sea,nor,GinnTe00,kick_ret_long,0,,,,,
player,201909220sea,nor,GinnTe00,punt_ret,0,,,,,
player,201909220sea,nor,GinnTe00,punt_ret_yds,0,,,,,
player,201909220sea,nor,GinnTe00,punt_ret_yds_per_ret,,,,,,
player,201909220sea,nor,GinnTe00,punt_ret_td,0,,,,,
player,201909220sea,nor,GinnTe00,punt_ret_long,0,,,,,
player,201909220sea,sea,LockTy00,kick_ret,2,,,,,
player,201909220sea,sea,LockTy00,kick_ret_yds,47,,,,,
player,201909220sea,sea,LockTy00,kick_ret_yds_per_ret,23.5,,,,,
player,201909220sea,sea,LockTy00,kick_ret_td,0,,,,,
