game,2019,1,20190909,201909090nor,htx,"Houston Texans",28,nor,"New Orleans Saints",30
player,201909090nor,htx,McKiBe00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,McKiBe00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,McKiBe00,fumbles_forced,1,,,,,
player,201909090nor,htx,ColvAa00,def_int,0,,,,,
player,201909090nor,htx,ColvAa00,def_int_yds,0,,,,,
player,201909090nor,htx,ColvAa00,def_int_td,0,,,,,
player,201909090nor,htx,ColvAa00,def_int_long,0,,,,,
player,201909090nor,htx,ColvAa00,pass_defended,0,,,,,
player,201909090nor,htx,ColvAa00,sacks,0.0,,,,,
player,201909090nor,htx,ColvAa00,tackles_combined,5,,,,,
player,201909090nor,htx,ColvAa00,tackles_solo,4,,,,,
player,201909090nor,htx,ColvAa00,tackles_assists,1,,,,,
player,201909090nor,htx,ColvAa00,tackles_loss,0,,,,,
player,201909090nor,htx,ColvAa00,qb_hits,0,,,,,
player,201909090nor,htx,ColvAa00,fumbles_rec,0,,,,,
player,201909090nor,htx,ColvAa00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,ColvAa00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,ColvAa00,fumbles_forced,0,,,,,
player,201909090nor,htx,CunnZa00,def_int,0,,,,,
player,201909090nor,htx,CunnZa00,def_int_yds,0,,,,,
player,201909090nor,htx,CunnZa00,def_int_td,0,,,,,
player,201909090nor,htx,CunnZa00,def_int_long,0,,,,,
player,201909090nor,htx,CunnZa00,pass_defended,0,,,,,
player,201909090nor,htx,CunnZa00,sacks,0.0,,,,,
player,201909090nor,htx,CunnZa00,tackles_combined,5,,,,,
player,201909090nor,htx,CunnZa00,tackles_solo,3,,,,,
player,201909090nor,htx,CunnZa00,tackles_assists,2,,,,,
player,201909090nor,htx,CunnZa00,tackles_loss,1,,,,,
player,201909090nor,htx,CunnZa00,qb_hits,0,,,,,
player,201909090nor,htx,CunnZa00,fumbles_rec,0,,,,,
player,201909090nor,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,CunnZa00,fumbles_forced,0,,,,,
player,201909090nor,htx,GipsTa00,def_int,0,,,,,
player,201909090nor,htx,GipsTa00,def_int_yds,0,,,,,
player,201909090nor,htx,GipsTa00,def_int_td,0,,,,,
player,201909090nor,htx,GipsTa00,def_int_long,0,,,,,
player,201909090nor,htx,GipsTa00,pass_defended,0,,,,,
player,201909090nor,htx,GipsTa00,sacks,0.0,,,,,
player,201909090nor,htx,GipsTa00,tackles_combined,3,,,,,
player,201909090nor,htx,GipsTa00,tackles_solo,1,,,,,
player,201909090nor,htx,GipsTa00,tackles_assists,2,,,,,
player,201909090nor,htx,GipsTa00,tackles_loss,0,,,,,
player,201909090nor,htx,GipsTa00,qb_hits,0,,,,,
player,201909090nor,htx,GipsTa00,fumbles_rec,0,,,,,
player,201909090nor,htx,GipsTa00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,GipsTa00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,GipsTa00,fumbles_forced,0,,,,,
player,201909090nor,htx,AddaJa00,def_int,0,,,,,
player,201909090nor,htx,AddaJa00,def_int_yds,0,,,,,
player,201909090nor,htx,AddaJa00,def_int_td,0,,,,,
player,201909090nor,htx,AddaJa00,def_int_long,0,,,,,
player,201909090nor,htx,AddaJa00,pass_defended,0,,,,,
player,201909090nor,htx,AddaJa00,sacks,0.0,,,,,
player,201909090nor,htx,AddaJa00,tackles_combined,2,,,,,
player,201909090nor,htx,AddaJa00,tackles_solo,2,,,,,
player,201909090nor,htx,AddaJa00,tackles_assists,0,,,,,
player,201909090nor,htx,AddaJa00,tackles_loss,0,,,,,
player,201909090nor,htx,AddaJa00,qb_hits,0,,,,,
player,201909090nor,htx,AddaJa00,fumbles_rec,0,,,,,
player,201909090nor,htx,AddaJa00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,AddaJa00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,AddaJa00,fumbles_forced,0,,,,,
player,201909090nor,htx,BlacAn00,def_int,0,,,,,
player,201909090nor,htx,BlacAn00,def_int_yds,0,,,,,
player,201909090nor,htx,BlacAn00,def_int_td,0,,,,,
player,201909090nor,htx,BlacAn00,def_int_long,0,,,,,
player,201909090nor,htx,BlacAn00,pass_defended,0,,,,,
player,201909090nor,htx,BlacAn00,sacks,0.0,,,,,
player,201909090nor,htx,BlacAn00,tackles_combined,2,,,,,
player,201909090nor,htx,BlacAn00,tackles_solo,1,,,,,
player,201909090nor,htx,BlacAn00,tackles_assists,1,,,,,
player,201909090nor,htx,BlacAn00,tackles_loss,0,,,,,
player,201909090nor,htx,BlacAn00,qb_hits,1,,,,,
player,201909090nor,htx,BlacAn00,fumbles_rec,0,,,,,
player,201909090nor,htx,BlacAn00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,BlacAn00,fumbles_forced,0,,,,,
player,201909090nor,htx,WatkCa00,def_int,0,,,,,
player,201909090nor,htx,WatkCa00,def_int_yds,0,,,,,
player,201909090nor,htx,WatkCa00,def_int_td,0,,,,,
player,201909090nor,htx,WatkCa00,def_int_long,0,,,,,
player,201909090nor,htx,WatkCa00,pass_defended,1,,,,,
player,201909090nor,htx,WatkCa00,sacks,0.0,,,,,
player,201909090nor,htx,WatkCa00,tackles_combined,2,,,,,
player,201909090nor,htx,WatkCa00,tackles_solo,0,,,,,
player,201909090nor,htx,WatkCa00,tackles_assists,2,,,,,
player,201909090nor,htx,WatkCa00,tackles_loss,0,,,,,
player,201909090nor,htx,WatkCa00,qb_hits,0,,,,,
player,201909090nor,htx,WatkCa00,fumbles_rec,0,,,,,
player,201909090nor,htx,WatkCa00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,WatkCa00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,WatkCa00,fumbles_forced,0,,,,,
player,201909090nor,htx,ColeDy00,def_int,0,,,,,
player,201909090nor,htx,ColeDy00,def_int_yds,0,,,,,
player,201909090nor,htx,ColeDy00,def_int_td,0,,,,,
player,201909090nor,htx,ColeDy00,def_int_long,0,,,,,
player,201909090nor,htx,ColeDy00,pass_defended,0,,,,,
player,201909090nor,htx,ColeDy00,sacks,0.0,,,,,
player,201909090nor,htx,ColeDy00,tackles_combined,1,,,,,
player,201909090nor,htx,ColeDy00,tackles_solo,0,,,,,
player,201909090nor,htx,ColeDy00,tackles_assists,1,,,,,
player,201909090nor,htx,ColeDy00,tackles_loss,0,,,,,
player,201909090nor,htx,ColeDy00,qb_hits,0,,,,,
player,201909090nor,htx,ColeDy00,fumbles_rec,0,,,,,
player,201909090nor,htx,ColeDy00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,ColeDy00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,ColeDy00,fumbles_forced,0,,,,,
player,201909090nor,htx,CrosKe00,def_int,0,,,,,
player,201909090nor,htx,CrosKe00,def_int_yds,0,,,,,
player,201909090nor,htx,CrosKe00,def_int_td,0,,,,,
player,201909090nor,htx,CrosKe00,def_int_long,0,,,,,
player,201909090nor,htx,CrosKe00,pass_defended,0,,,,,
player,201909090nor,htx,CrosKe00,sacks,0.0,,,,,
player,201909090nor,htx,CrosKe00,tackles_combined,1,,,,,
player,201909090nor,htx,CrosKe00,tackles_solo,0,,,,,
player,201909090nor,htx,CrosKe00,tackles_assists,1,,,,,
player,201909090nor,htx,CrosKe00,tackles_loss,0,,,,,
player,201909090nor,htx,CrosKe00,qb_hits,0,,,,,
player,201909090nor,htx,CrosKe00,fumbles_rec,0,,,,,
player,201909090nor,htx,CrosKe00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,CrosKe00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,CrosKe00,fumbles_forced,0,,,,,
player,201909090nor,htx,MartJa02,def_int,0,,,,,
player,201909090nor,htx,MartJa02,def_int_yds,0,,,,,
player,201909090nor,htx,MartJa02,def_int_td,0,,,,,
player,201909090nor,htx,MartJa02,def_int_long,0,,,,,
player,201909090nor,htx,MartJa02,pass_defended,0,,,,,
player,201909090nor,htx,MartJa02,sacks,0.0,,,,,
player,201909090nor,htx,MartJa02,tackles_combined,1,,,,,
player,201909090nor,htx,MartJa02,tackles_solo,0,,,,,
player,201909090nor,htx,MartJa02,tackles_assists,1,,,,,
player,201909090nor,htx,MartJa02,tackles_loss,0,,,,,
player,201909090nor,htx,MartJa02,qb_hits,1,,,,,
player,201909090nor,htx,MartJa02,fumbles_rec,0,,,,,
player,201909090nor,htx,MartJa02,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,MartJa02,fumbles_rec_td,0,,,,,
player,201909090nor,htx,MartJa02,fumbles_forced,0,,,,,
player,201909090nor,htx,ReadD.00,def_int,0,,,,,
player,201909090nor,htx,ReadD.00,def_int_yds,0,,,,,
player,201909090nor,htx,ReadD.00,def_int_td,0,,,,,
player,201909090nor,htx,ReadD.00,def_int_long,0,,,,,
player,201909090nor,htx,ReadD.00,pass_defended,0,,,,,
player,201909090nor,htx,ReadD.00,sacks,0.0,,,,,
player,201909090nor,htx,ReadD.00,tackles_combined,1,,,,,
player,201909090nor,htx,ReadD.00,tackles_solo,1,,,,,
player,201909090nor,htx,ReadD.00,tackles_assists,0,,,,,
player,201909090nor,htx,ReadD.00,tackles_loss,0,,,,,
player,201909090nor,htx,ReadD.00,qb_hits,0,,,,,
player,201909090nor,htx,ReadD.00,fumbles_rec,0,,,,,
player,201909090nor,htx,ReadD.00,fumbles_rec_yds,0,,,,,
player,201909090nor,htx,ReadD.00,fumbles_rec_td,0,,,,,
player,201909090nor,htx,ReadD.00,fumbles_forced,0,,,,,
player,201909090nor,nor,WillMa06,def_int,1,,,,,
player,201909090nor,nor,WillMa06,def_int_yds,0,,,,,
player,201909090nor,nor,WillMa06,def_int_td,0,,,,,
player,201909090nor,nor,WillMa06,def_int_long,0,,,,,
player,201909090nor,nor,WillMa06,pass_defended,2,,,,,
player,201909090nor,nor,WillMa06,sacks,0.0,,,,,
player,201909090nor,nor,WillMa06,tackles_combined,2,,,,,
player,201909090nor,nor,WillMa06,tackles_solo,1,,,,,
player,201909090nor,nor,WillMa06,tackles_assists,1,,,,,
player,201909090nor,nor,WillMa06,tackles_loss,0,,,,,
player,201909090nor,nor,WillMa06,qb_hits,0,,,,,
player,201909090nor,nor,WillMa06,fumbles_rec,0,,,,,
player,201909090nor,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201909090nor,nor,WillMa06,fumbles_forced,0,,,,,
player,201909090nor,nor,HendTr00,def_int,0,,,,,
player,201909090nor,nor,HendTr00,def_int_yds,0,,,,,
player,201909090nor,nor,HendTr00,def_int_td,0,,,,,
player,201909090nor,nor,HendTr00,def_int_long,0,,,,,
player,201909090nor,nor,HendTr00,pass_defended,0,,,,,
player,201909090nor,nor,HendTr00,sacks,2.0,,,,,
player,201909090nor,nor,HendTr00,tackles_combined,3,,,,,
player,201909090nor,nor,HendTr00,tackles_solo,3,,,,,
player,201909090nor,nor,HendTr00,tackles_assists,0,,,,,
player,201909090nor,nor,HendTr00,tackles_loss,2,,,,,
player,201909090nor,nor,HendTr00,qb_hits,2,,,,,
player,201909090nor,nor,HendTr00,fumbles_rec,0,,,,,
player,201909090nor,nor,HendTr00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,HendTr00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,HendTr00,fumbles_forced,0,,,,,
player,201909090nor,nor,AnzaAl00,def_int,0,,,,,
player,201909090nor,nor,AnzaAl00,def_int_yds,0,,,,,
player,201909090nor,nor,AnzaAl00,def_int_td,0,,,,,
player,201909090nor,nor,AnzaAl00,def_int_long,0,,,,,
player,201909090nor,nor,AnzaAl00,pass_defended,0,,,,,
player,201909090nor,nor,AnzaAl00,sacks,1.0,,,,,
player,201909090nor,nor,AnzaAl00,tackles_combined,5,,,,,
player,201909090nor,nor,AnzaAl00,tackles_solo,5,,,,,
player,201909090nor,nor,AnzaAl00,tackles_assists,0,,,,,
player,201909090nor,nor,AnzaAl00,tackles_loss,1,,,,,
player,201909090nor,nor,AnzaAl00,qb_hits,1,,,,,
player,201909090nor,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201909090nor,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201909090nor,nor,JordCa00,def_int,0,,,,,
player,201909090nor,nor,JordCa00,def_int_yds,0,,,,,
player,201909090nor,nor,JordCa00,def_int_td,0,,,,,
player,201909090nor,nor,JordCa00,def_int_long,0,,,,,
player,201909090nor,nor,JordCa00,pass_defended,0,,,,,
player,201909090nor,nor,JordCa00,sacks,1.0,,,,,
player,201909090nor,nor,JordCa00,tackles_combined,5,,,,,
player,201909090nor,nor,JordCa00,tackles_solo,4,,,,,
player,201909090nor,nor,JordCa00,tackles_assists,1,,,,,
player,201909090nor,nor,JordCa00,tackles_loss,1,,,,,
player,201909090nor,nor,JordCa00,qb_hits,2,,,,,
player,201909090nor,nor,JordCa00,fumbles_rec,0,,,,,
player,201909090nor,nor,JordCa00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,JordCa00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,JordCa00,fumbles_forced,0,,,,,
player,201909090nor,nor,WillP.00,def_int,0,,,,,
player,201909090nor,nor,WillP.00,def_int_yds,0,,,,,
player,201909090nor,nor,WillP.00,def_int_td,0,,,,,
player,201909090nor,nor,WillP.00,def_int_long,0,,,,,
player,201909090nor,nor,WillP.00,pass_defended,0,,,,,
player,201909090nor,nor,WillP.00,sacks,1.0,,,,,
player,201909090nor,nor,WillP.00,tackles_combined,4,,,,,
player,201909090nor,nor,WillP.00,tackles_solo,2,,,,,
player,201909090nor,nor,WillP.00,tackles_assists,2,,,,,
player,201909090nor,nor,WillP.00,tackles_loss,1,,,,,
player,201909090nor,nor,WillP.00,qb_hits,1,,,,,
player,201909090nor,nor,WillP.00,fumbles_rec,0,,,,,
player,201909090nor,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,WillP.00,fumbles_forced,0,,,,,
player,201909090nor,nor,BrowMa01,def_int,0,,,,,
player,201909090nor,nor,BrowMa01,def_int_yds,0,,,,,
player,201909090nor,nor,BrowMa01,def_int_td,0,,,,,
player,201909090nor,nor,BrowMa01,def_int_long,0,,,,,
player,201909090nor,nor,BrowMa01,pass_defended,0,,,,,
player,201909090nor,nor,BrowMa01,sacks,0.5,,,,,
player,201909090nor,nor,BrowMa01,tackles_combined,2,,,,,
player,201909090nor,nor,BrowMa01,tackles_solo,1,,,,,
player,201909090nor,nor,BrowMa01,tackles_assists,1,,,,,
player,201909090nor,nor,BrowMa01,tackles_loss,0,,,,,
player,201909090nor,nor,BrowMa01,qb_hits,1,,,,,
player,201909090nor,nor,BrowMa01,fumbles_rec,0,,,,,
player,201909090nor,nor,BrowMa01,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,BrowMa01,fumbles_rec_td,0,,,,,
player,201909090nor,nor,BrowMa01,fumbles_forced,0,,,,,
player,201909090nor,nor,TuttSh00,def_int,0,,,,,
player,201909090nor,nor,TuttSh00,def_int_yds,0,,,,,
player,201909090nor,nor,TuttSh00,def_int_td,0,,,,,
player,201909090nor,nor,TuttSh00,def_int_long,0,,,,,
player,201909090nor,nor,TuttSh00,pass_defended,0,,,,,
player,201909090nor,nor,TuttSh00,sacks,0.5,,,,,
player,201909090nor,nor,TuttSh00,tackles_combined,1,,,,,
player,201909090nor,nor,TuttSh00,tackles_solo,0,,,,,
player,201909090nor,nor,TuttSh00,tackles_assists,1,,,,,
player,201909090nor,nor,TuttSh00,tackles_loss,0,,,,,
player,201909090nor,nor,TuttSh00,qb_hits,1,,,,,
player,201909090nor,nor,TuttSh00,fumbles_rec,0,,,,,
player,201909090nor,nor,TuttSh00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,TuttSh00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,TuttSh00,fumbles_forced,0,,,,,
player,201909090nor,nor,BellVo00,def_int,0,,,,,
player,201909090nor,nor,BellVo00,def_int_yds,0,,,,,
player,201909090nor,nor,BellVo00,def_int_td,0,,,,,
player,201909090nor,nor,BellVo00,def_int_long,0,,,,,
player,201909090nor,nor,BellVo00,pass_defended,0,,,,,
player,201909090nor,nor,BellVo00,sacks,0.0,,,,,
player,201909090nor,nor,BellVo00,tackles_combined,7,,,,,
player,201909090nor,nor,BellVo00,tackles_solo,5,,,,,
player,201909090nor,nor,BellVo00,tackles_assists,2,,,,,
player,201909090nor,nor,BellVo00,tackles_loss,1,,,,,
player,201909090nor,nor,BellVo00,qb_hits,1,,,,,
player,201909090nor,nor,BellVo00,fumbles_rec,0,,,,,
player,201909090nor,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,BellVo00,fumbles_forced,0,,,,,
player,201909090nor,nor,DaviDe00,def_int,0,,,,,
player,201909090nor,nor,DaviDe00,def_int_yds,0,,,,,
player,201909090nor,nor,DaviDe00,def_int_td,0,,,,,
player,201909090nor,nor,DaviDe00,def_int_long,0,,,,,
player,201909090nor,nor,DaviDe00,pass_defended,0,,,,,
player,201909090nor,nor,DaviDe00,sacks,0.0,,,,,
player,201909090nor,nor,DaviDe00,tackles_combined,5,,,,,
player,201909090nor,nor,DaviDe00,tackles_solo,4,,,,,
player,201909090nor,nor,DaviDe00,tackles_assists,1,,,,,
player,201909090nor,nor,DaviDe00,tackles_loss,0,,,,,
player,201909090nor,nor,DaviDe00,qb_hits,0,,,,,
player,201909090nor,nor,DaviDe00,fumbles_rec,0,,,,,
player,201909090nor,nor,DaviDe00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,DaviDe00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,DaviDe00,fumbles_forced,0,,,,,
player,201909090nor,nor,KleiAJ00,def_int,0,,,,,
player,201909090nor,nor,KleiAJ00,def_int_yds,0,,,,,
player,201909090nor,nor,KleiAJ00,def_int_td,0,,,,,
player,201909090nor,nor,KleiAJ00,def_int_long,0,,,,,
player,201909090nor,nor,KleiAJ00,pass_defended,0,,,,,
player,201909090nor,nor,KleiAJ00,sacks,0.0,,,,,
player,201909090nor,nor,KleiAJ00,tackles_combined,4,,,,,
player,201909090nor,nor,KleiAJ00,tackles_solo,4,,,,,
player,201909090nor,nor,KleiAJ00,tackles_assists,0,,,,,
player,201909090nor,nor,KleiAJ00,tackles_loss,0,,,,,
player,201909090nor,nor,KleiAJ00,qb_hits,0,,,,,
player,201909090nor,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201909090nor,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201909090nor,nor,LattMa01,def_int,0,,,,,
player,201909090nor,nor,LattMa01,def_int_yds,0,,,,,
player,201909090nor,nor,LattMa01,def_int_td,0,,,,,
player,201909090nor,nor,LattMa01,def_int_long,0,,,,,
player,201909090nor,nor,LattMa01,pass_defended,0,,,,,
player,201909090nor,nor,LattMa01,sacks,0.0,,,,,
player,201909090nor,nor,LattMa01,tackles_combined,4,,,,,
player,201909090nor,nor,LattMa01,tackles_solo,4,,,,,
player,201909090nor,nor,LattMa01,tackles_assists,0,,,,,
player,201909090nor,nor,LattMa01,tackles_loss,1,,,,,
player,201909090nor,nor,LattMa01,qb_hits,0,,,,,
player,201909090nor,nor,LattMa01,fumbles_rec,0,,,,,
player,201909090nor,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201909090nor,nor,LattMa01,fumbles_forced,0,,,,,
player,201909090nor,nor,ApplEl00,def_int,0,,,,,
player,201909090nor,nor,ApplEl00,def_int_yds,0,,,,,
player,201909090nor,nor,ApplEl00,def_int_td,0,,,,,
player,201909090nor,nor,ApplEl00,def_int_long,0,,,,,
player,201909090nor,nor,ApplEl00,pass_defended,0,,,,,
player,201909090nor,nor,ApplEl00,sacks,0.0,,,,,
player,201909090nor,nor,ApplEl00,tackles_combined,3,,,,,
player,201909090nor,nor,ApplEl00,tackles_solo,3,,,,,
player,201909090nor,nor,ApplEl00,tackles_assists,0,,,,,
player,201909090nor,nor,ApplEl00,tackles_loss,0,,,,,
player,201909090nor,nor,ApplEl00,qb_hits,1,,,,,
player,201909090nor,nor,ApplEl00,fumbles_rec,0,,,,,
player,201909090nor,nor,ApplEl00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,ApplEl00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,ApplEl00,fumbles_forced,0,,,,,
player,201909090nor,nor,DaveMa00,def_int,0,,,,,
player,201909090nor,nor,DaveMa00,def_int_yds,0,,,,,
player,201909090nor,nor,DaveMa00,def_int_td,0,,,,,
player,201909090nor,nor,DaveMa00,def_int_long,0,,,,,
player,201909090nor,nor,DaveMa00,pass_defended,0,,,,,
player,201909090nor,nor,DaveMa00,sacks,0.0,,,,,
player,201909090nor,nor,DaveMa00,tackles_combined,2,,,,,
player,201909090nor,nor,DaveMa00,tackles_solo,2,,,,,
player,201909090nor,nor,DaveMa00,tackles_assists,0,,,,,
player,201909090nor,nor,DaveMa00,tackles_loss,0,,,,,
player,201909090nor,nor,DaveMa00,qb_hits,1,,,,,
player,201909090nor,nor,DaveMa00,fumbles_rec,0,,,,,
player,201909090nor,nor,DaveMa00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,DaveMa00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,DaveMa00,fumbles_forced,0,,,,,
player,201909090nor,nor,LoewMi00,def_int,0,,,,,
player,201909090nor,nor,LoewMi00,def_int_yds,0,,,,,
player,201909090nor,nor,LoewMi00,def_int_td,0,,,,,
player,201909090nor,nor,LoewMi00,def_int_long,0,,,,,
player,201909090nor,nor,LoewMi00,pass_defended,0,,,,,
player,201909090nor,nor,LoewMi00,sacks,0.0,,,,,
player,201909090nor,nor,LoewMi00,tackles_combined,2,,,,,
player,201909090nor,nor,LoewMi00,tackles_solo,2,,,,,
player,201909090nor,nor,LoewMi00,tackles_assists,0,,,,,
player,201909090nor,nor,LoewMi00,tackles_loss,0,,,,,
player,201909090nor,nor,LoewMi00,qb_hits,0,,,,,
player,201909090nor,nor,LoewMi00,fumbles_rec,0,,,,,
player,201909090nor,nor,LoewMi00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,LoewMi00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,LoewMi00,fumbles_forced,0,,,,,
player,201909090nor,nor,StalTa00,def_int,0,,,,,
player,201909090nor,nor,StalTa00,def_int_yds,0,,,,,
player,201909090nor,nor,StalTa00,def_int_td,0,,,,,
player,201909090nor,nor,StalTa00,def_int_long,0,,,,,
player,201909090nor,nor,StalTa00,pass_defended,0,,,,,
player,201909090nor,nor,StalTa00,sacks,0.0,,,,,
player,201909090nor,nor,StalTa00,tackles_combined,1,,,,,
player,201909090nor,nor,StalTa00,tackles_solo,0,,,,,
player,201909090nor,nor,StalTa00,tackles_assists,1,,,,,
player,201909090nor,nor,StalTa00,tackles_loss,0,,,,,
player,201909090nor,nor,StalTa00,qb_hits,0,,,,,
player,201909090nor,nor,StalTa00,fumbles_rec,0,,,,,
player,201909090nor,nor,StalTa00,fumbles_rec_yds,0,,,,,
player,201909090nor,nor,StalTa00,fumbles_rec_td,0,,,,,
player,201909090nor,nor,StalTa00,fumbles_forced,0,,,,,
player,201909090nor,nor,CookJa02,def_int,0,,,,,
player,201909090nor,nor,CookJa02,def_int_yds,0,,,,,
player,201909090nor,nor,CookJa02,def_int_td,0,,,,,
player,201909090nor,nor,CookJa02,def_int_long,0,,,,,
player,201909090nor,nor,CookJa02,pass_defended,0,,,,,
player,201909090nor,nor,CookJa02,sacks,0.0,,,,,
player,201909090nor,nor,CookJa02,tackles_combined,0,,,,,
player,201909090nor,nor,CookJa02,tackles_solo,0,,,,,
player,201909090nor,nor,CookJa02,tackles_assists,0,,,,,
player,201909090nor,nor,CookJa02,tackles_loss,0,,,,,
player,201909090nor,nor,CookJa02,qb_hits,0,,,,,
player,201909090nor,nor,CookJa02,fumbles_rec,1,,,,,
player,201909090nor,nor,CookJa02,fumbles_rec_yds,2,,,,,
player,201909090nor,nor,CookJa02,fumbles_rec_td,0,,,,,
player,201909090nor,nor,CookJa02,fumbles_forced,0,,,,,
player,201909090nor,htx,CartDe02,kick_ret,1,,,,,
player,201909090nor,htx,CartDe02,kick_ret_yds,12,,,,,
player,201909090nor,htx,CartDe02,kick_ret_yds_per_ret,12.0,,,,,
player,201909090nor,htx,CartDe02,kick_ret_td,0,,,,,
player,201909090nor,htx,CartDe02,kick_ret_long,12,,,,,
player,201909090nor,htx,CartDe02,punt_ret,0,,,,,
player,201909090nor,htx,CartDe02,punt_ret_yds,0,,,,,
player,201909090nor,htx,CartDe02,punt_ret_yds_per_ret,,,,,,
player,201909090nor,htx,CartDe02,punt_ret_td,0,,,,,
player,201909090nor,htx,CartDe02,punt_ret_long,0,,,,,
player,201909090nor,nor,HarrDe07,kick_ret,2,,,,,
player,201909090nor,nor,HarrDe07,kick_ret_yds,36,,,,,
player,201909090nor,nor,HarrDe07,kick_ret_yds_per_ret,18.0,,,,,
player,201909090nor,nor,HarrDe07,kick_ret_td,0,,,,,
player,201909090nor,nor,HarrDe07,kick_ret_long,21,,,,,
player,201909090nor,nor,HarrDe07,punt_ret,3,,,,,
player,201909090nor,nor,HarrDe07,punt_ret_yds,20,,,,,
player,201909090nor,nor,HarrDe07,punt_ret_yds_per_ret,6.7,,,,,
player,201909090nor,nor,HarrDe07,punt_ret_td,0,,,,,
player,201909090nor,nor,HarrDe07,punt_ret_long,15,,,,,
player,201909090nor,htx,FairKa01,xpm,4,,,,,
player,201909090nor,htx,FairKa01,xpa,4,,,,,
player,201909090nor,htx,FairKa01,fgm,,,,,,
player,201909090nor,htx,FairKa01,fga,,,,,,
player,201909090nor,htx,FairKa01,punt,0,,,,,
player,201909090nor,htx,FairKa01,punt_yds,0,,,,,
player,201909090nor,htx,FairKa01,punt_yds_per_punt,,,,,,
player,201909090nor,htx,FairKa01,punt_long,0,,,,,
player,201909090nor,htx,DaniTr00,xpm,,,,,,
player,201909090nor,htx,DaniTr00,xpa,,,,,,
player,201909090nor,htx,DaniTr00,fgm,,,,,,
player,201909090nor,htx,DaniTr00,fga,,,,,,
player,201909090nor,htx,DaniTr00,punt,4,,,,,
player,201909090nor,htx,DaniTr00,punt_yds,172,,,,,
player,201909090nor,htx,DaniTr00,punt_yds_per_punt,43.0,,,,,
player,201909090nor,htx,DaniTr00,punt_long,54,,,,,
player,201909090nor,nor,LutzWi00,xpm,3,,,,,
player,201909090nor,nor,LutzWi00,xpa,3,,,,,
player,201909090nor,nor,LutzWi00,fgm,3,,,,,
player,201909090nor,nor,LutzWi00,fga,4,,,,,
player,201909090nor,nor,LutzWi00,punt,0,,,,,
player,201909090nor,nor,LutzWi00,punt_yds,0,,,,,
player,201909090nor,nor,LutzWi00,punt_yds_per_punt,,,,,,
player,201909090nor,nor,LutzWi00,punt_long,0,,,,,
player,201909090nor,nor,MorsTh00,xpm,,,,,,
player,201909090nor,nor,MorsTh00,xpa,,,,,,
