game,2019,3,20190922,201909220clt,atl,"Atlanta Falcons",24,clt,"Indianapolis Colts",27
player,201909220clt,atl,FreeDe00,rec_yds,7,,,,,
player,201909220clt,atl,FreeDe00,rec_td,0,,,,,
player,201909220clt,atl,FreeDe00,rec_long,7,,,,,
player,201909220clt,atl,FreeDe00,fumbles,0,,,,,
player,201909220clt,atl,FreeDe00,fumbles_lost,0,,,,,
player,201909220clt,atl,SanuMo00,pass_cmp,0,,,,,
player,201909220clt,atl,SanuMo00,pass_att,0,,,,,
player,201909220clt,atl,SanuMo00,pass_yds,0,,,,,
player,201909220clt,atl,SanuMo00,pass_td,0,,,,,
player,201909220clt,atl,SanuMo00,pass_int,0,,,,,
player,201909220clt,atl,SanuMo00,pass_sacked,0,,,,,
player,201909220clt,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,SanuMo00,pass_long,0,,,,,
player,201909220clt,atl,SanuMo00,pass_rating,,,,,,
player,201909220clt,atl,SanuMo00,rush_att,1,,,,,
player,201909220clt,atl,SanuMo00,rush_yds,2,,,,,
player,201909220clt,atl,SanuMo00,rush_td,0,,,,,
player,201909220clt,atl,SanuMo00,rush_long,2,,,,,
player,201909220clt,atl,SanuMo00,targets,6,,,,,
player,201909220clt,atl,SanuMo00,rec,6,,,,,
player,201909220clt,atl,SanuMo00,rec_yds,75,,,,,
player,201909220clt,atl,SanuMo00,rec_td,0,,,,,
player,201909220clt,atl,SanuMo00,rec_long,16,,,,,
player,201909220clt,atl,SanuMo00,fumbles,0,,,,,
player,201909220clt,atl,SanuMo00,fumbles_lost,0,,,,,
player,201909220clt,atl,JoneJu02,pass_cmp,0,,,,,
player,201909220clt,atl,JoneJu02,pass_att,0,,,,,
player,201909220clt,atl,JoneJu02,pass_yds,0,,,,,
player,201909220clt,atl,JoneJu02,pass_td,0,,,,,
player,201909220clt,atl,JoneJu02,pass_int,0,,,,,
player,201909220clt,atl,JoneJu02,pass_sacked,0,,,,,
player,201909220clt,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201909220clt,atl,JoneJu02,pass_long,0,,,,,
player,201909220clt,atl,JoneJu02,pass_rating,,,,,,
player,201909220clt,atl,JoneJu02,rush_att,0,,,,,
player,201909220clt,atl,JoneJu02,rush_yds,0,,,,,
player,201909220clt,atl,JoneJu02,rush_td,0,,,,,
player,201909220clt,atl,JoneJu02,rush_long,0,,,,,
player,201909220clt,atl,JoneJu02,targets,9,,,,,
player,201909220clt,atl,JoneJu02,rec,8,,,,,
player,201909220clt,atl,JoneJu02,rec_yds,128,,,,,
player,201909220clt,atl,JoneJu02,rec_td,1,,,,,
player,201909220clt,atl,JoneJu02,rec_long,34,,,,,
player,201909220clt,atl,JoneJu02,fumbles,0,,,,,
player,201909220clt,atl,JoneJu02,fumbles_lost,0,,,,,
player,201909220clt,atl,HoopAu00,pass_cmp,0,,,,,
player,201909220clt,atl,HoopAu00,pass_att,0,,,,,
player,201909220clt,atl,HoopAu00,pass_yds,0,,,,,
player,201909220clt,atl,HoopAu00,pass_td,0,,,,,
player,201909220clt,atl,HoopAu00,pass_int,0,,,,,
player,201909220clt,atl,HoopAu00,pass_sacked,0,,,,,
player,201909220clt,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,HoopAu00,pass_long,0,,,,,
player,201909220clt,atl,HoopAu00,pass_rating,,,,,,
player,201909220clt,atl,HoopAu00,rush_att,0,,,,,
player,201909220clt,atl,HoopAu00,rush_yds,0,,,,,
player,201909220clt,atl,HoopAu00,rush_td,0,,,,,
player,201909220clt,atl,HoopAu00,rush_long,0,,,,,
player,201909220clt,atl,HoopAu00,targets,7,,,,,
player,201909220clt,atl,HoopAu00,rec,6,,,,,
player,201909220clt,atl,HoopAu00,rec_yds,66,,,,,
player,201909220clt,atl,HoopAu00,rec_td,2,,,,,
player,201909220clt,atl,HoopAu00,rec_long,20,,,,,
player,201909220clt,atl,HoopAu00,fumbles,0,,,,,
player,201909220clt,atl,HoopAu00,fumbles_lost,0,,,,,
player,201909220clt,atl,StocLu00,pass_cmp,0,,,,,
player,201909220clt,atl,StocLu00,pass_att,0,,,,,
player,201909220clt,atl,StocLu00,pass_yds,0,,,,,
player,201909220clt,atl,StocLu00,pass_td,0,,,,,
player,201909220clt,atl,StocLu00,pass_int,0,,,,,
player,201909220clt,atl,StocLu00,pass_sacked,0,,,,,
player,201909220clt,atl,StocLu00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,StocLu00,pass_long,0,,,,,
player,201909220clt,atl,StocLu00,pass_rating,,,,,,
player,201909220clt,atl,StocLu00,rush_att,0,,,,,
player,201909220clt,atl,StocLu00,rush_yds,0,,,,,
player,201909220clt,atl,StocLu00,rush_td,0,,,,,
player,201909220clt,atl,StocLu00,rush_long,0,,,,,
player,201909220clt,atl,StocLu00,targets,4,,,,,
player,201909220clt,atl,StocLu00,rec,3,,,,,
player,201909220clt,atl,StocLu00,rec_yds,12,,,,,
player,201909220clt,atl,StocLu00,rec_td,0,,,,,
player,201909220clt,atl,StocLu00,rec_long,5,,,,,
player,201909220clt,atl,StocLu00,fumbles,0,,,,,
player,201909220clt,atl,StocLu00,fumbles_lost,0,,,,,
player,201909220clt,atl,RidlCa00,pass_cmp,0,,,,,
player,201909220clt,atl,RidlCa00,pass_att,0,,,,,
player,201909220clt,atl,RidlCa00,pass_yds,0,,,,,
player,201909220clt,atl,RidlCa00,pass_td,0,,,,,
player,201909220clt,atl,RidlCa00,pass_int,0,,,,,
player,201909220clt,atl,RidlCa00,pass_sacked,0,,,,,
player,201909220clt,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,RidlCa00,pass_long,0,,,,,
player,201909220clt,atl,RidlCa00,pass_rating,,,,,,
player,201909220clt,atl,RidlCa00,rush_att,0,,,,,
player,201909220clt,atl,RidlCa00,rush_yds,0,,,,,
player,201909220clt,atl,RidlCa00,rush_td,0,,,,,
player,201909220clt,atl,RidlCa00,rush_long,0,,,,,
player,201909220clt,atl,RidlCa00,targets,1,,,,,
player,201909220clt,atl,RidlCa00,rec,1,,,,,
player,201909220clt,atl,RidlCa00,rec_yds,6,,,,,
player,201909220clt,atl,RidlCa00,rec_td,0,,,,,
player,201909220clt,atl,RidlCa00,rec_long,6,,,,,
player,201909220clt,atl,RidlCa00,fumbles,0,,,,,
player,201909220clt,atl,RidlCa00,fumbles_lost,0,,,,,
player,201909220clt,atl,HardJu00,pass_cmp,0,,,,,
player,201909220clt,atl,HardJu00,pass_att,0,,,,,
player,201909220clt,atl,HardJu00,pass_yds,0,,,,,
player,201909220clt,atl,HardJu00,pass_td,0,,,,,
player,201909220clt,atl,HardJu00,pass_int,0,,,,,
player,201909220clt,atl,HardJu00,pass_sacked,0,,,,,
player,201909220clt,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,HardJu00,pass_long,0,,,,,
player,201909220clt,atl,HardJu00,pass_rating,,,,,,
player,201909220clt,atl,HardJu00,rush_att,0,,,,,
player,201909220clt,atl,HardJu00,rush_yds,0,,,,,
player,201909220clt,atl,HardJu00,rush_td,0,,,,,
player,201909220clt,atl,HardJu00,rush_long,0,,,,,
player,201909220clt,atl,HardJu00,targets,1,,,,,
player,201909220clt,atl,HardJu00,rec,1,,,,,
player,201909220clt,atl,HardJu00,rec_yds,6,,,,,
player,201909220clt,atl,HardJu00,rec_td,0,,,,,
player,201909220clt,atl,HardJu00,rec_long,6,,,,,
player,201909220clt,atl,HardJu00,fumbles,0,,,,,
player,201909220clt,atl,HardJu00,fumbles_lost,0,,,,,
player,201909220clt,atl,BarnKe00,pass_cmp,0,,,,,
player,201909220clt,atl,BarnKe00,pass_att,0,,,,,
player,201909220clt,atl,BarnKe00,pass_yds,0,,,,,
player,201909220clt,atl,BarnKe00,pass_td,0,,,,,
player,201909220clt,atl,BarnKe00,pass_int,0,,,,,
player,201909220clt,atl,BarnKe00,pass_sacked,0,,,,,
player,201909220clt,atl,BarnKe00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,BarnKe00,pass_long,0,,,,,
player,201909220clt,atl,BarnKe00,pass_rating,,,,,,
player,201909220clt,atl,BarnKe00,rush_att,0,,,,,
player,201909220clt,atl,BarnKe00,rush_yds,0,,,,,
player,201909220clt,atl,BarnKe00,rush_td,0,,,,,
player,201909220clt,atl,BarnKe00,rush_long,0,,,,,
player,201909220clt,atl,BarnKe00,targets,1,,,,,
player,201909220clt,atl,BarnKe00,rec,1,,,,,
player,201909220clt,atl,BarnKe00,rec_yds,4,,,,,
player,201909220clt,atl,BarnKe00,rec_td,0,,,,,
player,201909220clt,atl,BarnKe00,rec_long,4,,,,,
player,201909220clt,atl,BarnKe00,fumbles,0,,,,,
player,201909220clt,atl,BarnKe00,fumbles_lost,0,,,,,
player,201909220clt,atl,SmitIt00,pass_cmp,0,,,,,
player,201909220clt,atl,SmitIt00,pass_att,0,,,,,
player,201909220clt,atl,SmitIt00,pass_yds,0,,,,,
player,201909220clt,atl,SmitIt00,pass_td,0,,,,,
player,201909220clt,atl,SmitIt00,pass_int,0,,,,,
player,201909220clt,atl,SmitIt00,pass_sacked,0,,,,,
player,201909220clt,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201909220clt,atl,SmitIt00,pass_long,0,,,,,
player,201909220clt,atl,SmitIt00,pass_rating,,,,,,
player,201909220clt,atl,SmitIt00,rush_att,1,,,,,
player,201909220clt,atl,SmitIt00,rush_yds,0,,,,,
player,201909220clt,atl,SmitIt00,rush_td,0,,,,,
player,201909220clt,atl,SmitIt00,rush_long,0,,,,,
player,201909220clt,atl,SmitIt00,targets,0,,,,,
player,201909220clt,atl,SmitIt00,rec,0,,,,,
player,201909220clt,atl,SmitIt00,rec_yds,0,,,,,
player,201909220clt,atl,SmitIt00,rec_td,0,,,,,
player,201909220clt,atl,SmitIt00,rec_long,0,,,,,
player,201909220clt,atl,SmitIt00,fumbles,0,,,,,
player,201909220clt,atl,SmitIt00,fumbles_lost,0,,,,,
player,201909220clt,clt,BrisJa00,pass_cmp,28,,,,,
player,201909220clt,clt,BrisJa00,pass_att,37,,,,,
player,201909220clt,clt,BrisJa00,pass_yds,310,,,,,
player,201909220clt,clt,BrisJa00,pass_td,2,,,,,
player,201909220clt,clt,BrisJa00,pass_int,0,,,,,
player,201909220clt,clt,BrisJa00,pass_sacked,1,,,,,
player,201909220clt,clt,BrisJa00,pass_sacked_yds,10,,,,,
player,201909220clt,clt,BrisJa00,pass_long,35,,,,,
player,201909220clt,clt,BrisJa00,pass_rating,118.1,,,,,
player,201909220clt,clt,BrisJa00,rush_att,3,,,,,
player,201909220clt,clt,BrisJa00,rush_yds,4,,,,,
player,201909220clt,clt,BrisJa00,rush_td,0,,,,,
player,201909220clt,clt,BrisJa00,rush_long,6,,,,,
player,201909220clt,clt,BrisJa00,targets,0,,,,,
player,201909220clt,clt,BrisJa00,rec,0,,,,,
player,201909220clt,clt,BrisJa00,rec_yds,0,,,,,
player,201909220clt,clt,BrisJa00,rec_td,0,,,,,
player,201909220clt,clt,BrisJa00,rec_long,0,,,,,
player,201909220clt,clt,BrisJa00,fumbles,0,,,,,
player,201909220clt,clt,BrisJa00,fumbles_lost,0,,,,,
player,201909220clt,clt,MackMa00,pass_cmp,0,,,,,
player,201909220clt,clt,MackMa00,pass_att,0,,,,,
player,201909220clt,clt,MackMa00,pass_yds,0,,,,,
player,201909220clt,clt,MackMa00,pass_td,0,,,,,
player,201909220clt,clt,MackMa00,pass_int,0,,,,,
player,201909220clt,clt,MackMa00,pass_sacked,0,,,,,
player,201909220clt,clt,MackMa00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,MackMa00,pass_long,0,,,,,
player,201909220clt,clt,MackMa00,pass_rating,,,,,,
player,201909220clt,clt,MackMa00,rush_att,16,,,,,
player,201909220clt,clt,MackMa00,rush_yds,74,,,,,
player,201909220clt,clt,MackMa00,rush_td,1,,,,,
player,201909220clt,clt,MackMa00,rush_long,26,,,,,
player,201909220clt,clt,MackMa00,targets,3,,,,,
player,201909220clt,clt,MackMa00,rec,2,,,,,
player,201909220clt,clt,MackMa00,rec_yds,14,,,,,
player,201909220clt,clt,MackMa00,rec_td,0,,,,,
player,201909220clt,clt,MackMa00,rec_long,9,,,,,
player,201909220clt,clt,MackMa00,fumbles,0,,,,,
player,201909220clt,clt,MackMa00,fumbles_lost,0,,,,,
player,201909220clt,clt,HineNy00,pass_cmp,0,,,,,
player,201909220clt,clt,HineNy00,pass_att,0,,,,,
player,201909220clt,clt,HineNy00,pass_yds,0,,,,,
player,201909220clt,clt,HineNy00,pass_td,0,,,,,
player,201909220clt,clt,HineNy00,pass_int,0,,,,,
player,201909220clt,clt,HineNy00,pass_sacked,0,,,,,
player,201909220clt,clt,HineNy00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,HineNy00,pass_long,0,,,,,
player,201909220clt,clt,HineNy00,pass_rating,,,,,,
player,201909220clt,clt,HineNy00,rush_att,2,,,,,
player,201909220clt,clt,HineNy00,rush_yds,3,,,,,
player,201909220clt,clt,HineNy00,rush_td,0,,,,,
player,201909220clt,clt,HineNy00,rush_long,2,,,,,
player,201909220clt,clt,HineNy00,targets,4,,,,,
player,201909220clt,clt,HineNy00,rec,3,,,,,
player,201909220clt,clt,HineNy00,rec_yds,26,,,,,
player,201909220clt,clt,HineNy00,rec_td,0,,,,,
player,201909220clt,clt,HineNy00,rec_long,17,,,,,
player,201909220clt,clt,HineNy00,fumbles,0,,,,,
player,201909220clt,clt,HineNy00,fumbles_lost,0,,,,,
player,201909220clt,clt,HiltT.00,pass_cmp,0,,,,,
player,201909220clt,clt,HiltT.00,pass_att,0,,,,,
player,201909220clt,clt,HiltT.00,pass_yds,0,,,,,
player,201909220clt,clt,HiltT.00,pass_td,0,,,,,
player,201909220clt,clt,HiltT.00,pass_int,0,,,,,
player,201909220clt,clt,HiltT.00,pass_sacked,0,,,,,
player,201909220clt,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,HiltT.00,pass_long,0,,,,,
player,201909220clt,clt,HiltT.00,pass_rating,,,,,,
player,201909220clt,clt,HiltT.00,rush_att,0,,,,,
player,201909220clt,clt,HiltT.00,rush_yds,0,,,,,
player,201909220clt,clt,HiltT.00,rush_td,0,,,,,
player,201909220clt,clt,HiltT.00,rush_long,0,,,,,
player,201909220clt,clt,HiltT.00,targets,10,,,,,
player,201909220clt,clt,HiltT.00,rec,8,,,,,
player,201909220clt,clt,HiltT.00,rec_yds,65,,,,,
player,201909220clt,clt,HiltT.00,rec_td,1,,,,,
player,201909220clt,clt,HiltT.00,rec_long,26,,,,,
player,201909220clt,clt,HiltT.00,fumbles,0,,,,,
player,201909220clt,clt,HiltT.00,fumbles_lost,0,,,,,
player,201909220clt,clt,PascZa00,pass_cmp,0,,,,,
player,201909220clt,clt,PascZa00,pass_att,0,,,,,
player,201909220clt,clt,PascZa00,pass_yds,0,,,,,
player,201909220clt,clt,PascZa00,pass_td,0,,,,,
player,201909220clt,clt,PascZa00,pass_int,0,,,,,
player,201909220clt,clt,PascZa00,pass_sacked,0,,,,,
player,201909220clt,clt,PascZa00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,PascZa00,pass_long,0,,,,,
player,201909220clt,clt,PascZa00,pass_rating,,,,,,
player,201909220clt,clt,PascZa00,rush_att,0,,,,,
player,201909220clt,clt,PascZa00,rush_yds,0,,,,,
player,201909220clt,clt,PascZa00,rush_td,0,,,,,
player,201909220clt,clt,PascZa00,rush_long,0,,,,,
player,201909220clt,clt,PascZa00,targets,3,,,,,
player,201909220clt,clt,PascZa00,rec,2,,,,,
player,201909220clt,clt,PascZa00,rec_yds,53,,,,,
player,201909220clt,clt,PascZa00,rec_td,1,,,,,
player,201909220clt,clt,PascZa00,rec_long,35,,,,,
player,201909220clt,clt,PascZa00,fumbles,0,,,,,
player,201909220clt,clt,PascZa00,fumbles_lost,0,,,,,
player,201909220clt,clt,EbroEr00,pass_cmp,0,,,,,
player,201909220clt,clt,EbroEr00,pass_att,0,,,,,
player,201909220clt,clt,EbroEr00,pass_yds,0,,,,,
player,201909220clt,clt,EbroEr00,pass_td,0,,,,,
player,201909220clt,clt,EbroEr00,pass_int,0,,,,,
player,201909220clt,clt,EbroEr00,pass_sacked,0,,,,,
player,201909220clt,clt,EbroEr00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,EbroEr00,pass_long,0,,,,,
player,201909220clt,clt,EbroEr00,pass_rating,,,,,,
player,201909220clt,clt,EbroEr00,rush_att,0,,,,,
player,201909220clt,clt,EbroEr00,rush_yds,0,,,,,
player,201909220clt,clt,EbroEr00,rush_td,0,,,,,
player,201909220clt,clt,EbroEr00,rush_long,0,,,,,
player,201909220clt,clt,EbroEr00,targets,4,,,,,
player,201909220clt,clt,EbroEr00,rec,3,,,,,
player,201909220clt,clt,EbroEr00,rec_yds,47,,,,,
player,201909220clt,clt,EbroEr00,rec_td,0,,,,,
player,201909220clt,clt,EbroEr00,rec_long,30,,,,,
player,201909220clt,clt,EbroEr00,fumbles,0,,,,,
player,201909220clt,clt,EbroEr00,fumbles_lost,0,,,,,
player,201909220clt,clt,DoylJa00,pass_cmp,0,,,,,
player,201909220clt,clt,DoylJa00,pass_att,0,,,,,
player,201909220clt,clt,DoylJa00,pass_yds,0,,,,,
player,201909220clt,clt,DoylJa00,pass_td,0,,,,,
player,201909220clt,clt,DoylJa00,pass_int,0,,,,,
player,201909220clt,clt,DoylJa00,pass_sacked,0,,,,,
player,201909220clt,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,DoylJa00,pass_long,0,,,,,
player,201909220clt,clt,DoylJa00,pass_rating,,,,,,
player,201909220clt,clt,DoylJa00,rush_att,0,,,,,
player,201909220clt,clt,DoylJa00,rush_yds,0,,,,,
player,201909220clt,clt,DoylJa00,rush_td,0,,,,,
player,201909220clt,clt,DoylJa00,rush_long,0,,,,,
player,201909220clt,clt,DoylJa00,targets,4,,,,,
player,201909220clt,clt,DoylJa00,rec,4,,,,,
player,201909220clt,clt,DoylJa00,rec_yds,46,,,,,
player,201909220clt,clt,DoylJa00,rec_td,0,,,,,
player,201909220clt,clt,DoylJa00,rec_long,14,,,,,
player,201909220clt,clt,DoylJa00,fumbles,0,,,,,
player,201909220clt,clt,DoylJa00,fumbles_lost,0,,,,,
player,201909220clt,clt,AlieMo00,pass_cmp,0,,,,,
player,201909220clt,clt,AlieMo00,pass_att,0,,,,,
player,201909220clt,clt,AlieMo00,pass_yds,0,,,,,
player,201909220clt,clt,AlieMo00,pass_td,0,,,,,
player,201909220clt,clt,AlieMo00,pass_int,0,,,,,
player,201909220clt,clt,AlieMo00,pass_sacked,0,,,,,
player,201909220clt,clt,AlieMo00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,AlieMo00,pass_long,0,,,,,
player,201909220clt,clt,AlieMo00,pass_rating,,,,,,
player,201909220clt,clt,AlieMo00,rush_att,0,,,,,
player,201909220clt,clt,AlieMo00,rush_yds,0,,,,,
player,201909220clt,clt,AlieMo00,rush_td,0,,,,,
player,201909220clt,clt,AlieMo00,rush_long,0,,,,,
player,201909220clt,clt,AlieMo00,targets,2,,,,,
player,201909220clt,clt,AlieMo00,rec,2,,,,,
player,201909220clt,clt,AlieMo00,rec_yds,25,,,,,
player,201909220clt,clt,AlieMo00,rec_td,0,,,,,
player,201909220clt,clt,AlieMo00,rec_long,16,,,,,
player,201909220clt,clt,AlieMo00,fumbles,0,,,,,
player,201909220clt,clt,AlieMo00,fumbles_lost,0,,,,,
player,201909220clt,clt,CampPa00,pass_cmp,0,,,,,
player,201909220clt,clt,CampPa00,pass_att,0,,,,,
player,201909220clt,clt,CampPa00,pass_yds,0,,,,,
player,201909220clt,clt,CampPa00,pass_td,0,,,,,
player,201909220clt,clt,CampPa00,pass_int,0,,,,,
player,201909220clt,clt,CampPa00,pass_sacked,0,,,,,
player,201909220clt,clt,CampPa00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,CampPa00,pass_long,0,,,,,
player,201909220clt,clt,CampPa00,pass_rating,,,,,,
player,201909220clt,clt,CampPa00,rush_att,0,,,,,
player,201909220clt,clt,CampPa00,rush_yds,0,,,,,
player,201909220clt,clt,CampPa00,rush_td,0,,,,,
player,201909220clt,clt,CampPa00,rush_long,0,,,,,
player,201909220clt,clt,CampPa00,targets,3,,,,,
player,201909220clt,clt,CampPa00,rec,3,,,,,
player,201909220clt,clt,CampPa00,rec_yds,24,,,,,
player,201909220clt,clt,CampPa00,rec_td,0,,,,,
player,201909220clt,clt,CampPa00,rec_long,11,,,,,
player,201909220clt,clt,CampPa00,fumbles,0,,,,,
player,201909220clt,clt,CampPa00,fumbles_lost,0,,,,,
player,201909220clt,clt,CainDe00,pass_cmp,0,,,,,
player,201909220clt,clt,CainDe00,pass_att,0,,,,,
player,201909220clt,clt,CainDe00,pass_yds,0,,,,,
player,201909220clt,clt,CainDe00,pass_td,0,,,,,
player,201909220clt,clt,CainDe00,pass_int,0,,,,,
player,201909220clt,clt,CainDe00,pass_sacked,0,,,,,
player,201909220clt,clt,CainDe00,pass_sacked_yds,0,,,,,
player,201909220clt,clt,CainDe00,pass_long,0,,,,,
player,201909220clt,clt,CainDe00,pass_rating,,,,,,
player,201909220clt,clt,CainDe00,rush_att,0,,,,,
player,201909220clt,clt,CainDe00,rush_yds,0,,,,,
player,201909220clt,clt,CainDe00,rush_td,0,,,,,
player,201909220clt,clt,CainDe00,rush_long,0,,,,,
player,201909220clt,clt,CainDe00,targets,3,,,,,
player,201909220clt,clt,CainDe00,rec,1,,,,,
player,201909220clt,clt,CainDe00,rec_yds,10,,,,,
player,201909220clt,clt,CainDe00,rec_td,0,,,,,
player,201909220clt,clt,CainDe00,rec_long,10,,,,,
player,201909220clt,clt,CainDe00,fumbles,0,,,,,
player,201909220clt,clt,CainDe00,fumbles_lost,0,,,,,
player,201909220clt,clt,WilkJo01,pass_cmp,0,,,,,
player,201909220clt,clt,WilkJo01,pass_att,0,,,,,
player,201909220clt,clt,WilkJo01,pass_yds,0,,,,,
player,201909220clt,clt,WilkJo01,pass_td,0,,,,,
player,201909220clt,clt,WilkJo01,pass_int,0,,,,,
player,201909220clt,clt,WilkJo01,pass_sacked,0,,,,,
player,201909220clt,clt,WilkJo01,pass_sacked_yds,0,,,,,
player,201909220clt,clt,WilkJo01,pass_long,0,,,,,
player,201909220clt,clt,WilkJo01,pass_rating,,,,,,
player,201909220clt,clt,WilkJo01,rush_att,3,,,,,
player,201909220clt,clt,WilkJo01,rush_yds,-2,,,,,
player,201909220clt,clt,WilkJo01,rush_td,0,,,,,
player,201909220clt,clt,WilkJo01,rush_long,0,,,,,
player,201909220clt,clt,WilkJo01,targets,0,,,,,
player,201909220clt,clt,WilkJo01,rec,0,,,,,
player,201909220clt,clt,WilkJo01,rec_yds,0,,,,,
player,201909220clt,clt,WilkJo01,rec_td,0,,,,,
player,201909220clt,clt,WilkJo01,rec_long,0,,,,,
player,201909220clt,clt,WilkJo01,fumbles,0,,,,,
player,201909220clt,clt,WilkJo01,fumbles_lost,0,,,,,
player,201909220clt,atl,BeasVi00,def_int,0,,,,,
player,201909220clt,atl,BeasVi00,def_int_yds,0,,,,,
player,201909220clt,atl,BeasVi00,def_int_td,0,,,,,
player,201909220clt,atl,BeasVi00,def_int_long,0,,,,,
player,201909220clt,atl,BeasVi00,pass_defended,0,,,,,
player,201909220clt,atl,BeasVi00,sacks,0.5,,,,,
player,201909220clt,atl,BeasVi00,tackles_combined,3,,,,,
player,201909220clt,atl,BeasVi00,tackles_solo,2,,,,,
player,201909220clt,atl,BeasVi00,tackles_assists,1,,,,,
player,201909220clt,atl,BeasVi00,tackles_loss,0,,,,,
player,201909220clt,atl,BeasVi00,qb_hits,2,,,,,
player,201909220clt,atl,BeasVi00,fumbles_rec,0,,,,,
player,201909220clt,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201909220clt,atl,BeasVi00,fumbles_rec_td,0,,,,,
