game,2019,12,20191124,201911240sfo,gnb,"Green Bay Packers",8,sfo,"San Francisco 49ers",37
team,201911240sfo,gnb,First Downs,19,,,,,,
team,201911240sfo,sfo,First Downs,16,,,,,,
team,201911240sfo,gnb,Rush-Yds-TDs,28-117-0,,,,,,
team,201911240sfo,sfo,Rush-Yds-TDs,22-112-2,,,,,,
team,201911240sfo,gnb,Cmp-Att-Yd-TD-INT,23-37-119-1-0,,,,,,
team,201911240sfo,sfo,Cmp-Att-Yd-TD-INT,14-20-253-2-0,,,,,,
team,201911240sfo,gnb,Sacked-Yards,5-38,,,,,,
team,201911240sfo,sfo,Sacked-Yards,3-26,,,,,,
team,201911240sfo,gnb,Net Pass Yards,81,,,,,,
team,201911240sfo,sfo,Net Pass Yards,227,,,,,,
team,201911240sfo,gnb,Total Yards,198,,,,,,
team,201911240sfo,sfo,Total Yards,339,,,,,,
team,201911240sfo,gnb,Fumbles-Lost,1-1,,,,,,
team,201911240sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201911240sfo,gnb,Turnovers,1,,,,,,
team,201911240sfo,sfo,Turnovers,0,,,,,,
team,201911240sfo,gnb,Penalties-Yards,5-50,,,,,,
team,201911240sfo,sfo,Penalties-Yards,9-78,,,,,,
team,201911240sfo,gnb,Third Down Conv.,1-15,,,,,,
team,201911240sfo,sfo,Third Down Conv.,3-9,,,,,,
team,201911240sfo,gnb,Fourth Down Conv.,1-3,,,,,,
team,201911240sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201911240sfo,gnb,Time of Possession,35:16,,,,,,
team,201911240sfo,sfo,Time of Possession,24:44,,,,,,
player,201911240sfo,gnb,RodgAa00,pass_cmp,20,,,,,
player,201911240sfo,gnb,RodgAa00,pass_att,33,,,,,
player,201911240sfo,gnb,RodgAa00,pass_yds,104,,,,,
player,201911240sfo,gnb,RodgAa00,pass_td,1,,,,,
player,201911240sfo,gnb,RodgAa00,pass_int,0,,,,,
player,201911240sfo,gnb,RodgAa00,pass_sacked,5,,,,,
player,201911240sfo,gnb,RodgAa00,pass_sacked_yds,38,,,,,
player,201911240sfo,gnb,RodgAa00,pass_long,15,,,,,
player,201911240sfo,gnb,RodgAa00,pass_rating,75.8,,,,,
player,201911240sfo,gnb,RodgAa00,rush_att,3,,,,,
player,201911240sfo,gnb,RodgAa00,rush_yds,13,,,,,
player,201911240sfo,gnb,RodgAa00,rush_td,0,,,,,
player,201911240sfo,gnb,RodgAa00,rush_long,5,,,,,
player,201911240sfo,gnb,RodgAa00,targets,0,,,,,
player,201911240sfo,gnb,RodgAa00,rec,0,,,,,
player,201911240sfo,gnb,RodgAa00,rec_yds,0,,,,,
player,201911240sfo,gnb,RodgAa00,rec_td,0,,,,,
player,201911240sfo,gnb,RodgAa00,rec_long,0,,,,,
player,201911240sfo,gnb,RodgAa00,fumbles,1,,,,,
player,201911240sfo,gnb,RodgAa00,fumbles_lost,1,,,,,
