game,2019,12,20191124,201911240sfo,gnb,"Green Bay Packers",8,sfo,"San Francisco 49ers",37
player,201911240sfo,gnb,BoylTi00,pass_cmp,3,,,,,
player,201911240sfo,gnb,BoylTi00,pass_att,4,,,,,
player,201911240sfo,gnb,BoylTi00,pass_yds,15,,,,,
player,201911240sfo,gnb,BoylTi00,pass_td,0,,,,,
player,201911240sfo,gnb,BoylTi00,pass_int,0,,,,,
player,201911240sfo,gnb,BoylTi00,pass_sacked,0,,,,,
player,201911240sfo,gnb,BoylTi00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,BoylTi00,pass_long,7,,,,,
player,201911240sfo,gnb,BoylTi00,pass_rating,80.2,,,,,
player,201911240sfo,gnb,BoylTi00,rush_att,0,,,,,
player,201911240sfo,gnb,BoylTi00,rush_yds,0,,,,,
player,201911240sfo,gnb,BoylTi00,rush_td,0,,,,,
player,201911240sfo,gnb,BoylTi00,rush_long,0,,,,,
player,201911240sfo,gnb,BoylTi00,targets,0,,,,,
player,201911240sfo,gnb,BoylTi00,rec,0,,,,,
player,201911240sfo,gnb,BoylTi00,rec_yds,0,,,,,
player,201911240sfo,gnb,BoylTi00,rec_td,0,,,,,
player,201911240sfo,gnb,BoylTi00,rec_long,0,,,,,
player,201911240sfo,gnb,BoylTi00,fumbles,0,,,,,
player,201911240sfo,gnb,BoylTi00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_cmp,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_att,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_yds,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_td,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_int,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_sacked,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_long,0,,,,,
player,201911240sfo,gnb,WillJa06,pass_rating,,,,,,
player,201911240sfo,gnb,WillJa06,rush_att,11,,,,,
player,201911240sfo,gnb,WillJa06,rush_yds,45,,,,,
player,201911240sfo,gnb,WillJa06,rush_td,0,,,,,
player,201911240sfo,gnb,WillJa06,rush_long,12,,,,,
player,201911240sfo,gnb,WillJa06,targets,8,,,,,
player,201911240sfo,gnb,WillJa06,rec,7,,,,,
player,201911240sfo,gnb,WillJa06,rec_yds,35,,,,,
player,201911240sfo,gnb,WillJa06,rec_td,0,,,,,
player,201911240sfo,gnb,WillJa06,rec_long,15,,,,,
player,201911240sfo,gnb,WillJa06,fumbles,0,,,,,
player,201911240sfo,gnb,WillJa06,fumbles_lost,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_cmp,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_att,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_yds,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_td,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_int,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_sacked,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_long,0,,,,,
player,201911240sfo,gnb,JoneAa00,pass_rating,,,,,,
player,201911240sfo,gnb,JoneAa00,rush_att,13,,,,,
player,201911240sfo,gnb,JoneAa00,rush_yds,38,,,,,
player,201911240sfo,gnb,JoneAa00,rush_td,0,,,,,
player,201911240sfo,gnb,JoneAa00,rush_long,11,,,,,
player,201911240sfo,gnb,JoneAa00,targets,1,,,,,
player,201911240sfo,gnb,JoneAa00,rec,0,,,,,
player,201911240sfo,gnb,JoneAa00,rec_yds,0,,,,,
player,201911240sfo,gnb,JoneAa00,rec_td,0,,,,,
player,201911240sfo,gnb,JoneAa00,rec_long,0,,,,,
player,201911240sfo,gnb,JoneAa00,fumbles,0,,,,,
player,201911240sfo,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_cmp,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_att,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_yds,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_td,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_int,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_sacked,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_long,0,,,,,
player,201911240sfo,gnb,LazaAl00,pass_rating,,,,,,
player,201911240sfo,gnb,LazaAl00,rush_att,1,,,,,
player,201911240sfo,gnb,LazaAl00,rush_yds,21,,,,,
player,201911240sfo,gnb,LazaAl00,rush_td,0,,,,,
player,201911240sfo,gnb,LazaAl00,rush_long,21,,,,,
player,201911240sfo,gnb,LazaAl00,targets,2,,,,,
player,201911240sfo,gnb,LazaAl00,rec,1,,,,,
player,201911240sfo,gnb,LazaAl00,rec_yds,7,,,,,
player,201911240sfo,gnb,LazaAl00,rec_td,0,,,,,
player,201911240sfo,gnb,LazaAl00,rec_long,7,,,,,
player,201911240sfo,gnb,LazaAl00,fumbles,0,,,,,
player,201911240sfo,gnb,LazaAl00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_cmp,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_att,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_yds,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_td,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_int,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_sacked,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_long,0,,,,,
player,201911240sfo,gnb,AdamDa01,pass_rating,,,,,,
player,201911240sfo,gnb,AdamDa01,rush_att,0,,,,,
player,201911240sfo,gnb,AdamDa01,rush_yds,0,,,,,
player,201911240sfo,gnb,AdamDa01,rush_td,0,,,,,
player,201911240sfo,gnb,AdamDa01,rush_long,0,,,,,
player,201911240sfo,gnb,AdamDa01,targets,12,,,,,
player,201911240sfo,gnb,AdamDa01,rec,7,,,,,
player,201911240sfo,gnb,AdamDa01,rec_yds,43,,,,,
player,201911240sfo,gnb,AdamDa01,rec_td,1,,,,,
player,201911240sfo,gnb,AdamDa01,rec_long,14,,,,,
player,201911240sfo,gnb,AdamDa01,fumbles,0,,,,,
player,201911240sfo,gnb,AdamDa01,fumbles_lost,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_cmp,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_att,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_yds,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_td,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_int,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_sacked,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_long,0,,,,,
player,201911240sfo,gnb,AlliGe01,pass_rating,,,,,,
player,201911240sfo,gnb,AlliGe01,rush_att,0,,,,,
player,201911240sfo,gnb,AlliGe01,rush_yds,0,,,,,
player,201911240sfo,gnb,AlliGe01,rush_td,0,,,,,
player,201911240sfo,gnb,AlliGe01,rush_long,0,,,,,
player,201911240sfo,gnb,AlliGe01,targets,4,,,,,
player,201911240sfo,gnb,AlliGe01,rec,3,,,,,
player,201911240sfo,gnb,AlliGe01,rec_yds,9,,,,,
player,201911240sfo,gnb,AlliGe01,rec_td,0,,,,,
player,201911240sfo,gnb,AlliGe01,rec_long,4,,,,,
player,201911240sfo,gnb,AlliGe01,fumbles,0,,,,,
player,201911240sfo,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_cmp,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_att,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_yds,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_td,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_int,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_sacked,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_long,0,,,,,
player,201911240sfo,gnb,TonyRo00,pass_rating,,,,,,
player,201911240sfo,gnb,TonyRo00,rush_att,0,,,,,
player,201911240sfo,gnb,TonyRo00,rush_yds,0,,,,,
player,201911240sfo,gnb,TonyRo00,rush_td,0,,,,,
player,201911240sfo,gnb,TonyRo00,rush_long,0,,,,,
player,201911240sfo,gnb,TonyRo00,targets,2,,,,,
player,201911240sfo,gnb,TonyRo00,rec,2,,,,,
player,201911240sfo,gnb,TonyRo00,rec_yds,8,,,,,
player,201911240sfo,gnb,TonyRo00,rec_td,0,,,,,
player,201911240sfo,gnb,TonyRo00,rec_long,5,,,,,
player,201911240sfo,gnb,TonyRo00,fumbles,0,,,,,
player,201911240sfo,gnb,TonyRo00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_cmp,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_att,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_yds,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_td,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_int,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_sacked,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_long,0,,,,,
player,201911240sfo,gnb,ValdMa00,pass_rating,,,,,,
player,201911240sfo,gnb,ValdMa00,rush_att,0,,,,,
player,201911240sfo,gnb,ValdMa00,rush_yds,0,,,,,
player,201911240sfo,gnb,ValdMa00,rush_td,0,,,,,
player,201911240sfo,gnb,ValdMa00,rush_long,0,,,,,
player,201911240sfo,gnb,ValdMa00,targets,3,,,,,
player,201911240sfo,gnb,ValdMa00,rec,1,,,,,
player,201911240sfo,gnb,ValdMa00,rec_yds,7,,,,,
player,201911240sfo,gnb,ValdMa00,rec_td,0,,,,,
player,201911240sfo,gnb,ValdMa00,rec_long,7,,,,,
player,201911240sfo,gnb,ValdMa00,fumbles,0,,,,,
player,201911240sfo,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_cmp,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_att,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_yds,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_td,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_int,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_sacked,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_long,0,,,,,
player,201911240sfo,gnb,GrahJi00,pass_rating,,,,,,
player,201911240sfo,gnb,GrahJi00,rush_att,0,,,,,
player,201911240sfo,gnb,GrahJi00,rush_yds,0,,,,,
player,201911240sfo,gnb,GrahJi00,rush_td,0,,,,,
player,201911240sfo,gnb,GrahJi00,rush_long,0,,,,,
player,201911240sfo,gnb,GrahJi00,targets,2,,,,,
player,201911240sfo,gnb,GrahJi00,rec,1,,,,,
player,201911240sfo,gnb,GrahJi00,rec_yds,7,,,,,
player,201911240sfo,gnb,GrahJi00,rec_td,0,,,,,
player,201911240sfo,gnb,GrahJi00,rec_long,7,,,,,
player,201911240sfo,gnb,GrahJi00,fumbles,0,,,,,
player,201911240sfo,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_cmp,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_att,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_yds,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_td,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_int,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_sacked,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_long,0,,,,,
player,201911240sfo,gnb,VitaDa00,pass_rating,,,,,,
player,201911240sfo,gnb,VitaDa00,rush_att,0,,,,,
player,201911240sfo,gnb,VitaDa00,rush_yds,0,,,,,
player,201911240sfo,gnb,VitaDa00,rush_td,0,,,,,
player,201911240sfo,gnb,VitaDa00,rush_long,0,,,,,
player,201911240sfo,gnb,VitaDa00,targets,1,,,,,
player,201911240sfo,gnb,VitaDa00,rec,1,,,,,
player,201911240sfo,gnb,VitaDa00,rec_yds,3,,,,,
player,201911240sfo,gnb,VitaDa00,rec_td,0,,,,,
player,201911240sfo,gnb,VitaDa00,rec_long,3,,,,,
player,201911240sfo,gnb,VitaDa00,fumbles,0,,,,,
player,201911240sfo,gnb,VitaDa00,fumbles_lost,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_cmp,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_att,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_yds,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_td,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_int,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_sacked,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_sacked_yds,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_long,0,,,,,
player,201911240sfo,gnb,KumeJa00,pass_rating,,,,,,
player,201911240sfo,gnb,KumeJa00,rush_att,0,,,,,
player,201911240sfo,gnb,KumeJa00,rush_yds,0,,,,,
player,201911240sfo,gnb,KumeJa00,rush_td,0,,,,,
player,201911240sfo,gnb,KumeJa00,rush_long,0,,,,,
player,201911240sfo,gnb,KumeJa00,targets,1,,,,,
player,201911240sfo,gnb,KumeJa00,rec,0,,,,,
player,201911240sfo,gnb,KumeJa00,rec_yds,0,,,,,
player,201911240sfo,gnb,KumeJa00,rec_td,0,,,,,
player,201911240sfo,gnb,KumeJa00,rec_long,0,,,,,
player,201911240sfo,gnb,KumeJa00,fumbles,0,,,,,
player,201911240sfo,gnb,KumeJa00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,GaroJi00,pass_cmp,14,,,,,
player,201911240sfo,sfo,GaroJi00,pass_att,20,,,,,
player,201911240sfo,sfo,GaroJi00,pass_yds,253,,,,,
player,201911240sfo,sfo,GaroJi00,pass_td,2,,,,,
player,201911240sfo,sfo,GaroJi00,pass_int,0,,,,,
player,201911240sfo,sfo,GaroJi00,pass_sacked,3,,,,,
player,201911240sfo,sfo,GaroJi00,pass_sacked_yds,26,,,,,
player,201911240sfo,sfo,GaroJi00,pass_long,61,,,,,
player,201911240sfo,sfo,GaroJi00,pass_rating,145.8,,,,,
player,201911240sfo,sfo,GaroJi00,rush_att,2,,,,,
player,201911240sfo,sfo,GaroJi00,rush_yds,1,,,,,
player,201911240sfo,sfo,GaroJi00,rush_td,0,,,,,
player,201911240sfo,sfo,GaroJi00,rush_long,1,,,,,
player,201911240sfo,sfo,GaroJi00,targets,0,,,,,
player,201911240sfo,sfo,GaroJi00,rec,0,,,,,
player,201911240sfo,sfo,GaroJi00,rec_yds,0,,,,,
player,201911240sfo,sfo,GaroJi00,rec_td,0,,,,,
player,201911240sfo,sfo,GaroJi00,rec_long,0,,,,,
player,201911240sfo,sfo,GaroJi00,fumbles,1,,,,,
player,201911240sfo,sfo,GaroJi00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_cmp,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_att,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_yds,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_td,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_int,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_sacked,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_long,0,,,,,
player,201911240sfo,sfo,MostRa00,pass_rating,,,,,,
player,201911240sfo,sfo,MostRa00,rush_att,6,,,,,
player,201911240sfo,sfo,MostRa00,rush_yds,45,,,,,
player,201911240sfo,sfo,MostRa00,rush_td,1,,,,,
player,201911240sfo,sfo,MostRa00,rush_long,15,,,,,
player,201911240sfo,sfo,MostRa00,targets,3,,,,,
player,201911240sfo,sfo,MostRa00,rec,1,,,,,
player,201911240sfo,sfo,MostRa00,rec_yds,22,,,,,
player,201911240sfo,sfo,MostRa00,rec_td,0,,,,,
player,201911240sfo,sfo,MostRa00,rec_long,22,,,,,
player,201911240sfo,sfo,MostRa00,fumbles,0,,,,,
player,201911240sfo,sfo,MostRa00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_cmp,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_att,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_yds,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_td,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_int,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_sacked,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_long,0,,,,,
player,201911240sfo,sfo,ColeTe01,pass_rating,,,,,,
player,201911240sfo,sfo,ColeTe01,rush_att,11,,,,,
player,201911240sfo,sfo,ColeTe01,rush_yds,39,,,,,
player,201911240sfo,sfo,ColeTe01,rush_td,1,,,,,
player,201911240sfo,sfo,ColeTe01,rush_long,11,,,,,
player,201911240sfo,sfo,ColeTe01,targets,4,,,,,
player,201911240sfo,sfo,ColeTe01,rec,2,,,,,
player,201911240sfo,sfo,ColeTe01,rec_yds,10,,,,,
player,201911240sfo,sfo,ColeTe01,rec_td,0,,,,,
player,201911240sfo,sfo,ColeTe01,rec_long,8,,,,,
player,201911240sfo,sfo,ColeTe01,fumbles,0,,,,,
player,201911240sfo,sfo,ColeTe01,fumbles_lost,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_cmp,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_att,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_yds,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_td,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_int,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_sacked,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_long,0,,,,,
player,201911240sfo,sfo,WilsJe01,pass_rating,,,,,,
player,201911240sfo,sfo,WilsJe01,rush_att,2,,,,,
player,201911240sfo,sfo,WilsJe01,rush_yds,27,,,,,
player,201911240sfo,sfo,WilsJe01,rush_td,0,,,,,
player,201911240sfo,sfo,WilsJe01,rush_long,25,,,,,
player,201911240sfo,sfo,WilsJe01,targets,1,,,,,
player,201911240sfo,sfo,WilsJe01,rec,0,,,,,
player,201911240sfo,sfo,WilsJe01,rec_yds,0,,,,,
player,201911240sfo,sfo,WilsJe01,rec_td,0,,,,,
player,201911240sfo,sfo,WilsJe01,rec_long,0,,,,,
player,201911240sfo,sfo,WilsJe01,fumbles,0,,,,,
player,201911240sfo,sfo,WilsJe01,fumbles_lost,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_att,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_td,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_int,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_long,0,,,,,
player,201911240sfo,sfo,KittGe00,pass_rating,,,,,,
player,201911240sfo,sfo,KittGe00,rush_att,0,,,,,
player,201911240sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201911240sfo,sfo,KittGe00,rush_td,0,,,,,
player,201911240sfo,sfo,KittGe00,rush_long,0,,,,,
player,201911240sfo,sfo,KittGe00,targets,6,,,,,
player,201911240sfo,sfo,KittGe00,rec,6,,,,,
player,201911240sfo,sfo,KittGe00,rec_yds,129,,,,,
player,201911240sfo,sfo,KittGe00,rec_td,1,,,,,
player,201911240sfo,sfo,KittGe00,rec_long,61,,,,,
player,201911240sfo,sfo,KittGe00,fumbles,0,,,,,
player,201911240sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_cmp,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_att,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_yds,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_td,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_int,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_sacked,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_long,0,,,,,
player,201911240sfo,sfo,SamuDe00,pass_rating,,,,,,
player,201911240sfo,sfo,SamuDe00,rush_att,0,,,,,
player,201911240sfo,sfo,SamuDe00,rush_yds,0,,,,,
player,201911240sfo,sfo,SamuDe00,rush_td,0,,,,,
player,201911240sfo,sfo,SamuDe00,rush_long,0,,,,,
player,201911240sfo,sfo,SamuDe00,targets,2,,,,,
player,201911240sfo,sfo,SamuDe00,rec,2,,,,,
player,201911240sfo,sfo,SamuDe00,rec_yds,50,,,,,
player,201911240sfo,sfo,SamuDe00,rec_td,1,,,,,
player,201911240sfo,sfo,SamuDe00,rec_long,42,,,,,
player,201911240sfo,sfo,SamuDe00,fumbles,0,,,,,
player,201911240sfo,sfo,SamuDe00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_att,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_td,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_int,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_long,0,,,,,
player,201911240sfo,sfo,BourKe00,pass_rating,,,,,,
player,201911240sfo,sfo,BourKe00,rush_att,0,,,,,
player,201911240sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201911240sfo,sfo,BourKe00,rush_td,0,,,,,
player,201911240sfo,sfo,BourKe00,rush_long,0,,,,,
player,201911240sfo,sfo,BourKe00,targets,2,,,,,
player,201911240sfo,sfo,BourKe00,rec,2,,,,,
player,201911240sfo,sfo,BourKe00,rec_yds,27,,,,,
player,201911240sfo,sfo,BourKe00,rec_td,0,,,,,
player,201911240sfo,sfo,BourKe00,rec_long,14,,,,,
player,201911240sfo,sfo,BourKe00,fumbles,0,,,,,
player,201911240sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_cmp,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_att,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_yds,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_td,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_int,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_sacked,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_sacked_yds,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_long,0,,,,,
player,201911240sfo,sfo,SandEm00,pass_rating,,,,,,
player,201911240sfo,sfo,SandEm00,rush_att,0,,,,,
player,201911240sfo,sfo,SandEm00,rush_yds,0,,,,,
player,201911240sfo,sfo,SandEm00,rush_td,0,,,,,
player,201911240sfo,sfo,SandEm00,rush_long,0,,,,,
player,201911240sfo,sfo,SandEm00,targets,1,,,,,
player,201911240sfo,sfo,SandEm00,rec,1,,,,,
player,201911240sfo,sfo,SandEm00,rec_yds,15,,,,,
player,201911240sfo,sfo,SandEm00,rec_td,0,,,,,
player,201911240sfo,sfo,SandEm00,rec_long,15,,,,,
player,201911240sfo,sfo,SandEm00,fumbles,0,,,,,
player,201911240sfo,sfo,SandEm00,fumbles_lost,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_cmp,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_att,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_yds,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_td,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_int,0,,,,,
player,201911240sfo,sfo,JameRi00,pass_sacked,0,,,,,
