game,2019,10,20191110,201911100nor,atl,"Atlanta Falcons",26,nor,"New Orleans Saints",9
team,201911100nor,atl,First Downs,24,,,,,,
team,201911100nor,nor,First Downs,18,,,,,,
team,201911100nor,atl,Rush-Yds-TDs,34-143-0,,,,,,
team,201911100nor,nor,Rush-Yds-TDs,11-52-0,,,,,,
team,201911100nor,atl,Cmp-Att-Yd-TD-INT,20-35-182-2-1,,,,,,
team,201911100nor,nor,Cmp-Att-Yd-TD-INT,33-46-304-0-0,,,,,,
team,201911100nor,atl,Sacked-Yards,1-8,,,,,,
team,201911100nor,nor,Sacked-Yards,6-46,,,,,,
team,201911100nor,atl,Net Pass Yards,174,,,,,,
team,201911100nor,nor,Net Pass Yards,258,,,,,,
team,201911100nor,atl,Total Yards,317,,,,,,
team,201911100nor,nor,Total Yards,310,,,,,,
team,201911100nor,atl,Fumbles-Lost,0-0,,,,,,
team,201911100nor,nor,Fumbles-Lost,0-0,,,,,,
team,201911100nor,atl,Turnovers,1,,,,,,
team,201911100nor,nor,Turnovers,0,,,,,,
team,201911100nor,atl,Penalties-Yards,7-48,,,,,,
team,201911100nor,nor,Penalties-Yards,12-90,,,,,,
team,201911100nor,atl,Third Down Conv.,6-15,,,,,,
team,201911100nor,nor,Third Down Conv.,3-12,,,,,,
team,201911100nor,atl,Fourth Down Conv.,1-1,,,,,,
team,201911100nor,nor,Fourth Down Conv.,0-3,,,,,,
team,201911100nor,atl,Time of Possession,33:46,,,,,,
team,201911100nor,nor,Time of Possession,26:14,,,,,,
player,201911100nor,atl,RyanMa00,pass_cmp,20,,,,,
player,201911100nor,atl,RyanMa00,pass_att,35,,,,,
player,201911100nor,atl,RyanMa00,pass_yds,182,,,,,
player,201911100nor,atl,RyanMa00,pass_td,2,,,,,
player,201911100nor,atl,RyanMa00,pass_int,1,,,,,
player,201911100nor,atl,RyanMa00,pass_sacked,1,,,,,
player,201911100nor,atl,RyanMa00,pass_sacked_yds,8,,,,,
