game,2019,17,20191229,201912290htx,oti,"Tennessee Titans",35,htx,"Houston Texans",14
team,201912290htx,oti,First Downs,25,,,,,,
team,201912290htx,htx,First Downs,20,,,,,,
team,201912290htx,oti,Rush-Yds-TDs,39-245-3,,,,,,
team,201912290htx,htx,Rush-Yds-TDs,25-109-2,,,,,,
team,201912290htx,oti,Cmp-Att-Yd-TD-INT,14-21-222-2-0,,,,,,
team,201912290htx,htx,Cmp-Att-Yd-TD-INT,21-36-225-0-1,,,,,,
team,201912290htx,oti,Sacked-Yards,0-0,,,,,,
team,201912290htx,htx,Sacked-Yards,4-33,,,,,,
team,201912290htx,oti,Net Pass Yards,222,,,,,,
team,201912290htx,htx,Net Pass Yards,192,,,,,,
team,201912290htx,oti,Total Yards,467,,,,,,
team,201912290htx,htx,Total Yards,301,,,,,,
team,201912290htx,oti,Fumbles-Lost,0-0,,,,,,
team,201912290htx,htx,Fumbles-Lost,0-0,,,,,,
team,201912290htx,oti,Turnovers,0,,,,,,
team,201912290htx,htx,Turnovers,1,,,,,,
team,201912290htx,oti,Penalties-Yards,5-37,,,,,,
team,201912290htx,htx,Penalties-Yards,5-35,,,,,,
team,201912290htx,oti,Third Down Conv.,5-10,,,,,,
team,201912290htx,htx,Third Down Conv.,3-12,,,,,,
team,201912290htx,oti,Fourth Down Conv.,0-0,,,,,,
team,201912290htx,htx,Fourth Down Conv.,2-4,,,,,,
team,201912290htx,oti,Time of Possession,28:21,,,,,,
team,201912290htx,htx,Time of Possession,31:39,,,,,,
player,201912290htx,oti,TannRy00,pass_cmp,13,,,,,
player,201912290htx,oti,TannRy00,pass_att,20,,,,,
player,201912290htx,oti,TannRy00,pass_yds,198,,,,,
player,201912290htx,oti,TannRy00,pass_td,2,,,,,
player,201912290htx,oti,TannRy00,pass_int,0,,,,,
player,201912290htx,oti,TannRy00,pass_sacked,0,,,,,
player,201912290htx,oti,TannRy00,pass_sacked_yds,0,,,,,
player,201912290htx,oti,TannRy00,pass_long,51,,,,,
player,201912290htx,oti,TannRy00,pass_rating,130.8,,,,,
player,201912290htx,oti,TannRy00,rush_att,5,,,,,
player,201912290htx,oti,TannRy00,rush_yds,20,,,,,
player,201912290htx,oti,TannRy00,rush_td,0,,,,,
player,201912290htx,oti,TannRy00,rush_long,19,,,,,
player,201912290htx,oti,TannRy00,targets,0,,,,,
player,201912290htx,oti,TannRy00,rec,0,,,,,
player,201912290htx,oti,TannRy00,rec_yds,0,,,,,
player,201912290htx,oti,TannRy00,rec_td,0,,,,,
player,201912290htx,oti,TannRy00,rec_long,0,,,,,
player,201912290htx,oti,TannRy00,fumbles,0,,,,,
player,201912290htx,oti,TannRy00,fumbles_lost,0,,,,,
player,201912290htx,oti,MariMa01,pass_cmp,1,,,,,
player,201912290htx,oti,MariMa01,pass_att,1,,,,,
player,201912290htx,oti,MariMa01,pass_yds,24,,,,,
player,201912290htx,oti,MariMa01,pass_td,0,,,,,
