game,2019,6,20191013,201910130kan,htx,"Houston Texans",31,kan,"Kansas City Chiefs",24
player,201910130kan,htx,HydeCa00,rec_long,14,,,,,
player,201910130kan,htx,HydeCa00,fumbles,1,,,,,
player,201910130kan,htx,HydeCa00,fumbles_lost,1,,,,,
player,201910130kan,htx,JohnDu00,pass_cmp,0,,,,,
player,201910130kan,htx,JohnDu00,pass_att,0,,,,,
player,201910130kan,htx,JohnDu00,pass_yds,0,,,,,
player,201910130kan,htx,JohnDu00,pass_td,0,,,,,
player,201910130kan,htx,JohnDu00,pass_int,0,,,,,
player,201910130kan,htx,JohnDu00,pass_sacked,0,,,,,
player,201910130kan,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201910130kan,htx,JohnDu00,pass_long,0,,,,,
player,201910130kan,htx,JohnDu00,pass_rating,,,,,,
player,201910130kan,htx,JohnDu00,rush_att,5,,,,,
player,201910130kan,htx,JohnDu00,rush_yds,34,,,,,
player,201910130kan,htx,JohnDu00,rush_td,0,,,,,
player,201910130kan,htx,JohnDu00,rush_long,15,,,,,
player,201910130kan,htx,JohnDu00,targets,4,,,,,
player,201910130kan,htx,JohnDu00,rec,2,,,,,
player,201910130kan,htx,JohnDu00,rec_yds,20,,,,,
player,201910130kan,htx,JohnDu00,rec_td,1,,,,,
player,201910130kan,htx,JohnDu00,rec_long,11,,,,,
player,201910130kan,htx,JohnDu00,fumbles,0,,,,,
player,201910130kan,htx,JohnDu00,fumbles_lost,0,,,,,
player,201910130kan,htx,FellDa01,pass_cmp,0,,,,,
player,201910130kan,htx,FellDa01,pass_att,0,,,,,
player,201910130kan,htx,FellDa01,pass_yds,0,,,,,
player,201910130kan,htx,FellDa01,pass_td,0,,,,,
player,201910130kan,htx,FellDa01,pass_int,0,,,,,
player,201910130kan,htx,FellDa01,pass_sacked,0,,,,,
player,201910130kan,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201910130kan,htx,FellDa01,pass_long,0,,,,,
player,201910130kan,htx,FellDa01,pass_rating,,,,,,
player,201910130kan,htx,FellDa01,rush_att,0,,,,,
player,201910130kan,htx,FellDa01,rush_yds,0,,,,,
player,201910130kan,htx,FellDa01,rush_td,0,,,,,
player,201910130kan,htx,FellDa01,rush_long,0,,,,,
player,201910130kan,htx,FellDa01,targets,7,,,,,
player,201910130kan,htx,FellDa01,rec,6,,,,,
player,201910130kan,htx,FellDa01,rec_yds,69,,,,,
player,201910130kan,htx,FellDa01,rec_td,0,,,,,
player,201910130kan,htx,FellDa01,rec_long,18,,,,,
player,201910130kan,htx,FellDa01,fumbles,0,,,,,
player,201910130kan,htx,FellDa01,fumbles_lost,0,,,,,
player,201910130kan,htx,HopkDe00,pass_cmp,0,,,,,
player,201910130kan,htx,HopkDe00,pass_att,0,,,,,
player,201910130kan,htx,HopkDe00,pass_yds,0,,,,,
player,201910130kan,htx,HopkDe00,pass_td,0,,,,,
player,201910130kan,htx,HopkDe00,pass_int,0,,,,,
player,201910130kan,htx,HopkDe00,pass_sacked,0,,,,,
player,201910130kan,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201910130kan,htx,HopkDe00,pass_long,0,,,,,
player,201910130kan,htx,HopkDe00,pass_rating,,,,,,
player,201910130kan,htx,HopkDe00,rush_att,0,,,,,
player,201910130kan,htx,HopkDe00,rush_yds,0,,,,,
player,201910130kan,htx,HopkDe00,rush_td,0,,,,,
player,201910130kan,htx,HopkDe00,rush_long,0,,,,,
player,201910130kan,htx,HopkDe00,targets,12,,,,,
player,201910130kan,htx,HopkDe00,rec,9,,,,,
player,201910130kan,htx,HopkDe00,rec_yds,55,,,,,
player,201910130kan,htx,HopkDe00,rec_td,0,,,,,
player,201910130kan,htx,HopkDe00,rec_long,18,,,,,
player,201910130kan,htx,HopkDe00,fumbles,0,,,,,
player,201910130kan,htx,HopkDe00,fumbles_lost,0,,,,,
player,201910130kan,htx,FullWi01,pass_cmp,0,,,,,
player,201910130kan,htx,FullWi01,pass_att,0,,,,,
player,201910130kan,htx,FullWi01,pass_yds,0,,,,,
player,201910130kan,htx,FullWi01,pass_td,0,,,,,
player,201910130kan,htx,FullWi01,pass_int,0,,,,,
player,201910130kan,htx,FullWi01,pass_sacked,0,,,,,
player,201910130kan,htx,FullWi01,pass_sacked_yds,0,,,,,
player,201910130kan,htx,FullWi01,pass_long,0,,,,,
player,201910130kan,htx,FullWi01,pass_rating,,,,,,
player,201910130kan,htx,FullWi01,rush_att,0,,,,,
player,201910130kan,htx,FullWi01,rush_yds,0,,,,,
player,201910130kan,htx,FullWi01,rush_td,0,,,,,
player,201910130kan,htx,FullWi01,rush_long,0,,,,,
player,201910130kan,htx,FullWi01,targets,9,,,,,
player,201910130kan,htx,FullWi01,rec,5,,,,,
player,201910130kan,htx,FullWi01,rec_yds,44,,,,,
player,201910130kan,htx,FullWi01,rec_td,0,,,,,
player,201910130kan,htx,FullWi01,rec_long,12,,,,,
player,201910130kan,htx,FullWi01,fumbles,0,,,,,
player,201910130kan,htx,FullWi01,fumbles_lost,0,,,,,
player,201910130kan,htx,AkinJo00,pass_cmp,0,,,,,
player,201910130kan,htx,AkinJo00,pass_att,0,,,,,
player,201910130kan,htx,AkinJo00,pass_yds,0,,,,,
player,201910130kan,htx,AkinJo00,pass_td,0,,,,,
player,201910130kan,htx,AkinJo00,pass_int,0,,,,,
player,201910130kan,htx,AkinJo00,pass_sacked,0,,,,,
player,201910130kan,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201910130kan,htx,AkinJo00,pass_long,0,,,,,
player,201910130kan,htx,AkinJo00,pass_rating,,,,,,
player,201910130kan,htx,AkinJo00,rush_att,0,,,,,
player,201910130kan,htx,AkinJo00,rush_yds,0,,,,,
player,201910130kan,htx,AkinJo00,rush_td,0,,,,,
player,201910130kan,htx,AkinJo00,rush_long,0,,,,,
player,201910130kan,htx,AkinJo00,targets,3,,,,,
player,201910130kan,htx,AkinJo00,rec,3,,,,,
player,201910130kan,htx,AkinJo00,rec_yds,39,,,,,
player,201910130kan,htx,AkinJo00,rec_td,0,,,,,
player,201910130kan,htx,AkinJo00,rec_long,23,,,,,
player,201910130kan,htx,AkinJo00,fumbles,0,,,,,
player,201910130kan,htx,AkinJo00,fumbles_lost,0,,,,,
player,201910130kan,htx,CoutKe00,pass_cmp,0,,,,,
player,201910130kan,htx,CoutKe00,pass_att,0,,,,,
player,201910130kan,htx,CoutKe00,pass_yds,0,,,,,
player,201910130kan,htx,CoutKe00,pass_td,0,,,,,
player,201910130kan,htx,CoutKe00,pass_int,0,,,,,
player,201910130kan,htx,CoutKe00,pass_sacked,0,,,,,
player,201910130kan,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201910130kan,htx,CoutKe00,pass_long,0,,,,,
player,201910130kan,htx,CoutKe00,pass_rating,,,,,,
player,201910130kan,htx,CoutKe00,rush_att,0,,,,,
player,201910130kan,htx,CoutKe00,rush_yds,0,,,,,
player,201910130kan,htx,CoutKe00,rush_td,0,,,,,
player,201910130kan,htx,CoutKe00,rush_long,0,,,,,
player,201910130kan,htx,CoutKe00,targets,6,,,,,
player,201910130kan,htx,CoutKe00,rec,4,,,,,
player,201910130kan,htx,CoutKe00,rec_yds,39,,,,,
player,201910130kan,htx,CoutKe00,rec_td,0,,,,,
player,201910130kan,htx,CoutKe00,rec_long,23,,,,,
player,201910130kan,htx,CoutKe00,fumbles,0,,,,,
player,201910130kan,htx,CoutKe00,fumbles_lost,0,,,,,
player,201910130kan,kan,MahoPa00,pass_cmp,19,,,,,
player,201910130kan,kan,MahoPa00,pass_att,35,,,,,
player,201910130kan,kan,MahoPa00,pass_yds,273,,,,,
player,201910130kan,kan,MahoPa00,pass_td,3,,,,,
player,201910130kan,kan,MahoPa00,pass_int,1,,,,,
player,201910130kan,kan,MahoPa00,pass_sacked,1,,,,,
player,201910130kan,kan,MahoPa00,pass_sacked_yds,17,,,,,
player,201910130kan,kan,MahoPa00,pass_long,52,,,,,
player,201910130kan,kan,MahoPa00,pass_rating,96.5,,,,,
player,201910130kan,kan,MahoPa00,rush_att,1,,,,,
player,201910130kan,kan,MahoPa00,rush_yds,-1,,,,,
player,201910130kan,kan,MahoPa00,rush_td,0,,,,,
player,201910130kan,kan,MahoPa00,rush_long,-1,,,,,
player,201910130kan,kan,MahoPa00,targets,0,,,,,
player,201910130kan,kan,MahoPa00,rec,0,,,,,
player,201910130kan,kan,MahoPa00,rec_yds,0,,,,,
player,201910130kan,kan,MahoPa00,rec_td,0,,,,,
player,201910130kan,kan,MahoPa00,rec_long,0,,,,,
player,201910130kan,kan,MahoPa00,fumbles,1,,,,,
player,201910130kan,kan,MahoPa00,fumbles_lost,1,,,,,
player,201910130kan,kan,McCoLe01,pass_cmp,0,,,,,
player,201910130kan,kan,McCoLe01,pass_att,0,,,,,
player,201910130kan,kan,McCoLe01,pass_yds,0,,,,,
player,201910130kan,kan,McCoLe01,pass_td,0,,,,,
player,201910130kan,kan,McCoLe01,pass_int,0,,,,,
player,201910130kan,kan,McCoLe01,pass_sacked,0,,,,,
player,201910130kan,kan,McCoLe01,pass_sacked_yds,0,,,,,
player,201910130kan,kan,McCoLe01,pass_long,0,,,,,
player,201910130kan,kan,McCoLe01,pass_rating,,,,,,
player,201910130kan,kan,McCoLe01,rush_att,8,,,,,
player,201910130kan,kan,McCoLe01,rush_yds,44,,,,,
player,201910130kan,kan,McCoLe01,rush_td,0,,,,,
player,201910130kan,kan,McCoLe01,rush_long,17,,,,,
player,201910130kan,kan,McCoLe01,targets,2,,,,,
player,201910130kan,kan,McCoLe01,rec,2,,,,,
player,201910130kan,kan,McCoLe01,rec_yds,0,,,,,
player,201910130kan,kan,McCoLe01,rec_td,0,,,,,
player,201910130kan,kan,McCoLe01,rec_long,4,,,,,
player,201910130kan,kan,McCoLe01,fumbles,0,,,,,
player,201910130kan,kan,McCoLe01,fumbles_lost,0,,,,,
player,201910130kan,kan,WillDa05,pass_cmp,0,,,,,
player,201910130kan,kan,WillDa05,pass_att,0,,,,,
player,201910130kan,kan,WillDa05,pass_yds,0,,,,,
player,201910130kan,kan,WillDa05,pass_td,0,,,,,
player,201910130kan,kan,WillDa05,pass_int,0,,,,,
player,201910130kan,kan,WillDa05,pass_sacked,0,,,,,
player,201910130kan,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201910130kan,kan,WillDa05,pass_long,0,,,,,
player,201910130kan,kan,WillDa05,pass_rating,,,,,,
player,201910130kan,kan,WillDa05,rush_att,1,,,,,
player,201910130kan,kan,WillDa05,rush_yds,6,,,,,
player,201910130kan,kan,WillDa05,rush_td,0,,,,,
player,201910130kan,kan,WillDa05,rush_long,6,,,,,
player,201910130kan,kan,WillDa05,targets,1,,,,,
player,201910130kan,kan,WillDa05,rec,1,,,,,
player,201910130kan,kan,WillDa05,rec_yds,14,,,,,
player,201910130kan,kan,WillDa05,rec_td,1,,,,,
player,201910130kan,kan,WillDa05,rec_long,14,,,,,
player,201910130kan,kan,WillDa05,fumbles,0,,,,,
player,201910130kan,kan,WillDa05,fumbles_lost,0,,,,,
player,201910130kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201910130kan,kan,ThomDe05,pass_att,0,,,,,
player,201910130kan,kan,ThomDe05,pass_yds,0,,,,,
player,201910130kan,kan,ThomDe05,pass_td,0,,,,,
player,201910130kan,kan,ThomDe05,pass_int,0,,,,,
player,201910130kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201910130kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201910130kan,kan,ThomDe05,pass_long,0,,,,,
player,201910130kan,kan,ThomDe05,pass_rating,,,,,,
player,201910130kan,kan,ThomDe05,rush_att,1,,,,,
player,201910130kan,kan,ThomDe05,rush_yds,4,,,,,
player,201910130kan,kan,ThomDe05,rush_td,0,,,,,
player,201910130kan,kan,ThomDe05,rush_long,4,,,,,
player,201910130kan,kan,ThomDe05,targets,1,,,,,
player,201910130kan,kan,ThomDe05,rec,0,,,,,
player,201910130kan,kan,ThomDe05,rec_yds,0,,,,,
player,201910130kan,kan,ThomDe05,rec_td,0,,,,,
player,201910130kan,kan,ThomDe05,rec_long,0,,,,,
player,201910130kan,kan,ThomDe05,fumbles,0,,,,,
player,201910130kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201910130kan,kan,HillTy00,pass_cmp,0,,,,,
player,201910130kan,kan,HillTy00,pass_att,0,,,,,
player,201910130kan,kan,HillTy00,pass_yds,0,,,,,
player,201910130kan,kan,HillTy00,pass_td,0,,,,,
player,201910130kan,kan,HillTy00,pass_int,0,,,,,
player,201910130kan,kan,HillTy00,pass_sacked,0,,,,,
player,201910130kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201910130kan,kan,HillTy00,pass_long,0,,,,,
player,201910130kan,kan,HillTy00,pass_rating,,,,,,
player,201910130kan,kan,HillTy00,rush_att,0,,,,,
player,201910130kan,kan,HillTy00,rush_yds,0,,,,,
player,201910130kan,kan,HillTy00,rush_td,0,,,,,
player,201910130kan,kan,HillTy00,rush_long,0,,,,,
player,201910130kan,kan,HillTy00,targets,10,,,,,
player,201910130kan,kan,HillTy00,rec,5,,,,,
player,201910130kan,kan,HillTy00,rec_yds,80,,,,,
player,201910130kan,kan,HillTy00,rec_td,2,,,,,
player,201910130kan,kan,HillTy00,rec_long,46,,,,,
player,201910130kan,kan,HillTy00,fumbles,0,,,,,
player,201910130kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201910130kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201910130kan,kan,KelcTr00,pass_att,0,,,,,
player,201910130kan,kan,KelcTr00,pass_yds,0,,,,,
player,201910130kan,kan,KelcTr00,pass_td,0,,,,,
player,201910130kan,kan,KelcTr00,pass_int,0,,,,,
player,201910130kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201910130kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201910130kan,kan,KelcTr00,pass_long,0,,,,,
player,201910130kan,kan,KelcTr00,pass_rating,,,,,,
player,201910130kan,kan,KelcTr00,rush_att,0,,,,,
player,201910130kan,kan,KelcTr00,rush_yds,0,,,,,
player,201910130kan,kan,KelcTr00,rush_td,0,,,,,
player,201910130kan,kan,KelcTr00,rush_long,0,,,,,
player,201910130kan,kan,KelcTr00,targets,6,,,,,
player,201910130kan,kan,KelcTr00,rec,4,,,,,
player,201910130kan,kan,KelcTr00,rec_yds,58,,,,,
player,201910130kan,kan,KelcTr00,rec_td,0,,,,,
player,201910130kan,kan,KelcTr00,rec_long,18,,,,,
player,201910130kan,kan,KelcTr00,fumbles,0,,,,,
player,201910130kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201910130kan,kan,WillDa10,pass_cmp,0,,,,,
player,201910130kan,kan,WillDa10,pass_att,0,,,,,
player,201910130kan,kan,WillDa10,pass_yds,0,,,,,
player,201910130kan,kan,WillDa10,pass_td,0,,,,,
player,201910130kan,kan,WillDa10,pass_int,0,,,,,
player,201910130kan,kan,WillDa10,pass_sacked,0,,,,,
player,201910130kan,kan,WillDa10,pass_sacked_yds,0,,,,,
player,201910130kan,kan,WillDa10,pass_long,0,,,,,
player,201910130kan,kan,WillDa10,pass_rating,,,,,,
player,201910130kan,kan,WillDa10,rush_att,0,,,,,
player,201910130kan,kan,WillDa10,rush_yds,0,,,,,
player,201910130kan,kan,WillDa10,rush_td,0,,,,,
player,201910130kan,kan,WillDa10,rush_long,0,,,,,
player,201910130kan,kan,WillDa10,targets,2,,,,,
player,201910130kan,kan,WillDa10,rec,1,,,,,
player,201910130kan,kan,WillDa10,rec_yds,52,,,,,
player,201910130kan,kan,WillDa10,rec_td,0,,,,,
player,201910130kan,kan,WillDa10,rec_long,52,,,,,
player,201910130kan,kan,WillDa10,fumbles,0,,,,,
player,201910130kan,kan,WillDa10,fumbles_lost,0,,,,,
player,201910130kan,kan,HardMe00,pass_cmp,0,,,,,
player,201910130kan,kan,HardMe00,pass_att,0,,,,,
player,201910130kan,kan,HardMe00,pass_yds,0,,,,,
player,201910130kan,kan,HardMe00,pass_td,0,,,,,
player,201910130kan,kan,HardMe00,pass_int,0,,,,,
player,201910130kan,kan,HardMe00,pass_sacked,0,,,,,
player,201910130kan,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201910130kan,kan,HardMe00,pass_long,0,,,,,
player,201910130kan,kan,HardMe00,pass_rating,,,,,,
player,201910130kan,kan,HardMe00,rush_att,0,,,,,
player,201910130kan,kan,HardMe00,rush_yds,0,,,,,
player,201910130kan,kan,HardMe00,rush_td,0,,,,,
player,201910130kan,kan,HardMe00,rush_long,0,,,,,
player,201910130kan,kan,HardMe00,targets,4,,,,,
player,201910130kan,kan,HardMe00,rec,4,,,,,
player,201910130kan,kan,HardMe00,rec_yds,45,,,,,
player,201910130kan,kan,HardMe00,rec_td,0,,,,,
player,201910130kan,kan,HardMe00,rec_long,14,,,,,
player,201910130kan,kan,HardMe00,fumbles,0,,,,,
player,201910130kan,kan,HardMe00,fumbles_lost,0,,,,,
player,201910130kan,kan,PrinBy00,pass_cmp,0,,,,,
player,201910130kan,kan,PrinBy00,pass_att,0,,,,,
player,201910130kan,kan,PrinBy00,pass_yds,0,,,,,
player,201910130kan,kan,PrinBy00,pass_td,0,,,,,
player,201910130kan,kan,PrinBy00,pass_int,0,,,,,
player,201910130kan,kan,PrinBy00,pass_sacked,0,,,,,
player,201910130kan,kan,PrinBy00,pass_sacked_yds,0,,,,,
player,201910130kan,kan,PrinBy00,pass_long,0,,,,,
player,201910130kan,kan,PrinBy00,pass_rating,,,,,,
player,201910130kan,kan,PrinBy00,rush_att,0,,,,,
player,201910130kan,kan,PrinBy00,rush_yds,0,,,,,
player,201910130kan,kan,PrinBy00,rush_td,0,,,,,
player,201910130kan,kan,PrinBy00,rush_long,0,,,,,
player,201910130kan,kan,PrinBy00,targets,3,,,,,
player,201910130kan,kan,PrinBy00,rec,2,,,,,
player,201910130kan,kan,PrinBy00,rec_yds,24,,,,,
player,201910130kan,kan,PrinBy00,rec_td,0,,,,,
player,201910130kan,kan,PrinBy00,rec_long,19,,,,,
player,201910130kan,kan,PrinBy00,fumbles,0,,,,,
player,201910130kan,kan,PrinBy00,fumbles_lost,0,,,,,
player,201910130kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201910130kan,kan,RobiDe01,pass_att,0,,,,,
player,201910130kan,kan,RobiDe01,pass_yds,0,,,,,
player,201910130kan,kan,RobiDe01,pass_td,0,,,,,
player,201910130kan,kan,RobiDe01,pass_int,0,,,,,
player,201910130kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201910130kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201910130kan,kan,RobiDe01,pass_long,0,,,,,
player,201910130kan,kan,RobiDe01,pass_rating,,,,,,
player,201910130kan,kan,RobiDe01,rush_att,0,,,,,
player,201910130kan,kan,RobiDe01,rush_yds,0,,,,,
player,201910130kan,kan,RobiDe01,rush_td,0,,,,,
player,201910130kan,kan,RobiDe01,rush_long,0,,,,,
player,201910130kan,kan,RobiDe01,targets,4,,,,,
player,201910130kan,kan,RobiDe01,rec,0,,,,,
player,201910130kan,kan,RobiDe01,rec_yds,0,,,,,
player,201910130kan,kan,RobiDe01,rec_td,0,,,,,
player,201910130kan,kan,RobiDe01,rec_long,0,,,,,
player,201910130kan,kan,RobiDe01,fumbles,0,,,,,
player,201910130kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201910130kan,kan,BellBl00,pass_cmp,0,,,,,
player,201910130kan,kan,BellBl00,pass_att,0,,,,,
player,201910130kan,kan,BellBl00,pass_yds,0,,,,,
player,201910130kan,kan,BellBl00,pass_td,0,,,,,
player,201910130kan,kan,BellBl00,pass_int,0,,,,,
player,201910130kan,kan,BellBl00,pass_sacked,0,,,,,
player,201910130kan,kan,BellBl00,pass_sacked_yds,0,,,,,
player,201910130kan,kan,BellBl00,pass_long,0,,,,,
player,201910130kan,kan,BellBl00,pass_rating,,,,,,
player,201910130kan,kan,BellBl00,rush_att,0,,,,,
player,201910130kan,kan,BellBl00,rush_yds,0,,,,,
player,201910130kan,kan,BellBl00,rush_td,0,,,,,
player,201910130kan,kan,BellBl00,rush_long,0,,,,,
player,201910130kan,kan,BellBl00,targets,1,,,,,
player,201910130kan,kan,BellBl00,rec,0,,,,,
player,201910130kan,kan,BellBl00,rec_yds,0,,,,,
player,201910130kan,kan,BellBl00,rec_td,0,,,,,
player,201910130kan,kan,BellBl00,rec_long,0,,,,,
player,201910130kan,kan,BellBl00,fumbles,0,,,,,
player,201910130kan,kan,BellBl00,fumbles_lost,0,,,,,
player,201910130kan,htx,GipsTa00,def_int,1,,,,,
player,201910130kan,htx,GipsTa00,def_int_yds,0,,,,,
player,201910130kan,htx,GipsTa00,def_int_td,0,,,,,
player,201910130kan,htx,GipsTa00,def_int_long,0,,,,,
player,201910130kan,htx,GipsTa00,pass_defended,1,,,,,
player,201910130kan,htx,GipsTa00,sacks,0.0,,,,,
player,201910130kan,htx,GipsTa00,tackles_combined,5,,,,,
player,201910130kan,htx,GipsTa00,tackles_solo,3,,,,,
player,201910130kan,htx,GipsTa00,tackles_assists,2,,,,,
player,201910130kan,htx,GipsTa00,tackles_loss,0,,,,,
player,201910130kan,htx,GipsTa00,qb_hits,0,,,,,
player,201910130kan,htx,GipsTa00,fumbles_rec,0,,,,,
player,201910130kan,htx,GipsTa00,fumbles_rec_yds,0,,,,,
player,201910130kan,htx,GipsTa00,fumbles_rec_td,0,,,,,
player,201910130kan,htx,GipsTa00,fumbles_forced,0,,,,,
player,201910130kan,htx,OmenCh00,def_int,0,,,,,
player,201910130kan,htx,OmenCh00,def_int_yds,0,,,,,
player,201910130kan,htx,OmenCh00,def_int_td,0,,,,,
player,201910130kan,htx,OmenCh00,def_int_long,0,,,,,
player,201910130kan,htx,OmenCh00,pass_defended,0,,,,,
player,201910130kan,htx,OmenCh00,sacks,1.0,,,,,
player,201910130kan,htx,OmenCh00,tackles_combined,1,,,,,
player,201910130kan,htx,OmenCh00,tackles_solo,1,,,,,
player,201910130kan,htx,OmenCh00,tackles_assists,0,,,,,
player,201910130kan,htx,OmenCh00,tackles_loss,0,,,,,
player,201910130kan,htx,OmenCh00,qb_hits,1,,,,,
player,201910130kan,htx,OmenCh00,fumbles_rec,0,,,,,
player,201910130kan,htx,OmenCh00,fumbles_rec_yds,0,,,,,
player,201910130kan,htx,OmenCh00,fumbles_rec_td,0,,,,,
player,201910130kan,htx,OmenCh00,fumbles_forced,1,,,,,
player,201910130kan,htx,CunnZa00,def_int,0,,,,,
player,201910130kan,htx,CunnZa00,def_int_yds,0,,,,,
player,201910130kan,htx,CunnZa00,def_int_td,0,,,,,
player,201910130kan,htx,CunnZa00,def_int_long,0,,,,,
player,201910130kan,htx,CunnZa00,pass_defended,0,,,,,
player,201910130kan,htx,CunnZa00,sacks,0.0,,,,,
player,201910130kan,htx,CunnZa00,tackles_combined,5,,,,,
player,201910130kan,htx,CunnZa00,tackles_solo,3,,,,,
player,201910130kan,htx,CunnZa00,tackles_assists,2,,,,,
player,201910130kan,htx,CunnZa00,tackles_loss,0,,,,,
player,201910130kan,htx,CunnZa00,qb_hits,0,,,,,
player,201910130kan,htx,CunnZa00,fumbles_rec,0,,,,,
player,201910130kan,htx,CunnZa00,fumbles_rec_yds,0,,,,,
player,201910130kan,htx,CunnZa00,fumbles_rec_td,0,,,,,
player,201910130kan,htx,CunnZa00,fumbles_forced,0,,,,,
player,201910130kan,htx,McKiBe00,def_int,0,,,,,
player,201910130kan,htx,McKiBe00,def_int_yds,0,,,,,
player,201910130kan,htx,McKiBe00,def_int_td,0,,,,,
player,201910130kan,htx,McKiBe00,def_int_long,0,,,,,
player,201910130kan,htx,McKiBe00,pass_defended,0,,,,,
player,201910130kan,htx,McKiBe00,sacks,0.0,,,,,
player,201910130kan,htx,McKiBe00,tackles_combined,4,,,,,
player,201910130kan,htx,McKiBe00,tackles_solo,3,,,,,
