game,2019,17,20191229,201912290min,chi,"Chicago Bears",21,min,"Minnesota Vikings",19
team,201912290min,chi,First Downs,24,,,,,,
team,201912290min,min,First Downs,14,,,,,,
team,201912290min,chi,Rush-Yds-TDs,34-158-1,,,,,,
team,201912290min,min,Rush-Yds-TDs,26-174-1,,,,,,
team,201912290min,chi,Cmp-Att-Yd-TD-INT,26-37-207-0-0,,,,,,
team,201912290min,min,Cmp-Att-Yd-TD-INT,12-21-126-0-2,,,,,,
team,201912290min,chi,Sacked-Yards,4-28,,,,,,
team,201912290min,min,Sacked-Yards,0-0,,,,,,
team,201912290min,chi,Net Pass Yards,179,,,,,,
team,201912290min,min,Net Pass Yards,126,,,,,,
team,201912290min,chi,Total Yards,337,,,,,,
team,201912290min,min,Total Yards,300,,,,,,
team,201912290min,chi,Fumbles-Lost,2-1,,,,,,
team,201912290min,min,Fumbles-Lost,1-1,,,,,,
team,201912290min,chi,Turnovers,1,,,,,,
team,201912290min,min,Turnovers,3,,,,,,
team,201912290min,chi,Penalties-Yards,3-34,,,,,,
team,201912290min,min,Penalties-Yards,3-40,,,,,,
team,201912290min,chi,Third Down Conv.,7-16,,,,,,
team,201912290min,min,Third Down Conv.,4-9,,,,,,
team,201912290min,chi,Fourth Down Conv.,1-2,,,,,,
team,201912290min,min,Fourth Down Conv.,0-0,,,,,,
team,201912290min,chi,Time of Possession,37:40,,,,,,
team,201912290min,min,Time of Possession,22:20,,,,,,
player,201912290min,chi,TrubMi00,pass_cmp,26,,,,,
player,201912290min,chi,TrubMi00,pass_att,37,,,,,
player,201912290min,chi,TrubMi00,pass_yds,207,,,,,
player,201912290min,chi,TrubMi00,pass_td,0,,,,,
player,201912290min,chi,TrubMi00,pass_int,0,,,,,
player,201912290min,chi,TrubMi00,pass_sacked,4,,,,,
player,201912290min,chi,TrubMi00,pass_sacked_yds,28,,,,,
player,201912290min,chi,TrubMi00,pass_long,32,,,,,
player,201912290min,chi,TrubMi00,pass_rating,84.0,,,,,
player,201912290min,chi,TrubMi00,rush_att,2,,,,,
player,201912290min,chi,TrubMi00,rush_yds,1,,,,,
player,201912290min,chi,TrubMi00,rush_td,0,,,,,
player,201912290min,chi,TrubMi00,rush_long,1,,,,,
player,201912290min,chi,TrubMi00,targets,0,,,,,
player,201912290min,chi,TrubMi00,rec,0,,,,,
player,201912290min,chi,TrubMi00,rec_yds,0,,,,,
player,201912290min,chi,TrubMi00,rec_td,0,,,,,
player,201912290min,chi,TrubMi00,rec_long,0,,,,,
player,201912290min,chi,TrubMi00,fumbles,2,,,,,
player,201912290min,chi,TrubMi00,fumbles_lost,1,,,,,
player,201912290min,chi,MontDa01,pass_cmp,0,,,,,
player,201912290min,chi,MontDa01,pass_att,0,,,,,
player,201912290min,chi,MontDa01,pass_yds,0,,,,,
player,201912290min,chi,MontDa01,pass_td,0,,,,,
player,201912290min,chi,MontDa01,pass_int,0,,,,,
