game,2019,6,20191013,201910130cle,sea,"Seattle Seahawks",32,cle,"Cleveland Browns",28
player,201910130cle,sea,MetcDK00,pass_sacked_yds,0,,,,,
player,201910130cle,sea,MetcDK00,pass_long,0,,,,,
player,201910130cle,sea,MetcDK00,pass_rating,,,,,,
player,201910130cle,sea,MetcDK00,rush_att,1,,,,,
player,201910130cle,sea,MetcDK00,rush_yds,4,,,,,
player,201910130cle,sea,MetcDK00,rush_td,0,,,,,
player,201910130cle,sea,MetcDK00,rush_long,4,,,,,
player,201910130cle,sea,MetcDK00,targets,5,,,,,
player,201910130cle,sea,MetcDK00,rec,4,,,,,
player,201910130cle,sea,MetcDK00,rec_yds,69,,,,,
player,201910130cle,sea,MetcDK00,rec_td,0,,,,,
player,201910130cle,sea,MetcDK00,rec_long,30,,,,,
player,201910130cle,sea,MetcDK00,fumbles,0,,,,,
player,201910130cle,sea,MetcDK00,fumbles_lost,0,,,,,
player,201910130cle,sea,LockTy00,pass_cmp,0,,,,,
player,201910130cle,sea,LockTy00,pass_att,0,,,,,
player,201910130cle,sea,LockTy00,pass_yds,0,,,,,
player,201910130cle,sea,LockTy00,pass_td,0,,,,,
player,201910130cle,sea,LockTy00,pass_int,0,,,,,
player,201910130cle,sea,LockTy00,pass_sacked,0,,,,,
player,201910130cle,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201910130cle,sea,LockTy00,pass_long,0,,,,,
player,201910130cle,sea,LockTy00,pass_rating,,,,,,
player,201910130cle,sea,LockTy00,rush_att,1,,,,,
player,201910130cle,sea,LockTy00,rush_yds,3,,,,,
player,201910130cle,sea,LockTy00,rush_td,0,,,,,
player,201910130cle,sea,LockTy00,rush_long,3,,,,,
player,201910130cle,sea,LockTy00,targets,5,,,,,
player,201910130cle,sea,LockTy00,rec,5,,,,,
player,201910130cle,sea,LockTy00,rec_yds,75,,,,,
player,201910130cle,sea,LockTy00,rec_td,0,,,,,
player,201910130cle,sea,LockTy00,rec_long,22,,,,,
player,201910130cle,sea,LockTy00,fumbles,0,,,,,
player,201910130cle,sea,LockTy00,fumbles_lost,0,,,,,
player,201910130cle,sea,MoorDa03,pass_cmp,0,,,,,
player,201910130cle,sea,MoorDa03,pass_att,0,,,,,
player,201910130cle,sea,MoorDa03,pass_yds,0,,,,,
player,201910130cle,sea,MoorDa03,pass_td,0,,,,,
player,201910130cle,sea,MoorDa03,pass_int,0,,,,,
player,201910130cle,sea,MoorDa03,pass_sacked,0,,,,,
player,201910130cle,sea,MoorDa03,pass_sacked_yds,0,,,,,
player,201910130cle,sea,MoorDa03,pass_long,0,,,,,
player,201910130cle,sea,MoorDa03,pass_rating,,,,,,
player,201910130cle,sea,MoorDa03,rush_att,0,,,,,
player,201910130cle,sea,MoorDa03,rush_yds,0,,,,,
player,201910130cle,sea,MoorDa03,rush_td,0,,,,,
player,201910130cle,sea,MoorDa03,rush_long,0,,,,,
player,201910130cle,sea,MoorDa03,targets,4,,,,,
player,201910130cle,sea,MoorDa03,rec,3,,,,,
player,201910130cle,sea,MoorDa03,rec_yds,36,,,,,
player,201910130cle,sea,MoorDa03,rec_td,0,,,,,
player,201910130cle,sea,MoorDa03,rec_long,14,,,,,
player,201910130cle,sea,MoorDa03,fumbles,0,,,,,
player,201910130cle,sea,MoorDa03,fumbles_lost,0,,,,,
player,201910130cle,sea,BrowJa03,pass_cmp,0,,,,,
player,201910130cle,sea,BrowJa03,pass_att,0,,,,,
player,201910130cle,sea,BrowJa03,pass_yds,0,,,,,
player,201910130cle,sea,BrowJa03,pass_td,0,,,,,
player,201910130cle,sea,BrowJa03,pass_int,0,,,,,
player,201910130cle,sea,BrowJa03,pass_sacked,0,,,,,
player,201910130cle,sea,BrowJa03,pass_sacked_yds,0,,,,,
player,201910130cle,sea,BrowJa03,pass_long,0,,,,,
player,201910130cle,sea,BrowJa03,pass_rating,,,,,,
player,201910130cle,sea,BrowJa03,rush_att,0,,,,,
player,201910130cle,sea,BrowJa03,rush_yds,0,,,,,
player,201910130cle,sea,BrowJa03,rush_td,0,,,,,
player,201910130cle,sea,BrowJa03,rush_long,0,,,,,
player,201910130cle,sea,BrowJa03,targets,5,,,,,
player,201910130cle,sea,BrowJa03,rec,3,,,,,
player,201910130cle,sea,BrowJa03,rec_yds,29,,,,,
player,201910130cle,sea,BrowJa03,rec_td,2,,,,,
player,201910130cle,sea,BrowJa03,rec_long,17,,,,,
player,201910130cle,sea,BrowJa03,fumbles,0,,,,,
player,201910130cle,sea,BrowJa03,fumbles_lost,0,,,,,
player,201910130cle,sea,BellNi01,pass_cmp,0,,,,,
player,201910130cle,sea,BellNi01,pass_att,0,,,,,
player,201910130cle,sea,BellNi01,pass_yds,0,,,,,
player,201910130cle,sea,BellNi01,pass_td,0,,,,,
player,201910130cle,sea,BellNi01,pass_int,0,,,,,
player,201910130cle,sea,BellNi01,pass_sacked,0,,,,,
player,201910130cle,sea,BellNi01,pass_sacked_yds,0,,,,,
player,201910130cle,sea,BellNi01,pass_long,0,,,,,
player,201910130cle,sea,BellNi01,pass_rating,,,,,,
player,201910130cle,sea,BellNi01,rush_att,0,,,,,
player,201910130cle,sea,BellNi01,rush_yds,0,,,,,
player,201910130cle,sea,BellNi01,rush_td,0,,,,,
player,201910130cle,sea,BellNi01,rush_long,0,,,,,
player,201910130cle,sea,BellNi01,targets,1,,,,,
player,201910130cle,sea,BellNi01,rec,1,,,,,
player,201910130cle,sea,BellNi01,rec_yds,20,,,,,
player,201910130cle,sea,BellNi01,rec_td,0,,,,,
player,201910130cle,sea,BellNi01,rec_long,20,,,,,
player,201910130cle,sea,BellNi01,fumbles,0,,,,,
player,201910130cle,sea,BellNi01,fumbles_lost,0,,,,,
player,201910130cle,sea,WillLu00,pass_cmp,0,,,,,
player,201910130cle,sea,WillLu00,pass_att,0,,,,,
player,201910130cle,sea,WillLu00,pass_yds,0,,,,,
player,201910130cle,sea,WillLu00,pass_td,0,,,,,
player,201910130cle,sea,WillLu00,pass_int,0,,,,,
player,201910130cle,sea,WillLu00,pass_sacked,0,,,,,
player,201910130cle,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201910130cle,sea,WillLu00,pass_long,0,,,,,
player,201910130cle,sea,WillLu00,pass_rating,,,,,,
player,201910130cle,sea,WillLu00,rush_att,0,,,,,
player,201910130cle,sea,WillLu00,rush_yds,0,,,,,
player,201910130cle,sea,WillLu00,rush_td,0,,,,,
player,201910130cle,sea,WillLu00,rush_long,0,,,,,
player,201910130cle,sea,WillLu00,targets,3,,,,,
player,201910130cle,sea,WillLu00,rec,2,,,,,
player,201910130cle,sea,WillLu00,rec_yds,16,,,,,
player,201910130cle,sea,WillLu00,rec_td,0,,,,,
player,201910130cle,sea,WillLu00,rec_long,11,,,,,
player,201910130cle,sea,WillLu00,fumbles,0,,,,,
player,201910130cle,sea,WillLu00,fumbles_lost,0,,,,,
player,201910130cle,sea,TurnMa00,pass_cmp,0,,,,,
player,201910130cle,sea,TurnMa00,pass_att,0,,,,,
player,201910130cle,sea,TurnMa00,pass_yds,0,,,,,
player,201910130cle,sea,TurnMa00,pass_td,0,,,,,
player,201910130cle,sea,TurnMa00,pass_int,0,,,,,
player,201910130cle,sea,TurnMa00,pass_sacked,0,,,,,
player,201910130cle,sea,TurnMa00,pass_sacked_yds,0,,,,,
player,201910130cle,sea,TurnMa00,pass_long,0,,,,,
player,201910130cle,sea,TurnMa00,pass_rating,,,,,,
player,201910130cle,sea,TurnMa00,rush_att,0,,,,,
player,201910130cle,sea,TurnMa00,rush_yds,0,,,,,
player,201910130cle,sea,TurnMa00,rush_td,0,,,,,
player,201910130cle,sea,TurnMa00,rush_long,0,,,,,
player,201910130cle,sea,TurnMa00,targets,1,,,,,
player,201910130cle,sea,TurnMa00,rec,0,,,,,
player,201910130cle,sea,TurnMa00,rec_yds,0,,,,,
player,201910130cle,sea,TurnMa00,rec_td,0,,,,,
player,201910130cle,sea,TurnMa00,rec_long,0,,,,,
player,201910130cle,sea,TurnMa00,fumbles,0,,,,,
player,201910130cle,sea,TurnMa00,fumbles_lost,0,,,,,
player,201910130cle,sea,DissWi00,pass_cmp,0,,,,,
player,201910130cle,sea,DissWi00,pass_att,0,,,,,
player,201910130cle,sea,DissWi00,pass_yds,0,,,,,
player,201910130cle,sea,DissWi00,pass_td,0,,,,,
player,201910130cle,sea,DissWi00,pass_int,0,,,,,
player,201910130cle,sea,DissWi00,pass_sacked,0,,,,,
player,201910130cle,sea,DissWi00,pass_sacked_yds,0,,,,,
player,201910130cle,sea,DissWi00,pass_long,0,,,,,
player,201910130cle,sea,DissWi00,pass_rating,,,,,,
player,201910130cle,sea,DissWi00,rush_att,0,,,,,
player,201910130cle,sea,DissWi00,rush_yds,0,,,,,
player,201910130cle,sea,DissWi00,rush_td,0,,,,,
player,201910130cle,sea,DissWi00,rush_long,0,,,,,
player,201910130cle,sea,DissWi00,targets,1,,,,,
player,201910130cle,sea,DissWi00,rec,0,,,,,
player,201910130cle,sea,DissWi00,rec_yds,0,,,,,
player,201910130cle,sea,DissWi00,rec_td,0,,,,,
player,201910130cle,sea,DissWi00,rec_long,0,,,,,
player,201910130cle,sea,DissWi00,fumbles,0,,,,,
player,201910130cle,sea,DissWi00,fumbles_lost,0,,,,,
player,201910130cle,cle,MayfBa00,pass_cmp,22,,,,,
player,201910130cle,cle,MayfBa00,pass_att,37,,,,,
player,201910130cle,cle,MayfBa00,pass_yds,249,,,,,
player,201910130cle,cle,MayfBa00,pass_td,1,,,,,
player,201910130cle,cle,MayfBa00,pass_int,3,,,,,
player,201910130cle,cle,MayfBa00,pass_sacked,0,,,,,
player,201910130cle,cle,MayfBa00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,MayfBa00,pass_long,41,,,,,
player,201910130cle,cle,MayfBa00,pass_rating,54.9,,,,,
player,201910130cle,cle,MayfBa00,rush_att,4,,,,,
player,201910130cle,cle,MayfBa00,rush_yds,35,,,,,
player,201910130cle,cle,MayfBa00,rush_td,1,,,,,
player,201910130cle,cle,MayfBa00,rush_long,15,,,,,
player,201910130cle,cle,MayfBa00,targets,0,,,,,
player,201910130cle,cle,MayfBa00,rec,0,,,,,
player,201910130cle,cle,MayfBa00,rec_yds,0,,,,,
player,201910130cle,cle,MayfBa00,rec_td,0,,,,,
player,201910130cle,cle,MayfBa00,rec_long,0,,,,,
player,201910130cle,cle,MayfBa00,fumbles,0,,,,,
player,201910130cle,cle,MayfBa00,fumbles_lost,0,,,,,
player,201910130cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201910130cle,cle,ChubNi00,pass_att,0,,,,,
player,201910130cle,cle,ChubNi00,pass_yds,0,,,,,
player,201910130cle,cle,ChubNi00,pass_td,0,,,,,
player,201910130cle,cle,ChubNi00,pass_int,0,,,,,
player,201910130cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201910130cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,ChubNi00,pass_long,0,,,,,
player,201910130cle,cle,ChubNi00,pass_rating,,,,,,
player,201910130cle,cle,ChubNi00,rush_att,20,,,,,
player,201910130cle,cle,ChubNi00,rush_yds,122,,,,,
player,201910130cle,cle,ChubNi00,rush_td,2,,,,,
player,201910130cle,cle,ChubNi00,rush_long,52,,,,,
player,201910130cle,cle,ChubNi00,targets,6,,,,,
player,201910130cle,cle,ChubNi00,rec,5,,,,,
player,201910130cle,cle,ChubNi00,rec_yds,17,,,,,
player,201910130cle,cle,ChubNi00,rec_td,0,,,,,
player,201910130cle,cle,ChubNi00,rec_long,6,,,,,
player,201910130cle,cle,ChubNi00,fumbles,1,,,,,
player,201910130cle,cle,ChubNi00,fumbles_lost,1,,,,,
player,201910130cle,cle,BeckOd00,pass_cmp,0,,,,,
player,201910130cle,cle,BeckOd00,pass_att,0,,,,,
player,201910130cle,cle,BeckOd00,pass_yds,0,,,,,
player,201910130cle,cle,BeckOd00,pass_td,0,,,,,
player,201910130cle,cle,BeckOd00,pass_int,0,,,,,
player,201910130cle,cle,BeckOd00,pass_sacked,0,,,,,
player,201910130cle,cle,BeckOd00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,BeckOd00,pass_long,0,,,,,
player,201910130cle,cle,BeckOd00,pass_rating,,,,,,
player,201910130cle,cle,BeckOd00,rush_att,0,,,,,
player,201910130cle,cle,BeckOd00,rush_yds,0,,,,,
player,201910130cle,cle,BeckOd00,rush_td,0,,,,,
player,201910130cle,cle,BeckOd00,rush_long,0,,,,,
player,201910130cle,cle,BeckOd00,targets,11,,,,,
player,201910130cle,cle,BeckOd00,rec,6,,,,,
player,201910130cle,cle,BeckOd00,rec_yds,101,,,,,
player,201910130cle,cle,BeckOd00,rec_td,0,,,,,
player,201910130cle,cle,BeckOd00,rec_long,41,,,,,
player,201910130cle,cle,BeckOd00,fumbles,0,,,,,
player,201910130cle,cle,BeckOd00,fumbles_lost,0,,,,,
player,201910130cle,cle,SealRi00,pass_cmp,0,,,,,
player,201910130cle,cle,SealRi00,pass_att,0,,,,,
player,201910130cle,cle,SealRi00,pass_yds,0,,,,,
player,201910130cle,cle,SealRi00,pass_td,0,,,,,
player,201910130cle,cle,SealRi00,pass_int,0,,,,,
player,201910130cle,cle,SealRi00,pass_sacked,0,,,,,
player,201910130cle,cle,SealRi00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,SealRi00,pass_long,0,,,,,
player,201910130cle,cle,SealRi00,pass_rating,,,,,,
player,201910130cle,cle,SealRi00,rush_att,0,,,,,
player,201910130cle,cle,SealRi00,rush_yds,0,,,,,
player,201910130cle,cle,SealRi00,rush_td,0,,,,,
player,201910130cle,cle,SealRi00,rush_long,0,,,,,
player,201910130cle,cle,SealRi00,targets,6,,,,,
player,201910130cle,cle,SealRi00,rec,3,,,,,
player,201910130cle,cle,SealRi00,rec_yds,47,,,,,
player,201910130cle,cle,SealRi00,rec_td,1,,,,,
player,201910130cle,cle,SealRi00,rec_long,31,,,,,
player,201910130cle,cle,SealRi00,fumbles,0,,,,,
player,201910130cle,cle,SealRi00,fumbles_lost,0,,,,,
player,201910130cle,cle,LandJa00,pass_cmp,0,,,,,
player,201910130cle,cle,LandJa00,pass_att,0,,,,,
player,201910130cle,cle,LandJa00,pass_yds,0,,,,,
player,201910130cle,cle,LandJa00,pass_td,0,,,,,
player,201910130cle,cle,LandJa00,pass_int,0,,,,,
player,201910130cle,cle,LandJa00,pass_sacked,0,,,,,
player,201910130cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,LandJa00,pass_long,0,,,,,
player,201910130cle,cle,LandJa00,pass_rating,,,,,,
player,201910130cle,cle,LandJa00,rush_att,0,,,,,
player,201910130cle,cle,LandJa00,rush_yds,0,,,,,
player,201910130cle,cle,LandJa00,rush_td,0,,,,,
player,201910130cle,cle,LandJa00,rush_long,0,,,,,
player,201910130cle,cle,LandJa00,targets,5,,,,,
player,201910130cle,cle,LandJa00,rec,3,,,,,
player,201910130cle,cle,LandJa00,rec_yds,36,,,,,
player,201910130cle,cle,LandJa00,rec_td,0,,,,,
player,201910130cle,cle,LandJa00,rec_long,27,,,,,
player,201910130cle,cle,LandJa00,fumbles,0,,,,,
player,201910130cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201910130cle,cle,CallAn00,pass_cmp,0,,,,,
player,201910130cle,cle,CallAn00,pass_att,0,,,,,
player,201910130cle,cle,CallAn00,pass_yds,0,,,,,
player,201910130cle,cle,CallAn00,pass_td,0,,,,,
player,201910130cle,cle,CallAn00,pass_int,0,,,,,
player,201910130cle,cle,CallAn00,pass_sacked,0,,,,,
player,201910130cle,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,CallAn00,pass_long,0,,,,,
player,201910130cle,cle,CallAn00,pass_rating,,,,,,
player,201910130cle,cle,CallAn00,rush_att,0,,,,,
player,201910130cle,cle,CallAn00,rush_yds,0,,,,,
player,201910130cle,cle,CallAn00,rush_td,0,,,,,
player,201910130cle,cle,CallAn00,rush_long,0,,,,,
player,201910130cle,cle,CallAn00,targets,4,,,,,
player,201910130cle,cle,CallAn00,rec,2,,,,,
player,201910130cle,cle,CallAn00,rec_yds,22,,,,,
player,201910130cle,cle,CallAn00,rec_td,0,,,,,
player,201910130cle,cle,CallAn00,rec_long,12,,,,,
player,201910130cle,cle,CallAn00,fumbles,0,,,,,
player,201910130cle,cle,CallAn00,fumbles_lost,0,,,,,
player,201910130cle,cle,HillDo00,pass_cmp,0,,,,,
player,201910130cle,cle,HillDo00,pass_att,0,,,,,
player,201910130cle,cle,HillDo00,pass_yds,0,,,,,
player,201910130cle,cle,HillDo00,pass_td,0,,,,,
player,201910130cle,cle,HillDo00,pass_int,0,,,,,
player,201910130cle,cle,HillDo00,pass_sacked,0,,,,,
player,201910130cle,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201910130cle,cle,HillDo00,pass_long,0,,,,,
player,201910130cle,cle,HillDo00,pass_rating,,,,,,
player,201910130cle,cle,HillDo00,rush_att,0,,,,,
player,201910130cle,cle,HillDo00,rush_yds,0,,,,,
player,201910130cle,cle,HillDo00,rush_td,0,,,,,
player,201910130cle,cle,HillDo00,rush_long,0,,,,,
player,201910130cle,cle,HillDo00,targets,3,,,,,
player,201910130cle,cle,HillDo00,rec,2,,,,,
player,201910130cle,cle,HillDo00,rec_yds,17,,,,,
player,201910130cle,cle,HillDo00,rec_td,0,,,,,
player,201910130cle,cle,HillDo00,rec_long,14,,,,,
player,201910130cle,cle,HillDo00,fumbles,0,,,,,
player,201910130cle,cle,HillDo00,fumbles_lost,0,,,,,
player,201910130cle,cle,BrowPh01,pass_cmp,0,,,,,
player,201910130cle,cle,BrowPh01,pass_att,0,,,,,
player,201910130cle,cle,BrowPh01,pass_yds,0,,,,,
player,201910130cle,cle,BrowPh01,pass_td,0,,,,,
player,201910130cle,cle,BrowPh01,pass_int,0,,,,,
player,201910130cle,cle,BrowPh01,pass_sacked,0,,,,,
player,201910130cle,cle,BrowPh01,pass_sacked_yds,0,,,,,
player,201910130cle,cle,BrowPh01,pass_long,0,,,,,
player,201910130cle,cle,BrowPh01,pass_rating,,,,,,
player,201910130cle,cle,BrowPh01,rush_att,0,,,,,
player,201910130cle,cle,BrowPh01,rush_yds,0,,,,,
player,201910130cle,cle,BrowPh01,rush_td,0,,,,,
player,201910130cle,cle,BrowPh01,rush_long,0,,,,,
player,201910130cle,cle,BrowPh01,targets,1,,,,,
player,201910130cle,cle,BrowPh01,rec,1,,,,,
player,201910130cle,cle,BrowPh01,rec_yds,9,,,,,
player,201910130cle,cle,BrowPh01,rec_td,0,,,,,
player,201910130cle,cle,BrowPh01,rec_long,9,,,,,
player,201910130cle,cle,BrowPh01,fumbles,0,,,,,
player,201910130cle,cle,BrowPh01,fumbles_lost,0,,,,,
player,201910130cle,sea,ThomTe00,def_int,1,,,,,
player,201910130cle,sea,ThomTe00,def_int_yds,18,,,,,
player,201910130cle,sea,ThomTe00,def_int_td,0,,,,,
player,201910130cle,sea,ThomTe00,def_int_long,18,,,,,
player,201910130cle,sea,ThomTe00,pass_defended,1,,,,,
player,201910130cle,sea,ThomTe00,sacks,0.0,,,,,
player,201910130cle,sea,ThomTe00,tackles_combined,7,,,,,
player,201910130cle,sea,ThomTe00,tackles_solo,3,,,,,
player,201910130cle,sea,ThomTe00,tackles_assists,4,,,,,
player,201910130cle,sea,ThomTe00,tackles_loss,0,,,,,
player,201910130cle,sea,ThomTe00,qb_hits,0,,,,,
player,201910130cle,sea,ThomTe00,fumbles_rec,0,,,,,
player,201910130cle,sea,ThomTe00,fumbles_rec_yds,0,,,,,
player,201910130cle,sea,ThomTe00,fumbles_rec_td,0,,,,,
player,201910130cle,sea,ThomTe00,fumbles_forced,0,,,,,
player,201910130cle,sea,WrigK.00,def_int,1,,,,,
player,201910130cle,sea,WrigK.00,def_int_yds,0,,,,,
player,201910130cle,sea,WrigK.00,def_int_td,0,,,,,
player,201910130cle,sea,WrigK.00,def_int_long,0,,,,,
player,201910130cle,sea,WrigK.00,pass_defended,1,,,,,
player,201910130cle,sea,WrigK.00,sacks,0.0,,,,,
player,201910130cle,sea,WrigK.00,tackles_combined,6,,,,,
player,201910130cle,sea,WrigK.00,tackles_solo,4,,,,,
player,201910130cle,sea,WrigK.00,tackles_assists,2,,,,,
player,201910130cle,sea,WrigK.00,tackles_loss,1,,,,,
player,201910130cle,sea,WrigK.00,qb_hits,0,,,,,
player,201910130cle,sea,WrigK.00,fumbles_rec,0,,,,,
player,201910130cle,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201910130cle,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201910130cle,sea,WrigK.00,fumbles_forced,0,,,,,
player,201910130cle,sea,FlowTr01,def_int,1,,,,,
player,201910130cle,sea,FlowTr01,def_int_yds,0,,,,,
player,201910130cle,sea,FlowTr01,def_int_td,0,,,,,
player,201910130cle,sea,FlowTr01,def_int_long,0,,,,,
player,201910130cle,sea,FlowTr01,pass_defended,1,,,,,
player,201910130cle,sea,FlowTr01,sacks,0.0,,,,,
player,201910130cle,sea,FlowTr01,tackles_combined,5,,,,,
player,201910130cle,sea,FlowTr01,tackles_solo,4,,,,,
player,201910130cle,sea,FlowTr01,tackles_assists,1,,,,,
player,201910130cle,sea,FlowTr01,tackles_loss,0,,,,,
player,201910130cle,sea,FlowTr01,qb_hits,0,,,,,
player,201910130cle,sea,FlowTr01,fumbles_rec,0,,,,,
player,201910130cle,sea,FlowTr01,fumbles_rec_yds,0,,,,,
player,201910130cle,sea,FlowTr01,fumbles_rec_td,0,,,,,
player,201910130cle,sea,FlowTr01,fumbles_forced,0,,,,,
player,201910130cle,sea,WagnBo00,def_int,0,,,,,
player,201910130cle,sea,WagnBo00,def_int_yds,0,,,,,
player,201910130cle,sea,WagnBo00,def_int_td,0,,,,,
player,201910130cle,sea,WagnBo00,def_int_long,0,,,,,
player,201910130cle,sea,WagnBo00,pass_defended,0,,,,,
player,201910130cle,sea,WagnBo00,sacks,0.0,,,,,
player,201910130cle,sea,WagnBo00,tackles_combined,7,,,,,
player,201910130cle,sea,WagnBo00,tackles_solo,7,,,,,
