game,2019,3,20190922,201909220min,rai,"Oakland Raiders",14,min,"Minnesota Vikings",34
player,201909220min,rai,MoreFo00,rush_long,0,,,,,
player,201909220min,rai,MoreFo00,targets,2,,,,,
player,201909220min,rai,MoreFo00,rec,1,,,,,
player,201909220min,rai,MoreFo00,rec_yds,1,,,,,
player,201909220min,rai,MoreFo00,rec_td,0,,,,,
player,201909220min,rai,MoreFo00,rec_long,1,,,,,
player,201909220min,rai,MoreFo00,fumbles,0,,,,,
player,201909220min,rai,MoreFo00,fumbles_lost,0,,,,,
player,201909220min,min,CousKi00,pass_cmp,15,,,,,
player,201909220min,min,CousKi00,pass_att,21,,,,,
player,201909220min,min,CousKi00,pass_yds,174,,,,,
player,201909220min,min,CousKi00,pass_td,1,,,,,
player,201909220min,min,CousKi00,pass_int,0,,,,,
player,201909220min,min,CousKi00,pass_sacked,0,,,,,
player,201909220min,min,CousKi00,pass_sacked_yds,0,,,,,
player,201909220min,min,CousKi00,pass_long,35,,,,,
player,201909220min,min,CousKi00,pass_rating,112.0,,,,,
player,201909220min,min,CousKi00,rush_att,4,,,,,
player,201909220min,min,CousKi00,rush_yds,16,,,,,
player,201909220min,min,CousKi00,rush_td,0,,,,,
player,201909220min,min,CousKi00,rush_long,10,,,,,
player,201909220min,min,CousKi00,targets,0,,,,,
player,201909220min,min,CousKi00,rec,0,,,,,
player,201909220min,min,CousKi00,rec_yds,0,,,,,
player,201909220min,min,CousKi00,rec_td,0,,,,,
player,201909220min,min,CousKi00,rec_long,0,,,,,
player,201909220min,min,CousKi00,fumbles,0,,,,,
player,201909220min,min,CousKi00,fumbles_lost,0,,,,,
player,201909220min,min,CookDa01,pass_cmp,0,,,,,
player,201909220min,min,CookDa01,pass_att,0,,,,,
player,201909220min,min,CookDa01,pass_yds,0,,,,,
player,201909220min,min,CookDa01,pass_td,0,,,,,
player,201909220min,min,CookDa01,pass_int,0,,,,,
player,201909220min,min,CookDa01,pass_sacked,0,,,,,
player,201909220min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201909220min,min,CookDa01,pass_long,0,,,,,
player,201909220min,min,CookDa01,pass_rating,,,,,,
player,201909220min,min,CookDa01,rush_att,16,,,,,
player,201909220min,min,CookDa01,rush_yds,110,,,,,
player,201909220min,min,CookDa01,rush_td,1,,,,,
player,201909220min,min,CookDa01,rush_long,25,,,,,
player,201909220min,min,CookDa01,targets,5,,,,,
player,201909220min,min,CookDa01,rec,4,,,,,
player,201909220min,min,CookDa01,rec_yds,33,,,,,
player,201909220min,min,CookDa01,rec_td,0,,,,,
player,201909220min,min,CookDa01,rec_long,18,,,,,
player,201909220min,min,CookDa01,fumbles,0,,,,,
player,201909220min,min,CookDa01,fumbles_lost,0,,,,,
player,201909220min,min,MattAl01,pass_cmp,0,,,,,
player,201909220min,min,MattAl01,pass_att,0,,,,,
player,201909220min,min,MattAl01,pass_yds,0,,,,,
player,201909220min,min,MattAl01,pass_td,0,,,,,
player,201909220min,min,MattAl01,pass_int,0,,,,,
player,201909220min,min,MattAl01,pass_sacked,0,,,,,
player,201909220min,min,MattAl01,pass_sacked_yds,0,,,,,
player,201909220min,min,MattAl01,pass_long,0,,,,,
player,201909220min,min,MattAl01,pass_rating,,,,,,
player,201909220min,min,MattAl01,rush_att,12,,,,,
player,201909220min,min,MattAl01,rush_yds,58,,,,,
player,201909220min,min,MattAl01,rush_td,1,,,,,
player,201909220min,min,MattAl01,rush_long,21,,,,,
player,201909220min,min,MattAl01,targets,0,,,,,
player,201909220min,min,MattAl01,rec,0,,,,,
player,201909220min,min,MattAl01,rec_yds,0,,,,,
player,201909220min,min,MattAl01,rec_td,0,,,,,
player,201909220min,min,MattAl01,rec_long,0,,,,,
player,201909220min,min,MattAl01,fumbles,0,,,,,
player,201909220min,min,MattAl01,fumbles_lost,0,,,,,
player,201909220min,min,BoonMi00,pass_cmp,0,,,,,
player,201909220min,min,BoonMi00,pass_att,0,,,,,
player,201909220min,min,BoonMi00,pass_yds,0,,,,,
player,201909220min,min,BoonMi00,pass_td,0,,,,,
player,201909220min,min,BoonMi00,pass_int,0,,,,,
player,201909220min,min,BoonMi00,pass_sacked,0,,,,,
player,201909220min,min,BoonMi00,pass_sacked_yds,0,,,,,
player,201909220min,min,BoonMi00,pass_long,0,,,,,
player,201909220min,min,BoonMi00,pass_rating,,,,,,
player,201909220min,min,BoonMi00,rush_att,3,,,,,
player,201909220min,min,BoonMi00,rush_yds,28,,,,,
player,201909220min,min,BoonMi00,rush_td,0,,,,,
player,201909220min,min,BoonMi00,rush_long,24,,,,,
player,201909220min,min,BoonMi00,targets,0,,,,,
player,201909220min,min,BoonMi00,rec,0,,,,,
player,201909220min,min,BoonMi00,rec_yds,0,,,,,
player,201909220min,min,BoonMi00,rec_td,0,,,,,
player,201909220min,min,BoonMi00,rec_long,0,,,,,
player,201909220min,min,BoonMi00,fumbles,0,,,,,
player,201909220min,min,BoonMi00,fumbles_lost,0,,,,,
player,201909220min,min,ThieAd00,pass_cmp,0,,,,,
player,201909220min,min,ThieAd00,pass_att,0,,,,,
player,201909220min,min,ThieAd00,pass_yds,0,,,,,
player,201909220min,min,ThieAd00,pass_td,0,,,,,
player,201909220min,min,ThieAd00,pass_int,0,,,,,
player,201909220min,min,ThieAd00,pass_sacked,0,,,,,
player,201909220min,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201909220min,min,ThieAd00,pass_long,0,,,,,
player,201909220min,min,ThieAd00,pass_rating,,,,,,
player,201909220min,min,ThieAd00,rush_att,1,,,,,
player,201909220min,min,ThieAd00,rush_yds,1,,,,,
player,201909220min,min,ThieAd00,rush_td,1,,,,,
player,201909220min,min,ThieAd00,rush_long,1,,,,,
player,201909220min,min,ThieAd00,targets,5,,,,,
player,201909220min,min,ThieAd00,rec,3,,,,,
player,201909220min,min,ThieAd00,rec_yds,55,,,,,
player,201909220min,min,ThieAd00,rec_td,1,,,,,
player,201909220min,min,ThieAd00,rec_long,35,,,,,
player,201909220min,min,ThieAd00,fumbles,0,,,,,
player,201909220min,min,ThieAd00,fumbles_lost,0,,,,,
player,201909220min,min,SmitIr01,pass_cmp,0,,,,,
player,201909220min,min,SmitIr01,pass_att,0,,,,,
player,201909220min,min,SmitIr01,pass_yds,0,,,,,
player,201909220min,min,SmitIr01,pass_td,0,,,,,
player,201909220min,min,SmitIr01,pass_int,0,,,,,
player,201909220min,min,SmitIr01,pass_sacked,0,,,,,
player,201909220min,min,SmitIr01,pass_sacked_yds,0,,,,,
player,201909220min,min,SmitIr01,pass_long,0,,,,,
player,201909220min,min,SmitIr01,pass_rating,,,,,,
player,201909220min,min,SmitIr01,rush_att,0,,,,,
player,201909220min,min,SmitIr01,rush_yds,0,,,,,
player,201909220min,min,SmitIr01,rush_td,0,,,,,
player,201909220min,min,SmitIr01,rush_long,0,,,,,
player,201909220min,min,SmitIr01,targets,3,,,,,
player,201909220min,min,SmitIr01,rec,3,,,,,
player,201909220min,min,SmitIr01,rec_yds,60,,,,,
player,201909220min,min,SmitIr01,rec_td,0,,,,,
player,201909220min,min,SmitIr01,rec_long,26,,,,,
player,201909220min,min,SmitIr01,fumbles,0,,,,,
player,201909220min,min,SmitIr01,fumbles_lost,0,,,,,
player,201909220min,min,DiggSt00,pass_cmp,0,,,,,
player,201909220min,min,DiggSt00,pass_att,0,,,,,
player,201909220min,min,DiggSt00,pass_yds,0,,,,,
player,201909220min,min,DiggSt00,pass_td,0,,,,,
player,201909220min,min,DiggSt00,pass_int,0,,,,,
player,201909220min,min,DiggSt00,pass_sacked,0,,,,,
player,201909220min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201909220min,min,DiggSt00,pass_long,0,,,,,
player,201909220min,min,DiggSt00,pass_rating,,,,,,
player,201909220min,min,DiggSt00,rush_att,0,,,,,
player,201909220min,min,DiggSt00,rush_yds,0,,,,,
player,201909220min,min,DiggSt00,rush_td,0,,,,,
player,201909220min,min,DiggSt00,rush_long,0,,,,,
player,201909220min,min,DiggSt00,targets,3,,,,,
player,201909220min,min,DiggSt00,rec,3,,,,,
player,201909220min,min,DiggSt00,rec_yds,15,,,,,
player,201909220min,min,DiggSt00,rec_td,0,,,,,
player,201909220min,min,DiggSt00,rec_long,5,,,,,
player,201909220min,min,DiggSt00,fumbles,0,,,,,
player,201909220min,min,DiggSt00,fumbles_lost,0,,,,,
player,201909220min,min,RudoKy00,pass_cmp,0,,,,,
player,201909220min,min,RudoKy00,pass_att,0,,,,,
player,201909220min,min,RudoKy00,pass_yds,0,,,,,
player,201909220min,min,RudoKy00,pass_td,0,,,,,
player,201909220min,min,RudoKy00,pass_int,0,,,,,
player,201909220min,min,RudoKy00,pass_sacked,0,,,,,
player,201909220min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201909220min,min,RudoKy00,pass_long,0,,,,,
player,201909220min,min,RudoKy00,pass_rating,,,,,,
player,201909220min,min,RudoKy00,rush_att,0,,,,,
player,201909220min,min,RudoKy00,rush_yds,0,,,,,
player,201909220min,min,RudoKy00,rush_td,0,,,,,
player,201909220min,min,RudoKy00,rush_long,0,,,,,
player,201909220min,min,RudoKy00,targets,1,,,,,
player,201909220min,min,RudoKy00,rec,1,,,,,
player,201909220min,min,RudoKy00,rec_yds,11,,,,,
player,201909220min,min,RudoKy00,rec_td,0,,,,,
player,201909220min,min,RudoKy00,rec_long,11,,,,,
player,201909220min,min,RudoKy00,fumbles,0,,,,,
player,201909220min,min,RudoKy00,fumbles_lost,0,,,,,
player,201909220min,min,HamxC.00,pass_cmp,0,,,,,
player,201909220min,min,HamxC.00,pass_att,0,,,,,
player,201909220min,min,HamxC.00,pass_yds,0,,,,,
player,201909220min,min,HamxC.00,pass_td,0,,,,,
player,201909220min,min,HamxC.00,pass_int,0,,,,,
player,201909220min,min,HamxC.00,pass_sacked,0,,,,,
player,201909220min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201909220min,min,HamxC.00,pass_long,0,,,,,
player,201909220min,min,HamxC.00,pass_rating,,,,,,
player,201909220min,min,HamxC.00,rush_att,0,,,,,
player,201909220min,min,HamxC.00,rush_yds,0,,,,,
player,201909220min,min,HamxC.00,rush_td,0,,,,,
player,201909220min,min,HamxC.00,rush_long,0,,,,,
player,201909220min,min,HamxC.00,targets,2,,,,,
player,201909220min,min,HamxC.00,rec,1,,,,,
player,201909220min,min,HamxC.00,rec_yds,0,,,,,
player,201909220min,min,HamxC.00,rec_td,0,,,,,
player,201909220min,min,HamxC.00,rec_long,0,,,,,
player,201909220min,min,HamxC.00,fumbles,0,,,,,
player,201909220min,min,HamxC.00,fumbles_lost,0,,,,,
player,201909220min,min,AbduAm00,pass_cmp,0,,,,,
player,201909220min,min,AbduAm00,pass_att,0,,,,,
player,201909220min,min,AbduAm00,pass_yds,0,,,,,
player,201909220min,min,AbduAm00,pass_td,0,,,,,
player,201909220min,min,AbduAm00,pass_int,0,,,,,
player,201909220min,min,AbduAm00,pass_sacked,0,,,,,
player,201909220min,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201909220min,min,AbduAm00,pass_long,0,,,,,
player,201909220min,min,AbduAm00,pass_rating,,,,,,
player,201909220min,min,AbduAm00,rush_att,0,,,,,
player,201909220min,min,AbduAm00,rush_yds,0,,,,,
player,201909220min,min,AbduAm00,rush_td,0,,,,,
player,201909220min,min,AbduAm00,rush_long,0,,,,,
player,201909220min,min,AbduAm00,targets,1,,,,,
player,201909220min,min,AbduAm00,rec,0,,,,,
player,201909220min,min,AbduAm00,rec_yds,0,,,,,
player,201909220min,min,AbduAm00,rec_td,0,,,,,
player,201909220min,min,AbduAm00,rec_long,0,,,,,
player,201909220min,min,AbduAm00,fumbles,0,,,,,
player,201909220min,min,AbduAm00,fumbles_lost,0,,,,,
player,201909220min,min,MannSe00,pass_cmp,0,,,,,
player,201909220min,min,MannSe00,pass_att,0,,,,,
player,201909220min,min,MannSe00,pass_yds,0,,,,,
player,201909220min,min,MannSe00,pass_td,0,,,,,
player,201909220min,min,MannSe00,pass_int,0,,,,,
player,201909220min,min,MannSe00,pass_sacked,0,,,,,
player,201909220min,min,MannSe00,pass_sacked_yds,0,,,,,
player,201909220min,min,MannSe00,pass_long,0,,,,,
player,201909220min,min,MannSe00,pass_rating,,,,,,
player,201909220min,min,MannSe00,rush_att,2,,,,,
player,201909220min,min,MannSe00,rush_yds,-2,,,,,
player,201909220min,min,MannSe00,rush_td,0,,,,,
player,201909220min,min,MannSe00,rush_long,0,,,,,
player,201909220min,min,MannSe00,targets,0,,,,,
player,201909220min,min,MannSe00,rec,0,,,,,
player,201909220min,min,MannSe00,rec_yds,0,,,,,
player,201909220min,min,MannSe00,rec_td,0,,,,,
player,201909220min,min,MannSe00,rec_long,0,,,,,
player,201909220min,min,MannSe00,fumbles,0,,,,,
player,201909220min,min,MannSe00,fumbles_lost,0,,,,,
player,201909220min,rai,HankJo00,def_int,0,,,,,
player,201909220min,rai,HankJo00,def_int_yds,0,,,,,
player,201909220min,rai,HankJo00,def_int_td,0,,,,,
player,201909220min,rai,HankJo00,def_int_long,0,,,,,
player,201909220min,rai,HankJo00,pass_defended,0,,,,,
player,201909220min,rai,HankJo00,sacks,0.0,,,,,
player,201909220min,rai,HankJo00,tackles_combined,8,,,,,
player,201909220min,rai,HankJo00,tackles_solo,3,,,,,
player,201909220min,rai,HankJo00,tackles_assists,5,,,,,
player,201909220min,rai,HankJo00,tackles_loss,0,,,,,
player,201909220min,rai,HankJo00,qb_hits,1,,,,,
player,201909220min,rai,HankJo00,fumbles_rec,0,,,,,
player,201909220min,rai,HankJo00,fumbles_rec_yds,0,,,,,
player,201909220min,rai,HankJo00,fumbles_rec_td,0,,,,,
player,201909220min,rai,HankJo00,fumbles_forced,0,,,,,
player,201909220min,rai,JoseKa00,def_int,0,,,,,
player,201909220min,rai,JoseKa00,def_int_yds,0,,,,,
player,201909220min,rai,JoseKa00,def_int_td,0,,,,,
player,201909220min,rai,JoseKa00,def_int_long,0,,,,,
player,201909220min,rai,JoseKa00,pass_defended,0,,,,,
player,201909220min,rai,JoseKa00,sacks,0.0,,,,,
player,201909220min,rai,JoseKa00,tackles_combined,8,,,,,
player,201909220min,rai,JoseKa00,tackles_solo,7,,,,,
player,201909220min,rai,JoseKa00,tackles_assists,1,,,,,
player,201909220min,rai,JoseKa00,tackles_loss,0,,,,,
player,201909220min,rai,JoseKa00,qb_hits,0,,,,,
player,201909220min,rai,JoseKa00,fumbles_rec,0,,,,,
player,201909220min,rai,JoseKa00,fumbles_rec_yds,0,,,,,
player,201909220min,rai,JoseKa00,fumbles_rec_td,0,,,,,
player,201909220min,rai,JoseKa00,fumbles_forced,0,,,,,
player,201909220min,rai,BurfVo00,def_int,0,,,,,
player,201909220min,rai,BurfVo00,def_int_yds,0,,,,,
player,201909220min,rai,BurfVo00,def_int_td,0,,,,,
player,201909220min,rai,BurfVo00,def_int_long,0,,,,,
player,201909220min,rai,BurfVo00,pass_defended,0,,,,,
player,201909220min,rai,BurfVo00,sacks,0.0,,,,,
player,201909220min,rai,BurfVo00,tackles_combined,7,,,,,
player,201909220min,rai,BurfVo00,tackles_solo,4,,,,,
player,201909220min,rai,BurfVo00,tackles_assists,3,,,,,
player,201909220min,rai,BurfVo00,tackles_loss,0,,,,,
player,201909220min,rai,BurfVo00,qb_hits,0,,,,,
player,201909220min,rai,BurfVo00,fumbles_rec,0,,,,,
player,201909220min,rai,BurfVo00,fumbles_rec_yds,0,,,,,
player,201909220min,rai,BurfVo00,fumbles_rec_td,0,,,,,
player,201909220min,rai,BurfVo00,fumbles_forced,0,,,,,
player,201909220min,rai,HarrEr00,def_int,0,,,,,
player,201909220min,rai,HarrEr00,def_int_yds,0,,,,,
player,201909220min,rai,HarrEr00,def_int_td,0,,,,,
player,201909220min,rai,HarrEr00,def_int_long,0,,,,,
player,201909220min,rai,HarrEr00,pass_defended,0,,,,,
player,201909220min,rai,HarrEr00,sacks,0.0,,,,,
player,201909220min,rai,HarrEr00,tackles_combined,5,,,,,
player,201909220min,rai,HarrEr00,tackles_solo,4,,,,,
player,201909220min,rai,HarrEr00,tackles_assists,1,,,,,
player,201909220min,rai,HarrEr00,tackles_loss,0,,,,,
player,201909220min,rai,HarrEr00,qb_hits,0,,,,,
player,201909220min,rai,HarrEr00,fumbles_rec,0,,,,,
