game,2019,6,20191013,201910130min,phi,"Philadelphia Eagles",20,min,"Minnesota Vikings",38
player,201910130min,phi,SandMi01,punt_ret_long,0,,,,,
player,201910130min,min,SherMa20,kick_ret,0,,,,,
player,201910130min,min,SherMa20,kick_ret_yds,0,,,,,
player,201910130min,min,SherMa20,kick_ret_yds_per_ret,,,,,,
player,201910130min,min,SherMa20,kick_ret_td,0,,,,,
player,201910130min,min,SherMa20,kick_ret_long,0,,,,,
player,201910130min,min,SherMa20,punt_ret,1,,,,,
player,201910130min,min,SherMa20,punt_ret_yds,6,,,,,
player,201910130min,min,SherMa20,punt_ret_yds_per_ret,6.0,,,,,
player,201910130min,min,SherMa20,punt_ret_td,0,,,,,
player,201910130min,min,SherMa20,punt_ret_long,6,,,,,
player,201910130min,phi,ElliJa03,xpm,2,,,,,
player,201910130min,phi,ElliJa03,xpa,2,,,,,
player,201910130min,phi,ElliJa03,fgm,2,,,,,
player,201910130min,phi,ElliJa03,fga,2,,,,,
player,201910130min,phi,ElliJa03,punt,0,,,,,
player,201910130min,phi,ElliJa03,punt_yds,0,,,,,
player,201910130min,phi,ElliJa03,punt_yds_per_punt,,,,,,
player,201910130min,phi,ElliJa03,punt_long,0,,,,,
player,201910130min,phi,JohnCa02,xpm,,,,,,
player,201910130min,phi,JohnCa02,xpa,,,,,,
player,201910130min,phi,JohnCa02,fgm,,,,,,
player,201910130min,phi,JohnCa02,fga,,,,,,
player,201910130min,phi,JohnCa02,punt,3,,,,,
player,201910130min,phi,JohnCa02,punt_yds,131,,,,,
player,201910130min,phi,JohnCa02,punt_yds_per_punt,43.7,,,,,
player,201910130min,phi,JohnCa02,punt_long,47,,,,,
player,201910130min,min,BailDa00,xpm,5,,,,,
player,201910130min,min,BailDa00,xpa,5,,,,,
player,201910130min,min,BailDa00,fgm,1,,,,,
player,201910130min,min,BailDa00,fga,1,,,,,
player,201910130min,min,BailDa00,punt,0,,,,,
player,201910130min,min,BailDa00,punt_yds,0,,,,,
player,201910130min,min,BailDa00,punt_yds_per_punt,,,,,,
player,201910130min,min,BailDa00,punt_long,0,,,,,
player,201910130min,min,ColqBr00,xpm,,,,,,
player,201910130min,min,ColqBr00,xpa,,,,,,
player,201910130min,min,ColqBr00,fgm,,,,,,
player,201910130min,min,ColqBr00,fga,,,,,,
player,201910130min,min,ColqBr00,punt,3,,,,,
player,201910130min,min,ColqBr00,punt_yds,123,,,,,
player,201910130min,min,ColqBr00,punt_yds_per_punt,41.0,,,,,
player,201910130min,min,ColqBr00,punt_long,50,,,,,
player,201910130min,min,DoziDa00,pos,G,,,,,
player,201910130min,min,DoziDa00,offense,71,,,,,
player,201910130min,min,DoziDa00,off_pct,100%,,,,,
player,201910130min,min,DoziDa00,defense,0,,,,,
player,201910130min,min,DoziDa00,def_pct,0%,,,,,
player,201910130min,min,DoziDa00,special_teams,7,,,,,
player,201910130min,min,DoziDa00,st_pct,23%,,,,,
player,201910130min,min,ONeiBr00,pos,T,,,,,
player,201910130min,min,ONeiBr00,offense,71,,,,,
player,201910130min,min,ONeiBr00,off_pct,100%,,,,,
player,201910130min,min,ONeiBr00,defense,0,,,,,
player,201910130min,min,ONeiBr00,def_pct,0%,,,,,
player,201910130min,min,ONeiBr00,special_teams,7,,,,,
player,201910130min,min,ONeiBr00,st_pct,23%,,,,,
player,201910130min,min,ElflPa00,pos,G,,,,,
player,201910130min,min,ElflPa00,offense,71,,,,,
player,201910130min,min,ElflPa00,off_pct,100%,,,,,
player,201910130min,min,ElflPa00,defense,0,,,,,
player,201910130min,min,ElflPa00,def_pct,0%,,,,,
player,201910130min,min,ElflPa00,special_teams,7,,,,,
player,201910130min,min,ElflPa00,st_pct,23%,,,,,
player,201910130min,min,BradGa00,pos,C,,,,,
player,201910130min,min,BradGa00,offense,71,,,,,
player,201910130min,min,BradGa00,off_pct,100%,,,,,
player,201910130min,min,BradGa00,defense,0,,,,,
player,201910130min,min,BradGa00,def_pct,0%,,,,,
player,201910130min,min,BradGa00,special_teams,2,,,,,
player,201910130min,min,BradGa00,st_pct,7%,,,,,
player,201910130min,min,CousKi00,pos,QB,,,,,
player,201910130min,min,CousKi00,offense,71,,,,,
player,201910130min,min,CousKi00,off_pct,100%,,,,,
player,201910130min,min,CousKi00,defense,0,,,,,
player,201910130min,min,CousKi00,def_pct,0%,,,,,
player,201910130min,min,CousKi00,special_teams,0,,,,,
player,201910130min,min,CousKi00,st_pct,0%,,,,,
player,201910130min,min,RudoKy00,pos,TE,,,,,
player,201910130min,min,RudoKy00,offense,68,,,,,
player,201910130min,min,RudoKy00,off_pct,96%,,,,,
player,201910130min,min,RudoKy00,defense,0,,,,,
player,201910130min,min,RudoKy00,def_pct,0%,,,,,
player,201910130min,min,RudoKy00,special_teams,7,,,,,
player,201910130min,min,RudoKy00,st_pct,23%,,,,,
player,201910130min,min,ThieAd00,pos,WR,,,,,
player,201910130min,min,ThieAd00,offense,59,,,,,
player,201910130min,min,ThieAd00,off_pct,83%,,,,,
player,201910130min,min,ThieAd00,defense,0,,,,,
player,201910130min,min,ThieAd00,def_pct,0%,,,,,
player,201910130min,min,ThieAd00,special_teams,0,,,,,
player,201910130min,min,ThieAd00,st_pct,0%,,,,,
player,201910130min,min,HillRa01,pos,T,,,,,
player,201910130min,min,HillRa01,offense,51,,,,,
player,201910130min,min,HillRa01,off_pct,72%,,,,,
player,201910130min,min,HillRa01,defense,0,,,,,
player,201910130min,min,HillRa01,def_pct,0%,,,,,
player,201910130min,min,HillRa01,special_teams,7,,,,,
player,201910130min,min,HillRa01,st_pct,23%,,,,,
player,201910130min,min,CookDa01,pos,RB,,,,,
player,201910130min,min,CookDa01,offense,45,,,,,
player,201910130min,min,CookDa01,off_pct,63%,,,,,
player,201910130min,min,CookDa01,defense,0,,,,,
player,201910130min,min,CookDa01,def_pct,0%,,,,,
player,201910130min,min,CookDa01,special_teams,0,,,,,
player,201910130min,min,CookDa01,st_pct,0%,,,,,
player,201910130min,min,DiggSt00,pos,WR,,,,,
player,201910130min,min,DiggSt00,offense,45,,,,,
player,201910130min,min,DiggSt00,off_pct,63%,,,,,
player,201910130min,min,DiggSt00,defense,0,,,,,
player,201910130min,min,DiggSt00,def_pct,0%,,,,,
player,201910130min,min,DiggSt00,special_teams,0,,,,,
player,201910130min,min,DiggSt00,st_pct,0%,,,,,
player,201910130min,min,SmitIr01,pos,TE,,,,,
player,201910130min,min,SmitIr01,offense,39,,,,,
player,201910130min,min,SmitIr01,off_pct,55%,,,,,
player,201910130min,min,SmitIr01,defense,0,,,,,
player,201910130min,min,SmitIr01,def_pct,0%,,,,,
player,201910130min,min,SmitIr01,special_teams,8,,,,,
player,201910130min,min,SmitIr01,st_pct,27%,,,,,
player,201910130min,min,HamxC.00,pos,FB,,,,,
player,201910130min,min,HamxC.00,offense,34,,,,,
player,201910130min,min,HamxC.00,off_pct,48%,,,,,
player,201910130min,min,HamxC.00,defense,0,,,,,
player,201910130min,min,HamxC.00,def_pct,0%,,,,,
player,201910130min,min,HamxC.00,special_teams,18,,,,,
player,201910130min,min,HamxC.00,st_pct,60%,,,,,
player,201910130min,min,MattAl01,pos,RB,,,,,
player,201910130min,min,MattAl01,offense,21,,,,,
player,201910130min,min,MattAl01,off_pct,30%,,,,,
player,201910130min,min,MattAl01,defense,0,,,,,
player,201910130min,min,MattAl01,def_pct,0%,,,,,
player,201910130min,min,MattAl01,special_teams,0,,,,,
player,201910130min,min,MattAl01,st_pct,0%,,,,,
player,201910130min,min,JohnOl00,pos,WR,,,,,
player,201910130min,min,JohnOl00,offense,20,,,,,
player,201910130min,min,JohnOl00,off_pct,28%,,,,,
player,201910130min,min,JohnOl00,defense,0,,,,,
player,201910130min,min,JohnOl00,def_pct,0%,,,,,
player,201910130min,min,JohnOl00,special_teams,5,,,,,
player,201910130min,min,JohnOl00,st_pct,17%,,,,,
player,201910130min,min,ReifRi00,pos,T,,,,,
player,201910130min,min,ReifRi00,offense,20,,,,,
player,201910130min,min,ReifRi00,off_pct,28%,,,,,
player,201910130min,min,ReifRi00,defense,0,,,,,
player,201910130min,min,ReifRi00,def_pct,0%,,,,,
player,201910130min,min,ReifRi00,special_teams,5,,,,,
player,201910130min,min,ReifRi00,st_pct,17%,,,,,
player,201910130min,min,ConkTy00,pos,TE,,,,,
player,201910130min,min,ConkTy00,offense,11,,,,,
player,201910130min,min,ConkTy00,off_pct,15%,,,,,
player,201910130min,min,ConkTy00,defense,0,,,,,
player,201910130min,min,ConkTy00,def_pct,0%,,,,,
player,201910130min,min,ConkTy00,special_teams,13,,,,,
player,201910130min,min,ConkTy00,st_pct,43%,,,,,
player,201910130min,min,TreaLa00,pos,WR,,,,,
player,201910130min,min,TreaLa00,offense,7,,,,,
player,201910130min,min,TreaLa00,off_pct,10%,,,,,
player,201910130min,min,TreaLa00,defense,0,,,,,
player,201910130min,min,TreaLa00,def_pct,0%,,,,,
player,201910130min,min,TreaLa00,special_teams,5,,,,,
player,201910130min,min,TreaLa00,st_pct,17%,,,,,
player,201910130min,min,AbduAm00,pos,RB,,,,,
player,201910130min,min,AbduAm00,offense,6,,,,,
player,201910130min,min,AbduAm00,off_pct,8%,,,,,
player,201910130min,min,AbduAm00,defense,0,,,,,
player,201910130min,min,AbduAm00,def_pct,0%,,,,,
player,201910130min,min,AbduAm00,special_teams,18,,,,,
player,201910130min,min,AbduAm00,st_pct,60%,,,,,
player,201910130min,min,HarrAn01,pos,FS,,,,,
player,201910130min,min,HarrAn01,offense,0,,,,,
player,201910130min,min,HarrAn01,off_pct,0%,,,,,
player,201910130min,min,HarrAn01,defense,64,,,,,
player,201910130min,min,HarrAn01,def_pct,98%,,,,,
player,201910130min,min,HarrAn01,special_teams,8,,,,,
player,201910130min,min,HarrAn01,st_pct,27%,,,,,
player,201910130min,min,SmitHa00,pos,SS,,,,,
player,201910130min,min,SmitHa00,offense,0,,,,,
player,201910130min,min,SmitHa00,off_pct,0%,,,,,
player,201910130min,min,SmitHa00,defense,62,,,,,
player,201910130min,min,SmitHa00,def_pct,95%,,,,,
player,201910130min,min,SmitHa00,special_teams,5,,,,,
player,201910130min,min,SmitHa00,st_pct,17%,,,,,
player,201910130min,min,KendEr00,pos,LB,,,,,
player,201910130min,min,KendEr00,offense,0,,,,,
player,201910130min,min,KendEr00,off_pct,0%,,,,,
player,201910130min,min,KendEr00,defense,62,,,,,
player,201910130min,min,KendEr00,def_pct,95%,,,,,
player,201910130min,min,KendEr00,special_teams,5,,,,,
player,201910130min,min,KendEr00,st_pct,17%,,,,,
player,201910130min,min,BarrAn00,pos,LB,,,,,
player,201910130min,min,BarrAn00,offense,0,,,,,
player,201910130min,min,BarrAn00,off_pct,0%,,,,,
player,201910130min,min,BarrAn00,defense,61,,,,,
player,201910130min,min,BarrAn00,def_pct,94%,,,,,
player,201910130min,min,BarrAn00,special_teams,5,,,,,
player,201910130min,min,BarrAn00,st_pct,17%,,,,,
player,201910130min,min,WaynTr00,pos,CB,,,,,
player,201910130min,min,WaynTr00,offense,0,,,,,
player,201910130min,min,WaynTr00,off_pct,0%,,,,,
player,201910130min,min,WaynTr00,defense,54,,,,,
player,201910130min,min,WaynTr00,def_pct,83%,,,,,
player,201910130min,min,WaynTr00,special_teams,5,,,,,
player,201910130min,min,WaynTr00,st_pct,17%,,,,,
player,201910130min,min,GrifEv99,pos,DE,,,,,
player,201910130min,min,GrifEv99,offense,0,,,,,
player,201910130min,min,GrifEv99,off_pct,0%,,,,,
player,201910130min,min,GrifEv99,defense,54,,,,,
player,201910130min,min,GrifEv99,def_pct,83%,,,,,
player,201910130min,min,GrifEv99,special_teams,5,,,,,
player,201910130min,min,GrifEv99,st_pct,17%,,,,,
player,201910130min,min,RhodXa00,pos,CB,,,,,
player,201910130min,min,RhodXa00,offense,0,,,,,
player,201910130min,min,RhodXa00,off_pct,0%,,,,,
player,201910130min,min,RhodXa00,defense,52,,,,,
player,201910130min,min,RhodXa00,def_pct,80%,,,,,
player,201910130min,min,RhodXa00,special_teams,0,,,,,
player,201910130min,min,RhodXa00,st_pct,0%,,,,,
player,201910130min,min,HuntDa01,pos,DE,,,,,
player,201910130min,min,HuntDa01,offense,0,,,,,
player,201910130min,min,HuntDa01,off_pct,0%,,,,,
player,201910130min,min,HuntDa01,defense,50,,,,,
player,201910130min,min,HuntDa01,def_pct,77%,,,,,
player,201910130min,min,HuntDa01,special_teams,12,,,,,
player,201910130min,min,HuntDa01,st_pct,40%,,,,,
player,201910130min,min,JoseLi99,pos,NT,,,,,
player,201910130min,min,JoseLi99,offense,0,,,,,
player,201910130min,min,JoseLi99,off_pct,0%,,,,,
player,201910130min,min,JoseLi99,defense,38,,,,,
player,201910130min,min,JoseLi99,def_pct,58%,,,,,
player,201910130min,min,JoseLi99,special_teams,4,,,,,
player,201910130min,min,JoseLi99,st_pct,13%,,,,,
player,201910130min,min,AlexMa01,pos,CB,,,,,
player,201910130min,min,AlexMa01,offense,0,,,,,
player,201910130min,min,AlexMa01,off_pct,0%,,,,,
player,201910130min,min,AlexMa01,defense,34,,,,,
player,201910130min,min,AlexMa01,def_pct,52%,,,,,
player,201910130min,min,AlexMa01,special_teams,0,,,,,
player,201910130min,min,AlexMa01,st_pct,0%,,,,,
player,201910130min,min,StepSh00,pos,DT,,,,,
player,201910130min,min,StepSh00,offense,0,,,,,
player,201910130min,min,StepSh00,off_pct,0%,,,,,
player,201910130min,min,StepSh00,defense,32,,,,,
player,201910130min,min,StepSh00,def_pct,49%,,,,,
player,201910130min,min,StepSh00,special_teams,4,,,,,
player,201910130min,min,StepSh00,st_pct,13%,,,,,
player,201910130min,min,HughMi00,pos,CB,,,,,
player,201910130min,min,HughMi00,offense,0,,,,,
player,201910130min,min,HughMi00,off_pct,0%,,,,,
player,201910130min,min,HughMi00,defense,26,,,,,
player,201910130min,min,HughMi00,def_pct,40%,,,,,
player,201910130min,min,HughMi00,special_teams,10,,,,,
player,201910130min,min,HughMi00,st_pct,33%,,,,,
player,201910130min,min,KearJa00,pos,FS,,,,,
player,201910130min,min,KearJa00,offense,0,,,,,
player,201910130min,min,KearJa00,off_pct,0%,,,,,
player,201910130min,min,KearJa00,defense,25,,,,,
player,201910130min,min,KearJa00,def_pct,38%,,,,,
player,201910130min,min,KearJa00,special_teams,15,,,,,
player,201910130min,min,KearJa00,st_pct,50%,,,,,
player,201910130min,min,JohnJa09,pos,NT,,,,,
player,201910130min,min,JohnJa09,offense,0,,,,,
player,201910130min,min,JohnJa09,off_pct,0%,,,,,
player,201910130min,min,JohnJa09,defense,24,,,,,
player,201910130min,min,JohnJa09,def_pct,37%,,,,,
player,201910130min,min,JohnJa09,special_teams,2,,,,,
player,201910130min,min,JohnJa09,st_pct,7%,,,,,
player,201910130min,min,WeatSt00,pos,DE,,,,,
player,201910130min,min,WeatSt00,offense,0,,,,,
player,201910130min,min,WeatSt00,off_pct,0%,,,,,
player,201910130min,min,WeatSt00,defense,22,,,,,
player,201910130min,min,WeatSt00,def_pct,34%,,,,,
player,201910130min,min,WeatSt00,special_teams,15,,,,,
player,201910130min,min,WeatSt00,st_pct,50%,,,,,
player,201910130min,min,OdenIf00,pos,DE,,,,,
player,201910130min,min,OdenIf00,offense,0,,,,,
player,201910130min,min,OdenIf00,off_pct,0%,,,,,
player,201910130min,min,OdenIf00,defense,20,,,,,
player,201910130min,min,OdenIf00,def_pct,31%,,,,,
player,201910130min,min,OdenIf00,special_teams,1,,,,,
player,201910130min,min,OdenIf00,st_pct,3%,,,,,
player,201910130min,min,MataHe00,pos,DE,,,,,
player,201910130min,min,MataHe00,offense,0,,,,,
player,201910130min,min,MataHe00,off_pct,0%,,,,,
player,201910130min,min,MataHe00,defense,20,,,,,
player,201910130min,min,MataHe00,def_pct,31%,,,,,
player,201910130min,min,MataHe00,special_teams,0,,,,,
player,201910130min,min,MataHe00,st_pct,0%,,,,,
player,201910130min,min,WilsEr00,pos,LB,,,,,
player,201910130min,min,WilsEr00,offense,0,,,,,
player,201910130min,min,WilsEr00,off_pct,0%,,,,,
player,201910130min,min,WilsEr00,defense,8,,,,,
player,201910130min,min,WilsEr00,def_pct,12%,,,,,
player,201910130min,min,WilsEr00,special_teams,18,,,,,
player,201910130min,min,WilsEr00,st_pct,60%,,,,,
player,201910130min,min,SmitCa01,pos,LB,,,,,
player,201910130min,min,SmitCa01,offense,0,,,,,
player,201910130min,min,SmitCa01,off_pct,0%,,,,,
player,201910130min,min,SmitCa01,defense,3,,,,,
player,201910130min,min,SmitCa01,def_pct,5%,,,,,
player,201910130min,min,SmitCa01,special_teams,12,,,,,
player,201910130min,min,SmitCa01,st_pct,40%,,,,,
player,201910130min,min,EppsMa00,pos,SS,,,,,
player,201910130min,min,EppsMa00,offense,0,,,,,
player,201910130min,min,EppsMa00,off_pct,0%,,,,,
player,201910130min,min,EppsMa00,defense,3,,,,,
player,201910130min,min,EppsMa00,def_pct,5%,,,,,
player,201910130min,min,EppsMa00,special_teams,8,,,,,
player,201910130min,min,EppsMa00,st_pct,27%,,,,,
player,201910130min,min,SherMa20,pos,CB,,,,,
player,201910130min,min,SherMa20,offense,0,,,,,
player,201910130min,min,SherMa20,off_pct,0%,,,,,
player,201910130min,min,SherMa20,defense,1,,,,,
player,201910130min,min,SherMa20,def_pct,2%,,,,,
player,201910130min,min,SherMa20,special_teams,10,,,,,
player,201910130min,min,SherMa20,st_pct,33%,,,,,
player,201910130min,min,BoonMi00,pos,RB,,,,,
player,201910130min,min,BoonMi00,offense,0,,,,,
player,201910130min,min,BoonMi00,off_pct,0%,,,,,
player,201910130min,min,BoonMi00,defense,0,,,,,
player,201910130min,min,BoonMi00,def_pct,0%,,,,,
player,201910130min,min,BoonMi00,special_teams,18,,,,,
player,201910130min,min,BoonMi00,st_pct,60%,,,,,
player,201910130min,min,BoydKr00,pos,CB,,,,,
player,201910130min,min,BoydKr00,offense,0,,,,,
player,201910130min,min,BoydKr00,off_pct,0%,,,,,
player,201910130min,min,BoydKr00,defense,0,,,,,
player,201910130min,min,BoydKr00,def_pct,0%,,,,,
player,201910130min,min,BoydKr00,special_teams,18,,,,,
player,201910130min,min,BoydKr00,st_pct,60%,,,,,
player,201910130min,min,BailDa00,pos,K,,,,,
player,201910130min,min,BailDa00,offense,0,,,,,
player,201910130min,min,BailDa00,off_pct,0%,,,,,
player,201910130min,min,BailDa00,defense,0,,,,,
player,201910130min,min,BailDa00,def_pct,0%,,,,,
player,201910130min,min,BailDa00,special_teams,14,,,,,
player,201910130min,min,BailDa00,st_pct,47%,,,,,
player,201910130min,min,ColqBr00,pos,P,,,,,
player,201910130min,min,ColqBr00,offense,0,,,,,
player,201910130min,min,ColqBr00,off_pct,0%,,,,,
player,201910130min,min,ColqBr00,defense,0,,,,,
player,201910130min,min,ColqBr00,def_pct,0%,,,,,
player,201910130min,min,ColqBr00,special_teams,10,,,,,
player,201910130min,min,ColqBr00,st_pct,33%,,,,,
player,201910130min,min,CuttAu00,pos,LS,,,,,
player,201910130min,min,CuttAu00,offense,0,,,,,
player,201910130min,min,CuttAu00,off_pct,0%,,,,,
player,201910130min,min,CuttAu00,defense,0,,,,,
player,201910130min,min,CuttAu00,def_pct,0%,,,,,
player,201910130min,min,CuttAu00,special_teams,10,,,,,
player,201910130min,min,CuttAu00,st_pct,33%,,,,,
player,201910130min,min,JoneBr04,pos,C,,,,,
player,201910130min,min,JoneBr04,offense,0,,,,,
player,201910130min,min,JoneBr04,off_pct,0%,,,,,
player,201910130min,min,JoneBr04,defense,0,,,,,
player,201910130min,min,JoneBr04,def_pct,0%,,,,,
player,201910130min,min,JoneBr04,special_teams,7,,,,,
player,201910130min,min,JoneBr04,st_pct,23%,,,,,
player,201910130min,phi,JohnLa01,pos,T,,,,,
player,201910130min,phi,JohnLa01,offense,65,,,,,
player,201910130min,phi,JohnLa01,off_pct,100%,,,,,
player,201910130min,phi,JohnLa01,defense,0,,,,,
player,201910130min,phi,JohnLa01,def_pct,0%,,,,,
player,201910130min,phi,JohnLa01,special_teams,5,,,,,
player,201910130min,phi,JohnLa01,st_pct,17%,,,,,
player,201910130min,phi,SeumIs00,pos,G,,,,,
player,201910130min,phi,SeumIs00,offense,65,,,,,
player,201910130min,phi,SeumIs00,off_pct,100%,,,,,
player,201910130min,phi,SeumIs00,defense,0,,,,,
player,201910130min,phi,SeumIs00,def_pct,0%,,,,,
player,201910130min,phi,SeumIs00,special_teams,5,,,,,
player,201910130min,phi,SeumIs00,st_pct,17%,,,,,
player,201910130min,phi,BrooBr00,pos,G,,,,,
player,201910130min,phi,BrooBr00,offense,65,,,,,
player,201910130min,phi,BrooBr00,off_pct,100%,,,,,
player,201910130min,phi,BrooBr00,defense,0,,,,,
player,201910130min,phi,BrooBr00,def_pct,0%,,,,,
player,201910130min,phi,BrooBr00,special_teams,5,,,,,
player,201910130min,phi,BrooBr00,st_pct,17%,,,,,
player,201910130min,phi,KelcJa00,pos,C,,,,,
player,201910130min,phi,KelcJa00,offense,65,,,,,
player,201910130min,phi,KelcJa00,off_pct,100%,,,,,
player,201910130min,phi,KelcJa00,defense,0,,,,,
player,201910130min,phi,KelcJa00,def_pct,0%,,,,,
player,201910130min,phi,KelcJa00,special_teams,0,,,,,
player,201910130min,phi,KelcJa00,st_pct,0%,,,,,
player,201910130min,phi,JeffAl00,pos,WR,,,,,
player,201910130min,phi,JeffAl00,offense,62,,,,,
player,201910130min,phi,JeffAl00,off_pct,95%,,,,,
player,201910130min,phi,JeffAl00,defense,0,,,,,
player,201910130min,phi,JeffAl00,def_pct,0%,,,,,
player,201910130min,phi,JeffAl00,special_teams,0,,,,,
player,201910130min,phi,JeffAl00,st_pct,0%,,,,,
player,201910130min,phi,WentCa00,pos,QB,,,,,
player,201910130min,phi,WentCa00,offense,61,,,,,
player,201910130min,phi,WentCa00,off_pct,94%,,,,,
player,201910130min,phi,WentCa00,defense,0,,,,,
player,201910130min,phi,WentCa00,def_pct,0%,,,,,
player,201910130min,phi,WentCa00,special_teams,0,,,,,
player,201910130min,phi,WentCa00,st_pct,0%,,,,,
player,201910130min,phi,AghoNe00,pos,WR,,,,,
player,201910130min,phi,AghoNe00,offense,56,,,,,
player,201910130min,phi,AghoNe00,off_pct,86%,,,,,
player,201910130min,phi,AghoNe00,defense,0,,,,,
player,201910130min,phi,AghoNe00,def_pct,0%,,,,,
player,201910130min,phi,AghoNe00,special_teams,0,,,,,
player,201910130min,phi,AghoNe00,st_pct,0%,,,,,
player,201910130min,phi,ErtzZa00,pos,TE,,,,,
player,201910130min,phi,ErtzZa00,offense,52,,,,,
player,201910130min,phi,ErtzZa00,off_pct,80%,,,,,
player,201910130min,phi,ErtzZa00,defense,0,,,,,
player,201910130min,phi,ErtzZa00,def_pct,0%,,,,,
player,201910130min,phi,ErtzZa00,special_teams,0,,,,,
player,201910130min,phi,ErtzZa00,st_pct,0%,,,,,
player,201910130min,phi,DillAn00,pos,T,,,,,
player,201910130min,phi,DillAn00,offense,47,,,,,
player,201910130min,phi,DillAn00,off_pct,72%,,,,,
player,201910130min,phi,DillAn00,defense,0,,,,,
player,201910130min,phi,DillAn00,def_pct,0%,,,,,
player,201910130min,phi,DillAn00,special_teams,5,,,,,
player,201910130min,phi,DillAn00,st_pct,17%,,,,,
player,201910130min,phi,GoedDa00,pos,TE,,,,,
player,201910130min,phi,GoedDa00,offense,46,,,,,
player,201910130min,phi,GoedDa00,off_pct,71%,,,,,
player,201910130min,phi,GoedDa00,defense,0,,,,,
player,201910130min,phi,GoedDa00,def_pct,0%,,,,,
player,201910130min,phi,GoedDa00,special_teams,15,,,,,
player,201910130min,phi,GoedDa00,st_pct,50%,,,,,
player,201910130min,phi,HowaJo00,pos,RB,,,,,
player,201910130min,phi,HowaJo00,offense,41,,,,,
player,201910130min,phi,HowaJo00,off_pct,63%,,,,,
player,201910130min,phi,HowaJo00,defense,0,,,,,
player,201910130min,phi,HowaJo00,def_pct,0%,,,,,
player,201910130min,phi,HowaJo00,special_teams,0,,,,,
player,201910130min,phi,HowaJo00,st_pct,0%,,,,,
player,201910130min,phi,HollMa00,pos,WR,,,,,
player,201910130min,phi,HollMa00,offense,39,,,,,
player,201910130min,phi,HollMa00,off_pct,60%,,,,,
player,201910130min,phi,HollMa00,defense,0,,,,,
player,201910130min,phi,HollMa00,def_pct,0%,,,,,
player,201910130min,phi,HollMa00,special_teams,0,,,,,
player,201910130min,phi,HollMa00,st_pct,0%,,,,,
player,201910130min,phi,SandMi01,pos,RB,,,,,
player,201910130min,phi,SandMi01,offense,19,,,,,
player,201910130min,phi,SandMi01,off_pct,29%,,,,,
player,201910130min,phi,SandMi01,defense,0,,,,,
player,201910130min,phi,SandMi01,def_pct,0%,,,,,
player,201910130min,phi,SandMi01,special_teams,7,,,,,
player,201910130min,phi,SandMi01,st_pct,23%,,,,,
player,201910130min,phi,PeteJa21,pos,T,,,,,
player,201910130min,phi,PeteJa21,offense,18,,,,,
player,201910130min,phi,PeteJa21,off_pct,28%,,,,,
player,201910130min,phi,PeteJa21,defense,0,,,,,
player,201910130min,phi,PeteJa21,def_pct,0%,,,,,
player,201910130min,phi,PeteJa21,special_teams,0,,,,,
player,201910130min,phi,PeteJa21,st_pct,0%,,,,,
player,201910130min,phi,ArceJJ00,pos,WR,,,,,
player,201910130min,phi,ArceJJ00,offense,5,,,,,
player,201910130min,phi,ArceJJ00,off_pct,8%,,,,,
player,201910130min,phi,ArceJJ00,defense,0,,,,,
player,201910130min,phi,ArceJJ00,def_pct,0%,,,,,
player,201910130min,phi,ArceJJ00,special_teams,3,,,,,
player,201910130min,phi,ArceJJ00,st_pct,10%,,,,,
player,201910130min,phi,ScotBo02,pos,RB,,,,,
player,201910130min,phi,ScotBo02,offense,4,,,,,
player,201910130min,phi,ScotBo02,off_pct,6%,,,,,
player,201910130min,phi,ScotBo02,defense,0,,,,,
player,201910130min,phi,ScotBo02,def_pct,0%,,,,,
player,201910130min,phi,ScotBo02,special_teams,3,,,,,
player,201910130min,phi,ScotBo02,st_pct,10%,,,,,
player,201910130min,phi,McCoJo01,pos,QB,,,,,
player,201910130min,phi,McCoJo01,offense,4,,,,,
player,201910130min,phi,McCoJo01,off_pct,6%,,,,,
player,201910130min,phi,McCoJo01,defense,0,,,,,
player,201910130min,phi,McCoJo01,def_pct,0%,,,,,
player,201910130min,phi,McCoJo01,special_teams,0,,,,,
player,201910130min,phi,McCoJo01,st_pct,0%,,,,,
player,201910130min,phi,VaitHa00,pos,T,,,,,
player,201910130min,phi,VaitHa00,offense,1,,,,,
player,201910130min,phi,VaitHa00,off_pct,2%,,,,,
player,201910130min,phi,VaitHa00,defense,0,,,,,
player,201910130min,phi,VaitHa00,def_pct,0%,,,,,
player,201910130min,phi,VaitHa00,special_teams,5,,,,,
player,201910130min,phi,VaitHa00,st_pct,17%,,,,,
player,201910130min,phi,McLeRo00,pos,FS,,,,,
player,201910130min,phi,McLeRo00,offense,0,,,,,
player,201910130min,phi,McLeRo00,off_pct,0%,,,,,
player,201910130min,phi,McLeRo00,defense,71,,,,,
player,201910130min,phi,McLeRo00,def_pct,100%,,,,,
player,201910130min,phi,McLeRo00,special_teams,8,,,,,
player,201910130min,phi,McLeRo00,st_pct,27%,,,,,
player,201910130min,phi,JenkMa99,pos,SS,,,,,
player,201910130min,phi,JenkMa99,offense,0,,,,,
player,201910130min,phi,JenkMa99,off_pct,0%,,,,,
player,201910130min,phi,JenkMa99,defense,71,,,,,
player,201910130min,phi,JenkMa99,def_pct,100%,,,,,
player,201910130min,phi,JenkMa99,special_teams,7,,,,,
player,201910130min,phi,JenkMa99,st_pct,23%,,,,,
player,201910130min,phi,DougRa00,pos,CB,,,,,
player,201910130min,phi,DougRa00,offense,0,,,,,
