game,2019,12,20191124,201911240was,det,"Detroit Lions",16,was,"Washington Redskins",19
player,201911240was,det,DaviJa01,tackles_loss,2,,,,,
player,201911240was,det,DaviJa01,qb_hits,2,,,,,
player,201911240was,det,DaviJa01,fumbles_rec,0,,,,,
player,201911240was,det,DaviJa01,fumbles_rec_yds,0,,,,,
player,201911240was,det,DaviJa01,fumbles_rec_td,0,,,,,
player,201911240was,det,DaviJa01,fumbles_forced,0,,,,,
player,201911240was,det,RobiAS00,def_int,0,,,,,
player,201911240was,det,RobiAS00,def_int_yds,0,,,,,
player,201911240was,det,RobiAS00,def_int_td,0,,,,,
player,201911240was,det,RobiAS00,def_int_long,0,,,,,
player,201911240was,det,RobiAS00,pass_defended,1,,,,,
player,201911240was,det,RobiAS00,sacks,1.0,,,,,
player,201911240was,det,RobiAS00,tackles_combined,4,,,,,
player,201911240was,det,RobiAS00,tackles_solo,4,,,,,
player,201911240was,det,RobiAS00,tackles_assists,0,,,,,
player,201911240was,det,RobiAS00,tackles_loss,1,,,,,
player,201911240was,det,RobiAS00,qb_hits,1,,,,,
player,201911240was,det,RobiAS00,fumbles_rec,0,,,,,
player,201911240was,det,RobiAS00,fumbles_rec_yds,0,,,,,
player,201911240was,det,RobiAS00,fumbles_rec_td,0,,,,,
player,201911240was,det,RobiAS00,fumbles_forced,0,,,,,
player,201911240was,det,KennDe00,def_int,0,,,,,
player,201911240was,det,KennDe00,def_int_yds,0,,,,,
player,201911240was,det,KennDe00,def_int_td,0,,,,,
player,201911240was,det,KennDe00,def_int_long,0,,,,,
player,201911240was,det,KennDe00,pass_defended,0,,,,,
player,201911240was,det,KennDe00,sacks,1.0,,,,,
player,201911240was,det,KennDe00,tackles_combined,2,,,,,
player,201911240was,det,KennDe00,tackles_solo,2,,,,,
player,201911240was,det,KennDe00,tackles_assists,0,,,,,
player,201911240was,det,KennDe00,tackles_loss,0,,,,,
player,201911240was,det,KennDe00,qb_hits,0,,,,,
player,201911240was,det,KennDe00,fumbles_rec,0,,,,,
player,201911240was,det,KennDe00,fumbles_rec_yds,0,,,,,
player,201911240was,det,KennDe00,fumbles_rec_td,0,,,,,
player,201911240was,det,KennDe00,fumbles_forced,1,,,,,
player,201911240was,det,WilsTa00,def_int,0,,,,,
player,201911240was,det,WilsTa00,def_int_yds,0,,,,,
player,201911240was,det,WilsTa00,def_int_td,0,,,,,
player,201911240was,det,WilsTa00,def_int_long,0,,,,,
player,201911240was,det,WilsTa00,pass_defended,0,,,,,
player,201911240was,det,WilsTa00,sacks,0.0,,,,,
player,201911240was,det,WilsTa00,tackles_combined,8,,,,,
player,201911240was,det,WilsTa00,tackles_solo,3,,,,,
player,201911240was,det,WilsTa00,tackles_assists,5,,,,,
player,201911240was,det,WilsTa00,tackles_loss,0,,,,,
player,201911240was,det,WilsTa00,qb_hits,0,,,,,
player,201911240was,det,WilsTa00,fumbles_rec,1,,,,,
player,201911240was,det,WilsTa00,fumbles_rec_yds,14,,,,,
player,201911240was,det,WilsTa00,fumbles_rec_td,0,,,,,
player,201911240was,det,WilsTa00,fumbles_forced,0,,,,,
player,201911240was,det,OkwaRo01,def_int,0,,,,,
player,201911240was,det,OkwaRo01,def_int_yds,0,,,,,
player,201911240was,det,OkwaRo01,def_int_td,0,,,,,
player,201911240was,det,OkwaRo01,def_int_long,0,,,,,
player,201911240was,det,OkwaRo01,pass_defended,0,,,,,
player,201911240was,det,OkwaRo01,sacks,0.0,,,,,
player,201911240was,det,OkwaRo01,tackles_combined,5,,,,,
player,201911240was,det,OkwaRo01,tackles_solo,5,,,,,
player,201911240was,det,OkwaRo01,tackles_assists,0,,,,,
player,201911240was,det,OkwaRo01,tackles_loss,0,,,,,
player,201911240was,det,OkwaRo01,qb_hits,0,,,,,
player,201911240was,det,OkwaRo01,fumbles_rec,0,,,,,
player,201911240was,det,OkwaRo01,fumbles_rec_yds,0,,,,,
player,201911240was,det,OkwaRo01,fumbles_rec_td,0,,,,,
player,201911240was,det,OkwaRo01,fumbles_forced,0,,,,,
player,201911240was,det,HarrWi02,def_int,0,,,,,
player,201911240was,det,HarrWi02,def_int_yds,0,,,,,
player,201911240was,det,HarrWi02,def_int_td,0,,,,,
player,201911240was,det,HarrWi02,def_int_long,0,,,,,
player,201911240was,det,HarrWi02,pass_defended,1,,,,,
player,201911240was,det,HarrWi02,sacks,0.0,,,,,
player,201911240was,det,HarrWi02,tackles_combined,4,,,,,
player,201911240was,det,HarrWi02,tackles_solo,3,,,,,
player,201911240was,det,HarrWi02,tackles_assists,1,,,,,
player,201911240was,det,HarrWi02,tackles_loss,0,,,,,
player,201911240was,det,HarrWi02,qb_hits,0,,,,,
player,201911240was,det,HarrWi02,fumbles_rec,0,,,,,
player,201911240was,det,HarrWi02,fumbles_rec_yds,0,,,,,
player,201911240was,det,HarrWi02,fumbles_rec_td,0,,,,,
player,201911240was,det,HarrWi02,fumbles_forced,0,,,,,
player,201911240was,det,SlayDa00,def_int,0,,,,,
player,201911240was,det,SlayDa00,def_int_yds,0,,,,,
player,201911240was,det,SlayDa00,def_int_td,0,,,,,
player,201911240was,det,SlayDa00,def_int_long,0,,,,,
player,201911240was,det,SlayDa00,pass_defended,2,,,,,
player,201911240was,det,SlayDa00,sacks,0.0,,,,,
player,201911240was,det,SlayDa00,tackles_combined,3,,,,,
player,201911240was,det,SlayDa00,tackles_solo,3,,,,,
player,201911240was,det,SlayDa00,tackles_assists,0,,,,,
player,201911240was,det,SlayDa00,tackles_loss,0,,,,,
player,201911240was,det,SlayDa00,qb_hits,0,,,,,
player,201911240was,det,SlayDa00,fumbles_rec,0,,,,,
player,201911240was,det,SlayDa00,fumbles_rec_yds,0,,,,,
player,201911240was,det,SlayDa00,fumbles_rec_td,0,,,,,
player,201911240was,det,SlayDa00,fumbles_forced,0,,,,,
player,201911240was,det,AtkiJo01,def_int,0,,,,,
player,201911240was,det,AtkiJo01,def_int_yds,0,,,,,
player,201911240was,det,AtkiJo01,def_int_td,0,,,,,
player,201911240was,det,AtkiJo01,def_int_long,0,,,,,
player,201911240was,det,AtkiJo01,pass_defended,0,,,,,
player,201911240was,det,AtkiJo01,sacks,0.0,,,,,
player,201911240was,det,AtkiJo01,tackles_combined,2,,,,,
player,201911240was,det,AtkiJo01,tackles_solo,1,,,,,
player,201911240was,det,AtkiJo01,tackles_assists,1,,,,,
player,201911240was,det,AtkiJo01,tackles_loss,0,,,,,
player,201911240was,det,AtkiJo01,qb_hits,0,,,,,
player,201911240was,det,AtkiJo01,fumbles_rec,0,,,,,
player,201911240was,det,AtkiJo01,fumbles_rec_yds,0,,,,,
player,201911240was,det,AtkiJo01,fumbles_rec_td,0,,,,,
player,201911240was,det,AtkiJo01,fumbles_forced,0,,,,,
player,201911240was,det,JoneCh05,def_int,0,,,,,
player,201911240was,det,JoneCh05,def_int_yds,0,,,,,
player,201911240was,det,JoneCh05,def_int_td,0,,,,,
player,201911240was,det,JoneCh05,def_int_long,0,,,,,
player,201911240was,det,JoneCh05,pass_defended,0,,,,,
player,201911240was,det,JoneCh05,sacks,0.0,,,,,
player,201911240was,det,JoneCh05,tackles_combined,2,,,,,
player,201911240was,det,JoneCh05,tackles_solo,0,,,,,
player,201911240was,det,JoneCh05,tackles_assists,2,,,,,
player,201911240was,det,JoneCh05,tackles_loss,0,,,,,
player,201911240was,det,JoneCh05,qb_hits,0,,,,,
player,201911240was,det,JoneCh05,fumbles_rec,0,,,,,
player,201911240was,det,JoneCh05,fumbles_rec_yds,0,,,,,
player,201911240was,det,JoneCh05,fumbles_rec_td,0,,,,,
player,201911240was,det,JoneCh05,fumbles_forced,0,,,,,
player,201911240was,det,TavaJa00,def_int,0,,,,,
player,201911240was,det,TavaJa00,def_int_yds,0,,,,,
player,201911240was,det,TavaJa00,def_int_td,0,,,,,
player,201911240was,det,TavaJa00,def_int_long,0,,,,,
player,201911240was,det,TavaJa00,pass_defended,0,,,,,
player,201911240was,det,TavaJa00,sacks,0.0,,,,,
player,201911240was,det,TavaJa00,tackles_combined,2,,,,,
player,201911240was,det,TavaJa00,tackles_solo,2,,,,,
player,201911240was,det,TavaJa00,tackles_assists,0,,,,,
player,201911240was,det,TavaJa00,tackles_loss,1,,,,,
player,201911240was,det,TavaJa00,qb_hits,0,,,,,
player,201911240was,det,TavaJa00,fumbles_rec,0,,,,,
player,201911240was,det,TavaJa00,fumbles_rec_yds,0,,,,,
player,201911240was,det,TavaJa00,fumbles_rec_td,0,,,,,
player,201911240was,det,TavaJa00,fumbles_forced,0,,,,,
player,201911240was,det,ColeJu01,def_int,0,,,,,
player,201911240was,det,ColeJu01,def_int_yds,0,,,,,
player,201911240was,det,ColeJu01,def_int_td,0,,,,,
player,201911240was,det,ColeJu01,def_int_long,0,,,,,
player,201911240was,det,ColeJu01,pass_defended,0,,,,,
player,201911240was,det,ColeJu01,sacks,0.0,,,,,
player,201911240was,det,ColeJu01,tackles_combined,1,,,,,
player,201911240was,det,ColeJu01,tackles_solo,0,,,,,
player,201911240was,det,ColeJu01,tackles_assists,1,,,,,
player,201911240was,det,ColeJu01,tackles_loss,0,,,,,
player,201911240was,det,ColeJu01,qb_hits,1,,,,,
player,201911240was,det,ColeJu01,fumbles_rec,0,,,,,
player,201911240was,det,ColeJu01,fumbles_rec_yds,0,,,,,
player,201911240was,det,ColeJu01,fumbles_rec_td,0,,,,,
player,201911240was,det,ColeJu01,fumbles_forced,0,,,,,
player,201911240was,det,HarrDa03,def_int,0,,,,,
player,201911240was,det,HarrDa03,def_int_yds,0,,,,,
player,201911240was,det,HarrDa03,def_int_td,0,,,,,
player,201911240was,det,HarrDa03,def_int_long,0,,,,,
player,201911240was,det,HarrDa03,pass_defended,0,,,,,
player,201911240was,det,HarrDa03,sacks,0.0,,,,,
player,201911240was,det,HarrDa03,tackles_combined,1,,,,,
player,201911240was,det,HarrDa03,tackles_solo,1,,,,,
player,201911240was,det,HarrDa03,tackles_assists,0,,,,,
player,201911240was,det,HarrDa03,tackles_loss,0,,,,,
player,201911240was,det,HarrDa03,qb_hits,0,,,,,
player,201911240was,det,HarrDa03,fumbles_rec,0,,,,,
player,201911240was,det,HarrDa03,fumbles_rec_yds,0,,,,,
player,201911240was,det,HarrDa03,fumbles_rec_td,0,,,,,
player,201911240was,det,HarrDa03,fumbles_forced,0,,,,,
player,201911240was,det,BryaAu00,def_int,0,,,,,
player,201911240was,det,BryaAu00,def_int_yds,0,,,,,
player,201911240was,det,BryaAu00,def_int_td,0,,,,,
player,201911240was,det,BryaAu00,def_int_long,0,,,,,
player,201911240was,det,BryaAu00,pass_defended,0,,,,,
player,201911240was,det,BryaAu00,sacks,0.0,,,,,
player,201911240was,det,BryaAu00,tackles_combined,0,,,,,
player,201911240was,det,BryaAu00,tackles_solo,0,,,,,
player,201911240was,det,BryaAu00,tackles_assists,0,,,,,
player,201911240was,det,BryaAu00,tackles_loss,0,,,,,
player,201911240was,det,BryaAu00,qb_hits,1,,,,,
player,201911240was,det,BryaAu00,fumbles_rec,0,,,,,
player,201911240was,det,BryaAu00,fumbles_rec_yds,0,,,,,
player,201911240was,det,BryaAu00,fumbles_rec_td,0,,,,,
player,201911240was,det,BryaAu00,fumbles_forced,0,,,,,
player,201911240was,det,GlasGr00,def_int,0,,,,,
player,201911240was,det,GlasGr00,def_int_yds,0,,,,,
player,201911240was,det,GlasGr00,def_int_td,0,,,,,
player,201911240was,det,GlasGr00,def_int_long,0,,,,,
player,201911240was,det,GlasGr00,pass_defended,0,,,,,
player,201911240was,det,GlasGr00,sacks,0.0,,,,,
player,201911240was,det,GlasGr00,tackles_combined,0,,,,,
player,201911240was,det,GlasGr00,tackles_solo,0,,,,,
player,201911240was,det,GlasGr00,tackles_assists,0,,,,,
player,201911240was,det,GlasGr00,tackles_loss,0,,,,,
player,201911240was,det,GlasGr00,qb_hits,0,,,,,
player,201911240was,det,GlasGr00,fumbles_rec,1,,,,,
player,201911240was,det,GlasGr00,fumbles_rec_yds,0,,,,,
player,201911240was,det,GlasGr00,fumbles_rec_td,0,,,,,
player,201911240was,det,GlasGr00,fumbles_forced,0,,,,,
player,201911240was,was,MoreFa00,def_int,2,,,,,
player,201911240was,was,MoreFa00,def_int_yds,6,,,,,
player,201911240was,was,MoreFa00,def_int_td,0,,,,,
player,201911240was,was,MoreFa00,def_int_long,6,,,,,
player,201911240was,was,MoreFa00,pass_defended,2,,,,,
player,201911240was,was,MoreFa00,sacks,0.0,,,,,
player,201911240was,was,MoreFa00,tackles_combined,6,,,,,
player,201911240was,was,MoreFa00,tackles_solo,5,,,,,
player,201911240was,was,MoreFa00,tackles_assists,1,,,,,
player,201911240was,was,MoreFa00,tackles_loss,0,,,,,
player,201911240was,was,MoreFa00,qb_hits,0,,,,,
player,201911240was,was,MoreFa00,fumbles_rec,0,,,,,
player,201911240was,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201911240was,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201911240was,was,MoreFa00,fumbles_forced,0,,,,,
player,201911240was,was,DunbQu00,def_int,1,,,,,
player,201911240was,was,DunbQu00,def_int_yds,0,,,,,
player,201911240was,was,DunbQu00,def_int_td,0,,,,,
player,201911240was,was,DunbQu00,def_int_long,0,,,,,
player,201911240was,was,DunbQu00,pass_defended,1,,,,,
player,201911240was,was,DunbQu00,sacks,0.0,,,,,
player,201911240was,was,DunbQu00,tackles_combined,4,,,,,
player,201911240was,was,DunbQu00,tackles_solo,3,,,,,
player,201911240was,was,DunbQu00,tackles_assists,1,,,,,
player,201911240was,was,DunbQu00,tackles_loss,0,,,,,
player,201911240was,was,DunbQu00,qb_hits,0,,,,,
player,201911240was,was,DunbQu00,fumbles_rec,0,,,,,
player,201911240was,was,DunbQu00,fumbles_rec_yds,0,,,,,
player,201911240was,was,DunbQu00,fumbles_rec_td,0,,,,,
player,201911240was,was,DunbQu00,fumbles_forced,0,,,,,
player,201911240was,was,HolcCo00,def_int,0,,,,,
player,201911240was,was,HolcCo00,def_int_yds,0,,,,,
player,201911240was,was,HolcCo00,def_int_td,0,,,,,
player,201911240was,was,HolcCo00,def_int_long,0,,,,,
player,201911240was,was,HolcCo00,pass_defended,0,,,,,
player,201911240was,was,HolcCo00,sacks,1.0,,,,,
player,201911240was,was,HolcCo00,tackles_combined,13,,,,,
player,201911240was,was,HolcCo00,tackles_solo,7,,,,,
player,201911240was,was,HolcCo00,tackles_assists,6,,,,,
player,201911240was,was,HolcCo00,tackles_loss,1,,,,,
player,201911240was,was,HolcCo00,qb_hits,2,,,,,
player,201911240was,was,HolcCo00,fumbles_rec,0,,,,,
player,201911240was,was,HolcCo00,fumbles_rec_yds,0,,,,,
player,201911240was,was,HolcCo00,fumbles_rec_td,0,,,,,
player,201911240was,was,HolcCo00,fumbles_forced,0,,,,,
player,201911240was,was,AndeRy00,def_int,0,,,,,
player,201911240was,was,AndeRy00,def_int_yds,0,,,,,
player,201911240was,was,AndeRy00,def_int_td,0,,,,,
player,201911240was,was,AndeRy00,def_int_long,0,,,,,
player,201911240was,was,AndeRy00,pass_defended,0,,,,,
player,201911240was,was,AndeRy00,sacks,1.0,,,,,
player,201911240was,was,AndeRy00,tackles_combined,6,,,,,
player,201911240was,was,AndeRy00,tackles_solo,6,,,,,
player,201911240was,was,AndeRy00,tackles_assists,0,,,,,
player,201911240was,was,AndeRy00,tackles_loss,1,,,,,
player,201911240was,was,AndeRy00,qb_hits,1,,,,,
player,201911240was,was,AndeRy00,fumbles_rec,0,,,,,
player,201911240was,was,AndeRy00,fumbles_rec_yds,0,,,,,
player,201911240was,was,AndeRy00,fumbles_rec_td,0,,,,,
player,201911240was,was,AndeRy00,fumbles_forced,0,,,,,
player,201911240was,was,DionSh00,def_int,0,,,,,
player,201911240was,was,DionSh00,def_int_yds,0,,,,,
player,201911240was,was,DionSh00,def_int_td,0,,,,,
player,201911240was,was,DionSh00,def_int_long,0,,,,,
player,201911240was,was,DionSh00,pass_defended,0,,,,,
player,201911240was,was,DionSh00,sacks,1.0,,,,,
player,201911240was,was,DionSh00,tackles_combined,6,,,,,
player,201911240was,was,DionSh00,tackles_solo,3,,,,,
player,201911240was,was,DionSh00,tackles_assists,3,,,,,
player,201911240was,was,DionSh00,tackles_loss,0,,,,,
player,201911240was,was,DionSh00,qb_hits,1,,,,,
player,201911240was,was,DionSh00,fumbles_rec,0,,,,,
player,201911240was,was,DionSh00,fumbles_rec_yds,0,,,,,
player,201911240was,was,DionSh00,fumbles_rec_td,0,,,,,
player,201911240was,was,DionSh00,fumbles_forced,0,,,,,
player,201911240was,was,IoanMa01,def_int,0,,,,,
player,201911240was,was,IoanMa01,def_int_yds,0,,,,,
player,201911240was,was,IoanMa01,def_int_td,0,,,,,
player,201911240was,was,IoanMa01,def_int_long,0,,,,,
player,201911240was,was,IoanMa01,pass_defended,0,,,,,
player,201911240was,was,IoanMa01,sacks,1.0,,,,,
player,201911240was,was,IoanMa01,tackles_combined,2,,,,,
player,201911240was,was,IoanMa01,tackles_solo,1,,,,,
player,201911240was,was,IoanMa01,tackles_assists,1,,,,,
player,201911240was,was,IoanMa01,tackles_loss,1,,,,,
player,201911240was,was,IoanMa01,qb_hits,2,,,,,
player,201911240was,was,IoanMa01,fumbles_rec,0,,,,,
player,201911240was,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201911240was,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201911240was,was,IoanMa01,fumbles_forced,0,,,,,
player,201911240was,was,SweaMo00,def_int,0,,,,,
player,201911240was,was,SweaMo00,def_int_yds,0,,,,,
player,201911240was,was,SweaMo00,def_int_td,0,,,,,
player,201911240was,was,SweaMo00,def_int_long,0,,,,,
player,201911240was,was,SweaMo00,pass_defended,1,,,,,
player,201911240was,was,SweaMo00,sacks,1.0,,,,,
player,201911240was,was,SweaMo00,tackles_combined,1,,,,,
player,201911240was,was,SweaMo00,tackles_solo,1,,,,,
player,201911240was,was,SweaMo00,tackles_assists,0,,,,,
player,201911240was,was,SweaMo00,tackles_loss,0,,,,,
player,201911240was,was,SweaMo00,qb_hits,1,,,,,
player,201911240was,was,SweaMo00,fumbles_rec,0,,,,,
player,201911240was,was,SweaMo00,fumbles_rec_yds,0,,,,,
player,201911240was,was,SweaMo00,fumbles_rec_td,0,,,,,
player,201911240was,was,SweaMo00,fumbles_forced,1,,,,,
player,201911240was,was,AlleJo01,def_int,0,,,,,
player,201911240was,was,AlleJo01,def_int_yds,0,,,,,
player,201911240was,was,AlleJo01,def_int_td,0,,,,,
player,201911240was,was,AlleJo01,def_int_long,0,,,,,
player,201911240was,was,AlleJo01,pass_defended,0,,,,,
player,201911240was,was,AlleJo01,sacks,0.5,,,,,
player,201911240was,was,AlleJo01,tackles_combined,5,,,,,
player,201911240was,was,AlleJo01,tackles_solo,3,,,,,
player,201911240was,was,AlleJo01,tackles_assists,2,,,,,
player,201911240was,was,AlleJo01,tackles_loss,0,,,,,
player,201911240was,was,AlleJo01,qb_hits,1,,,,,
player,201911240was,was,AlleJo01,fumbles_rec,0,,,,,
player,201911240was,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201911240was,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201911240was,was,AlleJo01,fumbles_forced,1,,,,,
player,201911240was,was,KerrRy00,def_int,0,,,,,
player,201911240was,was,KerrRy00,def_int_yds,0,,,,,
player,201911240was,was,KerrRy00,def_int_td,0,,,,,
player,201911240was,was,KerrRy00,def_int_long,0,,,,,
player,201911240was,was,KerrRy00,pass_defended,0,,,,,
player,201911240was,was,KerrRy00,sacks,0.5,,,,,
player,201911240was,was,KerrRy00,tackles_combined,4,,,,,
player,201911240was,was,KerrRy00,tackles_solo,2,,,,,
player,201911240was,was,KerrRy00,tackles_assists,2,,,,,
player,201911240was,was,KerrRy00,tackles_loss,0,,,,,
player,201911240was,was,KerrRy00,qb_hits,3,,,,,
player,201911240was,was,KerrRy00,fumbles_rec,0,,,,,
player,201911240was,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201911240was,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201911240was,was,KerrRy00,fumbles_forced,0,,,,,
player,201911240was,was,CollLa00,def_int,0,,,,,
player,201911240was,was,CollLa00,def_int_yds,0,,,,,
player,201911240was,was,CollLa00,def_int_td,0,,,,,
player,201911240was,was,CollLa00,def_int_long,0,,,,,
player,201911240was,was,CollLa00,pass_defended,0,,,,,
player,201911240was,was,CollLa00,sacks,0.0,,,,,
player,201911240was,was,CollLa00,tackles_combined,10,,,,,
player,201911240was,was,CollLa00,tackles_solo,8,,,,,
player,201911240was,was,CollLa00,tackles_assists,2,,,,,
player,201911240was,was,CollLa00,tackles_loss,2,,,,,
player,201911240was,was,CollLa00,qb_hits,0,,,,,
player,201911240was,was,CollLa00,fumbles_rec,0,,,,,
player,201911240was,was,CollLa00,fumbles_rec_yds,0,,,,,
player,201911240was,was,CollLa00,fumbles_rec_td,0,,,,,
player,201911240was,was,CollLa00,fumbles_forced,0,,,,,
player,201911240was,was,MoreJi00,def_int,0,,,,,
player,201911240was,was,MoreJi00,def_int_yds,0,,,,,
player,201911240was,was,MoreJi00,def_int_td,0,,,,,
player,201911240was,was,MoreJi00,def_int_long,0,,,,,
player,201911240was,was,MoreJi00,pass_defended,1,,,,,
player,201911240was,was,MoreJi00,sacks,0.0,,,,,
player,201911240was,was,MoreJi00,tackles_combined,6,,,,,
player,201911240was,was,MoreJi00,tackles_solo,5,,,,,
player,201911240was,was,MoreJi00,tackles_assists,1,,,,,
player,201911240was,was,MoreJi00,tackles_loss,0,,,,,
player,201911240was,was,MoreJi00,qb_hits,0,,,,,
player,201911240was,was,MoreJi00,fumbles_rec,0,,,,,
player,201911240was,was,MoreJi00,fumbles_rec_yds,0,,,,,
player,201911240was,was,MoreJi00,fumbles_rec_td,0,,,,,
player,201911240was,was,MoreJi00,fumbles_forced,0,,,,,
player,201911240was,was,BostJo00,def_int,0,,,,,
player,201911240was,was,BostJo00,def_int_yds,0,,,,,
player,201911240was,was,BostJo00,def_int_td,0,,,,,
player,201911240was,was,BostJo00,def_int_long,0,,,,,
player,201911240was,was,BostJo00,pass_defended,0,,,,,
player,201911240was,was,BostJo00,sacks,0.0,,,,,
player,201911240was,was,BostJo00,tackles_combined,4,,,,,
player,201911240was,was,BostJo00,tackles_solo,2,,,,,
player,201911240was,was,BostJo00,tackles_assists,2,,,,,
player,201911240was,was,BostJo00,tackles_loss,1,,,,,
player,201911240was,was,BostJo00,qb_hits,2,,,,,
player,201911240was,was,BostJo00,fumbles_rec,0,,,,,
player,201911240was,was,BostJo00,fumbles_rec_yds,0,,,,,
player,201911240was,was,BostJo00,fumbles_rec_td,0,,,,,
player,201911240was,was,BostJo00,fumbles_forced,0,,,,,
player,201911240was,was,NichMo00,def_int,0,,,,,
player,201911240was,was,NichMo00,def_int_yds,0,,,,,
player,201911240was,was,NichMo00,def_int_td,0,,,,,
player,201911240was,was,NichMo00,def_int_long,0,,,,,
player,201911240was,was,NichMo00,pass_defended,0,,,,,
player,201911240was,was,NichMo00,sacks,0.0,,,,,
player,201911240was,was,NichMo00,tackles_combined,4,,,,,
player,201911240was,was,NichMo00,tackles_solo,2,,,,,
player,201911240was,was,NichMo00,tackles_assists,2,,,,,
player,201911240was,was,NichMo00,tackles_loss,0,,,,,
player,201911240was,was,NichMo00,qb_hits,0,,,,,
player,201911240was,was,NichMo00,fumbles_rec,1,,,,,
player,201911240was,was,NichMo00,fumbles_rec_yds,0,,,,,
player,201911240was,was,NichMo00,fumbles_rec_td,0,,,,,
player,201911240was,was,NichMo00,fumbles_forced,0,,,,,
player,201911240was,was,BeexRy00,def_int,0,,,,,
player,201911240was,was,BeexRy00,def_int_yds,0,,,,,
player,201911240was,was,BeexRy00,def_int_td,0,,,,,
player,201911240was,was,BeexRy00,def_int_long,0,,,,,
player,201911240was,was,BeexRy00,pass_defended,0,,,,,
player,201911240was,was,BeexRy00,sacks,0.0,,,,,
player,201911240was,was,BeexRy00,tackles_combined,1,,,,,
player,201911240was,was,BeexRy00,tackles_solo,0,,,,,
player,201911240was,was,BeexRy00,tackles_assists,1,,,,,
player,201911240was,was,BeexRy00,tackles_loss,0,,,,,
player,201911240was,was,BeexRy00,qb_hits,0,,,,,
player,201911240was,was,BeexRy00,fumbles_rec,0,,,,,
player,201911240was,was,BeexRy00,fumbles_rec_yds,0,,,,,
player,201911240was,was,BeexRy00,fumbles_rec_td,0,,,,,
player,201911240was,was,BeexRy00,fumbles_forced,0,,,,,
player,201911240was,was,EverDe01,def_int,0,,,,,
player,201911240was,was,EverDe01,def_int_yds,0,,,,,
player,201911240was,was,EverDe01,def_int_td,0,,,,,
player,201911240was,was,EverDe01,def_int_long,0,,,,,
player,201911240was,was,EverDe01,pass_defended,0,,,,,
player,201911240was,was,EverDe01,sacks,0.0,,,,,
player,201911240was,was,EverDe01,tackles_combined,1,,,,,
player,201911240was,was,EverDe01,tackles_solo,0,,,,,
player,201911240was,was,EverDe01,tackles_assists,1,,,,,
player,201911240was,was,EverDe01,tackles_loss,0,,,,,
player,201911240was,was,EverDe01,qb_hits,0,,,,,
player,201911240was,was,EverDe01,fumbles_rec,0,,,,,
player,201911240was,was,EverDe01,fumbles_rec_yds,0,,,,,
player,201911240was,was,EverDe01,fumbles_rec_td,0,,,,,
player,201911240was,was,EverDe01,fumbles_forced,0,,,,,
player,201911240was,was,SettTi00,def_int,0,,,,,
player,201911240was,was,SettTi00,def_int_yds,0,,,,,
player,201911240was,was,SettTi00,def_int_td,0,,,,,
player,201911240was,was,SettTi00,def_int_long,0,,,,,
player,201911240was,was,SettTi00,pass_defended,0,,,,,
player,201911240was,was,SettTi00,sacks,0.0,,,,,
player,201911240was,was,SettTi00,tackles_combined,1,,,,,
player,201911240was,was,SettTi00,tackles_solo,1,,,,,
player,201911240was,was,SettTi00,tackles_assists,0,,,,,
player,201911240was,was,SettTi00,tackles_loss,0,,,,,
player,201911240was,was,SettTi00,qb_hits,0,,,,,
player,201911240was,was,SettTi00,fumbles_rec,0,,,,,
player,201911240was,was,SettTi00,fumbles_rec_yds,0,,,,,
player,201911240was,was,SettTi00,fumbles_rec_td,0,,,,,
player,201911240was,was,SettTi00,fumbles_forced,0,,,,,
player,201911240was,was,PhilCa00,def_int,0,,,,,
player,201911240was,was,PhilCa00,def_int_yds,0,,,,,
player,201911240was,was,PhilCa00,def_int_td,0,,,,,
player,201911240was,was,PhilCa00,def_int_long,0,,,,,
player,201911240was,was,PhilCa00,pass_defended,0,,,,,
player,201911240was,was,PhilCa00,sacks,0.0,,,,,
player,201911240was,was,PhilCa00,tackles_combined,0,,,,,
player,201911240was,was,PhilCa00,tackles_solo,0,,,,,
player,201911240was,was,PhilCa00,tackles_assists,0,,,,,
player,201911240was,was,PhilCa00,tackles_loss,0,,,,,
player,201911240was,was,PhilCa00,qb_hits,1,,,,,
player,201911240was,was,PhilCa00,fumbles_rec,0,,,,,
player,201911240was,was,PhilCa00,fumbles_rec_yds,0,,,,,
player,201911240was,was,PhilCa00,fumbles_rec_td,0,,,,,
player,201911240was,was,PhilCa00,fumbles_forced,0,,,,,
player,201911240was,det,AmenDa00,kick_ret,0,,,,,
player,201911240was,det,AmenDa00,kick_ret_yds,0,,,,,
player,201911240was,det,AmenDa00,kick_ret_yds_per_ret,,,,,,
player,201911240was,det,AmenDa00,kick_ret_td,0,,,,,
player,201911240was,det,AmenDa00,kick_ret_long,0,,,,,
player,201911240was,det,AmenDa00,punt_ret,2,,,,,
player,201911240was,det,AmenDa00,punt_ret_yds,15,,,,,
player,201911240was,det,AmenDa00,punt_ret_yds_per_ret,7.5,,,,,
player,201911240was,det,AmenDa00,punt_ret_td,0,,,,,
