game,2019,14,20191208,201912080crd,pit,"Pittsburgh Steelers",23,crd,"Arizona Cardinals",17
player,201912080crd,pit,HadeJo99,qb_hits,0,,,,,
player,201912080crd,pit,HadeJo99,fumbles_rec,0,,,,,
player,201912080crd,pit,HadeJo99,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,HadeJo99,fumbles_rec_td,0,,,,,
player,201912080crd,pit,HadeJo99,fumbles_forced,0,,,,,
player,201912080crd,pit,WattT.00,def_int,1,,,,,
player,201912080crd,pit,WattT.00,def_int_yds,0,,,,,
player,201912080crd,pit,WattT.00,def_int_td,0,,,,,
player,201912080crd,pit,WattT.00,def_int_long,0,,,,,
player,201912080crd,pit,WattT.00,pass_defended,1,,,,,
player,201912080crd,pit,WattT.00,sacks,0.0,,,,,
player,201912080crd,pit,WattT.00,tackles_combined,2,,,,,
player,201912080crd,pit,WattT.00,tackles_solo,1,,,,,
player,201912080crd,pit,WattT.00,tackles_assists,1,,,,,
player,201912080crd,pit,WattT.00,tackles_loss,1,,,,,
player,201912080crd,pit,WattT.00,qb_hits,1,,,,,
player,201912080crd,pit,WattT.00,fumbles_rec,0,,,,,
player,201912080crd,pit,WattT.00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,WattT.00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,WattT.00,fumbles_forced,0,,,,,
player,201912080crd,pit,BarrMa00,def_int,0,,,,,
player,201912080crd,pit,BarrMa00,def_int_yds,0,,,,,
player,201912080crd,pit,BarrMa00,def_int_td,0,,,,,
player,201912080crd,pit,BarrMa00,def_int_long,0,,,,,
player,201912080crd,pit,BarrMa00,pass_defended,0,,,,,
player,201912080crd,pit,BarrMa00,sacks,1.0,,,,,
player,201912080crd,pit,BarrMa00,tackles_combined,7,,,,,
player,201912080crd,pit,BarrMa00,tackles_solo,6,,,,,
player,201912080crd,pit,BarrMa00,tackles_assists,1,,,,,
player,201912080crd,pit,BarrMa00,tackles_loss,1,,,,,
player,201912080crd,pit,BarrMa00,qb_hits,1,,,,,
player,201912080crd,pit,BarrMa00,fumbles_rec,0,,,,,
player,201912080crd,pit,BarrMa00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,BarrMa00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,BarrMa00,fumbles_forced,0,,,,,
player,201912080crd,pit,DuprAl00,def_int,0,,,,,
player,201912080crd,pit,DuprAl00,def_int_yds,0,,,,,
player,201912080crd,pit,DuprAl00,def_int_td,0,,,,,
player,201912080crd,pit,DuprAl00,def_int_long,0,,,,,
player,201912080crd,pit,DuprAl00,pass_defended,0,,,,,
player,201912080crd,pit,DuprAl00,sacks,1.0,,,,,
player,201912080crd,pit,DuprAl00,tackles_combined,5,,,,,
player,201912080crd,pit,DuprAl00,tackles_solo,4,,,,,
player,201912080crd,pit,DuprAl00,tackles_assists,1,,,,,
player,201912080crd,pit,DuprAl00,tackles_loss,3,,,,,
player,201912080crd,pit,DuprAl00,qb_hits,1,,,,,
player,201912080crd,pit,DuprAl00,fumbles_rec,0,,,,,
player,201912080crd,pit,DuprAl00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,DuprAl00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,DuprAl00,fumbles_forced,0,,,,,
player,201912080crd,pit,WillVi01,def_int,0,,,,,
player,201912080crd,pit,WillVi01,def_int_yds,0,,,,,
player,201912080crd,pit,WillVi01,def_int_td,0,,,,,
player,201912080crd,pit,WillVi01,def_int_long,0,,,,,
player,201912080crd,pit,WillVi01,pass_defended,0,,,,,
player,201912080crd,pit,WillVi01,sacks,1.0,,,,,
player,201912080crd,pit,WillVi01,tackles_combined,4,,,,,
player,201912080crd,pit,WillVi01,tackles_solo,2,,,,,
player,201912080crd,pit,WillVi01,tackles_assists,2,,,,,
player,201912080crd,pit,WillVi01,tackles_loss,1,,,,,
player,201912080crd,pit,WillVi01,qb_hits,1,,,,,
player,201912080crd,pit,WillVi01,fumbles_rec,0,,,,,
player,201912080crd,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201912080crd,pit,WillVi01,fumbles_forced,0,,,,,
player,201912080crd,pit,HeywCa01,def_int,0,,,,,
player,201912080crd,pit,HeywCa01,def_int_yds,0,,,,,
player,201912080crd,pit,HeywCa01,def_int_td,0,,,,,
player,201912080crd,pit,HeywCa01,def_int_long,0,,,,,
player,201912080crd,pit,HeywCa01,pass_defended,0,,,,,
player,201912080crd,pit,HeywCa01,sacks,1.0,,,,,
player,201912080crd,pit,HeywCa01,tackles_combined,3,,,,,
player,201912080crd,pit,HeywCa01,tackles_solo,2,,,,,
player,201912080crd,pit,HeywCa01,tackles_assists,1,,,,,
player,201912080crd,pit,HeywCa01,tackles_loss,1,,,,,
player,201912080crd,pit,HeywCa01,qb_hits,1,,,,,
player,201912080crd,pit,HeywCa01,fumbles_rec,0,,,,,
player,201912080crd,pit,HeywCa01,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,HeywCa01,fumbles_rec_td,0,,,,,
player,201912080crd,pit,HeywCa01,fumbles_forced,0,,,,,
player,201912080crd,pit,EdmuTe00,def_int,0,,,,,
player,201912080crd,pit,EdmuTe00,def_int_yds,0,,,,,
player,201912080crd,pit,EdmuTe00,def_int_td,0,,,,,
player,201912080crd,pit,EdmuTe00,def_int_long,0,,,,,
player,201912080crd,pit,EdmuTe00,pass_defended,0,,,,,
player,201912080crd,pit,EdmuTe00,sacks,0.0,,,,,
player,201912080crd,pit,EdmuTe00,tackles_combined,7,,,,,
player,201912080crd,pit,EdmuTe00,tackles_solo,6,,,,,
player,201912080crd,pit,EdmuTe00,tackles_assists,1,,,,,
player,201912080crd,pit,EdmuTe00,tackles_loss,1,,,,,
player,201912080crd,pit,EdmuTe00,qb_hits,0,,,,,
player,201912080crd,pit,EdmuTe00,fumbles_rec,0,,,,,
player,201912080crd,pit,EdmuTe00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,EdmuTe00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,EdmuTe00,fumbles_forced,0,,,,,
player,201912080crd,pit,NelsSt01,def_int,0,,,,,
player,201912080crd,pit,NelsSt01,def_int_yds,0,,,,,
player,201912080crd,pit,NelsSt01,def_int_td,0,,,,,
player,201912080crd,pit,NelsSt01,def_int_long,0,,,,,
player,201912080crd,pit,NelsSt01,pass_defended,0,,,,,
player,201912080crd,pit,NelsSt01,sacks,0.0,,,,,
player,201912080crd,pit,NelsSt01,tackles_combined,7,,,,,
player,201912080crd,pit,NelsSt01,tackles_solo,6,,,,,
player,201912080crd,pit,NelsSt01,tackles_assists,1,,,,,
player,201912080crd,pit,NelsSt01,tackles_loss,0,,,,,
player,201912080crd,pit,NelsSt01,qb_hits,0,,,,,
player,201912080crd,pit,NelsSt01,fumbles_rec,0,,,,,
player,201912080crd,pit,NelsSt01,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,NelsSt01,fumbles_rec_td,0,,,,,
player,201912080crd,pit,NelsSt01,fumbles_forced,0,,,,,
player,201912080crd,pit,HiltMi01,def_int,0,,,,,
player,201912080crd,pit,HiltMi01,def_int_yds,0,,,,,
player,201912080crd,pit,HiltMi01,def_int_td,0,,,,,
player,201912080crd,pit,HiltMi01,def_int_long,0,,,,,
player,201912080crd,pit,HiltMi01,pass_defended,0,,,,,
player,201912080crd,pit,HiltMi01,sacks,0.0,,,,,
player,201912080crd,pit,HiltMi01,tackles_combined,5,,,,,
player,201912080crd,pit,HiltMi01,tackles_solo,4,,,,,
player,201912080crd,pit,HiltMi01,tackles_assists,1,,,,,
player,201912080crd,pit,HiltMi01,tackles_loss,0,,,,,
player,201912080crd,pit,HiltMi01,qb_hits,0,,,,,
player,201912080crd,pit,HiltMi01,fumbles_rec,0,,,,,
player,201912080crd,pit,HiltMi01,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,HiltMi01,fumbles_rec_td,0,,,,,
player,201912080crd,pit,HiltMi01,fumbles_forced,0,,,,,
player,201912080crd,pit,BushDe01,def_int,0,,,,,
player,201912080crd,pit,BushDe01,def_int_yds,0,,,,,
player,201912080crd,pit,BushDe01,def_int_td,0,,,,,
player,201912080crd,pit,BushDe01,def_int_long,0,,,,,
player,201912080crd,pit,BushDe01,pass_defended,0,,,,,
player,201912080crd,pit,BushDe01,sacks,0.0,,,,,
player,201912080crd,pit,BushDe01,tackles_combined,2,,,,,
player,201912080crd,pit,BushDe01,tackles_solo,0,,,,,
player,201912080crd,pit,BushDe01,tackles_assists,2,,,,,
player,201912080crd,pit,BushDe01,tackles_loss,0,,,,,
player,201912080crd,pit,BushDe01,qb_hits,0,,,,,
player,201912080crd,pit,BushDe01,fumbles_rec,0,,,,,
player,201912080crd,pit,BushDe01,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,BushDe01,fumbles_rec_td,0,,,,,
player,201912080crd,pit,BushDe01,fumbles_forced,0,,,,,
player,201912080crd,pit,HargJa00,def_int,0,,,,,
player,201912080crd,pit,HargJa00,def_int_yds,0,,,,,
player,201912080crd,pit,HargJa00,def_int_td,0,,,,,
player,201912080crd,pit,HargJa00,def_int_long,0,,,,,
player,201912080crd,pit,HargJa00,pass_defended,0,,,,,
player,201912080crd,pit,HargJa00,sacks,0.0,,,,,
player,201912080crd,pit,HargJa00,tackles_combined,2,,,,,
player,201912080crd,pit,HargJa00,tackles_solo,1,,,,,
player,201912080crd,pit,HargJa00,tackles_assists,1,,,,,
player,201912080crd,pit,HargJa00,tackles_loss,0,,,,,
player,201912080crd,pit,HargJa00,qb_hits,0,,,,,
player,201912080crd,pit,HargJa00,fumbles_rec,0,,,,,
player,201912080crd,pit,HargJa00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,HargJa00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,HargJa00,fumbles_forced,0,,,,,
player,201912080crd,pit,AluaTy99,def_int,0,,,,,
player,201912080crd,pit,AluaTy99,def_int_yds,0,,,,,
player,201912080crd,pit,AluaTy99,def_int_td,0,,,,,
player,201912080crd,pit,AluaTy99,def_int_long,0,,,,,
player,201912080crd,pit,AluaTy99,pass_defended,0,,,,,
player,201912080crd,pit,AluaTy99,sacks,0.0,,,,,
player,201912080crd,pit,AluaTy99,tackles_combined,1,,,,,
player,201912080crd,pit,AluaTy99,tackles_solo,1,,,,,
player,201912080crd,pit,AluaTy99,tackles_assists,0,,,,,
player,201912080crd,pit,AluaTy99,tackles_loss,0,,,,,
player,201912080crd,pit,AluaTy99,qb_hits,1,,,,,
player,201912080crd,pit,AluaTy99,fumbles_rec,0,,,,,
player,201912080crd,pit,AluaTy99,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,AluaTy99,fumbles_rec_td,0,,,,,
player,201912080crd,pit,AluaTy99,fumbles_forced,0,,,,,
player,201912080crd,pit,FitzMi00,def_int,0,,,,,
player,201912080crd,pit,FitzMi00,def_int_yds,0,,,,,
player,201912080crd,pit,FitzMi00,def_int_td,0,,,,,
player,201912080crd,pit,FitzMi00,def_int_long,0,,,,,
player,201912080crd,pit,FitzMi00,pass_defended,0,,,,,
player,201912080crd,pit,FitzMi00,sacks,0.0,,,,,
player,201912080crd,pit,FitzMi00,tackles_combined,1,,,,,
player,201912080crd,pit,FitzMi00,tackles_solo,1,,,,,
player,201912080crd,pit,FitzMi00,tackles_assists,0,,,,,
player,201912080crd,pit,FitzMi00,tackles_loss,1,,,,,
player,201912080crd,pit,FitzMi00,qb_hits,0,,,,,
player,201912080crd,pit,FitzMi00,fumbles_rec,0,,,,,
player,201912080crd,pit,FitzMi00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,FitzMi00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,FitzMi00,fumbles_forced,0,,,,,
player,201912080crd,pit,KellKa02,def_int,0,,,,,
player,201912080crd,pit,KellKa02,def_int_yds,0,,,,,
player,201912080crd,pit,KellKa02,def_int_td,0,,,,,
player,201912080crd,pit,KellKa02,def_int_long,0,,,,,
player,201912080crd,pit,KellKa02,pass_defended,0,,,,,
player,201912080crd,pit,KellKa02,sacks,0.0,,,,,
player,201912080crd,pit,KellKa02,tackles_combined,1,,,,,
player,201912080crd,pit,KellKa02,tackles_solo,1,,,,,
player,201912080crd,pit,KellKa02,tackles_assists,0,,,,,
player,201912080crd,pit,KellKa02,tackles_loss,0,,,,,
player,201912080crd,pit,KellKa02,qb_hits,0,,,,,
player,201912080crd,pit,KellKa02,fumbles_rec,0,,,,,
player,201912080crd,pit,KellKa02,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,KellKa02,fumbles_rec_td,0,,,,,
player,201912080crd,pit,KellKa02,fumbles_forced,0,,,,,
player,201912080crd,pit,SuttCa00,def_int,0,,,,,
player,201912080crd,pit,SuttCa00,def_int_yds,0,,,,,
player,201912080crd,pit,SuttCa00,def_int_td,0,,,,,
player,201912080crd,pit,SuttCa00,def_int_long,0,,,,,
player,201912080crd,pit,SuttCa00,pass_defended,0,,,,,
player,201912080crd,pit,SuttCa00,sacks,0.0,,,,,
player,201912080crd,pit,SuttCa00,tackles_combined,1,,,,,
player,201912080crd,pit,SuttCa00,tackles_solo,1,,,,,
player,201912080crd,pit,SuttCa00,tackles_assists,0,,,,,
player,201912080crd,pit,SuttCa00,tackles_loss,0,,,,,
player,201912080crd,pit,SuttCa00,qb_hits,0,,,,,
player,201912080crd,pit,SuttCa00,fumbles_rec,0,,,,,
player,201912080crd,pit,SuttCa00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,SuttCa00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,SuttCa00,fumbles_forced,0,,,,,
player,201912080crd,pit,FeilMa00,def_int,0,,,,,
player,201912080crd,pit,FeilMa00,def_int_yds,0,,,,,
player,201912080crd,pit,FeilMa00,def_int_td,0,,,,,
player,201912080crd,pit,FeilMa00,def_int_long,0,,,,,
player,201912080crd,pit,FeilMa00,pass_defended,0,,,,,
player,201912080crd,pit,FeilMa00,sacks,0.0,,,,,
player,201912080crd,pit,FeilMa00,tackles_combined,0,,,,,
player,201912080crd,pit,FeilMa00,tackles_solo,0,,,,,
player,201912080crd,pit,FeilMa00,tackles_assists,0,,,,,
player,201912080crd,pit,FeilMa00,tackles_loss,0,,,,,
player,201912080crd,pit,FeilMa00,qb_hits,0,,,,,
player,201912080crd,pit,FeilMa00,fumbles_rec,1,,,,,
player,201912080crd,pit,FeilMa00,fumbles_rec_yds,0,,,,,
player,201912080crd,pit,FeilMa00,fumbles_rec_td,0,,,,,
player,201912080crd,pit,FeilMa00,fumbles_forced,0,,,,,
player,201912080crd,crd,JoneCh03,def_int,0,,,,,
player,201912080crd,crd,JoneCh03,def_int_yds,0,,,,,
player,201912080crd,crd,JoneCh03,def_int_td,0,,,,,
player,201912080crd,crd,JoneCh03,def_int_long,0,,,,,
player,201912080crd,crd,JoneCh03,pass_defended,1,,,,,
player,201912080crd,crd,JoneCh03,sacks,1.0,,,,,
player,201912080crd,crd,JoneCh03,tackles_combined,5,,,,,
player,201912080crd,crd,JoneCh03,tackles_solo,5,,,,,
player,201912080crd,crd,JoneCh03,tackles_assists,0,,,,,
player,201912080crd,crd,JoneCh03,tackles_loss,0,,,,,
player,201912080crd,crd,JoneCh03,qb_hits,1,,,,,
player,201912080crd,crd,JoneCh03,fumbles_rec,0,,,,,
player,201912080crd,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201912080crd,crd,JoneCh03,fumbles_forced,1,,,,,
player,201912080crd,crd,VallTa00,def_int,0,,,,,
player,201912080crd,crd,VallTa00,def_int_yds,0,,,,,
player,201912080crd,crd,VallTa00,def_int_td,0,,,,,
player,201912080crd,crd,VallTa00,def_int_long,0,,,,,
player,201912080crd,crd,VallTa00,pass_defended,0,,,,,
player,201912080crd,crd,VallTa00,sacks,1.0,,,,,
player,201912080crd,crd,VallTa00,tackles_combined,5,,,,,
player,201912080crd,crd,VallTa00,tackles_solo,5,,,,,
player,201912080crd,crd,VallTa00,tackles_assists,0,,,,,
player,201912080crd,crd,VallTa00,tackles_loss,1,,,,,
player,201912080crd,crd,VallTa00,qb_hits,1,,,,,
player,201912080crd,crd,VallTa00,fumbles_rec,0,,,,,
player,201912080crd,crd,VallTa00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,VallTa00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,VallTa00,fumbles_forced,1,,,,,
player,201912080crd,crd,GuntRo00,def_int,0,,,,,
player,201912080crd,crd,GuntRo00,def_int_yds,0,,,,,
player,201912080crd,crd,GuntRo00,def_int_td,0,,,,,
player,201912080crd,crd,GuntRo00,def_int_long,0,,,,,
player,201912080crd,crd,GuntRo00,pass_defended,0,,,,,
player,201912080crd,crd,GuntRo00,sacks,1.0,,,,,
player,201912080crd,crd,GuntRo00,tackles_combined,1,,,,,
player,201912080crd,crd,GuntRo00,tackles_solo,1,,,,,
player,201912080crd,crd,GuntRo00,tackles_assists,0,,,,,
player,201912080crd,crd,GuntRo00,tackles_loss,1,,,,,
player,201912080crd,crd,GuntRo00,qb_hits,2,,,,,
player,201912080crd,crd,GuntRo00,fumbles_rec,0,,,,,
player,201912080crd,crd,GuntRo00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,GuntRo00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,GuntRo00,fumbles_forced,0,,,,,
player,201912080crd,crd,BakeBu00,def_int,0,,,,,
player,201912080crd,crd,BakeBu00,def_int_yds,0,,,,,
player,201912080crd,crd,BakeBu00,def_int_td,0,,,,,
player,201912080crd,crd,BakeBu00,def_int_long,0,,,,,
player,201912080crd,crd,BakeBu00,pass_defended,0,,,,,
player,201912080crd,crd,BakeBu00,sacks,0.0,,,,,
player,201912080crd,crd,BakeBu00,tackles_combined,8,,,,,
player,201912080crd,crd,BakeBu00,tackles_solo,7,,,,,
player,201912080crd,crd,BakeBu00,tackles_assists,1,,,,,
player,201912080crd,crd,BakeBu00,tackles_loss,0,,,,,
player,201912080crd,crd,BakeBu00,qb_hits,0,,,,,
player,201912080crd,crd,BakeBu00,fumbles_rec,0,,,,,
player,201912080crd,crd,BakeBu00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,BakeBu00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,BakeBu00,fumbles_forced,0,,,,,
player,201912080crd,crd,WalkJo01,def_int,0,,,,,
player,201912080crd,crd,WalkJo01,def_int_yds,0,,,,,
player,201912080crd,crd,WalkJo01,def_int_td,0,,,,,
player,201912080crd,crd,WalkJo01,def_int_long,0,,,,,
player,201912080crd,crd,WalkJo01,pass_defended,0,,,,,
player,201912080crd,crd,WalkJo01,sacks,0.0,,,,,
player,201912080crd,crd,WalkJo01,tackles_combined,7,,,,,
player,201912080crd,crd,WalkJo01,tackles_solo,7,,,,,
player,201912080crd,crd,WalkJo01,tackles_assists,0,,,,,
player,201912080crd,crd,WalkJo01,tackles_loss,0,,,,,
player,201912080crd,crd,WalkJo01,qb_hits,0,,,,,
player,201912080crd,crd,WalkJo01,fumbles_rec,0,,,,,
player,201912080crd,crd,WalkJo01,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,WalkJo01,fumbles_rec_td,0,,,,,
player,201912080crd,crd,WalkJo01,fumbles_forced,0,,,,,
player,201912080crd,crd,HickJo00,def_int,0,,,,,
player,201912080crd,crd,HickJo00,def_int_yds,0,,,,,
player,201912080crd,crd,HickJo00,def_int_td,0,,,,,
player,201912080crd,crd,HickJo00,def_int_long,0,,,,,
player,201912080crd,crd,HickJo00,pass_defended,0,,,,,
player,201912080crd,crd,HickJo00,sacks,0.0,,,,,
player,201912080crd,crd,HickJo00,tackles_combined,5,,,,,
player,201912080crd,crd,HickJo00,tackles_solo,4,,,,,
player,201912080crd,crd,HickJo00,tackles_assists,1,,,,,
player,201912080crd,crd,HickJo00,tackles_loss,0,,,,,
player,201912080crd,crd,HickJo00,qb_hits,0,,,,,
player,201912080crd,crd,HickJo00,fumbles_rec,0,,,,,
player,201912080crd,crd,HickJo00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,HickJo00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,HickJo00,fumbles_forced,0,,,,,
player,201912080crd,crd,PetePa00,def_int,0,,,,,
player,201912080crd,crd,PetePa00,def_int_yds,0,,,,,
player,201912080crd,crd,PetePa00,def_int_td,0,,,,,
player,201912080crd,crd,PetePa00,def_int_long,0,,,,,
player,201912080crd,crd,PetePa00,pass_defended,0,,,,,
player,201912080crd,crd,PetePa00,sacks,0.0,,,,,
player,201912080crd,crd,PetePa00,tackles_combined,5,,,,,
player,201912080crd,crd,PetePa00,tackles_solo,4,,,,,
player,201912080crd,crd,PetePa00,tackles_assists,1,,,,,
player,201912080crd,crd,PetePa00,tackles_loss,0,,,,,
player,201912080crd,crd,PetePa00,qb_hits,0,,,,,
player,201912080crd,crd,PetePa00,fumbles_rec,0,,,,,
player,201912080crd,crd,PetePa00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,PetePa00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,PetePa00,fumbles_forced,0,,,,,
player,201912080crd,crd,MurpBy00,def_int,0,,,,,
player,201912080crd,crd,MurpBy00,def_int_yds,0,,,,,
player,201912080crd,crd,MurpBy00,def_int_td,0,,,,,
player,201912080crd,crd,MurpBy00,def_int_long,0,,,,,
player,201912080crd,crd,MurpBy00,pass_defended,0,,,,,
player,201912080crd,crd,MurpBy00,sacks,0.0,,,,,
player,201912080crd,crd,MurpBy00,tackles_combined,4,,,,,
player,201912080crd,crd,MurpBy00,tackles_solo,4,,,,,
player,201912080crd,crd,MurpBy00,tackles_assists,0,,,,,
player,201912080crd,crd,MurpBy00,tackles_loss,1,,,,,
player,201912080crd,crd,MurpBy00,qb_hits,0,,,,,
player,201912080crd,crd,MurpBy00,fumbles_rec,0,,,,,
player,201912080crd,crd,MurpBy00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,MurpBy00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,MurpBy00,fumbles_forced,0,,,,,
player,201912080crd,crd,ThomJa04,def_int,0,,,,,
player,201912080crd,crd,ThomJa04,def_int_yds,0,,,,,
player,201912080crd,crd,ThomJa04,def_int_td,0,,,,,
player,201912080crd,crd,ThomJa04,def_int_long,0,,,,,
player,201912080crd,crd,ThomJa04,pass_defended,0,,,,,
player,201912080crd,crd,ThomJa04,sacks,0.0,,,,,
player,201912080crd,crd,ThomJa04,tackles_combined,4,,,,,
player,201912080crd,crd,ThomJa04,tackles_solo,4,,,,,
player,201912080crd,crd,ThomJa04,tackles_assists,0,,,,,
player,201912080crd,crd,ThomJa04,tackles_loss,0,,,,,
player,201912080crd,crd,ThomJa04,qb_hits,0,,,,,
player,201912080crd,crd,ThomJa04,fumbles_rec,0,,,,,
player,201912080crd,crd,ThomJa04,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,ThomJa04,fumbles_rec_td,0,,,,,
player,201912080crd,crd,ThomJa04,fumbles_forced,0,,,,,
player,201912080crd,crd,BanjCh00,def_int,0,,,,,
player,201912080crd,crd,BanjCh00,def_int_yds,0,,,,,
player,201912080crd,crd,BanjCh00,def_int_td,0,,,,,
player,201912080crd,crd,BanjCh00,def_int_long,0,,,,,
player,201912080crd,crd,BanjCh00,pass_defended,0,,,,,
player,201912080crd,crd,BanjCh00,sacks,0.0,,,,,
player,201912080crd,crd,BanjCh00,tackles_combined,2,,,,,
player,201912080crd,crd,BanjCh00,tackles_solo,1,,,,,
player,201912080crd,crd,BanjCh00,tackles_assists,1,,,,,
player,201912080crd,crd,BanjCh00,tackles_loss,0,,,,,
player,201912080crd,crd,BanjCh00,qb_hits,0,,,,,
player,201912080crd,crd,BanjCh00,fumbles_rec,0,,,,,
player,201912080crd,crd,BanjCh00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,BanjCh00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,BanjCh00,fumbles_forced,0,,,,,
player,201912080crd,crd,DogbMi00,def_int,0,,,,,
player,201912080crd,crd,DogbMi00,def_int_yds,0,,,,,
player,201912080crd,crd,DogbMi00,def_int_td,0,,,,,
player,201912080crd,crd,DogbMi00,def_int_long,0,,,,,
player,201912080crd,crd,DogbMi00,pass_defended,0,,,,,
player,201912080crd,crd,DogbMi00,sacks,0.0,,,,,
player,201912080crd,crd,DogbMi00,tackles_combined,2,,,,,
player,201912080crd,crd,DogbMi00,tackles_solo,2,,,,,
player,201912080crd,crd,DogbMi00,tackles_assists,0,,,,,
player,201912080crd,crd,DogbMi00,tackles_loss,1,,,,,
player,201912080crd,crd,DogbMi00,qb_hits,0,,,,,
player,201912080crd,crd,DogbMi00,fumbles_rec,0,,,,,
player,201912080crd,crd,DogbMi00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,DogbMi00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,DogbMi00,fumbles_forced,0,,,,,
player,201912080crd,crd,KerrZa00,def_int,0,,,,,
player,201912080crd,crd,KerrZa00,def_int_yds,0,,,,,
player,201912080crd,crd,KerrZa00,def_int_td,0,,,,,
player,201912080crd,crd,KerrZa00,def_int_long,0,,,,,
player,201912080crd,crd,KerrZa00,pass_defended,0,,,,,
player,201912080crd,crd,KerrZa00,sacks,0.0,,,,,
player,201912080crd,crd,KerrZa00,tackles_combined,2,,,,,
player,201912080crd,crd,KerrZa00,tackles_solo,1,,,,,
player,201912080crd,crd,KerrZa00,tackles_assists,1,,,,,
player,201912080crd,crd,KerrZa00,tackles_loss,0,,,,,
player,201912080crd,crd,KerrZa00,qb_hits,0,,,,,
player,201912080crd,crd,KerrZa00,fumbles_rec,0,,,,,
player,201912080crd,crd,KerrZa00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,KerrZa00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,KerrZa00,fumbles_forced,0,,,,,
player,201912080crd,crd,PeteCo00,def_int,0,,,,,
player,201912080crd,crd,PeteCo00,def_int_yds,0,,,,,
player,201912080crd,crd,PeteCo00,def_int_td,0,,,,,
player,201912080crd,crd,PeteCo00,def_int_long,0,,,,,
player,201912080crd,crd,PeteCo00,pass_defended,0,,,,,
player,201912080crd,crd,PeteCo00,sacks,0.0,,,,,
player,201912080crd,crd,PeteCo00,tackles_combined,2,,,,,
player,201912080crd,crd,PeteCo00,tackles_solo,0,,,,,
player,201912080crd,crd,PeteCo00,tackles_assists,2,,,,,
player,201912080crd,crd,PeteCo00,tackles_loss,0,,,,,
player,201912080crd,crd,PeteCo00,qb_hits,0,,,,,
player,201912080crd,crd,PeteCo00,fumbles_rec,0,,,,,
player,201912080crd,crd,PeteCo00,fumbles_rec_yds,0,,,,,
player,201912080crd,crd,PeteCo00,fumbles_rec_td,0,,,,,
player,201912080crd,crd,PeteCo00,fumbles_forced,0,,,,,
player,201912080crd,crd,BrowMi01,def_int,0,,,,,
player,201912080crd,crd,BrowMi01,def_int_yds,0,,,,,
player,201912080crd,crd,BrowMi01,def_int_td,0,,,,,
player,201912080crd,crd,BrowMi01,def_int_long,0,,,,,
player,201912080crd,crd,BrowMi01,pass_defended,0,,,,,
player,201912080crd,crd,BrowMi01,sacks,0.0,,,,,
player,201912080crd,crd,BrowMi01,tackles_combined,1,,,,,
player,201912080crd,crd,BrowMi01,tackles_solo,1,,,,,
player,201912080crd,crd,BrowMi01,tackles_assists,0,,,,,
player,201912080crd,crd,BrowMi01,tackles_loss,1,,,,,
player,201912080crd,crd,BrowMi01,qb_hits,0,,,,,
player,201912080crd,crd,BrowMi01,fumbles_rec,0,,,,,
player,201912080crd,crd,BrowMi01,fumbles_rec_yds,0,,,,,
