game,2019,5,20191006,201910060htx,atl,"Atlanta Falcons",32,htx,"Houston Texans",53
team,201910060htx,atl,First Downs,22,,,,,,
team,201910060htx,htx,First Downs,31,,,,,,
team,201910060htx,atl,Rush-Yds-TDs,20-57-1,,,,,,
team,201910060htx,htx,Rush-Yds-TDs,34-166-1,,,,,,
team,201910060htx,atl,Cmp-Att-Yd-TD-INT,32-46-330-3-1,,,,,,
team,201910060htx,htx,Cmp-Att-Yd-TD-INT,28-33-426-5-0,,,,,,
team,201910060htx,atl,Sacked-Yards,2-14,,,,,,
team,201910060htx,htx,Sacked-Yards,0-0,,,,,,
team,201910060htx,atl,Net Pass Yards,316,,,,,,
team,201910060htx,htx,Net Pass Yards,426,,,,,,
team,201910060htx,atl,Total Yards,373,,,,,,
team,201910060htx,htx,Total Yards,592,,,,,,
team,201910060htx,atl,Fumbles-Lost,1-0,,,,,,
team,201910060htx,htx,Fumbles-Lost,5-1,,,,,,
team,201910060htx,atl,Turnovers,1,,,,,,
team,201910060htx,htx,Turnovers,1,,,,,,
team,201910060htx,atl,Penalties-Yards,7-63,,,,,,
team,201910060htx,htx,Penalties-Yards,9-89,,,,,,
team,201910060htx,atl,Third Down Conv.,9-16,,,,,,
team,201910060htx,htx,Third Down Conv.,10-13,,,,,,
team,201910060htx,atl,Fourth Down Conv.,1-1,,,,,,
team,201910060htx,htx,Fourth Down Conv.,0-0,,,,,,
team,201910060htx,atl,Time of Possession,29:00,,,,,,
team,201910060htx,htx,Time of Possession,31:00,,,,,,
player,201910060htx,atl,RyanMa00,pass_cmp,32,,,,,
player,201910060htx,atl,RyanMa00,pass_att,46,,,,,
player,201910060htx,atl,RyanMa00,pass_yds,330,,,,,
player,201910060htx,atl,RyanMa00,pass_td,3,,,,,
player,201910060htx,atl,RyanMa00,pass_int,1,,,,,
player,201910060htx,atl,RyanMa00,pass_sacked,2,,,,,
player,201910060htx,atl,RyanMa00,pass_sacked_yds,14,,,,,
player,201910060htx,atl,RyanMa00,pass_long,29,,,,,
player,201910060htx,atl,RyanMa00,pass_rating,102.6,,,,,
player,201910060htx,atl,RyanMa00,rush_att,3,,,,,
player,201910060htx,atl,RyanMa00,rush_yds,7,,,,,
player,201910060htx,atl,RyanMa00,rush_td,1,,,,,
player,201910060htx,atl,RyanMa00,rush_long,7,,,,,
player,201910060htx,atl,RyanMa00,targets,0,,,,,
player,201910060htx,atl,RyanMa00,rec,0,,,,,
player,201910060htx,atl,RyanMa00,rec_yds,0,,,,,
player,201910060htx,atl,RyanMa00,rec_td,0,,,,,
player,201910060htx,atl,RyanMa00,rec_long,0,,,,,
player,201910060htx,atl,RyanMa00,fumbles,0,,,,,
player,201910060htx,atl,RyanMa00,fumbles_lost,0,,,,,
player,201910060htx,atl,FreeDe00,pass_cmp,0,,,,,
player,201910060htx,atl,FreeDe00,pass_att,0,,,,,
player,201910060htx,atl,FreeDe00,pass_yds,0,,,,,
player,201910060htx,atl,FreeDe00,pass_td,0,,,,,
player,201910060htx,atl,FreeDe00,pass_int,0,,,,,
player,201910060htx,atl,FreeDe00,pass_sacked,0,,,,,
player,201910060htx,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201910060htx,atl,FreeDe00,pass_long,0,,,,,
player,201910060htx,atl,FreeDe00,pass_rating,,,,,,
player,201910060htx,atl,FreeDe00,rush_att,11,,,,,
player,201910060htx,atl,FreeDe00,rush_yds,30,,,,,
player,201910060htx,atl,FreeDe00,rush_td,0,,,,,
player,201910060htx,atl,FreeDe00,rush_long,21,,,,,
player,201910060htx,atl,FreeDe00,targets,5,,,,,
player,201910060htx,atl,FreeDe00,rec,5,,,,,
player,201910060htx,atl,FreeDe00,rec_yds,40,,,,,
player,201910060htx,atl,FreeDe00,rec_td,1,,,,,
player,201910060htx,atl,FreeDe00,rec_long,9,,,,,
player,201910060htx,atl,FreeDe00,fumbles,0,,,,,
player,201910060htx,atl,FreeDe00,fumbles_lost,0,,,,,
player,201910060htx,atl,SmitIt00,pass_cmp,0,,,,,
player,201910060htx,atl,SmitIt00,pass_att,0,,,,,
player,201910060htx,atl,SmitIt00,pass_yds,0,,,,,
player,201910060htx,atl,SmitIt00,pass_td,0,,,,,
player,201910060htx,atl,SmitIt00,pass_int,0,,,,,
player,201910060htx,atl,SmitIt00,pass_sacked,0,,,,,
player,201910060htx,atl,SmitIt00,pass_sacked_yds,0,,,,,
player,201910060htx,atl,SmitIt00,pass_long,0,,,,,
player,201910060htx,atl,SmitIt00,pass_rating,,,,,,
player,201910060htx,atl,SmitIt00,rush_att,5,,,,,
player,201910060htx,atl,SmitIt00,rush_yds,19,,,,,
player,201910060htx,atl,SmitIt00,rush_td,0,,,,,
player,201910060htx,atl,SmitIt00,rush_long,11,,,,,
player,201910060htx,atl,SmitIt00,targets,6,,,,,
player,201910060htx,atl,SmitIt00,rec,6,,,,,
player,201910060htx,atl,SmitIt00,rec_yds,45,,,,,
player,201910060htx,atl,SmitIt00,rec_td,0,,,,,
player,201910060htx,atl,SmitIt00,rec_long,10,,,,,
player,201910060htx,atl,SmitIt00,fumbles,0,,,,,
player,201910060htx,atl,SmitIt00,fumbles_lost,0,,,,,
player,201910060htx,atl,SanuMo00,pass_cmp,0,,,,,
player,201910060htx,atl,SanuMo00,pass_att,0,,,,,
player,201910060htx,atl,SanuMo00,pass_yds,0,,,,,
player,201910060htx,atl,SanuMo00,pass_td,0,,,,,
player,201910060htx,atl,SanuMo00,pass_int,0,,,,,
player,201910060htx,atl,SanuMo00,pass_sacked,0,,,,,
player,201910060htx,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201910060htx,atl,SanuMo00,pass_long,0,,,,,
player,201910060htx,atl,SanuMo00,pass_rating,,,,,,
player,201910060htx,atl,SanuMo00,rush_att,1,,,,,
player,201910060htx,atl,SanuMo00,rush_yds,1,,,,,
player,201910060htx,atl,SanuMo00,rush_td,0,,,,,
player,201910060htx,atl,SanuMo00,rush_long,1,,,,,
player,201910060htx,atl,SanuMo00,targets,5,,,,,
player,201910060htx,atl,SanuMo00,rec,5,,,,,
player,201910060htx,atl,SanuMo00,rec_yds,42,,,,,
player,201910060htx,atl,SanuMo00,rec_td,1,,,,,
player,201910060htx,atl,SanuMo00,rec_long,14,,,,,
player,201910060htx,atl,SanuMo00,fumbles,0,,,,,
player,201910060htx,atl,SanuMo00,fumbles_lost,0,,,,,
player,201910060htx,atl,RidlCa00,pass_cmp,0,,,,,
player,201910060htx,atl,RidlCa00,pass_att,0,,,,,
player,201910060htx,atl,RidlCa00,pass_yds,0,,,,,
player,201910060htx,atl,RidlCa00,pass_td,0,,,,,
player,201910060htx,atl,RidlCa00,pass_int,0,,,,,
player,201910060htx,atl,RidlCa00,pass_sacked,0,,,,,
player,201910060htx,atl,RidlCa00,pass_sacked_yds,0,,,,,
player,201910060htx,atl,RidlCa00,pass_long,0,,,,,
player,201910060htx,atl,RidlCa00,pass_rating,,,,,,
player,201910060htx,atl,RidlCa00,rush_att,0,,,,,
player,201910060htx,atl,RidlCa00,rush_yds,0,,,,,
player,201910060htx,atl,RidlCa00,rush_td,0,,,,,
player,201910060htx,atl,RidlCa00,rush_long,0,,,,,
player,201910060htx,atl,RidlCa00,targets,9,,,,,
player,201910060htx,atl,RidlCa00,rec,5,,,,,
player,201910060htx,atl,RidlCa00,rec_yds,88,,,,,
player,201910060htx,atl,RidlCa00,rec_td,1,,,,,
player,201910060htx,atl,RidlCa00,rec_long,29,,,,,
player,201910060htx,atl,RidlCa00,fumbles,0,,,,,
player,201910060htx,atl,RidlCa00,fumbles_lost,0,,,,,
player,201910060htx,atl,HoopAu00,pass_cmp,0,,,,,
player,201910060htx,atl,HoopAu00,pass_att,0,,,,,
