game,2019,2,20190915,201909150atl,phi,"Philadelphia Eagles",20,atl,"Atlanta Falcons",24
team,201909150atl,phi,First Downs,18,,,,,,
team,201909150atl,atl,First Downs,19,,,,,,
team,201909150atl,phi,Rush-Yds-TDs,21-49-1,,,,,,
team,201909150atl,atl,Rush-Yds-TDs,17-57-0,,,,,,
team,201909150atl,phi,Cmp-Att-Yd-TD-INT,28-48-255-1-2,,,,,,
team,201909150atl,atl,Cmp-Att-Yd-TD-INT,27-43-320-3-3,,,,,,
team,201909150atl,phi,Sacked-Yards,3-18,,,,,,
team,201909150atl,atl,Sacked-Yards,1-10,,,,,,
team,201909150atl,phi,Net Pass Yards,237,,,,,,
team,201909150atl,atl,Net Pass Yards,310,,,,,,
team,201909150atl,phi,Total Yards,286,,,,,,
team,201909150atl,atl,Total Yards,367,,,,,,
team,201909150atl,phi,Fumbles-Lost,1-1,,,,,,
team,201909150atl,atl,Fumbles-Lost,1-0,,,,,,
team,201909150atl,phi,Turnovers,3,,,,,,
team,201909150atl,atl,Turnovers,3,,,,,,
team,201909150atl,phi,Penalties-Yards,7-60,,,,,,
team,201909150atl,atl,Penalties-Yards,10-58,,,,,,
team,201909150atl,phi,Third Down Conv.,9-18,,,,,,
team,201909150atl,atl,Third Down Conv.,3-10,,,,,,
team,201909150atl,phi,Fourth Down Conv.,2-3,,,,,,
team,201909150atl,atl,Fourth Down Conv.,1-1,,,,,,
team,201909150atl,phi,Time of Possession,32:54,,,,,,
team,201909150atl,atl,Time of Possession,27:06,,,,,,
player,201909150atl,phi,WentCa00,pass_cmp,25,,,,,
player,201909150atl,phi,WentCa00,pass_att,43,,,,,
player,201909150atl,phi,WentCa00,pass_yds,231,,,,,
player,201909150atl,phi,WentCa00,pass_td,1,,,,,
player,201909150atl,phi,WentCa00,pass_int,2,,,,,
player,201909150atl,phi,WentCa00,pass_sacked,3,,,,,
player,201909150atl,phi,WentCa00,pass_sacked_yds,18,,,,,
player,201909150atl,phi,WentCa00,pass_long,43,,,,,
player,201909150atl,phi,WentCa00,pass_rating,61.3,,,,,
player,201909150atl,phi,WentCa00,rush_att,3,,,,,
player,201909150atl,phi,WentCa00,rush_yds,3,,,,,
player,201909150atl,phi,WentCa00,rush_td,1,,,,,
player,201909150atl,phi,WentCa00,rush_long,2,,,,,
player,201909150atl,phi,WentCa00,targets,0,,,,,
player,201909150atl,phi,WentCa00,rec,0,,,,,
player,201909150atl,phi,WentCa00,rec_yds,0,,,,,
player,201909150atl,phi,WentCa00,rec_td,0,,,,,
player,201909150atl,phi,WentCa00,rec_long,0,,,,,
player,201909150atl,phi,WentCa00,fumbles,0,,,,,
player,201909150atl,phi,WentCa00,fumbles_lost,0,,,,,
player,201909150atl,phi,McCoJo01,pass_cmp,3,,,,,
player,201909150atl,phi,McCoJo01,pass_att,5,,,,,
player,201909150atl,phi,McCoJo01,pass_yds,24,,,,,
player,201909150atl,phi,McCoJo01,pass_td,0,,,,,
player,201909150atl,phi,McCoJo01,pass_int,0,,,,,
player,201909150atl,phi,McCoJo01,pass_sacked,0,,,,,
player,201909150atl,phi,McCoJo01,pass_sacked_yds,0,,,,,
player,201909150atl,phi,McCoJo01,pass_long,13,,,,,
player,201909150atl,phi,McCoJo01,pass_rating,72.1,,,,,
player,201909150atl,phi,McCoJo01,rush_att,0,,,,,
player,201909150atl,phi,McCoJo01,rush_yds,0,,,,,
player,201909150atl,phi,McCoJo01,rush_td,0,,,,,
player,201909150atl,phi,McCoJo01,rush_long,0,,,,,
player,201909150atl,phi,McCoJo01,targets,0,,,,,
player,201909150atl,phi,McCoJo01,rec,0,,,,,
player,201909150atl,phi,McCoJo01,rec_yds,0,,,,,
player,201909150atl,phi,McCoJo01,rec_td,0,,,,,
player,201909150atl,phi,McCoJo01,rec_long,0,,,,,
player,201909150atl,phi,McCoJo01,fumbles,0,,,,,
player,201909150atl,phi,McCoJo01,fumbles_lost,0,,,,,
player,201909150atl,phi,SandMi01,pass_cmp,0,,,,,
player,201909150atl,phi,SandMi01,pass_att,0,,,,,
player,201909150atl,phi,SandMi01,pass_yds,0,,,,,
player,201909150atl,phi,SandMi01,pass_td,0,,,,,
player,201909150atl,phi,SandMi01,pass_int,0,,,,,
player,201909150atl,phi,SandMi01,pass_sacked,0,,,,,
player,201909150atl,phi,SandMi01,pass_sacked_yds,0,,,,,
player,201909150atl,phi,SandMi01,pass_long,0,,,,,
player,201909150atl,phi,SandMi01,pass_rating,,,,,,
player,201909150atl,phi,SandMi01,rush_att,10,,,,,
player,201909150atl,phi,SandMi01,rush_yds,28,,,,,
player,201909150atl,phi,SandMi01,rush_td,0,,,,,
player,201909150atl,phi,SandMi01,rush_long,5,,,,,
player,201909150atl,phi,SandMi01,targets,4,,,,,
player,201909150atl,phi,SandMi01,rec,3,,,,,
player,201909150atl,phi,SandMi01,rec_yds,9,,,,,
player,201909150atl,phi,SandMi01,rec_td,0,,,,,
player,201909150atl,phi,SandMi01,rec_long,7,,,,,
