game,2019,1,20190909,201909090rai,den,"Denver Broncos",16,rai,"Oakland Raiders",24
player,201909090rai,den,LindPh00,pass_att,0,,,,,
player,201909090rai,den,LindPh00,pass_yds,0,,,,,
player,201909090rai,den,LindPh00,pass_td,0,,,,,
player,201909090rai,den,LindPh00,pass_int,0,,,,,
player,201909090rai,den,LindPh00,pass_sacked,0,,,,,
player,201909090rai,den,LindPh00,pass_sacked_yds,0,,,,,
player,201909090rai,den,LindPh00,pass_long,0,,,,,
player,201909090rai,den,LindPh00,pass_rating,,,,,,
player,201909090rai,den,LindPh00,rush_att,11,,,,,
player,201909090rai,den,LindPh00,rush_yds,43,,,,,
player,201909090rai,den,LindPh00,rush_td,0,,,,,
player,201909090rai,den,LindPh00,rush_long,9,,,,,
player,201909090rai,den,LindPh00,targets,6,,,,,
player,201909090rai,den,LindPh00,rec,4,,,,,
player,201909090rai,den,LindPh00,rec_yds,23,,,,,
player,201909090rai,den,LindPh00,rec_td,0,,,,,
player,201909090rai,den,LindPh00,rec_long,10,,,,,
player,201909090rai,den,LindPh00,fumbles,0,,,,,
player,201909090rai,den,LindPh00,fumbles_lost,0,,,,,
player,201909090rai,den,SuttCo00,pass_cmp,0,,,,,
player,201909090rai,den,SuttCo00,pass_att,0,,,,,
player,201909090rai,den,SuttCo00,pass_yds,0,,,,,
player,201909090rai,den,SuttCo00,pass_td,0,,,,,
player,201909090rai,den,SuttCo00,pass_int,0,,,,,
player,201909090rai,den,SuttCo00,pass_sacked,0,,,,,
player,201909090rai,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201909090rai,den,SuttCo00,pass_long,0,,,,,
player,201909090rai,den,SuttCo00,pass_rating,,,,,,
player,201909090rai,den,SuttCo00,rush_att,0,,,,,
player,201909090rai,den,SuttCo00,rush_yds,0,,,,,
player,201909090rai,den,SuttCo00,rush_td,0,,,,,
player,201909090rai,den,SuttCo00,rush_long,0,,,,,
player,201909090rai,den,SuttCo00,targets,8,,,,,
player,201909090rai,den,SuttCo00,rec,7,,,,,
player,201909090rai,den,SuttCo00,rec_yds,120,,,,,
player,201909090rai,den,SuttCo00,rec_td,0,,,,,
player,201909090rai,den,SuttCo00,rec_long,30,,,,,
player,201909090rai,den,SuttCo00,fumbles,0,,,,,
player,201909090rai,den,SuttCo00,fumbles_lost,0,,,,,
player,201909090rai,den,SandEm00,pass_cmp,0,,,,,
player,201909090rai,den,SandEm00,pass_att,0,,,,,
player,201909090rai,den,SandEm00,pass_yds,0,,,,,
player,201909090rai,den,SandEm00,pass_td,0,,,,,
player,201909090rai,den,SandEm00,pass_int,0,,,,,
player,201909090rai,den,SandEm00,pass_sacked,0,,,,,
player,201909090rai,den,SandEm00,pass_sacked_yds,0,,,,,
player,201909090rai,den,SandEm00,pass_long,0,,,,,
player,201909090rai,den,SandEm00,pass_rating,,,,,,
player,201909090rai,den,SandEm00,rush_att,0,,,,,
player,201909090rai,den,SandEm00,rush_yds,0,,,,,
player,201909090rai,den,SandEm00,rush_td,0,,,,,
player,201909090rai,den,SandEm00,rush_long,0,,,,,
player,201909090rai,den,SandEm00,targets,7,,,,,
player,201909090rai,den,SandEm00,rec,5,,,,,
player,201909090rai,den,SandEm00,rec_yds,86,,,,,
player,201909090rai,den,SandEm00,rec_td,1,,,,,
player,201909090rai,den,SandEm00,rec_long,53,,,,,
player,201909090rai,den,SandEm00,fumbles,0,,,,,
player,201909090rai,den,SandEm00,fumbles_lost,0,,,,,
player,201909090rai,den,HamiDa01,pass_cmp,0,,,,,
player,201909090rai,den,HamiDa01,pass_att,0,,,,,
player,201909090rai,den,HamiDa01,pass_yds,0,,,,,
player,201909090rai,den,HamiDa01,pass_td,0,,,,,
player,201909090rai,den,HamiDa01,pass_int,0,,,,,
player,201909090rai,den,HamiDa01,pass_sacked,0,,,,,
player,201909090rai,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201909090rai,den,HamiDa01,pass_long,0,,,,,
player,201909090rai,den,HamiDa01,pass_rating,,,,,,
player,201909090rai,den,HamiDa01,rush_att,0,,,,,
player,201909090rai,den,HamiDa01,rush_yds,0,,,,,
player,201909090rai,den,HamiDa01,rush_td,0,,,,,
player,201909090rai,den,HamiDa01,rush_long,0,,,,,
player,201909090rai,den,HamiDa01,targets,4,,,,,
player,201909090rai,den,HamiDa01,rec,2,,,,,
player,201909090rai,den,HamiDa01,rec_yds,5,,,,,
player,201909090rai,den,HamiDa01,rec_td,0,,,,,
player,201909090rai,den,HamiDa01,rec_long,7,,,,,
player,201909090rai,den,HamiDa01,fumbles,0,,,,,
player,201909090rai,den,HamiDa01,fumbles_lost,0,,,,,
player,201909090rai,den,FantNo00,pass_cmp,0,,,,,
player,201909090rai,den,FantNo00,pass_att,0,,,,,
player,201909090rai,den,FantNo00,pass_yds,0,,,,,
player,201909090rai,den,FantNo00,pass_td,0,,,,,
player,201909090rai,den,FantNo00,pass_int,0,,,,,
player,201909090rai,den,FantNo00,pass_sacked,0,,,,,
player,201909090rai,den,FantNo00,pass_sacked_yds,0,,,,,
player,201909090rai,den,FantNo00,pass_long,0,,,,,
player,201909090rai,den,FantNo00,pass_rating,,,,,,
player,201909090rai,den,FantNo00,rush_att,1,,,,,
player,201909090rai,den,FantNo00,rush_yds,-5,,,,,
player,201909090rai,den,FantNo00,rush_td,0,,,,,
player,201909090rai,den,FantNo00,rush_long,-5,,,,,
player,201909090rai,den,FantNo00,targets,5,,,,,
player,201909090rai,den,FantNo00,rec,2,,,,,
player,201909090rai,den,FantNo00,rec_yds,29,,,,,
player,201909090rai,den,FantNo00,rec_td,0,,,,,
player,201909090rai,den,FantNo00,rec_long,20,,,,,
player,201909090rai,den,FantNo00,fumbles,0,,,,,
player,201909090rai,den,FantNo00,fumbles_lost,0,,,,,
player,201909090rai,rai,CarrDe02,pass_cmp,22,,,,,
player,201909090rai,rai,CarrDe02,pass_att,26,,,,,
player,201909090rai,rai,CarrDe02,pass_yds,259,,,,,
player,201909090rai,rai,CarrDe02,pass_td,1,,,,,
player,201909090rai,rai,CarrDe02,pass_int,0,,,,,
player,201909090rai,rai,CarrDe02,pass_sacked,0,,,,,
player,201909090rai,rai,CarrDe02,pass_sacked_yds,0,,,,,
player,201909090rai,rai,CarrDe02,pass_long,43,,,,,
player,201909090rai,rai,CarrDe02,pass_rating,121.0,,,,,
player,201909090rai,rai,CarrDe02,rush_att,2,,,,,
player,201909090rai,rai,CarrDe02,rush_yds,2,,,,,
player,201909090rai,rai,CarrDe02,rush_td,0,,,,,
player,201909090rai,rai,CarrDe02,rush_long,3,,,,,
player,201909090rai,rai,CarrDe02,targets,0,,,,,
player,201909090rai,rai,CarrDe02,rec,0,,,,,
player,201909090rai,rai,CarrDe02,rec_yds,0,,,,,
player,201909090rai,rai,CarrDe02,rec_td,0,,,,,
player,201909090rai,rai,CarrDe02,rec_long,0,,,,,
player,201909090rai,rai,CarrDe02,fumbles,0,,,,,
player,201909090rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201909090rai,rai,JacoJo01,pass_cmp,0,,,,,
player,201909090rai,rai,JacoJo01,pass_att,0,,,,,
player,201909090rai,rai,JacoJo01,pass_yds,0,,,,,
player,201909090rai,rai,JacoJo01,pass_td,0,,,,,
player,201909090rai,rai,JacoJo01,pass_int,0,,,,,
player,201909090rai,rai,JacoJo01,pass_sacked,0,,,,,
player,201909090rai,rai,JacoJo01,pass_sacked_yds,0,,,,,
player,201909090rai,rai,JacoJo01,pass_long,0,,,,,
player,201909090rai,rai,JacoJo01,pass_rating,,,,,,
player,201909090rai,rai,JacoJo01,rush_att,23,,,,,
player,201909090rai,rai,JacoJo01,rush_yds,85,,,,,
player,201909090rai,rai,JacoJo01,rush_td,2,,,,,
player,201909090rai,rai,JacoJo01,rush_long,13,,,,,
player,201909090rai,rai,JacoJo01,targets,1,,,,,
player,201909090rai,rai,JacoJo01,rec,1,,,,,
player,201909090rai,rai,JacoJo01,rec_yds,28,,,,,
player,201909090rai,rai,JacoJo01,rec_td,0,,,,,
player,201909090rai,rai,JacoJo01,rec_long,28,,,,,
player,201909090rai,rai,JacoJo01,fumbles,0,,,,,
player,201909090rai,rai,JacoJo01,fumbles_lost,0,,,,,
player,201909090rai,rai,WashDe00,pass_cmp,0,,,,,
player,201909090rai,rai,WashDe00,pass_att,0,,,,,
player,201909090rai,rai,WashDe00,pass_yds,0,,,,,
player,201909090rai,rai,WashDe00,pass_td,0,,,,,
player,201909090rai,rai,WashDe00,pass_int,0,,,,,
player,201909090rai,rai,WashDe00,pass_sacked,0,,,,,
player,201909090rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201909090rai,rai,WashDe00,pass_long,0,,,,,
player,201909090rai,rai,WashDe00,pass_rating,,,,,,
player,201909090rai,rai,WashDe00,rush_att,2,,,,,
player,201909090rai,rai,WashDe00,rush_yds,8,,,,,
player,201909090rai,rai,WashDe00,rush_td,0,,,,,
player,201909090rai,rai,WashDe00,rush_long,7,,,,,
player,201909090rai,rai,WashDe00,targets,0,,,,,
player,201909090rai,rai,WashDe00,rec,0,,,,,
player,201909090rai,rai,WashDe00,rec_yds,0,,,,,
player,201909090rai,rai,WashDe00,rec_td,0,,,,,
player,201909090rai,rai,WashDe00,rec_long,0,,,,,
player,201909090rai,rai,WashDe00,fumbles,0,,,,,
player,201909090rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201909090rai,rai,RichJa01,pass_cmp,0,,,,,
player,201909090rai,rai,RichJa01,pass_att,0,,,,,
player,201909090rai,rai,RichJa01,pass_yds,0,,,,,
player,201909090rai,rai,RichJa01,pass_td,0,,,,,
player,201909090rai,rai,RichJa01,pass_int,0,,,,,
player,201909090rai,rai,RichJa01,pass_sacked,0,,,,,
player,201909090rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201909090rai,rai,RichJa01,pass_long,0,,,,,
player,201909090rai,rai,RichJa01,pass_rating,,,,,,
player,201909090rai,rai,RichJa01,rush_att,1,,,,,
player,201909090rai,rai,RichJa01,rush_yds,3,,,,,
player,201909090rai,rai,RichJa01,rush_td,0,,,,,
player,201909090rai,rai,RichJa01,rush_long,3,,,,,
player,201909090rai,rai,RichJa01,targets,0,,,,,
player,201909090rai,rai,RichJa01,rec,0,,,,,
player,201909090rai,rai,RichJa01,rec_yds,0,,,,,
player,201909090rai,rai,RichJa01,rec_td,0,,,,,
player,201909090rai,rai,RichJa01,rec_long,0,,,,,
player,201909090rai,rai,RichJa01,fumbles,0,,,,,
player,201909090rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201909090rai,rai,WillTy00,pass_cmp,0,,,,,
player,201909090rai,rai,WillTy00,pass_att,0,,,,,
player,201909090rai,rai,WillTy00,pass_yds,0,,,,,
player,201909090rai,rai,WillTy00,pass_td,0,,,,,
player,201909090rai,rai,WillTy00,pass_int,0,,,,,
player,201909090rai,rai,WillTy00,pass_sacked,0,,,,,
player,201909090rai,rai,WillTy00,pass_sacked_yds,0,,,,,
player,201909090rai,rai,WillTy00,pass_long,0,,,,,
player,201909090rai,rai,WillTy00,pass_rating,,,,,,
player,201909090rai,rai,WillTy00,rush_att,0,,,,,
player,201909090rai,rai,WillTy00,rush_yds,0,,,,,
player,201909090rai,rai,WillTy00,rush_td,0,,,,,
player,201909090rai,rai,WillTy00,rush_long,0,,,,,
player,201909090rai,rai,WillTy00,targets,7,,,,,
player,201909090rai,rai,WillTy00,rec,6,,,,,
player,201909090rai,rai,WillTy00,rec_yds,105,,,,,
player,201909090rai,rai,WillTy00,rec_td,1,,,,,
player,201909090rai,rai,WillTy00,rec_long,43,,,,,
player,201909090rai,rai,WillTy00,fumbles,0,,,,,
player,201909090rai,rai,WillTy00,fumbles_lost,0,,,,,
player,201909090rai,rai,WallDa01,pass_cmp,0,,,,,
player,201909090rai,rai,WallDa01,pass_att,0,,,,,
player,201909090rai,rai,WallDa01,pass_yds,0,,,,,
player,201909090rai,rai,WallDa01,pass_td,0,,,,,
player,201909090rai,rai,WallDa01,pass_int,0,,,,,
player,201909090rai,rai,WallDa01,pass_sacked,0,,,,,
player,201909090rai,rai,WallDa01,pass_sacked_yds,0,,,,,
player,201909090rai,rai,WallDa01,pass_long,0,,,,,
player,201909090rai,rai,WallDa01,pass_rating,,,,,,
player,201909090rai,rai,WallDa01,rush_att,0,,,,,
player,201909090rai,rai,WallDa01,rush_yds,0,,,,,
player,201909090rai,rai,WallDa01,rush_td,0,,,,,
player,201909090rai,rai,WallDa01,rush_long,0,,,,,
player,201909090rai,rai,WallDa01,targets,8,,,,,
player,201909090rai,rai,WallDa01,rec,7,,,,,
player,201909090rai,rai,WallDa01,rec_yds,70,,,,,
player,201909090rai,rai,WallDa01,rec_td,0,,,,,
player,201909090rai,rai,WallDa01,rec_long,25,,,,,
player,201909090rai,rai,WallDa01,fumbles,0,,,,,
player,201909090rai,rai,WallDa01,fumbles_lost,0,,,,,
player,201909090rai,rai,MoreFo00,pass_cmp,0,,,,,
player,201909090rai,rai,MoreFo00,pass_att,0,,,,,
player,201909090rai,rai,MoreFo00,pass_yds,0,,,,,
player,201909090rai,rai,MoreFo00,pass_td,0,,,,,
player,201909090rai,rai,MoreFo00,pass_int,0,,,,,
player,201909090rai,rai,MoreFo00,pass_sacked,0,,,,,
player,201909090rai,rai,MoreFo00,pass_sacked_yds,0,,,,,
player,201909090rai,rai,MoreFo00,pass_long,0,,,,,
player,201909090rai,rai,MoreFo00,pass_rating,,,,,,
player,201909090rai,rai,MoreFo00,rush_att,0,,,,,
player,201909090rai,rai,MoreFo00,rush_yds,0,,,,,
player,201909090rai,rai,MoreFo00,rush_td,0,,,,,
player,201909090rai,rai,MoreFo00,rush_long,0,,,,,
player,201909090rai,rai,MoreFo00,targets,2,,,,,
player,201909090rai,rai,MoreFo00,rec,2,,,,,
player,201909090rai,rai,MoreFo00,rec_yds,20,,,,,
player,201909090rai,rai,MoreFo00,rec_td,0,,,,,
player,201909090rai,rai,MoreFo00,rec_long,11,,,,,
player,201909090rai,rai,MoreFo00,fumbles,0,,,,,
player,201909090rai,rai,MoreFo00,fumbles_lost,0,,,,,
player,201909090rai,rai,GranRy01,pass_cmp,0,,,,,
player,201909090rai,rai,GranRy01,pass_att,0,,,,,
player,201909090rai,rai,GranRy01,pass_yds,0,,,,,
player,201909090rai,rai,GranRy01,pass_td,0,,,,,
player,201909090rai,rai,GranRy01,pass_int,0,,,,,
player,201909090rai,rai,GranRy01,pass_sacked,0,,,,,
player,201909090rai,rai,GranRy01,pass_sacked_yds,0,,,,,
player,201909090rai,rai,GranRy01,pass_long,0,,,,,
player,201909090rai,rai,GranRy01,pass_rating,,,,,,
player,201909090rai,rai,GranRy01,rush_att,0,,,,,
player,201909090rai,rai,GranRy01,rush_yds,0,,,,,
player,201909090rai,rai,GranRy01,rush_td,0,,,,,
player,201909090rai,rai,GranRy01,rush_long,0,,,,,
player,201909090rai,rai,GranRy01,targets,4,,,,,
player,201909090rai,rai,GranRy01,rec,3,,,,,
player,201909090rai,rai,GranRy01,rec_yds,16,,,,,
player,201909090rai,rai,GranRy01,rec_td,0,,,,,
player,201909090rai,rai,GranRy01,rec_long,9,,,,,
player,201909090rai,rai,GranRy01,fumbles,0,,,,,
player,201909090rai,rai,GranRy01,fumbles_lost,0,,,,,
player,201909090rai,rai,RenfHu00,pass_cmp,0,,,,,
player,201909090rai,rai,RenfHu00,pass_att,0,,,,,
player,201909090rai,rai,RenfHu00,pass_yds,0,,,,,
player,201909090rai,rai,RenfHu00,pass_td,0,,,,,
player,201909090rai,rai,RenfHu00,pass_int,0,,,,,
player,201909090rai,rai,RenfHu00,pass_sacked,0,,,,,
player,201909090rai,rai,RenfHu00,pass_sacked_yds,0,,,,,
player,201909090rai,rai,RenfHu00,pass_long,0,,,,,
player,201909090rai,rai,RenfHu00,pass_rating,,,,,,
player,201909090rai,rai,RenfHu00,rush_att,0,,,,,
player,201909090rai,rai,RenfHu00,rush_yds,0,,,,,
player,201909090rai,rai,RenfHu00,rush_td,0,,,,,
player,201909090rai,rai,RenfHu00,rush_long,0,,,,,
player,201909090rai,rai,RenfHu00,targets,3,,,,,
player,201909090rai,rai,RenfHu00,rec,2,,,,,
player,201909090rai,rai,RenfHu00,rec_yds,13,,,,,
player,201909090rai,rai,RenfHu00,rec_td,0,,,,,
player,201909090rai,rai,RenfHu00,rec_long,10,,,,,
player,201909090rai,rai,RenfHu00,fumbles,0,,,,,
player,201909090rai,rai,RenfHu00,fumbles_lost,0,,,,,
player,201909090rai,rai,HarrDw00,pass_cmp,0,,,,,
player,201909090rai,rai,HarrDw00,pass_att,0,,,,,
player,201909090rai,rai,HarrDw00,pass_yds,0,,,,,
player,201909090rai,rai,HarrDw00,pass_td,0,,,,,
player,201909090rai,rai,HarrDw00,pass_int,0,,,,,
player,201909090rai,rai,HarrDw00,pass_sacked,0,,,,,
player,201909090rai,rai,HarrDw00,pass_sacked_yds,0,,,,,
player,201909090rai,rai,HarrDw00,pass_long,0,,,,,
player,201909090rai,rai,HarrDw00,pass_rating,,,,,,
player,201909090rai,rai,HarrDw00,rush_att,0,,,,,
player,201909090rai,rai,HarrDw00,rush_yds,0,,,,,
player,201909090rai,rai,HarrDw00,rush_td,0,,,,,
player,201909090rai,rai,HarrDw00,rush_long,0,,,,,
player,201909090rai,rai,HarrDw00,targets,1,,,,,
player,201909090rai,rai,HarrDw00,rec,1,,,,,
player,201909090rai,rai,HarrDw00,rec_yds,7,,,,,
player,201909090rai,rai,HarrDw00,rec_td,0,,,,,
player,201909090rai,rai,HarrDw00,rec_long,7,,,,,
player,201909090rai,rai,HarrDw00,fumbles,0,,,,,
player,201909090rai,rai,HarrDw00,fumbles_lost,0,,,,,
player,201909090rai,den,JeweJo00,def_int,0,,,,,
player,201909090rai,den,JeweJo00,def_int_yds,0,,,,,
player,201909090rai,den,JeweJo00,def_int_td,0,,,,,
player,201909090rai,den,JeweJo00,def_int_long,0,,,,,
player,201909090rai,den,JeweJo00,pass_defended,0,,,,,
player,201909090rai,den,JeweJo00,sacks,0.0,,,,,
player,201909090rai,den,JeweJo00,tackles_combined,14,,,,,
player,201909090rai,den,JeweJo00,tackles_solo,7,,,,,
player,201909090rai,den,JeweJo00,tackles_assists,7,,,,,
player,201909090rai,den,JeweJo00,tackles_loss,0,,,,,
player,201909090rai,den,JeweJo00,qb_hits,0,,,,,
player,201909090rai,den,JeweJo00,fumbles_rec,0,,,,,
player,201909090rai,den,JeweJo00,fumbles_rec_yds,0,,,,,
player,201909090rai,den,JeweJo00,fumbles_rec_td,0,,,,,
player,201909090rai,den,JeweJo00,fumbles_forced,0,,,,,
player,201909090rai,den,YiadIs00,def_int,0,,,,,
player,201909090rai,den,YiadIs00,def_int_yds,0,,,,,
player,201909090rai,den,YiadIs00,def_int_td,0,,,,,
player,201909090rai,den,YiadIs00,def_int_long,0,,,,,
player,201909090rai,den,YiadIs00,pass_defended,0,,,,,
player,201909090rai,den,YiadIs00,sacks,0.0,,,,,
player,201909090rai,den,YiadIs00,tackles_combined,8,,,,,
player,201909090rai,den,YiadIs00,tackles_solo,8,,,,,
player,201909090rai,den,YiadIs00,tackles_assists,0,,,,,
player,201909090rai,den,YiadIs00,tackles_loss,0,,,,,
player,201909090rai,den,YiadIs00,qb_hits,0,,,,,
player,201909090rai,den,YiadIs00,fumbles_rec,0,,,,,
player,201909090rai,den,YiadIs00,fumbles_rec_yds,0,,,,,
player,201909090rai,den,YiadIs00,fumbles_rec_td,0,,,,,
player,201909090rai,den,YiadIs00,fumbles_forced,0,,,,,
player,201909090rai,den,JackKa99,def_int,0,,,,,
player,201909090rai,den,JackKa99,def_int_yds,0,,,,,
player,201909090rai,den,JackKa99,def_int_td,0,,,,,
player,201909090rai,den,JackKa99,def_int_long,0,,,,,
player,201909090rai,den,JackKa99,pass_defended,2,,,,,
player,201909090rai,den,JackKa99,sacks,0.0,,,,,
player,201909090rai,den,JackKa99,tackles_combined,7,,,,,
player,201909090rai,den,JackKa99,tackles_solo,5,,,,,
player,201909090rai,den,JackKa99,tackles_assists,2,,,,,
player,201909090rai,den,JackKa99,tackles_loss,0,,,,,
player,201909090rai,den,JackKa99,qb_hits,0,,,,,
player,201909090rai,den,JackKa99,fumbles_rec,0,,,,,
player,201909090rai,den,JackKa99,fumbles_rec_yds,0,,,,,
player,201909090rai,den,JackKa99,fumbles_rec_td,0,,,,,
player,201909090rai,den,JackKa99,fumbles_forced,0,,,,,
player,201909090rai,den,MillVo00,def_int,0,,,,,
player,201909090rai,den,MillVo00,def_int_yds,0,,,,,
player,201909090rai,den,MillVo00,def_int_td,0,,,,,
player,201909090rai,den,MillVo00,def_int_long,0,,,,,
player,201909090rai,den,MillVo00,pass_defended,0,,,,,
player,201909090rai,den,MillVo00,sacks,0.0,,,,,
player,201909090rai,den,MillVo00,tackles_combined,5,,,,,
player,201909090rai,den,MillVo00,tackles_solo,4,,,,,
player,201909090rai,den,MillVo00,tackles_assists,1,,,,,
player,201909090rai,den,MillVo00,tackles_loss,0,,,,,
player,201909090rai,den,MillVo00,qb_hits,0,,,,,
player,201909090rai,den,MillVo00,fumbles_rec,0,,,,,
player,201909090rai,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201909090rai,den,MillVo00,fumbles_rec_td,0,,,,,
player,201909090rai,den,MillVo00,fumbles_forced,0,,,,,
player,201909090rai,den,HarrSh00,def_int,0,,,,,
player,201909090rai,den,HarrSh00,def_int_yds,0,,,,,
player,201909090rai,den,HarrSh00,def_int_td,0,,,,,
player,201909090rai,den,HarrSh00,def_int_long,0,,,,,
player,201909090rai,den,HarrSh00,pass_defended,0,,,,,
player,201909090rai,den,HarrSh00,sacks,0.0,,,,,
player,201909090rai,den,HarrSh00,tackles_combined,4,,,,,
player,201909090rai,den,HarrSh00,tackles_solo,1,,,,,
player,201909090rai,den,HarrSh00,tackles_assists,3,,,,,
player,201909090rai,den,HarrSh00,tackles_loss,0,,,,,
player,201909090rai,den,HarrSh00,qb_hits,0,,,,,
player,201909090rai,den,HarrSh00,fumbles_rec,0,,,,,
player,201909090rai,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201909090rai,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201909090rai,den,HarrSh00,fumbles_forced,0,,,,,
player,201909090rai,den,HarrCh01,def_int,0,,,,,
player,201909090rai,den,HarrCh01,def_int_yds,0,,,,,
player,201909090rai,den,HarrCh01,def_int_td,0,,,,,
player,201909090rai,den,HarrCh01,def_int_long,0,,,,,
player,201909090rai,den,HarrCh01,pass_defended,0,,,,,
player,201909090rai,den,HarrCh01,sacks,0.0,,,,,
player,201909090rai,den,HarrCh01,tackles_combined,4,,,,,
player,201909090rai,den,HarrCh01,tackles_solo,2,,,,,
player,201909090rai,den,HarrCh01,tackles_assists,2,,,,,
player,201909090rai,den,HarrCh01,tackles_loss,1,,,,,
player,201909090rai,den,HarrCh01,qb_hits,0,,,,,
player,201909090rai,den,HarrCh01,fumbles_rec,0,,,,,
player,201909090rai,den,HarrCh01,fumbles_rec_yds,0,,,,,
player,201909090rai,den,HarrCh01,fumbles_rec_td,0,,,,,
player,201909090rai,den,HarrCh01,fumbles_forced,0,,,,,
player,201909090rai,den,ChubBr00,def_int,0,,,,,
player,201909090rai,den,ChubBr00,def_int_yds,0,,,,,
player,201909090rai,den,ChubBr00,def_int_td,0,,,,,
player,201909090rai,den,ChubBr00,def_int_long,0,,,,,
player,201909090rai,den,ChubBr00,pass_defended,1,,,,,
player,201909090rai,den,ChubBr00,sacks,0.0,,,,,
player,201909090rai,den,ChubBr00,tackles_combined,3,,,,,
player,201909090rai,den,ChubBr00,tackles_solo,2,,,,,
player,201909090rai,den,ChubBr00,tackles_assists,1,,,,,
player,201909090rai,den,ChubBr00,tackles_loss,0,,,,,
player,201909090rai,den,ChubBr00,qb_hits,0,,,,,
