game,2019,8,20191027,201910270kan,gnb,"Green Bay Packers",31,kan,"Kansas City Chiefs",24
player,201910270kan,gnb,JoneAa00,rec_td,2,,,,,
player,201910270kan,gnb,JoneAa00,rec_long,67,,,,,
player,201910270kan,gnb,JoneAa00,fumbles,0,,,,,
player,201910270kan,gnb,JoneAa00,fumbles_lost,0,,,,,
player,201910270kan,gnb,WillJa06,pass_cmp,0,,,,,
player,201910270kan,gnb,WillJa06,pass_att,0,,,,,
player,201910270kan,gnb,WillJa06,pass_yds,0,,,,,
player,201910270kan,gnb,WillJa06,pass_td,0,,,,,
player,201910270kan,gnb,WillJa06,pass_int,0,,,,,
player,201910270kan,gnb,WillJa06,pass_sacked,0,,,,,
player,201910270kan,gnb,WillJa06,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,WillJa06,pass_long,0,,,,,
player,201910270kan,gnb,WillJa06,pass_rating,,,,,,
player,201910270kan,gnb,WillJa06,rush_att,7,,,,,
player,201910270kan,gnb,WillJa06,rush_yds,22,,,,,
player,201910270kan,gnb,WillJa06,rush_td,1,,,,,
player,201910270kan,gnb,WillJa06,rush_long,14,,,,,
player,201910270kan,gnb,WillJa06,targets,3,,,,,
player,201910270kan,gnb,WillJa06,rec,3,,,,,
player,201910270kan,gnb,WillJa06,rec_yds,14,,,,,
player,201910270kan,gnb,WillJa06,rec_td,1,,,,,
player,201910270kan,gnb,WillJa06,rec_long,7,,,,,
player,201910270kan,gnb,WillJa06,fumbles,0,,,,,
player,201910270kan,gnb,WillJa06,fumbles_lost,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_cmp,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_att,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_yds,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_td,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_int,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_sacked,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_long,0,,,,,
player,201910270kan,gnb,KumeJa00,pass_rating,,,,,,
player,201910270kan,gnb,KumeJa00,rush_att,0,,,,,
player,201910270kan,gnb,KumeJa00,rush_yds,0,,,,,
player,201910270kan,gnb,KumeJa00,rush_td,0,,,,,
player,201910270kan,gnb,KumeJa00,rush_long,0,,,,,
player,201910270kan,gnb,KumeJa00,targets,4,,,,,
player,201910270kan,gnb,KumeJa00,rec,2,,,,,
player,201910270kan,gnb,KumeJa00,rec_yds,48,,,,,
player,201910270kan,gnb,KumeJa00,rec_td,0,,,,,
player,201910270kan,gnb,KumeJa00,rec_long,34,,,,,
player,201910270kan,gnb,KumeJa00,fumbles,0,,,,,
player,201910270kan,gnb,KumeJa00,fumbles_lost,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_cmp,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_att,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_yds,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_td,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_int,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_sacked,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_long,0,,,,,
player,201910270kan,gnb,LazaAl00,pass_rating,,,,,,
player,201910270kan,gnb,LazaAl00,rush_att,0,,,,,
player,201910270kan,gnb,LazaAl00,rush_yds,0,,,,,
player,201910270kan,gnb,LazaAl00,rush_td,0,,,,,
player,201910270kan,gnb,LazaAl00,rush_long,0,,,,,
player,201910270kan,gnb,LazaAl00,targets,5,,,,,
player,201910270kan,gnb,LazaAl00,rec,5,,,,,
player,201910270kan,gnb,LazaAl00,rec_yds,42,,,,,
player,201910270kan,gnb,LazaAl00,rec_td,0,,,,,
player,201910270kan,gnb,LazaAl00,rec_long,14,,,,,
player,201910270kan,gnb,LazaAl00,fumbles,0,,,,,
player,201910270kan,gnb,LazaAl00,fumbles_lost,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_cmp,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_att,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_yds,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_td,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_int,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_sacked,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_long,0,,,,,
player,201910270kan,gnb,GrahJi00,pass_rating,,,,,,
player,201910270kan,gnb,GrahJi00,rush_att,0,,,,,
player,201910270kan,gnb,GrahJi00,rush_yds,0,,,,,
player,201910270kan,gnb,GrahJi00,rush_td,0,,,,,
player,201910270kan,gnb,GrahJi00,rush_long,0,,,,,
player,201910270kan,gnb,GrahJi00,targets,5,,,,,
player,201910270kan,gnb,GrahJi00,rec,3,,,,,
player,201910270kan,gnb,GrahJi00,rec_yds,20,,,,,
player,201910270kan,gnb,GrahJi00,rec_td,0,,,,,
player,201910270kan,gnb,GrahJi00,rec_long,11,,,,,
player,201910270kan,gnb,GrahJi00,fumbles,0,,,,,
player,201910270kan,gnb,GrahJi00,fumbles_lost,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_cmp,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_att,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_yds,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_td,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_int,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_sacked,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_long,0,,,,,
player,201910270kan,gnb,LewiMa00,pass_rating,,,,,,
player,201910270kan,gnb,LewiMa00,rush_att,0,,,,,
player,201910270kan,gnb,LewiMa00,rush_yds,0,,,,,
player,201910270kan,gnb,LewiMa00,rush_td,0,,,,,
player,201910270kan,gnb,LewiMa00,rush_long,0,,,,,
player,201910270kan,gnb,LewiMa00,targets,1,,,,,
player,201910270kan,gnb,LewiMa00,rec,1,,,,,
player,201910270kan,gnb,LewiMa00,rec_yds,11,,,,,
player,201910270kan,gnb,LewiMa00,rec_td,0,,,,,
player,201910270kan,gnb,LewiMa00,rec_long,11,,,,,
player,201910270kan,gnb,LewiMa00,fumbles,0,,,,,
player,201910270kan,gnb,LewiMa00,fumbles_lost,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_cmp,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_att,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_yds,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_td,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_int,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_sacked,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_long,0,,,,,
player,201910270kan,gnb,AlliGe01,pass_rating,,,,,,
player,201910270kan,gnb,AlliGe01,rush_att,0,,,,,
player,201910270kan,gnb,AlliGe01,rush_yds,0,,,,,
player,201910270kan,gnb,AlliGe01,rush_td,0,,,,,
player,201910270kan,gnb,AlliGe01,rush_long,0,,,,,
player,201910270kan,gnb,AlliGe01,targets,3,,,,,
player,201910270kan,gnb,AlliGe01,rec,1,,,,,
player,201910270kan,gnb,AlliGe01,rec_yds,7,,,,,
player,201910270kan,gnb,AlliGe01,rec_td,0,,,,,
player,201910270kan,gnb,AlliGe01,rec_long,7,,,,,
player,201910270kan,gnb,AlliGe01,fumbles,0,,,,,
player,201910270kan,gnb,AlliGe01,fumbles_lost,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_cmp,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_att,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_yds,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_td,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_int,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_sacked,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_sacked_yds,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_long,0,,,,,
player,201910270kan,gnb,ValdMa00,pass_rating,,,,,,
player,201910270kan,gnb,ValdMa00,rush_att,0,,,,,
player,201910270kan,gnb,ValdMa00,rush_yds,0,,,,,
player,201910270kan,gnb,ValdMa00,rush_td,0,,,,,
player,201910270kan,gnb,ValdMa00,rush_long,0,,,,,
player,201910270kan,gnb,ValdMa00,targets,2,,,,,
player,201910270kan,gnb,ValdMa00,rec,1,,,,,
player,201910270kan,gnb,ValdMa00,rec_yds,4,,,,,
player,201910270kan,gnb,ValdMa00,rec_td,0,,,,,
player,201910270kan,gnb,ValdMa00,rec_long,4,,,,,
player,201910270kan,gnb,ValdMa00,fumbles,0,,,,,
player,201910270kan,gnb,ValdMa00,fumbles_lost,0,,,,,
player,201910270kan,kan,MoorMa01,pass_cmp,24,,,,,
player,201910270kan,kan,MoorMa01,pass_att,36,,,,,
player,201910270kan,kan,MoorMa01,pass_yds,267,,,,,
player,201910270kan,kan,MoorMa01,pass_td,2,,,,,
player,201910270kan,kan,MoorMa01,pass_int,0,,,,,
player,201910270kan,kan,MoorMa01,pass_sacked,2,,,,,
player,201910270kan,kan,MoorMa01,pass_sacked_yds,18,,,,,
player,201910270kan,kan,MoorMa01,pass_long,30,,,,,
player,201910270kan,kan,MoorMa01,pass_rating,107.1,,,,,
player,201910270kan,kan,MoorMa01,rush_att,1,,,,,
player,201910270kan,kan,MoorMa01,rush_yds,3,,,,,
player,201910270kan,kan,MoorMa01,rush_td,0,,,,,
player,201910270kan,kan,MoorMa01,rush_long,3,,,,,
player,201910270kan,kan,MoorMa01,targets,0,,,,,
player,201910270kan,kan,MoorMa01,rec,0,,,,,
player,201910270kan,kan,MoorMa01,rec_yds,0,,,,,
player,201910270kan,kan,MoorMa01,rec_td,0,,,,,
player,201910270kan,kan,MoorMa01,rec_long,0,,,,,
player,201910270kan,kan,MoorMa01,fumbles,0,,,,,
player,201910270kan,kan,MoorMa01,fumbles_lost,0,,,,,
player,201910270kan,kan,McCoLe01,pass_cmp,0,,,,,
player,201910270kan,kan,McCoLe01,pass_att,0,,,,,
player,201910270kan,kan,McCoLe01,pass_yds,0,,,,,
player,201910270kan,kan,McCoLe01,pass_td,0,,,,,
player,201910270kan,kan,McCoLe01,pass_int,0,,,,,
player,201910270kan,kan,McCoLe01,pass_sacked,0,,,,,
player,201910270kan,kan,McCoLe01,pass_sacked_yds,0,,,,,
player,201910270kan,kan,McCoLe01,pass_long,0,,,,,
player,201910270kan,kan,McCoLe01,pass_rating,,,,,,
player,201910270kan,kan,McCoLe01,rush_att,9,,,,,
player,201910270kan,kan,McCoLe01,rush_yds,40,,,,,
player,201910270kan,kan,McCoLe01,rush_td,0,,,,,
player,201910270kan,kan,McCoLe01,rush_long,9,,,,,
player,201910270kan,kan,McCoLe01,targets,4,,,,,
player,201910270kan,kan,McCoLe01,rec,4,,,,,
player,201910270kan,kan,McCoLe01,rec_yds,23,,,,,
player,201910270kan,kan,McCoLe01,rec_td,0,,,,,
player,201910270kan,kan,McCoLe01,rec_long,10,,,,,
player,201910270kan,kan,McCoLe01,fumbles,1,,,,,
player,201910270kan,kan,McCoLe01,fumbles_lost,1,,,,,
player,201910270kan,kan,WillDa05,pass_cmp,0,,,,,
player,201910270kan,kan,WillDa05,pass_att,0,,,,,
player,201910270kan,kan,WillDa05,pass_yds,0,,,,,
player,201910270kan,kan,WillDa05,pass_td,0,,,,,
player,201910270kan,kan,WillDa05,pass_int,0,,,,,
player,201910270kan,kan,WillDa05,pass_sacked,0,,,,,
player,201910270kan,kan,WillDa05,pass_sacked_yds,0,,,,,
player,201910270kan,kan,WillDa05,pass_long,0,,,,,
player,201910270kan,kan,WillDa05,pass_rating,,,,,,
player,201910270kan,kan,WillDa05,rush_att,7,,,,,
player,201910270kan,kan,WillDa05,rush_yds,30,,,,,
player,201910270kan,kan,WillDa05,rush_td,1,,,,,
player,201910270kan,kan,WillDa05,rush_long,9,,,,,
player,201910270kan,kan,WillDa05,targets,0,,,,,
player,201910270kan,kan,WillDa05,rec,0,,,,,
player,201910270kan,kan,WillDa05,rec_yds,0,,,,,
player,201910270kan,kan,WillDa05,rec_td,0,,,,,
player,201910270kan,kan,WillDa05,rec_long,0,,,,,
player,201910270kan,kan,WillDa05,fumbles,0,,,,,
player,201910270kan,kan,WillDa05,fumbles_lost,0,,,,,
player,201910270kan,kan,WillDa10,pass_cmp,0,,,,,
player,201910270kan,kan,WillDa10,pass_att,0,,,,,
player,201910270kan,kan,WillDa10,pass_yds,0,,,,,
player,201910270kan,kan,WillDa10,pass_td,0,,,,,
player,201910270kan,kan,WillDa10,pass_int,0,,,,,
player,201910270kan,kan,WillDa10,pass_sacked,0,,,,,
player,201910270kan,kan,WillDa10,pass_sacked_yds,0,,,,,
player,201910270kan,kan,WillDa10,pass_long,0,,,,,
player,201910270kan,kan,WillDa10,pass_rating,,,,,,
player,201910270kan,kan,WillDa10,rush_att,2,,,,,
player,201910270kan,kan,WillDa10,rush_yds,10,,,,,
player,201910270kan,kan,WillDa10,rush_td,0,,,,,
player,201910270kan,kan,WillDa10,rush_long,8,,,,,
player,201910270kan,kan,WillDa10,targets,0,,,,,
player,201910270kan,kan,WillDa10,rec,0,,,,,
player,201910270kan,kan,WillDa10,rec_yds,0,,,,,
player,201910270kan,kan,WillDa10,rec_td,0,,,,,
player,201910270kan,kan,WillDa10,rec_long,0,,,,,
player,201910270kan,kan,WillDa10,fumbles,0,,,,,
player,201910270kan,kan,WillDa10,fumbles_lost,0,,,,,
player,201910270kan,kan,HillTy00,pass_cmp,0,,,,,
player,201910270kan,kan,HillTy00,pass_att,0,,,,,
player,201910270kan,kan,HillTy00,pass_yds,0,,,,,
player,201910270kan,kan,HillTy00,pass_td,0,,,,,
player,201910270kan,kan,HillTy00,pass_int,0,,,,,
player,201910270kan,kan,HillTy00,pass_sacked,0,,,,,
player,201910270kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201910270kan,kan,HillTy00,pass_long,0,,,,,
player,201910270kan,kan,HillTy00,pass_rating,,,,,,
player,201910270kan,kan,HillTy00,rush_att,1,,,,,
player,201910270kan,kan,HillTy00,rush_yds,5,,,,,
player,201910270kan,kan,HillTy00,rush_td,0,,,,,
player,201910270kan,kan,HillTy00,rush_long,5,,,,,
player,201910270kan,kan,HillTy00,targets,9,,,,,
player,201910270kan,kan,HillTy00,rec,6,,,,,
player,201910270kan,kan,HillTy00,rec_yds,76,,,,,
player,201910270kan,kan,HillTy00,rec_td,0,,,,,
player,201910270kan,kan,HillTy00,rec_long,21,,,,,
player,201910270kan,kan,HillTy00,fumbles,0,,,,,
player,201910270kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201910270kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201910270kan,kan,KelcTr00,pass_att,0,,,,,
player,201910270kan,kan,KelcTr00,pass_yds,0,,,,,
player,201910270kan,kan,KelcTr00,pass_td,0,,,,,
player,201910270kan,kan,KelcTr00,pass_int,0,,,,,
player,201910270kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201910270kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201910270kan,kan,KelcTr00,pass_long,0,,,,,
player,201910270kan,kan,KelcTr00,pass_rating,,,,,,
player,201910270kan,kan,KelcTr00,rush_att,0,,,,,
player,201910270kan,kan,KelcTr00,rush_yds,0,,,,,
player,201910270kan,kan,KelcTr00,rush_td,0,,,,,
player,201910270kan,kan,KelcTr00,rush_long,0,,,,,
player,201910270kan,kan,KelcTr00,targets,8,,,,,
player,201910270kan,kan,KelcTr00,rec,4,,,,,
player,201910270kan,kan,KelcTr00,rec_yds,63,,,,,
player,201910270kan,kan,KelcTr00,rec_td,1,,,,,
player,201910270kan,kan,KelcTr00,rec_long,29,,,,,
player,201910270kan,kan,KelcTr00,fumbles,0,,,,,
player,201910270kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201910270kan,kan,HardMe00,pass_cmp,0,,,,,
player,201910270kan,kan,HardMe00,pass_att,0,,,,,
player,201910270kan,kan,HardMe00,pass_yds,0,,,,,
player,201910270kan,kan,HardMe00,pass_td,0,,,,,
player,201910270kan,kan,HardMe00,pass_int,0,,,,,
player,201910270kan,kan,HardMe00,pass_sacked,0,,,,,
player,201910270kan,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201910270kan,kan,HardMe00,pass_long,0,,,,,
player,201910270kan,kan,HardMe00,pass_rating,,,,,,
player,201910270kan,kan,HardMe00,rush_att,0,,,,,
player,201910270kan,kan,HardMe00,rush_yds,0,,,,,
player,201910270kan,kan,HardMe00,rush_td,0,,,,,
player,201910270kan,kan,HardMe00,rush_long,0,,,,,
player,201910270kan,kan,HardMe00,targets,2,,,,,
player,201910270kan,kan,HardMe00,rec,2,,,,,
player,201910270kan,kan,HardMe00,rec_yds,55,,,,,
player,201910270kan,kan,HardMe00,rec_td,1,,,,,
player,201910270kan,kan,HardMe00,rec_long,30,,,,,
player,201910270kan,kan,HardMe00,fumbles,0,,,,,
player,201910270kan,kan,HardMe00,fumbles_lost,0,,,,,
player,201910270kan,kan,WatkSa00,pass_cmp,0,,,,,
player,201910270kan,kan,WatkSa00,pass_att,0,,,,,
player,201910270kan,kan,WatkSa00,pass_yds,0,,,,,
player,201910270kan,kan,WatkSa00,pass_td,0,,,,,
player,201910270kan,kan,WatkSa00,pass_int,0,,,,,
player,201910270kan,kan,WatkSa00,pass_sacked,0,,,,,
player,201910270kan,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201910270kan,kan,WatkSa00,pass_long,0,,,,,
player,201910270kan,kan,WatkSa00,pass_rating,,,,,,
player,201910270kan,kan,WatkSa00,rush_att,0,,,,,
player,201910270kan,kan,WatkSa00,rush_yds,0,,,,,
player,201910270kan,kan,WatkSa00,rush_td,0,,,,,
player,201910270kan,kan,WatkSa00,rush_long,0,,,,,
player,201910270kan,kan,WatkSa00,targets,8,,,,,
player,201910270kan,kan,WatkSa00,rec,5,,,,,
player,201910270kan,kan,WatkSa00,rec_yds,45,,,,,
player,201910270kan,kan,WatkSa00,rec_td,0,,,,,
player,201910270kan,kan,WatkSa00,rec_long,25,,,,,
player,201910270kan,kan,WatkSa00,fumbles,0,,,,,
player,201910270kan,kan,WatkSa00,fumbles_lost,0,,,,,
player,201910270kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201910270kan,kan,RobiDe01,pass_att,0,,,,,
player,201910270kan,kan,RobiDe01,pass_yds,0,,,,,
player,201910270kan,kan,RobiDe01,pass_td,0,,,,,
player,201910270kan,kan,RobiDe01,pass_int,0,,,,,
player,201910270kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201910270kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201910270kan,kan,RobiDe01,pass_long,0,,,,,
player,201910270kan,kan,RobiDe01,pass_rating,,,,,,
player,201910270kan,kan,RobiDe01,rush_att,0,,,,,
player,201910270kan,kan,RobiDe01,rush_yds,0,,,,,
player,201910270kan,kan,RobiDe01,rush_td,0,,,,,
player,201910270kan,kan,RobiDe01,rush_long,0,,,,,
player,201910270kan,kan,RobiDe01,targets,2,,,,,
player,201910270kan,kan,RobiDe01,rec,2,,,,,
player,201910270kan,kan,RobiDe01,rec_yds,6,,,,,
player,201910270kan,kan,RobiDe01,rec_td,0,,,,,
player,201910270kan,kan,RobiDe01,rec_long,4,,,,,
player,201910270kan,kan,RobiDe01,fumbles,0,,,,,
player,201910270kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201910270kan,kan,BellBl00,pass_cmp,0,,,,,
player,201910270kan,kan,BellBl00,pass_att,0,,,,,
player,201910270kan,kan,BellBl00,pass_yds,0,,,,,
player,201910270kan,kan,BellBl00,pass_td,0,,,,,
player,201910270kan,kan,BellBl00,pass_int,0,,,,,
player,201910270kan,kan,BellBl00,pass_sacked,0,,,,,
player,201910270kan,kan,BellBl00,pass_sacked_yds,0,,,,,
player,201910270kan,kan,BellBl00,pass_long,0,,,,,
player,201910270kan,kan,BellBl00,pass_rating,,,,,,
player,201910270kan,kan,BellBl00,rush_att,0,,,,,
player,201910270kan,kan,BellBl00,rush_yds,0,,,,,
player,201910270kan,kan,BellBl00,rush_td,0,,,,,
player,201910270kan,kan,BellBl00,rush_long,0,,,,,
player,201910270kan,kan,BellBl00,targets,1,,,,,
player,201910270kan,kan,BellBl00,rec,0,,,,,
player,201910270kan,kan,BellBl00,rec_yds,0,,,,,
player,201910270kan,kan,BellBl00,rec_td,0,,,,,
player,201910270kan,kan,BellBl00,rec_long,0,,,,,
player,201910270kan,kan,BellBl00,fumbles,0,,,,,
player,201910270kan,kan,BellBl00,fumbles_lost,0,,,,,
player,201910270kan,kan,ThomDa06,pass_cmp,0,,,,,
player,201910270kan,kan,ThomDa06,pass_att,0,,,,,
player,201910270kan,kan,ThomDa06,pass_yds,0,,,,,
player,201910270kan,kan,ThomDa06,pass_td,0,,,,,
player,201910270kan,kan,ThomDa06,pass_int,0,,,,,
player,201910270kan,kan,ThomDa06,pass_sacked,0,,,,,
player,201910270kan,kan,ThomDa06,pass_sacked_yds,0,,,,,
player,201910270kan,kan,ThomDa06,pass_long,0,,,,,
player,201910270kan,kan,ThomDa06,pass_rating,,,,,,
player,201910270kan,kan,ThomDa06,rush_att,0,,,,,
player,201910270kan,kan,ThomDa06,rush_yds,0,,,,,
player,201910270kan,kan,ThomDa06,rush_td,0,,,,,
player,201910270kan,kan,ThomDa06,rush_long,0,,,,,
player,201910270kan,kan,ThomDa06,targets,1,,,,,
player,201910270kan,kan,ThomDa06,rec,1,,,,,
player,201910270kan,kan,ThomDa06,rec_yds,-1,,,,,
player,201910270kan,kan,ThomDa06,rec_td,0,,,,,
player,201910270kan,kan,ThomDa06,rec_long,-1,,,,,
player,201910270kan,kan,ThomDa06,fumbles,0,,,,,
player,201910270kan,kan,ThomDa06,fumbles_lost,0,,,,,
player,201910270kan,gnb,SmitZa00,def_int,0,,,,,
player,201910270kan,gnb,SmitZa00,def_int_yds,0,,,,,
player,201910270kan,gnb,SmitZa00,def_int_td,0,,,,,
player,201910270kan,gnb,SmitZa00,def_int_long,0,,,,,
player,201910270kan,gnb,SmitZa00,pass_defended,0,,,,,
player,201910270kan,gnb,SmitZa00,sacks,2.0,,,,,
player,201910270kan,gnb,SmitZa00,tackles_combined,4,,,,,
player,201910270kan,gnb,SmitZa00,tackles_solo,4,,,,,
player,201910270kan,gnb,SmitZa00,tackles_assists,0,,,,,
player,201910270kan,gnb,SmitZa00,tackles_loss,2,,,,,
player,201910270kan,gnb,SmitZa00,qb_hits,3,,,,,
player,201910270kan,gnb,SmitZa00,fumbles_rec,0,,,,,
player,201910270kan,gnb,SmitZa00,fumbles_rec_yds,0,,,,,
player,201910270kan,gnb,SmitZa00,fumbles_rec_td,0,,,,,
player,201910270kan,gnb,SmitZa00,fumbles_forced,0,,,,,
player,201910270kan,gnb,MartBl01,def_int,0,,,,,
player,201910270kan,gnb,MartBl01,def_int_yds,0,,,,,
player,201910270kan,gnb,MartBl01,def_int_td,0,,,,,
player,201910270kan,gnb,MartBl01,def_int_long,0,,,,,
player,201910270kan,gnb,MartBl01,pass_defended,0,,,,,
player,201910270kan,gnb,MartBl01,sacks,0.0,,,,,
player,201910270kan,gnb,MartBl01,tackles_combined,7,,,,,
player,201910270kan,gnb,MartBl01,tackles_solo,4,,,,,
player,201910270kan,gnb,MartBl01,tackles_assists,3,,,,,
player,201910270kan,gnb,MartBl01,tackles_loss,0,,,,,
player,201910270kan,gnb,MartBl01,qb_hits,0,,,,,
player,201910270kan,gnb,MartBl01,fumbles_rec,0,,,,,
