game,2019,11,20191117,201911170rav,htx,"Houston Texans",7,rav,"Baltimore Ravens",41
team,201911170rav,htx,First Downs,16,,,,,,
team,201911170rav,rav,First Downs,25,,,,,,
team,201911170rav,htx,Rush-Yds-TDs,20-122-1,,,,,,
team,201911170rav,rav,Rush-Yds-TDs,36-263-1,,,,,,
team,201911170rav,htx,Cmp-Att-Yd-TD-INT,18-30-169-0-1,,,,,,
team,201911170rav,rav,Cmp-Att-Yd-TD-INT,20-27-235-4-0,,,,,,
team,201911170rav,htx,Sacked-Yards,7-59,,,,,,
team,201911170rav,rav,Sacked-Yards,1-7,,,,,,
team,201911170rav,htx,Net Pass Yards,110,,,,,,
team,201911170rav,rav,Net Pass Yards,228,,,,,,
team,201911170rav,htx,Total Yards,232,,,,,,
team,201911170rav,rav,Total Yards,491,,,,,,
team,201911170rav,htx,Fumbles-Lost,1-1,,,,,,
team,201911170rav,rav,Fumbles-Lost,1-0,,,,,,
team,201911170rav,htx,Turnovers,2,,,,,,
team,201911170rav,rav,Turnovers,0,,,,,,
team,201911170rav,htx,Penalties-Yards,5-60,,,,,,
team,201911170rav,rav,Penalties-Yards,8-65,,,,,,
team,201911170rav,htx,Third Down Conv.,2-10,,,,,,
team,201911170rav,rav,Third Down Conv.,5-9,,,,,,
team,201911170rav,htx,Fourth Down Conv.,1-4,,,,,,
team,201911170rav,rav,Fourth Down Conv.,0-1,,,,,,
team,201911170rav,htx,Time of Possession,23:41,,,,,,
team,201911170rav,rav,Time of Possession,36:19,,,,,,
player,201911170rav,htx,WatsDe00,pass_cmp,18,,,,,
player,201911170rav,htx,WatsDe00,pass_att,29,,,,,
player,201911170rav,htx,WatsDe00,pass_yds,169,,,,,
player,201911170rav,htx,WatsDe00,pass_td,0,,,,,
player,201911170rav,htx,WatsDe00,pass_int,1,,,,,
player,201911170rav,htx,WatsDe00,pass_sacked,6,,,,,
player,201911170rav,htx,WatsDe00,pass_sacked_yds,49,,,,,
player,201911170rav,htx,WatsDe00,pass_long,20,,,,,
player,201911170rav,htx,WatsDe00,pass_rating,63.7,,,,,
player,201911170rav,htx,WatsDe00,rush_att,3,,,,,
player,201911170rav,htx,WatsDe00,rush_yds,12,,,,,
player,201911170rav,htx,WatsDe00,rush_td,0,,,,,
player,201911170rav,htx,WatsDe00,rush_long,9,,,,,
player,201911170rav,htx,WatsDe00,targets,0,,,,,
player,201911170rav,htx,WatsDe00,rec,0,,,,,
player,201911170rav,htx,WatsDe00,rec_yds,0,,,,,
player,201911170rav,htx,WatsDe00,rec_td,0,,,,,
player,201911170rav,htx,WatsDe00,rec_long,0,,,,,
player,201911170rav,htx,WatsDe00,fumbles,1,,,,,
player,201911170rav,htx,WatsDe00,fumbles_lost,1,,,,,
player,201911170rav,htx,McCaA.00,pass_cmp,0,,,,,
player,201911170rav,htx,McCaA.00,pass_att,1,,,,,
player,201911170rav,htx,McCaA.00,pass_yds,0,,,,,
player,201911170rav,htx,McCaA.00,pass_td,0,,,,,
player,201911170rav,htx,McCaA.00,pass_int,0,,,,,
player,201911170rav,htx,McCaA.00,pass_sacked,1,,,,,
player,201911170rav,htx,McCaA.00,pass_sacked_yds,10,,,,,
player,201911170rav,htx,McCaA.00,pass_long,0,,,,,
player,201911170rav,htx,McCaA.00,pass_rating,39.6,,,,,
player,201911170rav,htx,McCaA.00,rush_att,0,,,,,
player,201911170rav,htx,McCaA.00,rush_yds,0,,,,,
player,201911170rav,htx,McCaA.00,rush_td,0,,,,,
player,201911170rav,htx,McCaA.00,rush_long,0,,,,,
player,201911170rav,htx,McCaA.00,targets,0,,,,,
player,201911170rav,htx,McCaA.00,rec,0,,,,,
player,201911170rav,htx,McCaA.00,rec_yds,0,,,,,
player,201911170rav,htx,McCaA.00,rec_td,0,,,,,
player,201911170rav,htx,McCaA.00,rec_long,0,,,,,
player,201911170rav,htx,McCaA.00,fumbles,0,,,,,
player,201911170rav,htx,McCaA.00,fumbles_lost,0,,,,,
player,201911170rav,htx,HydeCa00,pass_cmp,0,,,,,
player,201911170rav,htx,HydeCa00,pass_att,0,,,,,
player,201911170rav,htx,HydeCa00,pass_yds,0,,,,,
player,201911170rav,htx,HydeCa00,pass_td,0,,,,,
player,201911170rav,htx,HydeCa00,pass_int,0,,,,,
player,201911170rav,htx,HydeCa00,pass_sacked,0,,,,,
player,201911170rav,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,HydeCa00,pass_long,0,,,,,
player,201911170rav,htx,HydeCa00,pass_rating,,,,,,
player,201911170rav,htx,HydeCa00,rush_att,9,,,,,
player,201911170rav,htx,HydeCa00,rush_yds,65,,,,,
player,201911170rav,htx,HydeCa00,rush_td,1,,,,,
player,201911170rav,htx,HydeCa00,rush_long,41,,,,,
player,201911170rav,htx,HydeCa00,targets,1,,,,,
player,201911170rav,htx,HydeCa00,rec,0,,,,,
player,201911170rav,htx,HydeCa00,rec_yds,0,,,,,
player,201911170rav,htx,HydeCa00,rec_td,0,,,,,
player,201911170rav,htx,HydeCa00,rec_long,0,,,,,
player,201911170rav,htx,HydeCa00,fumbles,0,,,,,
player,201911170rav,htx,HydeCa00,fumbles_lost,0,,,,,
player,201911170rav,htx,JohnDu00,pass_cmp,0,,,,,
player,201911170rav,htx,JohnDu00,pass_att,0,,,,,
player,201911170rav,htx,JohnDu00,pass_yds,0,,,,,
player,201911170rav,htx,JohnDu00,pass_td,0,,,,,
player,201911170rav,htx,JohnDu00,pass_int,0,,,,,
player,201911170rav,htx,JohnDu00,pass_sacked,0,,,,,
player,201911170rav,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,JohnDu00,pass_long,0,,,,,
player,201911170rav,htx,JohnDu00,pass_rating,,,,,,
player,201911170rav,htx,JohnDu00,rush_att,6,,,,,
player,201911170rav,htx,JohnDu00,rush_yds,40,,,,,
player,201911170rav,htx,JohnDu00,rush_td,0,,,,,
player,201911170rav,htx,JohnDu00,rush_long,17,,,,,
player,201911170rav,htx,JohnDu00,targets,2,,,,,
player,201911170rav,htx,JohnDu00,rec,2,,,,,
player,201911170rav,htx,JohnDu00,rec_yds,4,,,,,
player,201911170rav,htx,JohnDu00,rec_td,0,,,,,
player,201911170rav,htx,JohnDu00,rec_long,8,,,,,
player,201911170rav,htx,JohnDu00,fumbles,0,,,,,
player,201911170rav,htx,JohnDu00,fumbles_lost,0,,,,,
player,201911170rav,htx,HoweGr00,pass_cmp,0,,,,,
player,201911170rav,htx,HoweGr00,pass_att,0,,,,,
player,201911170rav,htx,HoweGr00,pass_yds,0,,,,,
player,201911170rav,htx,HoweGr00,pass_td,0,,,,,
player,201911170rav,htx,HoweGr00,pass_int,0,,,,,
player,201911170rav,htx,HoweGr00,pass_sacked,0,,,,,
player,201911170rav,htx,HoweGr00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,HoweGr00,pass_long,0,,,,,
player,201911170rav,htx,HoweGr00,pass_rating,,,,,,
player,201911170rav,htx,HoweGr00,rush_att,2,,,,,
player,201911170rav,htx,HoweGr00,rush_yds,5,,,,,
player,201911170rav,htx,HoweGr00,rush_td,0,,,,,
player,201911170rav,htx,HoweGr00,rush_long,4,,,,,
player,201911170rav,htx,HoweGr00,targets,0,,,,,
player,201911170rav,htx,HoweGr00,rec,0,,,,,
player,201911170rav,htx,HoweGr00,rec_yds,0,,,,,
player,201911170rav,htx,HoweGr00,rec_td,0,,,,,
player,201911170rav,htx,HoweGr00,rec_long,0,,,,,
player,201911170rav,htx,HoweGr00,fumbles,0,,,,,
player,201911170rav,htx,HoweGr00,fumbles_lost,0,,,,,
player,201911170rav,htx,HopkDe00,pass_cmp,0,,,,,
player,201911170rav,htx,HopkDe00,pass_att,0,,,,,
player,201911170rav,htx,HopkDe00,pass_yds,0,,,,,
player,201911170rav,htx,HopkDe00,pass_td,0,,,,,
player,201911170rav,htx,HopkDe00,pass_int,0,,,,,
player,201911170rav,htx,HopkDe00,pass_sacked,0,,,,,
player,201911170rav,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,HopkDe00,pass_long,0,,,,,
player,201911170rav,htx,HopkDe00,pass_rating,,,,,,
player,201911170rav,htx,HopkDe00,rush_att,0,,,,,
player,201911170rav,htx,HopkDe00,rush_yds,0,,,,,
player,201911170rav,htx,HopkDe00,rush_td,0,,,,,
player,201911170rav,htx,HopkDe00,rush_long,0,,,,,
player,201911170rav,htx,HopkDe00,targets,12,,,,,
player,201911170rav,htx,HopkDe00,rec,7,,,,,
player,201911170rav,htx,HopkDe00,rec_yds,80,,,,,
player,201911170rav,htx,HopkDe00,rec_td,0,,,,,
player,201911170rav,htx,HopkDe00,rec_long,20,,,,,
player,201911170rav,htx,HopkDe00,fumbles,0,,,,,
player,201911170rav,htx,HopkDe00,fumbles_lost,0,,,,,
player,201911170rav,htx,StilKe00,pass_cmp,0,,,,,
player,201911170rav,htx,StilKe00,pass_att,0,,,,,
player,201911170rav,htx,StilKe00,pass_yds,0,,,,,
player,201911170rav,htx,StilKe00,pass_td,0,,,,,
player,201911170rav,htx,StilKe00,pass_int,0,,,,,
player,201911170rav,htx,StilKe00,pass_sacked,0,,,,,
player,201911170rav,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,StilKe00,pass_long,0,,,,,
player,201911170rav,htx,StilKe00,pass_rating,,,,,,
player,201911170rav,htx,StilKe00,rush_att,0,,,,,
player,201911170rav,htx,StilKe00,rush_yds,0,,,,,
player,201911170rav,htx,StilKe00,rush_td,0,,,,,
player,201911170rav,htx,StilKe00,rush_long,0,,,,,
player,201911170rav,htx,StilKe00,targets,7,,,,,
player,201911170rav,htx,StilKe00,rec,4,,,,,
player,201911170rav,htx,StilKe00,rec_yds,27,,,,,
player,201911170rav,htx,StilKe00,rec_td,0,,,,,
player,201911170rav,htx,StilKe00,rec_long,13,,,,,
player,201911170rav,htx,StilKe00,fumbles,0,,,,,
player,201911170rav,htx,StilKe00,fumbles_lost,0,,,,,
player,201911170rav,htx,CoutKe00,pass_cmp,0,,,,,
player,201911170rav,htx,CoutKe00,pass_att,0,,,,,
player,201911170rav,htx,CoutKe00,pass_yds,0,,,,,
player,201911170rav,htx,CoutKe00,pass_td,0,,,,,
player,201911170rav,htx,CoutKe00,pass_int,0,,,,,
player,201911170rav,htx,CoutKe00,pass_sacked,0,,,,,
player,201911170rav,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201911170rav,htx,CoutKe00,pass_long,0,,,,,
player,201911170rav,htx,CoutKe00,pass_rating,,,,,,
player,201911170rav,htx,CoutKe00,rush_att,0,,,,,
player,201911170rav,htx,CoutKe00,rush_yds,0,,,,,
player,201911170rav,htx,CoutKe00,rush_td,0,,,,,
player,201911170rav,htx,CoutKe00,rush_long,0,,,,,
player,201911170rav,htx,CoutKe00,targets,3,,,,,
player,201911170rav,htx,CoutKe00,rec,3,,,,,
player,201911170rav,htx,CoutKe00,rec_yds,25,,,,,
player,201911170rav,htx,CoutKe00,rec_td,0,,,,,
player,201911170rav,htx,CoutKe00,rec_long,11,,,,,
player,201911170rav,htx,CoutKe00,fumbles,0,,,,,
player,201911170rav,htx,CoutKe00,fumbles_lost,0,,,,,
player,201911170rav,htx,FellDa01,pass_cmp,0,,,,,
player,201911170rav,htx,FellDa01,pass_att,0,,,,,
player,201911170rav,htx,FellDa01,pass_yds,0,,,,,
player,201911170rav,htx,FellDa01,pass_td,0,,,,,
player,201911170rav,htx,FellDa01,pass_int,0,,,,,
player,201911170rav,htx,FellDa01,pass_sacked,0,,,,,
player,201911170rav,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201911170rav,htx,FellDa01,pass_long,0,,,,,
player,201911170rav,htx,FellDa01,pass_rating,,,,,,
player,201911170rav,htx,FellDa01,rush_att,0,,,,,
player,201911170rav,htx,FellDa01,rush_yds,0,,,,,
player,201911170rav,htx,FellDa01,rush_td,0,,,,,
player,201911170rav,htx,FellDa01,rush_long,0,,,,,
player,201911170rav,htx,FellDa01,targets,3,,,,,
player,201911170rav,htx,FellDa01,rec,1,,,,,
player,201911170rav,htx,FellDa01,rec_yds,18,,,,,
player,201911170rav,htx,FellDa01,rec_td,0,,,,,
player,201911170rav,htx,FellDa01,rec_long,18,,,,,
player,201911170rav,htx,FellDa01,fumbles,0,,,,,
player,201911170rav,htx,FellDa01,fumbles_lost,0,,,,,
player,201911170rav,htx,AkinJo00,pass_cmp,0,,,,,
player,201911170rav,htx,AkinJo00,pass_att,0,,,,,
player,201911170rav,htx,AkinJo00,pass_yds,0,,,,,
player,201911170rav,htx,AkinJo00,pass_td,0,,,,,
