game,2019,3,20190923,201909230was,chi,"Chicago Bears",31,was,"Washington Redskins",15
player,201909230was,chi,BurtTr01,pass_sacked,0,,,,,
player,201909230was,chi,BurtTr01,pass_sacked_yds,0,,,,,
player,201909230was,chi,BurtTr01,pass_long,0,,,,,
player,201909230was,chi,BurtTr01,pass_rating,,,,,,
player,201909230was,chi,BurtTr01,rush_att,0,,,,,
player,201909230was,chi,BurtTr01,rush_yds,0,,,,,
player,201909230was,chi,BurtTr01,rush_td,0,,,,,
player,201909230was,chi,BurtTr01,rush_long,0,,,,,
player,201909230was,chi,BurtTr01,targets,4,,,,,
player,201909230was,chi,BurtTr01,rec,4,,,,,
player,201909230was,chi,BurtTr01,rec_yds,20,,,,,
player,201909230was,chi,BurtTr01,rec_td,0,,,,,
player,201909230was,chi,BurtTr01,rec_long,11,,,,,
player,201909230was,chi,BurtTr01,fumbles,0,,,,,
player,201909230was,chi,BurtTr01,fumbles_lost,0,,,,,
player,201909230was,chi,MillAn02,pass_cmp,0,,,,,
player,201909230was,chi,MillAn02,pass_att,0,,,,,
player,201909230was,chi,MillAn02,pass_yds,0,,,,,
player,201909230was,chi,MillAn02,pass_td,0,,,,,
player,201909230was,chi,MillAn02,pass_int,0,,,,,
player,201909230was,chi,MillAn02,pass_sacked,0,,,,,
player,201909230was,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201909230was,chi,MillAn02,pass_long,0,,,,,
player,201909230was,chi,MillAn02,pass_rating,,,,,,
player,201909230was,chi,MillAn02,rush_att,0,,,,,
player,201909230was,chi,MillAn02,rush_yds,0,,,,,
player,201909230was,chi,MillAn02,rush_td,0,,,,,
player,201909230was,chi,MillAn02,rush_long,0,,,,,
player,201909230was,chi,MillAn02,targets,3,,,,,
player,201909230was,chi,MillAn02,rec,1,,,,,
player,201909230was,chi,MillAn02,rec_yds,15,,,,,
player,201909230was,chi,MillAn02,rec_td,0,,,,,
player,201909230was,chi,MillAn02,rec_long,15,,,,,
player,201909230was,chi,MillAn02,fumbles,0,,,,,
player,201909230was,chi,MillAn02,fumbles_lost,0,,,,,
player,201909230was,chi,WimsJa00,pass_cmp,0,,,,,
player,201909230was,chi,WimsJa00,pass_att,0,,,,,
player,201909230was,chi,WimsJa00,pass_yds,0,,,,,
player,201909230was,chi,WimsJa00,pass_td,0,,,,,
player,201909230was,chi,WimsJa00,pass_int,0,,,,,
player,201909230was,chi,WimsJa00,pass_sacked,0,,,,,
player,201909230was,chi,WimsJa00,pass_sacked_yds,0,,,,,
player,201909230was,chi,WimsJa00,pass_long,0,,,,,
player,201909230was,chi,WimsJa00,pass_rating,,,,,,
player,201909230was,chi,WimsJa00,rush_att,0,,,,,
player,201909230was,chi,WimsJa00,rush_yds,0,,,,,
player,201909230was,chi,WimsJa00,rush_td,0,,,,,
player,201909230was,chi,WimsJa00,rush_long,0,,,,,
player,201909230was,chi,WimsJa00,targets,1,,,,,
player,201909230was,chi,WimsJa00,rec,1,,,,,
player,201909230was,chi,WimsJa00,rec_yds,8,,,,,
player,201909230was,chi,WimsJa00,rec_td,0,,,,,
player,201909230was,chi,WimsJa00,rec_long,8,,,,,
player,201909230was,chi,WimsJa00,fumbles,0,,,,,
player,201909230was,chi,WimsJa00,fumbles_lost,0,,,,,
player,201909230was,chi,ShahAd00,pass_cmp,0,,,,,
player,201909230was,chi,ShahAd00,pass_att,0,,,,,
player,201909230was,chi,ShahAd00,pass_yds,0,,,,,
player,201909230was,chi,ShahAd00,pass_td,0,,,,,
player,201909230was,chi,ShahAd00,pass_int,0,,,,,
player,201909230was,chi,ShahAd00,pass_sacked,0,,,,,
player,201909230was,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201909230was,chi,ShahAd00,pass_long,0,,,,,
player,201909230was,chi,ShahAd00,pass_rating,,,,,,
player,201909230was,chi,ShahAd00,rush_att,0,,,,,
player,201909230was,chi,ShahAd00,rush_yds,0,,,,,
player,201909230was,chi,ShahAd00,rush_td,0,,,,,
player,201909230was,chi,ShahAd00,rush_long,0,,,,,
player,201909230was,chi,ShahAd00,targets,1,,,,,
player,201909230was,chi,ShahAd00,rec,1,,,,,
player,201909230was,chi,ShahAd00,rec_yds,7,,,,,
player,201909230was,chi,ShahAd00,rec_td,0,,,,,
player,201909230was,chi,ShahAd00,rec_long,7,,,,,
player,201909230was,chi,ShahAd00,fumbles,0,,,,,
player,201909230was,chi,ShahAd00,fumbles_lost,0,,,,,
player,201909230was,chi,CoheTa00,pass_cmp,0,,,,,
player,201909230was,chi,CoheTa00,pass_att,0,,,,,
player,201909230was,chi,CoheTa00,pass_yds,0,,,,,
player,201909230was,chi,CoheTa00,pass_td,0,,,,,
player,201909230was,chi,CoheTa00,pass_int,0,,,,,
player,201909230was,chi,CoheTa00,pass_sacked,0,,,,,
player,201909230was,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201909230was,chi,CoheTa00,pass_long,0,,,,,
player,201909230was,chi,CoheTa00,pass_rating,,,,,,
player,201909230was,chi,CoheTa00,rush_att,4,,,,,
player,201909230was,chi,CoheTa00,rush_yds,-2,,,,,
player,201909230was,chi,CoheTa00,rush_td,0,,,,,
player,201909230was,chi,CoheTa00,rush_long,1,,,,,
player,201909230was,chi,CoheTa00,targets,4,,,,,
player,201909230was,chi,CoheTa00,rec,2,,,,,
player,201909230was,chi,CoheTa00,rec_yds,26,,,,,
player,201909230was,chi,CoheTa00,rec_td,0,,,,,
player,201909230was,chi,CoheTa00,rec_long,24,,,,,
player,201909230was,chi,CoheTa00,fumbles,0,,,,,
player,201909230was,chi,CoheTa00,fumbles_lost,0,,,,,
player,201909230was,was,KeenCa00,pass_cmp,30,,,,,
player,201909230was,was,KeenCa00,pass_att,43,,,,,
player,201909230was,was,KeenCa00,pass_yds,332,,,,,
player,201909230was,was,KeenCa00,pass_td,2,,,,,
player,201909230was,was,KeenCa00,pass_int,3,,,,,
player,201909230was,was,KeenCa00,pass_sacked,4,,,,,
player,201909230was,was,KeenCa00,pass_sacked_yds,45,,,,,
player,201909230was,was,KeenCa00,pass_long,33,,,,,
player,201909230was,was,KeenCa00,pass_rating,78.8,,,,,
player,201909230was,was,KeenCa00,rush_att,2,,,,,
player,201909230was,was,KeenCa00,rush_yds,3,,,,,
player,201909230was,was,KeenCa00,rush_td,0,,,,,
player,201909230was,was,KeenCa00,rush_long,5,,,,,
player,201909230was,was,KeenCa00,targets,0,,,,,
player,201909230was,was,KeenCa00,rec,0,,,,,
player,201909230was,was,KeenCa00,rec_yds,0,,,,,
player,201909230was,was,KeenCa00,rec_td,0,,,,,
player,201909230was,was,KeenCa00,rec_long,0,,,,,
player,201909230was,was,KeenCa00,fumbles,3,,,,,
player,201909230was,was,KeenCa00,fumbles_lost,2,,,,,
player,201909230was,was,PeteAd01,pass_cmp,0,,,,,
player,201909230was,was,PeteAd01,pass_att,0,,,,,
player,201909230was,was,PeteAd01,pass_yds,0,,,,,
player,201909230was,was,PeteAd01,pass_td,0,,,,,
player,201909230was,was,PeteAd01,pass_int,0,,,,,
player,201909230was,was,PeteAd01,pass_sacked,0,,,,,
player,201909230was,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201909230was,was,PeteAd01,pass_long,0,,,,,
player,201909230was,was,PeteAd01,pass_rating,,,,,,
player,201909230was,was,PeteAd01,rush_att,12,,,,,
player,201909230was,was,PeteAd01,rush_yds,37,,,,,
player,201909230was,was,PeteAd01,rush_td,0,,,,,
player,201909230was,was,PeteAd01,rush_long,7,,,,,
player,201909230was,was,PeteAd01,targets,3,,,,,
player,201909230was,was,PeteAd01,rec,1,,,,,
player,201909230was,was,PeteAd01,rec_yds,-3,,,,,
player,201909230was,was,PeteAd01,rec_td,0,,,,,
player,201909230was,was,PeteAd01,rec_long,-3,,,,,
player,201909230was,was,PeteAd01,fumbles,0,,,,,
player,201909230was,was,PeteAd01,fumbles_lost,0,,,,,
player,201909230was,was,ThomCh03,pass_cmp,0,,,,,
player,201909230was,was,ThomCh03,pass_att,0,,,,,
player,201909230was,was,ThomCh03,pass_yds,0,,,,,
player,201909230was,was,ThomCh03,pass_td,0,,,,,
player,201909230was,was,ThomCh03,pass_int,0,,,,,
player,201909230was,was,ThomCh03,pass_sacked,0,,,,,
player,201909230was,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201909230was,was,ThomCh03,pass_long,0,,,,,
player,201909230was,was,ThomCh03,pass_rating,,,,,,
player,201909230was,was,ThomCh03,rush_att,7,,,,,
player,201909230was,was,ThomCh03,rush_yds,29,,,,,
player,201909230was,was,ThomCh03,rush_td,0,,,,,
player,201909230was,was,ThomCh03,rush_long,11,,,,,
player,201909230was,was,ThomCh03,targets,5,,,,,
player,201909230was,was,ThomCh03,rec,4,,,,,
player,201909230was,was,ThomCh03,rec_yds,79,,,,,
player,201909230was,was,ThomCh03,rec_td,0,,,,,
player,201909230was,was,ThomCh03,rec_long,33,,,,,
player,201909230was,was,ThomCh03,fumbles,0,,,,,
player,201909230was,was,ThomCh03,fumbles_lost,0,,,,,
player,201909230was,was,RichPa01,pass_cmp,0,,,,,
player,201909230was,was,RichPa01,pass_att,0,,,,,
player,201909230was,was,RichPa01,pass_yds,0,,,,,
player,201909230was,was,RichPa01,pass_td,0,,,,,
player,201909230was,was,RichPa01,pass_int,0,,,,,
player,201909230was,was,RichPa01,pass_sacked,0,,,,,
player,201909230was,was,RichPa01,pass_sacked_yds,0,,,,,
player,201909230was,was,RichPa01,pass_long,0,,,,,
player,201909230was,was,RichPa01,pass_rating,,,,,,
player,201909230was,was,RichPa01,rush_att,0,,,,,
player,201909230was,was,RichPa01,rush_yds,0,,,,,
player,201909230was,was,RichPa01,rush_td,0,,,,,
player,201909230was,was,RichPa01,rush_long,0,,,,,
player,201909230was,was,RichPa01,targets,9,,,,,
player,201909230was,was,RichPa01,rec,8,,,,,
player,201909230was,was,RichPa01,rec_yds,83,,,,,
player,201909230was,was,RichPa01,rec_td,1,,,,,
player,201909230was,was,RichPa01,rec_long,22,,,,,
player,201909230was,was,RichPa01,fumbles,0,,,,,
player,201909230was,was,RichPa01,fumbles_lost,0,,,,,
player,201909230was,was,McLaTe00,pass_cmp,0,,,,,
player,201909230was,was,McLaTe00,pass_att,0,,,,,
player,201909230was,was,McLaTe00,pass_yds,0,,,,,
player,201909230was,was,McLaTe00,pass_td,0,,,,,
player,201909230was,was,McLaTe00,pass_int,0,,,,,
player,201909230was,was,McLaTe00,pass_sacked,0,,,,,
player,201909230was,was,McLaTe00,pass_sacked_yds,0,,,,,
player,201909230was,was,McLaTe00,pass_long,0,,,,,
player,201909230was,was,McLaTe00,pass_rating,,,,,,
player,201909230was,was,McLaTe00,rush_att,0,,,,,
player,201909230was,was,McLaTe00,rush_yds,0,,,,,
player,201909230was,was,McLaTe00,rush_td,0,,,,,
player,201909230was,was,McLaTe00,rush_long,0,,,,,
player,201909230was,was,McLaTe00,targets,8,,,,,
player,201909230was,was,McLaTe00,rec,6,,,,,
player,201909230was,was,McLaTe00,rec_yds,70,,,,,
player,201909230was,was,McLaTe00,rec_td,1,,,,,
player,201909230was,was,McLaTe00,rec_long,17,,,,,
player,201909230was,was,McLaTe00,fumbles,0,,,,,
player,201909230was,was,McLaTe00,fumbles_lost,0,,,,,
player,201909230was,was,DaviVe00,pass_cmp,0,,,,,
player,201909230was,was,DaviVe00,pass_att,0,,,,,
player,201909230was,was,DaviVe00,pass_yds,0,,,,,
player,201909230was,was,DaviVe00,pass_td,0,,,,,
player,201909230was,was,DaviVe00,pass_int,0,,,,,
player,201909230was,was,DaviVe00,pass_sacked,0,,,,,
player,201909230was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201909230was,was,DaviVe00,pass_long,0,,,,,
player,201909230was,was,DaviVe00,pass_rating,,,,,,
player,201909230was,was,DaviVe00,rush_att,0,,,,,
player,201909230was,was,DaviVe00,rush_yds,0,,,,,
player,201909230was,was,DaviVe00,rush_td,0,,,,,
player,201909230was,was,DaviVe00,rush_long,0,,,,,
player,201909230was,was,DaviVe00,targets,4,,,,,
player,201909230was,was,DaviVe00,rec,2,,,,,
player,201909230was,was,DaviVe00,rec_yds,30,,,,,
player,201909230was,was,DaviVe00,rec_td,0,,,,,
player,201909230was,was,DaviVe00,rec_long,15,,,,,
player,201909230was,was,DaviVe00,fumbles,0,,,,,
player,201909230was,was,DaviVe00,fumbles_lost,0,,,,,
player,201909230was,was,QuinTr00,pass_cmp,0,,,,,
player,201909230was,was,QuinTr00,pass_att,0,,,,,
player,201909230was,was,QuinTr00,pass_yds,0,,,,,
player,201909230was,was,QuinTr00,pass_td,0,,,,,
player,201909230was,was,QuinTr00,pass_int,0,,,,,
player,201909230was,was,QuinTr00,pass_sacked,0,,,,,
player,201909230was,was,QuinTr00,pass_sacked_yds,0,,,,,
player,201909230was,was,QuinTr00,pass_long,0,,,,,
player,201909230was,was,QuinTr00,pass_rating,,,,,,
player,201909230was,was,QuinTr00,rush_att,0,,,,,
player,201909230was,was,QuinTr00,rush_yds,0,,,,,
player,201909230was,was,QuinTr00,rush_td,0,,,,,
player,201909230was,was,QuinTr00,rush_long,0,,,,,
player,201909230was,was,QuinTr00,targets,7,,,,,
player,201909230was,was,QuinTr00,rec,5,,,,,
player,201909230was,was,QuinTr00,rec_yds,30,,,,,
player,201909230was,was,QuinTr00,rec_td,0,,,,,
player,201909230was,was,QuinTr00,rec_long,7,,,,,
player,201909230was,was,QuinTr00,fumbles,0,,,,,
player,201909230was,was,QuinTr00,fumbles_lost,0,,,,,
player,201909230was,was,SimsSt00,pass_cmp,0,,,,,
player,201909230was,was,SimsSt00,pass_att,0,,,,,
player,201909230was,was,SimsSt00,pass_yds,0,,,,,
player,201909230was,was,SimsSt00,pass_td,0,,,,,
player,201909230was,was,SimsSt00,pass_int,0,,,,,
player,201909230was,was,SimsSt00,pass_sacked,0,,,,,
player,201909230was,was,SimsSt00,pass_sacked_yds,0,,,,,
player,201909230was,was,SimsSt00,pass_long,0,,,,,
player,201909230was,was,SimsSt00,pass_rating,,,,,,
player,201909230was,was,SimsSt00,rush_att,0,,,,,
player,201909230was,was,SimsSt00,rush_yds,0,,,,,
player,201909230was,was,SimsSt00,rush_td,0,,,,,
player,201909230was,was,SimsSt00,rush_long,0,,,,,
player,201909230was,was,SimsSt00,targets,2,,,,,
player,201909230was,was,SimsSt00,rec,2,,,,,
player,201909230was,was,SimsSt00,rec_yds,24,,,,,
player,201909230was,was,SimsSt00,rec_td,0,,,,,
player,201909230was,was,SimsSt00,rec_long,13,,,,,
player,201909230was,was,SimsSt00,fumbles,0,,,,,
player,201909230was,was,SimsSt00,fumbles_lost,0,,,,,
player,201909230was,was,SpriJe00,pass_cmp,0,,,,,
player,201909230was,was,SpriJe00,pass_att,0,,,,,
player,201909230was,was,SpriJe00,pass_yds,0,,,,,
player,201909230was,was,SpriJe00,pass_td,0,,,,,
player,201909230was,was,SpriJe00,pass_int,0,,,,,
player,201909230was,was,SpriJe00,pass_sacked,0,,,,,
player,201909230was,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201909230was,was,SpriJe00,pass_long,0,,,,,
player,201909230was,was,SpriJe00,pass_rating,,,,,,
player,201909230was,was,SpriJe00,rush_att,0,,,,,
player,201909230was,was,SpriJe00,rush_yds,0,,,,,
player,201909230was,was,SpriJe00,rush_td,0,,,,,
player,201909230was,was,SpriJe00,rush_long,0,,,,,
player,201909230was,was,SpriJe00,targets,4,,,,,
player,201909230was,was,SpriJe00,rec,2,,,,,
player,201909230was,was,SpriJe00,rec_yds,19,,,,,
player,201909230was,was,SpriJe00,rec_td,0,,,,,
player,201909230was,was,SpriJe00,rec_long,11,,,,,
player,201909230was,was,SpriJe00,fumbles,0,,,,,
player,201909230was,was,SpriJe00,fumbles_lost,0,,,,,
player,201909230was,chi,ClinHa00,def_int,2,,,,,
player,201909230was,chi,ClinHa00,def_int_yds,96,,,,,
player,201909230was,chi,ClinHa00,def_int_td,1,,,,,
player,201909230was,chi,ClinHa00,def_int_long,59,,,,,
player,201909230was,chi,ClinHa00,pass_defended,2,,,,,
player,201909230was,chi,ClinHa00,sacks,0.0,,,,,
player,201909230was,chi,ClinHa00,tackles_combined,9,,,,,
player,201909230was,chi,ClinHa00,tackles_solo,7,,,,,
player,201909230was,chi,ClinHa00,tackles_assists,2,,,,,
player,201909230was,chi,ClinHa00,tackles_loss,0,,,,,
player,201909230was,chi,ClinHa00,qb_hits,0,,,,,
player,201909230was,chi,ClinHa00,fumbles_rec,0,,,,,
player,201909230was,chi,ClinHa00,fumbles_rec_yds,0,,,,,
player,201909230was,chi,ClinHa00,fumbles_rec_td,0,,,,,
player,201909230was,chi,ClinHa00,fumbles_forced,0,,,,,
player,201909230was,chi,FullKy00,def_int,1,,,,,
player,201909230was,chi,FullKy00,def_int_yds,0,,,,,
player,201909230was,chi,FullKy00,def_int_td,0,,,,,
player,201909230was,chi,FullKy00,def_int_long,0,,,,,
player,201909230was,chi,FullKy00,pass_defended,1,,,,,
player,201909230was,chi,FullKy00,sacks,0.0,,,,,
player,201909230was,chi,FullKy00,tackles_combined,7,,,,,
player,201909230was,chi,FullKy00,tackles_solo,6,,,,,
player,201909230was,chi,FullKy00,tackles_assists,1,,,,,
player,201909230was,chi,FullKy00,tackles_loss,1,,,,,
player,201909230was,chi,FullKy00,qb_hits,0,,,,,
player,201909230was,chi,FullKy00,fumbles_rec,0,,,,,
player,201909230was,chi,FullKy00,fumbles_rec_yds,0,,,,,
player,201909230was,chi,FullKy00,fumbles_rec_td,0,,,,,
player,201909230was,chi,FullKy00,fumbles_forced,0,,,,,
player,201909230was,chi,MackKh00,def_int,0,,,,,
player,201909230was,chi,MackKh00,def_int_yds,0,,,,,
player,201909230was,chi,MackKh00,def_int_td,0,,,,,
player,201909230was,chi,MackKh00,def_int_long,0,,,,,
player,201909230was,chi,MackKh00,pass_defended,0,,,,,
player,201909230was,chi,MackKh00,sacks,2.0,,,,,
player,201909230was,chi,MackKh00,tackles_combined,4,,,,,
player,201909230was,chi,MackKh00,tackles_solo,3,,,,,
player,201909230was,chi,MackKh00,tackles_assists,1,,,,,
player,201909230was,chi,MackKh00,tackles_loss,0,,,,,
player,201909230was,chi,MackKh00,qb_hits,2,,,,,
player,201909230was,chi,MackKh00,fumbles_rec,0,,,,,
player,201909230was,chi,MackKh00,fumbles_rec_yds,0,,,,,
player,201909230was,chi,MackKh00,fumbles_rec_td,0,,,,,
player,201909230was,chi,MackKh00,fumbles_forced,2,,,,,
player,201909230was,chi,TrevDa00,def_int,0,,,,,
player,201909230was,chi,TrevDa00,def_int_yds,0,,,,,
player,201909230was,chi,TrevDa00,def_int_td,0,,,,,
player,201909230was,chi,TrevDa00,def_int_long,0,,,,,
player,201909230was,chi,TrevDa00,pass_defended,1,,,,,
player,201909230was,chi,TrevDa00,sacks,1.0,,,,,
player,201909230was,chi,TrevDa00,tackles_combined,8,,,,,
player,201909230was,chi,TrevDa00,tackles_solo,7,,,,,
player,201909230was,chi,TrevDa00,tackles_assists,1,,,,,
