game,2019,16,20191222,201912220was,nyg,"New York Giants",41,was,"Washington Redskins",35
team,201912220was,nyg,First Downs,28,,,,,,
team,201912220was,was,First Downs,25,,,,,,
team,201912220was,nyg,Rush-Yds-TDs,26-206-1,,,,,,
team,201912220was,was,Rush-Yds-TDs,26-80-2,,,,,,
team,201912220was,nyg,Cmp-Att-Yd-TD-INT,28-42-352-5-0,,,,,,
team,201912220was,was,Cmp-Att-Yd-TD-INT,29-38-302-3-0,,,,,,
team,201912220was,nyg,Sacked-Yards,1-6,,,,,,
team,201912220was,was,Sacked-Yards,3-21,,,,,,
team,201912220was,nyg,Net Pass Yards,346,,,,,,
team,201912220was,was,Net Pass Yards,281,,,,,,
team,201912220was,nyg,Total Yards,552,,,,,,
team,201912220was,was,Total Yards,361,,,,,,
team,201912220was,nyg,Fumbles-Lost,1-0,,,,,,
team,201912220was,was,Fumbles-Lost,0-0,,,,,,
team,201912220was,nyg,Turnovers,0,,,,,,
team,201912220was,was,Turnovers,0,,,,,,
team,201912220was,nyg,Penalties-Yards,4-33,,,,,,
team,201912220was,was,Penalties-Yards,6-51,,,,,,
team,201912220was,nyg,Third Down Conv.,8-14,,,,,,
team,201912220was,was,Third Down Conv.,8-14,,,,,,
team,201912220was,nyg,Fourth Down Conv.,0-0,,,,,,
team,201912220was,was,Fourth Down Conv.,0-0,,,,,,
team,201912220was,nyg,Time of Possession,31:57,,,,,,
team,201912220was,was,Time of Possession,33:48,,,,,,
player,201912220was,nyg,JoneDa05,pass_cmp,28,,,,,
player,201912220was,nyg,JoneDa05,pass_att,42,,,,,
player,201912220was,nyg,JoneDa05,pass_yds,352,,,,,
player,201912220was,nyg,JoneDa05,pass_td,5,,,,,
player,201912220was,nyg,JoneDa05,pass_int,0,,,,,
player,201912220was,nyg,JoneDa05,pass_sacked,1,,,,,
player,201912220was,nyg,JoneDa05,pass_sacked_yds,6,,,,,
player,201912220was,nyg,JoneDa05,pass_long,51,,,,,
player,201912220was,nyg,JoneDa05,pass_rating,132.1,,,,,
player,201912220was,nyg,JoneDa05,rush_att,3,,,,,
player,201912220was,nyg,JoneDa05,rush_yds,12,,,,,
player,201912220was,nyg,JoneDa05,rush_td,0,,,,,
player,201912220was,nyg,JoneDa05,rush_long,11,,,,,
player,201912220was,nyg,JoneDa05,targets,0,,,,,
player,201912220was,nyg,JoneDa05,rec,0,,,,,
player,201912220was,nyg,JoneDa05,rec_yds,0,,,,,
player,201912220was,nyg,JoneDa05,rec_td,0,,,,,
player,201912220was,nyg,JoneDa05,rec_long,0,,,,,
player,201912220was,nyg,JoneDa05,fumbles,1,,,,,
player,201912220was,nyg,JoneDa05,fumbles_lost,0,,,,,
player,201912220was,nyg,BarkSa00,pass_cmp,0,,,,,
player,201912220was,nyg,BarkSa00,pass_att,0,,,,,
player,201912220was,nyg,BarkSa00,pass_yds,0,,,,,
player,201912220was,nyg,BarkSa00,pass_td,0,,,,,
player,201912220was,nyg,BarkSa00,pass_int,0,,,,,
player,201912220was,nyg,BarkSa00,pass_sacked,0,,,,,
player,201912220was,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201912220was,nyg,BarkSa00,pass_long,0,,,,,
player,201912220was,nyg,BarkSa00,pass_rating,,,,,,
player,201912220was,nyg,BarkSa00,rush_att,22,,,,,
player,201912220was,nyg,BarkSa00,rush_yds,189,,,,,
player,201912220was,nyg,BarkSa00,rush_td,1,,,,,
player,201912220was,nyg,BarkSa00,rush_long,67,,,,,
player,201912220was,nyg,BarkSa00,targets,4,,,,,
player,201912220was,nyg,BarkSa00,rec,4,,,,,
player,201912220was,nyg,BarkSa00,rec_yds,90,,,,,
player,201912220was,nyg,BarkSa00,rec_td,1,,,,,
player,201912220was,nyg,BarkSa00,rec_long,51,,,,,
player,201912220was,nyg,BarkSa00,fumbles,0,,,,,
player,201912220was,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201912220was,nyg,ScotDa02,pass_cmp,0,,,,,
player,201912220was,nyg,ScotDa02,pass_att,0,,,,,
player,201912220was,nyg,ScotDa02,pass_yds,0,,,,,
player,201912220was,nyg,ScotDa02,pass_td,0,,,,,
player,201912220was,nyg,ScotDa02,pass_int,0,,,,,
player,201912220was,nyg,ScotDa02,pass_sacked,0,,,,,
player,201912220was,nyg,ScotDa02,pass_sacked_yds,0,,,,,
player,201912220was,nyg,ScotDa02,pass_long,0,,,,,
player,201912220was,nyg,ScotDa02,pass_rating,,,,,,
player,201912220was,nyg,ScotDa02,rush_att,1,,,,,
player,201912220was,nyg,ScotDa02,rush_yds,5,,,,,
player,201912220was,nyg,ScotDa02,rush_td,0,,,,,
player,201912220was,nyg,ScotDa02,rush_long,5,,,,,
player,201912220was,nyg,ScotDa02,targets,1,,,,,
player,201912220was,nyg,ScotDa02,rec,1,,,,,
player,201912220was,nyg,ScotDa02,rec_yds,11,,,,,
player,201912220was,nyg,ScotDa02,rec_td,0,,,,,
player,201912220was,nyg,ScotDa02,rec_long,11,,,,,
player,201912220was,nyg,ScotDa02,fumbles,0,,,,,
player,201912220was,nyg,ScotDa02,fumbles_lost,0,,,,,
player,201912220was,nyg,TateGo00,pass_cmp,0,,,,,
player,201912220was,nyg,TateGo00,pass_att,0,,,,,
player,201912220was,nyg,TateGo00,pass_yds,0,,,,,
player,201912220was,nyg,TateGo00,pass_td,0,,,,,
player,201912220was,nyg,TateGo00,pass_int,0,,,,,
player,201912220was,nyg,TateGo00,pass_sacked,0,,,,,
player,201912220was,nyg,TateGo00,pass_sacked_yds,0,,,,,
player,201912220was,nyg,TateGo00,pass_long,0,,,,,
player,201912220was,nyg,TateGo00,pass_rating,,,,,,
