game,2019,12,20191124,201911240chi,nyg,"New York Giants",14,chi,"Chicago Bears",19
player,201911240chi,nyg,LatiCo00,punt_ret_td,0,,,,,
player,201911240chi,nyg,LatiCo00,punt_ret_long,0,,,,,
player,201911240chi,chi,CoheTa00,kick_ret,0,,,,,
player,201911240chi,chi,CoheTa00,kick_ret_yds,0,,,,,
player,201911240chi,chi,CoheTa00,kick_ret_yds_per_ret,,,,,,
player,201911240chi,chi,CoheTa00,kick_ret_td,0,,,,,
player,201911240chi,chi,CoheTa00,kick_ret_long,0,,,,,
player,201911240chi,chi,CoheTa00,punt_ret,1,,,,,
player,201911240chi,chi,CoheTa00,punt_ret_yds,1,,,,,
player,201911240chi,chi,CoheTa00,punt_ret_yds_per_ret,1.0,,,,,
player,201911240chi,chi,CoheTa00,punt_ret_td,0,,,,,
player,201911240chi,chi,CoheTa00,punt_ret_long,1,,,,,
player,201911240chi,nyg,RosaAl00,xpm,2,,,,,
player,201911240chi,nyg,RosaAl00,xpa,2,,,,,
player,201911240chi,nyg,RosaAl00,fgm,,,,,,
player,201911240chi,nyg,RosaAl00,fga,2,,,,,
player,201911240chi,nyg,RosaAl00,punt,0,,,,,
player,201911240chi,nyg,RosaAl00,punt_yds,0,,,,,
player,201911240chi,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201911240chi,nyg,RosaAl00,punt_long,0,,,,,
player,201911240chi,nyg,DixoRi00,xpm,,,,,,
player,201911240chi,nyg,DixoRi00,xpa,,,,,,
player,201911240chi,nyg,DixoRi00,fgm,,,,,,
player,201911240chi,nyg,DixoRi00,fga,,,,,,
player,201911240chi,nyg,DixoRi00,punt,5,,,,,
player,201911240chi,nyg,DixoRi00,punt_yds,257,,,,,
player,201911240chi,nyg,DixoRi00,punt_yds_per_punt,51.4,,,,,
player,201911240chi,nyg,DixoRi00,punt_long,62,,,,,
player,201911240chi,chi,PineEd00,xpm,1,,,,,
player,201911240chi,chi,PineEd00,xpa,2,,,,,
player,201911240chi,chi,PineEd00,fgm,2,,,,,
player,201911240chi,chi,PineEd00,fga,2,,,,,
player,201911240chi,chi,PineEd00,punt,0,,,,,
player,201911240chi,chi,PineEd00,punt_yds,0,,,,,
player,201911240chi,chi,PineEd00,punt_yds_per_punt,,,,,,
player,201911240chi,chi,PineEd00,punt_long,0,,,,,
player,201911240chi,chi,ODonPa00,xpm,,,,,,
player,201911240chi,chi,ODonPa00,xpa,,,,,,
player,201911240chi,chi,ODonPa00,fgm,,,,,,
player,201911240chi,chi,ODonPa00,fga,,,,,,
player,201911240chi,chi,ODonPa00,punt,6,,,,,
player,201911240chi,chi,ODonPa00,punt_yds,250,,,,,
player,201911240chi,chi,ODonPa00,punt_yds_per_punt,41.7,,,,,
player,201911240chi,chi,ODonPa00,punt_long,61,,,,,
player,201911240chi,chi,LenoCh00,pos,T,,,,,
player,201911240chi,chi,LenoCh00,offense,76,,,,,
player,201911240chi,chi,LenoCh00,off_pct,100%,,,,,
player,201911240chi,chi,LenoCh00,defense,0,,,,,
player,201911240chi,chi,LenoCh00,def_pct,0%,,,,,
player,201911240chi,chi,LenoCh00,special_teams,5,,,,,
player,201911240chi,chi,LenoCh00,st_pct,17%,,,,,
player,201911240chi,chi,CowaRa00,pos,T,,,,,
player,201911240chi,chi,CowaRa00,offense,76,,,,,
player,201911240chi,chi,CowaRa00,off_pct,100%,,,,,
player,201911240chi,chi,CowaRa00,defense,0,,,,,
player,201911240chi,chi,CowaRa00,def_pct,0%,,,,,
player,201911240chi,chi,CowaRa00,special_teams,5,,,,,
player,201911240chi,chi,CowaRa00,st_pct,17%,,,,,
player,201911240chi,chi,DaniJa01,pos,C,,,,,
player,201911240chi,chi,DaniJa01,offense,76,,,,,
player,201911240chi,chi,DaniJa01,off_pct,100%,,,,,
player,201911240chi,chi,DaniJa01,defense,0,,,,,
player,201911240chi,chi,DaniJa01,def_pct,0%,,,,,
player,201911240chi,chi,DaniJa01,special_teams,5,,,,,
player,201911240chi,chi,DaniJa01,st_pct,17%,,,,,
player,201911240chi,chi,WhitCo03,pos,G,,,,,
player,201911240chi,chi,WhitCo03,offense,76,,,,,
player,201911240chi,chi,WhitCo03,off_pct,100%,,,,,
player,201911240chi,chi,WhitCo03,defense,0,,,,,
player,201911240chi,chi,WhitCo03,def_pct,0%,,,,,
player,201911240chi,chi,WhitCo03,special_teams,5,,,,,
player,201911240chi,chi,WhitCo03,st_pct,17%,,,,,
player,201911240chi,chi,TrubMi00,pos,QB,,,,,
player,201911240chi,chi,TrubMi00,offense,76,,,,,
player,201911240chi,chi,TrubMi00,off_pct,100%,,,,,
player,201911240chi,chi,TrubMi00,defense,0,,,,,
player,201911240chi,chi,TrubMi00,def_pct,0%,,,,,
player,201911240chi,chi,TrubMi00,special_teams,0,,,,,
player,201911240chi,chi,TrubMi00,st_pct,0%,,,,,
player,201911240chi,chi,RobiAl02,pos,WR,,,,,
player,201911240chi,chi,RobiAl02,offense,69,,,,,
player,201911240chi,chi,RobiAl02,off_pct,91%,,,,,
player,201911240chi,chi,RobiAl02,defense,0,,,,,
player,201911240chi,chi,RobiAl02,def_pct,0%,,,,,
player,201911240chi,chi,RobiAl02,special_teams,0,,,,,
player,201911240chi,chi,RobiAl02,st_pct,0%,,,,,
player,201911240chi,chi,MassBo00,pos,T,,,,,
player,201911240chi,chi,MassBo00,offense,56,,,,,
player,201911240chi,chi,MassBo00,off_pct,74%,,,,,
player,201911240chi,chi,MassBo00,defense,0,,,,,
player,201911240chi,chi,MassBo00,def_pct,0%,,,,,
player,201911240chi,chi,MassBo00,special_teams,3,,,,,
player,201911240chi,chi,MassBo00,st_pct,10%,,,,,
player,201911240chi,chi,BrauBe00,pos,TE,,,,,
player,201911240chi,chi,BrauBe00,offense,54,,,,,
player,201911240chi,chi,BrauBe00,off_pct,71%,,,,,
player,201911240chi,chi,BrauBe00,defense,0,,,,,
player,201911240chi,chi,BrauBe00,def_pct,0%,,,,,
player,201911240chi,chi,BrauBe00,special_teams,11,,,,,
player,201911240chi,chi,BrauBe00,st_pct,38%,,,,,
player,201911240chi,chi,MontDa01,pos,RB,,,,,
player,201911240chi,chi,MontDa01,offense,47,,,,,
player,201911240chi,chi,MontDa01,off_pct,62%,,,,,
player,201911240chi,chi,MontDa01,defense,0,,,,,
player,201911240chi,chi,MontDa01,def_pct,0%,,,,,
player,201911240chi,chi,MontDa01,special_teams,0,,,,,
player,201911240chi,chi,MontDa01,st_pct,0%,,,,,
player,201911240chi,chi,MillAn02,pos,WR,,,,,
player,201911240chi,chi,MillAn02,offense,42,,,,,
player,201911240chi,chi,MillAn02,off_pct,55%,,,,,
player,201911240chi,chi,MillAn02,defense,0,,,,,
player,201911240chi,chi,MillAn02,def_pct,0%,,,,,
player,201911240chi,chi,MillAn02,special_teams,7,,,,,
player,201911240chi,chi,MillAn02,st_pct,24%,,,,,
player,201911240chi,chi,CoheTa00,pos,RB,,,,,
player,201911240chi,chi,CoheTa00,offense,42,,,,,
player,201911240chi,chi,CoheTa00,off_pct,55%,,,,,
player,201911240chi,chi,CoheTa00,defense,0,,,,,
player,201911240chi,chi,CoheTa00,def_pct,0%,,,,,
player,201911240chi,chi,CoheTa00,special_teams,5,,,,,
player,201911240chi,chi,CoheTa00,st_pct,17%,,,,,
player,201911240chi,chi,GabrTa00,pos,WR,,,,,
player,201911240chi,chi,GabrTa00,offense,42,,,,,
player,201911240chi,chi,GabrTa00,off_pct,55%,,,,,
player,201911240chi,chi,GabrTa00,defense,0,,,,,
player,201911240chi,chi,GabrTa00,def_pct,0%,,,,,
player,201911240chi,chi,GabrTa00,special_teams,0,,,,,
player,201911240chi,chi,GabrTa00,st_pct,0%,,,,,
player,201911240chi,chi,WimsJa00,pos,WR,,,,,
player,201911240chi,chi,WimsJa00,offense,34,,,,,
player,201911240chi,chi,WimsJa00,off_pct,45%,,,,,
player,201911240chi,chi,WimsJa00,defense,0,,,,,
player,201911240chi,chi,WimsJa00,def_pct,0%,,,,,
player,201911240chi,chi,WimsJa00,special_teams,2,,,,,
player,201911240chi,chi,WimsJa00,st_pct,7%,,,,,
player,201911240chi,chi,HoltJ.01,pos,TE,,,,,
player,201911240chi,chi,HoltJ.01,offense,31,,,,,
player,201911240chi,chi,HoltJ.01,off_pct,41%,,,,,
player,201911240chi,chi,HoltJ.01,defense,0,,,,,
player,201911240chi,chi,HoltJ.01,def_pct,0%,,,,,
player,201911240chi,chi,HoltJ.01,special_teams,8,,,,,
player,201911240chi,chi,HoltJ.01,st_pct,28%,,,,,
player,201911240chi,chi,LucaCo01,pos,T,,,,,
player,201911240chi,chi,LucaCo01,offense,22,,,,,
player,201911240chi,chi,LucaCo01,off_pct,29%,,,,,
player,201911240chi,chi,LucaCo01,defense,0,,,,,
player,201911240chi,chi,LucaCo01,def_pct,0%,,,,,
player,201911240chi,chi,LucaCo01,special_teams,5,,,,,
player,201911240chi,chi,LucaCo01,st_pct,17%,,,,,
player,201911240chi,chi,PattCo00,pos,WR,,,,,
player,201911240chi,chi,PattCo00,offense,12,,,,,
player,201911240chi,chi,PattCo00,off_pct,16%,,,,,
player,201911240chi,chi,PattCo00,defense,0,,,,,
player,201911240chi,chi,PattCo00,def_pct,0%,,,,,
player,201911240chi,chi,PattCo00,special_teams,15,,,,,
player,201911240chi,chi,PattCo00,st_pct,52%,,,,,
player,201911240chi,chi,HorsJe00,pos,WR,,,,,
player,201911240chi,chi,HorsJe00,offense,4,,,,,
player,201911240chi,chi,HorsJe00,off_pct,5%,,,,,
player,201911240chi,chi,HorsJe00,defense,0,,,,,
player,201911240chi,chi,HorsJe00,def_pct,0%,,,,,
player,201911240chi,chi,HorsJe00,special_teams,8,,,,,
player,201911240chi,chi,HorsJe00,st_pct,28%,,,,,
player,201911240chi,chi,LarsTe20,pos,G,,,,,
player,201911240chi,chi,LarsTe20,offense,1,,,,,
player,201911240chi,chi,LarsTe20,off_pct,1%,,,,,
player,201911240chi,chi,LarsTe20,defense,0,,,,,
player,201911240chi,chi,LarsTe20,def_pct,0%,,,,,
player,201911240chi,chi,LarsTe20,special_teams,5,,,,,
player,201911240chi,chi,LarsTe20,st_pct,17%,,,,,
player,201911240chi,chi,FullKy00,pos,CB,,,,,
player,201911240chi,chi,FullKy00,offense,0,,,,,
player,201911240chi,chi,FullKy00,off_pct,0%,,,,,
player,201911240chi,chi,FullKy00,defense,60,,,,,
player,201911240chi,chi,FullKy00,def_pct,100%,,,,,
player,201911240chi,chi,FullKy00,special_teams,4,,,,,
player,201911240chi,chi,FullKy00,st_pct,14%,,,,,
player,201911240chi,chi,SmitRo07,pos,LB,,,,,
player,201911240chi,chi,SmitRo07,offense,0,,,,,
player,201911240chi,chi,SmitRo07,off_pct,0%,,,,,
player,201911240chi,chi,SmitRo07,defense,60,,,,,
player,201911240chi,chi,SmitRo07,def_pct,100%,,,,,
player,201911240chi,chi,SmitRo07,special_teams,0,,,,,
player,201911240chi,chi,SmitRo07,st_pct,0%,,,,,
player,201911240chi,chi,JackEd01,pos,FS,,,,,
player,201911240chi,chi,JackEd01,offense,0,,,,,
player,201911240chi,chi,JackEd01,off_pct,0%,,,,,
player,201911240chi,chi,JackEd01,defense,60,,,,,
player,201911240chi,chi,JackEd01,def_pct,100%,,,,,
player,201911240chi,chi,JackEd01,special_teams,0,,,,,
player,201911240chi,chi,JackEd01,st_pct,0%,,,,,
player,201911240chi,chi,ClinHa00,pos,SS,,,,,
player,201911240chi,chi,ClinHa00,offense,0,,,,,
player,201911240chi,chi,ClinHa00,off_pct,0%,,,,,
player,201911240chi,chi,ClinHa00,defense,60,,,,,
player,201911240chi,chi,ClinHa00,def_pct,100%,,,,,
player,201911240chi,chi,ClinHa00,special_teams,0,,,,,
player,201911240chi,chi,ClinHa00,st_pct,0%,,,,,
player,201911240chi,chi,AmukPr00,pos,CB,,,,,
player,201911240chi,chi,AmukPr00,offense,0,,,,,
player,201911240chi,chi,AmukPr00,off_pct,0%,,,,,
player,201911240chi,chi,AmukPr00,defense,59,,,,,
player,201911240chi,chi,AmukPr00,def_pct,98%,,,,,
player,201911240chi,chi,AmukPr00,special_teams,0,,,,,
player,201911240chi,chi,AmukPr00,st_pct,0%,,,,,
player,201911240chi,chi,KwiaNi00,pos,LB,,,,,
player,201911240chi,chi,KwiaNi00,offense,0,,,,,
player,201911240chi,chi,KwiaNi00,off_pct,0%,,,,,
player,201911240chi,chi,KwiaNi00,defense,57,,,,,
player,201911240chi,chi,KwiaNi00,def_pct,95%,,,,,
player,201911240chi,chi,KwiaNi00,special_teams,13,,,,,
player,201911240chi,chi,KwiaNi00,st_pct,45%,,,,,
player,201911240chi,chi,MackKh00,pos,LB,,,,,
player,201911240chi,chi,MackKh00,offense,0,,,,,
player,201911240chi,chi,MackKh00,off_pct,0%,,,,,
player,201911240chi,chi,MackKh00,defense,52,,,,,
player,201911240chi,chi,MackKh00,def_pct,87%,,,,,
player,201911240chi,chi,MackKh00,special_teams,0,,,,,
player,201911240chi,chi,MackKh00,st_pct,0%,,,,,
player,201911240chi,chi,FloyLe00,pos,LB,,,,,
player,201911240chi,chi,FloyLe00,offense,0,,,,,
player,201911240chi,chi,FloyLe00,off_pct,0%,,,,,
player,201911240chi,chi,FloyLe00,defense,52,,,,,
player,201911240chi,chi,FloyLe00,def_pct,87%,,,,,
player,201911240chi,chi,FloyLe00,special_teams,0,,,,,
player,201911240chi,chi,FloyLe00,st_pct,0%,,,,,
player,201911240chi,chi,SkriBu00,pos,CB,,,,,
player,201911240chi,chi,SkriBu00,offense,0,,,,,
player,201911240chi,chi,SkriBu00,off_pct,0%,,,,,
player,201911240chi,chi,SkriBu00,defense,51,,,,,
player,201911240chi,chi,SkriBu00,def_pct,85%,,,,,
player,201911240chi,chi,SkriBu00,special_teams,8,,,,,
player,201911240chi,chi,SkriBu00,st_pct,28%,,,,,
player,201911240chi,chi,NichBi00,pos,DT,,,,,
player,201911240chi,chi,NichBi00,offense,0,,,,,
player,201911240chi,chi,NichBi00,off_pct,0%,,,,,
player,201911240chi,chi,NichBi00,defense,30,,,,,
player,201911240chi,chi,NichBi00,def_pct,50%,,,,,
player,201911240chi,chi,NichBi00,special_teams,4,,,,,
player,201911240chi,chi,NichBi00,st_pct,14%,,,,,
player,201911240chi,chi,GoldEd00,pos,NT,,,,,
player,201911240chi,chi,GoldEd00,offense,0,,,,,
player,201911240chi,chi,GoldEd00,off_pct,0%,,,,,
player,201911240chi,chi,GoldEd00,defense,29,,,,,
player,201911240chi,chi,GoldEd00,def_pct,48%,,,,,
player,201911240chi,chi,GoldEd00,special_teams,0,,,,,
player,201911240chi,chi,GoldEd00,st_pct,0%,,,,,
player,201911240chi,chi,RobeRo00,pos,DT,,,,,
player,201911240chi,chi,RobeRo00,offense,0,,,,,
player,201911240chi,chi,RobeRo00,off_pct,0%,,,,,
player,201911240chi,chi,RobeRo00,defense,28,,,,,
player,201911240chi,chi,RobeRo00,def_pct,47%,,,,,
player,201911240chi,chi,RobeRo00,special_teams,9,,,,,
player,201911240chi,chi,RobeRo00,st_pct,31%,,,,,
player,201911240chi,chi,WillNi01,pos,DT,,,,,
player,201911240chi,chi,WillNi01,offense,0,,,,,
player,201911240chi,chi,WillNi01,off_pct,0%,,,,,
player,201911240chi,chi,WillNi01,defense,28,,,,,
player,201911240chi,chi,WillNi01,def_pct,47%,,,,,
player,201911240chi,chi,WillNi01,special_teams,4,,,,,
player,201911240chi,chi,WillNi01,st_pct,14%,,,,,
player,201911240chi,chi,LyncAa00,pos,LB,,,,,
player,201911240chi,chi,LyncAa00,offense,0,,,,,
player,201911240chi,chi,LyncAa00,off_pct,0%,,,,,
player,201911240chi,chi,LyncAa00,defense,16,,,,,
player,201911240chi,chi,LyncAa00,def_pct,27%,,,,,
player,201911240chi,chi,LyncAa00,special_teams,0,,,,,
player,201911240chi,chi,LyncAa00,st_pct,0%,,,,,
player,201911240chi,chi,UrbaBr00,pos,DE,,,,,
player,201911240chi,chi,UrbaBr00,offense,0,,,,,
player,201911240chi,chi,UrbaBr00,off_pct,0%,,,,,
player,201911240chi,chi,UrbaBr00,defense,9,,,,,
player,201911240chi,chi,UrbaBr00,def_pct,15%,,,,,
player,201911240chi,chi,UrbaBr00,special_teams,5,,,,,
player,201911240chi,chi,UrbaBr00,st_pct,17%,,,,,
player,201911240chi,chi,IrviIs00,pos,LB,,,,,
player,201911240chi,chi,IrviIs00,offense,0,,,,,
player,201911240chi,chi,IrviIs00,off_pct,0%,,,,,
player,201911240chi,chi,IrviIs00,defense,6,,,,,
player,201911240chi,chi,IrviIs00,def_pct,10%,,,,,
player,201911240chi,chi,IrviIs00,special_teams,3,,,,,
player,201911240chi,chi,IrviIs00,st_pct,10%,,,,,
player,201911240chi,chi,HousDe00,pos,FS,,,,,
player,201911240chi,chi,HousDe00,offense,0,,,,,
player,201911240chi,chi,HousDe00,off_pct,0%,,,,,
player,201911240chi,chi,HousDe00,defense,1,,,,,
player,201911240chi,chi,HousDe00,def_pct,2%,,,,,
player,201911240chi,chi,HousDe00,special_teams,24,,,,,
player,201911240chi,chi,HousDe00,st_pct,83%,,,,,
player,201911240chi,chi,McMaSh99,pos,FS,,,,,
player,201911240chi,chi,McMaSh99,offense,0,,,,,
player,201911240chi,chi,McMaSh99,off_pct,0%,,,,,
player,201911240chi,chi,McMaSh99,defense,1,,,,,
player,201911240chi,chi,McMaSh99,def_pct,2%,,,,,
player,201911240chi,chi,McMaSh99,special_teams,9,,,,,
player,201911240chi,chi,McMaSh99,st_pct,31%,,,,,
player,201911240chi,chi,ToliKe00,pos,CB,,,,,
player,201911240chi,chi,ToliKe00,offense,0,,,,,
player,201911240chi,chi,ToliKe00,off_pct,0%,,,,,
player,201911240chi,chi,ToliKe00,defense,1,,,,,
player,201911240chi,chi,ToliKe00,def_pct,2%,,,,,
player,201911240chi,chi,ToliKe00,special_teams,5,,,,,
player,201911240chi,chi,ToliKe00,st_pct,17%,,,,,
player,201911240chi,chi,IyieJo00,pos,LB,,,,,
player,201911240chi,chi,IyieJo00,offense,0,,,,,
player,201911240chi,chi,IyieJo00,off_pct,0%,,,,,
player,201911240chi,chi,IyieJo00,defense,0,,,,,
player,201911240chi,chi,IyieJo00,def_pct,0%,,,,,
player,201911240chi,chi,IyieJo00,special_teams,24,,,,,
player,201911240chi,chi,IyieJo00,st_pct,83%,,,,,
player,201911240chi,chi,PierKe00,pos,LB,,,,,
player,201911240chi,chi,PierKe00,offense,0,,,,,
player,201911240chi,chi,PierKe00,off_pct,0%,,,,,
player,201911240chi,chi,PierKe00,defense,0,,,,,
player,201911240chi,chi,PierKe00,def_pct,0%,,,,,
player,201911240chi,chi,PierKe00,special_teams,24,,,,,
player,201911240chi,chi,PierKe00,st_pct,83%,,,,,
player,201911240chi,chi,BushDe00,pos,SS,,,,,
player,201911240chi,chi,BushDe00,offense,0,,,,,
player,201911240chi,chi,BushDe00,off_pct,0%,,,,,
player,201911240chi,chi,BushDe00,defense,0,,,,,
player,201911240chi,chi,BushDe00,def_pct,0%,,,,,
player,201911240chi,chi,BushDe00,special_teams,21,,,,,
player,201911240chi,chi,BushDe00,st_pct,72%,,,,,
player,201911240chi,chi,WoodJo02,pos,LB,,,,,
player,201911240chi,chi,WoodJo02,offense,0,,,,,
player,201911240chi,chi,WoodJo02,off_pct,0%,,,,,
player,201911240chi,chi,WoodJo02,defense,0,,,,,
player,201911240chi,chi,WoodJo02,def_pct,0%,,,,,
player,201911240chi,chi,WoodJo02,special_teams,20,,,,,
player,201911240chi,chi,WoodJo02,st_pct,69%,,,,,
player,201911240chi,chi,NallRy00,pos,RB,,,,,
player,201911240chi,chi,NallRy00,offense,0,,,,,
player,201911240chi,chi,NallRy00,off_pct,0%,,,,,
player,201911240chi,chi,NallRy00,defense,0,,,,,
player,201911240chi,chi,NallRy00,def_pct,0%,,,,,
player,201911240chi,chi,NallRy00,special_teams,20,,,,,
player,201911240chi,chi,NallRy00,st_pct,69%,,,,,
player,201911240chi,chi,ScalPa00,pos,LS,,,,,
player,201911240chi,chi,ScalPa00,offense,0,,,,,
player,201911240chi,chi,ScalPa00,off_pct,0%,,,,,
player,201911240chi,chi,ScalPa00,defense,0,,,,,
player,201911240chi,chi,ScalPa00,def_pct,0%,,,,,
player,201911240chi,chi,ScalPa00,special_teams,12,,,,,
player,201911240chi,chi,ScalPa00,st_pct,41%,,,,,
player,201911240chi,chi,ODonPa00,pos,P,,,,,
player,201911240chi,chi,ODonPa00,offense,0,,,,,
player,201911240chi,chi,ODonPa00,off_pct,0%,,,,,
player,201911240chi,chi,ODonPa00,defense,0,,,,,
player,201911240chi,chi,ODonPa00,def_pct,0%,,,,,
player,201911240chi,chi,ODonPa00,special_teams,12,,,,,
player,201911240chi,chi,ODonPa00,st_pct,41%,,,,,
player,201911240chi,chi,PineEd00,pos,K,,,,,
player,201911240chi,chi,PineEd00,offense,0,,,,,
player,201911240chi,chi,PineEd00,off_pct,0%,,,,,
player,201911240chi,chi,PineEd00,defense,0,,,,,
player,201911240chi,chi,PineEd00,def_pct,0%,,,,,
player,201911240chi,chi,PineEd00,special_teams,10,,,,,
player,201911240chi,chi,PineEd00,st_pct,34%,,,,,
player,201911240chi,nyg,SoldNa00,pos,T,,,,,
player,201911240chi,nyg,SoldNa00,offense,60,,,,,
player,201911240chi,nyg,SoldNa00,off_pct,100%,,,,,
player,201911240chi,nyg,SoldNa00,defense,0,,,,,
player,201911240chi,nyg,SoldNa00,def_pct,0%,,,,,
player,201911240chi,nyg,SoldNa00,special_teams,4,,,,,
player,201911240chi,nyg,SoldNa00,st_pct,14%,,,,,
player,201911240chi,nyg,RemmMi00,pos,T,,,,,
player,201911240chi,nyg,RemmMi00,offense,60,,,,,
player,201911240chi,nyg,RemmMi00,off_pct,100%,,,,,
player,201911240chi,nyg,RemmMi00,defense,0,,,,,
player,201911240chi,nyg,RemmMi00,def_pct,0%,,,,,
player,201911240chi,nyg,RemmMi00,special_teams,4,,,,,
player,201911240chi,nyg,RemmMi00,st_pct,14%,,,,,
player,201911240chi,nyg,HernWi00,pos,G,,,,,
player,201911240chi,nyg,HernWi00,offense,60,,,,,
player,201911240chi,nyg,HernWi00,off_pct,100%,,,,,
player,201911240chi,nyg,HernWi00,defense,0,,,,,
player,201911240chi,nyg,HernWi00,def_pct,0%,,,,,
player,201911240chi,nyg,HernWi00,special_teams,4,,,,,
player,201911240chi,nyg,HernWi00,st_pct,14%,,,,,
player,201911240chi,nyg,JoneDa05,pos,QB,,,,,
player,201911240chi,nyg,JoneDa05,offense,60,,,,,
player,201911240chi,nyg,JoneDa05,off_pct,100%,,,,,
player,201911240chi,nyg,JoneDa05,defense,0,,,,,
player,201911240chi,nyg,JoneDa05,def_pct,0%,,,,,
player,201911240chi,nyg,JoneDa05,special_teams,0,,,,,
player,201911240chi,nyg,JoneDa05,st_pct,0%,,,,,
player,201911240chi,nyg,HalaJo00,pos,C,,,,,
player,201911240chi,nyg,HalaJo00,offense,60,,,,,
player,201911240chi,nyg,HalaJo00,off_pct,100%,,,,,
player,201911240chi,nyg,HalaJo00,defense,0,,,,,
player,201911240chi,nyg,HalaJo00,def_pct,0%,,,,,
player,201911240chi,nyg,HalaJo00,special_teams,0,,,,,
player,201911240chi,nyg,HalaJo00,st_pct,0%,,,,,
player,201911240chi,nyg,SmitKa00,pos,TE,,,,,
player,201911240chi,nyg,SmitKa00,offense,59,,,,,
player,201911240chi,nyg,SmitKa00,off_pct,98%,,,,,
player,201911240chi,nyg,SmitKa00,defense,0,,,,,
player,201911240chi,nyg,SmitKa00,def_pct,0%,,,,,
player,201911240chi,nyg,SmitKa00,special_teams,0,,,,,
player,201911240chi,nyg,SmitKa00,st_pct,0%,,,,,
player,201911240chi,nyg,BarkSa00,pos,RB,,,,,
player,201911240chi,nyg,BarkSa00,offense,58,,,,,
player,201911240chi,nyg,BarkSa00,off_pct,97%,,,,,
player,201911240chi,nyg,BarkSa00,defense,0,,,,,
player,201911240chi,nyg,BarkSa00,def_pct,0%,,,,,
player,201911240chi,nyg,BarkSa00,special_teams,0,,,,,
player,201911240chi,nyg,BarkSa00,st_pct,0%,,,,,
player,201911240chi,nyg,ZeitKe00,pos,G,,,,,
player,201911240chi,nyg,ZeitKe00,offense,57,,,,,
player,201911240chi,nyg,ZeitKe00,off_pct,95%,,,,,
player,201911240chi,nyg,ZeitKe00,defense,0,,,,,
player,201911240chi,nyg,ZeitKe00,def_pct,0%,,,,,
player,201911240chi,nyg,ZeitKe00,special_teams,4,,,,,
player,201911240chi,nyg,ZeitKe00,st_pct,14%,,,,,
player,201911240chi,nyg,ShepSt00,pos,WR,,,,,
player,201911240chi,nyg,ShepSt00,offense,57,,,,,
player,201911240chi,nyg,ShepSt00,off_pct,95%,,,,,
player,201911240chi,nyg,ShepSt00,defense,0,,,,,
player,201911240chi,nyg,ShepSt00,def_pct,0%,,,,,
player,201911240chi,nyg,ShepSt00,special_teams,0,,,,,
player,201911240chi,nyg,ShepSt00,st_pct,0%,,,,,
player,201911240chi,nyg,SlayDa01,pos,WR,,,,,
player,201911240chi,nyg,SlayDa01,offense,51,,,,,
player,201911240chi,nyg,SlayDa01,off_pct,85%,,,,,
player,201911240chi,nyg,SlayDa01,defense,0,,,,,
player,201911240chi,nyg,SlayDa01,def_pct,0%,,,,,
player,201911240chi,nyg,SlayDa01,special_teams,0,,,,,
player,201911240chi,nyg,SlayDa01,st_pct,0%,,,,,
player,201911240chi,nyg,TateGo00,pos,WR,,,,,
player,201911240chi,nyg,TateGo00,offense,50,,,,,
player,201911240chi,nyg,TateGo00,off_pct,83%,,,,,
player,201911240chi,nyg,TateGo00,defense,0,,,,,
player,201911240chi,nyg,TateGo00,def_pct,0%,,,,,
player,201911240chi,nyg,TateGo00,special_teams,5,,,,,
player,201911240chi,nyg,TateGo00,st_pct,17%,,,,,
player,201911240chi,nyg,SimoSc00,pos,TE,,,,,
player,201911240chi,nyg,SimoSc00,offense,11,,,,,
player,201911240chi,nyg,SimoSc00,off_pct,18%,,,,,
player,201911240chi,nyg,SimoSc00,defense,0,,,,,
player,201911240chi,nyg,SimoSc00,def_pct,0%,,,,,
player,201911240chi,nyg,SimoSc00,special_teams,12,,,,,
player,201911240chi,nyg,SimoSc00,st_pct,41%,,,,,
player,201911240chi,nyg,LatiCo00,pos,WR,,,,,
player,201911240chi,nyg,LatiCo00,offense,9,,,,,
player,201911240chi,nyg,LatiCo00,off_pct,15%,,,,,
player,201911240chi,nyg,LatiCo00,defense,0,,,,,
player,201911240chi,nyg,LatiCo00,def_pct,0%,,,,,
player,201911240chi,nyg,LatiCo00,special_teams,4,,,,,
player,201911240chi,nyg,LatiCo00,st_pct,14%,,,,,
player,201911240chi,nyg,PennEl00,pos,RB,,,,,
player,201911240chi,nyg,PennEl00,offense,3,,,,,
player,201911240chi,nyg,PennEl00,off_pct,5%,,,,,
player,201911240chi,nyg,PennEl00,defense,0,,,,,
player,201911240chi,nyg,PennEl00,def_pct,0%,,,,,
player,201911240chi,nyg,PennEl00,special_teams,12,,,,,
player,201911240chi,nyg,PennEl00,st_pct,41%,,,,,
player,201911240chi,nyg,GateNi00,pos,G,,,,,
player,201911240chi,nyg,GateNi00,offense,3,,,,,
player,201911240chi,nyg,GateNi00,off_pct,5%,,,,,
player,201911240chi,nyg,GateNi00,defense,0,,,,,
player,201911240chi,nyg,GateNi00,def_pct,0%,,,,,
player,201911240chi,nyg,GateNi00,special_teams,4,,,,,
player,201911240chi,nyg,GateNi00,st_pct,14%,,,,,
player,201911240chi,nyg,GallWa00,pos,RB,,,,,
player,201911240chi,nyg,GallWa00,offense,2,,,,,
player,201911240chi,nyg,GallWa00,off_pct,3%,,,,,
