game,2019,14,20191208,201912080htx,den,"Denver Broncos",38,htx,"Houston Texans",24
player,201912080htx,den,FreeRo00,pass_long,0,,,,,
player,201912080htx,den,FreeRo00,pass_rating,,,,,,
player,201912080htx,den,FreeRo00,rush_att,8,,,,,
player,201912080htx,den,FreeRo00,rush_yds,24,,,,,
player,201912080htx,den,FreeRo00,rush_td,0,,,,,
player,201912080htx,den,FreeRo00,rush_long,11,,,,,
player,201912080htx,den,FreeRo00,targets,2,,,,,
player,201912080htx,den,FreeRo00,rec,2,,,,,
player,201912080htx,den,FreeRo00,rec_yds,8,,,,,
player,201912080htx,den,FreeRo00,rec_td,1,,,,,
player,201912080htx,den,FreeRo00,rec_long,5,,,,,
player,201912080htx,den,FreeRo00,fumbles,0,,,,,
player,201912080htx,den,FreeRo00,fumbles_lost,0,,,,,
player,201912080htx,den,FantNo00,pass_cmp,0,,,,,
player,201912080htx,den,FantNo00,pass_att,0,,,,,
player,201912080htx,den,FantNo00,pass_yds,0,,,,,
player,201912080htx,den,FantNo00,pass_td,0,,,,,
player,201912080htx,den,FantNo00,pass_int,0,,,,,
player,201912080htx,den,FantNo00,pass_sacked,0,,,,,
player,201912080htx,den,FantNo00,pass_sacked_yds,0,,,,,
player,201912080htx,den,FantNo00,pass_long,0,,,,,
player,201912080htx,den,FantNo00,pass_rating,,,,,,
player,201912080htx,den,FantNo00,rush_att,0,,,,,
player,201912080htx,den,FantNo00,rush_yds,0,,,,,
player,201912080htx,den,FantNo00,rush_td,0,,,,,
player,201912080htx,den,FantNo00,rush_long,0,,,,,
player,201912080htx,den,FantNo00,targets,4,,,,,
player,201912080htx,den,FantNo00,rec,4,,,,,
player,201912080htx,den,FantNo00,rec_yds,113,,,,,
player,201912080htx,den,FantNo00,rec_td,1,,,,,
player,201912080htx,den,FantNo00,rec_long,48,,,,,
player,201912080htx,den,FantNo00,fumbles,0,,,,,
player,201912080htx,den,FantNo00,fumbles_lost,0,,,,,
player,201912080htx,den,PatrTi00,pass_cmp,0,,,,,
player,201912080htx,den,PatrTi00,pass_att,0,,,,,
player,201912080htx,den,PatrTi00,pass_yds,0,,,,,
player,201912080htx,den,PatrTi00,pass_td,0,,,,,
player,201912080htx,den,PatrTi00,pass_int,0,,,,,
player,201912080htx,den,PatrTi00,pass_sacked,0,,,,,
player,201912080htx,den,PatrTi00,pass_sacked_yds,0,,,,,
player,201912080htx,den,PatrTi00,pass_long,0,,,,,
player,201912080htx,den,PatrTi00,pass_rating,,,,,,
player,201912080htx,den,PatrTi00,rush_att,0,,,,,
player,201912080htx,den,PatrTi00,rush_yds,0,,,,,
player,201912080htx,den,PatrTi00,rush_td,0,,,,,
player,201912080htx,den,PatrTi00,rush_long,0,,,,,
player,201912080htx,den,PatrTi00,targets,3,,,,,
player,201912080htx,den,PatrTi00,rec,2,,,,,
player,201912080htx,den,PatrTi00,rec_yds,50,,,,,
player,201912080htx,den,PatrTi00,rec_td,0,,,,,
player,201912080htx,den,PatrTi00,rec_long,37,,,,,
player,201912080htx,den,PatrTi00,fumbles,0,,,,,
player,201912080htx,den,PatrTi00,fumbles_lost,0,,,,,
player,201912080htx,den,HamiDa01,pass_cmp,0,,,,,
player,201912080htx,den,HamiDa01,pass_att,0,,,,,
player,201912080htx,den,HamiDa01,pass_yds,0,,,,,
player,201912080htx,den,HamiDa01,pass_td,0,,,,,
player,201912080htx,den,HamiDa01,pass_int,0,,,,,
player,201912080htx,den,HamiDa01,pass_sacked,0,,,,,
player,201912080htx,den,HamiDa01,pass_sacked_yds,0,,,,,
player,201912080htx,den,HamiDa01,pass_long,0,,,,,
player,201912080htx,den,HamiDa01,pass_rating,,,,,,
player,201912080htx,den,HamiDa01,rush_att,0,,,,,
player,201912080htx,den,HamiDa01,rush_yds,0,,,,,
player,201912080htx,den,HamiDa01,rush_td,0,,,,,
player,201912080htx,den,HamiDa01,rush_long,0,,,,,
player,201912080htx,den,HamiDa01,targets,4,,,,,
player,201912080htx,den,HamiDa01,rec,2,,,,,
player,201912080htx,den,HamiDa01,rec_yds,36,,,,,
player,201912080htx,den,HamiDa01,rec_td,0,,,,,
player,201912080htx,den,HamiDa01,rec_long,27,,,,,
player,201912080htx,den,HamiDa01,fumbles,0,,,,,
player,201912080htx,den,HamiDa01,fumbles_lost,0,,,,,
player,201912080htx,den,SuttCo00,pass_cmp,0,,,,,
player,201912080htx,den,SuttCo00,pass_att,0,,,,,
player,201912080htx,den,SuttCo00,pass_yds,0,,,,,
player,201912080htx,den,SuttCo00,pass_td,0,,,,,
player,201912080htx,den,SuttCo00,pass_int,0,,,,,
player,201912080htx,den,SuttCo00,pass_sacked,0,,,,,
player,201912080htx,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201912080htx,den,SuttCo00,pass_long,0,,,,,
player,201912080htx,den,SuttCo00,pass_rating,,,,,,
player,201912080htx,den,SuttCo00,rush_att,0,,,,,
player,201912080htx,den,SuttCo00,rush_yds,0,,,,,
player,201912080htx,den,SuttCo00,rush_td,0,,,,,
player,201912080htx,den,SuttCo00,rush_long,0,,,,,
player,201912080htx,den,SuttCo00,targets,7,,,,,
player,201912080htx,den,SuttCo00,rec,5,,,,,
player,201912080htx,den,SuttCo00,rec_yds,34,,,,,
player,201912080htx,den,SuttCo00,rec_td,0,,,,,
player,201912080htx,den,SuttCo00,rec_long,11,,,,,
player,201912080htx,den,SuttCo00,fumbles,0,,,,,
player,201912080htx,den,SuttCo00,fumbles_lost,0,,,,,
player,201912080htx,den,BeckAn01,pass_cmp,0,,,,,
player,201912080htx,den,BeckAn01,pass_att,0,,,,,
player,201912080htx,den,BeckAn01,pass_yds,0,,,,,
player,201912080htx,den,BeckAn01,pass_td,0,,,,,
player,201912080htx,den,BeckAn01,pass_int,0,,,,,
player,201912080htx,den,BeckAn01,pass_sacked,0,,,,,
player,201912080htx,den,BeckAn01,pass_sacked_yds,0,,,,,
player,201912080htx,den,BeckAn01,pass_long,0,,,,,
player,201912080htx,den,BeckAn01,pass_rating,,,,,,
player,201912080htx,den,BeckAn01,rush_att,0,,,,,
player,201912080htx,den,BeckAn01,rush_yds,0,,,,,
player,201912080htx,den,BeckAn01,rush_td,0,,,,,
player,201912080htx,den,BeckAn01,rush_long,0,,,,,
player,201912080htx,den,BeckAn01,targets,1,,,,,
player,201912080htx,den,BeckAn01,rec,1,,,,,
player,201912080htx,den,BeckAn01,rec_yds,29,,,,,
player,201912080htx,den,BeckAn01,rec_td,0,,,,,
player,201912080htx,den,BeckAn01,rec_long,29,,,,,
player,201912080htx,den,BeckAn01,fumbles,0,,,,,
player,201912080htx,den,BeckAn01,fumbles_lost,0,,,,,
player,201912080htx,den,BookDe00,pass_cmp,0,,,,,
player,201912080htx,den,BookDe00,pass_att,0,,,,,
player,201912080htx,den,BookDe00,pass_yds,0,,,,,
player,201912080htx,den,BookDe00,pass_td,0,,,,,
player,201912080htx,den,BookDe00,pass_int,0,,,,,
player,201912080htx,den,BookDe00,pass_sacked,0,,,,,
player,201912080htx,den,BookDe00,pass_sacked_yds,0,,,,,
player,201912080htx,den,BookDe00,pass_long,0,,,,,
player,201912080htx,den,BookDe00,pass_rating,,,,,,
player,201912080htx,den,BookDe00,rush_att,0,,,,,
player,201912080htx,den,BookDe00,rush_yds,0,,,,,
player,201912080htx,den,BookDe00,rush_td,0,,,,,
player,201912080htx,den,BookDe00,rush_long,0,,,,,
player,201912080htx,den,BookDe00,targets,2,,,,,
player,201912080htx,den,BookDe00,rec,2,,,,,
player,201912080htx,den,BookDe00,rec_yds,24,,,,,
player,201912080htx,den,BookDe00,rec_td,0,,,,,
player,201912080htx,den,BookDe00,rec_long,25,,,,,
player,201912080htx,den,BookDe00,fumbles,0,,,,,
player,201912080htx,den,BookDe00,fumbles_lost,0,,,,,
player,201912080htx,den,HeueJe00,pass_cmp,0,,,,,
player,201912080htx,den,HeueJe00,pass_att,0,,,,,
player,201912080htx,den,HeueJe00,pass_yds,0,,,,,
player,201912080htx,den,HeueJe00,pass_td,0,,,,,
player,201912080htx,den,HeueJe00,pass_int,0,,,,,
player,201912080htx,den,HeueJe00,pass_sacked,0,,,,,
player,201912080htx,den,HeueJe00,pass_sacked_yds,0,,,,,
player,201912080htx,den,HeueJe00,pass_long,0,,,,,
player,201912080htx,den,HeueJe00,pass_rating,,,,,,
player,201912080htx,den,HeueJe00,rush_att,0,,,,,
player,201912080htx,den,HeueJe00,rush_yds,0,,,,,
player,201912080htx,den,HeueJe00,rush_td,0,,,,,
player,201912080htx,den,HeueJe00,rush_long,0,,,,,
player,201912080htx,den,HeueJe00,targets,1,,,,,
player,201912080htx,den,HeueJe00,rec,1,,,,,
player,201912080htx,den,HeueJe00,rec_yds,8,,,,,
player,201912080htx,den,HeueJe00,rec_td,1,,,,,
player,201912080htx,den,HeueJe00,rec_long,8,,,,,
player,201912080htx,den,HeueJe00,fumbles,0,,,,,
player,201912080htx,den,HeueJe00,fumbles_lost,0,,,,,
player,201912080htx,den,FumaTr00,pass_cmp,0,,,,,
player,201912080htx,den,FumaTr00,pass_att,0,,,,,
player,201912080htx,den,FumaTr00,pass_yds,0,,,,,
player,201912080htx,den,FumaTr00,pass_td,0,,,,,
player,201912080htx,den,FumaTr00,pass_int,0,,,,,
player,201912080htx,den,FumaTr00,pass_sacked,0,,,,,
player,201912080htx,den,FumaTr00,pass_sacked_yds,0,,,,,
player,201912080htx,den,FumaTr00,pass_long,0,,,,,
player,201912080htx,den,FumaTr00,pass_rating,,,,,,
player,201912080htx,den,FumaTr00,rush_att,0,,,,,
player,201912080htx,den,FumaTr00,rush_yds,0,,,,,
player,201912080htx,den,FumaTr00,rush_td,0,,,,,
player,201912080htx,den,FumaTr00,rush_long,0,,,,,
player,201912080htx,den,FumaTr00,targets,1,,,,,
player,201912080htx,den,FumaTr00,rec,1,,,,,
player,201912080htx,den,FumaTr00,rec_yds,3,,,,,
player,201912080htx,den,FumaTr00,rec_td,0,,,,,
player,201912080htx,den,FumaTr00,rec_long,3,,,,,
player,201912080htx,den,FumaTr00,fumbles,0,,,,,
player,201912080htx,den,FumaTr00,fumbles_lost,0,,,,,
player,201912080htx,htx,WatsDe00,pass_cmp,28,,,,,
player,201912080htx,htx,WatsDe00,pass_att,50,,,,,
player,201912080htx,htx,WatsDe00,pass_yds,292,,,,,
player,201912080htx,htx,WatsDe00,pass_td,1,,,,,
player,201912080htx,htx,WatsDe00,pass_int,2,,,,,
player,201912080htx,htx,WatsDe00,pass_sacked,3,,,,,
player,201912080htx,htx,WatsDe00,pass_sacked_yds,12,,,,,
player,201912080htx,htx,WatsDe00,pass_long,43,,,,,
player,201912080htx,htx,WatsDe00,pass_rating,63.1,,,,,
player,201912080htx,htx,WatsDe00,rush_att,6,,,,,
player,201912080htx,htx,WatsDe00,rush_yds,44,,,,,
player,201912080htx,htx,WatsDe00,rush_td,2,,,,,
player,201912080htx,htx,WatsDe00,rush_long,16,,,,,
player,201912080htx,htx,WatsDe00,targets,0,,,,,
player,201912080htx,htx,WatsDe00,rec,0,,,,,
player,201912080htx,htx,WatsDe00,rec_yds,0,,,,,
player,201912080htx,htx,WatsDe00,rec_td,0,,,,,
player,201912080htx,htx,WatsDe00,rec_long,0,,,,,
player,201912080htx,htx,WatsDe00,fumbles,0,,,,,
player,201912080htx,htx,WatsDe00,fumbles_lost,0,,,,,
player,201912080htx,htx,HydeCa00,pass_cmp,0,,,,,
player,201912080htx,htx,HydeCa00,pass_att,0,,,,,
player,201912080htx,htx,HydeCa00,pass_yds,0,,,,,
player,201912080htx,htx,HydeCa00,pass_td,0,,,,,
player,201912080htx,htx,HydeCa00,pass_int,0,,,,,
player,201912080htx,htx,HydeCa00,pass_sacked,0,,,,,
player,201912080htx,htx,HydeCa00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,HydeCa00,pass_long,0,,,,,
player,201912080htx,htx,HydeCa00,pass_rating,,,,,,
player,201912080htx,htx,HydeCa00,rush_att,14,,,,,
player,201912080htx,htx,HydeCa00,rush_yds,73,,,,,
player,201912080htx,htx,HydeCa00,rush_td,0,,,,,
player,201912080htx,htx,HydeCa00,rush_long,13,,,,,
player,201912080htx,htx,HydeCa00,targets,3,,,,,
player,201912080htx,htx,HydeCa00,rec,2,,,,,
player,201912080htx,htx,HydeCa00,rec_yds,5,,,,,
player,201912080htx,htx,HydeCa00,rec_td,0,,,,,
player,201912080htx,htx,HydeCa00,rec_long,3,,,,,
player,201912080htx,htx,HydeCa00,fumbles,0,,,,,
player,201912080htx,htx,HydeCa00,fumbles_lost,0,,,,,
player,201912080htx,htx,HopkDe00,pass_cmp,0,,,,,
player,201912080htx,htx,HopkDe00,pass_att,0,,,,,
player,201912080htx,htx,HopkDe00,pass_yds,0,,,,,
player,201912080htx,htx,HopkDe00,pass_td,0,,,,,
player,201912080htx,htx,HopkDe00,pass_int,0,,,,,
player,201912080htx,htx,HopkDe00,pass_sacked,0,,,,,
player,201912080htx,htx,HopkDe00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,HopkDe00,pass_long,0,,,,,
player,201912080htx,htx,HopkDe00,pass_rating,,,,,,
player,201912080htx,htx,HopkDe00,rush_att,1,,,,,
player,201912080htx,htx,HopkDe00,rush_yds,12,,,,,
player,201912080htx,htx,HopkDe00,rush_td,0,,,,,
player,201912080htx,htx,HopkDe00,rush_long,12,,,,,
player,201912080htx,htx,HopkDe00,targets,13,,,,,
player,201912080htx,htx,HopkDe00,rec,7,,,,,
player,201912080htx,htx,HopkDe00,rec_yds,120,,,,,
player,201912080htx,htx,HopkDe00,rec_td,1,,,,,
player,201912080htx,htx,HopkDe00,rec_long,43,,,,,
player,201912080htx,htx,HopkDe00,fumbles,0,,,,,
player,201912080htx,htx,HopkDe00,fumbles_lost,0,,,,,
player,201912080htx,htx,JohnDu00,pass_cmp,0,,,,,
player,201912080htx,htx,JohnDu00,pass_att,0,,,,,
player,201912080htx,htx,JohnDu00,pass_yds,0,,,,,
player,201912080htx,htx,JohnDu00,pass_td,0,,,,,
player,201912080htx,htx,JohnDu00,pass_int,0,,,,,
player,201912080htx,htx,JohnDu00,pass_sacked,0,,,,,
player,201912080htx,htx,JohnDu00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,JohnDu00,pass_long,0,,,,,
player,201912080htx,htx,JohnDu00,pass_rating,,,,,,
player,201912080htx,htx,JohnDu00,rush_att,1,,,,,
player,201912080htx,htx,JohnDu00,rush_yds,5,,,,,
player,201912080htx,htx,JohnDu00,rush_td,0,,,,,
player,201912080htx,htx,JohnDu00,rush_long,5,,,,,
player,201912080htx,htx,JohnDu00,targets,8,,,,,
player,201912080htx,htx,JohnDu00,rec,6,,,,,
player,201912080htx,htx,JohnDu00,rec_yds,40,,,,,
player,201912080htx,htx,JohnDu00,rec_td,0,,,,,
player,201912080htx,htx,JohnDu00,rec_long,11,,,,,
player,201912080htx,htx,JohnDu00,fumbles,0,,,,,
player,201912080htx,htx,JohnDu00,fumbles_lost,0,,,,,
player,201912080htx,htx,CoutKe00,pass_cmp,0,,,,,
player,201912080htx,htx,CoutKe00,pass_att,0,,,,,
player,201912080htx,htx,CoutKe00,pass_yds,0,,,,,
player,201912080htx,htx,CoutKe00,pass_td,0,,,,,
player,201912080htx,htx,CoutKe00,pass_int,0,,,,,
player,201912080htx,htx,CoutKe00,pass_sacked,0,,,,,
player,201912080htx,htx,CoutKe00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,CoutKe00,pass_long,0,,,,,
player,201912080htx,htx,CoutKe00,pass_rating,,,,,,
player,201912080htx,htx,CoutKe00,rush_att,0,,,,,
player,201912080htx,htx,CoutKe00,rush_yds,0,,,,,
player,201912080htx,htx,CoutKe00,rush_td,0,,,,,
player,201912080htx,htx,CoutKe00,rush_long,0,,,,,
player,201912080htx,htx,CoutKe00,targets,8,,,,,
player,201912080htx,htx,CoutKe00,rec,5,,,,,
player,201912080htx,htx,CoutKe00,rec_yds,68,,,,,
player,201912080htx,htx,CoutKe00,rec_td,0,,,,,
player,201912080htx,htx,CoutKe00,rec_long,22,,,,,
player,201912080htx,htx,CoutKe00,fumbles,1,,,,,
player,201912080htx,htx,CoutKe00,fumbles_lost,1,,,,,
player,201912080htx,htx,AkinJo00,pass_cmp,0,,,,,
player,201912080htx,htx,AkinJo00,pass_att,0,,,,,
player,201912080htx,htx,AkinJo00,pass_yds,0,,,,,
player,201912080htx,htx,AkinJo00,pass_td,0,,,,,
player,201912080htx,htx,AkinJo00,pass_int,0,,,,,
player,201912080htx,htx,AkinJo00,pass_sacked,0,,,,,
player,201912080htx,htx,AkinJo00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,AkinJo00,pass_long,0,,,,,
player,201912080htx,htx,AkinJo00,pass_rating,,,,,,
player,201912080htx,htx,AkinJo00,rush_att,0,,,,,
player,201912080htx,htx,AkinJo00,rush_yds,0,,,,,
player,201912080htx,htx,AkinJo00,rush_td,0,,,,,
player,201912080htx,htx,AkinJo00,rush_long,0,,,,,
player,201912080htx,htx,AkinJo00,targets,9,,,,,
player,201912080htx,htx,AkinJo00,rec,4,,,,,
player,201912080htx,htx,AkinJo00,rec_yds,49,,,,,
player,201912080htx,htx,AkinJo00,rec_td,0,,,,,
player,201912080htx,htx,AkinJo00,rec_long,15,,,,,
player,201912080htx,htx,AkinJo00,fumbles,0,,,,,
player,201912080htx,htx,AkinJo00,fumbles_lost,0,,,,,
player,201912080htx,htx,StilKe00,pass_cmp,0,,,,,
player,201912080htx,htx,StilKe00,pass_att,0,,,,,
player,201912080htx,htx,StilKe00,pass_yds,0,,,,,
player,201912080htx,htx,StilKe00,pass_td,0,,,,,
player,201912080htx,htx,StilKe00,pass_int,0,,,,,
player,201912080htx,htx,StilKe00,pass_sacked,0,,,,,
player,201912080htx,htx,StilKe00,pass_sacked_yds,0,,,,,
player,201912080htx,htx,StilKe00,pass_long,0,,,,,
player,201912080htx,htx,StilKe00,pass_rating,,,,,,
player,201912080htx,htx,StilKe00,rush_att,0,,,,,
player,201912080htx,htx,StilKe00,rush_yds,0,,,,,
player,201912080htx,htx,StilKe00,rush_td,0,,,,,
player,201912080htx,htx,StilKe00,rush_long,0,,,,,
player,201912080htx,htx,StilKe00,targets,2,,,,,
player,201912080htx,htx,StilKe00,rec,2,,,,,
player,201912080htx,htx,StilKe00,rec_yds,8,,,,,
player,201912080htx,htx,StilKe00,rec_td,0,,,,,
player,201912080htx,htx,StilKe00,rec_long,5,,,,,
player,201912080htx,htx,StilKe00,fumbles,0,,,,,
player,201912080htx,htx,StilKe00,fumbles_lost,0,,,,,
player,201912080htx,htx,FellDa01,pass_cmp,0,,,,,
player,201912080htx,htx,FellDa01,pass_att,0,,,,,
player,201912080htx,htx,FellDa01,pass_yds,0,,,,,
player,201912080htx,htx,FellDa01,pass_td,0,,,,,
player,201912080htx,htx,FellDa01,pass_int,0,,,,,
player,201912080htx,htx,FellDa01,pass_sacked,0,,,,,
player,201912080htx,htx,FellDa01,pass_sacked_yds,0,,,,,
player,201912080htx,htx,FellDa01,pass_long,0,,,,,
player,201912080htx,htx,FellDa01,pass_rating,,,,,,
player,201912080htx,htx,FellDa01,rush_att,0,,,,,
player,201912080htx,htx,FellDa01,rush_yds,0,,,,,
player,201912080htx,htx,FellDa01,rush_td,0,,,,,
player,201912080htx,htx,FellDa01,rush_long,0,,,,,
player,201912080htx,htx,FellDa01,targets,4,,,,,
player,201912080htx,htx,FellDa01,rec,2,,,,,
player,201912080htx,htx,FellDa01,rec_yds,2,,,,,
player,201912080htx,htx,FellDa01,rec_td,0,,,,,
player,201912080htx,htx,FellDa01,rec_long,2,,,,,
player,201912080htx,htx,FellDa01,fumbles,0,,,,,
player,201912080htx,htx,FellDa01,fumbles_lost,0,,,,,
player,201912080htx,den,JackKa99,def_int,1,,,,,
player,201912080htx,den,JackKa99,def_int_yds,4,,,,,
player,201912080htx,den,JackKa99,def_int_td,0,,,,,
player,201912080htx,den,JackKa99,def_int_long,4,,,,,
player,201912080htx,den,JackKa99,pass_defended,3,,,,,
player,201912080htx,den,JackKa99,sacks,0.0,,,,,
player,201912080htx,den,JackKa99,tackles_combined,11,,,,,
player,201912080htx,den,JackKa99,tackles_solo,6,,,,,
player,201912080htx,den,JackKa99,tackles_assists,5,,,,,
player,201912080htx,den,JackKa99,tackles_loss,1,,,,,
player,201912080htx,den,JackKa99,qb_hits,0,,,,,
player,201912080htx,den,JackKa99,fumbles_rec,0,,,,,
player,201912080htx,den,JackKa99,fumbles_rec_yds,70,,,,,
player,201912080htx,den,JackKa99,fumbles_rec_td,1,,,,,
player,201912080htx,den,JackKa99,fumbles_forced,0,,,,,
player,201912080htx,den,ParkWi01,def_int,1,,,,,
player,201912080htx,den,ParkWi01,def_int_yds,11,,,,,
player,201912080htx,den,ParkWi01,def_int_td,0,,,,,
player,201912080htx,den,ParkWi01,def_int_long,11,,,,,
player,201912080htx,den,ParkWi01,pass_defended,1,,,,,
player,201912080htx,den,ParkWi01,sacks,0.0,,,,,
player,201912080htx,den,ParkWi01,tackles_combined,4,,,,,
player,201912080htx,den,ParkWi01,tackles_solo,2,,,,,
player,201912080htx,den,ParkWi01,tackles_assists,2,,,,,
player,201912080htx,den,ParkWi01,tackles_loss,0,,,,,
player,201912080htx,den,ParkWi01,qb_hits,0,,,,,
player,201912080htx,den,ParkWi01,fumbles_rec,0,,,,,
player,201912080htx,den,ParkWi01,fumbles_rec_yds,0,,,,,
player,201912080htx,den,ParkWi01,fumbles_rec_td,0,,,,,
player,201912080htx,den,ParkWi01,fumbles_forced,0,,,,,
player,201912080htx,den,AttaJe00,def_int,0,,,,,
player,201912080htx,den,AttaJe00,def_int_yds,0,,,,,
player,201912080htx,den,AttaJe00,def_int_td,0,,,,,
player,201912080htx,den,AttaJe00,def_int_long,0,,,,,
player,201912080htx,den,AttaJe00,pass_defended,0,,,,,
player,201912080htx,den,AttaJe00,sacks,2.0,,,,,
player,201912080htx,den,AttaJe00,tackles_combined,2,,,,,
player,201912080htx,den,AttaJe00,tackles_solo,2,,,,,
player,201912080htx,den,AttaJe00,tackles_assists,0,,,,,
player,201912080htx,den,AttaJe00,tackles_loss,1,,,,,
player,201912080htx,den,AttaJe00,qb_hits,1,,,,,
player,201912080htx,den,AttaJe00,fumbles_rec,1,,,,,
player,201912080htx,den,AttaJe00,fumbles_rec_yds,1,,,,,
player,201912080htx,den,AttaJe00,fumbles_rec_td,0,,,,,
player,201912080htx,den,AttaJe00,fumbles_forced,0,,,,,
player,201912080htx,den,JeweJo00,def_int,0,,,,,
player,201912080htx,den,JeweJo00,def_int_yds,0,,,,,
player,201912080htx,den,JeweJo00,def_int_td,0,,,,,
player,201912080htx,den,JeweJo00,def_int_long,0,,,,,
player,201912080htx,den,JeweJo00,pass_defended,0,,,,,
player,201912080htx,den,JeweJo00,sacks,1.0,,,,,
player,201912080htx,den,JeweJo00,tackles_combined,2,,,,,
player,201912080htx,den,JeweJo00,tackles_solo,1,,,,,
player,201912080htx,den,JeweJo00,tackles_assists,1,,,,,
player,201912080htx,den,JeweJo00,tackles_loss,1,,,,,
player,201912080htx,den,JeweJo00,qb_hits,1,,,,,
player,201912080htx,den,JeweJo00,fumbles_rec,0,,,,,
player,201912080htx,den,JeweJo00,fumbles_rec_yds,0,,,,,
player,201912080htx,den,JeweJo00,fumbles_rec_td,0,,,,,
player,201912080htx,den,JeweJo00,fumbles_forced,0,,,,,
player,201912080htx,den,DaviTo01,def_int,0,,,,,
player,201912080htx,den,DaviTo01,def_int_yds,0,,,,,
