game,2019,11,20191117,201911170phi,nwe,"New England Patriots",17,phi,"Philadelphia Eagles",10
team,201911170phi,nwe,First Downs,19,,,,,,
team,201911170phi,phi,First Downs,21,,,,,,
team,201911170phi,nwe,Rush-Yds-TDs,22-74-0,,,,,,
team,201911170phi,phi,Rush-Yds-TDs,21-81-0,,,,,,
team,201911170phi,nwe,Cmp-Att-Yd-TD-INT,27-48-231-1-0,,,,,,
team,201911170phi,phi,Cmp-Att-Yd-TD-INT,20-40-214-1-0,,,,,,
team,201911170phi,nwe,Sacked-Yards,1-7,,,,,,
team,201911170phi,phi,Sacked-Yards,5-40,,,,,,
team,201911170phi,nwe,Net Pass Yards,224,,,,,,
team,201911170phi,phi,Net Pass Yards,174,,,,,,
team,201911170phi,nwe,Total Yards,298,,,,,,
team,201911170phi,phi,Total Yards,255,,,,,,
team,201911170phi,nwe,Fumbles-Lost,0-0,,,,,,
team,201911170phi,phi,Fumbles-Lost,3-1,,,,,,
team,201911170phi,nwe,Turnovers,0,,,,,,
team,201911170phi,phi,Turnovers,1,,,,,,
team,201911170phi,nwe,Penalties-Yards,6-89,,,,,,
team,201911170phi,phi,Penalties-Yards,7-39,,,,,,
team,201911170phi,nwe,Third Down Conv.,5-16,,,,,,
team,201911170phi,phi,Third Down Conv.,3-13,,,,,,
team,201911170phi,nwe,Fourth Down Conv.,0-0,,,,,,
team,201911170phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201911170phi,nwe,Time of Possession,28:25,,,,,,
team,201911170phi,phi,Time of Possession,31:35,,,,,,
player,201911170phi,nwe,BradTo00,pass_cmp,26,,,,,
player,201911170phi,nwe,BradTo00,pass_att,47,,,,,
player,201911170phi,nwe,BradTo00,pass_yds,216,,,,,
player,201911170phi,nwe,BradTo00,pass_td,0,,,,,
player,201911170phi,nwe,BradTo00,pass_int,0,,,,,
player,201911170phi,nwe,BradTo00,pass_sacked,1,,,,,
player,201911170phi,nwe,BradTo00,pass_sacked_yds,7,,,,,
player,201911170phi,nwe,BradTo00,pass_long,30,,,,,
player,201911170phi,nwe,BradTo00,pass_rating,67.3,,,,,
player,201911170phi,nwe,BradTo00,rush_att,1,,,,,
player,201911170phi,nwe,BradTo00,rush_yds,-1,,,,,
player,201911170phi,nwe,BradTo00,rush_td,0,,,,,
player,201911170phi,nwe,BradTo00,rush_long,-1,,,,,
player,201911170phi,nwe,BradTo00,targets,0,,,,,
player,201911170phi,nwe,BradTo00,rec,0,,,,,
player,201911170phi,nwe,BradTo00,rec_yds,0,,,,,
player,201911170phi,nwe,BradTo00,rec_td,0,,,,,
player,201911170phi,nwe,BradTo00,rec_long,0,,,,,
player,201911170phi,nwe,BradTo00,fumbles,0,,,,,
player,201911170phi,nwe,BradTo00,fumbles_lost,0,,,,,
player,201911170phi,nwe,EdelJu00,pass_cmp,1,,,,,
player,201911170phi,nwe,EdelJu00,pass_att,1,,,,,
player,201911170phi,nwe,EdelJu00,pass_yds,15,,,,,
player,201911170phi,nwe,EdelJu00,pass_td,1,,,,,
player,201911170phi,nwe,EdelJu00,pass_int,0,,,,,
player,201911170phi,nwe,EdelJu00,pass_sacked,0,,,,,
player,201911170phi,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,EdelJu00,pass_long,15,,,,,
player,201911170phi,nwe,EdelJu00,pass_rating,158.3,,,,,
player,201911170phi,nwe,EdelJu00,rush_att,0,,,,,
player,201911170phi,nwe,EdelJu00,rush_yds,0,,,,,
player,201911170phi,nwe,EdelJu00,rush_td,0,,,,,
player,201911170phi,nwe,EdelJu00,rush_long,0,,,,,
player,201911170phi,nwe,EdelJu00,targets,10,,,,,
player,201911170phi,nwe,EdelJu00,rec,5,,,,,
player,201911170phi,nwe,EdelJu00,rec_yds,53,,,,,
player,201911170phi,nwe,EdelJu00,rec_td,0,,,,,
player,201911170phi,nwe,EdelJu00,rec_long,14,,,,,
player,201911170phi,nwe,EdelJu00,fumbles,0,,,,,
player,201911170phi,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201911170phi,nwe,MichSo00,pass_cmp,0,,,,,
player,201911170phi,nwe,MichSo00,pass_att,0,,,,,
player,201911170phi,nwe,MichSo00,pass_yds,0,,,,,
player,201911170phi,nwe,MichSo00,pass_td,0,,,,,
player,201911170phi,nwe,MichSo00,pass_int,0,,,,,
player,201911170phi,nwe,MichSo00,pass_sacked,0,,,,,
player,201911170phi,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,MichSo00,pass_long,0,,,,,
player,201911170phi,nwe,MichSo00,pass_rating,,,,,,
player,201911170phi,nwe,MichSo00,rush_att,10,,,,,
player,201911170phi,nwe,MichSo00,rush_yds,33,,,,,
player,201911170phi,nwe,MichSo00,rush_td,0,,,,,
player,201911170phi,nwe,MichSo00,rush_long,12,,,,,
player,201911170phi,nwe,MichSo00,targets,4,,,,,
player,201911170phi,nwe,MichSo00,rec,2,,,,,
player,201911170phi,nwe,MichSo00,rec_yds,11,,,,,
player,201911170phi,nwe,MichSo00,rec_td,0,,,,,
player,201911170phi,nwe,MichSo00,rec_long,12,,,,,
player,201911170phi,nwe,MichSo00,fumbles,0,,,,,
player,201911170phi,nwe,MichSo00,fumbles_lost,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_cmp,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_att,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_yds,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_td,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_int,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_sacked,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_long,0,,,,,
player,201911170phi,nwe,WhitJa02,pass_rating,,,,,,
player,201911170phi,nwe,WhitJa02,rush_att,5,,,,,
player,201911170phi,nwe,WhitJa02,rush_yds,20,,,,,
player,201911170phi,nwe,WhitJa02,rush_td,0,,,,,
player,201911170phi,nwe,WhitJa02,rush_long,9,,,,,
player,201911170phi,nwe,WhitJa02,targets,7,,,,,
player,201911170phi,nwe,WhitJa02,rec,4,,,,,
player,201911170phi,nwe,WhitJa02,rec_yds,16,,,,,
player,201911170phi,nwe,WhitJa02,rec_td,0,,,,,
player,201911170phi,nwe,WhitJa02,rec_long,12,,,,,
player,201911170phi,nwe,WhitJa02,fumbles,0,,,,,
player,201911170phi,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_cmp,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_att,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_yds,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_td,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_int,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_sacked,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_long,0,,,,,
player,201911170phi,nwe,BurkRe00,pass_rating,,,,,,
player,201911170phi,nwe,BurkRe00,rush_att,5,,,,,
player,201911170phi,nwe,BurkRe00,rush_yds,14,,,,,
player,201911170phi,nwe,BurkRe00,rush_td,0,,,,,
player,201911170phi,nwe,BurkRe00,rush_long,6,,,,,
player,201911170phi,nwe,BurkRe00,targets,3,,,,,
player,201911170phi,nwe,BurkRe00,rec,2,,,,,
player,201911170phi,nwe,BurkRe00,rec_yds,34,,,,,
player,201911170phi,nwe,BurkRe00,rec_td,0,,,,,
player,201911170phi,nwe,BurkRe00,rec_long,30,,,,,
player,201911170phi,nwe,BurkRe00,fumbles,0,,,,,
player,201911170phi,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_cmp,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_att,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_yds,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_td,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_int,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_sacked,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_long,0,,,,,
player,201911170phi,nwe,SanuMo00,pass_rating,,,,,,
player,201911170phi,nwe,SanuMo00,rush_att,1,,,,,
player,201911170phi,nwe,SanuMo00,rush_yds,8,,,,,
player,201911170phi,nwe,SanuMo00,rush_td,0,,,,,
player,201911170phi,nwe,SanuMo00,rush_long,8,,,,,
player,201911170phi,nwe,SanuMo00,targets,4,,,,,
player,201911170phi,nwe,SanuMo00,rec,2,,,,,
player,201911170phi,nwe,SanuMo00,rec_yds,4,,,,,
player,201911170phi,nwe,SanuMo00,rec_td,0,,,,,
player,201911170phi,nwe,SanuMo00,rec_long,3,,,,,
player,201911170phi,nwe,SanuMo00,fumbles,0,,,,,
player,201911170phi,nwe,SanuMo00,fumbles_lost,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_cmp,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_att,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_yds,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_td,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_int,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_sacked,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_long,0,,,,,
player,201911170phi,nwe,WatsBe00,pass_rating,,,,,,
player,201911170phi,nwe,WatsBe00,rush_att,0,,,,,
player,201911170phi,nwe,WatsBe00,rush_yds,0,,,,,
player,201911170phi,nwe,WatsBe00,rush_td,0,,,,,
player,201911170phi,nwe,WatsBe00,rush_long,0,,,,,
player,201911170phi,nwe,WatsBe00,targets,4,,,,,
player,201911170phi,nwe,WatsBe00,rec,3,,,,,
player,201911170phi,nwe,WatsBe00,rec_yds,52,,,,,
player,201911170phi,nwe,WatsBe00,rec_td,0,,,,,
player,201911170phi,nwe,WatsBe00,rec_long,22,,,,,
player,201911170phi,nwe,WatsBe00,fumbles,0,,,,,
player,201911170phi,nwe,WatsBe00,fumbles_lost,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_cmp,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_att,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_yds,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_td,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_int,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_sacked,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_long,0,,,,,
player,201911170phi,nwe,DorsPh00,pass_rating,,,,,,
player,201911170phi,nwe,DorsPh00,rush_att,0,,,,,
player,201911170phi,nwe,DorsPh00,rush_yds,0,,,,,
player,201911170phi,nwe,DorsPh00,rush_td,0,,,,,
player,201911170phi,nwe,DorsPh00,rush_long,0,,,,,
player,201911170phi,nwe,DorsPh00,targets,5,,,,,
player,201911170phi,nwe,DorsPh00,rec,3,,,,,
player,201911170phi,nwe,DorsPh00,rec_yds,33,,,,,
player,201911170phi,nwe,DorsPh00,rec_td,1,,,,,
player,201911170phi,nwe,DorsPh00,rec_long,15,,,,,
player,201911170phi,nwe,DorsPh00,fumbles,0,,,,,
player,201911170phi,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_cmp,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_att,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_yds,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_td,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_int,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_sacked,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_long,0,,,,,
player,201911170phi,nwe,HarrNK00,pass_rating,,,,,,
player,201911170phi,nwe,HarrNK00,rush_att,0,,,,,
player,201911170phi,nwe,HarrNK00,rush_yds,0,,,,,
player,201911170phi,nwe,HarrNK00,rush_td,0,,,,,
player,201911170phi,nwe,HarrNK00,rush_long,0,,,,,
player,201911170phi,nwe,HarrNK00,targets,4,,,,,
player,201911170phi,nwe,HarrNK00,rec,3,,,,,
player,201911170phi,nwe,HarrNK00,rec_yds,18,,,,,
player,201911170phi,nwe,HarrNK00,rec_td,0,,,,,
player,201911170phi,nwe,HarrNK00,rec_long,11,,,,,
player,201911170phi,nwe,HarrNK00,fumbles,0,,,,,
player,201911170phi,nwe,HarrNK00,fumbles_lost,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_cmp,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_att,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_yds,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_td,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_int,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_sacked,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_long,0,,,,,
player,201911170phi,nwe,MeyeJa01,pass_rating,,,,,,
player,201911170phi,nwe,MeyeJa01,rush_att,0,,,,,
player,201911170phi,nwe,MeyeJa01,rush_yds,0,,,,,
player,201911170phi,nwe,MeyeJa01,rush_td,0,,,,,
player,201911170phi,nwe,MeyeJa01,rush_long,0,,,,,
player,201911170phi,nwe,MeyeJa01,targets,2,,,,,
player,201911170phi,nwe,MeyeJa01,rec,1,,,,,
player,201911170phi,nwe,MeyeJa01,rec_yds,7,,,,,
player,201911170phi,nwe,MeyeJa01,rec_td,0,,,,,
player,201911170phi,nwe,MeyeJa01,rec_long,7,,,,,
player,201911170phi,nwe,MeyeJa01,fumbles,0,,,,,
player,201911170phi,nwe,MeyeJa01,fumbles_lost,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_cmp,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_att,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_yds,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_td,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_int,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_sacked,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_sacked_yds,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_long,0,,,,,
player,201911170phi,nwe,LaCoMa00,pass_rating,,,,,,
player,201911170phi,nwe,LaCoMa00,rush_att,0,,,,,
player,201911170phi,nwe,LaCoMa00,rush_yds,0,,,,,
player,201911170phi,nwe,LaCoMa00,rush_td,0,,,,,
player,201911170phi,nwe,LaCoMa00,rush_long,0,,,,,
player,201911170phi,nwe,LaCoMa00,targets,2,,,,,
player,201911170phi,nwe,LaCoMa00,rec,2,,,,,
player,201911170phi,nwe,LaCoMa00,rec_yds,3,,,,,
player,201911170phi,nwe,LaCoMa00,rec_td,0,,,,,
player,201911170phi,nwe,LaCoMa00,rec_long,7,,,,,
player,201911170phi,nwe,LaCoMa00,fumbles,0,,,,,
player,201911170phi,nwe,LaCoMa00,fumbles_lost,0,,,,,
player,201911170phi,phi,WentCa00,pass_cmp,20,,,,,
player,201911170phi,phi,WentCa00,pass_att,40,,,,,
player,201911170phi,phi,WentCa00,pass_yds,214,,,,,
player,201911170phi,phi,WentCa00,pass_td,1,,,,,
player,201911170phi,phi,WentCa00,pass_int,0,,,,,
player,201911170phi,phi,WentCa00,pass_sacked,5,,,,,
player,201911170phi,phi,WentCa00,pass_sacked_yds,40,,,,,
player,201911170phi,phi,WentCa00,pass_long,29,,,,,
player,201911170phi,phi,WentCa00,pass_rating,74.4,,,,,
player,201911170phi,phi,WentCa00,rush_att,3,,,,,
player,201911170phi,phi,WentCa00,rush_yds,17,,,,,
player,201911170phi,phi,WentCa00,rush_td,0,,,,,
player,201911170phi,phi,WentCa00,rush_long,8,,,,,
player,201911170phi,phi,WentCa00,targets,0,,,,,
player,201911170phi,phi,WentCa00,rec,0,,,,,
player,201911170phi,phi,WentCa00,rec_yds,0,,,,,
player,201911170phi,phi,WentCa00,rec_td,0,,,,,
player,201911170phi,phi,WentCa00,rec_long,0,,,,,
player,201911170phi,phi,WentCa00,fumbles,2,,,,,
player,201911170phi,phi,WentCa00,fumbles_lost,1,,,,,
player,201911170phi,phi,SandMi01,pass_cmp,0,,,,,
player,201911170phi,phi,SandMi01,pass_att,0,,,,,
player,201911170phi,phi,SandMi01,pass_yds,0,,,,,
player,201911170phi,phi,SandMi01,pass_td,0,,,,,
player,201911170phi,phi,SandMi01,pass_int,0,,,,,
player,201911170phi,phi,SandMi01,pass_sacked,0,,,,,
player,201911170phi,phi,SandMi01,pass_sacked_yds,0,,,,,
player,201911170phi,phi,SandMi01,pass_long,0,,,,,
player,201911170phi,phi,SandMi01,pass_rating,,,,,,
player,201911170phi,phi,SandMi01,rush_att,11,,,,,
player,201911170phi,phi,SandMi01,rush_yds,38,,,,,
player,201911170phi,phi,SandMi01,rush_td,0,,,,,
player,201911170phi,phi,SandMi01,rush_long,7,,,,,
player,201911170phi,phi,SandMi01,targets,4,,,,,
player,201911170phi,phi,SandMi01,rec,2,,,,,
player,201911170phi,phi,SandMi01,rec_yds,9,,,,,
player,201911170phi,phi,SandMi01,rec_td,0,,,,,
player,201911170phi,phi,SandMi01,rec_long,5,,,,,
player,201911170phi,phi,SandMi01,fumbles,0,,,,,
player,201911170phi,phi,SandMi01,fumbles_lost,0,,,,,
player,201911170phi,phi,ScotBo02,pass_cmp,0,,,,,
player,201911170phi,phi,ScotBo02,pass_att,0,,,,,
player,201911170phi,phi,ScotBo02,pass_yds,0,,,,,
player,201911170phi,phi,ScotBo02,pass_td,0,,,,,
player,201911170phi,phi,ScotBo02,pass_int,0,,,,,
player,201911170phi,phi,ScotBo02,pass_sacked,0,,,,,
player,201911170phi,phi,ScotBo02,pass_sacked_yds,0,,,,,
player,201911170phi,phi,ScotBo02,pass_long,0,,,,,
player,201911170phi,phi,ScotBo02,pass_rating,,,,,,
player,201911170phi,phi,ScotBo02,rush_att,7,,,,,
player,201911170phi,phi,ScotBo02,rush_yds,26,,,,,
player,201911170phi,phi,ScotBo02,rush_td,0,,,,,
player,201911170phi,phi,ScotBo02,rush_long,12,,,,,
player,201911170phi,phi,ScotBo02,targets,0,,,,,
player,201911170phi,phi,ScotBo02,rec,0,,,,,
player,201911170phi,phi,ScotBo02,rec_yds,0,,,,,
player,201911170phi,phi,ScotBo02,rec_td,0,,,,,
player,201911170phi,phi,ScotBo02,rec_long,0,,,,,
player,201911170phi,phi,ScotBo02,fumbles,1,,,,,
player,201911170phi,phi,ScotBo02,fumbles_lost,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_att,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_td,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_int,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_long,0,,,,,
player,201911170phi,phi,ErtzZa00,pass_rating,,,,,,
player,201911170phi,phi,ErtzZa00,rush_att,0,,,,,
player,201911170phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201911170phi,phi,ErtzZa00,rush_td,0,,,,,
player,201911170phi,phi,ErtzZa00,rush_long,0,,,,,
player,201911170phi,phi,ErtzZa00,targets,11,,,,,
player,201911170phi,phi,ErtzZa00,rec,9,,,,,
player,201911170phi,phi,ErtzZa00,rec_yds,94,,,,,
player,201911170phi,phi,ErtzZa00,rec_td,0,,,,,
player,201911170phi,phi,ErtzZa00,rec_long,25,,,,,
player,201911170phi,phi,ErtzZa00,fumbles,0,,,,,
