game,2019,11,20191117,201911170phi,nwe,"New England Patriots",17,phi,"Philadelphia Eagles",10
player,201911170phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201911170phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201911170phi,phi,AghoNe00,pass_att,0,,,,,
player,201911170phi,phi,AghoNe00,pass_yds,0,,,,,
player,201911170phi,phi,AghoNe00,pass_td,0,,,,,
player,201911170phi,phi,AghoNe00,pass_int,0,,,,,
player,201911170phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201911170phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,AghoNe00,pass_long,0,,,,,
player,201911170phi,phi,AghoNe00,pass_rating,,,,,,
player,201911170phi,phi,AghoNe00,rush_att,0,,,,,
player,201911170phi,phi,AghoNe00,rush_yds,0,,,,,
player,201911170phi,phi,AghoNe00,rush_td,0,,,,,
player,201911170phi,phi,AghoNe00,rush_long,0,,,,,
player,201911170phi,phi,AghoNe00,targets,9,,,,,
player,201911170phi,phi,AghoNe00,rec,4,,,,,
player,201911170phi,phi,AghoNe00,rec_yds,40,,,,,
player,201911170phi,phi,AghoNe00,rec_td,0,,,,,
player,201911170phi,phi,AghoNe00,rec_long,19,,,,,
player,201911170phi,phi,AghoNe00,fumbles,0,,,,,
player,201911170phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201911170phi,phi,GoedDa00,pass_cmp,0,,,,,
player,201911170phi,phi,GoedDa00,pass_att,0,,,,,
player,201911170phi,phi,GoedDa00,pass_yds,0,,,,,
player,201911170phi,phi,GoedDa00,pass_td,0,,,,,
player,201911170phi,phi,GoedDa00,pass_int,0,,,,,
player,201911170phi,phi,GoedDa00,pass_sacked,0,,,,,
player,201911170phi,phi,GoedDa00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,GoedDa00,pass_long,0,,,,,
player,201911170phi,phi,GoedDa00,pass_rating,,,,,,
player,201911170phi,phi,GoedDa00,rush_att,0,,,,,
player,201911170phi,phi,GoedDa00,rush_yds,0,,,,,
player,201911170phi,phi,GoedDa00,rush_td,0,,,,,
player,201911170phi,phi,GoedDa00,rush_long,0,,,,,
player,201911170phi,phi,GoedDa00,targets,6,,,,,
player,201911170phi,phi,GoedDa00,rec,3,,,,,
player,201911170phi,phi,GoedDa00,rec_yds,36,,,,,
player,201911170phi,phi,GoedDa00,rec_td,1,,,,,
player,201911170phi,phi,GoedDa00,rec_long,21,,,,,
player,201911170phi,phi,GoedDa00,fumbles,0,,,,,
player,201911170phi,phi,GoedDa00,fumbles_lost,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_cmp,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_att,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_yds,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_td,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_int,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_sacked,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_long,0,,,,,
player,201911170phi,phi,ArceJJ00,pass_rating,,,,,,
player,201911170phi,phi,ArceJJ00,rush_att,0,,,,,
player,201911170phi,phi,ArceJJ00,rush_yds,0,,,,,
player,201911170phi,phi,ArceJJ00,rush_td,0,,,,,
player,201911170phi,phi,ArceJJ00,rush_long,0,,,,,
player,201911170phi,phi,ArceJJ00,targets,1,,,,,
player,201911170phi,phi,ArceJJ00,rec,1,,,,,
player,201911170phi,phi,ArceJJ00,rec_yds,29,,,,,
player,201911170phi,phi,ArceJJ00,rec_td,0,,,,,
player,201911170phi,phi,ArceJJ00,rec_long,29,,,,,
player,201911170phi,phi,ArceJJ00,fumbles,0,,,,,
player,201911170phi,phi,ArceJJ00,fumbles_lost,0,,,,,
player,201911170phi,phi,MattJo00,pass_cmp,0,,,,,
player,201911170phi,phi,MattJo00,pass_att,0,,,,,
player,201911170phi,phi,MattJo00,pass_yds,0,,,,,
player,201911170phi,phi,MattJo00,pass_td,0,,,,,
player,201911170phi,phi,MattJo00,pass_int,0,,,,,
player,201911170phi,phi,MattJo00,pass_sacked,0,,,,,
player,201911170phi,phi,MattJo00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,MattJo00,pass_long,0,,,,,
player,201911170phi,phi,MattJo00,pass_rating,,,,,,
player,201911170phi,phi,MattJo00,rush_att,0,,,,,
player,201911170phi,phi,MattJo00,rush_yds,0,,,,,
player,201911170phi,phi,MattJo00,rush_td,0,,,,,
player,201911170phi,phi,MattJo00,rush_long,0,,,,,
player,201911170phi,phi,MattJo00,targets,6,,,,,
player,201911170phi,phi,MattJo00,rec,1,,,,,
player,201911170phi,phi,MattJo00,rec_yds,6,,,,,
player,201911170phi,phi,MattJo00,rec_td,0,,,,,
player,201911170phi,phi,MattJo00,rec_long,6,,,,,
player,201911170phi,phi,MattJo00,fumbles,0,,,,,
player,201911170phi,phi,MattJo00,fumbles_lost,0,,,,,
player,201911170phi,phi,HollMa00,pass_cmp,0,,,,,
player,201911170phi,phi,HollMa00,pass_att,0,,,,,
player,201911170phi,phi,HollMa00,pass_yds,0,,,,,
player,201911170phi,phi,HollMa00,pass_td,0,,,,,
player,201911170phi,phi,HollMa00,pass_int,0,,,,,
player,201911170phi,phi,HollMa00,pass_sacked,0,,,,,
player,201911170phi,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201911170phi,phi,HollMa00,pass_long,0,,,,,
player,201911170phi,phi,HollMa00,pass_rating,,,,,,
player,201911170phi,phi,HollMa00,rush_att,0,,,,,
player,201911170phi,phi,HollMa00,rush_yds,0,,,,,
player,201911170phi,phi,HollMa00,rush_td,0,,,,,
player,201911170phi,phi,HollMa00,rush_long,0,,,,,
player,201911170phi,phi,HollMa00,targets,1,,,,,
player,201911170phi,phi,HollMa00,rec,0,,,,,
player,201911170phi,phi,HollMa00,rec_yds,0,,,,,
player,201911170phi,phi,HollMa00,rec_td,0,,,,,
player,201911170phi,phi,HollMa00,rec_long,0,,,,,
player,201911170phi,phi,HollMa00,fumbles,0,,,,,
player,201911170phi,phi,HollMa00,fumbles_lost,0,,,,,
player,201911170phi,nwe,ShelDa01,def_int,0,,,,,
player,201911170phi,nwe,ShelDa01,def_int_yds,0,,,,,
player,201911170phi,nwe,ShelDa01,def_int_td,0,,,,,
player,201911170phi,nwe,ShelDa01,def_int_long,0,,,,,
player,201911170phi,nwe,ShelDa01,pass_defended,0,,,,,
player,201911170phi,nwe,ShelDa01,sacks,1.0,,,,,
player,201911170phi,nwe,ShelDa01,tackles_combined,7,,,,,
player,201911170phi,nwe,ShelDa01,tackles_solo,6,,,,,
player,201911170phi,nwe,ShelDa01,tackles_assists,1,,,,,
player,201911170phi,nwe,ShelDa01,tackles_loss,0,,,,,
player,201911170phi,nwe,ShelDa01,qb_hits,1,,,,,
player,201911170phi,nwe,ShelDa01,fumbles_rec,0,,,,,
player,201911170phi,nwe,ShelDa01,fumbles_rec_yds,0,,,,,
player,201911170phi,nwe,ShelDa01,fumbles_rec_td,0,,,,,
player,201911170phi,nwe,ShelDa01,fumbles_forced,1,,,,,
player,201911170phi,nwe,VanNKy00,def_int,0,,,,,
player,201911170phi,nwe,VanNKy00,def_int_yds,0,,,,,
player,201911170phi,nwe,VanNKy00,def_int_td,0,,,,,
player,201911170phi,nwe,VanNKy00,def_int_long,0,,,,,
player,201911170phi,nwe,VanNKy00,pass_defended,0,,,,,
player,201911170phi,nwe,VanNKy00,sacks,1.0,,,,,
player,201911170phi,nwe,VanNKy00,tackles_combined,5,,,,,
player,201911170phi,nwe,VanNKy00,tackles_solo,5,,,,,
