game,2019,13,20191201,201912010rav,sfo,"San Francisco 49ers",17,rav,"Baltimore Ravens",20
player,201912010rav,sfo,SherRi00,def_int,0,,,,,
player,201912010rav,sfo,SherRi00,def_int_yds,0,,,,,
player,201912010rav,sfo,SherRi00,def_int_td,0,,,,,
player,201912010rav,sfo,SherRi00,def_int_long,0,,,,,
player,201912010rav,sfo,SherRi00,pass_defended,0,,,,,
player,201912010rav,sfo,SherRi00,sacks,0.0,,,,,
player,201912010rav,sfo,SherRi00,tackles_combined,7,,,,,
player,201912010rav,sfo,SherRi00,tackles_solo,7,,,,,
player,201912010rav,sfo,SherRi00,tackles_assists,0,,,,,
player,201912010rav,sfo,SherRi00,tackles_loss,0,,,,,
player,201912010rav,sfo,SherRi00,qb_hits,0,,,,,
player,201912010rav,sfo,SherRi00,fumbles_rec,0,,,,,
player,201912010rav,sfo,SherRi00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,SherRi00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,SherRi00,fumbles_forced,0,,,,,
player,201912010rav,sfo,WardJi01,def_int,0,,,,,
player,201912010rav,sfo,WardJi01,def_int_yds,0,,,,,
player,201912010rav,sfo,WardJi01,def_int_td,0,,,,,
player,201912010rav,sfo,WardJi01,def_int_long,0,,,,,
player,201912010rav,sfo,WardJi01,pass_defended,1,,,,,
player,201912010rav,sfo,WardJi01,sacks,0.0,,,,,
player,201912010rav,sfo,WardJi01,tackles_combined,6,,,,,
player,201912010rav,sfo,WardJi01,tackles_solo,4,,,,,
player,201912010rav,sfo,WardJi01,tackles_assists,2,,,,,
player,201912010rav,sfo,WardJi01,tackles_loss,1,,,,,
player,201912010rav,sfo,WardJi01,qb_hits,0,,,,,
player,201912010rav,sfo,WardJi01,fumbles_rec,0,,,,,
player,201912010rav,sfo,WardJi01,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,WardJi01,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,WardJi01,fumbles_forced,0,,,,,
player,201912010rav,sfo,ArmsAr01,def_int,0,,,,,
player,201912010rav,sfo,ArmsAr01,def_int_yds,0,,,,,
player,201912010rav,sfo,ArmsAr01,def_int_td,0,,,,,
player,201912010rav,sfo,ArmsAr01,def_int_long,0,,,,,
player,201912010rav,sfo,ArmsAr01,pass_defended,0,,,,,
player,201912010rav,sfo,ArmsAr01,sacks,0.0,,,,,
player,201912010rav,sfo,ArmsAr01,tackles_combined,4,,,,,
player,201912010rav,sfo,ArmsAr01,tackles_solo,1,,,,,
player,201912010rav,sfo,ArmsAr01,tackles_assists,3,,,,,
player,201912010rav,sfo,ArmsAr01,tackles_loss,0,,,,,
player,201912010rav,sfo,ArmsAr01,qb_hits,0,,,,,
player,201912010rav,sfo,ArmsAr01,fumbles_rec,0,,,,,
player,201912010rav,sfo,ArmsAr01,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,ArmsAr01,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,ArmsAr01,fumbles_forced,0,,,,,
player,201912010rav,sfo,HarrMa03,def_int,0,,,,,
player,201912010rav,sfo,HarrMa03,def_int_yds,0,,,,,
player,201912010rav,sfo,HarrMa03,def_int_td,0,,,,,
player,201912010rav,sfo,HarrMa03,def_int_long,0,,,,,
player,201912010rav,sfo,HarrMa03,pass_defended,0,,,,,
player,201912010rav,sfo,HarrMa03,sacks,0.0,,,,,
player,201912010rav,sfo,HarrMa03,tackles_combined,4,,,,,
player,201912010rav,sfo,HarrMa03,tackles_solo,1,,,,,
player,201912010rav,sfo,HarrMa03,tackles_assists,3,,,,,
player,201912010rav,sfo,HarrMa03,tackles_loss,0,,,,,
player,201912010rav,sfo,HarrMa03,qb_hits,0,,,,,
player,201912010rav,sfo,HarrMa03,fumbles_rec,1,,,,,
player,201912010rav,sfo,HarrMa03,fumbles_rec_yds,3,,,,,
player,201912010rav,sfo,HarrMa03,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,HarrMa03,fumbles_forced,1,,,,,
player,201912010rav,sfo,TaylJu00,def_int,0,,,,,
player,201912010rav,sfo,TaylJu00,def_int_yds,0,,,,,
player,201912010rav,sfo,TaylJu00,def_int_td,0,,,,,
player,201912010rav,sfo,TaylJu00,def_int_long,0,,,,,
player,201912010rav,sfo,TaylJu00,pass_defended,0,,,,,
player,201912010rav,sfo,TaylJu00,sacks,0.0,,,,,
player,201912010rav,sfo,TaylJu00,tackles_combined,4,,,,,
player,201912010rav,sfo,TaylJu00,tackles_solo,2,,,,,
player,201912010rav,sfo,TaylJu00,tackles_assists,2,,,,,
player,201912010rav,sfo,TaylJu00,tackles_loss,1,,,,,
player,201912010rav,sfo,TaylJu00,qb_hits,0,,,,,
player,201912010rav,sfo,TaylJu00,fumbles_rec,0,,,,,
player,201912010rav,sfo,TaylJu00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,TaylJu00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,TaylJu00,fumbles_forced,0,,,,,
player,201912010rav,sfo,AlShAz00,def_int,0,,,,,
player,201912010rav,sfo,AlShAz00,def_int_yds,0,,,,,
player,201912010rav,sfo,AlShAz00,def_int_td,0,,,,,
player,201912010rav,sfo,AlShAz00,def_int_long,0,,,,,
player,201912010rav,sfo,AlShAz00,pass_defended,0,,,,,
player,201912010rav,sfo,AlShAz00,sacks,0.0,,,,,
player,201912010rav,sfo,AlShAz00,tackles_combined,3,,,,,
player,201912010rav,sfo,AlShAz00,tackles_solo,2,,,,,
player,201912010rav,sfo,AlShAz00,tackles_assists,1,,,,,
player,201912010rav,sfo,AlShAz00,tackles_loss,0,,,,,
player,201912010rav,sfo,AlShAz00,qb_hits,0,,,,,
player,201912010rav,sfo,AlShAz00,fumbles_rec,0,,,,,
player,201912010rav,sfo,AlShAz00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,AlShAz00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,AlShAz00,fumbles_forced,0,,,,,
player,201912010rav,sfo,TartJa00,def_int,0,,,,,
player,201912010rav,sfo,TartJa00,def_int_yds,0,,,,,
player,201912010rav,sfo,TartJa00,def_int_td,0,,,,,
player,201912010rav,sfo,TartJa00,def_int_long,0,,,,,
player,201912010rav,sfo,TartJa00,pass_defended,0,,,,,
player,201912010rav,sfo,TartJa00,sacks,0.0,,,,,
player,201912010rav,sfo,TartJa00,tackles_combined,3,,,,,
player,201912010rav,sfo,TartJa00,tackles_solo,3,,,,,
player,201912010rav,sfo,TartJa00,tackles_assists,0,,,,,
player,201912010rav,sfo,TartJa00,tackles_loss,0,,,,,
player,201912010rav,sfo,TartJa00,qb_hits,0,,,,,
player,201912010rav,sfo,TartJa00,fumbles_rec,0,,,,,
player,201912010rav,sfo,TartJa00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,TartJa00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,TartJa00,fumbles_forced,0,,,,,
player,201912010rav,sfo,WithAh00,def_int,0,,,,,
player,201912010rav,sfo,WithAh00,def_int_yds,0,,,,,
player,201912010rav,sfo,WithAh00,def_int_td,0,,,,,
player,201912010rav,sfo,WithAh00,def_int_long,0,,,,,
player,201912010rav,sfo,WithAh00,pass_defended,0,,,,,
player,201912010rav,sfo,WithAh00,sacks,0.0,,,,,
player,201912010rav,sfo,WithAh00,tackles_combined,3,,,,,
player,201912010rav,sfo,WithAh00,tackles_solo,3,,,,,
player,201912010rav,sfo,WithAh00,tackles_assists,0,,,,,
player,201912010rav,sfo,WithAh00,tackles_loss,0,,,,,
player,201912010rav,sfo,WithAh00,qb_hits,0,,,,,
player,201912010rav,sfo,WithAh00,fumbles_rec,0,,,,,
player,201912010rav,sfo,WithAh00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,WithAh00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,WithAh00,fumbles_forced,0,,,,,
player,201912010rav,sfo,BosaNi00,def_int,0,,,,,
player,201912010rav,sfo,BosaNi00,def_int_yds,0,,,,,
player,201912010rav,sfo,BosaNi00,def_int_td,0,,,,,
player,201912010rav,sfo,BosaNi00,def_int_long,0,,,,,
player,201912010rav,sfo,BosaNi00,pass_defended,0,,,,,
player,201912010rav,sfo,BosaNi00,sacks,0.0,,,,,
player,201912010rav,sfo,BosaNi00,tackles_combined,1,,,,,
player,201912010rav,sfo,BosaNi00,tackles_solo,1,,,,,
player,201912010rav,sfo,BosaNi00,tackles_assists,0,,,,,
player,201912010rav,sfo,BosaNi00,tackles_loss,0,,,,,
player,201912010rav,sfo,BosaNi00,qb_hits,0,,,,,
player,201912010rav,sfo,BosaNi00,fumbles_rec,0,,,,,
player,201912010rav,sfo,BosaNi00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,BosaNi00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,BosaNi00,fumbles_forced,0,,,,,
player,201912010rav,sfo,DayxSh00,def_int,0,,,,,
player,201912010rav,sfo,DayxSh00,def_int_yds,0,,,,,
player,201912010rav,sfo,DayxSh00,def_int_td,0,,,,,
player,201912010rav,sfo,DayxSh00,def_int_long,0,,,,,
player,201912010rav,sfo,DayxSh00,pass_defended,0,,,,,
player,201912010rav,sfo,DayxSh00,sacks,0.0,,,,,
player,201912010rav,sfo,DayxSh00,tackles_combined,1,,,,,
player,201912010rav,sfo,DayxSh00,tackles_solo,0,,,,,
player,201912010rav,sfo,DayxSh00,tackles_assists,1,,,,,
player,201912010rav,sfo,DayxSh00,tackles_loss,0,,,,,
player,201912010rav,sfo,DayxSh00,qb_hits,1,,,,,
player,201912010rav,sfo,DayxSh00,fumbles_rec,0,,,,,
player,201912010rav,sfo,DayxSh00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,DayxSh00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,DayxSh00,fumbles_forced,0,,,,,
player,201912010rav,sfo,JoneD.01,def_int,0,,,,,
player,201912010rav,sfo,JoneD.01,def_int_yds,0,,,,,
player,201912010rav,sfo,JoneD.01,def_int_td,0,,,,,
player,201912010rav,sfo,JoneD.01,def_int_long,0,,,,,
player,201912010rav,sfo,JoneD.01,pass_defended,0,,,,,
player,201912010rav,sfo,JoneD.01,sacks,0.0,,,,,
player,201912010rav,sfo,JoneD.01,tackles_combined,1,,,,,
player,201912010rav,sfo,JoneD.01,tackles_solo,0,,,,,
player,201912010rav,sfo,JoneD.01,tackles_assists,1,,,,,
player,201912010rav,sfo,JoneD.01,tackles_loss,0,,,,,
player,201912010rav,sfo,JoneD.01,qb_hits,0,,,,,
player,201912010rav,sfo,JoneD.01,fumbles_rec,0,,,,,
player,201912010rav,sfo,JoneD.01,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,JoneD.01,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,JoneD.01,fumbles_forced,0,,,,,
player,201912010rav,sfo,ThomSo00,def_int,0,,,,,
player,201912010rav,sfo,ThomSo00,def_int_yds,0,,,,,
player,201912010rav,sfo,ThomSo00,def_int_td,0,,,,,
player,201912010rav,sfo,ThomSo00,def_int_long,0,,,,,
player,201912010rav,sfo,ThomSo00,pass_defended,0,,,,,
player,201912010rav,sfo,ThomSo00,sacks,0.0,,,,,
player,201912010rav,sfo,ThomSo00,tackles_combined,1,,,,,
player,201912010rav,sfo,ThomSo00,tackles_solo,0,,,,,
player,201912010rav,sfo,ThomSo00,tackles_assists,1,,,,,
player,201912010rav,sfo,ThomSo00,tackles_loss,0,,,,,
player,201912010rav,sfo,ThomSo00,qb_hits,0,,,,,
player,201912010rav,sfo,ThomSo00,fumbles_rec,0,,,,,
player,201912010rav,sfo,ThomSo00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,ThomSo00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,ThomSo00,fumbles_forced,0,,,,,
player,201912010rav,sfo,WillKW00,def_int,0,,,,,
player,201912010rav,sfo,WillKW00,def_int_yds,0,,,,,
player,201912010rav,sfo,WillKW00,def_int_td,0,,,,,
player,201912010rav,sfo,WillKW00,def_int_long,0,,,,,
player,201912010rav,sfo,WillKW00,pass_defended,0,,,,,
player,201912010rav,sfo,WillKW00,sacks,0.0,,,,,
player,201912010rav,sfo,WillKW00,tackles_combined,1,,,,,
player,201912010rav,sfo,WillKW00,tackles_solo,1,,,,,
player,201912010rav,sfo,WillKW00,tackles_assists,0,,,,,
player,201912010rav,sfo,WillKW00,tackles_loss,0,,,,,
player,201912010rav,sfo,WillKW00,qb_hits,0,,,,,
player,201912010rav,sfo,WillKW00,fumbles_rec,0,,,,,
player,201912010rav,sfo,WillKW00,fumbles_rec_yds,0,,,,,
player,201912010rav,sfo,WillKW00,fumbles_rec_td,0,,,,,
player,201912010rav,sfo,WillKW00,fumbles_forced,0,,,,,
player,201912010rav,rav,ClarCh00,def_int,0,,,,,
player,201912010rav,rav,ClarCh00,def_int_yds,0,,,,,
player,201912010rav,rav,ClarCh00,def_int_td,0,,,,,
player,201912010rav,rav,ClarCh00,def_int_long,0,,,,,
player,201912010rav,rav,ClarCh00,pass_defended,0,,,,,
player,201912010rav,rav,ClarCh00,sacks,1.0,,,,,
player,201912010rav,rav,ClarCh00,tackles_combined,7,,,,,
player,201912010rav,rav,ClarCh00,tackles_solo,5,,,,,
player,201912010rav,rav,ClarCh00,tackles_assists,2,,,,,
player,201912010rav,rav,ClarCh00,tackles_loss,0,,,,,
player,201912010rav,rav,ClarCh00,qb_hits,1,,,,,
player,201912010rav,rav,ClarCh00,fumbles_rec,0,,,,,
player,201912010rav,rav,ClarCh00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,ClarCh00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,ClarCh00,fumbles_forced,1,,,,,
player,201912010rav,rav,ThomEa99,def_int,0,,,,,
player,201912010rav,rav,ThomEa99,def_int_yds,0,,,,,
player,201912010rav,rav,ThomEa99,def_int_td,0,,,,,
player,201912010rav,rav,ThomEa99,def_int_long,0,,,,,
player,201912010rav,rav,ThomEa99,pass_defended,0,,,,,
player,201912010rav,rav,ThomEa99,sacks,0.5,,,,,
player,201912010rav,rav,ThomEa99,tackles_combined,4,,,,,
player,201912010rav,rav,ThomEa99,tackles_solo,2,,,,,
player,201912010rav,rav,ThomEa99,tackles_assists,2,,,,,
player,201912010rav,rav,ThomEa99,tackles_loss,0,,,,,
player,201912010rav,rav,ThomEa99,qb_hits,1,,,,,
player,201912010rav,rav,ThomEa99,fumbles_rec,0,,,,,
player,201912010rav,rav,ThomEa99,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,ThomEa99,fumbles_rec_td,0,,,,,
player,201912010rav,rav,ThomEa99,fumbles_forced,0,,,,,
player,201912010rav,rav,WormCh00,def_int,0,,,,,
player,201912010rav,rav,WormCh00,def_int_yds,0,,,,,
player,201912010rav,rav,WormCh00,def_int_td,0,,,,,
player,201912010rav,rav,WormCh00,def_int_long,0,,,,,
player,201912010rav,rav,WormCh00,pass_defended,1,,,,,
player,201912010rav,rav,WormCh00,sacks,0.5,,,,,
player,201912010rav,rav,WormCh00,tackles_combined,4,,,,,
player,201912010rav,rav,WormCh00,tackles_solo,2,,,,,
player,201912010rav,rav,WormCh00,tackles_assists,2,,,,,
player,201912010rav,rav,WormCh00,tackles_loss,0,,,,,
player,201912010rav,rav,WormCh00,qb_hits,1,,,,,
player,201912010rav,rav,WormCh00,fumbles_rec,0,,,,,
player,201912010rav,rav,WormCh00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,WormCh00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,WormCh00,fumbles_forced,0,,,,,
player,201912010rav,rav,HumpMa00,def_int,0,,,,,
player,201912010rav,rav,HumpMa00,def_int_yds,0,,,,,
player,201912010rav,rav,HumpMa00,def_int_td,0,,,,,
player,201912010rav,rav,HumpMa00,def_int_long,0,,,,,
player,201912010rav,rav,HumpMa00,pass_defended,0,,,,,
player,201912010rav,rav,HumpMa00,sacks,0.0,,,,,
player,201912010rav,rav,HumpMa00,tackles_combined,7,,,,,
player,201912010rav,rav,HumpMa00,tackles_solo,7,,,,,
player,201912010rav,rav,HumpMa00,tackles_assists,0,,,,,
player,201912010rav,rav,HumpMa00,tackles_loss,0,,,,,
player,201912010rav,rav,HumpMa00,qb_hits,0,,,,,
player,201912010rav,rav,HumpMa00,fumbles_rec,0,,,,,
player,201912010rav,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,HumpMa00,fumbles_forced,0,,,,,
player,201912010rav,rav,ByneJo00,def_int,0,,,,,
player,201912010rav,rav,ByneJo00,def_int_yds,0,,,,,
player,201912010rav,rav,ByneJo00,def_int_td,0,,,,,
player,201912010rav,rav,ByneJo00,def_int_long,0,,,,,
player,201912010rav,rav,ByneJo00,pass_defended,0,,,,,
player,201912010rav,rav,ByneJo00,sacks,0.0,,,,,
player,201912010rav,rav,ByneJo00,tackles_combined,5,,,,,
player,201912010rav,rav,ByneJo00,tackles_solo,4,,,,,
player,201912010rav,rav,ByneJo00,tackles_assists,1,,,,,
player,201912010rav,rav,ByneJo00,tackles_loss,1,,,,,
player,201912010rav,rav,ByneJo00,qb_hits,0,,,,,
player,201912010rav,rav,ByneJo00,fumbles_rec,0,,,,,
player,201912010rav,rav,ByneJo00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,ByneJo00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,ByneJo00,fumbles_forced,0,,,,,
player,201912010rav,rav,SmitJi03,def_int,0,,,,,
player,201912010rav,rav,SmitJi03,def_int_yds,0,,,,,
player,201912010rav,rav,SmitJi03,def_int_td,0,,,,,
player,201912010rav,rav,SmitJi03,def_int_long,0,,,,,
player,201912010rav,rav,SmitJi03,pass_defended,0,,,,,
player,201912010rav,rav,SmitJi03,sacks,0.0,,,,,
player,201912010rav,rav,SmitJi03,tackles_combined,4,,,,,
player,201912010rav,rav,SmitJi03,tackles_solo,4,,,,,
player,201912010rav,rav,SmitJi03,tackles_assists,0,,,,,
player,201912010rav,rav,SmitJi03,tackles_loss,0,,,,,
player,201912010rav,rav,SmitJi03,qb_hits,0,,,,,
player,201912010rav,rav,SmitJi03,fumbles_rec,0,,,,,
player,201912010rav,rav,SmitJi03,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,SmitJi03,fumbles_rec_td,0,,,,,
player,201912010rav,rav,SmitJi03,fumbles_forced,0,,,,,
player,201912010rav,rav,CarrBr99,def_int,0,,,,,
player,201912010rav,rav,CarrBr99,def_int_yds,0,,,,,
player,201912010rav,rav,CarrBr99,def_int_td,0,,,,,
player,201912010rav,rav,CarrBr99,def_int_long,0,,,,,
player,201912010rav,rav,CarrBr99,pass_defended,0,,,,,
player,201912010rav,rav,CarrBr99,sacks,0.0,,,,,
player,201912010rav,rav,CarrBr99,tackles_combined,3,,,,,
player,201912010rav,rav,CarrBr99,tackles_solo,2,,,,,
player,201912010rav,rav,CarrBr99,tackles_assists,1,,,,,
player,201912010rav,rav,CarrBr99,tackles_loss,0,,,,,
player,201912010rav,rav,CarrBr99,qb_hits,0,,,,,
player,201912010rav,rav,CarrBr99,fumbles_rec,0,,,,,
player,201912010rav,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201912010rav,rav,CarrBr99,fumbles_forced,0,,,,,
player,201912010rav,rav,FortL.00,def_int,0,,,,,
player,201912010rav,rav,FortL.00,def_int_yds,0,,,,,
player,201912010rav,rav,FortL.00,def_int_td,0,,,,,
player,201912010rav,rav,FortL.00,def_int_long,0,,,,,
player,201912010rav,rav,FortL.00,pass_defended,0,,,,,
player,201912010rav,rav,FortL.00,sacks,0.0,,,,,
player,201912010rav,rav,FortL.00,tackles_combined,3,,,,,
player,201912010rav,rav,FortL.00,tackles_solo,1,,,,,
player,201912010rav,rav,FortL.00,tackles_assists,2,,,,,
player,201912010rav,rav,FortL.00,tackles_loss,0,,,,,
player,201912010rav,rav,FortL.00,qb_hits,0,,,,,
player,201912010rav,rav,FortL.00,fumbles_rec,0,,,,,
player,201912010rav,rav,FortL.00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,FortL.00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,FortL.00,fumbles_forced,0,,,,,
player,201912010rav,rav,JudoMa00,def_int,0,,,,,
player,201912010rav,rav,JudoMa00,def_int_yds,0,,,,,
player,201912010rav,rav,JudoMa00,def_int_td,0,,,,,
player,201912010rav,rav,JudoMa00,def_int_long,0,,,,,
player,201912010rav,rav,JudoMa00,pass_defended,0,,,,,
player,201912010rav,rav,JudoMa00,sacks,0.0,,,,,
player,201912010rav,rav,JudoMa00,tackles_combined,3,,,,,
player,201912010rav,rav,JudoMa00,tackles_solo,2,,,,,
player,201912010rav,rav,JudoMa00,tackles_assists,1,,,,,
player,201912010rav,rav,JudoMa00,tackles_loss,1,,,,,
player,201912010rav,rav,JudoMa00,qb_hits,1,,,,,
player,201912010rav,rav,JudoMa00,fumbles_rec,0,,,,,
player,201912010rav,rav,JudoMa00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,JudoMa00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,JudoMa00,fumbles_forced,0,,,,,
player,201912010rav,rav,OnwuPa00,def_int,0,,,,,
player,201912010rav,rav,OnwuPa00,def_int_yds,0,,,,,
player,201912010rav,rav,OnwuPa00,def_int_td,0,,,,,
player,201912010rav,rav,OnwuPa00,def_int_long,0,,,,,
player,201912010rav,rav,OnwuPa00,pass_defended,0,,,,,
player,201912010rav,rav,OnwuPa00,sacks,0.0,,,,,
player,201912010rav,rav,OnwuPa00,tackles_combined,3,,,,,
player,201912010rav,rav,OnwuPa00,tackles_solo,3,,,,,
player,201912010rav,rav,OnwuPa00,tackles_assists,0,,,,,
player,201912010rav,rav,OnwuPa00,tackles_loss,0,,,,,
player,201912010rav,rav,OnwuPa00,qb_hits,0,,,,,
player,201912010rav,rav,OnwuPa00,fumbles_rec,0,,,,,
player,201912010rav,rav,OnwuPa00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,OnwuPa00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,OnwuPa00,fumbles_forced,0,,,,,
player,201912010rav,rav,PeteMa00,def_int,0,,,,,
player,201912010rav,rav,PeteMa00,def_int_yds,0,,,,,
player,201912010rav,rav,PeteMa00,def_int_td,0,,,,,
player,201912010rav,rav,PeteMa00,def_int_long,0,,,,,
player,201912010rav,rav,PeteMa00,pass_defended,0,,,,,
player,201912010rav,rav,PeteMa00,sacks,0.0,,,,,
player,201912010rav,rav,PeteMa00,tackles_combined,3,,,,,
player,201912010rav,rav,PeteMa00,tackles_solo,2,,,,,
player,201912010rav,rav,PeteMa00,tackles_assists,1,,,,,
player,201912010rav,rav,PeteMa00,tackles_loss,0,,,,,
player,201912010rav,rav,PeteMa00,qb_hits,0,,,,,
player,201912010rav,rav,PeteMa00,fumbles_rec,0,,,,,
player,201912010rav,rav,PeteMa00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,PeteMa00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,PeteMa00,fumbles_forced,0,,,,,
player,201912010rav,rav,FergJa02,def_int,0,,,,,
player,201912010rav,rav,FergJa02,def_int_yds,0,,,,,
player,201912010rav,rav,FergJa02,def_int_td,0,,,,,
player,201912010rav,rav,FergJa02,def_int_long,0,,,,,
player,201912010rav,rav,FergJa02,pass_defended,0,,,,,
player,201912010rav,rav,FergJa02,sacks,0.0,,,,,
player,201912010rav,rav,FergJa02,tackles_combined,2,,,,,
player,201912010rav,rav,FergJa02,tackles_solo,1,,,,,
player,201912010rav,rav,FergJa02,tackles_assists,1,,,,,
player,201912010rav,rav,FergJa02,tackles_loss,0,,,,,
player,201912010rav,rav,FergJa02,qb_hits,0,,,,,
player,201912010rav,rav,FergJa02,fumbles_rec,0,,,,,
player,201912010rav,rav,FergJa02,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,FergJa02,fumbles_rec_td,0,,,,,
player,201912010rav,rav,FergJa02,fumbles_forced,0,,,,,
player,201912010rav,rav,WillBr02,def_int,0,,,,,
player,201912010rav,rav,WillBr02,def_int_yds,0,,,,,
player,201912010rav,rav,WillBr02,def_int_td,0,,,,,
player,201912010rav,rav,WillBr02,def_int_long,0,,,,,
player,201912010rav,rav,WillBr02,pass_defended,0,,,,,
player,201912010rav,rav,WillBr02,sacks,0.0,,,,,
player,201912010rav,rav,WillBr02,tackles_combined,2,,,,,
player,201912010rav,rav,WillBr02,tackles_solo,2,,,,,
player,201912010rav,rav,WillBr02,tackles_assists,0,,,,,
player,201912010rav,rav,WillBr02,tackles_loss,0,,,,,
player,201912010rav,rav,WillBr02,qb_hits,0,,,,,
player,201912010rav,rav,WillBr02,fumbles_rec,1,,,,,
player,201912010rav,rav,WillBr02,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,WillBr02,fumbles_rec_td,0,,,,,
player,201912010rav,rav,WillBr02,fumbles_forced,0,,,,,
player,201912010rav,rav,PekoDo20,def_int,0,,,,,
player,201912010rav,rav,PekoDo20,def_int_yds,0,,,,,
player,201912010rav,rav,PekoDo20,def_int_td,0,,,,,
player,201912010rav,rav,PekoDo20,def_int_long,0,,,,,
player,201912010rav,rav,PekoDo20,pass_defended,0,,,,,
player,201912010rav,rav,PekoDo20,sacks,0.0,,,,,
player,201912010rav,rav,PekoDo20,tackles_combined,1,,,,,
player,201912010rav,rav,PekoDo20,tackles_solo,0,,,,,
player,201912010rav,rav,PekoDo20,tackles_assists,1,,,,,
player,201912010rav,rav,PekoDo20,tackles_loss,0,,,,,
player,201912010rav,rav,PekoDo20,qb_hits,0,,,,,
player,201912010rav,rav,PekoDo20,fumbles_rec,0,,,,,
player,201912010rav,rav,PekoDo20,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,PekoDo20,fumbles_rec_td,0,,,,,
player,201912010rav,rav,PekoDo20,fumbles_forced,0,,,,,
player,201912010rav,rav,PierMi00,def_int,0,,,,,
player,201912010rav,rav,PierMi00,def_int_yds,0,,,,,
player,201912010rav,rav,PierMi00,def_int_td,0,,,,,
player,201912010rav,rav,PierMi00,def_int_long,0,,,,,
player,201912010rav,rav,PierMi00,pass_defended,0,,,,,
player,201912010rav,rav,PierMi00,sacks,0.0,,,,,
player,201912010rav,rav,PierMi00,tackles_combined,1,,,,,
player,201912010rav,rav,PierMi00,tackles_solo,1,,,,,
player,201912010rav,rav,PierMi00,tackles_assists,0,,,,,
player,201912010rav,rav,PierMi00,tackles_loss,0,,,,,
player,201912010rav,rav,PierMi00,qb_hits,0,,,,,
player,201912010rav,rav,PierMi00,fumbles_rec,0,,,,,
player,201912010rav,rav,PierMi00,fumbles_rec_yds,0,,,,,
player,201912010rav,rav,PierMi00,fumbles_rec_td,0,,,,,
player,201912010rav,rav,PierMi00,fumbles_forced,0,,,,,
player,201912010rav,rav,WardJi02,def_int,0,,,,,
player,201912010rav,rav,WardJi02,def_int_yds,0,,,,,
player,201912010rav,rav,WardJi02,def_int_td,0,,,,,
player,201912010rav,rav,WardJi02,def_int_long,0,,,,,
player,201912010rav,rav,WardJi02,pass_defended,0,,,,,
player,201912010rav,rav,WardJi02,sacks,0.0,,,,,
player,201912010rav,rav,WardJi02,tackles_combined,1,,,,,
player,201912010rav,rav,WardJi02,tackles_solo,0,,,,,
player,201912010rav,rav,WardJi02,tackles_assists,1,,,,,
player,201912010rav,rav,WardJi02,tackles_loss,0,,,,,
player,201912010rav,rav,WardJi02,qb_hits,0,,,,,
player,201912010rav,rav,WardJi02,fumbles_rec,0,,,,,
player,201912010rav,rav,WardJi02,fumbles_rec_yds,0,,,,,
