game,2019,14,20191208,201912080nwe,kan,"Kansas City Chiefs",23,nwe,"New England Patriots",16
player,201912080nwe,kan,HillTy00,pass_yds,0,,,,,
player,201912080nwe,kan,HillTy00,pass_td,0,,,,,
player,201912080nwe,kan,HillTy00,pass_int,0,,,,,
player,201912080nwe,kan,HillTy00,pass_sacked,0,,,,,
player,201912080nwe,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,HillTy00,pass_long,0,,,,,
player,201912080nwe,kan,HillTy00,pass_rating,,,,,,
player,201912080nwe,kan,HillTy00,rush_att,2,,,,,
player,201912080nwe,kan,HillTy00,rush_yds,8,,,,,
player,201912080nwe,kan,HillTy00,rush_td,0,,,,,
player,201912080nwe,kan,HillTy00,rush_long,5,,,,,
player,201912080nwe,kan,HillTy00,targets,8,,,,,
player,201912080nwe,kan,HillTy00,rec,6,,,,,
player,201912080nwe,kan,HillTy00,rec_yds,62,,,,,
player,201912080nwe,kan,HillTy00,rec_td,0,,,,,
player,201912080nwe,kan,HillTy00,rec_long,21,,,,,
player,201912080nwe,kan,HillTy00,fumbles,0,,,,,
player,201912080nwe,kan,HillTy00,fumbles_lost,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_cmp,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_att,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_yds,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_td,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_int,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_sacked,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_long,0,,,,,
player,201912080nwe,kan,ThomDa06,pass_rating,,,,,,
player,201912080nwe,kan,ThomDa06,rush_att,4,,,,,
player,201912080nwe,kan,ThomDa06,rush_yds,7,,,,,
player,201912080nwe,kan,ThomDa06,rush_td,0,,,,,
player,201912080nwe,kan,ThomDa06,rush_long,4,,,,,
player,201912080nwe,kan,ThomDa06,targets,5,,,,,
player,201912080nwe,kan,ThomDa06,rec,4,,,,,
player,201912080nwe,kan,ThomDa06,rec_yds,36,,,,,
player,201912080nwe,kan,ThomDa06,rec_td,0,,,,,
player,201912080nwe,kan,ThomDa06,rec_long,19,,,,,
player,201912080nwe,kan,ThomDa06,fumbles,0,,,,,
player,201912080nwe,kan,ThomDa06,fumbles_lost,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_cmp,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_att,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_yds,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_td,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_int,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_sacked,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_long,0,,,,,
player,201912080nwe,kan,KelcTr00,pass_rating,,,,,,
player,201912080nwe,kan,KelcTr00,rush_att,1,,,,,
player,201912080nwe,kan,KelcTr00,rush_yds,4,,,,,
player,201912080nwe,kan,KelcTr00,rush_td,1,,,,,
player,201912080nwe,kan,KelcTr00,rush_long,4,,,,,
player,201912080nwe,kan,KelcTr00,targets,9,,,,,
player,201912080nwe,kan,KelcTr00,rec,7,,,,,
player,201912080nwe,kan,KelcTr00,rec_yds,66,,,,,
player,201912080nwe,kan,KelcTr00,rec_td,0,,,,,
player,201912080nwe,kan,KelcTr00,rec_long,20,,,,,
player,201912080nwe,kan,KelcTr00,fumbles,1,,,,,
player,201912080nwe,kan,KelcTr00,fumbles_lost,1,,,,,
player,201912080nwe,kan,WatkSa00,pass_cmp,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_att,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_yds,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_td,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_int,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_sacked,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_long,0,,,,,
player,201912080nwe,kan,WatkSa00,pass_rating,,,,,,
player,201912080nwe,kan,WatkSa00,rush_att,0,,,,,
player,201912080nwe,kan,WatkSa00,rush_yds,0,,,,,
player,201912080nwe,kan,WatkSa00,rush_td,0,,,,,
player,201912080nwe,kan,WatkSa00,rush_long,0,,,,,
player,201912080nwe,kan,WatkSa00,targets,8,,,,,
player,201912080nwe,kan,WatkSa00,rec,4,,,,,
player,201912080nwe,kan,WatkSa00,rec_yds,50,,,,,
player,201912080nwe,kan,WatkSa00,rec_td,0,,,,,
player,201912080nwe,kan,WatkSa00,rec_long,23,,,,,
player,201912080nwe,kan,WatkSa00,fumbles,0,,,,,
player,201912080nwe,kan,WatkSa00,fumbles_lost,0,,,,,
player,201912080nwe,kan,HardMe00,pass_cmp,0,,,,,
player,201912080nwe,kan,HardMe00,pass_att,0,,,,,
player,201912080nwe,kan,HardMe00,pass_yds,0,,,,,
player,201912080nwe,kan,HardMe00,pass_td,0,,,,,
player,201912080nwe,kan,HardMe00,pass_int,0,,,,,
player,201912080nwe,kan,HardMe00,pass_sacked,0,,,,,
player,201912080nwe,kan,HardMe00,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,HardMe00,pass_long,0,,,,,
player,201912080nwe,kan,HardMe00,pass_rating,,,,,,
player,201912080nwe,kan,HardMe00,rush_att,0,,,,,
player,201912080nwe,kan,HardMe00,rush_yds,0,,,,,
player,201912080nwe,kan,HardMe00,rush_td,0,,,,,
player,201912080nwe,kan,HardMe00,rush_long,0,,,,,
player,201912080nwe,kan,HardMe00,targets,1,,,,,
player,201912080nwe,kan,HardMe00,rec,1,,,,,
player,201912080nwe,kan,HardMe00,rec_yds,48,,,,,
player,201912080nwe,kan,HardMe00,rec_td,1,,,,,
player,201912080nwe,kan,HardMe00,rec_long,48,,,,,
player,201912080nwe,kan,HardMe00,fumbles,0,,,,,
player,201912080nwe,kan,HardMe00,fumbles_lost,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_cmp,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_att,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_yds,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_td,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_int,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_sacked,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_long,0,,,,,
player,201912080nwe,kan,PrinBy00,pass_rating,,,,,,
player,201912080nwe,kan,PrinBy00,rush_att,0,,,,,
player,201912080nwe,kan,PrinBy00,rush_yds,0,,,,,
player,201912080nwe,kan,PrinBy00,rush_td,0,,,,,
player,201912080nwe,kan,PrinBy00,rush_long,0,,,,,
player,201912080nwe,kan,PrinBy00,targets,1,,,,,
player,201912080nwe,kan,PrinBy00,rec,1,,,,,
player,201912080nwe,kan,PrinBy00,rec_yds,14,,,,,
player,201912080nwe,kan,PrinBy00,rec_td,0,,,,,
player,201912080nwe,kan,PrinBy00,rec_long,14,,,,,
player,201912080nwe,kan,PrinBy00,fumbles,0,,,,,
player,201912080nwe,kan,PrinBy00,fumbles_lost,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_cmp,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_att,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_yds,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_td,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_int,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_sacked,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_long,0,,,,,
player,201912080nwe,kan,RobiDe01,pass_rating,,,,,,
player,201912080nwe,kan,RobiDe01,rush_att,0,,,,,
player,201912080nwe,kan,RobiDe01,rush_yds,0,,,,,
player,201912080nwe,kan,RobiDe01,rush_td,0,,,,,
player,201912080nwe,kan,RobiDe01,rush_long,0,,,,,
player,201912080nwe,kan,RobiDe01,targets,2,,,,,
player,201912080nwe,kan,RobiDe01,rec,1,,,,,
player,201912080nwe,kan,RobiDe01,rec_yds,12,,,,,
player,201912080nwe,kan,RobiDe01,rec_td,0,,,,,
player,201912080nwe,kan,RobiDe01,rec_long,12,,,,,
player,201912080nwe,kan,RobiDe01,fumbles,0,,,,,
player,201912080nwe,kan,RobiDe01,fumbles_lost,0,,,,,
player,201912080nwe,nwe,BradTo00,pass_cmp,19,,,,,
player,201912080nwe,nwe,BradTo00,pass_att,36,,,,,
player,201912080nwe,nwe,BradTo00,pass_yds,169,,,,,
player,201912080nwe,nwe,BradTo00,pass_td,1,,,,,
player,201912080nwe,nwe,BradTo00,pass_int,1,,,,,
player,201912080nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201912080nwe,nwe,BradTo00,pass_sacked_yds,20,,,,,
player,201912080nwe,nwe,BradTo00,pass_long,37,,,,,
player,201912080nwe,nwe,BradTo00,pass_rating,63.3,,,,,
player,201912080nwe,nwe,BradTo00,rush_att,2,,,,,
player,201912080nwe,nwe,BradTo00,rush_yds,20,,,,,
player,201912080nwe,nwe,BradTo00,rush_td,0,,,,,
player,201912080nwe,nwe,BradTo00,rush_long,17,,,,,
player,201912080nwe,nwe,BradTo00,targets,0,,,,,
player,201912080nwe,nwe,BradTo00,rec,0,,,,,
player,201912080nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201912080nwe,nwe,BradTo00,rec_td,0,,,,,
player,201912080nwe,nwe,BradTo00,rec_long,0,,,,,
player,201912080nwe,nwe,BradTo00,fumbles,0,,,,,
player,201912080nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,WhitJa02,pass_cmp,1,,,,,
player,201912080nwe,nwe,WhitJa02,pass_att,1,,,,,
player,201912080nwe,nwe,WhitJa02,pass_yds,35,,,,,
player,201912080nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201912080nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201912080nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201912080nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,WhitJa02,pass_long,35,,,,,
player,201912080nwe,nwe,WhitJa02,pass_rating,118.7,,,,,
player,201912080nwe,nwe,WhitJa02,rush_att,6,,,,,
player,201912080nwe,nwe,WhitJa02,rush_yds,33,,,,,
player,201912080nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201912080nwe,nwe,WhitJa02,rush_long,19,,,,,
player,201912080nwe,nwe,WhitJa02,targets,7,,,,,
player,201912080nwe,nwe,WhitJa02,rec,5,,,,,
player,201912080nwe,nwe,WhitJa02,rec_yds,27,,,,,
player,201912080nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201912080nwe,nwe,WhitJa02,rec_long,17,,,,,
player,201912080nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201912080nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_cmp,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_att,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_yds,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_td,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_int,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_sacked,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_long,0,,,,,
player,201912080nwe,nwe,BurkRe00,pass_rating,,,,,,
player,201912080nwe,nwe,BurkRe00,rush_att,7,,,,,
player,201912080nwe,nwe,BurkRe00,rush_yds,15,,,,,
player,201912080nwe,nwe,BurkRe00,rush_td,0,,,,,
player,201912080nwe,nwe,BurkRe00,rush_long,5,,,,,
player,201912080nwe,nwe,BurkRe00,targets,1,,,,,
player,201912080nwe,nwe,BurkRe00,rec,0,,,,,
player,201912080nwe,nwe,BurkRe00,rec_yds,0,,,,,
player,201912080nwe,nwe,BurkRe00,rec_td,0,,,,,
player,201912080nwe,nwe,BurkRe00,rec_long,0,,,,,
player,201912080nwe,nwe,BurkRe00,fumbles,0,,,,,
player,201912080nwe,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_cmp,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_att,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_yds,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_td,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_int,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_sacked,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_long,0,,,,,
player,201912080nwe,nwe,BoldBr00,pass_rating,,,,,,
player,201912080nwe,nwe,BoldBr00,rush_att,1,,,,,
player,201912080nwe,nwe,BoldBr00,rush_yds,10,,,,,
player,201912080nwe,nwe,BoldBr00,rush_td,1,,,,,
player,201912080nwe,nwe,BoldBr00,rush_long,10,,,,,
player,201912080nwe,nwe,BoldBr00,targets,0,,,,,
player,201912080nwe,nwe,BoldBr00,rec,0,,,,,
player,201912080nwe,nwe,BoldBr00,rec_yds,0,,,,,
player,201912080nwe,nwe,BoldBr00,rec_td,0,,,,,
player,201912080nwe,nwe,BoldBr00,rec_long,0,,,,,
player,201912080nwe,nwe,BoldBr00,fumbles,0,,,,,
player,201912080nwe,nwe,BoldBr00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_cmp,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_att,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_yds,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_td,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_int,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_sacked,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_long,0,,,,,
player,201912080nwe,nwe,EdelJu00,pass_rating,,,,,,
player,201912080nwe,nwe,EdelJu00,rush_att,1,,,,,
player,201912080nwe,nwe,EdelJu00,rush_yds,8,,,,,
player,201912080nwe,nwe,EdelJu00,rush_td,0,,,,,
player,201912080nwe,nwe,EdelJu00,rush_long,8,,,,,
player,201912080nwe,nwe,EdelJu00,targets,12,,,,,
player,201912080nwe,nwe,EdelJu00,rec,8,,,,,
player,201912080nwe,nwe,EdelJu00,rec_yds,95,,,,,
player,201912080nwe,nwe,EdelJu00,rec_td,1,,,,,
player,201912080nwe,nwe,EdelJu00,rec_long,37,,,,,
player,201912080nwe,nwe,EdelJu00,fumbles,0,,,,,
player,201912080nwe,nwe,EdelJu00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_cmp,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_att,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_yds,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_td,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_int,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_sacked,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_long,0,,,,,
player,201912080nwe,nwe,MichSo00,pass_rating,,,,,,
player,201912080nwe,nwe,MichSo00,rush_att,5,,,,,
player,201912080nwe,nwe,MichSo00,rush_yds,8,,,,,
player,201912080nwe,nwe,MichSo00,rush_td,0,,,,,
player,201912080nwe,nwe,MichSo00,rush_long,3,,,,,
player,201912080nwe,nwe,MichSo00,targets,1,,,,,
player,201912080nwe,nwe,MichSo00,rec,1,,,,,
player,201912080nwe,nwe,MichSo00,rec_yds,1,,,,,
player,201912080nwe,nwe,MichSo00,rec_td,0,,,,,
player,201912080nwe,nwe,MichSo00,rec_long,1,,,,,
player,201912080nwe,nwe,MichSo00,fumbles,0,,,,,
player,201912080nwe,nwe,MichSo00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_cmp,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_att,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_yds,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_td,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_int,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_sacked,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_long,0,,,,,
player,201912080nwe,nwe,MeyeJa01,pass_rating,,,,,,
player,201912080nwe,nwe,MeyeJa01,rush_att,0,,,,,
player,201912080nwe,nwe,MeyeJa01,rush_yds,0,,,,,
player,201912080nwe,nwe,MeyeJa01,rush_td,0,,,,,
player,201912080nwe,nwe,MeyeJa01,rush_long,0,,,,,
player,201912080nwe,nwe,MeyeJa01,targets,3,,,,,
player,201912080nwe,nwe,MeyeJa01,rec,1,,,,,
player,201912080nwe,nwe,MeyeJa01,rec_yds,35,,,,,
player,201912080nwe,nwe,MeyeJa01,rec_td,0,,,,,
player,201912080nwe,nwe,MeyeJa01,rec_long,35,,,,,
player,201912080nwe,nwe,MeyeJa01,fumbles,0,,,,,
player,201912080nwe,nwe,MeyeJa01,fumbles_lost,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_cmp,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_att,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_yds,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_td,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_int,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_sacked,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_long,0,,,,,
player,201912080nwe,nwe,LaCoMa00,pass_rating,,,,,,
player,201912080nwe,nwe,LaCoMa00,rush_att,0,,,,,
player,201912080nwe,nwe,LaCoMa00,rush_yds,0,,,,,
player,201912080nwe,nwe,LaCoMa00,rush_td,0,,,,,
player,201912080nwe,nwe,LaCoMa00,rush_long,0,,,,,
player,201912080nwe,nwe,LaCoMa00,targets,4,,,,,
player,201912080nwe,nwe,LaCoMa00,rec,2,,,,,
player,201912080nwe,nwe,LaCoMa00,rec_yds,14,,,,,
player,201912080nwe,nwe,LaCoMa00,rec_td,0,,,,,
player,201912080nwe,nwe,LaCoMa00,rec_long,8,,,,,
player,201912080nwe,nwe,LaCoMa00,fumbles,0,,,,,
player,201912080nwe,nwe,LaCoMa00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_cmp,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_att,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_yds,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_td,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_int,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_sacked,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_long,0,,,,,
player,201912080nwe,nwe,SanuMo00,pass_rating,,,,,,
player,201912080nwe,nwe,SanuMo00,rush_att,0,,,,,
player,201912080nwe,nwe,SanuMo00,rush_yds,0,,,,,
player,201912080nwe,nwe,SanuMo00,rush_td,0,,,,,
player,201912080nwe,nwe,SanuMo00,rush_long,0,,,,,
player,201912080nwe,nwe,SanuMo00,targets,1,,,,,
player,201912080nwe,nwe,SanuMo00,rec,1,,,,,
player,201912080nwe,nwe,SanuMo00,rec_yds,13,,,,,
player,201912080nwe,nwe,SanuMo00,rec_td,0,,,,,
player,201912080nwe,nwe,SanuMo00,rec_long,13,,,,,
player,201912080nwe,nwe,SanuMo00,fumbles,0,,,,,
player,201912080nwe,nwe,SanuMo00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_cmp,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_att,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_yds,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_td,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_int,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_sacked,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_long,0,,,,,
player,201912080nwe,nwe,HarrNK00,pass_rating,,,,,,
player,201912080nwe,nwe,HarrNK00,rush_att,0,,,,,
player,201912080nwe,nwe,HarrNK00,rush_yds,0,,,,,
player,201912080nwe,nwe,HarrNK00,rush_td,0,,,,,
player,201912080nwe,nwe,HarrNK00,rush_long,0,,,,,
player,201912080nwe,nwe,HarrNK00,targets,1,,,,,
player,201912080nwe,nwe,HarrNK00,rec,1,,,,,
player,201912080nwe,nwe,HarrNK00,rec_yds,12,,,,,
player,201912080nwe,nwe,HarrNK00,rec_td,0,,,,,
player,201912080nwe,nwe,HarrNK00,rec_long,12,,,,,
player,201912080nwe,nwe,HarrNK00,fumbles,0,,,,,
player,201912080nwe,nwe,HarrNK00,fumbles_lost,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_cmp,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_att,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_yds,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_td,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_int,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_sacked,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_sacked_yds,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_long,0,,,,,
player,201912080nwe,nwe,WatsBe00,pass_rating,,,,,,
player,201912080nwe,nwe,WatsBe00,rush_att,0,,,,,
player,201912080nwe,nwe,WatsBe00,rush_yds,0,,,,,
