game,2019,16,20191222,201912220den,det,"Detroit Lions",17,den,"Denver Broncos",27
team,201912220den,det,First Downs,13,,,,,,
team,201912220den,den,First Downs,25,,,,,,
team,201912220den,det,Rush-Yds-TDs,21-96-0,,,,,,
team,201912220den,den,Rush-Yds-TDs,33-150-2,,,,,,
team,201912220den,det,Cmp-Att-Yd-TD-INT,12-24-117-1-0,,,,,,
team,201912220den,den,Cmp-Att-Yd-TD-INT,26-34-198-1-0,,,,,,
team,201912220den,det,Sacked-Yards,4-22,,,,,,
team,201912220den,den,Sacked-Yards,0-0,,,,,,
team,201912220den,det,Net Pass Yards,95,,,,,,
team,201912220den,den,Net Pass Yards,198,,,,,,
team,201912220den,det,Total Yards,191,,,,,,
team,201912220den,den,Total Yards,348,,,,,,
team,201912220den,det,Fumbles-Lost,0-0,,,,,,
team,201912220den,den,Fumbles-Lost,1-0,,,,,,
team,201912220den,det,Turnovers,0,,,,,,
team,201912220den,den,Turnovers,0,,,,,,
team,201912220den,det,Penalties-Yards,7-68,,,,,,
team,201912220den,den,Penalties-Yards,6-50,,,,,,
team,201912220den,det,Third Down Conv.,4-11,,,,,,
team,201912220den,den,Third Down Conv.,5-12,,,,,,
team,201912220den,det,Fourth Down Conv.,0-1,,,,,,
team,201912220den,den,Fourth Down Conv.,1-1,,,,,,
team,201912220den,det,Time of Possession,23:52,,,,,,
team,201912220den,den,Time of Possession,36:08,,,,,,
player,201912220den,det,BlouDa00,pass_cmp,12,,,,,
player,201912220den,det,BlouDa00,pass_att,24,,,,,
player,201912220den,det,BlouDa00,pass_yds,117,,,,,
player,201912220den,det,BlouDa00,pass_td,1,,,,,
player,201912220den,det,BlouDa00,pass_int,0,,,,,
player,201912220den,det,BlouDa00,pass_sacked,4,,,,,
player,201912220den,det,BlouDa00,pass_sacked_yds,22,,,,,
player,201912220den,det,BlouDa00,pass_long,35,,,,,
player,201912220den,det,BlouDa00,pass_rating,78.0,,,,,
player,201912220den,det,BlouDa00,rush_att,0,,,,,
player,201912220den,det,BlouDa00,rush_yds,0,,,,,
player,201912220den,det,BlouDa00,rush_td,0,,,,,
player,201912220den,det,BlouDa00,rush_long,0,,,,,
player,201912220den,det,BlouDa00,targets,0,,,,,
player,201912220den,det,BlouDa00,rec,0,,,,,
player,201912220den,det,BlouDa00,rec_yds,0,,,,,
player,201912220den,det,BlouDa00,rec_td,0,,,,,
player,201912220den,det,BlouDa00,rec_long,0,,,,,
player,201912220den,det,BlouDa00,fumbles,0,,,,,
player,201912220den,det,BlouDa00,fumbles_lost,0,,,,,
player,201912220den,det,JohnKe06,pass_cmp,0,,,,,
player,201912220den,det,JohnKe06,pass_att,0,,,,,
player,201912220den,det,JohnKe06,pass_yds,0,,,,,
player,201912220den,det,JohnKe06,pass_td,0,,,,,
player,201912220den,det,JohnKe06,pass_int,0,,,,,
player,201912220den,det,JohnKe06,pass_sacked,0,,,,,
player,201912220den,det,JohnKe06,pass_sacked_yds,0,,,,,
player,201912220den,det,JohnKe06,pass_long,0,,,,,
player,201912220den,det,JohnKe06,pass_rating,,,,,,
player,201912220den,det,JohnKe06,rush_att,10,,,,,
player,201912220den,det,JohnKe06,rush_yds,42,,,,,
player,201912220den,det,JohnKe06,rush_td,0,,,,,
player,201912220den,det,JohnKe06,rush_long,8,,,,,
player,201912220den,det,JohnKe06,targets,1,,,,,
player,201912220den,det,JohnKe06,rec,1,,,,,
player,201912220den,det,JohnKe06,rec_yds,1,,,,,
player,201912220den,det,JohnKe06,rec_td,0,,,,,
player,201912220den,det,JohnKe06,rec_long,1,,,,,
player,201912220den,det,JohnKe06,fumbles,0,,,,,
player,201912220den,det,JohnKe06,fumbles_lost,0,,,,,
player,201912220den,det,ScarBo01,pass_cmp,0,,,,,
player,201912220den,det,ScarBo01,pass_att,0,,,,,
player,201912220den,det,ScarBo01,pass_yds,0,,,,,
player,201912220den,det,ScarBo01,pass_td,0,,,,,
player,201912220den,det,ScarBo01,pass_int,0,,,,,
player,201912220den,det,ScarBo01,pass_sacked,0,,,,,
player,201912220den,det,ScarBo01,pass_sacked_yds,0,,,,,
player,201912220den,det,ScarBo01,pass_long,0,,,,,
player,201912220den,det,ScarBo01,pass_rating,,,,,,
player,201912220den,det,ScarBo01,rush_att,8,,,,,
player,201912220den,det,ScarBo01,rush_yds,34,,,,,
player,201912220den,det,ScarBo01,rush_td,0,,,,,
