game,2019,2,20190915,201909150rai,kan,"Kansas City Chiefs",28,rai,"Oakland Raiders",10
team,201909150rai,kan,First Downs,24,,,,,,
team,201909150rai,rai,First Downs,19,,,,,,
team,201909150rai,kan,Rush-Yds-TDs,22-31-0,,,,,,
team,201909150rai,rai,Rush-Yds-TDs,19-129-0,,,,,,
team,201909150rai,kan,Cmp-Att-Yd-TD-INT,30-44-443-4-0,,,,,,
team,201909150rai,rai,Cmp-Att-Yd-TD-INT,23-38-198-1-2,,,,,,
team,201909150rai,kan,Sacked-Yards,2-7,,,,,,
team,201909150rai,rai,Sacked-Yards,3-20,,,,,,
team,201909150rai,kan,Net Pass Yards,436,,,,,,
team,201909150rai,rai,Net Pass Yards,178,,,,,,
team,201909150rai,kan,Total Yards,467,,,,,,
team,201909150rai,rai,Total Yards,307,,,,,,
team,201909150rai,kan,Fumbles-Lost,1-1,,,,,,
team,201909150rai,rai,Fumbles-Lost,3-0,,,,,,
team,201909150rai,kan,Turnovers,1,,,,,,
team,201909150rai,rai,Turnovers,2,,,,,,
team,201909150rai,kan,Penalties-Yards,10-114,,,,,,
team,201909150rai,rai,Penalties-Yards,7-52,,,,,,
team,201909150rai,kan,Third Down Conv.,8-14,,,,,,
team,201909150rai,rai,Third Down Conv.,6-14,,,,,,
team,201909150rai,kan,Fourth Down Conv.,0-0,,,,,,
team,201909150rai,rai,Fourth Down Conv.,1-1,,,,,,
team,201909150rai,kan,Time of Possession,32:35,,,,,,
team,201909150rai,rai,Time of Possession,27:25,,,,,,
player,201909150rai,kan,MahoPa00,pass_cmp,30,,,,,
player,201909150rai,kan,MahoPa00,pass_att,44,,,,,
player,201909150rai,kan,MahoPa00,pass_yds,443,,,,,
player,201909150rai,kan,MahoPa00,pass_td,4,,,,,
player,201909150rai,kan,MahoPa00,pass_int,0,,,,,
player,201909150rai,kan,MahoPa00,pass_sacked,2,,,,,
player,201909150rai,kan,MahoPa00,pass_sacked_yds,7,,,,,
player,201909150rai,kan,MahoPa00,pass_long,44,,,,,
player,201909150rai,kan,MahoPa00,pass_rating,131.2,,,,,
player,201909150rai,kan,MahoPa00,rush_att,1,,,,,
player,201909150rai,kan,MahoPa00,rush_yds,-1,,,,,
player,201909150rai,kan,MahoPa00,rush_td,0,,,,,
player,201909150rai,kan,MahoPa00,rush_long,-1,,,,,
player,201909150rai,kan,MahoPa00,targets,0,,,,,
player,201909150rai,kan,MahoPa00,rec,0,,,,,
