game,2019,13,20191201,201912010car,was,"Washington Redskins",29,car,"Carolina Panthers",21
player,201912010car,was,HaskDw00,fumbles,2,,,,,
player,201912010car,was,HaskDw00,fumbles_lost,0,,,,,
player,201912010car,was,GuicDe00,pass_cmp,0,,,,,
player,201912010car,was,GuicDe00,pass_att,0,,,,,
player,201912010car,was,GuicDe00,pass_yds,0,,,,,
player,201912010car,was,GuicDe00,pass_td,0,,,,,
player,201912010car,was,GuicDe00,pass_int,0,,,,,
player,201912010car,was,GuicDe00,pass_sacked,0,,,,,
player,201912010car,was,GuicDe00,pass_sacked_yds,0,,,,,
player,201912010car,was,GuicDe00,pass_long,0,,,,,
player,201912010car,was,GuicDe00,pass_rating,,,,,,
player,201912010car,was,GuicDe00,rush_att,10,,,,,
player,201912010car,was,GuicDe00,rush_yds,129,,,,,
player,201912010car,was,GuicDe00,rush_td,2,,,,,
player,201912010car,was,GuicDe00,rush_long,60,,,,,
player,201912010car,was,GuicDe00,targets,3,,,,,
player,201912010car,was,GuicDe00,rec,2,,,,,
player,201912010car,was,GuicDe00,rec_yds,8,,,,,
player,201912010car,was,GuicDe00,rec_td,0,,,,,
player,201912010car,was,GuicDe00,rec_long,4,,,,,
player,201912010car,was,GuicDe00,fumbles,0,,,,,
player,201912010car,was,GuicDe00,fumbles_lost,0,,,,,
player,201912010car,was,PeteAd01,pass_cmp,0,,,,,
player,201912010car,was,PeteAd01,pass_att,0,,,,,
player,201912010car,was,PeteAd01,pass_yds,0,,,,,
player,201912010car,was,PeteAd01,pass_td,0,,,,,
player,201912010car,was,PeteAd01,pass_int,0,,,,,
player,201912010car,was,PeteAd01,pass_sacked,0,,,,,
player,201912010car,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201912010car,was,PeteAd01,pass_long,0,,,,,
player,201912010car,was,PeteAd01,pass_rating,,,,,,
player,201912010car,was,PeteAd01,rush_att,13,,,,,
player,201912010car,was,PeteAd01,rush_yds,99,,,,,
player,201912010car,was,PeteAd01,rush_td,1,,,,,
player,201912010car,was,PeteAd01,rush_long,22,,,,,
player,201912010car,was,PeteAd01,targets,1,,,,,
player,201912010car,was,PeteAd01,rec,0,,,,,
player,201912010car,was,PeteAd01,rec_yds,0,,,,,
player,201912010car,was,PeteAd01,rec_td,0,,,,,
player,201912010car,was,PeteAd01,rec_long,0,,,,,
player,201912010car,was,PeteAd01,fumbles,0,,,,,
player,201912010car,was,PeteAd01,fumbles_lost,0,,,,,
player,201912010car,was,ThomCh03,pass_cmp,0,,,,,
player,201912010car,was,ThomCh03,pass_att,0,,,,,
player,201912010car,was,ThomCh03,pass_yds,0,,,,,
player,201912010car,was,ThomCh03,pass_td,0,,,,,
player,201912010car,was,ThomCh03,pass_int,0,,,,,
player,201912010car,was,ThomCh03,pass_sacked,0,,,,,
player,201912010car,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201912010car,was,ThomCh03,pass_long,0,,,,,
player,201912010car,was,ThomCh03,pass_rating,,,,,,
player,201912010car,was,ThomCh03,rush_att,3,,,,,
player,201912010car,was,ThomCh03,rush_yds,14,,,,,
player,201912010car,was,ThomCh03,rush_td,0,,,,,
player,201912010car,was,ThomCh03,rush_long,9,,,,,
player,201912010car,was,ThomCh03,targets,2,,,,,
player,201912010car,was,ThomCh03,rec,1,,,,,
player,201912010car,was,ThomCh03,rec_yds,15,,,,,
player,201912010car,was,ThomCh03,rec_td,0,,,,,
player,201912010car,was,ThomCh03,rec_long,15,,,,,
player,201912010car,was,ThomCh03,fumbles,0,,,,,
player,201912010car,was,ThomCh03,fumbles_lost,0,,,,,
player,201912010car,was,HarmKe00,pass_cmp,0,,,,,
player,201912010car,was,HarmKe00,pass_att,0,,,,,
player,201912010car,was,HarmKe00,pass_yds,0,,,,,
player,201912010car,was,HarmKe00,pass_td,0,,,,,
player,201912010car,was,HarmKe00,pass_int,0,,,,,
player,201912010car,was,HarmKe00,pass_sacked,0,,,,,
player,201912010car,was,HarmKe00,pass_sacked_yds,0,,,,,
player,201912010car,was,HarmKe00,pass_long,0,,,,,
player,201912010car,was,HarmKe00,pass_rating,,,,,,
player,201912010car,was,HarmKe00,rush_att,0,,,,,
player,201912010car,was,HarmKe00,rush_yds,0,,,,,
player,201912010car,was,HarmKe00,rush_td,0,,,,,
player,201912010car,was,HarmKe00,rush_long,0,,,,,
player,201912010car,was,HarmKe00,targets,5,,,,,
player,201912010car,was,HarmKe00,rec,3,,,,,
player,201912010car,was,HarmKe00,rec_yds,51,,,,,
player,201912010car,was,HarmKe00,rec_td,0,,,,,
player,201912010car,was,HarmKe00,rec_long,26,,,,,
player,201912010car,was,HarmKe00,fumbles,0,,,,,
player,201912010car,was,HarmKe00,fumbles_lost,0,,,,,
player,201912010car,was,SpriJe00,pass_cmp,0,,,,,
player,201912010car,was,SpriJe00,pass_att,0,,,,,
player,201912010car,was,SpriJe00,pass_yds,0,,,,,
player,201912010car,was,SpriJe00,pass_td,0,,,,,
player,201912010car,was,SpriJe00,pass_int,0,,,,,
player,201912010car,was,SpriJe00,pass_sacked,0,,,,,
player,201912010car,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201912010car,was,SpriJe00,pass_long,0,,,,,
player,201912010car,was,SpriJe00,pass_rating,,,,,,
player,201912010car,was,SpriJe00,rush_att,0,,,,,
player,201912010car,was,SpriJe00,rush_yds,0,,,,,
player,201912010car,was,SpriJe00,rush_td,0,,,,,
player,201912010car,was,SpriJe00,rush_long,0,,,,,
player,201912010car,was,SpriJe00,targets,4,,,,,
player,201912010car,was,SpriJe00,rec,2,,,,,
player,201912010car,was,SpriJe00,rec_yds,36,,,,,
player,201912010car,was,SpriJe00,rec_td,0,,,,,
player,201912010car,was,SpriJe00,rec_long,23,,,,,
player,201912010car,was,SpriJe00,fumbles,0,,,,,
player,201912010car,was,SpriJe00,fumbles_lost,0,,,,,
player,201912010car,was,SimsSt00,pass_cmp,0,,,,,
player,201912010car,was,SimsSt00,pass_att,0,,,,,
player,201912010car,was,SimsSt00,pass_yds,0,,,,,
player,201912010car,was,SimsSt00,pass_td,0,,,,,
player,201912010car,was,SimsSt00,pass_int,0,,,,,
player,201912010car,was,SimsSt00,pass_sacked,0,,,,,
player,201912010car,was,SimsSt00,pass_sacked_yds,0,,,,,
player,201912010car,was,SimsSt00,pass_long,0,,,,,
player,201912010car,was,SimsSt00,pass_rating,,,,,,
player,201912010car,was,SimsSt00,rush_att,0,,,,,
player,201912010car,was,SimsSt00,rush_yds,0,,,,,
player,201912010car,was,SimsSt00,rush_td,0,,,,,
player,201912010car,was,SimsSt00,rush_long,0,,,,,
player,201912010car,was,SimsSt00,targets,4,,,,,
player,201912010car,was,SimsSt00,rec,3,,,,,
player,201912010car,was,SimsSt00,rec_yds,29,,,,,
player,201912010car,was,SimsSt00,rec_td,0,,,,,
player,201912010car,was,SimsSt00,rec_long,14,,,,,
player,201912010car,was,SimsSt00,fumbles,0,,,,,
player,201912010car,was,SimsSt00,fumbles_lost,0,,,,,
player,201912010car,was,McLaTe00,pass_cmp,0,,,,,
player,201912010car,was,McLaTe00,pass_att,0,,,,,
player,201912010car,was,McLaTe00,pass_yds,0,,,,,
player,201912010car,was,McLaTe00,pass_td,0,,,,,
player,201912010car,was,McLaTe00,pass_int,0,,,,,
player,201912010car,was,McLaTe00,pass_sacked,0,,,,,
player,201912010car,was,McLaTe00,pass_sacked_yds,0,,,,,
player,201912010car,was,McLaTe00,pass_long,0,,,,,
player,201912010car,was,McLaTe00,pass_rating,,,,,,
player,201912010car,was,McLaTe00,rush_att,0,,,,,
player,201912010car,was,McLaTe00,rush_yds,0,,,,,
player,201912010car,was,McLaTe00,rush_td,0,,,,,
player,201912010car,was,McLaTe00,rush_long,0,,,,,
player,201912010car,was,McLaTe00,targets,4,,,,,
player,201912010car,was,McLaTe00,rec,2,,,,,
player,201912010car,was,McLaTe00,rec_yds,8,,,,,
player,201912010car,was,McLaTe00,rec_td,0,,,,,
player,201912010car,was,McLaTe00,rec_long,11,,,,,
player,201912010car,was,McLaTe00,fumbles,0,,,,,
player,201912010car,was,McLaTe00,fumbles_lost,0,,,,,
player,201912010car,was,HentHa00,pass_cmp,0,,,,,
player,201912010car,was,HentHa00,pass_att,0,,,,,
player,201912010car,was,HentHa00,pass_yds,0,,,,,
player,201912010car,was,HentHa00,pass_td,0,,,,,
player,201912010car,was,HentHa00,pass_int,0,,,,,
player,201912010car,was,HentHa00,pass_sacked,0,,,,,
player,201912010car,was,HentHa00,pass_sacked_yds,0,,,,,
player,201912010car,was,HentHa00,pass_long,0,,,,,
player,201912010car,was,HentHa00,pass_rating,,,,,,
player,201912010car,was,HentHa00,rush_att,0,,,,,
player,201912010car,was,HentHa00,rush_yds,0,,,,,
player,201912010car,was,HentHa00,rush_td,0,,,,,
player,201912010car,was,HentHa00,rush_long,0,,,,,
player,201912010car,was,HentHa00,targets,1,,,,,
player,201912010car,was,HentHa00,rec,0,,,,,
player,201912010car,was,HentHa00,rec_yds,0,,,,,
player,201912010car,was,HentHa00,rec_td,0,,,,,
player,201912010car,was,HentHa00,rec_long,0,,,,,
player,201912010car,was,HentHa00,fumbles,0,,,,,
player,201912010car,was,HentHa00,fumbles_lost,0,,,,,
player,201912010car,was,QuinTr00,pass_cmp,0,,,,,
player,201912010car,was,QuinTr00,pass_att,0,,,,,
player,201912010car,was,QuinTr00,pass_yds,0,,,,,
player,201912010car,was,QuinTr00,pass_td,0,,,,,
player,201912010car,was,QuinTr00,pass_int,0,,,,,
player,201912010car,was,QuinTr00,pass_sacked,0,,,,,
player,201912010car,was,QuinTr00,pass_sacked_yds,0,,,,,
player,201912010car,was,QuinTr00,pass_long,0,,,,,
player,201912010car,was,QuinTr00,pass_rating,,,,,,
player,201912010car,was,QuinTr00,rush_att,0,,,,,
player,201912010car,was,QuinTr00,rush_yds,0,,,,,
player,201912010car,was,QuinTr00,rush_td,0,,,,,
player,201912010car,was,QuinTr00,rush_long,0,,,,,
player,201912010car,was,QuinTr00,targets,1,,,,,
player,201912010car,was,QuinTr00,rec,0,,,,,
player,201912010car,was,QuinTr00,rec_yds,0,,,,,
player,201912010car,was,QuinTr00,rec_td,0,,,,,
player,201912010car,was,QuinTr00,rec_long,0,,,,,
player,201912010car,was,QuinTr00,fumbles,0,,,,,
player,201912010car,was,QuinTr00,fumbles_lost,0,,,,,
player,201912010car,car,AlleKy00,pass_cmp,27,,,,,
player,201912010car,car,AlleKy00,pass_att,46,,,,,
player,201912010car,car,AlleKy00,pass_yds,278,,,,,
player,201912010car,car,AlleKy00,pass_td,2,,,,,
player,201912010car,car,AlleKy00,pass_int,1,,,,,
player,201912010car,car,AlleKy00,pass_sacked,7,,,,,
player,201912010car,car,AlleKy00,pass_sacked_yds,65,,,,,
player,201912010car,car,AlleKy00,pass_long,33,,,,,
player,201912010car,car,AlleKy00,pass_rating,81.6,,,,,
player,201912010car,car,AlleKy00,rush_att,4,,,,,
player,201912010car,car,AlleKy00,rush_yds,22,,,,,
player,201912010car,car,AlleKy00,rush_td,1,,,,,
player,201912010car,car,AlleKy00,rush_long,17,,,,,
player,201912010car,car,AlleKy00,targets,0,,,,,
player,201912010car,car,AlleKy00,rec,0,,,,,
player,201912010car,car,AlleKy00,rec_yds,0,,,,,
player,201912010car,car,AlleKy00,rec_td,0,,,,,
player,201912010car,car,AlleKy00,rec_long,0,,,,,
player,201912010car,car,AlleKy00,fumbles,2,,,,,
player,201912010car,car,AlleKy00,fumbles_lost,1,,,,,
player,201912010car,car,McCaCh01,pass_cmp,0,,,,,
player,201912010car,car,McCaCh01,pass_att,0,,,,,
player,201912010car,car,McCaCh01,pass_yds,0,,,,,
player,201912010car,car,McCaCh01,pass_td,0,,,,,
player,201912010car,car,McCaCh01,pass_int,0,,,,,
player,201912010car,car,McCaCh01,pass_sacked,0,,,,,
player,201912010car,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201912010car,car,McCaCh01,pass_long,0,,,,,
player,201912010car,car,McCaCh01,pass_rating,,,,,,
player,201912010car,car,McCaCh01,rush_att,14,,,,,
player,201912010car,car,McCaCh01,rush_yds,44,,,,,
player,201912010car,car,McCaCh01,rush_td,0,,,,,
player,201912010car,car,McCaCh01,rush_long,12,,,,,
player,201912010car,car,McCaCh01,targets,13,,,,,
player,201912010car,car,McCaCh01,rec,7,,,,,
player,201912010car,car,McCaCh01,rec_yds,58,,,,,
player,201912010car,car,McCaCh01,rec_td,0,,,,,
player,201912010car,car,McCaCh01,rec_long,15,,,,,
player,201912010car,car,McCaCh01,fumbles,0,,,,,
player,201912010car,car,McCaCh01,fumbles_lost,0,,,,,
player,201912010car,car,ArmaAl00,pass_cmp,0,,,,,
player,201912010car,car,ArmaAl00,pass_att,0,,,,,
player,201912010car,car,ArmaAl00,pass_yds,0,,,,,
player,201912010car,car,ArmaAl00,pass_td,0,,,,,
player,201912010car,car,ArmaAl00,pass_int,0,,,,,
player,201912010car,car,ArmaAl00,pass_sacked,0,,,,,
player,201912010car,car,ArmaAl00,pass_sacked_yds,0,,,,,
player,201912010car,car,ArmaAl00,pass_long,0,,,,,
player,201912010car,car,ArmaAl00,pass_rating,,,,,,
player,201912010car,car,ArmaAl00,rush_att,1,,,,,
player,201912010car,car,ArmaAl00,rush_yds,2,,,,,
player,201912010car,car,ArmaAl00,rush_td,0,,,,,
player,201912010car,car,ArmaAl00,rush_long,2,,,,,
player,201912010car,car,ArmaAl00,targets,0,,,,,
player,201912010car,car,ArmaAl00,rec,0,,,,,
player,201912010car,car,ArmaAl00,rec_yds,0,,,,,
player,201912010car,car,ArmaAl00,rec_td,0,,,,,
player,201912010car,car,ArmaAl00,rec_long,0,,,,,
player,201912010car,car,ArmaAl00,fumbles,0,,,,,
player,201912010car,car,ArmaAl00,fumbles_lost,0,,,,,
player,201912010car,car,SamuCu00,pass_cmp,0,,,,,
player,201912010car,car,SamuCu00,pass_att,0,,,,,
player,201912010car,car,SamuCu00,pass_yds,0,,,,,
player,201912010car,car,SamuCu00,pass_td,0,,,,,
player,201912010car,car,SamuCu00,pass_int,0,,,,,
player,201912010car,car,SamuCu00,pass_sacked,0,,,,,
player,201912010car,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201912010car,car,SamuCu00,pass_long,0,,,,,
player,201912010car,car,SamuCu00,pass_rating,,,,,,
player,201912010car,car,SamuCu00,rush_att,0,,,,,
player,201912010car,car,SamuCu00,rush_yds,0,,,,,
player,201912010car,car,SamuCu00,rush_td,0,,,,,
player,201912010car,car,SamuCu00,rush_long,0,,,,,
player,201912010car,car,SamuCu00,targets,7,,,,,
player,201912010car,car,SamuCu00,rec,4,,,,,
player,201912010car,car,SamuCu00,rec_yds,65,,,,,
player,201912010car,car,SamuCu00,rec_td,1,,,,,
player,201912010car,car,SamuCu00,rec_long,33,,,,,
player,201912010car,car,SamuCu00,fumbles,0,,,,,
player,201912010car,car,SamuCu00,fumbles_lost,0,,,,,
player,201912010car,car,WrigJa02,pass_cmp,0,,,,,
player,201912010car,car,WrigJa02,pass_att,0,,,,,
player,201912010car,car,WrigJa02,pass_yds,0,,,,,
player,201912010car,car,WrigJa02,pass_td,0,,,,,
player,201912010car,car,WrigJa02,pass_int,0,,,,,
player,201912010car,car,WrigJa02,pass_sacked,0,,,,,
player,201912010car,car,WrigJa02,pass_sacked_yds,0,,,,,
player,201912010car,car,WrigJa02,pass_long,0,,,,,
player,201912010car,car,WrigJa02,pass_rating,,,,,,
player,201912010car,car,WrigJa02,rush_att,0,,,,,
player,201912010car,car,WrigJa02,rush_yds,0,,,,,
player,201912010car,car,WrigJa02,rush_td,0,,,,,
player,201912010car,car,WrigJa02,rush_long,0,,,,,
player,201912010car,car,WrigJa02,targets,5,,,,,
player,201912010car,car,WrigJa02,rec,3,,,,,
player,201912010car,car,WrigJa02,rec_yds,34,,,,,
player,201912010car,car,WrigJa02,rec_td,0,,,,,
player,201912010car,car,WrigJa02,rec_long,14,,,,,
player,201912010car,car,WrigJa02,fumbles,0,,,,,
player,201912010car,car,WrigJa02,fumbles_lost,0,,,,,
player,201912010car,car,ThomIa00,pass_cmp,0,,,,,
player,201912010car,car,ThomIa00,pass_att,0,,,,,
player,201912010car,car,ThomIa00,pass_yds,0,,,,,
player,201912010car,car,ThomIa00,pass_td,0,,,,,
player,201912010car,car,ThomIa00,pass_int,0,,,,,
player,201912010car,car,ThomIa00,pass_sacked,0,,,,,
player,201912010car,car,ThomIa00,pass_sacked_yds,0,,,,,
player,201912010car,car,ThomIa00,pass_long,0,,,,,
player,201912010car,car,ThomIa00,pass_rating,,,,,,
player,201912010car,car,ThomIa00,rush_att,0,,,,,
player,201912010car,car,ThomIa00,rush_yds,0,,,,,
player,201912010car,car,ThomIa00,rush_td,0,,,,,
player,201912010car,car,ThomIa00,rush_long,0,,,,,
player,201912010car,car,ThomIa00,targets,4,,,,,
player,201912010car,car,ThomIa00,rec,4,,,,,
player,201912010car,car,ThomIa00,rec_yds,24,,,,,
player,201912010car,car,ThomIa00,rec_td,0,,,,,
player,201912010car,car,ThomIa00,rec_long,13,,,,,
player,201912010car,car,ThomIa00,fumbles,0,,,,,
player,201912010car,car,ThomIa00,fumbles_lost,0,,,,,
player,201912010car,car,OlseGr00,pass_cmp,0,,,,,
player,201912010car,car,OlseGr00,pass_att,0,,,,,
player,201912010car,car,OlseGr00,pass_yds,0,,,,,
player,201912010car,car,OlseGr00,pass_td,0,,,,,
player,201912010car,car,OlseGr00,pass_int,0,,,,,
player,201912010car,car,OlseGr00,pass_sacked,0,,,,,
player,201912010car,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201912010car,car,OlseGr00,pass_long,0,,,,,
player,201912010car,car,OlseGr00,pass_rating,,,,,,
player,201912010car,car,OlseGr00,rush_att,0,,,,,
player,201912010car,car,OlseGr00,rush_yds,0,,,,,
player,201912010car,car,OlseGr00,rush_td,0,,,,,
player,201912010car,car,OlseGr00,rush_long,0,,,,,
player,201912010car,car,OlseGr00,targets,3,,,,,
player,201912010car,car,OlseGr00,rec,3,,,,,
player,201912010car,car,OlseGr00,rec_yds,22,,,,,
player,201912010car,car,OlseGr00,rec_td,0,,,,,
player,201912010car,car,OlseGr00,rec_long,8,,,,,
player,201912010car,car,OlseGr00,fumbles,0,,,,,
player,201912010car,car,OlseGr00,fumbles_lost,0,,,,,
player,201912010car,car,MoorD.00,pass_cmp,0,,,,,
player,201912010car,car,MoorD.00,pass_att,0,,,,,
player,201912010car,car,MoorD.00,pass_yds,0,,,,,
player,201912010car,car,MoorD.00,pass_td,0,,,,,
player,201912010car,car,MoorD.00,pass_int,0,,,,,
player,201912010car,car,MoorD.00,pass_sacked,0,,,,,
player,201912010car,car,MoorD.00,pass_sacked_yds,0,,,,,
player,201912010car,car,MoorD.00,pass_long,0,,,,,
player,201912010car,car,MoorD.00,pass_rating,,,,,,
player,201912010car,car,MoorD.00,rush_att,1,,,,,
player,201912010car,car,MoorD.00,rush_yds,-3,,,,,
player,201912010car,car,MoorD.00,rush_td,0,,,,,
player,201912010car,car,MoorD.00,rush_long,-3,,,,,
player,201912010car,car,MoorD.00,targets,12,,,,,
player,201912010car,car,MoorD.00,rec,6,,,,,
player,201912010car,car,MoorD.00,rec_yds,75,,,,,
player,201912010car,car,MoorD.00,rec_td,1,,,,,
player,201912010car,car,MoorD.00,rec_long,21,,,,,
player,201912010car,car,MoorD.00,fumbles,0,,,,,
player,201912010car,car,MoorD.00,fumbles_lost,0,,,,,
player,201912010car,was,MoreFa00,def_int,1,,,,,
player,201912010car,was,MoreFa00,def_int_yds,10,,,,,
player,201912010car,was,MoreFa00,def_int_td,0,,,,,
player,201912010car,was,MoreFa00,def_int_long,10,,,,,
player,201912010car,was,MoreFa00,pass_defended,1,,,,,
player,201912010car,was,MoreFa00,sacks,0.0,,,,,
player,201912010car,was,MoreFa00,tackles_combined,3,,,,,
player,201912010car,was,MoreFa00,tackles_solo,2,,,,,
player,201912010car,was,MoreFa00,tackles_assists,1,,,,,
player,201912010car,was,MoreFa00,tackles_loss,0,,,,,
player,201912010car,was,MoreFa00,qb_hits,0,,,,,
player,201912010car,was,MoreFa00,fumbles_rec,0,,,,,
player,201912010car,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201912010car,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201912010car,was,MoreFa00,fumbles_forced,0,,,,,
player,201912010car,was,OdomCh00,def_int,0,,,,,
player,201912010car,was,OdomCh00,def_int_yds,0,,,,,
player,201912010car,was,OdomCh00,def_int_td,0,,,,,
player,201912010car,was,OdomCh00,def_int_long,0,,,,,
player,201912010car,was,OdomCh00,pass_defended,0,,,,,
player,201912010car,was,OdomCh00,sacks,2.0,,,,,
player,201912010car,was,OdomCh00,tackles_combined,4,,,,,
player,201912010car,was,OdomCh00,tackles_solo,3,,,,,
player,201912010car,was,OdomCh00,tackles_assists,1,,,,,
player,201912010car,was,OdomCh00,tackles_loss,1,,,,,
player,201912010car,was,OdomCh00,qb_hits,2,,,,,
player,201912010car,was,OdomCh00,fumbles_rec,0,,,,,
player,201912010car,was,OdomCh00,fumbles_rec_yds,0,,,,,
player,201912010car,was,OdomCh00,fumbles_rec_td,0,,,,,
player,201912010car,was,OdomCh00,fumbles_forced,1,,,,,
player,201912010car,was,IoanMa01,def_int,0,,,,,
player,201912010car,was,IoanMa01,def_int_yds,0,,,,,
player,201912010car,was,IoanMa01,def_int_td,0,,,,,
player,201912010car,was,IoanMa01,def_int_long,0,,,,,
player,201912010car,was,IoanMa01,pass_defended,0,,,,,
player,201912010car,was,IoanMa01,sacks,2.0,,,,,
player,201912010car,was,IoanMa01,tackles_combined,3,,,,,
player,201912010car,was,IoanMa01,tackles_solo,2,,,,,
player,201912010car,was,IoanMa01,tackles_assists,1,,,,,
player,201912010car,was,IoanMa01,tackles_loss,2,,,,,
player,201912010car,was,IoanMa01,qb_hits,2,,,,,
player,201912010car,was,IoanMa01,fumbles_rec,0,,,,,
player,201912010car,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201912010car,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201912010car,was,IoanMa01,fumbles_forced,0,,,,,
player,201912010car,was,SweaMo00,def_int,0,,,,,
player,201912010car,was,SweaMo00,def_int_yds,0,,,,,
player,201912010car,was,SweaMo00,def_int_td,0,,,,,
player,201912010car,was,SweaMo00,def_int_long,0,,,,,
player,201912010car,was,SweaMo00,pass_defended,0,,,,,
player,201912010car,was,SweaMo00,sacks,1.5,,,,,
player,201912010car,was,SweaMo00,tackles_combined,3,,,,,
player,201912010car,was,SweaMo00,tackles_solo,2,,,,,
player,201912010car,was,SweaMo00,tackles_assists,1,,,,,
player,201912010car,was,SweaMo00,tackles_loss,1,,,,,
player,201912010car,was,SweaMo00,qb_hits,2,,,,,
player,201912010car,was,SweaMo00,fumbles_rec,0,,,,,
player,201912010car,was,SweaMo00,fumbles_rec_yds,0,,,,,
player,201912010car,was,SweaMo00,fumbles_rec_td,0,,,,,
player,201912010car,was,SweaMo00,fumbles_forced,0,,,,,
player,201912010car,was,OrchNa00,def_int,0,,,,,
player,201912010car,was,OrchNa00,def_int_yds,0,,,,,
player,201912010car,was,OrchNa00,def_int_td,0,,,,,
player,201912010car,was,OrchNa00,def_int_long,0,,,,,
player,201912010car,was,OrchNa00,pass_defended,0,,,,,
player,201912010car,was,OrchNa00,sacks,1.0,,,,,
player,201912010car,was,OrchNa00,tackles_combined,4,,,,,
player,201912010car,was,OrchNa00,tackles_solo,3,,,,,
player,201912010car,was,OrchNa00,tackles_assists,1,,,,,
player,201912010car,was,OrchNa00,tackles_loss,2,,,,,
player,201912010car,was,OrchNa00,qb_hits,2,,,,,
player,201912010car,was,OrchNa00,fumbles_rec,1,,,,,
player,201912010car,was,OrchNa00,fumbles_rec_yds,0,,,,,
player,201912010car,was,OrchNa00,fumbles_rec_td,0,,,,,
player,201912010car,was,OrchNa00,fumbles_forced,0,,,,,
player,201912010car,was,AlleJo01,def_int,0,,,,,
player,201912010car,was,AlleJo01,def_int_yds,0,,,,,
player,201912010car,was,AlleJo01,def_int_td,0,,,,,
player,201912010car,was,AlleJo01,def_int_long,0,,,,,
player,201912010car,was,AlleJo01,pass_defended,0,,,,,
player,201912010car,was,AlleJo01,sacks,0.5,,,,,
player,201912010car,was,AlleJo01,tackles_combined,1,,,,,
player,201912010car,was,AlleJo01,tackles_solo,0,,,,,
player,201912010car,was,AlleJo01,tackles_assists,1,,,,,
player,201912010car,was,AlleJo01,tackles_loss,0,,,,,
player,201912010car,was,AlleJo01,qb_hits,1,,,,,
player,201912010car,was,AlleJo01,fumbles_rec,0,,,,,
player,201912010car,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201912010car,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201912010car,was,AlleJo01,fumbles_forced,0,,,,,
player,201912010car,was,CollLa00,def_int,0,,,,,
player,201912010car,was,CollLa00,def_int_yds,0,,,,,
player,201912010car,was,CollLa00,def_int_td,0,,,,,
player,201912010car,was,CollLa00,def_int_long,0,,,,,
player,201912010car,was,CollLa00,pass_defended,1,,,,,
player,201912010car,was,CollLa00,sacks,0.0,,,,,
player,201912010car,was,CollLa00,tackles_combined,8,,,,,
player,201912010car,was,CollLa00,tackles_solo,3,,,,,
