game,2019,11,20191117,201911170min,den,"Denver Broncos",23,min,"Minnesota Vikings",27
team,201911170min,den,First Downs,20,,,,,,
team,201911170min,min,First Downs,19,,,,,,
team,201911170min,den,Rush-Yds-TDs,33-124-1,,,,,,
team,201911170min,min,Rush-Yds-TDs,18-37-1,,,,,,
team,201911170min,den,Cmp-Att-Yd-TD-INT,18-40-278-1-1,,,,,,
team,201911170min,min,Cmp-Att-Yd-TD-INT,29-35-319-3-0,,,,,,
team,201911170min,den,Sacked-Yards,2-8,,,,,,
team,201911170min,min,Sacked-Yards,5-35,,,,,,
team,201911170min,den,Net Pass Yards,270,,,,,,
team,201911170min,min,Net Pass Yards,284,,,,,,
team,201911170min,den,Total Yards,394,,,,,,
team,201911170min,min,Total Yards,321,,,,,,
team,201911170min,den,Fumbles-Lost,0-0,,,,,,
team,201911170min,min,Fumbles-Lost,4-2,,,,,,
team,201911170min,den,Turnovers,1,,,,,,
team,201911170min,min,Turnovers,2,,,,,,
team,201911170min,den,Penalties-Yards,6-35,,,,,,
team,201911170min,min,Penalties-Yards,5-49,,,,,,
team,201911170min,den,Third Down Conv.,5-18,,,,,,
team,201911170min,min,Third Down Conv.,5-12,,,,,,
team,201911170min,den,Fourth Down Conv.,4-4,,,,,,
team,201911170min,min,Fourth Down Conv.,2-2,,,,,,
team,201911170min,den,Time of Possession,36:43,,,,,,
team,201911170min,min,Time of Possession,23:17,,,,,,
player,201911170min,den,AlleBr00,pass_cmp,17,,,,,
player,201911170min,den,AlleBr00,pass_att,39,,,,,
player,201911170min,den,AlleBr00,pass_yds,240,,,,,
player,201911170min,den,AlleBr00,pass_td,1,,,,,
player,201911170min,den,AlleBr00,pass_int,1,,,,,
player,201911170min,den,AlleBr00,pass_sacked,2,,,,,
player,201911170min,den,AlleBr00,pass_sacked_yds,8,,,,,
player,201911170min,den,AlleBr00,pass_long,48,,,,,
player,201911170min,den,AlleBr00,pass_rating,61.9,,,,,
player,201911170min,den,AlleBr00,rush_att,3,,,,,
player,201911170min,den,AlleBr00,rush_yds,18,,,,,
player,201911170min,den,AlleBr00,rush_td,0,,,,,
player,201911170min,den,AlleBr00,rush_long,11,,,,,
player,201911170min,den,AlleBr00,targets,0,,,,,
player,201911170min,den,AlleBr00,rec,0,,,,,
player,201911170min,den,AlleBr00,rec_yds,0,,,,,
player,201911170min,den,AlleBr00,rec_td,0,,,,,
player,201911170min,den,AlleBr00,rec_long,0,,,,,
player,201911170min,den,AlleBr00,fumbles,0,,,,,
player,201911170min,den,AlleBr00,fumbles_lost,0,,,,,
player,201911170min,den,SuttCo00,pass_cmp,1,,,,,
player,201911170min,den,SuttCo00,pass_att,1,,,,,
player,201911170min,den,SuttCo00,pass_yds,38,,,,,
player,201911170min,den,SuttCo00,pass_td,0,,,,,
player,201911170min,den,SuttCo00,pass_int,0,,,,,
player,201911170min,den,SuttCo00,pass_sacked,0,,,,,
player,201911170min,den,SuttCo00,pass_sacked_yds,0,,,,,
player,201911170min,den,SuttCo00,pass_long,38,,,,,
player,201911170min,den,SuttCo00,pass_rating,118.7,,,,,
player,201911170min,den,SuttCo00,rush_att,2,,,,,
player,201911170min,den,SuttCo00,rush_yds,10,,,,,
player,201911170min,den,SuttCo00,rush_td,0,,,,,
player,201911170min,den,SuttCo00,rush_long,9,,,,,
player,201911170min,den,SuttCo00,targets,9,,,,,
player,201911170min,den,SuttCo00,rec,5,,,,,
player,201911170min,den,SuttCo00,rec_yds,113,,,,,
player,201911170min,den,SuttCo00,rec_td,0,,,,,
player,201911170min,den,SuttCo00,rec_long,48,,,,,
player,201911170min,den,SuttCo00,fumbles,0,,,,,
player,201911170min,den,SuttCo00,fumbles_lost,0,,,,,
player,201911170min,den,LindPh00,pass_cmp,0,,,,,
player,201911170min,den,LindPh00,pass_att,0,,,,,
player,201911170min,den,LindPh00,pass_yds,0,,,,,
player,201911170min,den,LindPh00,pass_td,0,,,,,
player,201911170min,den,LindPh00,pass_int,0,,,,,
player,201911170min,den,LindPh00,pass_sacked,0,,,,,
player,201911170min,den,LindPh00,pass_sacked_yds,0,,,,,
player,201911170min,den,LindPh00,pass_long,0,,,,,
player,201911170min,den,LindPh00,pass_rating,,,,,,
player,201911170min,den,LindPh00,rush_att,16,,,,,
player,201911170min,den,LindPh00,rush_yds,67,,,,,
player,201911170min,den,LindPh00,rush_td,0,,,,,
player,201911170min,den,LindPh00,rush_long,11,,,,,
player,201911170min,den,LindPh00,targets,2,,,,,
player,201911170min,den,LindPh00,rec,2,,,,,
player,201911170min,den,LindPh00,rec_yds,8,,,,,
player,201911170min,den,LindPh00,rec_td,0,,,,,
player,201911170min,den,LindPh00,rec_long,7,,,,,
player,201911170min,den,LindPh00,fumbles,0,,,,,
player,201911170min,den,LindPh00,fumbles_lost,0,,,,,
player,201911170min,den,FreeRo00,pass_cmp,0,,,,,
player,201911170min,den,FreeRo00,pass_att,0,,,,,
player,201911170min,den,FreeRo00,pass_yds,0,,,,,
player,201911170min,den,FreeRo00,pass_td,0,,,,,
player,201911170min,den,FreeRo00,pass_int,0,,,,,
player,201911170min,den,FreeRo00,pass_sacked,0,,,,,
player,201911170min,den,FreeRo00,pass_sacked_yds,0,,,,,
player,201911170min,den,FreeRo00,pass_long,0,,,,,
player,201911170min,den,FreeRo00,pass_rating,,,,,,
player,201911170min,den,FreeRo00,rush_att,8,,,,,
player,201911170min,den,FreeRo00,rush_yds,31,,,,,
player,201911170min,den,FreeRo00,rush_td,0,,,,,
player,201911170min,den,FreeRo00,rush_long,10,,,,,
player,201911170min,den,FreeRo00,targets,1,,,,,
player,201911170min,den,FreeRo00,rec,1,,,,,
player,201911170min,den,FreeRo00,rec_yds,14,,,,,
player,201911170min,den,FreeRo00,rec_td,0,,,,,
player,201911170min,den,FreeRo00,rec_long,14,,,,,
player,201911170min,den,FreeRo00,fumbles,0,,,,,
player,201911170min,den,FreeRo00,fumbles_lost,0,,,,,
player,201911170min,den,BookDe00,pass_cmp,0,,,,,
player,201911170min,den,BookDe00,pass_att,0,,,,,
player,201911170min,den,BookDe00,pass_yds,0,,,,,
player,201911170min,den,BookDe00,pass_td,0,,,,,
player,201911170min,den,BookDe00,pass_int,0,,,,,
player,201911170min,den,BookDe00,pass_sacked,0,,,,,
player,201911170min,den,BookDe00,pass_sacked_yds,0,,,,,
player,201911170min,den,BookDe00,pass_long,0,,,,,
player,201911170min,den,BookDe00,pass_rating,,,,,,
player,201911170min,den,BookDe00,rush_att,1,,,,,
player,201911170min,den,BookDe00,rush_yds,4,,,,,
player,201911170min,den,BookDe00,rush_td,0,,,,,
player,201911170min,den,BookDe00,rush_long,4,,,,,
player,201911170min,den,BookDe00,targets,2,,,,,
player,201911170min,den,BookDe00,rec,0,,,,,
player,201911170min,den,BookDe00,rec_yds,0,,,,,
player,201911170min,den,BookDe00,rec_td,0,,,,,
player,201911170min,den,BookDe00,rec_long,0,,,,,
player,201911170min,den,BookDe00,fumbles,0,,,,,
player,201911170min,den,BookDe00,fumbles_lost,0,,,,,
player,201911170min,den,JanoAn00,pass_cmp,0,,,,,
player,201911170min,den,JanoAn00,pass_att,0,,,,,
player,201911170min,den,JanoAn00,pass_yds,0,,,,,
player,201911170min,den,JanoAn00,pass_td,0,,,,,
player,201911170min,den,JanoAn00,pass_int,0,,,,,
player,201911170min,den,JanoAn00,pass_sacked,0,,,,,
player,201911170min,den,JanoAn00,pass_sacked_yds,0,,,,,
player,201911170min,den,JanoAn00,pass_long,0,,,,,
player,201911170min,den,JanoAn00,pass_rating,,,,,,
player,201911170min,den,JanoAn00,rush_att,1,,,,,
player,201911170min,den,JanoAn00,rush_yds,1,,,,,
player,201911170min,den,JanoAn00,rush_td,1,,,,,
player,201911170min,den,JanoAn00,rush_long,1,,,,,
player,201911170min,den,JanoAn00,targets,1,,,,,
player,201911170min,den,JanoAn00,rec,1,,,,,
player,201911170min,den,JanoAn00,rec_yds,3,,,,,
player,201911170min,den,JanoAn00,rec_td,0,,,,,
player,201911170min,den,JanoAn00,rec_long,3,,,,,
player,201911170min,den,JanoAn00,fumbles,0,,,,,
player,201911170min,den,JanoAn00,fumbles_lost,0,,,,,
player,201911170min,den,PatrTi00,pass_cmp,0,,,,,
player,201911170min,den,PatrTi00,pass_att,0,,,,,
player,201911170min,den,PatrTi00,pass_yds,0,,,,,
player,201911170min,den,PatrTi00,pass_td,0,,,,,
player,201911170min,den,PatrTi00,pass_int,0,,,,,
player,201911170min,den,PatrTi00,pass_sacked,0,,,,,
player,201911170min,den,PatrTi00,pass_sacked_yds,0,,,,,
player,201911170min,den,PatrTi00,pass_long,0,,,,,
player,201911170min,den,PatrTi00,pass_rating,,,,,,
player,201911170min,den,PatrTi00,rush_att,0,,,,,
player,201911170min,den,PatrTi00,rush_yds,0,,,,,
player,201911170min,den,PatrTi00,rush_td,0,,,,,
player,201911170min,den,PatrTi00,rush_long,0,,,,,
player,201911170min,den,PatrTi00,targets,8,,,,,
player,201911170min,den,PatrTi00,rec,4,,,,,
player,201911170min,den,PatrTi00,rec_yds,77,,,,,
player,201911170min,den,PatrTi00,rec_td,0,,,,,
player,201911170min,den,PatrTi00,rec_long,38,,,,,
player,201911170min,den,PatrTi00,fumbles,0,,,,,
player,201911170min,den,PatrTi00,fumbles_lost,0,,,,,
player,201911170min,den,FumaTr00,pass_cmp,0,,,,,
player,201911170min,den,FumaTr00,pass_att,0,,,,,
player,201911170min,den,FumaTr00,pass_yds,0,,,,,
player,201911170min,den,FumaTr00,pass_td,0,,,,,
player,201911170min,den,FumaTr00,pass_int,0,,,,,
player,201911170min,den,FumaTr00,pass_sacked,0,,,,,
player,201911170min,den,FumaTr00,pass_sacked_yds,0,,,,,
player,201911170min,den,FumaTr00,pass_long,0,,,,,
player,201911170min,den,FumaTr00,pass_rating,,,,,,
player,201911170min,den,FumaTr00,rush_att,0,,,,,
player,201911170min,den,FumaTr00,rush_yds,0,,,,,
player,201911170min,den,FumaTr00,rush_td,0,,,,,
player,201911170min,den,FumaTr00,rush_long,0,,,,,
player,201911170min,den,FumaTr00,targets,3,,,,,
player,201911170min,den,FumaTr00,rec,1,,,,,
player,201911170min,den,FumaTr00,rec_yds,3,,,,,
player,201911170min,den,FumaTr00,rec_td,1,,,,,
player,201911170min,den,FumaTr00,rec_long,3,,,,,
player,201911170min,den,FumaTr00,fumbles,0,,,,,
player,201911170min,den,FumaTr00,fumbles_lost,0,,,,,
player,201911170min,den,FantNo00,pass_cmp,0,,,,,
player,201911170min,den,FantNo00,pass_att,0,,,,,
player,201911170min,den,FantNo00,pass_yds,0,,,,,
player,201911170min,den,FantNo00,pass_td,0,,,,,
player,201911170min,den,FantNo00,pass_int,0,,,,,
player,201911170min,den,FantNo00,pass_sacked,0,,,,,
player,201911170min,den,FantNo00,pass_sacked_yds,0,,,,,
player,201911170min,den,FantNo00,pass_long,0,,,,,
player,201911170min,den,FantNo00,pass_rating,,,,,,
player,201911170min,den,FantNo00,rush_att,2,,,,,
player,201911170min,den,FantNo00,rush_yds,-7,,,,,
player,201911170min,den,FantNo00,rush_td,0,,,,,
player,201911170min,den,FantNo00,rush_long,-2,,,,,
player,201911170min,den,FantNo00,targets,11,,,,,
player,201911170min,den,FantNo00,rec,4,,,,,
player,201911170min,den,FantNo00,rec_yds,60,,,,,
player,201911170min,den,FantNo00,rec_td,0,,,,,
player,201911170min,den,FantNo00,rec_long,31,,,,,
player,201911170min,den,FantNo00,fumbles,0,,,,,
player,201911170min,den,FantNo00,fumbles_lost,0,,,,,
player,201911170min,min,CousKi00,pass_cmp,29,,,,,
player,201911170min,min,CousKi00,pass_att,35,,,,,
player,201911170min,min,CousKi00,pass_yds,319,,,,,
player,201911170min,min,CousKi00,pass_td,3,,,,,
player,201911170min,min,CousKi00,pass_int,0,,,,,
player,201911170min,min,CousKi00,pass_sacked,5,,,,,
player,201911170min,min,CousKi00,pass_sacked_yds,35,,,,,
player,201911170min,min,CousKi00,pass_long,54,,,,,
player,201911170min,min,CousKi00,pass_rating,133.2,,,,,
player,201911170min,min,CousKi00,rush_att,2,,,,,
player,201911170min,min,CousKi00,rush_yds,1,,,,,
player,201911170min,min,CousKi00,rush_td,0,,,,,
player,201911170min,min,CousKi00,rush_long,1,,,,,
player,201911170min,min,CousKi00,targets,0,,,,,
player,201911170min,min,CousKi00,rec,0,,,,,
player,201911170min,min,CousKi00,rec_yds,0,,,,,
player,201911170min,min,CousKi00,rec_td,0,,,,,
player,201911170min,min,CousKi00,rec_long,0,,,,,
player,201911170min,min,CousKi00,fumbles,1,,,,,
player,201911170min,min,CousKi00,fumbles_lost,1,,,,,
player,201911170min,min,CookDa01,pass_cmp,0,,,,,
player,201911170min,min,CookDa01,pass_att,0,,,,,
player,201911170min,min,CookDa01,pass_yds,0,,,,,
player,201911170min,min,CookDa01,pass_td,0,,,,,
player,201911170min,min,CookDa01,pass_int,0,,,,,
player,201911170min,min,CookDa01,pass_sacked,0,,,,,
player,201911170min,min,CookDa01,pass_sacked_yds,0,,,,,
player,201911170min,min,CookDa01,pass_long,0,,,,,
player,201911170min,min,CookDa01,pass_rating,,,,,,
player,201911170min,min,CookDa01,rush_att,11,,,,,
player,201911170min,min,CookDa01,rush_yds,26,,,,,
player,201911170min,min,CookDa01,rush_td,1,,,,,
player,201911170min,min,CookDa01,rush_long,5,,,,,
player,201911170min,min,CookDa01,targets,6,,,,,
player,201911170min,min,CookDa01,rec,5,,,,,
player,201911170min,min,CookDa01,rec_yds,31,,,,,
player,201911170min,min,CookDa01,rec_td,0,,,,,
player,201911170min,min,CookDa01,rec_long,21,,,,,
player,201911170min,min,CookDa01,fumbles,0,,,,,
player,201911170min,min,CookDa01,fumbles_lost,0,,,,,
player,201911170min,min,AbduAm00,pass_cmp,0,,,,,
player,201911170min,min,AbduAm00,pass_att,0,,,,,
player,201911170min,min,AbduAm00,pass_yds,0,,,,,
player,201911170min,min,AbduAm00,pass_td,0,,,,,
player,201911170min,min,AbduAm00,pass_int,0,,,,,
player,201911170min,min,AbduAm00,pass_sacked,0,,,,,
player,201911170min,min,AbduAm00,pass_sacked_yds,0,,,,,
player,201911170min,min,AbduAm00,pass_long,0,,,,,
player,201911170min,min,AbduAm00,pass_rating,,,,,,
player,201911170min,min,AbduAm00,rush_att,1,,,,,
player,201911170min,min,AbduAm00,rush_yds,5,,,,,
player,201911170min,min,AbduAm00,rush_td,0,,,,,
player,201911170min,min,AbduAm00,rush_long,5,,,,,
player,201911170min,min,AbduAm00,targets,2,,,,,
player,201911170min,min,AbduAm00,rec,2,,,,,
player,201911170min,min,AbduAm00,rec_yds,11,,,,,
player,201911170min,min,AbduAm00,rec_td,0,,,,,
player,201911170min,min,AbduAm00,rec_long,6,,,,,
player,201911170min,min,AbduAm00,fumbles,1,,,,,
player,201911170min,min,AbduAm00,fumbles_lost,1,,,,,
player,201911170min,min,MattAl01,pass_cmp,0,,,,,
player,201911170min,min,MattAl01,pass_att,0,,,,,
player,201911170min,min,MattAl01,pass_yds,0,,,,,
player,201911170min,min,MattAl01,pass_td,0,,,,,
player,201911170min,min,MattAl01,pass_int,0,,,,,
player,201911170min,min,MattAl01,pass_sacked,0,,,,,
player,201911170min,min,MattAl01,pass_sacked_yds,0,,,,,
player,201911170min,min,MattAl01,pass_long,0,,,,,
player,201911170min,min,MattAl01,pass_rating,,,,,,
player,201911170min,min,MattAl01,rush_att,3,,,,,
player,201911170min,min,MattAl01,rush_yds,5,,,,,
player,201911170min,min,MattAl01,rush_td,0,,,,,
player,201911170min,min,MattAl01,rush_long,6,,,,,
player,201911170min,min,MattAl01,targets,0,,,,,
player,201911170min,min,MattAl01,rec,0,,,,,
player,201911170min,min,MattAl01,rec_yds,0,,,,,
player,201911170min,min,MattAl01,rec_td,0,,,,,
player,201911170min,min,MattAl01,rec_long,0,,,,,
player,201911170min,min,MattAl01,fumbles,0,,,,,
player,201911170min,min,MattAl01,fumbles_lost,0,,,,,
player,201911170min,min,DiggSt00,pass_cmp,0,,,,,
player,201911170min,min,DiggSt00,pass_att,0,,,,,
player,201911170min,min,DiggSt00,pass_yds,0,,,,,
player,201911170min,min,DiggSt00,pass_td,0,,,,,
player,201911170min,min,DiggSt00,pass_int,0,,,,,
player,201911170min,min,DiggSt00,pass_sacked,0,,,,,
player,201911170min,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201911170min,min,DiggSt00,pass_long,0,,,,,
player,201911170min,min,DiggSt00,pass_rating,,,,,,
player,201911170min,min,DiggSt00,rush_att,0,,,,,
player,201911170min,min,DiggSt00,rush_yds,0,,,,,
player,201911170min,min,DiggSt00,rush_td,0,,,,,
player,201911170min,min,DiggSt00,rush_long,0,,,,,
player,201911170min,min,DiggSt00,targets,5,,,,,
player,201911170min,min,DiggSt00,rec,5,,,,,
player,201911170min,min,DiggSt00,rec_yds,121,,,,,
player,201911170min,min,DiggSt00,rec_td,1,,,,,
player,201911170min,min,DiggSt00,rec_long,54,,,,,
player,201911170min,min,DiggSt00,fumbles,0,,,,,
player,201911170min,min,DiggSt00,fumbles_lost,0,,,,,
player,201911170min,min,RudoKy00,pass_cmp,0,,,,,
player,201911170min,min,RudoKy00,pass_att,0,,,,,
player,201911170min,min,RudoKy00,pass_yds,0,,,,,
player,201911170min,min,RudoKy00,pass_td,0,,,,,
player,201911170min,min,RudoKy00,pass_int,0,,,,,
player,201911170min,min,RudoKy00,pass_sacked,0,,,,,
player,201911170min,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201911170min,min,RudoKy00,pass_long,0,,,,,
player,201911170min,min,RudoKy00,pass_rating,,,,,,
player,201911170min,min,RudoKy00,rush_att,0,,,,,
player,201911170min,min,RudoKy00,rush_yds,0,,,,,
player,201911170min,min,RudoKy00,rush_td,0,,,,,
player,201911170min,min,RudoKy00,rush_long,0,,,,,
player,201911170min,min,RudoKy00,targets,5,,,,,
player,201911170min,min,RudoKy00,rec,5,,,,,
player,201911170min,min,RudoKy00,rec_yds,67,,,,,
player,201911170min,min,RudoKy00,rec_td,1,,,,,
player,201911170min,min,RudoKy00,rec_long,32,,,,,
player,201911170min,min,RudoKy00,fumbles,0,,,,,
player,201911170min,min,RudoKy00,fumbles_lost,0,,,,,
player,201911170min,min,JohnOl00,pass_cmp,0,,,,,
player,201911170min,min,JohnOl00,pass_att,0,,,,,
player,201911170min,min,JohnOl00,pass_yds,0,,,,,
player,201911170min,min,JohnOl00,pass_td,0,,,,,
player,201911170min,min,JohnOl00,pass_int,0,,,,,
player,201911170min,min,JohnOl00,pass_sacked,0,,,,,
player,201911170min,min,JohnOl00,pass_sacked_yds,0,,,,,
player,201911170min,min,JohnOl00,pass_long,0,,,,,
player,201911170min,min,JohnOl00,pass_rating,,,,,,
player,201911170min,min,JohnOl00,rush_att,0,,,,,
player,201911170min,min,JohnOl00,rush_yds,0,,,,,
player,201911170min,min,JohnOl00,rush_td,0,,,,,
player,201911170min,min,JohnOl00,rush_long,0,,,,,
player,201911170min,min,JohnOl00,targets,9,,,,,
player,201911170min,min,JohnOl00,rec,6,,,,,
player,201911170min,min,JohnOl00,rec_yds,35,,,,,
player,201911170min,min,JohnOl00,rec_td,0,,,,,
player,201911170min,min,JohnOl00,rec_long,9,,,,,
player,201911170min,min,JohnOl00,fumbles,0,,,,,
player,201911170min,min,JohnOl00,fumbles_lost,0,,,,,
player,201911170min,min,ConkTy00,pass_cmp,0,,,,,
player,201911170min,min,ConkTy00,pass_att,0,,,,,
player,201911170min,min,ConkTy00,pass_yds,0,,,,,
player,201911170min,min,ConkTy00,pass_td,0,,,,,
player,201911170min,min,ConkTy00,pass_int,0,,,,,
player,201911170min,min,ConkTy00,pass_sacked,0,,,,,
player,201911170min,min,ConkTy00,pass_sacked_yds,0,,,,,
player,201911170min,min,ConkTy00,pass_long,0,,,,,
player,201911170min,min,ConkTy00,pass_rating,,,,,,
player,201911170min,min,ConkTy00,rush_att,0,,,,,
player,201911170min,min,ConkTy00,rush_yds,0,,,,,
player,201911170min,min,ConkTy00,rush_td,0,,,,,
player,201911170min,min,ConkTy00,rush_long,0,,,,,
player,201911170min,min,ConkTy00,targets,3,,,,,
player,201911170min,min,ConkTy00,rec,2,,,,,
player,201911170min,min,ConkTy00,rec_yds,28,,,,,
player,201911170min,min,ConkTy00,rec_td,0,,,,,
player,201911170min,min,ConkTy00,rec_long,20,,,,,
player,201911170min,min,ConkTy00,fumbles,0,,,,,
player,201911170min,min,ConkTy00,fumbles_lost,0,,,,,
player,201911170min,min,SmitIr01,pass_cmp,0,,,,,
player,201911170min,min,SmitIr01,pass_att,0,,,,,
player,201911170min,min,SmitIr01,pass_yds,0,,,,,
player,201911170min,min,SmitIr01,pass_td,0,,,,,
player,201911170min,min,SmitIr01,pass_int,0,,,,,
player,201911170min,min,SmitIr01,pass_sacked,0,,,,,
player,201911170min,min,SmitIr01,pass_sacked_yds,0,,,,,
player,201911170min,min,SmitIr01,pass_long,0,,,,,
player,201911170min,min,SmitIr01,pass_rating,,,,,,
player,201911170min,min,SmitIr01,rush_att,0,,,,,
player,201911170min,min,SmitIr01,rush_yds,0,,,,,
player,201911170min,min,SmitIr01,rush_td,0,,,,,
player,201911170min,min,SmitIr01,rush_long,0,,,,,
player,201911170min,min,SmitIr01,targets,3,,,,,
player,201911170min,min,SmitIr01,rec,3,,,,,
player,201911170min,min,SmitIr01,rec_yds,20,,,,,
player,201911170min,min,SmitIr01,rec_td,1,,,,,
player,201911170min,min,SmitIr01,rec_long,10,,,,,
player,201911170min,min,SmitIr01,fumbles,0,,,,,
player,201911170min,min,SmitIr01,fumbles_lost,0,,,,,
player,201911170min,min,HamxC.00,pass_cmp,0,,,,,
player,201911170min,min,HamxC.00,pass_att,0,,,,,
player,201911170min,min,HamxC.00,pass_yds,0,,,,,
player,201911170min,min,HamxC.00,pass_td,0,,,,,
player,201911170min,min,HamxC.00,pass_int,0,,,,,
player,201911170min,min,HamxC.00,pass_sacked,0,,,,,
player,201911170min,min,HamxC.00,pass_sacked_yds,0,,,,,
player,201911170min,min,HamxC.00,pass_long,0,,,,,
player,201911170min,min,HamxC.00,pass_rating,,,,,,
player,201911170min,min,HamxC.00,rush_att,1,,,,,
player,201911170min,min,HamxC.00,rush_yds,0,,,,,
player,201911170min,min,HamxC.00,rush_td,0,,,,,
player,201911170min,min,HamxC.00,rush_long,0,,,,,
player,201911170min,min,HamxC.00,targets,1,,,,,
player,201911170min,min,HamxC.00,rec,1,,,,,
player,201911170min,min,HamxC.00,rec_yds,6,,,,,
player,201911170min,min,HamxC.00,rec_td,0,,,,,
player,201911170min,min,HamxC.00,rec_long,6,,,,,
player,201911170min,min,HamxC.00,fumbles,0,,,,,
player,201911170min,min,HamxC.00,fumbles_lost,0,,,,,
player,201911170min,min,TreaLa00,pass_cmp,0,,,,,
player,201911170min,min,TreaLa00,pass_att,0,,,,,
player,201911170min,min,TreaLa00,pass_yds,0,,,,,
player,201911170min,min,TreaLa00,pass_td,0,,,,,
player,201911170min,min,TreaLa00,pass_int,0,,,,,
player,201911170min,min,TreaLa00,pass_sacked,0,,,,,
player,201911170min,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201911170min,min,TreaLa00,pass_long,0,,,,,
player,201911170min,min,TreaLa00,pass_rating,,,,,,
player,201911170min,min,TreaLa00,rush_att,0,,,,,
player,201911170min,min,TreaLa00,rush_yds,0,,,,,
player,201911170min,min,TreaLa00,rush_td,0,,,,,
player,201911170min,min,TreaLa00,rush_long,0,,,,,
player,201911170min,min,TreaLa00,targets,1,,,,,
player,201911170min,min,TreaLa00,rec,0,,,,,
player,201911170min,min,TreaLa00,rec_yds,0,,,,,
player,201911170min,min,TreaLa00,rec_td,0,,,,,
player,201911170min,min,TreaLa00,rec_long,0,,,,,
player,201911170min,min,TreaLa00,fumbles,0,,,,,
player,201911170min,min,TreaLa00,fumbles_lost,0,,,,,
player,201911170min,den,HarrSh00,def_int,0,,,,,
player,201911170min,den,HarrSh00,def_int_yds,0,,,,,
player,201911170min,den,HarrSh00,def_int_td,0,,,,,
player,201911170min,den,HarrSh00,def_int_long,0,,,,,
player,201911170min,den,HarrSh00,pass_defended,0,,,,,
player,201911170min,den,HarrSh00,sacks,3.0,,,,,
player,201911170min,den,HarrSh00,tackles_combined,5,,,,,
player,201911170min,den,HarrSh00,tackles_solo,5,,,,,
player,201911170min,den,HarrSh00,tackles_assists,0,,,,,
player,201911170min,den,HarrSh00,tackles_loss,2,,,,,
player,201911170min,den,HarrSh00,qb_hits,3,,,,,
player,201911170min,den,HarrSh00,fumbles_rec,0,,,,,
player,201911170min,den,HarrSh00,fumbles_rec_yds,0,,,,,
player,201911170min,den,HarrSh00,fumbles_rec_td,0,,,,,
player,201911170min,den,HarrSh00,fumbles_forced,1,,,,,
player,201911170min,den,MillVo00,def_int,0,,,,,
player,201911170min,den,MillVo00,def_int_yds,0,,,,,
player,201911170min,den,MillVo00,def_int_td,0,,,,,
player,201911170min,den,MillVo00,def_int_long,0,,,,,
player,201911170min,den,MillVo00,pass_defended,0,,,,,
player,201911170min,den,MillVo00,sacks,1.0,,,,,
player,201911170min,den,MillVo00,tackles_combined,3,,,,,
player,201911170min,den,MillVo00,tackles_solo,3,,,,,
player,201911170min,den,MillVo00,tackles_assists,0,,,,,
player,201911170min,den,MillVo00,tackles_loss,1,,,,,
player,201911170min,den,MillVo00,qb_hits,1,,,,,
player,201911170min,den,MillVo00,fumbles_rec,0,,,,,
player,201911170min,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201911170min,den,MillVo00,fumbles_rec_td,0,,,,,
player,201911170min,den,MillVo00,fumbles_forced,0,,,,,
player,201911170min,den,JoneDr00,def_int,0,,,,,
player,201911170min,den,JoneDr00,def_int_yds,0,,,,,
player,201911170min,den,JoneDr00,def_int_td,0,,,,,
player,201911170min,den,JoneDr00,def_int_long,0,,,,,
player,201911170min,den,JoneDr00,pass_defended,0,,,,,
player,201911170min,den,JoneDr00,sacks,1.0,,,,,
player,201911170min,den,JoneDr00,tackles_combined,2,,,,,
player,201911170min,den,JoneDr00,tackles_solo,1,,,,,
player,201911170min,den,JoneDr00,tackles_assists,1,,,,,
player,201911170min,den,JoneDr00,tackles_loss,1,,,,,
player,201911170min,den,JoneDr00,qb_hits,1,,,,,
player,201911170min,den,JoneDr00,fumbles_rec,0,,,,,
player,201911170min,den,JoneDr00,fumbles_rec_yds,0,,,,,
player,201911170min,den,JoneDr00,fumbles_rec_td,0,,,,,
player,201911170min,den,JoneDr00,fumbles_forced,0,,,,,
player,201911170min,den,DaviTo01,def_int,0,,,,,
player,201911170min,den,DaviTo01,def_int_yds,0,,,,,
player,201911170min,den,DaviTo01,def_int_td,0,,,,,
player,201911170min,den,DaviTo01,def_int_long,0,,,,,
