game,2019,2,20190915,201909150ram,nor,"New Orleans Saints",9,ram,"Los Angeles Rams",27
player,201909150ram,nor,ApplEl00,tackles_assists,0,,,,,
player,201909150ram,nor,ApplEl00,tackles_loss,0,,,,,
player,201909150ram,nor,ApplEl00,qb_hits,0,,,,,
player,201909150ram,nor,ApplEl00,fumbles_rec,0,,,,,
player,201909150ram,nor,ApplEl00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,ApplEl00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,ApplEl00,fumbles_forced,0,,,,,
player,201909150ram,nor,BellVo00,def_int,0,,,,,
player,201909150ram,nor,BellVo00,def_int_yds,0,,,,,
player,201909150ram,nor,BellVo00,def_int_td,0,,,,,
player,201909150ram,nor,BellVo00,def_int_long,0,,,,,
player,201909150ram,nor,BellVo00,pass_defended,0,,,,,
player,201909150ram,nor,BellVo00,sacks,0.0,,,,,
player,201909150ram,nor,BellVo00,tackles_combined,5,,,,,
player,201909150ram,nor,BellVo00,tackles_solo,4,,,,,
player,201909150ram,nor,BellVo00,tackles_assists,1,,,,,
player,201909150ram,nor,BellVo00,tackles_loss,1,,,,,
player,201909150ram,nor,BellVo00,qb_hits,0,,,,,
player,201909150ram,nor,BellVo00,fumbles_rec,0,,,,,
player,201909150ram,nor,BellVo00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,BellVo00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,BellVo00,fumbles_forced,0,,,,,
player,201909150ram,nor,DaviDe00,def_int,0,,,,,
player,201909150ram,nor,DaviDe00,def_int_yds,0,,,,,
player,201909150ram,nor,DaviDe00,def_int_td,0,,,,,
player,201909150ram,nor,DaviDe00,def_int_long,0,,,,,
player,201909150ram,nor,DaviDe00,pass_defended,0,,,,,
player,201909150ram,nor,DaviDe00,sacks,0.0,,,,,
player,201909150ram,nor,DaviDe00,tackles_combined,5,,,,,
player,201909150ram,nor,DaviDe00,tackles_solo,3,,,,,
player,201909150ram,nor,DaviDe00,tackles_assists,2,,,,,
player,201909150ram,nor,DaviDe00,tackles_loss,1,,,,,
player,201909150ram,nor,DaviDe00,qb_hits,0,,,,,
player,201909150ram,nor,DaviDe00,fumbles_rec,0,,,,,
player,201909150ram,nor,DaviDe00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,DaviDe00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,DaviDe00,fumbles_forced,0,,,,,
player,201909150ram,nor,KleiAJ00,def_int,0,,,,,
player,201909150ram,nor,KleiAJ00,def_int_yds,0,,,,,
player,201909150ram,nor,KleiAJ00,def_int_td,0,,,,,
player,201909150ram,nor,KleiAJ00,def_int_long,0,,,,,
player,201909150ram,nor,KleiAJ00,pass_defended,0,,,,,
player,201909150ram,nor,KleiAJ00,sacks,0.0,,,,,
player,201909150ram,nor,KleiAJ00,tackles_combined,5,,,,,
player,201909150ram,nor,KleiAJ00,tackles_solo,2,,,,,
player,201909150ram,nor,KleiAJ00,tackles_assists,3,,,,,
player,201909150ram,nor,KleiAJ00,tackles_loss,0,,,,,
player,201909150ram,nor,KleiAJ00,qb_hits,0,,,,,
player,201909150ram,nor,KleiAJ00,fumbles_rec,0,,,,,
player,201909150ram,nor,KleiAJ00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,KleiAJ00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,KleiAJ00,fumbles_forced,0,,,,,
player,201909150ram,nor,LattMa01,def_int,0,,,,,
player,201909150ram,nor,LattMa01,def_int_yds,0,,,,,
player,201909150ram,nor,LattMa01,def_int_td,0,,,,,
player,201909150ram,nor,LattMa01,def_int_long,0,,,,,
player,201909150ram,nor,LattMa01,pass_defended,0,,,,,
player,201909150ram,nor,LattMa01,sacks,0.0,,,,,
player,201909150ram,nor,LattMa01,tackles_combined,5,,,,,
player,201909150ram,nor,LattMa01,tackles_solo,2,,,,,
player,201909150ram,nor,LattMa01,tackles_assists,3,,,,,
player,201909150ram,nor,LattMa01,tackles_loss,0,,,,,
player,201909150ram,nor,LattMa01,qb_hits,0,,,,,
player,201909150ram,nor,LattMa01,fumbles_rec,0,,,,,
player,201909150ram,nor,LattMa01,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,LattMa01,fumbles_rec_td,0,,,,,
player,201909150ram,nor,LattMa01,fumbles_forced,0,,,,,
player,201909150ram,nor,OnyeDa00,def_int,0,,,,,
player,201909150ram,nor,OnyeDa00,def_int_yds,0,,,,,
player,201909150ram,nor,OnyeDa00,def_int_td,0,,,,,
player,201909150ram,nor,OnyeDa00,def_int_long,0,,,,,
player,201909150ram,nor,OnyeDa00,pass_defended,0,,,,,
player,201909150ram,nor,OnyeDa00,sacks,0.0,,,,,
player,201909150ram,nor,OnyeDa00,tackles_combined,4,,,,,
player,201909150ram,nor,OnyeDa00,tackles_solo,3,,,,,
player,201909150ram,nor,OnyeDa00,tackles_assists,1,,,,,
player,201909150ram,nor,OnyeDa00,tackles_loss,0,,,,,
player,201909150ram,nor,OnyeDa00,qb_hits,1,,,,,
player,201909150ram,nor,OnyeDa00,fumbles_rec,0,,,,,
player,201909150ram,nor,OnyeDa00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,OnyeDa00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,OnyeDa00,fumbles_forced,0,,,,,
player,201909150ram,nor,WillMa06,def_int,0,,,,,
player,201909150ram,nor,WillMa06,def_int_yds,0,,,,,
player,201909150ram,nor,WillMa06,def_int_td,0,,,,,
player,201909150ram,nor,WillMa06,def_int_long,0,,,,,
player,201909150ram,nor,WillMa06,pass_defended,0,,,,,
player,201909150ram,nor,WillMa06,sacks,0.0,,,,,
player,201909150ram,nor,WillMa06,tackles_combined,4,,,,,
player,201909150ram,nor,WillMa06,tackles_solo,3,,,,,
player,201909150ram,nor,WillMa06,tackles_assists,1,,,,,
player,201909150ram,nor,WillMa06,tackles_loss,0,,,,,
player,201909150ram,nor,WillMa06,qb_hits,0,,,,,
player,201909150ram,nor,WillMa06,fumbles_rec,0,,,,,
player,201909150ram,nor,WillMa06,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,WillMa06,fumbles_rec_td,0,,,,,
player,201909150ram,nor,WillMa06,fumbles_forced,0,,,,,
player,201909150ram,nor,BrowMa01,def_int,0,,,,,
player,201909150ram,nor,BrowMa01,def_int_yds,0,,,,,
player,201909150ram,nor,BrowMa01,def_int_td,0,,,,,
player,201909150ram,nor,BrowMa01,def_int_long,0,,,,,
player,201909150ram,nor,BrowMa01,pass_defended,0,,,,,
player,201909150ram,nor,BrowMa01,sacks,0.0,,,,,
player,201909150ram,nor,BrowMa01,tackles_combined,3,,,,,
player,201909150ram,nor,BrowMa01,tackles_solo,1,,,,,
player,201909150ram,nor,BrowMa01,tackles_assists,2,,,,,
player,201909150ram,nor,BrowMa01,tackles_loss,0,,,,,
player,201909150ram,nor,BrowMa01,qb_hits,0,,,,,
player,201909150ram,nor,BrowMa01,fumbles_rec,0,,,,,
player,201909150ram,nor,BrowMa01,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,BrowMa01,fumbles_rec_td,0,,,,,
player,201909150ram,nor,BrowMa01,fumbles_forced,0,,,,,
player,201909150ram,nor,AnzaAl00,def_int,0,,,,,
player,201909150ram,nor,AnzaAl00,def_int_yds,0,,,,,
player,201909150ram,nor,AnzaAl00,def_int_td,0,,,,,
player,201909150ram,nor,AnzaAl00,def_int_long,0,,,,,
player,201909150ram,nor,AnzaAl00,pass_defended,0,,,,,
player,201909150ram,nor,AnzaAl00,sacks,0.0,,,,,
player,201909150ram,nor,AnzaAl00,tackles_combined,2,,,,,
player,201909150ram,nor,AnzaAl00,tackles_solo,2,,,,,
player,201909150ram,nor,AnzaAl00,tackles_assists,0,,,,,
player,201909150ram,nor,AnzaAl00,tackles_loss,0,,,,,
player,201909150ram,nor,AnzaAl00,qb_hits,0,,,,,
player,201909150ram,nor,AnzaAl00,fumbles_rec,0,,,,,
player,201909150ram,nor,AnzaAl00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,AnzaAl00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,AnzaAl00,fumbles_forced,0,,,,,
player,201909150ram,nor,WillP.00,def_int,0,,,,,
player,201909150ram,nor,WillP.00,def_int_yds,0,,,,,
player,201909150ram,nor,WillP.00,def_int_td,0,,,,,
player,201909150ram,nor,WillP.00,def_int_long,0,,,,,
player,201909150ram,nor,WillP.00,pass_defended,0,,,,,
player,201909150ram,nor,WillP.00,sacks,0.0,,,,,
player,201909150ram,nor,WillP.00,tackles_combined,2,,,,,
player,201909150ram,nor,WillP.00,tackles_solo,2,,,,,
player,201909150ram,nor,WillP.00,tackles_assists,0,,,,,
player,201909150ram,nor,WillP.00,tackles_loss,0,,,,,
player,201909150ram,nor,WillP.00,qb_hits,0,,,,,
player,201909150ram,nor,WillP.00,fumbles_rec,0,,,,,
player,201909150ram,nor,WillP.00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,WillP.00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,WillP.00,fumbles_forced,0,,,,,
player,201909150ram,nor,AlonKi00,def_int,0,,,,,
player,201909150ram,nor,AlonKi00,def_int_yds,0,,,,,
player,201909150ram,nor,AlonKi00,def_int_td,0,,,,,
player,201909150ram,nor,AlonKi00,def_int_long,0,,,,,
player,201909150ram,nor,AlonKi00,pass_defended,0,,,,,
player,201909150ram,nor,AlonKi00,sacks,0.0,,,,,
player,201909150ram,nor,AlonKi00,tackles_combined,1,,,,,
player,201909150ram,nor,AlonKi00,tackles_solo,0,,,,,
player,201909150ram,nor,AlonKi00,tackles_assists,1,,,,,
player,201909150ram,nor,AlonKi00,tackles_loss,0,,,,,
player,201909150ram,nor,AlonKi00,qb_hits,0,,,,,
player,201909150ram,nor,AlonKi00,fumbles_rec,0,,,,,
player,201909150ram,nor,AlonKi00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,AlonKi00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,AlonKi00,fumbles_forced,0,,,,,
player,201909150ram,nor,EdwaMa01,def_int,0,,,,,
player,201909150ram,nor,EdwaMa01,def_int_yds,0,,,,,
player,201909150ram,nor,EdwaMa01,def_int_td,0,,,,,
player,201909150ram,nor,EdwaMa01,def_int_long,0,,,,,
player,201909150ram,nor,EdwaMa01,pass_defended,0,,,,,
player,201909150ram,nor,EdwaMa01,sacks,0.0,,,,,
player,201909150ram,nor,EdwaMa01,tackles_combined,1,,,,,
player,201909150ram,nor,EdwaMa01,tackles_solo,0,,,,,
player,201909150ram,nor,EdwaMa01,tackles_assists,1,,,,,
player,201909150ram,nor,EdwaMa01,tackles_loss,0,,,,,
player,201909150ram,nor,EdwaMa01,qb_hits,0,,,,,
player,201909150ram,nor,EdwaMa01,fumbles_rec,0,,,,,
player,201909150ram,nor,EdwaMa01,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,EdwaMa01,fumbles_rec_td,0,,,,,
player,201909150ram,nor,EdwaMa01,fumbles_forced,0,,,,,
player,201909150ram,nor,GardCh00,def_int,0,,,,,
player,201909150ram,nor,GardCh00,def_int_yds,0,,,,,
player,201909150ram,nor,GardCh00,def_int_td,0,,,,,
player,201909150ram,nor,GardCh00,def_int_long,0,,,,,
player,201909150ram,nor,GardCh00,pass_defended,0,,,,,
player,201909150ram,nor,GardCh00,sacks,0.0,,,,,
player,201909150ram,nor,GardCh00,tackles_combined,1,,,,,
player,201909150ram,nor,GardCh00,tackles_solo,1,,,,,
player,201909150ram,nor,GardCh00,tackles_assists,0,,,,,
player,201909150ram,nor,GardCh00,tackles_loss,0,,,,,
player,201909150ram,nor,GardCh00,qb_hits,0,,,,,
player,201909150ram,nor,GardCh00,fumbles_rec,0,,,,,
player,201909150ram,nor,GardCh00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,GardCh00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,GardCh00,fumbles_forced,0,,,,,
player,201909150ram,nor,TuttSh00,def_int,0,,,,,
player,201909150ram,nor,TuttSh00,def_int_yds,0,,,,,
player,201909150ram,nor,TuttSh00,def_int_td,0,,,,,
player,201909150ram,nor,TuttSh00,def_int_long,0,,,,,
player,201909150ram,nor,TuttSh00,pass_defended,0,,,,,
player,201909150ram,nor,TuttSh00,sacks,0.0,,,,,
player,201909150ram,nor,TuttSh00,tackles_combined,1,,,,,
player,201909150ram,nor,TuttSh00,tackles_solo,0,,,,,
player,201909150ram,nor,TuttSh00,tackles_assists,1,,,,,
player,201909150ram,nor,TuttSh00,tackles_loss,0,,,,,
player,201909150ram,nor,TuttSh00,qb_hits,0,,,,,
player,201909150ram,nor,TuttSh00,fumbles_rec,0,,,,,
player,201909150ram,nor,TuttSh00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,TuttSh00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,TuttSh00,fumbles_forced,0,,,,,
player,201909150ram,nor,ArmsTe00,def_int,0,,,,,
player,201909150ram,nor,ArmsTe00,def_int_yds,0,,,,,
player,201909150ram,nor,ArmsTe00,def_int_td,0,,,,,
player,201909150ram,nor,ArmsTe00,def_int_long,0,,,,,
player,201909150ram,nor,ArmsTe00,pass_defended,0,,,,,
player,201909150ram,nor,ArmsTe00,sacks,0.0,,,,,
player,201909150ram,nor,ArmsTe00,tackles_combined,0,,,,,
player,201909150ram,nor,ArmsTe00,tackles_solo,0,,,,,
player,201909150ram,nor,ArmsTe00,tackles_assists,0,,,,,
player,201909150ram,nor,ArmsTe00,tackles_loss,0,,,,,
player,201909150ram,nor,ArmsTe00,qb_hits,0,,,,,
player,201909150ram,nor,ArmsTe00,fumbles_rec,1,,,,,
player,201909150ram,nor,ArmsTe00,fumbles_rec_yds,0,,,,,
player,201909150ram,nor,ArmsTe00,fumbles_rec_td,0,,,,,
player,201909150ram,nor,ArmsTe00,fumbles_forced,0,,,,,
player,201909150ram,ram,JohnJo10,def_int,1,,,,,
player,201909150ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201909150ram,ram,JohnJo10,def_int_td,0,,,,,
player,201909150ram,ram,JohnJo10,def_int_long,0,,,,,
player,201909150ram,ram,JohnJo10,pass_defended,1,,,,,
player,201909150ram,ram,JohnJo10,sacks,0.0,,,,,
player,201909150ram,ram,JohnJo10,tackles_combined,6,,,,,
player,201909150ram,ram,JohnJo10,tackles_solo,4,,,,,
player,201909150ram,ram,JohnJo10,tackles_assists,2,,,,,
player,201909150ram,ram,JohnJo10,tackles_loss,1,,,,,
player,201909150ram,ram,JohnJo10,qb_hits,0,,,,,
player,201909150ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201909150ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201909150ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201909150ram,ram,BrocMi00,def_int,0,,,,,
player,201909150ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201909150ram,ram,BrocMi00,def_int_td,0,,,,,
player,201909150ram,ram,BrocMi00,def_int_long,0,,,,,
player,201909150ram,ram,BrocMi00,pass_defended,0,,,,,
player,201909150ram,ram,BrocMi00,sacks,1.0,,,,,
player,201909150ram,ram,BrocMi00,tackles_combined,3,,,,,
player,201909150ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201909150ram,ram,BrocMi00,tackles_assists,2,,,,,
player,201909150ram,ram,BrocMi00,tackles_loss,1,,,,,
player,201909150ram,ram,BrocMi00,qb_hits,1,,,,,
player,201909150ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201909150ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201909150ram,ram,MattCl99,def_int,0,,,,,
player,201909150ram,ram,MattCl99,def_int_yds,0,,,,,
player,201909150ram,ram,MattCl99,def_int_td,0,,,,,
player,201909150ram,ram,MattCl99,def_int_long,0,,,,,
player,201909150ram,ram,MattCl99,pass_defended,0,,,,,
player,201909150ram,ram,MattCl99,sacks,1.0,,,,,
player,201909150ram,ram,MattCl99,tackles_combined,3,,,,,
player,201909150ram,ram,MattCl99,tackles_solo,3,,,,,
player,201909150ram,ram,MattCl99,tackles_assists,0,,,,,
player,201909150ram,ram,MattCl99,tackles_loss,1,,,,,
player,201909150ram,ram,MattCl99,qb_hits,1,,,,,
player,201909150ram,ram,MattCl99,fumbles_rec,0,,,,,
player,201909150ram,ram,MattCl99,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,MattCl99,fumbles_rec_td,0,,,,,
player,201909150ram,ram,MattCl99,fumbles_forced,1,,,,,
player,201909150ram,ram,LittCo01,def_int,0,,,,,
player,201909150ram,ram,LittCo01,def_int_yds,0,,,,,
player,201909150ram,ram,LittCo01,def_int_td,0,,,,,
player,201909150ram,ram,LittCo01,def_int_long,0,,,,,
player,201909150ram,ram,LittCo01,pass_defended,2,,,,,
player,201909150ram,ram,LittCo01,sacks,0.0,,,,,
player,201909150ram,ram,LittCo01,tackles_combined,8,,,,,
player,201909150ram,ram,LittCo01,tackles_solo,5,,,,,
player,201909150ram,ram,LittCo01,tackles_assists,3,,,,,
player,201909150ram,ram,LittCo01,tackles_loss,0,,,,,
player,201909150ram,ram,LittCo01,qb_hits,0,,,,,
player,201909150ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201909150ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201909150ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201909150ram,ram,WeddEr99,def_int,0,,,,,
player,201909150ram,ram,WeddEr99,def_int_yds,0,,,,,
player,201909150ram,ram,WeddEr99,def_int_td,0,,,,,
player,201909150ram,ram,WeddEr99,def_int_long,0,,,,,
player,201909150ram,ram,WeddEr99,pass_defended,1,,,,,
player,201909150ram,ram,WeddEr99,sacks,0.0,,,,,
player,201909150ram,ram,WeddEr99,tackles_combined,7,,,,,
player,201909150ram,ram,WeddEr99,tackles_solo,5,,,,,
player,201909150ram,ram,WeddEr99,tackles_assists,2,,,,,
player,201909150ram,ram,WeddEr99,tackles_loss,0,,,,,
player,201909150ram,ram,WeddEr99,qb_hits,0,,,,,
player,201909150ram,ram,WeddEr99,fumbles_rec,0,,,,,
player,201909150ram,ram,WeddEr99,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,WeddEr99,fumbles_rec_td,0,,,,,
player,201909150ram,ram,WeddEr99,fumbles_forced,0,,,,,
player,201909150ram,ram,FowlDa00,def_int,0,,,,,
player,201909150ram,ram,FowlDa00,def_int_yds,0,,,,,
player,201909150ram,ram,FowlDa00,def_int_td,0,,,,,
player,201909150ram,ram,FowlDa00,def_int_long,0,,,,,
player,201909150ram,ram,FowlDa00,pass_defended,0,,,,,
player,201909150ram,ram,FowlDa00,sacks,0.0,,,,,
player,201909150ram,ram,FowlDa00,tackles_combined,6,,,,,
player,201909150ram,ram,FowlDa00,tackles_solo,4,,,,,
player,201909150ram,ram,FowlDa00,tackles_assists,2,,,,,
player,201909150ram,ram,FowlDa00,tackles_loss,1,,,,,
player,201909150ram,ram,FowlDa00,qb_hits,0,,,,,
player,201909150ram,ram,FowlDa00,fumbles_rec,0,,,,,
player,201909150ram,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,FowlDa00,fumbles_forced,0,,,,,
player,201909150ram,ram,RappTa00,def_int,0,,,,,
player,201909150ram,ram,RappTa00,def_int_yds,0,,,,,
player,201909150ram,ram,RappTa00,def_int_td,0,,,,,
player,201909150ram,ram,RappTa00,def_int_long,0,,,,,
player,201909150ram,ram,RappTa00,pass_defended,1,,,,,
player,201909150ram,ram,RappTa00,sacks,0.0,,,,,
player,201909150ram,ram,RappTa00,tackles_combined,6,,,,,
player,201909150ram,ram,RappTa00,tackles_solo,2,,,,,
player,201909150ram,ram,RappTa00,tackles_assists,4,,,,,
player,201909150ram,ram,RappTa00,tackles_loss,0,,,,,
player,201909150ram,ram,RappTa00,qb_hits,0,,,,,
player,201909150ram,ram,RappTa00,fumbles_rec,0,,,,,
player,201909150ram,ram,RappTa00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,RappTa00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,RappTa00,fumbles_forced,0,,,,,
player,201909150ram,ram,RobeNi00,def_int,0,,,,,
player,201909150ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201909150ram,ram,RobeNi00,def_int_td,0,,,,,
player,201909150ram,ram,RobeNi00,def_int_long,0,,,,,
player,201909150ram,ram,RobeNi00,pass_defended,1,,,,,
player,201909150ram,ram,RobeNi00,sacks,0.0,,,,,
player,201909150ram,ram,RobeNi00,tackles_combined,6,,,,,
player,201909150ram,ram,RobeNi00,tackles_solo,4,,,,,
player,201909150ram,ram,RobeNi00,tackles_assists,2,,,,,
player,201909150ram,ram,RobeNi00,tackles_loss,0,,,,,
player,201909150ram,ram,RobeNi00,qb_hits,0,,,,,
player,201909150ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201909150ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201909150ram,ram,HageBr00,def_int,0,,,,,
player,201909150ram,ram,HageBr00,def_int_yds,0,,,,,
player,201909150ram,ram,HageBr00,def_int_td,0,,,,,
player,201909150ram,ram,HageBr00,def_int_long,0,,,,,
player,201909150ram,ram,HageBr00,pass_defended,0,,,,,
player,201909150ram,ram,HageBr00,sacks,0.0,,,,,
player,201909150ram,ram,HageBr00,tackles_combined,4,,,,,
player,201909150ram,ram,HageBr00,tackles_solo,3,,,,,
player,201909150ram,ram,HageBr00,tackles_assists,1,,,,,
player,201909150ram,ram,HageBr00,tackles_loss,0,,,,,
player,201909150ram,ram,HageBr00,qb_hits,0,,,,,
player,201909150ram,ram,HageBr00,fumbles_rec,0,,,,,
player,201909150ram,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,HageBr00,fumbles_forced,0,,,,,
player,201909150ram,ram,TaliAq99,def_int,0,,,,,
player,201909150ram,ram,TaliAq99,def_int_yds,0,,,,,
player,201909150ram,ram,TaliAq99,def_int_td,0,,,,,
player,201909150ram,ram,TaliAq99,def_int_long,0,,,,,
player,201909150ram,ram,TaliAq99,pass_defended,0,,,,,
player,201909150ram,ram,TaliAq99,sacks,0.0,,,,,
player,201909150ram,ram,TaliAq99,tackles_combined,2,,,,,
player,201909150ram,ram,TaliAq99,tackles_solo,0,,,,,
player,201909150ram,ram,TaliAq99,tackles_assists,2,,,,,
player,201909150ram,ram,TaliAq99,tackles_loss,0,,,,,
player,201909150ram,ram,TaliAq99,qb_hits,0,,,,,
player,201909150ram,ram,TaliAq99,fumbles_rec,0,,,,,
player,201909150ram,ram,TaliAq99,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,TaliAq99,fumbles_rec_td,0,,,,,
player,201909150ram,ram,TaliAq99,fumbles_forced,0,,,,,
player,201909150ram,ram,DonaAa00,def_int,0,,,,,
player,201909150ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201909150ram,ram,DonaAa00,def_int_td,0,,,,,
player,201909150ram,ram,DonaAa00,def_int_long,0,,,,,
player,201909150ram,ram,DonaAa00,pass_defended,0,,,,,
player,201909150ram,ram,DonaAa00,sacks,0.0,,,,,
player,201909150ram,ram,DonaAa00,tackles_combined,1,,,,,
player,201909150ram,ram,DonaAa00,tackles_solo,1,,,,,
player,201909150ram,ram,DonaAa00,tackles_assists,0,,,,,
player,201909150ram,ram,DonaAa00,tackles_loss,1,,,,,
player,201909150ram,ram,DonaAa00,qb_hits,1,,,,,
player,201909150ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201909150ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,DonaAa00,fumbles_forced,0,,,,,
player,201909150ram,ram,EbukSa00,def_int,0,,,,,
player,201909150ram,ram,EbukSa00,def_int_yds,0,,,,,
player,201909150ram,ram,EbukSa00,def_int_td,0,,,,,
player,201909150ram,ram,EbukSa00,def_int_long,0,,,,,
player,201909150ram,ram,EbukSa00,pass_defended,0,,,,,
player,201909150ram,ram,EbukSa00,sacks,0.0,,,,,
player,201909150ram,ram,EbukSa00,tackles_combined,1,,,,,
player,201909150ram,ram,EbukSa00,tackles_solo,1,,,,,
player,201909150ram,ram,EbukSa00,tackles_assists,0,,,,,
player,201909150ram,ram,EbukSa00,tackles_loss,0,,,,,
player,201909150ram,ram,EbukSa00,qb_hits,0,,,,,
player,201909150ram,ram,EbukSa00,fumbles_rec,0,,,,,
player,201909150ram,ram,EbukSa00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,EbukSa00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201909150ram,ram,JoseSe00,def_int,0,,,,,
player,201909150ram,ram,JoseSe00,def_int_yds,0,,,,,
player,201909150ram,ram,JoseSe00,def_int_td,0,,,,,
player,201909150ram,ram,JoseSe00,def_int_long,0,,,,,
player,201909150ram,ram,JoseSe00,pass_defended,0,,,,,
player,201909150ram,ram,JoseSe00,sacks,0.0,,,,,
player,201909150ram,ram,JoseSe00,tackles_combined,1,,,,,
player,201909150ram,ram,JoseSe00,tackles_solo,0,,,,,
player,201909150ram,ram,JoseSe00,tackles_assists,1,,,,,
player,201909150ram,ram,JoseSe00,tackles_loss,0,,,,,
player,201909150ram,ram,JoseSe00,qb_hits,0,,,,,
player,201909150ram,ram,JoseSe00,fumbles_rec,0,,,,,
player,201909150ram,ram,JoseSe00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,JoseSe00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,JoseSe00,fumbles_forced,0,,,,,
player,201909150ram,ram,SmarTa00,def_int,0,,,,,
player,201909150ram,ram,SmarTa00,def_int_yds,0,,,,,
player,201909150ram,ram,SmarTa00,def_int_td,0,,,,,
player,201909150ram,ram,SmarTa00,def_int_long,0,,,,,
player,201909150ram,ram,SmarTa00,pass_defended,0,,,,,
player,201909150ram,ram,SmarTa00,sacks,0.0,,,,,
player,201909150ram,ram,SmarTa00,tackles_combined,1,,,,,
player,201909150ram,ram,SmarTa00,tackles_solo,0,,,,,
player,201909150ram,ram,SmarTa00,tackles_assists,1,,,,,
player,201909150ram,ram,SmarTa00,tackles_loss,0,,,,,
player,201909150ram,ram,SmarTa00,qb_hits,0,,,,,
player,201909150ram,ram,SmarTa00,fumbles_rec,0,,,,,
player,201909150ram,ram,SmarTa00,fumbles_rec_yds,0,,,,,
player,201909150ram,ram,SmarTa00,fumbles_rec_td,0,,,,,
player,201909150ram,ram,SmarTa00,fumbles_forced,0,,,,,
player,201909150ram,ram,PeteMa00,def_int,0,,,,,
player,201909150ram,ram,PeteMa00,def_int_yds,0,,,,,
player,201909150ram,ram,PeteMa00,def_int_td,0,,,,,
player,201909150ram,ram,PeteMa00,def_int_long,0,,,,,
player,201909150ram,ram,PeteMa00,pass_defended,1,,,,,
player,201909150ram,ram,PeteMa00,sacks,0.0,,,,,
player,201909150ram,ram,PeteMa00,tackles_combined,0,,,,,
player,201909150ram,ram,PeteMa00,tackles_solo,0,,,,,
player,201909150ram,ram,PeteMa00,tackles_assists,0,,,,,
