game,2019,3,20190922,201909220tam,nyg,"New York Giants",32,tam,"Tampa Bay Buccaneers",31
player,201909220tam,nyg,ShepSt00,pass_cmp,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_att,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_yds,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_td,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_int,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_sacked,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_long,0,,,,,
player,201909220tam,nyg,ShepSt00,pass_rating,,,,,,
player,201909220tam,nyg,ShepSt00,rush_att,2,,,,,
player,201909220tam,nyg,ShepSt00,rush_yds,21,,,,,
player,201909220tam,nyg,ShepSt00,rush_td,0,,,,,
player,201909220tam,nyg,ShepSt00,rush_long,19,,,,,
player,201909220tam,nyg,ShepSt00,targets,9,,,,,
player,201909220tam,nyg,ShepSt00,rec,7,,,,,
player,201909220tam,nyg,ShepSt00,rec_yds,100,,,,,
player,201909220tam,nyg,ShepSt00,rec_td,1,,,,,
player,201909220tam,nyg,ShepSt00,rec_long,36,,,,,
player,201909220tam,nyg,ShepSt00,fumbles,0,,,,,
player,201909220tam,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201909220tam,nyg,GallWa00,pass_cmp,0,,,,,
player,201909220tam,nyg,GallWa00,pass_att,0,,,,,
player,201909220tam,nyg,GallWa00,pass_yds,0,,,,,
player,201909220tam,nyg,GallWa00,pass_td,0,,,,,
player,201909220tam,nyg,GallWa00,pass_int,0,,,,,
player,201909220tam,nyg,GallWa00,pass_sacked,0,,,,,
player,201909220tam,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,GallWa00,pass_long,0,,,,,
player,201909220tam,nyg,GallWa00,pass_rating,,,,,,
player,201909220tam,nyg,GallWa00,rush_att,5,,,,,
player,201909220tam,nyg,GallWa00,rush_yds,13,,,,,
player,201909220tam,nyg,GallWa00,rush_td,0,,,,,
player,201909220tam,nyg,GallWa00,rush_long,6,,,,,
player,201909220tam,nyg,GallWa00,targets,0,,,,,
player,201909220tam,nyg,GallWa00,rec,0,,,,,
player,201909220tam,nyg,GallWa00,rec_yds,0,,,,,
player,201909220tam,nyg,GallWa00,rec_td,0,,,,,
player,201909220tam,nyg,GallWa00,rec_long,0,,,,,
player,201909220tam,nyg,GallWa00,fumbles,0,,,,,
player,201909220tam,nyg,GallWa00,fumbles_lost,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_cmp,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_att,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_yds,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_td,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_int,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_sacked,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_long,0,,,,,
player,201909220tam,nyg,BarkSa00,pass_rating,,,,,,
player,201909220tam,nyg,BarkSa00,rush_att,8,,,,,
player,201909220tam,nyg,BarkSa00,rush_yds,10,,,,,
player,201909220tam,nyg,BarkSa00,rush_td,0,,,,,
player,201909220tam,nyg,BarkSa00,rush_long,6,,,,,
player,201909220tam,nyg,BarkSa00,targets,5,,,,,
player,201909220tam,nyg,BarkSa00,rec,4,,,,,
player,201909220tam,nyg,BarkSa00,rec_yds,27,,,,,
player,201909220tam,nyg,BarkSa00,rec_td,0,,,,,
player,201909220tam,nyg,BarkSa00,rec_long,19,,,,,
player,201909220tam,nyg,BarkSa00,fumbles,0,,,,,
player,201909220tam,nyg,BarkSa00,fumbles_lost,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_cmp,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_att,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_yds,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_td,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_int,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_sacked,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_long,0,,,,,
player,201909220tam,nyg,EngrEv00,pass_rating,,,,,,
player,201909220tam,nyg,EngrEv00,rush_att,0,,,,,
player,201909220tam,nyg,EngrEv00,rush_yds,0,,,,,
player,201909220tam,nyg,EngrEv00,rush_td,0,,,,,
player,201909220tam,nyg,EngrEv00,rush_long,0,,,,,
player,201909220tam,nyg,EngrEv00,targets,8,,,,,
player,201909220tam,nyg,EngrEv00,rec,6,,,,,
player,201909220tam,nyg,EngrEv00,rec_yds,113,,,,,
player,201909220tam,nyg,EngrEv00,rec_td,1,,,,,
player,201909220tam,nyg,EngrEv00,rec_long,75,,,,,
player,201909220tam,nyg,EngrEv00,fumbles,0,,,,,
player,201909220tam,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_cmp,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_att,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_yds,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_td,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_int,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_sacked,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_long,0,,,,,
player,201909220tam,nyg,SlayDa01,pass_rating,,,,,,
player,201909220tam,nyg,SlayDa01,rush_att,0,,,,,
player,201909220tam,nyg,SlayDa01,rush_yds,0,,,,,
player,201909220tam,nyg,SlayDa01,rush_td,0,,,,,
player,201909220tam,nyg,SlayDa01,rush_long,0,,,,,
player,201909220tam,nyg,SlayDa01,targets,5,,,,,
player,201909220tam,nyg,SlayDa01,rec,3,,,,,
player,201909220tam,nyg,SlayDa01,rec_yds,82,,,,,
player,201909220tam,nyg,SlayDa01,rec_td,0,,,,,
player,201909220tam,nyg,SlayDa01,rec_long,46,,,,,
player,201909220tam,nyg,SlayDa01,fumbles,0,,,,,
player,201909220tam,nyg,SlayDa01,fumbles_lost,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_cmp,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_att,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_yds,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_td,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_int,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_sacked,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_long,0,,,,,
player,201909220tam,nyg,ShepRu00,pass_rating,,,,,,
player,201909220tam,nyg,ShepRu00,rush_att,0,,,,,
player,201909220tam,nyg,ShepRu00,rush_yds,0,,,,,
player,201909220tam,nyg,ShepRu00,rush_td,0,,,,,
player,201909220tam,nyg,ShepRu00,rush_long,0,,,,,
player,201909220tam,nyg,ShepRu00,targets,5,,,,,
player,201909220tam,nyg,ShepRu00,rec,1,,,,,
player,201909220tam,nyg,ShepRu00,rec_yds,6,,,,,
player,201909220tam,nyg,ShepRu00,rec_td,0,,,,,
player,201909220tam,nyg,ShepRu00,rec_long,6,,,,,
player,201909220tam,nyg,ShepRu00,fumbles,0,,,,,
player,201909220tam,nyg,ShepRu00,fumbles_lost,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_cmp,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_att,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_yds,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_td,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_int,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_sacked,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_long,0,,,,,
player,201909220tam,nyg,FowlBe00,pass_rating,,,,,,
player,201909220tam,nyg,FowlBe00,rush_att,0,,,,,
player,201909220tam,nyg,FowlBe00,rush_yds,0,,,,,
player,201909220tam,nyg,FowlBe00,rush_td,0,,,,,
player,201909220tam,nyg,FowlBe00,rush_long,0,,,,,
player,201909220tam,nyg,FowlBe00,targets,3,,,,,
player,201909220tam,nyg,FowlBe00,rec,1,,,,,
player,201909220tam,nyg,FowlBe00,rec_yds,5,,,,,
player,201909220tam,nyg,FowlBe00,rec_td,0,,,,,
player,201909220tam,nyg,FowlBe00,rec_long,5,,,,,
player,201909220tam,nyg,FowlBe00,fumbles,0,,,,,
player,201909220tam,nyg,FowlBe00,fumbles_lost,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_cmp,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_att,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_yds,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_td,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_int,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_sacked,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_long,0,,,,,
player,201909220tam,nyg,ElliRh00,pass_rating,,,,,,
player,201909220tam,nyg,ElliRh00,rush_att,0,,,,,
player,201909220tam,nyg,ElliRh00,rush_yds,0,,,,,
player,201909220tam,nyg,ElliRh00,rush_td,0,,,,,
player,201909220tam,nyg,ElliRh00,rush_long,0,,,,,
player,201909220tam,nyg,ElliRh00,targets,1,,,,,
player,201909220tam,nyg,ElliRh00,rec,1,,,,,
player,201909220tam,nyg,ElliRh00,rec_yds,3,,,,,
player,201909220tam,nyg,ElliRh00,rec_td,0,,,,,
player,201909220tam,nyg,ElliRh00,rec_long,3,,,,,
player,201909220tam,nyg,ElliRh00,fumbles,0,,,,,
player,201909220tam,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201909220tam,tam,WinsJa00,pass_cmp,23,,,,,
player,201909220tam,tam,WinsJa00,pass_att,37,,,,,
player,201909220tam,tam,WinsJa00,pass_yds,380,,,,,
player,201909220tam,tam,WinsJa00,pass_td,3,,,,,
player,201909220tam,tam,WinsJa00,pass_int,1,,,,,
player,201909220tam,tam,WinsJa00,pass_sacked,4,,,,,
player,201909220tam,tam,WinsJa00,pass_sacked_yds,25,,,,,
player,201909220tam,tam,WinsJa00,pass_long,55,,,,,
player,201909220tam,tam,WinsJa00,pass_rating,112.4,,,,,
player,201909220tam,tam,WinsJa00,rush_att,4,,,,,
player,201909220tam,tam,WinsJa00,rush_yds,3,,,,,
player,201909220tam,tam,WinsJa00,rush_td,0,,,,,
player,201909220tam,tam,WinsJa00,rush_long,2,,,,,
player,201909220tam,tam,WinsJa00,targets,0,,,,,
player,201909220tam,tam,WinsJa00,rec,0,,,,,
player,201909220tam,tam,WinsJa00,rec_yds,0,,,,,
player,201909220tam,tam,WinsJa00,rec_td,0,,,,,
player,201909220tam,tam,WinsJa00,rec_long,0,,,,,
player,201909220tam,tam,WinsJa00,fumbles,0,,,,,
player,201909220tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201909220tam,tam,JoneRo01,pass_cmp,0,,,,,
player,201909220tam,tam,JoneRo01,pass_att,0,,,,,
player,201909220tam,tam,JoneRo01,pass_yds,0,,,,,
player,201909220tam,tam,JoneRo01,pass_td,0,,,,,
player,201909220tam,tam,JoneRo01,pass_int,0,,,,,
player,201909220tam,tam,JoneRo01,pass_sacked,0,,,,,
player,201909220tam,tam,JoneRo01,pass_sacked_yds,0,,,,,
player,201909220tam,tam,JoneRo01,pass_long,0,,,,,
player,201909220tam,tam,JoneRo01,pass_rating,,,,,,
player,201909220tam,tam,JoneRo01,rush_att,14,,,,,
player,201909220tam,tam,JoneRo01,rush_yds,80,,,,,
player,201909220tam,tam,JoneRo01,rush_td,0,,,,,
player,201909220tam,tam,JoneRo01,rush_long,25,,,,,
player,201909220tam,tam,JoneRo01,targets,1,,,,,
player,201909220tam,tam,JoneRo01,rec,1,,,,,
player,201909220tam,tam,JoneRo01,rec_yds,41,,,,,
player,201909220tam,tam,JoneRo01,rec_td,0,,,,,
player,201909220tam,tam,JoneRo01,rec_long,41,,,,,
player,201909220tam,tam,JoneRo01,fumbles,0,,,,,
player,201909220tam,tam,JoneRo01,fumbles_lost,0,,,,,
player,201909220tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201909220tam,tam,BarbPe01,pass_att,0,,,,,
player,201909220tam,tam,BarbPe01,pass_yds,0,,,,,
player,201909220tam,tam,BarbPe01,pass_td,0,,,,,
player,201909220tam,tam,BarbPe01,pass_int,0,,,,,
player,201909220tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201909220tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201909220tam,tam,BarbPe01,pass_long,0,,,,,
player,201909220tam,tam,BarbPe01,pass_rating,,,,,,
player,201909220tam,tam,BarbPe01,rush_att,13,,,,,
player,201909220tam,tam,BarbPe01,rush_yds,48,,,,,
player,201909220tam,tam,BarbPe01,rush_td,0,,,,,
player,201909220tam,tam,BarbPe01,rush_long,8,,,,,
player,201909220tam,tam,BarbPe01,targets,2,,,,,
player,201909220tam,tam,BarbPe01,rec,2,,,,,
player,201909220tam,tam,BarbPe01,rec_yds,7,,,,,
player,201909220tam,tam,BarbPe01,rec_td,0,,,,,
player,201909220tam,tam,BarbPe01,rec_long,5,,,,,
player,201909220tam,tam,BarbPe01,fumbles,0,,,,,
player,201909220tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201909220tam,tam,PerrBr02,pass_cmp,0,,,,,
player,201909220tam,tam,PerrBr02,pass_att,0,,,,,
player,201909220tam,tam,PerrBr02,pass_yds,0,,,,,
player,201909220tam,tam,PerrBr02,pass_td,0,,,,,
player,201909220tam,tam,PerrBr02,pass_int,0,,,,,
player,201909220tam,tam,PerrBr02,pass_sacked,0,,,,,
player,201909220tam,tam,PerrBr02,pass_sacked_yds,0,,,,,
player,201909220tam,tam,PerrBr02,pass_long,0,,,,,
player,201909220tam,tam,PerrBr02,pass_rating,,,,,,
player,201909220tam,tam,PerrBr02,rush_att,1,,,,,
player,201909220tam,tam,PerrBr02,rush_yds,13,,,,,
player,201909220tam,tam,PerrBr02,rush_td,0,,,,,
player,201909220tam,tam,PerrBr02,rush_long,13,,,,,
player,201909220tam,tam,PerrBr02,targets,2,,,,,
player,201909220tam,tam,PerrBr02,rec,1,,,,,
player,201909220tam,tam,PerrBr02,rec_yds,6,,,,,
player,201909220tam,tam,PerrBr02,rec_td,0,,,,,
player,201909220tam,tam,PerrBr02,rec_long,6,,,,,
player,201909220tam,tam,PerrBr02,fumbles,0,,,,,
player,201909220tam,tam,PerrBr02,fumbles_lost,0,,,,,
player,201909220tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201909220tam,tam,EvanMi00,pass_att,0,,,,,
player,201909220tam,tam,EvanMi00,pass_yds,0,,,,,
player,201909220tam,tam,EvanMi00,pass_td,0,,,,,
player,201909220tam,tam,EvanMi00,pass_int,0,,,,,
player,201909220tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201909220tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,EvanMi00,pass_long,0,,,,,
player,201909220tam,tam,EvanMi00,pass_rating,,,,,,
player,201909220tam,tam,EvanMi00,rush_att,0,,,,,
player,201909220tam,tam,EvanMi00,rush_yds,0,,,,,
player,201909220tam,tam,EvanMi00,rush_td,0,,,,,
player,201909220tam,tam,EvanMi00,rush_long,0,,,,,
player,201909220tam,tam,EvanMi00,targets,15,,,,,
player,201909220tam,tam,EvanMi00,rec,8,,,,,
player,201909220tam,tam,EvanMi00,rec_yds,190,,,,,
player,201909220tam,tam,EvanMi00,rec_td,3,,,,,
player,201909220tam,tam,EvanMi00,rec_long,55,,,,,
player,201909220tam,tam,EvanMi00,fumbles,0,,,,,
player,201909220tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201909220tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201909220tam,tam,HowaO.00,pass_att,0,,,,,
player,201909220tam,tam,HowaO.00,pass_yds,0,,,,,
player,201909220tam,tam,HowaO.00,pass_td,0,,,,,
player,201909220tam,tam,HowaO.00,pass_int,0,,,,,
player,201909220tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201909220tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,HowaO.00,pass_long,0,,,,,
player,201909220tam,tam,HowaO.00,pass_rating,,,,,,
player,201909220tam,tam,HowaO.00,rush_att,0,,,,,
player,201909220tam,tam,HowaO.00,rush_yds,0,,,,,
player,201909220tam,tam,HowaO.00,rush_td,0,,,,,
player,201909220tam,tam,HowaO.00,rush_long,0,,,,,
player,201909220tam,tam,HowaO.00,targets,4,,,,,
player,201909220tam,tam,HowaO.00,rec,3,,,,,
player,201909220tam,tam,HowaO.00,rec_yds,66,,,,,
player,201909220tam,tam,HowaO.00,rec_td,0,,,,,
player,201909220tam,tam,HowaO.00,rec_long,30,,,,,
player,201909220tam,tam,HowaO.00,fumbles,0,,,,,
player,201909220tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201909220tam,tam,GodwCh00,pass_cmp,0,,,,,
player,201909220tam,tam,GodwCh00,pass_att,0,,,,,
player,201909220tam,tam,GodwCh00,pass_yds,0,,,,,
player,201909220tam,tam,GodwCh00,pass_td,0,,,,,
player,201909220tam,tam,GodwCh00,pass_int,0,,,,,
player,201909220tam,tam,GodwCh00,pass_sacked,0,,,,,
player,201909220tam,tam,GodwCh00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,GodwCh00,pass_long,0,,,,,
player,201909220tam,tam,GodwCh00,pass_rating,,,,,,
player,201909220tam,tam,GodwCh00,rush_att,0,,,,,
player,201909220tam,tam,GodwCh00,rush_yds,0,,,,,
player,201909220tam,tam,GodwCh00,rush_td,0,,,,,
player,201909220tam,tam,GodwCh00,rush_long,0,,,,,
player,201909220tam,tam,GodwCh00,targets,4,,,,,
player,201909220tam,tam,GodwCh00,rec,3,,,,,
player,201909220tam,tam,GodwCh00,rec_yds,40,,,,,
player,201909220tam,tam,GodwCh00,rec_td,0,,,,,
player,201909220tam,tam,GodwCh00,rec_long,20,,,,,
player,201909220tam,tam,GodwCh00,fumbles,0,,,,,
player,201909220tam,tam,GodwCh00,fumbles_lost,0,,,,,
player,201909220tam,tam,OgunDa00,pass_cmp,0,,,,,
player,201909220tam,tam,OgunDa00,pass_att,0,,,,,
player,201909220tam,tam,OgunDa00,pass_yds,0,,,,,
player,201909220tam,tam,OgunDa00,pass_td,0,,,,,
player,201909220tam,tam,OgunDa00,pass_int,0,,,,,
player,201909220tam,tam,OgunDa00,pass_sacked,0,,,,,
player,201909220tam,tam,OgunDa00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,OgunDa00,pass_long,0,,,,,
player,201909220tam,tam,OgunDa00,pass_rating,,,,,,
player,201909220tam,tam,OgunDa00,rush_att,0,,,,,
player,201909220tam,tam,OgunDa00,rush_yds,0,,,,,
player,201909220tam,tam,OgunDa00,rush_td,0,,,,,
player,201909220tam,tam,OgunDa00,rush_long,0,,,,,
player,201909220tam,tam,OgunDa00,targets,3,,,,,
player,201909220tam,tam,OgunDa00,rec,3,,,,,
player,201909220tam,tam,OgunDa00,rec_yds,23,,,,,
player,201909220tam,tam,OgunDa00,rec_td,0,,,,,
player,201909220tam,tam,OgunDa00,rec_long,9,,,,,
player,201909220tam,tam,OgunDa00,fumbles,0,,,,,
player,201909220tam,tam,OgunDa00,fumbles_lost,0,,,,,
player,201909220tam,tam,BratCa00,pass_cmp,0,,,,,
player,201909220tam,tam,BratCa00,pass_att,0,,,,,
player,201909220tam,tam,BratCa00,pass_yds,0,,,,,
player,201909220tam,tam,BratCa00,pass_td,0,,,,,
player,201909220tam,tam,BratCa00,pass_int,0,,,,,
player,201909220tam,tam,BratCa00,pass_sacked,0,,,,,
player,201909220tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,BratCa00,pass_long,0,,,,,
player,201909220tam,tam,BratCa00,pass_rating,,,,,,
player,201909220tam,tam,BratCa00,rush_att,0,,,,,
player,201909220tam,tam,BratCa00,rush_yds,0,,,,,
player,201909220tam,tam,BratCa00,rush_td,0,,,,,
player,201909220tam,tam,BratCa00,rush_long,0,,,,,
player,201909220tam,tam,BratCa00,targets,3,,,,,
player,201909220tam,tam,BratCa00,rec,2,,,,,
player,201909220tam,tam,BratCa00,rec_yds,7,,,,,
player,201909220tam,tam,BratCa00,rec_td,0,,,,,
player,201909220tam,tam,BratCa00,rec_long,6,,,,,
player,201909220tam,tam,BratCa00,fumbles,0,,,,,
player,201909220tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201909220tam,tam,WilsJe00,pass_cmp,0,,,,,
player,201909220tam,tam,WilsJe00,pass_att,0,,,,,
player,201909220tam,tam,WilsJe00,pass_yds,0,,,,,
player,201909220tam,tam,WilsJe00,pass_td,0,,,,,
player,201909220tam,tam,WilsJe00,pass_int,0,,,,,
player,201909220tam,tam,WilsJe00,pass_sacked,0,,,,,
player,201909220tam,tam,WilsJe00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,WilsJe00,pass_long,0,,,,,
player,201909220tam,tam,WilsJe00,pass_rating,,,,,,
player,201909220tam,tam,WilsJe00,rush_att,0,,,,,
player,201909220tam,tam,WilsJe00,rush_yds,0,,,,,
player,201909220tam,tam,WilsJe00,rush_td,0,,,,,
player,201909220tam,tam,WilsJe00,rush_long,0,,,,,
player,201909220tam,tam,WilsJe00,targets,1,,,,,
player,201909220tam,tam,WilsJe00,rec,0,,,,,
player,201909220tam,tam,WilsJe00,rec_yds,0,,,,,
player,201909220tam,tam,WilsJe00,rec_td,0,,,,,
player,201909220tam,tam,WilsJe00,rec_long,0,,,,,
player,201909220tam,tam,WilsJe00,fumbles,0,,,,,
player,201909220tam,tam,WilsJe00,fumbles_lost,0,,,,,
player,201909220tam,tam,AuclAn00,pass_cmp,0,,,,,
player,201909220tam,tam,AuclAn00,pass_att,0,,,,,
player,201909220tam,tam,AuclAn00,pass_yds,0,,,,,
player,201909220tam,tam,AuclAn00,pass_td,0,,,,,
player,201909220tam,tam,AuclAn00,pass_int,0,,,,,
player,201909220tam,tam,AuclAn00,pass_sacked,0,,,,,
player,201909220tam,tam,AuclAn00,pass_sacked_yds,0,,,,,
player,201909220tam,tam,AuclAn00,pass_long,0,,,,,
player,201909220tam,tam,AuclAn00,pass_rating,,,,,,
player,201909220tam,tam,AuclAn00,rush_att,0,,,,,
player,201909220tam,tam,AuclAn00,rush_yds,0,,,,,
player,201909220tam,tam,AuclAn00,rush_td,0,,,,,
player,201909220tam,tam,AuclAn00,rush_long,0,,,,,
player,201909220tam,tam,AuclAn00,targets,1,,,,,
player,201909220tam,tam,AuclAn00,rec,0,,,,,
player,201909220tam,tam,AuclAn00,rec_yds,0,,,,,
player,201909220tam,tam,AuclAn00,rec_td,0,,,,,
player,201909220tam,tam,AuclAn00,rec_long,0,,,,,
player,201909220tam,tam,AuclAn00,fumbles,0,,,,,
player,201909220tam,tam,AuclAn00,fumbles_lost,0,,,,,
player,201909220tam,nyg,ConnRy00,def_int,1,,,,,
player,201909220tam,nyg,ConnRy00,def_int_yds,13,,,,,
player,201909220tam,nyg,ConnRy00,def_int_td,0,,,,,
player,201909220tam,nyg,ConnRy00,def_int_long,13,,,,,
player,201909220tam,nyg,ConnRy00,pass_defended,1,,,,,
player,201909220tam,nyg,ConnRy00,sacks,0.0,,,,,
player,201909220tam,nyg,ConnRy00,tackles_combined,7,,,,,
player,201909220tam,nyg,ConnRy00,tackles_solo,2,,,,,
player,201909220tam,nyg,ConnRy00,tackles_assists,5,,,,,
player,201909220tam,nyg,ConnRy00,tackles_loss,0,,,,,
player,201909220tam,nyg,ConnRy00,qb_hits,0,,,,,
player,201909220tam,nyg,ConnRy00,fumbles_rec,0,,,,,
player,201909220tam,nyg,ConnRy00,fumbles_rec_yds,0,,,,,
player,201909220tam,nyg,ConnRy00,fumbles_rec_td,0,,,,,
player,201909220tam,nyg,ConnRy00,fumbles_forced,0,,,,,
player,201909220tam,nyg,GoldMa00,def_int,0,,,,,
player,201909220tam,nyg,GoldMa00,def_int_yds,0,,,,,
player,201909220tam,nyg,GoldMa00,def_int_td,0,,,,,
player,201909220tam,nyg,GoldMa00,def_int_long,0,,,,,
player,201909220tam,nyg,GoldMa00,pass_defended,0,,,,,
player,201909220tam,nyg,GoldMa00,sacks,2.0,,,,,
player,201909220tam,nyg,GoldMa00,tackles_combined,5,,,,,
player,201909220tam,nyg,GoldMa00,tackles_solo,3,,,,,
player,201909220tam,nyg,GoldMa00,tackles_assists,2,,,,,
