game,2019,2,20190915,201909150rav,crd,"Arizona Cardinals",17,rav,"Baltimore Ravens",23
player,201909150rav,crd,MurrKy00,rush_yds,4,,,,,
player,201909150rav,crd,MurrKy00,rush_td,0,,,,,
player,201909150rav,crd,MurrKy00,rush_long,7,,,,,
player,201909150rav,crd,MurrKy00,targets,0,,,,,
player,201909150rav,crd,MurrKy00,rec,0,,,,,
player,201909150rav,crd,MurrKy00,rec_yds,0,,,,,
player,201909150rav,crd,MurrKy00,rec_td,0,,,,,
player,201909150rav,crd,MurrKy00,rec_long,0,,,,,
player,201909150rav,crd,MurrKy00,fumbles,1,,,,,
player,201909150rav,crd,MurrKy00,fumbles_lost,0,,,,,
player,201909150rav,crd,JohnDa08,pass_cmp,0,,,,,
player,201909150rav,crd,JohnDa08,pass_att,0,,,,,
player,201909150rav,crd,JohnDa08,pass_yds,0,,,,,
player,201909150rav,crd,JohnDa08,pass_td,0,,,,,
player,201909150rav,crd,JohnDa08,pass_int,0,,,,,
player,201909150rav,crd,JohnDa08,pass_sacked,0,,,,,
player,201909150rav,crd,JohnDa08,pass_sacked_yds,0,,,,,
player,201909150rav,crd,JohnDa08,pass_long,0,,,,,
player,201909150rav,crd,JohnDa08,pass_rating,,,,,,
player,201909150rav,crd,JohnDa08,rush_att,7,,,,,
player,201909150rav,crd,JohnDa08,rush_yds,14,,,,,
player,201909150rav,crd,JohnDa08,rush_td,1,,,,,
player,201909150rav,crd,JohnDa08,rush_long,4,,,,,
player,201909150rav,crd,JohnDa08,targets,1,,,,,
player,201909150rav,crd,JohnDa08,rec,1,,,,,
player,201909150rav,crd,JohnDa08,rec_yds,0,,,,,
player,201909150rav,crd,JohnDa08,rec_td,0,,,,,
player,201909150rav,crd,JohnDa08,rec_long,0,,,,,
player,201909150rav,crd,JohnDa08,fumbles,0,,,,,
player,201909150rav,crd,JohnDa08,fumbles_lost,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_cmp,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_att,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_yds,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_td,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_int,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_sacked,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_sacked_yds,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_long,0,,,,,
player,201909150rav,crd,EdmoCh00,pass_rating,,,,,,
player,201909150rav,crd,EdmoCh00,rush_att,1,,,,,
player,201909150rav,crd,EdmoCh00,rush_yds,2,,,,,
player,201909150rav,crd,EdmoCh00,rush_td,0,,,,,
player,201909150rav,crd,EdmoCh00,rush_long,2,,,,,
player,201909150rav,crd,EdmoCh00,targets,2,,,,,
player,201909150rav,crd,EdmoCh00,rec,2,,,,,
player,201909150rav,crd,EdmoCh00,rec_yds,15,,,,,
player,201909150rav,crd,EdmoCh00,rec_td,0,,,,,
player,201909150rav,crd,EdmoCh00,rec_long,10,,,,,
player,201909150rav,crd,EdmoCh00,fumbles,0,,,,,
player,201909150rav,crd,EdmoCh00,fumbles_lost,0,,,,,
player,201909150rav,crd,KirkCh01,pass_cmp,0,,,,,
player,201909150rav,crd,KirkCh01,pass_att,0,,,,,
player,201909150rav,crd,KirkCh01,pass_yds,0,,,,,
player,201909150rav,crd,KirkCh01,pass_td,0,,,,,
player,201909150rav,crd,KirkCh01,pass_int,0,,,,,
player,201909150rav,crd,KirkCh01,pass_sacked,0,,,,,
player,201909150rav,crd,KirkCh01,pass_sacked_yds,0,,,,,
player,201909150rav,crd,KirkCh01,pass_long,0,,,,,
player,201909150rav,crd,KirkCh01,pass_rating,,,,,,
player,201909150rav,crd,KirkCh01,rush_att,0,,,,,
player,201909150rav,crd,KirkCh01,rush_yds,0,,,,,
player,201909150rav,crd,KirkCh01,rush_td,0,,,,,
player,201909150rav,crd,KirkCh01,rush_long,0,,,,,
player,201909150rav,crd,KirkCh01,targets,8,,,,,
player,201909150rav,crd,KirkCh01,rec,6,,,,,
player,201909150rav,crd,KirkCh01,rec_yds,114,,,,,
player,201909150rav,crd,KirkCh01,rec_td,0,,,,,
player,201909150rav,crd,KirkCh01,rec_long,34,,,,,
player,201909150rav,crd,KirkCh01,fumbles,0,,,,,
player,201909150rav,crd,KirkCh01,fumbles_lost,0,,,,,
player,201909150rav,crd,FitzLa00,pass_cmp,0,,,,,
player,201909150rav,crd,FitzLa00,pass_att,0,,,,,
player,201909150rav,crd,FitzLa00,pass_yds,0,,,,,
player,201909150rav,crd,FitzLa00,pass_td,0,,,,,
player,201909150rav,crd,FitzLa00,pass_int,0,,,,,
player,201909150rav,crd,FitzLa00,pass_sacked,0,,,,,
player,201909150rav,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201909150rav,crd,FitzLa00,pass_long,0,,,,,
player,201909150rav,crd,FitzLa00,pass_rating,,,,,,
player,201909150rav,crd,FitzLa00,rush_att,0,,,,,
player,201909150rav,crd,FitzLa00,rush_yds,0,,,,,
player,201909150rav,crd,FitzLa00,rush_td,0,,,,,
player,201909150rav,crd,FitzLa00,rush_long,0,,,,,
player,201909150rav,crd,FitzLa00,targets,11,,,,,
player,201909150rav,crd,FitzLa00,rec,5,,,,,
player,201909150rav,crd,FitzLa00,rec_yds,104,,,,,
player,201909150rav,crd,FitzLa00,rec_td,0,,,,,
player,201909150rav,crd,FitzLa00,rec_long,54,,,,,
player,201909150rav,crd,FitzLa00,fumbles,0,,,,,
player,201909150rav,crd,FitzLa00,fumbles_lost,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_cmp,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_att,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_yds,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_td,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_int,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_sacked,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_sacked_yds,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_long,0,,,,,
player,201909150rav,crd,ByrdDa00,pass_rating,,,,,,
player,201909150rav,crd,ByrdDa00,rush_att,0,,,,,
player,201909150rav,crd,ByrdDa00,rush_yds,0,,,,,
player,201909150rav,crd,ByrdDa00,rush_td,0,,,,,
player,201909150rav,crd,ByrdDa00,rush_long,0,,,,,
player,201909150rav,crd,ByrdDa00,targets,7,,,,,
player,201909150rav,crd,ByrdDa00,rec,6,,,,,
player,201909150rav,crd,ByrdDa00,rec_yds,45,,,,,
player,201909150rav,crd,ByrdDa00,rec_td,0,,,,,
player,201909150rav,crd,ByrdDa00,rec_long,13,,,,,
player,201909150rav,crd,ByrdDa00,fumbles,0,,,,,
player,201909150rav,crd,ByrdDa00,fumbles_lost,0,,,,,
player,201909150rav,crd,JohnKe07,pass_cmp,0,,,,,
player,201909150rav,crd,JohnKe07,pass_att,0,,,,,
player,201909150rav,crd,JohnKe07,pass_yds,0,,,,,
player,201909150rav,crd,JohnKe07,pass_td,0,,,,,
player,201909150rav,crd,JohnKe07,pass_int,0,,,,,
player,201909150rav,crd,JohnKe07,pass_sacked,0,,,,,
player,201909150rav,crd,JohnKe07,pass_sacked_yds,0,,,,,
player,201909150rav,crd,JohnKe07,pass_long,0,,,,,
player,201909150rav,crd,JohnKe07,pass_rating,,,,,,
player,201909150rav,crd,JohnKe07,rush_att,0,,,,,
player,201909150rav,crd,JohnKe07,rush_yds,0,,,,,
player,201909150rav,crd,JohnKe07,rush_td,0,,,,,
player,201909150rav,crd,JohnKe07,rush_long,0,,,,,
player,201909150rav,crd,JohnKe07,targets,2,,,,,
player,201909150rav,crd,JohnKe07,rec,1,,,,,
player,201909150rav,crd,JohnKe07,rec_yds,31,,,,,
player,201909150rav,crd,JohnKe07,rec_td,0,,,,,
player,201909150rav,crd,JohnKe07,rec_long,31,,,,,
player,201909150rav,crd,JohnKe07,fumbles,0,,,,,
player,201909150rav,crd,JohnKe07,fumbles_lost,0,,,,,
player,201909150rav,crd,WillMa04,pass_cmp,0,,,,,
player,201909150rav,crd,WillMa04,pass_att,0,,,,,
player,201909150rav,crd,WillMa04,pass_yds,0,,,,,
player,201909150rav,crd,WillMa04,pass_td,0,,,,,
player,201909150rav,crd,WillMa04,pass_int,0,,,,,
player,201909150rav,crd,WillMa04,pass_sacked,0,,,,,
player,201909150rav,crd,WillMa04,pass_sacked_yds,0,,,,,
player,201909150rav,crd,WillMa04,pass_long,0,,,,,
player,201909150rav,crd,WillMa04,pass_rating,,,,,,
player,201909150rav,crd,WillMa04,rush_att,0,,,,,
player,201909150rav,crd,WillMa04,rush_yds,0,,,,,
player,201909150rav,crd,WillMa04,rush_td,0,,,,,
player,201909150rav,crd,WillMa04,rush_long,0,,,,,
player,201909150rav,crd,WillMa04,targets,1,,,,,
player,201909150rav,crd,WillMa04,rec,1,,,,,
player,201909150rav,crd,WillMa04,rec_yds,21,,,,,
player,201909150rav,crd,WillMa04,rec_td,0,,,,,
player,201909150rav,crd,WillMa04,rec_long,21,,,,,
player,201909150rav,crd,WillMa04,fumbles,0,,,,,
player,201909150rav,crd,WillMa04,fumbles_lost,0,,,,,
player,201909150rav,crd,CrabMi00,pass_cmp,0,,,,,
player,201909150rav,crd,CrabMi00,pass_att,0,,,,,
player,201909150rav,crd,CrabMi00,pass_yds,0,,,,,
player,201909150rav,crd,CrabMi00,pass_td,0,,,,,
player,201909150rav,crd,CrabMi00,pass_int,0,,,,,
player,201909150rav,crd,CrabMi00,pass_sacked,0,,,,,
player,201909150rav,crd,CrabMi00,pass_sacked_yds,0,,,,,
player,201909150rav,crd,CrabMi00,pass_long,0,,,,,
player,201909150rav,crd,CrabMi00,pass_rating,,,,,,
player,201909150rav,crd,CrabMi00,rush_att,0,,,,,
player,201909150rav,crd,CrabMi00,rush_yds,0,,,,,
player,201909150rav,crd,CrabMi00,rush_td,0,,,,,
player,201909150rav,crd,CrabMi00,rush_long,0,,,,,
player,201909150rav,crd,CrabMi00,targets,3,,,,,
player,201909150rav,crd,CrabMi00,rec,2,,,,,
player,201909150rav,crd,CrabMi00,rec_yds,13,,,,,
player,201909150rav,crd,CrabMi00,rec_td,0,,,,,
player,201909150rav,crd,CrabMi00,rec_long,9,,,,,
player,201909150rav,crd,CrabMi00,fumbles,0,,,,,
player,201909150rav,crd,CrabMi00,fumbles_lost,0,,,,,
player,201909150rav,crd,ClayCh00,pass_cmp,0,,,,,
player,201909150rav,crd,ClayCh00,pass_att,0,,,,,
player,201909150rav,crd,ClayCh00,pass_yds,0,,,,,
player,201909150rav,crd,ClayCh00,pass_td,0,,,,,
player,201909150rav,crd,ClayCh00,pass_int,0,,,,,
player,201909150rav,crd,ClayCh00,pass_sacked,0,,,,,
player,201909150rav,crd,ClayCh00,pass_sacked_yds,0,,,,,
player,201909150rav,crd,ClayCh00,pass_long,0,,,,,
player,201909150rav,crd,ClayCh00,pass_rating,,,,,,
player,201909150rav,crd,ClayCh00,rush_att,0,,,,,
player,201909150rav,crd,ClayCh00,rush_yds,0,,,,,
player,201909150rav,crd,ClayCh00,rush_td,0,,,,,
player,201909150rav,crd,ClayCh00,rush_long,0,,,,,
player,201909150rav,crd,ClayCh00,targets,2,,,,,
player,201909150rav,crd,ClayCh00,rec,1,,,,,
player,201909150rav,crd,ClayCh00,rec_yds,6,,,,,
player,201909150rav,crd,ClayCh00,rec_td,0,,,,,
player,201909150rav,crd,ClayCh00,rec_long,6,,,,,
player,201909150rav,crd,ClayCh00,fumbles,0,,,,,
player,201909150rav,crd,ClayCh00,fumbles_lost,0,,,,,
player,201909150rav,rav,JackLa00,pass_cmp,24,,,,,
player,201909150rav,rav,JackLa00,pass_att,37,,,,,
player,201909150rav,rav,JackLa00,pass_yds,272,,,,,
player,201909150rav,rav,JackLa00,pass_td,2,,,,,
player,201909150rav,rav,JackLa00,pass_int,0,,,,,
player,201909150rav,rav,JackLa00,pass_sacked,2,,,,,
player,201909150rav,rav,JackLa00,pass_sacked_yds,14,,,,,
player,201909150rav,rav,JackLa00,pass_long,41,,,,,
player,201909150rav,rav,JackLa00,pass_rating,104.8,,,,,
player,201909150rav,rav,JackLa00,rush_att,16,,,,,
player,201909150rav,rav,JackLa00,rush_yds,120,,,,,
player,201909150rav,rav,JackLa00,rush_td,0,,,,,
player,201909150rav,rav,JackLa00,rush_long,19,,,,,
player,201909150rav,rav,JackLa00,targets,0,,,,,
player,201909150rav,rav,JackLa00,rec,0,,,,,
player,201909150rav,rav,JackLa00,rec_yds,0,,,,,
player,201909150rav,rav,JackLa00,rec_td,0,,,,,
player,201909150rav,rav,JackLa00,rec_long,0,,,,,
player,201909150rav,rav,JackLa00,fumbles,0,,,,,
player,201909150rav,rav,JackLa00,fumbles_lost,0,,,,,
player,201909150rav,rav,IngrMa01,pass_cmp,0,,,,,
player,201909150rav,rav,IngrMa01,pass_att,0,,,,,
player,201909150rav,rav,IngrMa01,pass_yds,0,,,,,
player,201909150rav,rav,IngrMa01,pass_td,0,,,,,
player,201909150rav,rav,IngrMa01,pass_int,0,,,,,
player,201909150rav,rav,IngrMa01,pass_sacked,0,,,,,
player,201909150rav,rav,IngrMa01,pass_sacked_yds,0,,,,,
player,201909150rav,rav,IngrMa01,pass_long,0,,,,,
player,201909150rav,rav,IngrMa01,pass_rating,,,,,,
player,201909150rav,rav,IngrMa01,rush_att,13,,,,,
player,201909150rav,rav,IngrMa01,rush_yds,47,,,,,
player,201909150rav,rav,IngrMa01,rush_td,0,,,,,
player,201909150rav,rav,IngrMa01,rush_long,16,,,,,
player,201909150rav,rav,IngrMa01,targets,2,,,,,
player,201909150rav,rav,IngrMa01,rec,2,,,,,
player,201909150rav,rav,IngrMa01,rec_yds,30,,,,,
player,201909150rav,rav,IngrMa01,rec_td,0,,,,,
player,201909150rav,rav,IngrMa01,rec_long,20,,,,,
player,201909150rav,rav,IngrMa01,fumbles,0,,,,,
player,201909150rav,rav,IngrMa01,fumbles_lost,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_att,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_td,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_int,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_long,0,,,,,
player,201909150rav,rav,EdwaGu00,pass_rating,,,,,,
player,201909150rav,rav,EdwaGu00,rush_att,3,,,,,
player,201909150rav,rav,EdwaGu00,rush_yds,11,,,,,
player,201909150rav,rav,EdwaGu00,rush_td,0,,,,,
player,201909150rav,rav,EdwaGu00,rush_long,4,,,,,
player,201909150rav,rav,EdwaGu00,targets,0,,,,,
player,201909150rav,rav,EdwaGu00,rec,0,,,,,
player,201909150rav,rav,EdwaGu00,rec_yds,0,,,,,
player,201909150rav,rav,EdwaGu00,rec_td,0,,,,,
player,201909150rav,rav,EdwaGu00,rec_long,0,,,,,
player,201909150rav,rav,EdwaGu00,fumbles,0,,,,,
player,201909150rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201909150rav,rav,HillJu00,pass_cmp,0,,,,,
player,201909150rav,rav,HillJu00,pass_att,0,,,,,
player,201909150rav,rav,HillJu00,pass_yds,0,,,,,
player,201909150rav,rav,HillJu00,pass_td,0,,,,,
player,201909150rav,rav,HillJu00,pass_int,0,,,,,
player,201909150rav,rav,HillJu00,pass_sacked,0,,,,,
player,201909150rav,rav,HillJu00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,HillJu00,pass_long,0,,,,,
player,201909150rav,rav,HillJu00,pass_rating,,,,,,
player,201909150rav,rav,HillJu00,rush_att,1,,,,,
player,201909150rav,rav,HillJu00,rush_yds,4,,,,,
player,201909150rav,rav,HillJu00,rush_td,0,,,,,
player,201909150rav,rav,HillJu00,rush_long,4,,,,,
player,201909150rav,rav,HillJu00,targets,2,,,,,
player,201909150rav,rav,HillJu00,rec,1,,,,,
player,201909150rav,rav,HillJu00,rec_yds,10,,,,,
player,201909150rav,rav,HillJu00,rec_td,0,,,,,
player,201909150rav,rav,HillJu00,rec_long,10,,,,,
player,201909150rav,rav,HillJu00,fumbles,0,,,,,
player,201909150rav,rav,HillJu00,fumbles_lost,0,,,,,
player,201909150rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201909150rav,rav,AndrMa00,pass_att,0,,,,,
player,201909150rav,rav,AndrMa00,pass_yds,0,,,,,
player,201909150rav,rav,AndrMa00,pass_td,0,,,,,
player,201909150rav,rav,AndrMa00,pass_int,0,,,,,
player,201909150rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201909150rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,AndrMa00,pass_long,0,,,,,
player,201909150rav,rav,AndrMa00,pass_rating,,,,,,
player,201909150rav,rav,AndrMa00,rush_att,0,,,,,
player,201909150rav,rav,AndrMa00,rush_yds,0,,,,,
player,201909150rav,rav,AndrMa00,rush_td,0,,,,,
player,201909150rav,rav,AndrMa00,rush_long,0,,,,,
player,201909150rav,rav,AndrMa00,targets,9,,,,,
player,201909150rav,rav,AndrMa00,rec,8,,,,,
player,201909150rav,rav,AndrMa00,rec_yds,112,,,,,
player,201909150rav,rav,AndrMa00,rec_td,1,,,,,
player,201909150rav,rav,AndrMa00,rec_long,28,,,,,
player,201909150rav,rav,AndrMa00,fumbles,1,,,,,
player,201909150rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201909150rav,rav,BrowMa04,pass_cmp,0,,,,,
player,201909150rav,rav,BrowMa04,pass_att,0,,,,,
player,201909150rav,rav,BrowMa04,pass_yds,0,,,,,
player,201909150rav,rav,BrowMa04,pass_td,0,,,,,
player,201909150rav,rav,BrowMa04,pass_int,0,,,,,
player,201909150rav,rav,BrowMa04,pass_sacked,0,,,,,
player,201909150rav,rav,BrowMa04,pass_sacked_yds,0,,,,,
player,201909150rav,rav,BrowMa04,pass_long,0,,,,,
player,201909150rav,rav,BrowMa04,pass_rating,,,,,,
player,201909150rav,rav,BrowMa04,rush_att,0,,,,,
player,201909150rav,rav,BrowMa04,rush_yds,0,,,,,
player,201909150rav,rav,BrowMa04,rush_td,0,,,,,
player,201909150rav,rav,BrowMa04,rush_long,0,,,,,
player,201909150rav,rav,BrowMa04,targets,13,,,,,
player,201909150rav,rav,BrowMa04,rec,8,,,,,
player,201909150rav,rav,BrowMa04,rec_yds,86,,,,,
player,201909150rav,rav,BrowMa04,rec_td,0,,,,,
player,201909150rav,rav,BrowMa04,rec_long,41,,,,,
player,201909150rav,rav,BrowMa04,fumbles,0,,,,,
player,201909150rav,rav,BrowMa04,fumbles_lost,0,,,,,
player,201909150rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201909150rav,rav,BoylNi00,pass_att,0,,,,,
player,201909150rav,rav,BoylNi00,pass_yds,0,,,,,
player,201909150rav,rav,BoylNi00,pass_td,0,,,,,
player,201909150rav,rav,BoylNi00,pass_int,0,,,,,
player,201909150rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201909150rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,BoylNi00,pass_long,0,,,,,
player,201909150rav,rav,BoylNi00,pass_rating,,,,,,
player,201909150rav,rav,BoylNi00,rush_att,0,,,,,
player,201909150rav,rav,BoylNi00,rush_yds,0,,,,,
player,201909150rav,rav,BoylNi00,rush_td,0,,,,,
player,201909150rav,rav,BoylNi00,rush_long,0,,,,,
player,201909150rav,rav,BoylNi00,targets,3,,,,,
player,201909150rav,rav,BoylNi00,rec,1,,,,,
player,201909150rav,rav,BoylNi00,rec_yds,14,,,,,
player,201909150rav,rav,BoylNi00,rec_td,0,,,,,
player,201909150rav,rav,BoylNi00,rec_long,14,,,,,
player,201909150rav,rav,BoylNi00,fumbles,0,,,,,
player,201909150rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201909150rav,rav,BoykMi00,pass_cmp,0,,,,,
player,201909150rav,rav,BoykMi00,pass_att,0,,,,,
player,201909150rav,rav,BoykMi00,pass_yds,0,,,,,
player,201909150rav,rav,BoykMi00,pass_td,0,,,,,
player,201909150rav,rav,BoykMi00,pass_int,0,,,,,
player,201909150rav,rav,BoykMi00,pass_sacked,0,,,,,
player,201909150rav,rav,BoykMi00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,BoykMi00,pass_long,0,,,,,
player,201909150rav,rav,BoykMi00,pass_rating,,,,,,
player,201909150rav,rav,BoykMi00,rush_att,0,,,,,
player,201909150rav,rav,BoykMi00,rush_yds,0,,,,,
player,201909150rav,rav,BoykMi00,rush_td,0,,,,,
player,201909150rav,rav,BoykMi00,rush_long,0,,,,,
player,201909150rav,rav,BoykMi00,targets,3,,,,,
player,201909150rav,rav,BoykMi00,rec,1,,,,,
player,201909150rav,rav,BoykMi00,rec_yds,11,,,,,
player,201909150rav,rav,BoykMi00,rec_td,0,,,,,
player,201909150rav,rav,BoykMi00,rec_long,11,,,,,
player,201909150rav,rav,BoykMi00,fumbles,0,,,,,
player,201909150rav,rav,BoykMi00,fumbles_lost,0,,,,,
player,201909150rav,rav,SneaWi00,pass_cmp,0,,,,,
player,201909150rav,rav,SneaWi00,pass_att,0,,,,,
player,201909150rav,rav,SneaWi00,pass_yds,0,,,,,
player,201909150rav,rav,SneaWi00,pass_td,0,,,,,
player,201909150rav,rav,SneaWi00,pass_int,0,,,,,
player,201909150rav,rav,SneaWi00,pass_sacked,0,,,,,
player,201909150rav,rav,SneaWi00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,SneaWi00,pass_long,0,,,,,
player,201909150rav,rav,SneaWi00,pass_rating,,,,,,
player,201909150rav,rav,SneaWi00,rush_att,0,,,,,
player,201909150rav,rav,SneaWi00,rush_yds,0,,,,,
player,201909150rav,rav,SneaWi00,rush_td,0,,,,,
player,201909150rav,rav,SneaWi00,rush_long,0,,,,,
player,201909150rav,rav,SneaWi00,targets,1,,,,,
player,201909150rav,rav,SneaWi00,rec,1,,,,,
player,201909150rav,rav,SneaWi00,rec_yds,5,,,,,
player,201909150rav,rav,SneaWi00,rec_td,0,,,,,
player,201909150rav,rav,SneaWi00,rec_long,5,,,,,
player,201909150rav,rav,SneaWi00,fumbles,0,,,,,
player,201909150rav,rav,SneaWi00,fumbles_lost,0,,,,,
player,201909150rav,rav,RicaPa00,pass_cmp,0,,,,,
player,201909150rav,rav,RicaPa00,pass_att,0,,,,,
player,201909150rav,rav,RicaPa00,pass_yds,0,,,,,
player,201909150rav,rav,RicaPa00,pass_td,0,,,,,
player,201909150rav,rav,RicaPa00,pass_int,0,,,,,
player,201909150rav,rav,RicaPa00,pass_sacked,0,,,,,
player,201909150rav,rav,RicaPa00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,RicaPa00,pass_long,0,,,,,
player,201909150rav,rav,RicaPa00,pass_rating,,,,,,
player,201909150rav,rav,RicaPa00,rush_att,0,,,,,
player,201909150rav,rav,RicaPa00,rush_yds,0,,,,,
player,201909150rav,rav,RicaPa00,rush_td,0,,,,,
player,201909150rav,rav,RicaPa00,rush_long,0,,,,,
player,201909150rav,rav,RicaPa00,targets,1,,,,,
player,201909150rav,rav,RicaPa00,rec,1,,,,,
player,201909150rav,rav,RicaPa00,rec_yds,3,,,,,
player,201909150rav,rav,RicaPa00,rec_td,0,,,,,
player,201909150rav,rav,RicaPa00,rec_long,3,,,,,
player,201909150rav,rav,RicaPa00,fumbles,0,,,,,
player,201909150rav,rav,RicaPa00,fumbles_lost,0,,,,,
player,201909150rav,rav,HursHa00,pass_cmp,0,,,,,
player,201909150rav,rav,HursHa00,pass_att,0,,,,,
player,201909150rav,rav,HursHa00,pass_yds,0,,,,,
player,201909150rav,rav,HursHa00,pass_td,0,,,,,
player,201909150rav,rav,HursHa00,pass_int,0,,,,,
player,201909150rav,rav,HursHa00,pass_sacked,0,,,,,
player,201909150rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201909150rav,rav,HursHa00,pass_long,0,,,,,
player,201909150rav,rav,HursHa00,pass_rating,,,,,,
player,201909150rav,rav,HursHa00,rush_att,0,,,,,
player,201909150rav,rav,HursHa00,rush_yds,0,,,,,
player,201909150rav,rav,HursHa00,rush_td,0,,,,,
player,201909150rav,rav,HursHa00,rush_long,0,,,,,
player,201909150rav,rav,HursHa00,targets,1,,,,,
player,201909150rav,rav,HursHa00,rec,1,,,,,
player,201909150rav,rav,HursHa00,rec_yds,1,,,,,
player,201909150rav,rav,HursHa00,rec_td,1,,,,,
player,201909150rav,rav,HursHa00,rec_long,1,,,,,
player,201909150rav,rav,HursHa00,fumbles,0,,,,,
player,201909150rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201909150rav,crd,PeteCo00,def_int,0,,,,,
player,201909150rav,crd,PeteCo00,def_int_yds,0,,,,,
player,201909150rav,crd,PeteCo00,def_int_td,0,,,,,
player,201909150rav,crd,PeteCo00,def_int_long,0,,,,,
player,201909150rav,crd,PeteCo00,pass_defended,0,,,,,
player,201909150rav,crd,PeteCo00,sacks,1.0,,,,,
player,201909150rav,crd,PeteCo00,tackles_combined,3,,,,,
player,201909150rav,crd,PeteCo00,tackles_solo,2,,,,,
player,201909150rav,crd,PeteCo00,tackles_assists,1,,,,,
player,201909150rav,crd,PeteCo00,tackles_loss,2,,,,,
player,201909150rav,crd,PeteCo00,qb_hits,1,,,,,
