game,2018,2,20180916,201809160tam,phi,"Philadelphia Eagles",21,tam,"Tampa Bay Buccaneers",27
player,201809160tam,phi,GrahBr99,def_int_td,0,,,,,
player,201809160tam,phi,GrahBr99,def_int_long,0,,,,,
player,201809160tam,phi,GrahBr99,pass_defended,0,,,,,
player,201809160tam,phi,GrahBr99,sacks,0.0,,,,,
player,201809160tam,phi,GrahBr99,tackles_combined,5,,,,,
player,201809160tam,phi,GrahBr99,tackles_solo,4,,,,,
player,201809160tam,phi,GrahBr99,tackles_assists,1,,,,,
player,201809160tam,phi,GrahBr99,tackles_loss,0,,,,,
player,201809160tam,phi,GrahBr99,qb_hits,1,,,,,
player,201809160tam,phi,GrahBr99,fumbles_rec,0,,,,,
player,201809160tam,phi,GrahBr99,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,GrahBr99,fumbles_rec_td,0,,,,,
player,201809160tam,phi,GrahBr99,fumbles_forced,0,,,,,
player,201809160tam,phi,JenkMa99,def_int,0,,,,,
player,201809160tam,phi,JenkMa99,def_int_yds,0,,,,,
player,201809160tam,phi,JenkMa99,def_int_td,0,,,,,
player,201809160tam,phi,JenkMa99,def_int_long,0,,,,,
player,201809160tam,phi,JenkMa99,pass_defended,0,,,,,
player,201809160tam,phi,JenkMa99,sacks,0.0,,,,,
player,201809160tam,phi,JenkMa99,tackles_combined,5,,,,,
player,201809160tam,phi,JenkMa99,tackles_solo,4,,,,,
player,201809160tam,phi,JenkMa99,tackles_assists,1,,,,,
player,201809160tam,phi,JenkMa99,tackles_loss,0,,,,,
player,201809160tam,phi,JenkMa99,qb_hits,0,,,,,
player,201809160tam,phi,JenkMa99,fumbles_rec,0,,,,,
player,201809160tam,phi,JenkMa99,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,JenkMa99,fumbles_rec_td,0,,,,,
player,201809160tam,phi,JenkMa99,fumbles_forced,1,,,,,
player,201809160tam,phi,MillJa02,def_int,0,,,,,
player,201809160tam,phi,MillJa02,def_int_yds,0,,,,,
player,201809160tam,phi,MillJa02,def_int_td,0,,,,,
player,201809160tam,phi,MillJa02,def_int_long,0,,,,,
player,201809160tam,phi,MillJa02,pass_defended,0,,,,,
player,201809160tam,phi,MillJa02,sacks,0.0,,,,,
player,201809160tam,phi,MillJa02,tackles_combined,5,,,,,
player,201809160tam,phi,MillJa02,tackles_solo,4,,,,,
player,201809160tam,phi,MillJa02,tackles_assists,1,,,,,
player,201809160tam,phi,MillJa02,tackles_loss,0,,,,,
player,201809160tam,phi,MillJa02,qb_hits,0,,,,,
player,201809160tam,phi,MillJa02,fumbles_rec,0,,,,,
player,201809160tam,phi,MillJa02,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,MillJa02,fumbles_rec_td,0,,,,,
player,201809160tam,phi,MillJa02,fumbles_forced,0,,,,,
player,201809160tam,phi,BarnDe01,def_int,0,,,,,
player,201809160tam,phi,BarnDe01,def_int_yds,0,,,,,
player,201809160tam,phi,BarnDe01,def_int_td,0,,,,,
player,201809160tam,phi,BarnDe01,def_int_long,0,,,,,
player,201809160tam,phi,BarnDe01,pass_defended,0,,,,,
player,201809160tam,phi,BarnDe01,sacks,0.0,,,,,
player,201809160tam,phi,BarnDe01,tackles_combined,3,,,,,
player,201809160tam,phi,BarnDe01,tackles_solo,3,,,,,
player,201809160tam,phi,BarnDe01,tackles_assists,0,,,,,
player,201809160tam,phi,BarnDe01,tackles_loss,1,,,,,
player,201809160tam,phi,BarnDe01,qb_hits,1,,,,,
player,201809160tam,phi,BarnDe01,fumbles_rec,0,,,,,
player,201809160tam,phi,BarnDe01,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,BarnDe01,fumbles_rec_td,0,,,,,
player,201809160tam,phi,BarnDe01,fumbles_forced,0,,,,,
player,201809160tam,phi,GrugKa00,def_int,0,,,,,
player,201809160tam,phi,GrugKa00,def_int_yds,0,,,,,
player,201809160tam,phi,GrugKa00,def_int_td,0,,,,,
player,201809160tam,phi,GrugKa00,def_int_long,0,,,,,
player,201809160tam,phi,GrugKa00,pass_defended,0,,,,,
player,201809160tam,phi,GrugKa00,sacks,0.0,,,,,
player,201809160tam,phi,GrugKa00,tackles_combined,3,,,,,
player,201809160tam,phi,GrugKa00,tackles_solo,2,,,,,
player,201809160tam,phi,GrugKa00,tackles_assists,1,,,,,
player,201809160tam,phi,GrugKa00,tackles_loss,0,,,,,
player,201809160tam,phi,GrugKa00,qb_hits,0,,,,,
player,201809160tam,phi,GrugKa00,fumbles_rec,0,,,,,
player,201809160tam,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201809160tam,phi,GrugKa00,fumbles_forced,0,,,,,
player,201809160tam,phi,McLeRo00,def_int,0,,,,,
player,201809160tam,phi,McLeRo00,def_int_yds,0,,,,,
player,201809160tam,phi,McLeRo00,def_int_td,0,,,,,
player,201809160tam,phi,McLeRo00,def_int_long,0,,,,,
player,201809160tam,phi,McLeRo00,pass_defended,1,,,,,
player,201809160tam,phi,McLeRo00,sacks,0.0,,,,,
player,201809160tam,phi,McLeRo00,tackles_combined,3,,,,,
player,201809160tam,phi,McLeRo00,tackles_solo,2,,,,,
player,201809160tam,phi,McLeRo00,tackles_assists,1,,,,,
player,201809160tam,phi,McLeRo00,tackles_loss,0,,,,,
player,201809160tam,phi,McLeRo00,qb_hits,0,,,,,
player,201809160tam,phi,McLeRo00,fumbles_rec,0,,,,,
player,201809160tam,phi,McLeRo00,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,McLeRo00,fumbles_rec_td,0,,,,,
player,201809160tam,phi,McLeRo00,fumbles_forced,0,,,,,
player,201809160tam,phi,BennMi99,def_int,0,,,,,
player,201809160tam,phi,BennMi99,def_int_yds,0,,,,,
player,201809160tam,phi,BennMi99,def_int_td,0,,,,,
player,201809160tam,phi,BennMi99,def_int_long,0,,,,,
player,201809160tam,phi,BennMi99,pass_defended,0,,,,,
player,201809160tam,phi,BennMi99,sacks,0.0,,,,,
player,201809160tam,phi,BennMi99,tackles_combined,2,,,,,
player,201809160tam,phi,BennMi99,tackles_solo,1,,,,,
player,201809160tam,phi,BennMi99,tackles_assists,1,,,,,
player,201809160tam,phi,BennMi99,tackles_loss,1,,,,,
player,201809160tam,phi,BennMi99,qb_hits,2,,,,,
player,201809160tam,phi,BennMi99,fumbles_rec,0,,,,,
player,201809160tam,phi,BennMi99,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,BennMi99,fumbles_rec_td,0,,,,,
player,201809160tam,phi,BennMi99,fumbles_forced,0,,,,,
player,201809160tam,phi,LongCh99,def_int,0,,,,,
player,201809160tam,phi,LongCh99,def_int_yds,0,,,,,
player,201809160tam,phi,LongCh99,def_int_td,0,,,,,
player,201809160tam,phi,LongCh99,def_int_long,0,,,,,
player,201809160tam,phi,LongCh99,pass_defended,0,,,,,
player,201809160tam,phi,LongCh99,sacks,0.0,,,,,
player,201809160tam,phi,LongCh99,tackles_combined,2,,,,,
player,201809160tam,phi,LongCh99,tackles_solo,2,,,,,
player,201809160tam,phi,LongCh99,tackles_assists,0,,,,,
player,201809160tam,phi,LongCh99,tackles_loss,0,,,,,
player,201809160tam,phi,LongCh99,qb_hits,0,,,,,
player,201809160tam,phi,LongCh99,fumbles_rec,0,,,,,
player,201809160tam,phi,LongCh99,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,LongCh99,fumbles_rec_td,0,,,,,
player,201809160tam,phi,LongCh99,fumbles_forced,0,,,,,
player,201809160tam,phi,AlexD.00,def_int,0,,,,,
player,201809160tam,phi,AlexD.00,def_int_yds,0,,,,,
player,201809160tam,phi,AlexD.00,def_int_td,0,,,,,
player,201809160tam,phi,AlexD.00,def_int_long,0,,,,,
player,201809160tam,phi,AlexD.00,pass_defended,0,,,,,
player,201809160tam,phi,AlexD.00,sacks,0.0,,,,,
player,201809160tam,phi,AlexD.00,tackles_combined,1,,,,,
player,201809160tam,phi,AlexD.00,tackles_solo,1,,,,,
player,201809160tam,phi,AlexD.00,tackles_assists,0,,,,,
player,201809160tam,phi,AlexD.00,tackles_loss,0,,,,,
player,201809160tam,phi,AlexD.00,qb_hits,0,,,,,
player,201809160tam,phi,AlexD.00,fumbles_rec,0,,,,,
player,201809160tam,phi,AlexD.00,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,AlexD.00,fumbles_rec_td,0,,,,,
player,201809160tam,phi,AlexD.00,fumbles_forced,0,,,,,
player,201809160tam,phi,ClemCo00,def_int,0,,,,,
player,201809160tam,phi,ClemCo00,def_int_yds,0,,,,,
player,201809160tam,phi,ClemCo00,def_int_td,0,,,,,
player,201809160tam,phi,ClemCo00,def_int_long,0,,,,,
player,201809160tam,phi,ClemCo00,pass_defended,0,,,,,
player,201809160tam,phi,ClemCo00,sacks,0.0,,,,,
player,201809160tam,phi,ClemCo00,tackles_combined,1,,,,,
player,201809160tam,phi,ClemCo00,tackles_solo,1,,,,,
player,201809160tam,phi,ClemCo00,tackles_assists,0,,,,,
player,201809160tam,phi,ClemCo00,tackles_loss,0,,,,,
player,201809160tam,phi,ClemCo00,qb_hits,0,,,,,
player,201809160tam,phi,ClemCo00,fumbles_rec,0,,,,,
player,201809160tam,phi,ClemCo00,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,ClemCo00,fumbles_rec_td,0,,,,,
player,201809160tam,phi,ClemCo00,fumbles_forced,0,,,,,
player,201809160tam,phi,GrahCo99,def_int,0,,,,,
player,201809160tam,phi,GrahCo99,def_int_yds,0,,,,,
player,201809160tam,phi,GrahCo99,def_int_td,0,,,,,
player,201809160tam,phi,GrahCo99,def_int_long,0,,,,,
player,201809160tam,phi,GrahCo99,pass_defended,0,,,,,
player,201809160tam,phi,GrahCo99,sacks,0.0,,,,,
player,201809160tam,phi,GrahCo99,tackles_combined,1,,,,,
player,201809160tam,phi,GrahCo99,tackles_solo,1,,,,,
player,201809160tam,phi,GrahCo99,tackles_assists,0,,,,,
player,201809160tam,phi,GrahCo99,tackles_loss,0,,,,,
player,201809160tam,phi,GrahCo99,qb_hits,0,,,,,
player,201809160tam,phi,GrahCo99,fumbles_rec,0,,,,,
player,201809160tam,phi,GrahCo99,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,GrahCo99,fumbles_rec_td,0,,,,,
player,201809160tam,phi,GrahCo99,fumbles_forced,0,,,,,
player,201809160tam,phi,MaddAv00,def_int,0,,,,,
player,201809160tam,phi,MaddAv00,def_int_yds,0,,,,,
player,201809160tam,phi,MaddAv00,def_int_td,0,,,,,
player,201809160tam,phi,MaddAv00,def_int_long,0,,,,,
player,201809160tam,phi,MaddAv00,pass_defended,0,,,,,
player,201809160tam,phi,MaddAv00,sacks,0.0,,,,,
player,201809160tam,phi,MaddAv00,tackles_combined,1,,,,,
player,201809160tam,phi,MaddAv00,tackles_solo,1,,,,,
player,201809160tam,phi,MaddAv00,tackles_assists,0,,,,,
player,201809160tam,phi,MaddAv00,tackles_loss,0,,,,,
player,201809160tam,phi,MaddAv00,qb_hits,0,,,,,
player,201809160tam,phi,MaddAv00,fumbles_rec,0,,,,,
player,201809160tam,phi,MaddAv00,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,MaddAv00,fumbles_rec_td,0,,,,,
player,201809160tam,phi,MaddAv00,fumbles_forced,0,,,,,
player,201809160tam,phi,NgatHa20,def_int,0,,,,,
player,201809160tam,phi,NgatHa20,def_int_yds,0,,,,,
player,201809160tam,phi,NgatHa20,def_int_td,0,,,,,
player,201809160tam,phi,NgatHa20,def_int_long,0,,,,,
player,201809160tam,phi,NgatHa20,pass_defended,0,,,,,
player,201809160tam,phi,NgatHa20,sacks,0.0,,,,,
player,201809160tam,phi,NgatHa20,tackles_combined,1,,,,,
player,201809160tam,phi,NgatHa20,tackles_solo,0,,,,,
player,201809160tam,phi,NgatHa20,tackles_assists,1,,,,,
player,201809160tam,phi,NgatHa20,tackles_loss,0,,,,,
player,201809160tam,phi,NgatHa20,qb_hits,0,,,,,
player,201809160tam,phi,NgatHa20,fumbles_rec,0,,,,,
player,201809160tam,phi,NgatHa20,fumbles_rec_yds,0,,,,,
player,201809160tam,phi,NgatHa20,fumbles_rec_td,0,,,,,
player,201809160tam,phi,NgatHa20,fumbles_forced,0,,,,,
player,201809160tam,tam,AlexKw00,def_int,0,,,,,
player,201809160tam,tam,AlexKw00,def_int_yds,0,,,,,
player,201809160tam,tam,AlexKw00,def_int_td,0,,,,,
player,201809160tam,tam,AlexKw00,def_int_long,0,,,,,
player,201809160tam,tam,AlexKw00,pass_defended,0,,,,,
player,201809160tam,tam,AlexKw00,sacks,1.0,,,,,
player,201809160tam,tam,AlexKw00,tackles_combined,7,,,,,
player,201809160tam,tam,AlexKw00,tackles_solo,6,,,,,
player,201809160tam,tam,AlexKw00,tackles_assists,1,,,,,
player,201809160tam,tam,AlexKw00,tackles_loss,3,,,,,
player,201809160tam,tam,AlexKw00,qb_hits,1,,,,,
player,201809160tam,tam,AlexKw00,fumbles_rec,0,,,,,
player,201809160tam,tam,AlexKw00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,AlexKw00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,AlexKw00,fumbles_forced,1,,,,,
player,201809160tam,tam,PierJa99,def_int,0,,,,,
player,201809160tam,tam,PierJa99,def_int_yds,0,,,,,
player,201809160tam,tam,PierJa99,def_int_td,0,,,,,
player,201809160tam,tam,PierJa99,def_int_long,0,,,,,
player,201809160tam,tam,PierJa99,pass_defended,0,,,,,
player,201809160tam,tam,PierJa99,sacks,1.0,,,,,
player,201809160tam,tam,PierJa99,tackles_combined,5,,,,,
player,201809160tam,tam,PierJa99,tackles_solo,5,,,,,
player,201809160tam,tam,PierJa99,tackles_assists,0,,,,,
player,201809160tam,tam,PierJa99,tackles_loss,1,,,,,
player,201809160tam,tam,PierJa99,qb_hits,4,,,,,
player,201809160tam,tam,PierJa99,fumbles_rec,0,,,,,
player,201809160tam,tam,PierJa99,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,PierJa99,fumbles_rec_td,0,,,,,
player,201809160tam,tam,PierJa99,fumbles_forced,0,,,,,
player,201809160tam,tam,McCoGe99,def_int,0,,,,,
player,201809160tam,tam,McCoGe99,def_int_yds,0,,,,,
player,201809160tam,tam,McCoGe99,def_int_td,0,,,,,
player,201809160tam,tam,McCoGe99,def_int_long,0,,,,,
player,201809160tam,tam,McCoGe99,pass_defended,0,,,,,
player,201809160tam,tam,McCoGe99,sacks,1.0,,,,,
player,201809160tam,tam,McCoGe99,tackles_combined,3,,,,,
player,201809160tam,tam,McCoGe99,tackles_solo,2,,,,,
player,201809160tam,tam,McCoGe99,tackles_assists,1,,,,,
player,201809160tam,tam,McCoGe99,tackles_loss,1,,,,,
player,201809160tam,tam,McCoGe99,qb_hits,2,,,,,
player,201809160tam,tam,McCoGe99,fumbles_rec,0,,,,,
player,201809160tam,tam,McCoGe99,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,McCoGe99,fumbles_rec_td,0,,,,,
player,201809160tam,tam,McCoGe99,fumbles_forced,0,,,,,
player,201809160tam,tam,DaviLa00,def_int,0,,,,,
player,201809160tam,tam,DaviLa00,def_int_yds,0,,,,,
player,201809160tam,tam,DaviLa00,def_int_td,0,,,,,
player,201809160tam,tam,DaviLa00,def_int_long,0,,,,,
player,201809160tam,tam,DaviLa00,pass_defended,1,,,,,
player,201809160tam,tam,DaviLa00,sacks,0.0,,,,,
player,201809160tam,tam,DaviLa00,tackles_combined,9,,,,,
player,201809160tam,tam,DaviLa00,tackles_solo,6,,,,,
player,201809160tam,tam,DaviLa00,tackles_assists,3,,,,,
player,201809160tam,tam,DaviLa00,tackles_loss,0,,,,,
player,201809160tam,tam,DaviLa00,qb_hits,0,,,,,
player,201809160tam,tam,DaviLa00,fumbles_rec,1,,,,,
player,201809160tam,tam,DaviLa00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,DaviLa00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,DaviLa00,fumbles_forced,0,,,,,
player,201809160tam,tam,SmitRy00,def_int,0,,,,,
player,201809160tam,tam,SmitRy00,def_int_yds,0,,,,,
player,201809160tam,tam,SmitRy00,def_int_td,0,,,,,
player,201809160tam,tam,SmitRy00,def_int_long,0,,,,,
player,201809160tam,tam,SmitRy00,pass_defended,2,,,,,
player,201809160tam,tam,SmitRy00,sacks,0.0,,,,,
player,201809160tam,tam,SmitRy00,tackles_combined,9,,,,,
player,201809160tam,tam,SmitRy00,tackles_solo,7,,,,,
player,201809160tam,tam,SmitRy00,tackles_assists,2,,,,,
player,201809160tam,tam,SmitRy00,tackles_loss,0,,,,,
player,201809160tam,tam,SmitRy00,qb_hits,0,,,,,
player,201809160tam,tam,SmitRy00,fumbles_rec,0,,,,,
player,201809160tam,tam,SmitRy00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,SmitRy00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,SmitRy00,fumbles_forced,0,,,,,
player,201809160tam,tam,ContCh00,def_int,0,,,,,
player,201809160tam,tam,ContCh00,def_int_yds,0,,,,,
player,201809160tam,tam,ContCh00,def_int_td,0,,,,,
player,201809160tam,tam,ContCh00,def_int_long,0,,,,,
player,201809160tam,tam,ContCh00,pass_defended,0,,,,,
player,201809160tam,tam,ContCh00,sacks,0.0,,,,,
player,201809160tam,tam,ContCh00,tackles_combined,7,,,,,
player,201809160tam,tam,ContCh00,tackles_solo,5,,,,,
player,201809160tam,tam,ContCh00,tackles_assists,2,,,,,
player,201809160tam,tam,ContCh00,tackles_loss,0,,,,,
player,201809160tam,tam,ContCh00,qb_hits,0,,,,,
player,201809160tam,tam,ContCh00,fumbles_rec,0,,,,,
player,201809160tam,tam,ContCh00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,ContCh00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,ContCh00,fumbles_forced,0,,,,,
player,201809160tam,tam,DaviCa02,def_int,0,,,,,
player,201809160tam,tam,DaviCa02,def_int_yds,0,,,,,
player,201809160tam,tam,DaviCa02,def_int_td,0,,,,,
player,201809160tam,tam,DaviCa02,def_int_long,0,,,,,
player,201809160tam,tam,DaviCa02,pass_defended,1,,,,,
player,201809160tam,tam,DaviCa02,sacks,0.0,,,,,
player,201809160tam,tam,DaviCa02,tackles_combined,6,,,,,
player,201809160tam,tam,DaviCa02,tackles_solo,6,,,,,
player,201809160tam,tam,DaviCa02,tackles_assists,0,,,,,
player,201809160tam,tam,DaviCa02,tackles_loss,0,,,,,
player,201809160tam,tam,DaviCa02,qb_hits,0,,,,,
player,201809160tam,tam,DaviCa02,fumbles_rec,1,,,,,
player,201809160tam,tam,DaviCa02,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,DaviCa02,fumbles_rec_td,0,,,,,
player,201809160tam,tam,DaviCa02,fumbles_forced,0,,,,,
player,201809160tam,tam,EvanJu00,def_int,0,,,,,
player,201809160tam,tam,EvanJu00,def_int_yds,0,,,,,
player,201809160tam,tam,EvanJu00,def_int_td,0,,,,,
player,201809160tam,tam,EvanJu00,def_int_long,0,,,,,
player,201809160tam,tam,EvanJu00,pass_defended,1,,,,,
player,201809160tam,tam,EvanJu00,sacks,0.0,,,,,
player,201809160tam,tam,EvanJu00,tackles_combined,6,,,,,
player,201809160tam,tam,EvanJu00,tackles_solo,5,,,,,
player,201809160tam,tam,EvanJu00,tackles_assists,1,,,,,
player,201809160tam,tam,EvanJu00,tackles_loss,0,,,,,
player,201809160tam,tam,EvanJu00,qb_hits,0,,,,,
player,201809160tam,tam,EvanJu00,fumbles_rec,0,,,,,
player,201809160tam,tam,EvanJu00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,EvanJu00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,EvanJu00,fumbles_forced,0,,,,,
player,201809160tam,tam,WhitJo03,def_int,0,,,,,
player,201809160tam,tam,WhitJo03,def_int_yds,0,,,,,
player,201809160tam,tam,WhitJo03,def_int_td,0,,,,,
player,201809160tam,tam,WhitJo03,def_int_long,0,,,,,
player,201809160tam,tam,WhitJo03,pass_defended,0,,,,,
player,201809160tam,tam,WhitJo03,sacks,0.0,,,,,
player,201809160tam,tam,WhitJo03,tackles_combined,6,,,,,
player,201809160tam,tam,WhitJo03,tackles_solo,4,,,,,
player,201809160tam,tam,WhitJo03,tackles_assists,2,,,,,
player,201809160tam,tam,WhitJo03,tackles_loss,0,,,,,
player,201809160tam,tam,WhitJo03,qb_hits,0,,,,,
player,201809160tam,tam,WhitJo03,fumbles_rec,0,,,,,
player,201809160tam,tam,WhitJo03,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,WhitJo03,fumbles_rec_td,0,,,,,
player,201809160tam,tam,WhitJo03,fumbles_forced,0,,,,,
player,201809160tam,tam,StewM.00,def_int,0,,,,,
player,201809160tam,tam,StewM.00,def_int_yds,0,,,,,
player,201809160tam,tam,StewM.00,def_int_td,0,,,,,
player,201809160tam,tam,StewM.00,def_int_long,0,,,,,
player,201809160tam,tam,StewM.00,pass_defended,0,,,,,
player,201809160tam,tam,StewM.00,sacks,0.0,,,,,
player,201809160tam,tam,StewM.00,tackles_combined,5,,,,,
player,201809160tam,tam,StewM.00,tackles_solo,4,,,,,
player,201809160tam,tam,StewM.00,tackles_assists,1,,,,,
player,201809160tam,tam,StewM.00,tackles_loss,1,,,,,
player,201809160tam,tam,StewM.00,qb_hits,1,,,,,
player,201809160tam,tam,StewM.00,fumbles_rec,0,,,,,
player,201809160tam,tam,StewM.00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,StewM.00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,StewM.00,fumbles_forced,0,,,,,
player,201809160tam,tam,WillMa03,def_int,0,,,,,
player,201809160tam,tam,WillMa03,def_int_yds,0,,,,,
player,201809160tam,tam,WillMa03,def_int_td,0,,,,,
player,201809160tam,tam,WillMa03,def_int_long,0,,,,,
player,201809160tam,tam,WillMa03,pass_defended,0,,,,,
player,201809160tam,tam,WillMa03,sacks,0.0,,,,,
player,201809160tam,tam,WillMa03,tackles_combined,2,,,,,
player,201809160tam,tam,WillMa03,tackles_solo,2,,,,,
player,201809160tam,tam,WillMa03,tackles_assists,0,,,,,
player,201809160tam,tam,WillMa03,tackles_loss,0,,,,,
player,201809160tam,tam,WillMa03,qb_hits,0,,,,,
player,201809160tam,tam,WillMa03,fumbles_rec,0,,,,,
player,201809160tam,tam,WillMa03,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,WillMa03,fumbles_rec_td,0,,,,,
player,201809160tam,tam,WillMa03,fumbles_forced,0,,,,,
player,201809160tam,tam,WortJe00,def_int,0,,,,,
player,201809160tam,tam,WortJe00,def_int_yds,0,,,,,
player,201809160tam,tam,WortJe00,def_int_td,0,,,,,
player,201809160tam,tam,WortJe00,def_int_long,0,,,,,
player,201809160tam,tam,WortJe00,pass_defended,0,,,,,
player,201809160tam,tam,WortJe00,sacks,0.0,,,,,
player,201809160tam,tam,WortJe00,tackles_combined,2,,,,,
player,201809160tam,tam,WortJe00,tackles_solo,2,,,,,
player,201809160tam,tam,WortJe00,tackles_assists,0,,,,,
player,201809160tam,tam,WortJe00,tackles_loss,0,,,,,
player,201809160tam,tam,WortJe00,qb_hits,0,,,,,
player,201809160tam,tam,WortJe00,fumbles_rec,0,,,,,
player,201809160tam,tam,WortJe00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,WortJe00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,WortJe00,fumbles_forced,0,,,,,
player,201809160tam,tam,AlleBe00,def_int,0,,,,,
player,201809160tam,tam,AlleBe00,def_int_yds,0,,,,,
player,201809160tam,tam,AlleBe00,def_int_td,0,,,,,
player,201809160tam,tam,AlleBe00,def_int_long,0,,,,,
player,201809160tam,tam,AlleBe00,pass_defended,0,,,,,
player,201809160tam,tam,AlleBe00,sacks,0.0,,,,,
player,201809160tam,tam,AlleBe00,tackles_combined,1,,,,,
player,201809160tam,tam,AlleBe00,tackles_solo,1,,,,,
player,201809160tam,tam,AlleBe00,tackles_assists,0,,,,,
player,201809160tam,tam,AlleBe00,tackles_loss,0,,,,,
player,201809160tam,tam,AlleBe00,qb_hits,1,,,,,
player,201809160tam,tam,AlleBe00,fumbles_rec,0,,,,,
player,201809160tam,tam,AlleBe00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,AlleBe00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,AlleBe00,fumbles_forced,0,,,,,
player,201809160tam,tam,AngeBr00,def_int,0,,,,,
player,201809160tam,tam,AngeBr00,def_int_yds,0,,,,,
player,201809160tam,tam,AngeBr00,def_int_td,0,,,,,
player,201809160tam,tam,AngeBr00,def_int_long,0,,,,,
player,201809160tam,tam,AngeBr00,pass_defended,0,,,,,
player,201809160tam,tam,AngeBr00,sacks,0.0,,,,,
player,201809160tam,tam,AngeBr00,tackles_combined,1,,,,,
player,201809160tam,tam,AngeBr00,tackles_solo,1,,,,,
player,201809160tam,tam,AngeBr00,tackles_assists,0,,,,,
player,201809160tam,tam,AngeBr00,tackles_loss,0,,,,,
player,201809160tam,tam,AngeBr00,qb_hits,0,,,,,
player,201809160tam,tam,AngeBr00,fumbles_rec,0,,,,,
player,201809160tam,tam,AngeBr00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,AngeBr00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,AngeBr00,fumbles_forced,0,,,,,
player,201809160tam,tam,GholWi00,def_int,0,,,,,
player,201809160tam,tam,GholWi00,def_int_yds,0,,,,,
player,201809160tam,tam,GholWi00,def_int_td,0,,,,,
player,201809160tam,tam,GholWi00,def_int_long,0,,,,,
player,201809160tam,tam,GholWi00,pass_defended,0,,,,,
player,201809160tam,tam,GholWi00,sacks,0.0,,,,,
player,201809160tam,tam,GholWi00,tackles_combined,1,,,,,
player,201809160tam,tam,GholWi00,tackles_solo,1,,,,,
player,201809160tam,tam,GholWi00,tackles_assists,0,,,,,
player,201809160tam,tam,GholWi00,tackles_loss,0,,,,,
player,201809160tam,tam,GholWi00,qb_hits,2,,,,,
player,201809160tam,tam,GholWi00,fumbles_rec,0,,,,,
player,201809160tam,tam,GholWi00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,GholWi00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,GholWi00,fumbles_forced,0,,,,,
player,201809160tam,tam,NassCa00,def_int,0,,,,,
player,201809160tam,tam,NassCa00,def_int_yds,0,,,,,
player,201809160tam,tam,NassCa00,def_int_td,0,,,,,
player,201809160tam,tam,NassCa00,def_int_long,0,,,,,
player,201809160tam,tam,NassCa00,pass_defended,0,,,,,
player,201809160tam,tam,NassCa00,sacks,0.0,,,,,
player,201809160tam,tam,NassCa00,tackles_combined,0,,,,,
player,201809160tam,tam,NassCa00,tackles_solo,0,,,,,
player,201809160tam,tam,NassCa00,tackles_assists,0,,,,,
player,201809160tam,tam,NassCa00,tackles_loss,0,,,,,
player,201809160tam,tam,NassCa00,qb_hits,1,,,,,
player,201809160tam,tam,NassCa00,fumbles_rec,0,,,,,
player,201809160tam,tam,NassCa00,fumbles_rec_yds,0,,,,,
player,201809160tam,tam,NassCa00,fumbles_rec_td,0,,,,,
player,201809160tam,tam,NassCa00,fumbles_forced,0,,,,,
player,201809160tam,tam,GlanAd00,def_int,0,,,,,
player,201809160tam,tam,GlanAd00,def_int_yds,0,,,,,
player,201809160tam,tam,GlanAd00,def_int_td,0,,,,,
player,201809160tam,tam,GlanAd00,def_int_long,0,,,,,
player,201809160tam,tam,GlanAd00,pass_defended,1,,,,,
player,201809160tam,tam,GlanAd00,sacks,0.0,,,,,
