game,2018,16,20181222,201812220sdg,rav,"Baltimore Ravens",22,sdg,"Los Angeles Chargers",10
player,201812220sdg,rav,AndrMa00,pass_int,0,,,,,
player,201812220sdg,rav,AndrMa00,pass_sacked,0,,,,,
player,201812220sdg,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,AndrMa00,pass_long,0,,,,,
player,201812220sdg,rav,AndrMa00,pass_rating,,,,,,
player,201812220sdg,rav,AndrMa00,rush_att,0,,,,,
player,201812220sdg,rav,AndrMa00,rush_yds,0,,,,,
player,201812220sdg,rav,AndrMa00,rush_td,0,,,,,
player,201812220sdg,rav,AndrMa00,rush_long,0,,,,,
player,201812220sdg,rav,AndrMa00,targets,2,,,,,
player,201812220sdg,rav,AndrMa00,rec,2,,,,,
player,201812220sdg,rav,AndrMa00,rec_yds,83,,,,,
player,201812220sdg,rav,AndrMa00,rec_td,1,,,,,
player,201812220sdg,rav,AndrMa00,rec_long,68,,,,,
player,201812220sdg,rav,AndrMa00,fumbles,0,,,,,
player,201812220sdg,rav,AndrMa00,fumbles_lost,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_cmp,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_att,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_yds,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_td,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_int,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_sacked,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_long,0,,,,,
player,201812220sdg,rav,BrowJo02,pass_rating,,,,,,
player,201812220sdg,rav,BrowJo02,rush_att,0,,,,,
player,201812220sdg,rav,BrowJo02,rush_yds,0,,,,,
player,201812220sdg,rav,BrowJo02,rush_td,0,,,,,
player,201812220sdg,rav,BrowJo02,rush_long,0,,,,,
player,201812220sdg,rav,BrowJo02,targets,6,,,,,
player,201812220sdg,rav,BrowJo02,rec,2,,,,,
player,201812220sdg,rav,BrowJo02,rec_yds,27,,,,,
player,201812220sdg,rav,BrowJo02,rec_td,0,,,,,
player,201812220sdg,rav,BrowJo02,rec_long,17,,,,,
player,201812220sdg,rav,BrowJo02,fumbles,0,,,,,
player,201812220sdg,rav,BrowJo02,fumbles_lost,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_cmp,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_att,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_yds,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_td,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_int,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_sacked,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_long,0,,,,,
player,201812220sdg,rav,CrabMi00,pass_rating,,,,,,
player,201812220sdg,rav,CrabMi00,rush_att,0,,,,,
player,201812220sdg,rav,CrabMi00,rush_yds,0,,,,,
player,201812220sdg,rav,CrabMi00,rush_td,0,,,,,
player,201812220sdg,rav,CrabMi00,rush_long,0,,,,,
player,201812220sdg,rav,CrabMi00,targets,4,,,,,
player,201812220sdg,rav,CrabMi00,rec,1,,,,,
player,201812220sdg,rav,CrabMi00,rec_yds,20,,,,,
player,201812220sdg,rav,CrabMi00,rec_td,0,,,,,
player,201812220sdg,rav,CrabMi00,rec_long,20,,,,,
player,201812220sdg,rav,CrabMi00,fumbles,0,,,,,
player,201812220sdg,rav,CrabMi00,fumbles_lost,0,,,,,
player,201812220sdg,rav,HursHa00,pass_cmp,0,,,,,
player,201812220sdg,rav,HursHa00,pass_att,0,,,,,
player,201812220sdg,rav,HursHa00,pass_yds,0,,,,,
player,201812220sdg,rav,HursHa00,pass_td,0,,,,,
player,201812220sdg,rav,HursHa00,pass_int,0,,,,,
player,201812220sdg,rav,HursHa00,pass_sacked,0,,,,,
player,201812220sdg,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,HursHa00,pass_long,0,,,,,
player,201812220sdg,rav,HursHa00,pass_rating,,,,,,
player,201812220sdg,rav,HursHa00,rush_att,0,,,,,
player,201812220sdg,rav,HursHa00,rush_yds,0,,,,,
player,201812220sdg,rav,HursHa00,rush_td,0,,,,,
player,201812220sdg,rav,HursHa00,rush_long,0,,,,,
player,201812220sdg,rav,HursHa00,targets,2,,,,,
player,201812220sdg,rav,HursHa00,rec,1,,,,,
player,201812220sdg,rav,HursHa00,rec_yds,18,,,,,
player,201812220sdg,rav,HursHa00,rec_td,0,,,,,
player,201812220sdg,rav,HursHa00,rec_long,18,,,,,
player,201812220sdg,rav,HursHa00,fumbles,0,,,,,
player,201812220sdg,rav,HursHa00,fumbles_lost,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_cmp,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_att,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_yds,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_td,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_int,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_sacked,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_long,0,,,,,
player,201812220sdg,rav,BoylNi00,pass_rating,,,,,,
player,201812220sdg,rav,BoylNi00,rush_att,0,,,,,
player,201812220sdg,rav,BoylNi00,rush_yds,0,,,,,
player,201812220sdg,rav,BoylNi00,rush_td,0,,,,,
player,201812220sdg,rav,BoylNi00,rush_long,0,,,,,
player,201812220sdg,rav,BoylNi00,targets,2,,,,,
player,201812220sdg,rav,BoylNi00,rec,2,,,,,
player,201812220sdg,rav,BoylNi00,rec_yds,15,,,,,
player,201812220sdg,rav,BoylNi00,rec_td,0,,,,,
player,201812220sdg,rav,BoylNi00,rec_long,8,,,,,
player,201812220sdg,rav,BoylNi00,fumbles,0,,,,,
player,201812220sdg,rav,BoylNi00,fumbles_lost,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_cmp,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_att,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_yds,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_td,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_int,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_sacked,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_long,0,,,,,
player,201812220sdg,rav,MoorCh00,pass_rating,,,,,,
player,201812220sdg,rav,MoorCh00,rush_att,0,,,,,
player,201812220sdg,rav,MoorCh00,rush_yds,0,,,,,
player,201812220sdg,rav,MoorCh00,rush_td,0,,,,,
player,201812220sdg,rav,MoorCh00,rush_long,0,,,,,
player,201812220sdg,rav,MoorCh00,targets,1,,,,,
player,201812220sdg,rav,MoorCh00,rec,1,,,,,
player,201812220sdg,rav,MoorCh00,rec_yds,8,,,,,
player,201812220sdg,rav,MoorCh00,rec_td,0,,,,,
player,201812220sdg,rav,MoorCh00,rec_long,8,,,,,
player,201812220sdg,rav,MoorCh00,fumbles,0,,,,,
player,201812220sdg,rav,MoorCh00,fumbles_lost,0,,,,,
player,201812220sdg,rav,MontTy01,pass_cmp,0,,,,,
player,201812220sdg,rav,MontTy01,pass_att,0,,,,,
player,201812220sdg,rav,MontTy01,pass_yds,0,,,,,
player,201812220sdg,rav,MontTy01,pass_td,0,,,,,
player,201812220sdg,rav,MontTy01,pass_int,0,,,,,
player,201812220sdg,rav,MontTy01,pass_sacked,0,,,,,
player,201812220sdg,rav,MontTy01,pass_sacked_yds,0,,,,,
player,201812220sdg,rav,MontTy01,pass_long,0,,,,,
player,201812220sdg,rav,MontTy01,pass_rating,,,,,,
player,201812220sdg,rav,MontTy01,rush_att,0,,,,,
player,201812220sdg,rav,MontTy01,rush_yds,0,,,,,
player,201812220sdg,rav,MontTy01,rush_td,0,,,,,
player,201812220sdg,rav,MontTy01,rush_long,0,,,,,
player,201812220sdg,rav,MontTy01,targets,1,,,,,
player,201812220sdg,rav,MontTy01,rec,0,,,,,
player,201812220sdg,rav,MontTy01,rec_yds,0,,,,,
player,201812220sdg,rav,MontTy01,rec_td,0,,,,,
player,201812220sdg,rav,MontTy01,rec_long,0,,,,,
player,201812220sdg,rav,MontTy01,fumbles,0,,,,,
player,201812220sdg,rav,MontTy01,fumbles_lost,0,,,,,
player,201812220sdg,sdg,RivePh00,pass_cmp,23,,,,,
player,201812220sdg,sdg,RivePh00,pass_att,37,,,,,
player,201812220sdg,sdg,RivePh00,pass_yds,181,,,,,
player,201812220sdg,sdg,RivePh00,pass_td,0,,,,,
player,201812220sdg,sdg,RivePh00,pass_int,2,,,,,
player,201812220sdg,sdg,RivePh00,pass_sacked,4,,,,,
player,201812220sdg,sdg,RivePh00,pass_sacked_yds,34,,,,,
player,201812220sdg,sdg,RivePh00,pass_long,17,,,,,
player,201812220sdg,sdg,RivePh00,pass_rating,51.7,,,,,
player,201812220sdg,sdg,RivePh00,rush_att,1,,,,,
player,201812220sdg,sdg,RivePh00,rush_yds,1,,,,,
player,201812220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201812220sdg,sdg,RivePh00,rush_long,1,,,,,
player,201812220sdg,sdg,RivePh00,targets,0,,,,,
player,201812220sdg,sdg,RivePh00,rec,0,,,,,
player,201812220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201812220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201812220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201812220sdg,sdg,RivePh00,fumbles,0,,,,,
player,201812220sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_att,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_td,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_int,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_long,0,,,,,
player,201812220sdg,sdg,GordMe00,pass_rating,,,,,,
player,201812220sdg,sdg,GordMe00,rush_att,12,,,,,
player,201812220sdg,sdg,GordMe00,rush_yds,41,,,,,
player,201812220sdg,sdg,GordMe00,rush_td,1,,,,,
player,201812220sdg,sdg,GordMe00,rush_long,13,,,,,
player,201812220sdg,sdg,GordMe00,targets,3,,,,,
player,201812220sdg,sdg,GordMe00,rec,3,,,,,
player,201812220sdg,sdg,GordMe00,rec_yds,13,,,,,
player,201812220sdg,sdg,GordMe00,rec_td,0,,,,,
player,201812220sdg,sdg,GordMe00,rec_long,12,,,,,
player,201812220sdg,sdg,GordMe00,fumbles,0,,,,,
player,201812220sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201812220sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201812220sdg,sdg,BenjTr00,rush_att,1,,,,,
player,201812220sdg,sdg,BenjTr00,rush_yds,6,,,,,
player,201812220sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201812220sdg,sdg,BenjTr00,rush_long,6,,,,,
player,201812220sdg,sdg,BenjTr00,targets,3,,,,,
player,201812220sdg,sdg,BenjTr00,rec,1,,,,,
player,201812220sdg,sdg,BenjTr00,rec_yds,11,,,,,
player,201812220sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201812220sdg,sdg,BenjTr00,rec_long,11,,,,,
player,201812220sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201812220sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_att,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_td,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_int,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_long,0,,,,,
player,201812220sdg,sdg,WillMi07,pass_rating,,,,,,
player,201812220sdg,sdg,WillMi07,rush_att,1,,,,,
player,201812220sdg,sdg,WillMi07,rush_yds,4,,,,,
player,201812220sdg,sdg,WillMi07,rush_td,0,,,,,
player,201812220sdg,sdg,WillMi07,rush_long,4,,,,,
player,201812220sdg,sdg,WillMi07,targets,3,,,,,
player,201812220sdg,sdg,WillMi07,rec,1,,,,,
player,201812220sdg,sdg,WillMi07,rec_yds,7,,,,,
player,201812220sdg,sdg,WillMi07,rec_td,0,,,,,
player,201812220sdg,sdg,WillMi07,rec_long,7,,,,,
player,201812220sdg,sdg,WillMi07,fumbles,0,,,,,
player,201812220sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201812220sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201812220sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201812220sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201812220sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201812220sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201812220sdg,sdg,AlleKe00,targets,8,,,,,
player,201812220sdg,sdg,AlleKe00,rec,5,,,,,
player,201812220sdg,sdg,AlleKe00,rec_yds,58,,,,,
player,201812220sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201812220sdg,sdg,AlleKe00,rec_long,17,,,,,
player,201812220sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201812220sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_att,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_td,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_int,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_long,0,,,,,
player,201812220sdg,sdg,GateAn00,pass_rating,,,,,,
player,201812220sdg,sdg,GateAn00,rush_att,0,,,,,
player,201812220sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201812220sdg,sdg,GateAn00,rush_td,0,,,,,
player,201812220sdg,sdg,GateAn00,rush_long,0,,,,,
player,201812220sdg,sdg,GateAn00,targets,5,,,,,
player,201812220sdg,sdg,GateAn00,rec,3,,,,,
player,201812220sdg,sdg,GateAn00,rec_yds,21,,,,,
player,201812220sdg,sdg,GateAn00,rec_td,0,,,,,
player,201812220sdg,sdg,GateAn00,rec_long,11,,,,,
player,201812220sdg,sdg,GateAn00,fumbles,1,,,,,
player,201812220sdg,sdg,GateAn00,fumbles_lost,1,,,,,
player,201812220sdg,sdg,GreeVi00,pass_cmp,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_att,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_yds,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_td,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_int,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_sacked,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_long,0,,,,,
player,201812220sdg,sdg,GreeVi00,pass_rating,,,,,,
player,201812220sdg,sdg,GreeVi00,rush_att,0,,,,,
player,201812220sdg,sdg,GreeVi00,rush_yds,0,,,,,
player,201812220sdg,sdg,GreeVi00,rush_td,0,,,,,
player,201812220sdg,sdg,GreeVi00,rush_long,0,,,,,
player,201812220sdg,sdg,GreeVi00,targets,2,,,,,
player,201812220sdg,sdg,GreeVi00,rec,2,,,,,
player,201812220sdg,sdg,GreeVi00,rec_yds,12,,,,,
player,201812220sdg,sdg,GreeVi00,rec_td,0,,,,,
player,201812220sdg,sdg,GreeVi00,rec_long,9,,,,,
player,201812220sdg,sdg,GreeVi00,fumbles,0,,,,,
player,201812220sdg,sdg,GreeVi00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_att,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_td,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_int,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_long,0,,,,,
player,201812220sdg,sdg,WillTy00,pass_rating,,,,,,
player,201812220sdg,sdg,WillTy00,rush_att,0,,,,,
player,201812220sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201812220sdg,sdg,WillTy00,rush_td,0,,,,,
player,201812220sdg,sdg,WillTy00,rush_long,0,,,,,
player,201812220sdg,sdg,WillTy00,targets,2,,,,,
player,201812220sdg,sdg,WillTy00,rec,1,,,,,
player,201812220sdg,sdg,WillTy00,rec_yds,12,,,,,
player,201812220sdg,sdg,WillTy00,rec_td,0,,,,,
player,201812220sdg,sdg,WillTy00,rec_long,12,,,,,
player,201812220sdg,sdg,WillTy00,fumbles,0,,,,,
player,201812220sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_cmp,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_att,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_yds,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_td,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_int,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_sacked,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_sacked_yds,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_long,0,,,,,
player,201812220sdg,sdg,JackJu01,pass_rating,,,,,,
player,201812220sdg,sdg,JackJu01,rush_att,1,,,,,
player,201812220sdg,sdg,JackJu01,rush_yds,-1,,,,,
player,201812220sdg,sdg,JackJu01,rush_td,0,,,,,
player,201812220sdg,sdg,JackJu01,rush_long,-1,,,,,
player,201812220sdg,sdg,JackJu01,targets,10,,,,,
player,201812220sdg,sdg,JackJu01,rec,7,,,,,
player,201812220sdg,sdg,JackJu01,rec_yds,47,,,,,
player,201812220sdg,sdg,JackJu01,rec_td,0,,,,,
player,201812220sdg,sdg,JackJu01,rec_long,10,,,,,
player,201812220sdg,sdg,JackJu01,fumbles,0,,,,,
player,201812220sdg,sdg,JackJu01,fumbles_lost,0,,,,,
player,201812220sdg,rav,HumpMa00,def_int,1,,,,,
player,201812220sdg,rav,HumpMa00,def_int_yds,0,,,,,
player,201812220sdg,rav,HumpMa00,def_int_td,0,,,,,
player,201812220sdg,rav,HumpMa00,def_int_long,0,,,,,
player,201812220sdg,rav,HumpMa00,pass_defended,2,,,,,
player,201812220sdg,rav,HumpMa00,sacks,0.0,,,,,
player,201812220sdg,rav,HumpMa00,tackles_combined,3,,,,,
player,201812220sdg,rav,HumpMa00,tackles_solo,3,,,,,
player,201812220sdg,rav,HumpMa00,tackles_assists,0,,,,,
player,201812220sdg,rav,HumpMa00,tackles_loss,0,,,,,
player,201812220sdg,rav,HumpMa00,qb_hits,0,,,,,
player,201812220sdg,rav,HumpMa00,fumbles_rec,0,,,,,
player,201812220sdg,rav,HumpMa00,fumbles_rec_yds,0,,,,,
player,201812220sdg,rav,HumpMa00,fumbles_rec_td,0,,,,,
player,201812220sdg,rav,HumpMa00,fumbles_forced,0,,,,,
player,201812220sdg,rav,CarrBr99,def_int,1,,,,,
player,201812220sdg,rav,CarrBr99,def_int_yds,-6,,,,,
player,201812220sdg,rav,CarrBr99,def_int_td,0,,,,,
player,201812220sdg,rav,CarrBr99,def_int_long,-6,,,,,
player,201812220sdg,rav,CarrBr99,pass_defended,1,,,,,
player,201812220sdg,rav,CarrBr99,sacks,0.0,,,,,
player,201812220sdg,rav,CarrBr99,tackles_combined,2,,,,,
player,201812220sdg,rav,CarrBr99,tackles_solo,1,,,,,
player,201812220sdg,rav,CarrBr99,tackles_assists,1,,,,,
player,201812220sdg,rav,CarrBr99,tackles_loss,0,,,,,
player,201812220sdg,rav,CarrBr99,qb_hits,0,,,,,
player,201812220sdg,rav,CarrBr99,fumbles_rec,0,,,,,
player,201812220sdg,rav,CarrBr99,fumbles_rec_yds,0,,,,,
player,201812220sdg,rav,CarrBr99,fumbles_rec_td,0,,,,,
player,201812220sdg,rav,CarrBr99,fumbles_forced,0,,,,,
player,201812220sdg,rav,OnwuPa00,def_int,0,,,,,
player,201812220sdg,rav,OnwuPa00,def_int_yds,0,,,,,
player,201812220sdg,rav,OnwuPa00,def_int_td,0,,,,,
