game,2018,12,20181122,201811220det,chi,"Chicago Bears",23,det,"Detroit Lions",16
team,201811220det,chi,First Downs,19,,,,,,
team,201811220det,det,First Downs,17,,,,,,
team,201811220det,chi,Rush-Yds-TDs,15-38-0,,,,,,
team,201811220det,det,Rush-Yds-TDs,24-111-2,,,,,,
team,201811220det,chi,Cmp-Att-Yd-TD-INT,28-38-238-2-0,,,,,,
team,201811220det,det,Cmp-Att-Yd-TD-INT,28-38-236-0-2,,,,,,
team,201811220det,chi,Sacked-Yards,4-12,,,,,,
team,201811220det,det,Sacked-Yards,2-14,,,,,,
team,201811220det,chi,Net Pass Yards,226,,,,,,
team,201811220det,det,Net Pass Yards,222,,,,,,
team,201811220det,chi,Total Yards,264,,,,,,
team,201811220det,det,Total Yards,333,,,,,,
team,201811220det,chi,Fumbles-Lost,1-1,,,,,,
team,201811220det,det,Fumbles-Lost,0-0,,,,,,
team,201811220det,chi,Turnovers,1,,,,,,
team,201811220det,det,Turnovers,2,,,,,,
team,201811220det,chi,Penalties-Yards,3-20,,,,,,
team,201811220det,det,Penalties-Yards,5-54,,,,,,
team,201811220det,chi,Third Down Conv.,3-10,,,,,,
team,201811220det,det,Third Down Conv.,5-14,,,,,,
team,201811220det,chi,Fourth Down Conv.,0-0,,,,,,
team,201811220det,det,Fourth Down Conv.,1-2,,,,,,
team,201811220det,chi,Time of Possession,27:14,,,,,,
team,201811220det,det,Time of Possession,32:46,,,,,,
player,201811220det,chi,DaniCh00,pass_cmp,27,,,,,
player,201811220det,chi,DaniCh00,pass_att,37,,,,,
player,201811220det,chi,DaniCh00,pass_yds,230,,,,,
player,201811220det,chi,DaniCh00,pass_td,2,,,,,
player,201811220det,chi,DaniCh00,pass_int,0,,,,,
player,201811220det,chi,DaniCh00,pass_sacked,4,,,,,
player,201811220det,chi,DaniCh00,pass_sacked_yds,12,,,,,
player,201811220det,chi,DaniCh00,pass_long,29,,,,,
player,201811220det,chi,DaniCh00,pass_rating,106.8,,,,,
player,201811220det,chi,DaniCh00,rush_att,4,,,,,
player,201811220det,chi,DaniCh00,rush_yds,4,,,,,
player,201811220det,chi,DaniCh00,rush_td,0,,,,,
player,201811220det,chi,DaniCh00,rush_long,2,,,,,
player,201811220det,chi,DaniCh00,targets,1,,,,,
player,201811220det,chi,DaniCh00,rec,1,,,,,
player,201811220det,chi,DaniCh00,rec_yds,8,,,,,
player,201811220det,chi,DaniCh00,rec_td,0,,,,,
player,201811220det,chi,DaniCh00,rec_long,8,,,,,
player,201811220det,chi,DaniCh00,fumbles,0,,,,,
player,201811220det,chi,DaniCh00,fumbles_lost,0,,,,,
player,201811220det,chi,MillAn02,pass_cmp,1,,,,,
player,201811220det,chi,MillAn02,pass_att,1,,,,,
player,201811220det,chi,MillAn02,pass_yds,8,,,,,
player,201811220det,chi,MillAn02,pass_td,0,,,,,
player,201811220det,chi,MillAn02,pass_int,0,,,,,
player,201811220det,chi,MillAn02,pass_sacked,0,,,,,
player,201811220det,chi,MillAn02,pass_sacked_yds,0,,,,,
player,201811220det,chi,MillAn02,pass_long,8,,,,,
player,201811220det,chi,MillAn02,pass_rating,100.0,,,,,
player,201811220det,chi,MillAn02,rush_att,0,,,,,
player,201811220det,chi,MillAn02,rush_yds,0,,,,,
player,201811220det,chi,MillAn02,rush_td,0,,,,,
player,201811220det,chi,MillAn02,rush_long,0,,,,,
player,201811220det,chi,MillAn02,targets,4,,,,,
player,201811220det,chi,MillAn02,rec,3,,,,,
player,201811220det,chi,MillAn02,rec_yds,41,,,,,
player,201811220det,chi,MillAn02,rec_td,0,,,,,
player,201811220det,chi,MillAn02,rec_long,26,,,,,
player,201811220det,chi,MillAn02,fumbles,0,,,,,
player,201811220det,chi,MillAn02,fumbles_lost,0,,,,,
player,201811220det,chi,CoheTa00,pass_cmp,0,,,,,
player,201811220det,chi,CoheTa00,pass_att,0,,,,,
player,201811220det,chi,CoheTa00,pass_yds,0,,,,,
player,201811220det,chi,CoheTa00,pass_td,0,,,,,
player,201811220det,chi,CoheTa00,pass_int,0,,,,,
player,201811220det,chi,CoheTa00,pass_sacked,0,,,,,
player,201811220det,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201811220det,chi,CoheTa00,pass_long,0,,,,,
player,201811220det,chi,CoheTa00,pass_rating,,,,,,
player,201811220det,chi,CoheTa00,rush_att,3,,,,,
player,201811220det,chi,CoheTa00,rush_yds,14,,,,,
player,201811220det,chi,CoheTa00,rush_td,0,,,,,
player,201811220det,chi,CoheTa00,rush_long,10,,,,,
player,201811220det,chi,CoheTa00,targets,8,,,,,
player,201811220det,chi,CoheTa00,rec,7,,,,,
player,201811220det,chi,CoheTa00,rec_yds,45,,,,,
player,201811220det,chi,CoheTa00,rec_td,1,,,,,
player,201811220det,chi,CoheTa00,rec_long,14,,,,,
player,201811220det,chi,CoheTa00,fumbles,0,,,,,
player,201811220det,chi,CoheTa00,fumbles_lost,0,,,,,
player,201811220det,chi,HowaJo00,pass_cmp,0,,,,,
player,201811220det,chi,HowaJo00,pass_att,0,,,,,
player,201811220det,chi,HowaJo00,pass_yds,0,,,,,
player,201811220det,chi,HowaJo00,pass_td,0,,,,,
player,201811220det,chi,HowaJo00,pass_int,0,,,,,
player,201811220det,chi,HowaJo00,pass_sacked,0,,,,,
player,201811220det,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201811220det,chi,HowaJo00,pass_long,0,,,,,
player,201811220det,chi,HowaJo00,pass_rating,,,,,,
player,201811220det,chi,HowaJo00,rush_att,7,,,,,
