game,2018,12,20181125,201811250rav,rai,"Oakland Raiders",17,rav,"Baltimore Ravens",34
player,201811250rav,rai,MartDo00,rush_yds,51,,,,,
player,201811250rav,rai,MartDo00,rush_td,1,,,,,
player,201811250rav,rai,MartDo00,rush_long,14,,,,,
player,201811250rav,rai,MartDo00,targets,4,,,,,
player,201811250rav,rai,MartDo00,rec,3,,,,,
player,201811250rav,rai,MartDo00,rec_yds,21,,,,,
player,201811250rav,rai,MartDo00,rec_td,0,,,,,
player,201811250rav,rai,MartDo00,rec_long,9,,,,,
player,201811250rav,rai,MartDo00,fumbles,0,,,,,
player,201811250rav,rai,MartDo00,fumbles_lost,0,,,,,
player,201811250rav,rai,RobeSe00,pass_cmp,0,,,,,
player,201811250rav,rai,RobeSe00,pass_att,0,,,,,
player,201811250rav,rai,RobeSe00,pass_yds,0,,,,,
player,201811250rav,rai,RobeSe00,pass_td,0,,,,,
player,201811250rav,rai,RobeSe00,pass_int,0,,,,,
player,201811250rav,rai,RobeSe00,pass_sacked,0,,,,,
player,201811250rav,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,RobeSe00,pass_long,0,,,,,
player,201811250rav,rai,RobeSe00,pass_rating,,,,,,
player,201811250rav,rai,RobeSe00,rush_att,1,,,,,
player,201811250rav,rai,RobeSe00,rush_yds,11,,,,,
player,201811250rav,rai,RobeSe00,rush_td,0,,,,,
player,201811250rav,rai,RobeSe00,rush_long,11,,,,,
player,201811250rav,rai,RobeSe00,targets,3,,,,,
player,201811250rav,rai,RobeSe00,rec,2,,,,,
player,201811250rav,rai,RobeSe00,rec_yds,54,,,,,
player,201811250rav,rai,RobeSe00,rec_td,0,,,,,
player,201811250rav,rai,RobeSe00,rec_long,44,,,,,
player,201811250rav,rai,RobeSe00,fumbles,0,,,,,
player,201811250rav,rai,RobeSe00,fumbles_lost,0,,,,,
player,201811250rav,rai,WashDe00,pass_cmp,0,,,,,
player,201811250rav,rai,WashDe00,pass_att,0,,,,,
player,201811250rav,rai,WashDe00,pass_yds,0,,,,,
player,201811250rav,rai,WashDe00,pass_td,0,,,,,
player,201811250rav,rai,WashDe00,pass_int,0,,,,,
player,201811250rav,rai,WashDe00,pass_sacked,0,,,,,
player,201811250rav,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,WashDe00,pass_long,0,,,,,
player,201811250rav,rai,WashDe00,pass_rating,,,,,,
player,201811250rav,rai,WashDe00,rush_att,3,,,,,
player,201811250rav,rai,WashDe00,rush_yds,8,,,,,
player,201811250rav,rai,WashDe00,rush_td,0,,,,,
player,201811250rav,rai,WashDe00,rush_long,5,,,,,
player,201811250rav,rai,WashDe00,targets,1,,,,,
player,201811250rav,rai,WashDe00,rec,1,,,,,
player,201811250rav,rai,WashDe00,rec_yds,9,,,,,
player,201811250rav,rai,WashDe00,rec_td,0,,,,,
player,201811250rav,rai,WashDe00,rec_long,9,,,,,
player,201811250rav,rai,WashDe00,fumbles,0,,,,,
player,201811250rav,rai,WashDe00,fumbles_lost,0,,,,,
player,201811250rav,rai,RichJa01,pass_cmp,0,,,,,
player,201811250rav,rai,RichJa01,pass_att,0,,,,,
player,201811250rav,rai,RichJa01,pass_yds,0,,,,,
player,201811250rav,rai,RichJa01,pass_td,0,,,,,
player,201811250rav,rai,RichJa01,pass_int,0,,,,,
player,201811250rav,rai,RichJa01,pass_sacked,0,,,,,
player,201811250rav,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201811250rav,rai,RichJa01,pass_long,0,,,,,
player,201811250rav,rai,RichJa01,pass_rating,,,,,,
player,201811250rav,rai,RichJa01,rush_att,1,,,,,
player,201811250rav,rai,RichJa01,rush_yds,1,,,,,
player,201811250rav,rai,RichJa01,rush_td,0,,,,,
player,201811250rav,rai,RichJa01,rush_long,1,,,,,
player,201811250rav,rai,RichJa01,targets,4,,,,,
player,201811250rav,rai,RichJa01,rec,2,,,,,
player,201811250rav,rai,RichJa01,rec_yds,15,,,,,
player,201811250rav,rai,RichJa01,rec_td,0,,,,,
player,201811250rav,rai,RichJa01,rec_long,16,,,,,
player,201811250rav,rai,RichJa01,fumbles,0,,,,,
player,201811250rav,rai,RichJa01,fumbles_lost,0,,,,,
player,201811250rav,rai,SmitLe00,pass_cmp,0,,,,,
player,201811250rav,rai,SmitLe00,pass_att,0,,,,,
player,201811250rav,rai,SmitLe00,pass_yds,0,,,,,
player,201811250rav,rai,SmitLe00,pass_td,0,,,,,
player,201811250rav,rai,SmitLe00,pass_int,0,,,,,
player,201811250rav,rai,SmitLe00,pass_sacked,0,,,,,
player,201811250rav,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,SmitLe00,pass_long,0,,,,,
player,201811250rav,rai,SmitLe00,pass_rating,,,,,,
player,201811250rav,rai,SmitLe00,rush_att,0,,,,,
player,201811250rav,rai,SmitLe00,rush_yds,0,,,,,
player,201811250rav,rai,SmitLe00,rush_td,0,,,,,
player,201811250rav,rai,SmitLe00,rush_long,0,,,,,
player,201811250rav,rai,SmitLe00,targets,2,,,,,
player,201811250rav,rai,SmitLe00,rec,2,,,,,
player,201811250rav,rai,SmitLe00,rec_yds,39,,,,,
player,201811250rav,rai,SmitLe00,rec_td,0,,,,,
player,201811250rav,rai,SmitLe00,rec_long,30,,,,,
player,201811250rav,rai,SmitLe00,fumbles,0,,,,,
player,201811250rav,rai,SmitLe00,fumbles_lost,0,,,,,
player,201811250rav,rai,CookJa02,pass_cmp,0,,,,,
player,201811250rav,rai,CookJa02,pass_att,0,,,,,
player,201811250rav,rai,CookJa02,pass_yds,0,,,,,
player,201811250rav,rai,CookJa02,pass_td,0,,,,,
player,201811250rav,rai,CookJa02,pass_int,0,,,,,
player,201811250rav,rai,CookJa02,pass_sacked,0,,,,,
player,201811250rav,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201811250rav,rai,CookJa02,pass_long,0,,,,,
player,201811250rav,rai,CookJa02,pass_rating,,,,,,
player,201811250rav,rai,CookJa02,rush_att,0,,,,,
player,201811250rav,rai,CookJa02,rush_yds,0,,,,,
player,201811250rav,rai,CookJa02,rush_td,0,,,,,
player,201811250rav,rai,CookJa02,rush_long,0,,,,,
player,201811250rav,rai,CookJa02,targets,5,,,,,
player,201811250rav,rai,CookJa02,rec,2,,,,,
player,201811250rav,rai,CookJa02,rec_yds,32,,,,,
player,201811250rav,rai,CookJa02,rec_td,1,,,,,
player,201811250rav,rai,CookJa02,rec_long,16,,,,,
player,201811250rav,rai,CookJa02,fumbles,0,,,,,
player,201811250rav,rai,CookJa02,fumbles_lost,0,,,,,
player,201811250rav,rai,AtemMa00,pass_cmp,0,,,,,
player,201811250rav,rai,AtemMa00,pass_att,0,,,,,
player,201811250rav,rai,AtemMa00,pass_yds,0,,,,,
player,201811250rav,rai,AtemMa00,pass_td,0,,,,,
player,201811250rav,rai,AtemMa00,pass_int,0,,,,,
player,201811250rav,rai,AtemMa00,pass_sacked,0,,,,,
player,201811250rav,rai,AtemMa00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,AtemMa00,pass_long,0,,,,,
player,201811250rav,rai,AtemMa00,pass_rating,,,,,,
player,201811250rav,rai,AtemMa00,rush_att,0,,,,,
player,201811250rav,rai,AtemMa00,rush_yds,0,,,,,
player,201811250rav,rai,AtemMa00,rush_td,0,,,,,
player,201811250rav,rai,AtemMa00,rush_long,0,,,,,
player,201811250rav,rai,AtemMa00,targets,10,,,,,
player,201811250rav,rai,AtemMa00,rec,3,,,,,
player,201811250rav,rai,AtemMa00,rec_yds,16,,,,,
player,201811250rav,rai,AtemMa00,rec_td,0,,,,,
player,201811250rav,rai,AtemMa00,rec_long,11,,,,,
player,201811250rav,rai,AtemMa00,fumbles,0,,,,,
player,201811250rav,rai,AtemMa00,fumbles_lost,0,,,,,
player,201811250rav,rai,HatcKe00,pass_cmp,0,,,,,
player,201811250rav,rai,HatcKe00,pass_att,0,,,,,
player,201811250rav,rai,HatcKe00,pass_yds,0,,,,,
player,201811250rav,rai,HatcKe00,pass_td,0,,,,,
player,201811250rav,rai,HatcKe00,pass_int,0,,,,,
player,201811250rav,rai,HatcKe00,pass_sacked,0,,,,,
player,201811250rav,rai,HatcKe00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,HatcKe00,pass_long,0,,,,,
player,201811250rav,rai,HatcKe00,pass_rating,,,,,,
player,201811250rav,rai,HatcKe00,rush_att,0,,,,,
player,201811250rav,rai,HatcKe00,rush_yds,0,,,,,
player,201811250rav,rai,HatcKe00,rush_td,0,,,,,
player,201811250rav,rai,HatcKe00,rush_long,0,,,,,
player,201811250rav,rai,HatcKe00,targets,2,,,,,
player,201811250rav,rai,HatcKe00,rec,1,,,,,
player,201811250rav,rai,HatcKe00,rec_yds,8,,,,,
player,201811250rav,rai,HatcKe00,rec_td,0,,,,,
player,201811250rav,rai,HatcKe00,rec_long,8,,,,,
player,201811250rav,rai,HatcKe00,fumbles,0,,,,,
player,201811250rav,rai,HatcKe00,fumbles_lost,0,,,,,
player,201811250rav,rai,HoltJo00,pass_cmp,0,,,,,
player,201811250rav,rai,HoltJo00,pass_att,0,,,,,
player,201811250rav,rai,HoltJo00,pass_yds,0,,,,,
player,201811250rav,rai,HoltJo00,pass_td,0,,,,,
player,201811250rav,rai,HoltJo00,pass_int,0,,,,,
player,201811250rav,rai,HoltJo00,pass_sacked,0,,,,,
player,201811250rav,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,HoltJo00,pass_long,0,,,,,
player,201811250rav,rai,HoltJo00,pass_rating,,,,,,
player,201811250rav,rai,HoltJo00,rush_att,0,,,,,
player,201811250rav,rai,HoltJo00,rush_yds,0,,,,,
player,201811250rav,rai,HoltJo00,rush_td,0,,,,,
player,201811250rav,rai,HoltJo00,rush_long,0,,,,,
player,201811250rav,rai,HoltJo00,targets,1,,,,,
player,201811250rav,rai,HoltJo00,rec,0,,,,,
player,201811250rav,rai,HoltJo00,rec_yds,0,,,,,
player,201811250rav,rai,HoltJo00,rec_td,0,,,,,
player,201811250rav,rai,HoltJo00,rec_long,0,,,,,
player,201811250rav,rai,HoltJo00,fumbles,0,,,,,
player,201811250rav,rai,HoltJo00,fumbles_lost,0,,,,,
player,201811250rav,rai,NelsJo00,pass_cmp,0,,,,,
player,201811250rav,rai,NelsJo00,pass_att,0,,,,,
player,201811250rav,rai,NelsJo00,pass_yds,0,,,,,
player,201811250rav,rai,NelsJo00,pass_td,0,,,,,
player,201811250rav,rai,NelsJo00,pass_int,0,,,,,
player,201811250rav,rai,NelsJo00,pass_sacked,0,,,,,
player,201811250rav,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,NelsJo00,pass_long,0,,,,,
player,201811250rav,rai,NelsJo00,pass_rating,,,,,,
player,201811250rav,rai,NelsJo00,rush_att,1,,,,,
player,201811250rav,rai,NelsJo00,rush_yds,-2,,,,,
player,201811250rav,rai,NelsJo00,rush_td,0,,,,,
player,201811250rav,rai,NelsJo00,rush_long,-2,,,,,
player,201811250rav,rai,NelsJo00,targets,1,,,,,
player,201811250rav,rai,NelsJo00,rec,0,,,,,
player,201811250rav,rai,NelsJo00,rec_yds,0,,,,,
player,201811250rav,rai,NelsJo00,rec_td,0,,,,,
player,201811250rav,rai,NelsJo00,rec_long,0,,,,,
player,201811250rav,rai,NelsJo00,fumbles,0,,,,,
player,201811250rav,rai,NelsJo00,fumbles_lost,0,,,,,
player,201811250rav,rai,McCaA.00,pass_cmp,0,,,,,
player,201811250rav,rai,McCaA.00,pass_att,0,,,,,
player,201811250rav,rai,McCaA.00,pass_yds,0,,,,,
player,201811250rav,rai,McCaA.00,pass_td,0,,,,,
player,201811250rav,rai,McCaA.00,pass_int,0,,,,,
player,201811250rav,rai,McCaA.00,pass_sacked,0,,,,,
player,201811250rav,rai,McCaA.00,pass_sacked_yds,0,,,,,
player,201811250rav,rai,McCaA.00,pass_long,0,,,,,
player,201811250rav,rai,McCaA.00,pass_rating,,,,,,
player,201811250rav,rai,McCaA.00,rush_att,2,,,,,
player,201811250rav,rai,McCaA.00,rush_yds,-2,,,,,
player,201811250rav,rai,McCaA.00,rush_td,0,,,,,
player,201811250rav,rai,McCaA.00,rush_long,-1,,,,,
player,201811250rav,rai,McCaA.00,targets,0,,,,,
player,201811250rav,rai,McCaA.00,rec,0,,,,,
player,201811250rav,rai,McCaA.00,rec_yds,0,,,,,
player,201811250rav,rai,McCaA.00,rec_td,0,,,,,
player,201811250rav,rai,McCaA.00,rec_long,0,,,,,
player,201811250rav,rai,McCaA.00,fumbles,0,,,,,
player,201811250rav,rai,McCaA.00,fumbles_lost,0,,,,,
player,201811250rav,rav,JackLa00,pass_cmp,14,,,,,
player,201811250rav,rav,JackLa00,pass_att,25,,,,,
player,201811250rav,rav,JackLa00,pass_yds,178,,,,,
player,201811250rav,rav,JackLa00,pass_td,1,,,,,
player,201811250rav,rav,JackLa00,pass_int,2,,,,,
player,201811250rav,rav,JackLa00,pass_sacked,1,,,,,
player,201811250rav,rav,JackLa00,pass_sacked_yds,4,,,,,
player,201811250rav,rav,JackLa00,pass_long,74,,,,,
player,201811250rav,rav,JackLa00,pass_rating,58.4,,,,,
player,201811250rav,rav,JackLa00,rush_att,11,,,,,
player,201811250rav,rav,JackLa00,rush_yds,71,,,,,
player,201811250rav,rav,JackLa00,rush_td,1,,,,,
player,201811250rav,rav,JackLa00,rush_long,39,,,,,
player,201811250rav,rav,JackLa00,targets,0,,,,,
player,201811250rav,rav,JackLa00,rec,0,,,,,
player,201811250rav,rav,JackLa00,rec_yds,0,,,,,
player,201811250rav,rav,JackLa00,rec_td,0,,,,,
player,201811250rav,rav,JackLa00,rec_long,0,,,,,
player,201811250rav,rav,JackLa00,fumbles,1,,,,,
player,201811250rav,rav,JackLa00,fumbles_lost,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_cmp,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_att,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_yds,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_td,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_int,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_sacked,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_long,0,,,,,
player,201811250rav,rav,EdwaGu00,pass_rating,,,,,,
player,201811250rav,rav,EdwaGu00,rush_att,23,,,,,
player,201811250rav,rav,EdwaGu00,rush_yds,118,,,,,
player,201811250rav,rav,EdwaGu00,rush_td,0,,,,,
player,201811250rav,rav,EdwaGu00,rush_long,19,,,,,
player,201811250rav,rav,EdwaGu00,targets,0,,,,,
player,201811250rav,rav,EdwaGu00,rec,0,,,,,
player,201811250rav,rav,EdwaGu00,rec_yds,0,,,,,
player,201811250rav,rav,EdwaGu00,rec_td,0,,,,,
player,201811250rav,rav,EdwaGu00,rec_long,0,,,,,
player,201811250rav,rav,EdwaGu00,fumbles,0,,,,,
player,201811250rav,rav,EdwaGu00,fumbles_lost,0,,,,,
player,201811250rav,rav,MontTy01,pass_cmp,0,,,,,
player,201811250rav,rav,MontTy01,pass_att,0,,,,,
player,201811250rav,rav,MontTy01,pass_yds,0,,,,,
player,201811250rav,rav,MontTy01,pass_td,0,,,,,
player,201811250rav,rav,MontTy01,pass_int,0,,,,,
player,201811250rav,rav,MontTy01,pass_sacked,0,,,,,
player,201811250rav,rav,MontTy01,pass_sacked_yds,0,,,,,
player,201811250rav,rav,MontTy01,pass_long,0,,,,,
player,201811250rav,rav,MontTy01,pass_rating,,,,,,
player,201811250rav,rav,MontTy01,rush_att,8,,,,,
player,201811250rav,rav,MontTy01,rush_yds,51,,,,,
player,201811250rav,rav,MontTy01,rush_td,0,,,,,
player,201811250rav,rav,MontTy01,rush_long,15,,,,,
player,201811250rav,rav,MontTy01,targets,3,,,,,
player,201811250rav,rav,MontTy01,rec,3,,,,,
player,201811250rav,rav,MontTy01,rec_yds,13,,,,,
player,201811250rav,rav,MontTy01,rec_td,0,,,,,
player,201811250rav,rav,MontTy01,rec_long,6,,,,,
player,201811250rav,rav,MontTy01,fumbles,0,,,,,
player,201811250rav,rav,MontTy01,fumbles_lost,0,,,,,
player,201811250rav,rav,AlleJa01,pass_cmp,0,,,,,
player,201811250rav,rav,AlleJa01,pass_att,0,,,,,
player,201811250rav,rav,AlleJa01,pass_yds,0,,,,,
player,201811250rav,rav,AlleJa01,pass_td,0,,,,,
player,201811250rav,rav,AlleJa01,pass_int,0,,,,,
player,201811250rav,rav,AlleJa01,pass_sacked,0,,,,,
player,201811250rav,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201811250rav,rav,AlleJa01,pass_long,0,,,,,
player,201811250rav,rav,AlleJa01,pass_rating,,,,,,
player,201811250rav,rav,AlleJa01,rush_att,1,,,,,
player,201811250rav,rav,AlleJa01,rush_yds,2,,,,,
player,201811250rav,rav,AlleJa01,rush_td,0,,,,,
player,201811250rav,rav,AlleJa01,rush_long,2,,,,,
player,201811250rav,rav,AlleJa01,targets,0,,,,,
player,201811250rav,rav,AlleJa01,rec,0,,,,,
player,201811250rav,rav,AlleJa01,rec_yds,0,,,,,
player,201811250rav,rav,AlleJa01,rec_td,0,,,,,
player,201811250rav,rav,AlleJa01,rec_long,0,,,,,
player,201811250rav,rav,AlleJa01,fumbles,0,,,,,
player,201811250rav,rav,AlleJa01,fumbles_lost,0,,,,,
player,201811250rav,rav,AndrMa00,pass_cmp,0,,,,,
player,201811250rav,rav,AndrMa00,pass_att,0,,,,,
player,201811250rav,rav,AndrMa00,pass_yds,0,,,,,
player,201811250rav,rav,AndrMa00,pass_td,0,,,,,
player,201811250rav,rav,AndrMa00,pass_int,0,,,,,
player,201811250rav,rav,AndrMa00,pass_sacked,0,,,,,
player,201811250rav,rav,AndrMa00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,AndrMa00,pass_long,0,,,,,
player,201811250rav,rav,AndrMa00,pass_rating,,,,,,
player,201811250rav,rav,AndrMa00,rush_att,0,,,,,
player,201811250rav,rav,AndrMa00,rush_yds,0,,,,,
player,201811250rav,rav,AndrMa00,rush_td,0,,,,,
player,201811250rav,rav,AndrMa00,rush_long,0,,,,,
player,201811250rav,rav,AndrMa00,targets,1,,,,,
player,201811250rav,rav,AndrMa00,rec,1,,,,,
player,201811250rav,rav,AndrMa00,rec_yds,74,,,,,
player,201811250rav,rav,AndrMa00,rec_td,0,,,,,
player,201811250rav,rav,AndrMa00,rec_long,74,,,,,
player,201811250rav,rav,AndrMa00,fumbles,0,,,,,
player,201811250rav,rav,AndrMa00,fumbles_lost,0,,,,,
player,201811250rav,rav,BrowJo02,pass_cmp,0,,,,,
player,201811250rav,rav,BrowJo02,pass_att,0,,,,,
player,201811250rav,rav,BrowJo02,pass_yds,0,,,,,
player,201811250rav,rav,BrowJo02,pass_td,0,,,,,
player,201811250rav,rav,BrowJo02,pass_int,0,,,,,
player,201811250rav,rav,BrowJo02,pass_sacked,0,,,,,
player,201811250rav,rav,BrowJo02,pass_sacked_yds,0,,,,,
player,201811250rav,rav,BrowJo02,pass_long,0,,,,,
player,201811250rav,rav,BrowJo02,pass_rating,,,,,,
player,201811250rav,rav,BrowJo02,rush_att,0,,,,,
player,201811250rav,rav,BrowJo02,rush_yds,0,,,,,
player,201811250rav,rav,BrowJo02,rush_td,0,,,,,
player,201811250rav,rav,BrowJo02,rush_long,0,,,,,
player,201811250rav,rav,BrowJo02,targets,7,,,,,
player,201811250rav,rav,BrowJo02,rec,1,,,,,
player,201811250rav,rav,BrowJo02,rec_yds,25,,,,,
player,201811250rav,rav,BrowJo02,rec_td,0,,,,,
player,201811250rav,rav,BrowJo02,rec_long,25,,,,,
player,201811250rav,rav,BrowJo02,fumbles,0,,,,,
player,201811250rav,rav,BrowJo02,fumbles_lost,0,,,,,
player,201811250rav,rav,HursHa00,pass_cmp,0,,,,,
player,201811250rav,rav,HursHa00,pass_att,0,,,,,
player,201811250rav,rav,HursHa00,pass_yds,0,,,,,
player,201811250rav,rav,HursHa00,pass_td,0,,,,,
player,201811250rav,rav,HursHa00,pass_int,0,,,,,
player,201811250rav,rav,HursHa00,pass_sacked,0,,,,,
player,201811250rav,rav,HursHa00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,HursHa00,pass_long,0,,,,,
player,201811250rav,rav,HursHa00,pass_rating,,,,,,
player,201811250rav,rav,HursHa00,rush_att,0,,,,,
player,201811250rav,rav,HursHa00,rush_yds,0,,,,,
player,201811250rav,rav,HursHa00,rush_td,0,,,,,
player,201811250rav,rav,HursHa00,rush_long,0,,,,,
player,201811250rav,rav,HursHa00,targets,4,,,,,
player,201811250rav,rav,HursHa00,rec,3,,,,,
player,201811250rav,rav,HursHa00,rec_yds,25,,,,,
player,201811250rav,rav,HursHa00,rec_td,0,,,,,
player,201811250rav,rav,HursHa00,rec_long,11,,,,,
player,201811250rav,rav,HursHa00,fumbles,0,,,,,
player,201811250rav,rav,HursHa00,fumbles_lost,0,,,,,
player,201811250rav,rav,CrabMi00,pass_cmp,0,,,,,
player,201811250rav,rav,CrabMi00,pass_att,0,,,,,
player,201811250rav,rav,CrabMi00,pass_yds,0,,,,,
player,201811250rav,rav,CrabMi00,pass_td,0,,,,,
player,201811250rav,rav,CrabMi00,pass_int,0,,,,,
player,201811250rav,rav,CrabMi00,pass_sacked,0,,,,,
player,201811250rav,rav,CrabMi00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,CrabMi00,pass_long,0,,,,,
player,201811250rav,rav,CrabMi00,pass_rating,,,,,,
player,201811250rav,rav,CrabMi00,rush_att,0,,,,,
player,201811250rav,rav,CrabMi00,rush_yds,0,,,,,
player,201811250rav,rav,CrabMi00,rush_td,0,,,,,
player,201811250rav,rav,CrabMi00,rush_long,0,,,,,
player,201811250rav,rav,CrabMi00,targets,6,,,,,
player,201811250rav,rav,CrabMi00,rec,3,,,,,
player,201811250rav,rav,CrabMi00,rec_yds,21,,,,,
player,201811250rav,rav,CrabMi00,rec_td,1,,,,,
player,201811250rav,rav,CrabMi00,rec_long,10,,,,,
player,201811250rav,rav,CrabMi00,fumbles,0,,,,,
player,201811250rav,rav,CrabMi00,fumbles_lost,0,,,,,
player,201811250rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201811250rav,rav,BoylNi00,pass_att,0,,,,,
player,201811250rav,rav,BoylNi00,pass_yds,0,,,,,
player,201811250rav,rav,BoylNi00,pass_td,0,,,,,
player,201811250rav,rav,BoylNi00,pass_int,0,,,,,
player,201811250rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201811250rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,BoylNi00,pass_long,0,,,,,
player,201811250rav,rav,BoylNi00,pass_rating,,,,,,
player,201811250rav,rav,BoylNi00,rush_att,0,,,,,
player,201811250rav,rav,BoylNi00,rush_yds,0,,,,,
player,201811250rav,rav,BoylNi00,rush_td,0,,,,,
player,201811250rav,rav,BoylNi00,rush_long,0,,,,,
player,201811250rav,rav,BoylNi00,targets,2,,,,,
player,201811250rav,rav,BoylNi00,rec,2,,,,,
player,201811250rav,rav,BoylNi00,rec_yds,19,,,,,
player,201811250rav,rav,BoylNi00,rec_td,0,,,,,
player,201811250rav,rav,BoylNi00,rec_long,10,,,,,
player,201811250rav,rav,BoylNi00,fumbles,0,,,,,
player,201811250rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201811250rav,rav,MoorCh00,pass_cmp,0,,,,,
player,201811250rav,rav,MoorCh00,pass_att,0,,,,,
player,201811250rav,rav,MoorCh00,pass_yds,0,,,,,
player,201811250rav,rav,MoorCh00,pass_td,0,,,,,
player,201811250rav,rav,MoorCh00,pass_int,0,,,,,
player,201811250rav,rav,MoorCh00,pass_sacked,0,,,,,
player,201811250rav,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201811250rav,rav,MoorCh00,pass_long,0,,,,,
player,201811250rav,rav,MoorCh00,pass_rating,,,,,,
player,201811250rav,rav,MoorCh00,rush_att,0,,,,,
player,201811250rav,rav,MoorCh00,rush_yds,0,,,,,
player,201811250rav,rav,MoorCh00,rush_td,0,,,,,
player,201811250rav,rav,MoorCh00,rush_long,0,,,,,
player,201811250rav,rav,MoorCh00,targets,1,,,,,
player,201811250rav,rav,MoorCh00,rec,1,,,,,
