game,2018,13,20181203,201812030phi,was,"Washington Redskins",13,phi,"Philadelphia Eagles",28
team,201812030phi,was,First Downs,10,,,,,,
team,201812030phi,phi,First Downs,28,,,,,,
team,201812030phi,was,Rush-Yds-TDs,14-104-1,,,,,,
team,201812030phi,phi,Rush-Yds-TDs,33-130-1,,,,,,
team,201812030phi,was,Cmp-Att-Yd-TD-INT,17-25-150-0-1,,,,,,
team,201812030phi,phi,Cmp-Att-Yd-TD-INT,27-39-306-2-1,,,,,,
team,201812030phi,was,Sacked-Yards,3-19,,,,,,
team,201812030phi,phi,Sacked-Yards,0-0,,,,,,
team,201812030phi,was,Net Pass Yards,131,,,,,,
team,201812030phi,phi,Net Pass Yards,306,,,,,,
team,201812030phi,was,Total Yards,235,,,,,,
team,201812030phi,phi,Total Yards,436,,,,,,
team,201812030phi,was,Fumbles-Lost,2-0,,,,,,
team,201812030phi,phi,Fumbles-Lost,3-0,,,,,,
team,201812030phi,was,Turnovers,1,,,,,,
team,201812030phi,phi,Turnovers,1,,,,,,
team,201812030phi,was,Penalties-Yards,10-69,,,,,,
team,201812030phi,phi,Penalties-Yards,5-38,,,,,,
team,201812030phi,was,Third Down Conv.,2-10,,,,,,
team,201812030phi,phi,Third Down Conv.,7-13,,,,,,
team,201812030phi,was,Fourth Down Conv.,0-0,,,,,,
team,201812030phi,phi,Fourth Down Conv.,0-1,,,,,,
team,201812030phi,was,Time of Possession,20:41,,,,,,
team,201812030phi,phi,Time of Possession,39:19,,,,,,
player,201812030phi,was,SancMa00,pass_cmp,13,,,,,
player,201812030phi,was,SancMa00,pass_att,21,,,,,
player,201812030phi,was,SancMa00,pass_yds,100,,,,,
player,201812030phi,was,SancMa00,pass_td,0,,,,,
player,201812030phi,was,SancMa00,pass_int,1,,,,,
player,201812030phi,was,SancMa00,pass_sacked,2,,,,,
player,201812030phi,was,SancMa00,pass_sacked_yds,13,,,,,
player,201812030phi,was,SancMa00,pass_long,20,,,,,
player,201812030phi,was,SancMa00,pass_rating,53.7,,,,,
player,201812030phi,was,SancMa00,rush_att,1,,,,,
player,201812030phi,was,SancMa00,rush_yds,8,,,,,
player,201812030phi,was,SancMa00,rush_td,0,,,,,
player,201812030phi,was,SancMa00,rush_long,8,,,,,
player,201812030phi,was,SancMa00,targets,0,,,,,
player,201812030phi,was,SancMa00,rec,0,,,,,
player,201812030phi,was,SancMa00,rec_yds,0,,,,,
player,201812030phi,was,SancMa00,rec_td,0,,,,,
player,201812030phi,was,SancMa00,rec_long,0,,,,,
player,201812030phi,was,SancMa00,fumbles,1,,,,,
player,201812030phi,was,SancMa00,fumbles_lost,0,,,,,
player,201812030phi,was,McCoCo00,pass_cmp,4,,,,,
player,201812030phi,was,McCoCo00,pass_att,4,,,,,
player,201812030phi,was,McCoCo00,pass_yds,50,,,,,
player,201812030phi,was,McCoCo00,pass_td,0,,,,,
player,201812030phi,was,McCoCo00,pass_int,0,,,,,
player,201812030phi,was,McCoCo00,pass_sacked,1,,,,,
player,201812030phi,was,McCoCo00,pass_sacked_yds,6,,,,,
player,201812030phi,was,McCoCo00,pass_long,32,,,,,
player,201812030phi,was,McCoCo00,pass_rating,118.7,,,,,
player,201812030phi,was,McCoCo00,rush_att,0,,,,,
player,201812030phi,was,McCoCo00,rush_yds,0,,,,,
player,201812030phi,was,McCoCo00,rush_td,0,,,,,
player,201812030phi,was,McCoCo00,rush_long,0,,,,,
player,201812030phi,was,McCoCo00,targets,0,,,,,
player,201812030phi,was,McCoCo00,rec,0,,,,,
player,201812030phi,was,McCoCo00,rec_yds,0,,,,,
player,201812030phi,was,McCoCo00,rec_td,0,,,,,
player,201812030phi,was,McCoCo00,rec_long,0,,,,,
player,201812030phi,was,McCoCo00,fumbles,0,,,,,
player,201812030phi,was,McCoCo00,fumbles_lost,0,,,,,
player,201812030phi,was,PeteAd01,pass_cmp,0,,,,,
player,201812030phi,was,PeteAd01,pass_att,0,,,,,
player,201812030phi,was,PeteAd01,pass_yds,0,,,,,
player,201812030phi,was,PeteAd01,pass_td,0,,,,,
player,201812030phi,was,PeteAd01,pass_int,0,,,,,
player,201812030phi,was,PeteAd01,pass_sacked,0,,,,,
player,201812030phi,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201812030phi,was,PeteAd01,pass_long,0,,,,,
player,201812030phi,was,PeteAd01,pass_rating,,,,,,
player,201812030phi,was,PeteAd01,rush_att,9,,,,,
player,201812030phi,was,PeteAd01,rush_yds,98,,,,,
player,201812030phi,was,PeteAd01,rush_td,1,,,,,
player,201812030phi,was,PeteAd01,rush_long,90,,,,,
player,201812030phi,was,PeteAd01,targets,0,,,,,
player,201812030phi,was,PeteAd01,rec,0,,,,,
player,201812030phi,was,PeteAd01,rec_yds,0,,,,,
player,201812030phi,was,PeteAd01,rec_td,0,,,,,
player,201812030phi,was,PeteAd01,rec_long,0,,,,,
player,201812030phi,was,PeteAd01,fumbles,0,,,,,
player,201812030phi,was,PeteAd01,fumbles_lost,0,,,,,
player,201812030phi,was,ThomCh03,pass_cmp,0,,,,,
player,201812030phi,was,ThomCh03,pass_att,0,,,,,
