game,2018,9,20181104,201811040cle,kan,"Kansas City Chiefs",37,cle,"Cleveland Browns",21
player,201811040cle,kan,RobiDe01,pass_int,0,,,,,
player,201811040cle,kan,RobiDe01,pass_sacked,0,,,,,
player,201811040cle,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201811040cle,kan,RobiDe01,pass_long,0,,,,,
player,201811040cle,kan,RobiDe01,pass_rating,,,,,,
player,201811040cle,kan,RobiDe01,rush_att,0,,,,,
player,201811040cle,kan,RobiDe01,rush_yds,0,,,,,
player,201811040cle,kan,RobiDe01,rush_td,0,,,,,
player,201811040cle,kan,RobiDe01,rush_long,0,,,,,
player,201811040cle,kan,RobiDe01,targets,2,,,,,
player,201811040cle,kan,RobiDe01,rec,1,,,,,
player,201811040cle,kan,RobiDe01,rec_yds,3,,,,,
player,201811040cle,kan,RobiDe01,rec_td,0,,,,,
player,201811040cle,kan,RobiDe01,rec_long,3,,,,,
player,201811040cle,kan,RobiDe01,fumbles,0,,,,,
player,201811040cle,kan,RobiDe01,fumbles_lost,0,,,,,
player,201811040cle,kan,HarrDe03,pass_cmp,0,,,,,
player,201811040cle,kan,HarrDe03,pass_att,0,,,,,
player,201811040cle,kan,HarrDe03,pass_yds,0,,,,,
player,201811040cle,kan,HarrDe03,pass_td,0,,,,,
player,201811040cle,kan,HarrDe03,pass_int,0,,,,,
player,201811040cle,kan,HarrDe03,pass_sacked,0,,,,,
player,201811040cle,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201811040cle,kan,HarrDe03,pass_long,0,,,,,
player,201811040cle,kan,HarrDe03,pass_rating,,,,,,
player,201811040cle,kan,HarrDe03,rush_att,0,,,,,
player,201811040cle,kan,HarrDe03,rush_yds,0,,,,,
player,201811040cle,kan,HarrDe03,rush_td,0,,,,,
player,201811040cle,kan,HarrDe03,rush_long,0,,,,,
player,201811040cle,kan,HarrDe03,targets,1,,,,,
player,201811040cle,kan,HarrDe03,rec,0,,,,,
player,201811040cle,kan,HarrDe03,rec_yds,0,,,,,
player,201811040cle,kan,HarrDe03,rec_td,0,,,,,
player,201811040cle,kan,HarrDe03,rec_long,0,,,,,
player,201811040cle,kan,HarrDe03,fumbles,0,,,,,
player,201811040cle,kan,HarrDe03,fumbles_lost,0,,,,,
player,201811040cle,cle,MayfBa00,pass_cmp,29,,,,,
player,201811040cle,cle,MayfBa00,pass_att,42,,,,,
player,201811040cle,cle,MayfBa00,pass_yds,297,,,,,
player,201811040cle,cle,MayfBa00,pass_td,2,,,,,
player,201811040cle,cle,MayfBa00,pass_int,1,,,,,
player,201811040cle,cle,MayfBa00,pass_sacked,2,,,,,
player,201811040cle,cle,MayfBa00,pass_sacked_yds,22,,,,,
player,201811040cle,cle,MayfBa00,pass_long,38,,,,,
player,201811040cle,cle,MayfBa00,pass_rating,95.0,,,,,
player,201811040cle,cle,MayfBa00,rush_att,0,,,,,
player,201811040cle,cle,MayfBa00,rush_yds,0,,,,,
player,201811040cle,cle,MayfBa00,rush_td,0,,,,,
player,201811040cle,cle,MayfBa00,rush_long,0,,,,,
player,201811040cle,cle,MayfBa00,targets,0,,,,,
player,201811040cle,cle,MayfBa00,rec,0,,,,,
player,201811040cle,cle,MayfBa00,rec_yds,0,,,,,
player,201811040cle,cle,MayfBa00,rec_td,0,,,,,
player,201811040cle,cle,MayfBa00,rec_long,0,,,,,
player,201811040cle,cle,MayfBa00,fumbles,0,,,,,
player,201811040cle,cle,MayfBa00,fumbles_lost,0,,,,,
player,201811040cle,cle,TaylTy00,pass_cmp,1,,,,,
player,201811040cle,cle,TaylTy00,pass_att,1,,,,,
player,201811040cle,cle,TaylTy00,pass_yds,11,,,,,
player,201811040cle,cle,TaylTy00,pass_td,0,,,,,
player,201811040cle,cle,TaylTy00,pass_int,0,,,,,
player,201811040cle,cle,TaylTy00,pass_sacked,0,,,,,
player,201811040cle,cle,TaylTy00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,TaylTy00,pass_long,11,,,,,
player,201811040cle,cle,TaylTy00,pass_rating,112.5,,,,,
player,201811040cle,cle,TaylTy00,rush_att,0,,,,,
player,201811040cle,cle,TaylTy00,rush_yds,0,,,,,
player,201811040cle,cle,TaylTy00,rush_td,0,,,,,
player,201811040cle,cle,TaylTy00,rush_long,0,,,,,
player,201811040cle,cle,TaylTy00,targets,0,,,,,
player,201811040cle,cle,TaylTy00,rec,0,,,,,
player,201811040cle,cle,TaylTy00,rec_yds,0,,,,,
player,201811040cle,cle,TaylTy00,rec_td,0,,,,,
player,201811040cle,cle,TaylTy00,rec_long,0,,,,,
player,201811040cle,cle,TaylTy00,fumbles,0,,,,,
player,201811040cle,cle,TaylTy00,fumbles_lost,0,,,,,
player,201811040cle,cle,ChubNi00,pass_cmp,0,,,,,
player,201811040cle,cle,ChubNi00,pass_att,0,,,,,
player,201811040cle,cle,ChubNi00,pass_yds,0,,,,,
player,201811040cle,cle,ChubNi00,pass_td,0,,,,,
player,201811040cle,cle,ChubNi00,pass_int,0,,,,,
player,201811040cle,cle,ChubNi00,pass_sacked,0,,,,,
player,201811040cle,cle,ChubNi00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,ChubNi00,pass_long,0,,,,,
player,201811040cle,cle,ChubNi00,pass_rating,,,,,,
player,201811040cle,cle,ChubNi00,rush_att,22,,,,,
player,201811040cle,cle,ChubNi00,rush_yds,85,,,,,
player,201811040cle,cle,ChubNi00,rush_td,1,,,,,
player,201811040cle,cle,ChubNi00,rush_long,17,,,,,
player,201811040cle,cle,ChubNi00,targets,1,,,,,
player,201811040cle,cle,ChubNi00,rec,1,,,,,
player,201811040cle,cle,ChubNi00,rec_yds,5,,,,,
player,201811040cle,cle,ChubNi00,rec_td,0,,,,,
player,201811040cle,cle,ChubNi00,rec_long,5,,,,,
player,201811040cle,cle,ChubNi00,fumbles,0,,,,,
player,201811040cle,cle,ChubNi00,fumbles_lost,0,,,,,
player,201811040cle,cle,PerrBr02,pass_cmp,0,,,,,
player,201811040cle,cle,PerrBr02,pass_att,0,,,,,
player,201811040cle,cle,PerrBr02,pass_yds,0,,,,,
player,201811040cle,cle,PerrBr02,pass_td,0,,,,,
player,201811040cle,cle,PerrBr02,pass_int,0,,,,,
player,201811040cle,cle,PerrBr02,pass_sacked,0,,,,,
player,201811040cle,cle,PerrBr02,pass_sacked_yds,0,,,,,
player,201811040cle,cle,PerrBr02,pass_long,0,,,,,
player,201811040cle,cle,PerrBr02,pass_rating,,,,,,
player,201811040cle,cle,PerrBr02,rush_att,2,,,,,
player,201811040cle,cle,PerrBr02,rush_yds,9,,,,,
player,201811040cle,cle,PerrBr02,rush_td,0,,,,,
player,201811040cle,cle,PerrBr02,rush_long,7,,,,,
player,201811040cle,cle,PerrBr02,targets,6,,,,,
player,201811040cle,cle,PerrBr02,rec,2,,,,,
player,201811040cle,cle,PerrBr02,rec_yds,36,,,,,
player,201811040cle,cle,PerrBr02,rec_td,0,,,,,
player,201811040cle,cle,PerrBr02,rec_long,18,,,,,
player,201811040cle,cle,PerrBr02,fumbles,0,,,,,
player,201811040cle,cle,PerrBr02,fumbles_lost,0,,,,,
player,201811040cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201811040cle,cle,JohnDu00,pass_att,0,,,,,
player,201811040cle,cle,JohnDu00,pass_yds,0,,,,,
player,201811040cle,cle,JohnDu00,pass_td,0,,,,,
player,201811040cle,cle,JohnDu00,pass_int,0,,,,,
player,201811040cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201811040cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,JohnDu00,pass_long,0,,,,,
player,201811040cle,cle,JohnDu00,pass_rating,,,,,,
player,201811040cle,cle,JohnDu00,rush_att,1,,,,,
player,201811040cle,cle,JohnDu00,rush_yds,8,,,,,
player,201811040cle,cle,JohnDu00,rush_td,0,,,,,
player,201811040cle,cle,JohnDu00,rush_long,8,,,,,
player,201811040cle,cle,JohnDu00,targets,9,,,,,
player,201811040cle,cle,JohnDu00,rec,9,,,,,
player,201811040cle,cle,JohnDu00,rec_yds,78,,,,,
player,201811040cle,cle,JohnDu00,rec_td,2,,,,,
player,201811040cle,cle,JohnDu00,rec_long,23,,,,,
player,201811040cle,cle,JohnDu00,fumbles,0,,,,,
player,201811040cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201811040cle,cle,NjokDa00,pass_cmp,0,,,,,
player,201811040cle,cle,NjokDa00,pass_att,0,,,,,
player,201811040cle,cle,NjokDa00,pass_yds,0,,,,,
player,201811040cle,cle,NjokDa00,pass_td,0,,,,,
player,201811040cle,cle,NjokDa00,pass_int,0,,,,,
player,201811040cle,cle,NjokDa00,pass_sacked,0,,,,,
player,201811040cle,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,NjokDa00,pass_long,0,,,,,
player,201811040cle,cle,NjokDa00,pass_rating,,,,,,
player,201811040cle,cle,NjokDa00,rush_att,0,,,,,
player,201811040cle,cle,NjokDa00,rush_yds,0,,,,,
player,201811040cle,cle,NjokDa00,rush_td,0,,,,,
player,201811040cle,cle,NjokDa00,rush_long,0,,,,,
player,201811040cle,cle,NjokDa00,targets,5,,,,,
player,201811040cle,cle,NjokDa00,rec,4,,,,,
player,201811040cle,cle,NjokDa00,rec_yds,53,,,,,
player,201811040cle,cle,NjokDa00,rec_td,0,,,,,
player,201811040cle,cle,NjokDa00,rec_long,19,,,,,
player,201811040cle,cle,NjokDa00,fumbles,0,,,,,
player,201811040cle,cle,NjokDa00,fumbles_lost,0,,,,,
player,201811040cle,cle,CallAn00,pass_cmp,0,,,,,
player,201811040cle,cle,CallAn00,pass_att,0,,,,,
player,201811040cle,cle,CallAn00,pass_yds,0,,,,,
player,201811040cle,cle,CallAn00,pass_td,0,,,,,
player,201811040cle,cle,CallAn00,pass_int,0,,,,,
player,201811040cle,cle,CallAn00,pass_sacked,0,,,,,
player,201811040cle,cle,CallAn00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,CallAn00,pass_long,0,,,,,
player,201811040cle,cle,CallAn00,pass_rating,,,,,,
player,201811040cle,cle,CallAn00,rush_att,0,,,,,
player,201811040cle,cle,CallAn00,rush_yds,0,,,,,
player,201811040cle,cle,CallAn00,rush_td,0,,,,,
player,201811040cle,cle,CallAn00,rush_long,0,,,,,
player,201811040cle,cle,CallAn00,targets,5,,,,,
player,201811040cle,cle,CallAn00,rec,3,,,,,
player,201811040cle,cle,CallAn00,rec_yds,51,,,,,
player,201811040cle,cle,CallAn00,rec_td,0,,,,,
player,201811040cle,cle,CallAn00,rec_long,38,,,,,
player,201811040cle,cle,CallAn00,fumbles,0,,,,,
player,201811040cle,cle,CallAn00,fumbles_lost,0,,,,,
player,201811040cle,cle,LandJa00,pass_cmp,0,,,,,
player,201811040cle,cle,LandJa00,pass_att,0,,,,,
player,201811040cle,cle,LandJa00,pass_yds,0,,,,,
player,201811040cle,cle,LandJa00,pass_td,0,,,,,
player,201811040cle,cle,LandJa00,pass_int,0,,,,,
player,201811040cle,cle,LandJa00,pass_sacked,0,,,,,
player,201811040cle,cle,LandJa00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,LandJa00,pass_long,0,,,,,
player,201811040cle,cle,LandJa00,pass_rating,,,,,,
player,201811040cle,cle,LandJa00,rush_att,0,,,,,
player,201811040cle,cle,LandJa00,rush_yds,0,,,,,
player,201811040cle,cle,LandJa00,rush_td,0,,,,,
player,201811040cle,cle,LandJa00,rush_long,0,,,,,
player,201811040cle,cle,LandJa00,targets,7,,,,,
player,201811040cle,cle,LandJa00,rec,6,,,,,
player,201811040cle,cle,LandJa00,rec_yds,50,,,,,
player,201811040cle,cle,LandJa00,rec_td,0,,,,,
player,201811040cle,cle,LandJa00,rec_long,17,,,,,
player,201811040cle,cle,LandJa00,fumbles,0,,,,,
player,201811040cle,cle,LandJa00,fumbles_lost,0,,,,,
player,201811040cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201811040cle,cle,HiggRa00,pass_att,0,,,,,
player,201811040cle,cle,HiggRa00,pass_yds,0,,,,,
player,201811040cle,cle,HiggRa00,pass_td,0,,,,,
player,201811040cle,cle,HiggRa00,pass_int,0,,,,,
player,201811040cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201811040cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,HiggRa00,pass_long,0,,,,,
player,201811040cle,cle,HiggRa00,pass_rating,,,,,,
player,201811040cle,cle,HiggRa00,rush_att,0,,,,,
player,201811040cle,cle,HiggRa00,rush_yds,0,,,,,
player,201811040cle,cle,HiggRa00,rush_td,0,,,,,
player,201811040cle,cle,HiggRa00,rush_long,0,,,,,
player,201811040cle,cle,HiggRa00,targets,4,,,,,
player,201811040cle,cle,HiggRa00,rec,3,,,,,
player,201811040cle,cle,HiggRa00,rec_yds,19,,,,,
player,201811040cle,cle,HiggRa00,rec_td,0,,,,,
player,201811040cle,cle,HiggRa00,rec_long,8,,,,,
player,201811040cle,cle,HiggRa00,fumbles,0,,,,,
player,201811040cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201811040cle,cle,RatlDa00,pass_cmp,0,,,,,
player,201811040cle,cle,RatlDa00,pass_att,0,,,,,
player,201811040cle,cle,RatlDa00,pass_yds,0,,,,,
player,201811040cle,cle,RatlDa00,pass_td,0,,,,,
player,201811040cle,cle,RatlDa00,pass_int,0,,,,,
player,201811040cle,cle,RatlDa00,pass_sacked,0,,,,,
player,201811040cle,cle,RatlDa00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,RatlDa00,pass_long,0,,,,,
player,201811040cle,cle,RatlDa00,pass_rating,,,,,,
player,201811040cle,cle,RatlDa00,rush_att,0,,,,,
player,201811040cle,cle,RatlDa00,rush_yds,0,,,,,
player,201811040cle,cle,RatlDa00,rush_td,0,,,,,
player,201811040cle,cle,RatlDa00,rush_long,0,,,,,
player,201811040cle,cle,RatlDa00,targets,4,,,,,
player,201811040cle,cle,RatlDa00,rec,2,,,,,
player,201811040cle,cle,RatlDa00,rec_yds,16,,,,,
player,201811040cle,cle,RatlDa00,rec_td,0,,,,,
player,201811040cle,cle,RatlDa00,rec_long,9,,,,,
player,201811040cle,cle,RatlDa00,fumbles,0,,,,,
player,201811040cle,cle,RatlDa00,fumbles_lost,0,,,,,
player,201811040cle,cle,DevaSe00,pass_cmp,0,,,,,
player,201811040cle,cle,DevaSe00,pass_att,0,,,,,
player,201811040cle,cle,DevaSe00,pass_yds,0,,,,,
player,201811040cle,cle,DevaSe00,pass_td,0,,,,,
player,201811040cle,cle,DevaSe00,pass_int,0,,,,,
player,201811040cle,cle,DevaSe00,pass_sacked,0,,,,,
player,201811040cle,cle,DevaSe00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,DevaSe00,pass_long,0,,,,,
player,201811040cle,cle,DevaSe00,pass_rating,,,,,,
player,201811040cle,cle,DevaSe00,rush_att,0,,,,,
player,201811040cle,cle,DevaSe00,rush_yds,0,,,,,
player,201811040cle,cle,DevaSe00,rush_td,0,,,,,
player,201811040cle,cle,DevaSe00,rush_long,0,,,,,
player,201811040cle,cle,DevaSe00,targets,1,,,,,
player,201811040cle,cle,DevaSe00,rec,0,,,,,
player,201811040cle,cle,DevaSe00,rec_yds,0,,,,,
player,201811040cle,cle,DevaSe00,rec_td,0,,,,,
player,201811040cle,cle,DevaSe00,rec_long,0,,,,,
player,201811040cle,cle,DevaSe00,fumbles,0,,,,,
player,201811040cle,cle,DevaSe00,fumbles_lost,0,,,,,
player,201811040cle,cle,HillDo00,pass_cmp,0,,,,,
player,201811040cle,cle,HillDo00,pass_att,0,,,,,
player,201811040cle,cle,HillDo00,pass_yds,0,,,,,
player,201811040cle,cle,HillDo00,pass_td,0,,,,,
player,201811040cle,cle,HillDo00,pass_int,0,,,,,
player,201811040cle,cle,HillDo00,pass_sacked,0,,,,,
player,201811040cle,cle,HillDo00,pass_sacked_yds,0,,,,,
player,201811040cle,cle,HillDo00,pass_long,0,,,,,
player,201811040cle,cle,HillDo00,pass_rating,,,,,,
player,201811040cle,cle,HillDo00,rush_att,0,,,,,
player,201811040cle,cle,HillDo00,rush_yds,0,,,,,
player,201811040cle,cle,HillDo00,rush_td,0,,,,,
player,201811040cle,cle,HillDo00,rush_long,0,,,,,
player,201811040cle,cle,HillDo00,targets,1,,,,,
player,201811040cle,cle,HillDo00,rec,0,,,,,
player,201811040cle,cle,HillDo00,rec_yds,0,,,,,
player,201811040cle,cle,HillDo00,rec_td,0,,,,,
player,201811040cle,cle,HillDo00,rec_long,0,,,,,
player,201811040cle,cle,HillDo00,fumbles,0,,,,,
player,201811040cle,cle,HillDo00,fumbles_lost,0,,,,,
player,201811040cle,kan,NelsSt01,def_int,1,,,,,
player,201811040cle,kan,NelsSt01,def_int_yds,18,,,,,
player,201811040cle,kan,NelsSt01,def_int_td,0,,,,,
player,201811040cle,kan,NelsSt01,def_int_long,18,,,,,
player,201811040cle,kan,NelsSt01,pass_defended,1,,,,,
player,201811040cle,kan,NelsSt01,sacks,0.0,,,,,
player,201811040cle,kan,NelsSt01,tackles_combined,8,,,,,
player,201811040cle,kan,NelsSt01,tackles_solo,8,,,,,
player,201811040cle,kan,NelsSt01,tackles_assists,0,,,,,
player,201811040cle,kan,NelsSt01,tackles_loss,0,,,,,
player,201811040cle,kan,NelsSt01,qb_hits,0,,,,,
player,201811040cle,kan,NelsSt01,fumbles_rec,0,,,,,
player,201811040cle,kan,NelsSt01,fumbles_rec_yds,0,,,,,
