game,2018,16,20181222,201812220oti,was,"Washington Redskins",16,oti,"Tennessee Titans",25
player,201812220oti,was,JohnJo05,rush_att,4,,,,,
player,201812220oti,was,JohnJo05,rush_yds,22,,,,,
player,201812220oti,was,JohnJo05,rush_td,0,,,,,
player,201812220oti,was,JohnJo05,rush_long,16,,,,,
player,201812220oti,was,JohnJo05,targets,0,,,,,
player,201812220oti,was,JohnJo05,rec,0,,,,,
player,201812220oti,was,JohnJo05,rec_yds,0,,,,,
player,201812220oti,was,JohnJo05,rec_td,0,,,,,
player,201812220oti,was,JohnJo05,rec_long,0,,,,,
player,201812220oti,was,JohnJo05,fumbles,0,,,,,
player,201812220oti,was,JohnJo05,fumbles_lost,0,,,,,
player,201812220oti,was,PeteAd01,pass_cmp,0,,,,,
player,201812220oti,was,PeteAd01,pass_att,0,,,,,
player,201812220oti,was,PeteAd01,pass_yds,0,,,,,
player,201812220oti,was,PeteAd01,pass_td,0,,,,,
player,201812220oti,was,PeteAd01,pass_int,0,,,,,
player,201812220oti,was,PeteAd01,pass_sacked,0,,,,,
player,201812220oti,was,PeteAd01,pass_sacked_yds,0,,,,,
player,201812220oti,was,PeteAd01,pass_long,0,,,,,
player,201812220oti,was,PeteAd01,pass_rating,,,,,,
player,201812220oti,was,PeteAd01,rush_att,26,,,,,
player,201812220oti,was,PeteAd01,rush_yds,119,,,,,
player,201812220oti,was,PeteAd01,rush_td,0,,,,,
player,201812220oti,was,PeteAd01,rush_long,13,,,,,
player,201812220oti,was,PeteAd01,targets,2,,,,,
player,201812220oti,was,PeteAd01,rec,1,,,,,
player,201812220oti,was,PeteAd01,rec_yds,8,,,,,
player,201812220oti,was,PeteAd01,rec_td,0,,,,,
player,201812220oti,was,PeteAd01,rec_long,8,,,,,
player,201812220oti,was,PeteAd01,fumbles,0,,,,,
player,201812220oti,was,PeteAd01,fumbles_lost,0,,,,,
player,201812220oti,was,ThomCh03,pass_cmp,0,,,,,
player,201812220oti,was,ThomCh03,pass_att,0,,,,,
player,201812220oti,was,ThomCh03,pass_yds,0,,,,,
player,201812220oti,was,ThomCh03,pass_td,0,,,,,
player,201812220oti,was,ThomCh03,pass_int,0,,,,,
player,201812220oti,was,ThomCh03,pass_sacked,0,,,,,
player,201812220oti,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201812220oti,was,ThomCh03,pass_long,0,,,,,
player,201812220oti,was,ThomCh03,pass_rating,,,,,,
player,201812220oti,was,ThomCh03,rush_att,4,,,,,
player,201812220oti,was,ThomCh03,rush_yds,20,,,,,
player,201812220oti,was,ThomCh03,rush_td,0,,,,,
player,201812220oti,was,ThomCh03,rush_long,15,,,,,
player,201812220oti,was,ThomCh03,targets,1,,,,,
player,201812220oti,was,ThomCh03,rec,1,,,,,
player,201812220oti,was,ThomCh03,rec_yds,8,,,,,
player,201812220oti,was,ThomCh03,rec_td,0,,,,,
player,201812220oti,was,ThomCh03,rec_long,8,,,,,
player,201812220oti,was,ThomCh03,fumbles,0,,,,,
player,201812220oti,was,ThomCh03,fumbles_lost,0,,,,,
player,201812220oti,was,CrowJa00,pass_cmp,0,,,,,
player,201812220oti,was,CrowJa00,pass_att,0,,,,,
player,201812220oti,was,CrowJa00,pass_yds,0,,,,,
player,201812220oti,was,CrowJa00,pass_td,0,,,,,
player,201812220oti,was,CrowJa00,pass_int,0,,,,,
player,201812220oti,was,CrowJa00,pass_sacked,0,,,,,
player,201812220oti,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201812220oti,was,CrowJa00,pass_long,0,,,,,
player,201812220oti,was,CrowJa00,pass_rating,,,,,,
player,201812220oti,was,CrowJa00,rush_att,0,,,,,
player,201812220oti,was,CrowJa00,rush_yds,0,,,,,
player,201812220oti,was,CrowJa00,rush_td,0,,,,,
player,201812220oti,was,CrowJa00,rush_long,0,,,,,
player,201812220oti,was,CrowJa00,targets,7,,,,,
player,201812220oti,was,CrowJa00,rec,5,,,,,
player,201812220oti,was,CrowJa00,rec_yds,78,,,,,
player,201812220oti,was,CrowJa00,rec_td,0,,,,,
player,201812220oti,was,CrowJa00,rec_long,30,,,,,
player,201812220oti,was,CrowJa00,fumbles,0,,,,,
player,201812220oti,was,CrowJa00,fumbles_lost,0,,,,,
player,201812220oti,was,DoctJo00,pass_cmp,0,,,,,
player,201812220oti,was,DoctJo00,pass_att,0,,,,,
player,201812220oti,was,DoctJo00,pass_yds,0,,,,,
player,201812220oti,was,DoctJo00,pass_td,0,,,,,
player,201812220oti,was,DoctJo00,pass_int,0,,,,,
player,201812220oti,was,DoctJo00,pass_sacked,0,,,,,
player,201812220oti,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201812220oti,was,DoctJo00,pass_long,0,,,,,
player,201812220oti,was,DoctJo00,pass_rating,,,,,,
player,201812220oti,was,DoctJo00,rush_att,0,,,,,
player,201812220oti,was,DoctJo00,rush_yds,0,,,,,
player,201812220oti,was,DoctJo00,rush_td,0,,,,,
player,201812220oti,was,DoctJo00,rush_long,0,,,,,
player,201812220oti,was,DoctJo00,targets,6,,,,,
player,201812220oti,was,DoctJo00,rec,3,,,,,
player,201812220oti,was,DoctJo00,rec_yds,30,,,,,
player,201812220oti,was,DoctJo00,rec_td,0,,,,,
player,201812220oti,was,DoctJo00,rec_long,22,,,,,
player,201812220oti,was,DoctJo00,fumbles,0,,,,,
player,201812220oti,was,DoctJo00,fumbles_lost,0,,,,,
player,201812220oti,was,SpriJe00,pass_cmp,0,,,,,
player,201812220oti,was,SpriJe00,pass_att,0,,,,,
player,201812220oti,was,SpriJe00,pass_yds,0,,,,,
player,201812220oti,was,SpriJe00,pass_td,0,,,,,
player,201812220oti,was,SpriJe00,pass_int,0,,,,,
player,201812220oti,was,SpriJe00,pass_sacked,0,,,,,
player,201812220oti,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201812220oti,was,SpriJe00,pass_long,0,,,,,
player,201812220oti,was,SpriJe00,pass_rating,,,,,,
player,201812220oti,was,SpriJe00,rush_att,0,,,,,
player,201812220oti,was,SpriJe00,rush_yds,0,,,,,
player,201812220oti,was,SpriJe00,rush_td,0,,,,,
player,201812220oti,was,SpriJe00,rush_long,0,,,,,
player,201812220oti,was,SpriJe00,targets,3,,,,,
player,201812220oti,was,SpriJe00,rec,2,,,,,
player,201812220oti,was,SpriJe00,rec_yds,22,,,,,
player,201812220oti,was,SpriJe00,rec_td,0,,,,,
player,201812220oti,was,SpriJe00,rec_long,15,,,,,
player,201812220oti,was,SpriJe00,fumbles,0,,,,,
player,201812220oti,was,SpriJe00,fumbles_lost,0,,,,,
player,201812220oti,was,FloyMi00,pass_cmp,0,,,,,
player,201812220oti,was,FloyMi00,pass_att,0,,,,,
player,201812220oti,was,FloyMi00,pass_yds,0,,,,,
player,201812220oti,was,FloyMi00,pass_td,0,,,,,
player,201812220oti,was,FloyMi00,pass_int,0,,,,,
player,201812220oti,was,FloyMi00,pass_sacked,0,,,,,
player,201812220oti,was,FloyMi00,pass_sacked_yds,0,,,,,
player,201812220oti,was,FloyMi00,pass_long,0,,,,,
player,201812220oti,was,FloyMi00,pass_rating,,,,,,
player,201812220oti,was,FloyMi00,rush_att,0,,,,,
player,201812220oti,was,FloyMi00,rush_yds,0,,,,,
player,201812220oti,was,FloyMi00,rush_td,0,,,,,
player,201812220oti,was,FloyMi00,rush_long,0,,,,,
player,201812220oti,was,FloyMi00,targets,3,,,,,
player,201812220oti,was,FloyMi00,rec,1,,,,,
player,201812220oti,was,FloyMi00,rec_yds,7,,,,,
player,201812220oti,was,FloyMi00,rec_td,1,,,,,
player,201812220oti,was,FloyMi00,rec_long,7,,,,,
player,201812220oti,was,FloyMi00,fumbles,0,,,,,
player,201812220oti,was,FloyMi00,fumbles_lost,0,,,,,
player,201812220oti,was,MarsBy01,pass_cmp,0,,,,,
player,201812220oti,was,MarsBy01,pass_att,0,,,,,
player,201812220oti,was,MarsBy01,pass_yds,0,,,,,
player,201812220oti,was,MarsBy01,pass_td,0,,,,,
player,201812220oti,was,MarsBy01,pass_int,0,,,,,
player,201812220oti,was,MarsBy01,pass_sacked,0,,,,,
player,201812220oti,was,MarsBy01,pass_sacked_yds,0,,,,,
player,201812220oti,was,MarsBy01,pass_long,0,,,,,
player,201812220oti,was,MarsBy01,pass_rating,,,,,,
player,201812220oti,was,MarsBy01,rush_att,0,,,,,
player,201812220oti,was,MarsBy01,rush_yds,0,,,,,
player,201812220oti,was,MarsBy01,rush_td,0,,,,,
player,201812220oti,was,MarsBy01,rush_long,0,,,,,
player,201812220oti,was,MarsBy01,targets,1,,,,,
player,201812220oti,was,MarsBy01,rec,0,,,,,
player,201812220oti,was,MarsBy01,rec_yds,0,,,,,
player,201812220oti,was,MarsBy01,rec_td,0,,,,,
player,201812220oti,was,MarsBy01,rec_long,0,,,,,
player,201812220oti,was,MarsBy01,fumbles,0,,,,,
player,201812220oti,was,MarsBy01,fumbles_lost,0,,,,,
player,201812220oti,oti,MariMa01,pass_cmp,10,,,,,
player,201812220oti,oti,MariMa01,pass_att,13,,,,,
player,201812220oti,oti,MariMa01,pass_yds,110,,,,,
player,201812220oti,oti,MariMa01,pass_td,0,,,,,
player,201812220oti,oti,MariMa01,pass_int,0,,,,,
player,201812220oti,oti,MariMa01,pass_sacked,2,,,,,
player,201812220oti,oti,MariMa01,pass_sacked_yds,15,,,,,
player,201812220oti,oti,MariMa01,pass_long,18,,,,,
player,201812220oti,oti,MariMa01,pass_rating,101.4,,,,,
player,201812220oti,oti,MariMa01,rush_att,1,,,,,
player,201812220oti,oti,MariMa01,rush_yds,7,,,,,
player,201812220oti,oti,MariMa01,rush_td,0,,,,,
player,201812220oti,oti,MariMa01,rush_long,7,,,,,
player,201812220oti,oti,MariMa01,targets,0,,,,,
player,201812220oti,oti,MariMa01,rec,0,,,,,
player,201812220oti,oti,MariMa01,rec_yds,0,,,,,
player,201812220oti,oti,MariMa01,rec_td,0,,,,,
player,201812220oti,oti,MariMa01,rec_long,0,,,,,
player,201812220oti,oti,MariMa01,fumbles,0,,,,,
player,201812220oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201812220oti,oti,GabbBl00,pass_cmp,7,,,,,
player,201812220oti,oti,GabbBl00,pass_att,11,,,,,
player,201812220oti,oti,GabbBl00,pass_yds,101,,,,,
player,201812220oti,oti,GabbBl00,pass_td,1,,,,,
player,201812220oti,oti,GabbBl00,pass_int,0,,,,,
player,201812220oti,oti,GabbBl00,pass_sacked,1,,,,,
player,201812220oti,oti,GabbBl00,pass_sacked_yds,4,,,,,
player,201812220oti,oti,GabbBl00,pass_long,35,,,,,
player,201812220oti,oti,GabbBl00,pass_rating,123.7,,,,,
player,201812220oti,oti,GabbBl00,rush_att,0,,,,,
player,201812220oti,oti,GabbBl00,rush_yds,0,,,,,
player,201812220oti,oti,GabbBl00,rush_td,0,,,,,
player,201812220oti,oti,GabbBl00,rush_long,0,,,,,
player,201812220oti,oti,GabbBl00,targets,0,,,,,
player,201812220oti,oti,GabbBl00,rec,0,,,,,
player,201812220oti,oti,GabbBl00,rec_yds,0,,,,,
player,201812220oti,oti,GabbBl00,rec_td,0,,,,,
player,201812220oti,oti,GabbBl00,rec_long,0,,,,,
player,201812220oti,oti,GabbBl00,fumbles,0,,,,,
player,201812220oti,oti,GabbBl00,fumbles_lost,0,,,,,
player,201812220oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201812220oti,oti,HenrDe00,pass_att,1,,,,,
player,201812220oti,oti,HenrDe00,pass_yds,0,,,,,
player,201812220oti,oti,HenrDe00,pass_td,0,,,,,
player,201812220oti,oti,HenrDe00,pass_int,0,,,,,
player,201812220oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201812220oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,HenrDe00,pass_long,0,,,,,
player,201812220oti,oti,HenrDe00,pass_rating,39.6,,,,,
player,201812220oti,oti,HenrDe00,rush_att,21,,,,,
player,201812220oti,oti,HenrDe00,rush_yds,84,,,,,
player,201812220oti,oti,HenrDe00,rush_td,1,,,,,
player,201812220oti,oti,HenrDe00,rush_long,18,,,,,
player,201812220oti,oti,HenrDe00,targets,1,,,,,
player,201812220oti,oti,HenrDe00,rec,1,,,,,
player,201812220oti,oti,HenrDe00,rec_yds,8,,,,,
player,201812220oti,oti,HenrDe00,rec_td,0,,,,,
player,201812220oti,oti,HenrDe00,rec_long,8,,,,,
player,201812220oti,oti,HenrDe00,fumbles,0,,,,,
player,201812220oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201812220oti,oti,LewiDi00,pass_cmp,0,,,,,
player,201812220oti,oti,LewiDi00,pass_att,0,,,,,
player,201812220oti,oti,LewiDi00,pass_yds,0,,,,,
player,201812220oti,oti,LewiDi00,pass_td,0,,,,,
player,201812220oti,oti,LewiDi00,pass_int,0,,,,,
player,201812220oti,oti,LewiDi00,pass_sacked,0,,,,,
player,201812220oti,oti,LewiDi00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,LewiDi00,pass_long,0,,,,,
player,201812220oti,oti,LewiDi00,pass_rating,,,,,,
player,201812220oti,oti,LewiDi00,rush_att,3,,,,,
player,201812220oti,oti,LewiDi00,rush_yds,5,,,,,
player,201812220oti,oti,LewiDi00,rush_td,0,,,,,
player,201812220oti,oti,LewiDi00,rush_long,3,,,,,
player,201812220oti,oti,LewiDi00,targets,4,,,,,
player,201812220oti,oti,LewiDi00,rec,3,,,,,
player,201812220oti,oti,LewiDi00,rec_yds,20,,,,,
player,201812220oti,oti,LewiDi00,rec_td,0,,,,,
player,201812220oti,oti,LewiDi00,rec_long,18,,,,,
player,201812220oti,oti,LewiDi00,fumbles,0,,,,,
player,201812220oti,oti,LewiDi00,fumbles_lost,0,,,,,
player,201812220oti,oti,JennDa00,pass_cmp,0,,,,,
player,201812220oti,oti,JennDa00,pass_att,0,,,,,
player,201812220oti,oti,JennDa00,pass_yds,0,,,,,
player,201812220oti,oti,JennDa00,pass_td,0,,,,,
player,201812220oti,oti,JennDa00,pass_int,0,,,,,
player,201812220oti,oti,JennDa00,pass_sacked,0,,,,,
player,201812220oti,oti,JennDa00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,JennDa00,pass_long,0,,,,,
player,201812220oti,oti,JennDa00,pass_rating,,,,,,
player,201812220oti,oti,JennDa00,rush_att,1,,,,,
player,201812220oti,oti,JennDa00,rush_yds,2,,,,,
player,201812220oti,oti,JennDa00,rush_td,0,,,,,
player,201812220oti,oti,JennDa00,rush_long,2,,,,,
player,201812220oti,oti,JennDa00,targets,3,,,,,
player,201812220oti,oti,JennDa00,rec,3,,,,,
player,201812220oti,oti,JennDa00,rec_yds,29,,,,,
player,201812220oti,oti,JennDa00,rec_td,0,,,,,
player,201812220oti,oti,JennDa00,rec_long,14,,,,,
player,201812220oti,oti,JennDa00,fumbles,0,,,,,
player,201812220oti,oti,JennDa00,fumbles_lost,0,,,,,
player,201812220oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201812220oti,oti,DaviCo03,pass_att,0,,,,,
player,201812220oti,oti,DaviCo03,pass_yds,0,,,,,
player,201812220oti,oti,DaviCo03,pass_td,0,,,,,
player,201812220oti,oti,DaviCo03,pass_int,0,,,,,
player,201812220oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201812220oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201812220oti,oti,DaviCo03,pass_long,0,,,,,
player,201812220oti,oti,DaviCo03,pass_rating,,,,,,
player,201812220oti,oti,DaviCo03,rush_att,1,,,,,
player,201812220oti,oti,DaviCo03,rush_yds,1,,,,,
player,201812220oti,oti,DaviCo03,rush_td,0,,,,,
player,201812220oti,oti,DaviCo03,rush_long,1,,,,,
player,201812220oti,oti,DaviCo03,targets,5,,,,,
player,201812220oti,oti,DaviCo03,rec,3,,,,,
player,201812220oti,oti,DaviCo03,rec_yds,45,,,,,
player,201812220oti,oti,DaviCo03,rec_td,0,,,,,
player,201812220oti,oti,DaviCo03,rec_long,16,,,,,
player,201812220oti,oti,DaviCo03,fumbles,0,,,,,
player,201812220oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201812220oti,oti,TaylTa00,pass_cmp,0,,,,,
player,201812220oti,oti,TaylTa00,pass_att,0,,,,,
player,201812220oti,oti,TaylTa00,pass_yds,0,,,,,
player,201812220oti,oti,TaylTa00,pass_td,0,,,,,
player,201812220oti,oti,TaylTa00,pass_int,0,,,,,
player,201812220oti,oti,TaylTa00,pass_sacked,0,,,,,
player,201812220oti,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,TaylTa00,pass_long,0,,,,,
player,201812220oti,oti,TaylTa00,pass_rating,,,,,,
player,201812220oti,oti,TaylTa00,rush_att,0,,,,,
player,201812220oti,oti,TaylTa00,rush_yds,0,,,,,
player,201812220oti,oti,TaylTa00,rush_td,0,,,,,
player,201812220oti,oti,TaylTa00,rush_long,0,,,,,
player,201812220oti,oti,TaylTa00,targets,3,,,,,
player,201812220oti,oti,TaylTa00,rec,3,,,,,
player,201812220oti,oti,TaylTa00,rec_yds,64,,,,,
player,201812220oti,oti,TaylTa00,rec_td,0,,,,,
player,201812220oti,oti,TaylTa00,rec_long,35,,,,,
player,201812220oti,oti,TaylTa00,fumbles,0,,,,,
player,201812220oti,oti,TaylTa00,fumbles_lost,0,,,,,
player,201812220oti,oti,PruiMy00,pass_cmp,0,,,,,
player,201812220oti,oti,PruiMy00,pass_att,0,,,,,
player,201812220oti,oti,PruiMy00,pass_yds,0,,,,,
player,201812220oti,oti,PruiMy00,pass_td,0,,,,,
player,201812220oti,oti,PruiMy00,pass_int,0,,,,,
player,201812220oti,oti,PruiMy00,pass_sacked,0,,,,,
player,201812220oti,oti,PruiMy00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,PruiMy00,pass_long,0,,,,,
player,201812220oti,oti,PruiMy00,pass_rating,,,,,,
player,201812220oti,oti,PruiMy00,rush_att,0,,,,,
player,201812220oti,oti,PruiMy00,rush_yds,0,,,,,
player,201812220oti,oti,PruiMy00,rush_td,0,,,,,
player,201812220oti,oti,PruiMy00,rush_long,0,,,,,
player,201812220oti,oti,PruiMy00,targets,3,,,,,
player,201812220oti,oti,PruiMy00,rec,2,,,,,
player,201812220oti,oti,PruiMy00,rec_yds,29,,,,,
player,201812220oti,oti,PruiMy00,rec_td,1,,,,,
player,201812220oti,oti,PruiMy00,rec_long,27,,,,,
player,201812220oti,oti,PruiMy00,fumbles,0,,,,,
player,201812220oti,oti,PruiMy00,fumbles_lost,0,,,,,
player,201812220oti,oti,FirkAn00,pass_cmp,0,,,,,
player,201812220oti,oti,FirkAn00,pass_att,0,,,,,
player,201812220oti,oti,FirkAn00,pass_yds,0,,,,,
player,201812220oti,oti,FirkAn00,pass_td,0,,,,,
player,201812220oti,oti,FirkAn00,pass_int,0,,,,,
player,201812220oti,oti,FirkAn00,pass_sacked,0,,,,,
player,201812220oti,oti,FirkAn00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,FirkAn00,pass_long,0,,,,,
player,201812220oti,oti,FirkAn00,pass_rating,,,,,,
player,201812220oti,oti,FirkAn00,rush_att,0,,,,,
player,201812220oti,oti,FirkAn00,rush_yds,0,,,,,
player,201812220oti,oti,FirkAn00,rush_td,0,,,,,
player,201812220oti,oti,FirkAn00,rush_long,0,,,,,
player,201812220oti,oti,FirkAn00,targets,3,,,,,
player,201812220oti,oti,FirkAn00,rec,2,,,,,
player,201812220oti,oti,FirkAn00,rec_yds,16,,,,,
player,201812220oti,oti,FirkAn00,rec_td,0,,,,,
player,201812220oti,oti,FirkAn00,rec_long,12,,,,,
player,201812220oti,oti,FirkAn00,fumbles,0,,,,,
player,201812220oti,oti,FirkAn00,fumbles_lost,0,,,,,
player,201812220oti,oti,StocLu00,pass_cmp,0,,,,,
player,201812220oti,oti,StocLu00,pass_att,0,,,,,
player,201812220oti,oti,StocLu00,pass_yds,0,,,,,
player,201812220oti,oti,StocLu00,pass_td,0,,,,,
player,201812220oti,oti,StocLu00,pass_int,0,,,,,
player,201812220oti,oti,StocLu00,pass_sacked,0,,,,,
player,201812220oti,oti,StocLu00,pass_sacked_yds,0,,,,,
player,201812220oti,oti,StocLu00,pass_long,0,,,,,
player,201812220oti,oti,StocLu00,pass_rating,,,,,,
player,201812220oti,oti,StocLu00,rush_att,0,,,,,
player,201812220oti,oti,StocLu00,rush_yds,0,,,,,
player,201812220oti,oti,StocLu00,rush_td,0,,,,,
player,201812220oti,oti,StocLu00,rush_long,0,,,,,
player,201812220oti,oti,StocLu00,targets,1,,,,,
player,201812220oti,oti,StocLu00,rec,0,,,,,
player,201812220oti,oti,StocLu00,rec_yds,0,,,,,
player,201812220oti,oti,StocLu00,rec_td,0,,,,,
player,201812220oti,oti,StocLu00,rec_long,0,,,,,
player,201812220oti,oti,StocLu00,fumbles,0,,,,,
player,201812220oti,oti,StocLu00,fumbles_lost,0,,,,,
player,201812220oti,was,FostMa00,def_int,0,,,,,
player,201812220oti,was,FostMa00,def_int_yds,0,,,,,
player,201812220oti,was,FostMa00,def_int_td,0,,,,,
player,201812220oti,was,FostMa00,def_int_long,0,,,,,
player,201812220oti,was,FostMa00,pass_defended,1,,,,,
player,201812220oti,was,FostMa00,sacks,1.0,,,,,
player,201812220oti,was,FostMa00,tackles_combined,9,,,,,
player,201812220oti,was,FostMa00,tackles_solo,4,,,,,
player,201812220oti,was,FostMa00,tackles_assists,5,,,,,
player,201812220oti,was,FostMa00,tackles_loss,1,,,,,
player,201812220oti,was,FostMa00,qb_hits,1,,,,,
player,201812220oti,was,FostMa00,fumbles_rec,0,,,,,
player,201812220oti,was,FostMa00,fumbles_rec_yds,0,,,,,
player,201812220oti,was,FostMa00,fumbles_rec_td,0,,,,,
player,201812220oti,was,FostMa00,fumbles_forced,0,,,,,
player,201812220oti,was,AlleJo01,def_int,0,,,,,
player,201812220oti,was,AlleJo01,def_int_yds,0,,,,,
player,201812220oti,was,AlleJo01,def_int_td,0,,,,,
player,201812220oti,was,AlleJo01,def_int_long,0,,,,,
player,201812220oti,was,AlleJo01,pass_defended,0,,,,,
player,201812220oti,was,AlleJo01,sacks,1.0,,,,,
player,201812220oti,was,AlleJo01,tackles_combined,4,,,,,
player,201812220oti,was,AlleJo01,tackles_solo,3,,,,,
player,201812220oti,was,AlleJo01,tackles_assists,1,,,,,
player,201812220oti,was,AlleJo01,tackles_loss,1,,,,,
player,201812220oti,was,AlleJo01,qb_hits,1,,,,,
player,201812220oti,was,AlleJo01,fumbles_rec,0,,,,,
player,201812220oti,was,AlleJo01,fumbles_rec_yds,0,,,,,
player,201812220oti,was,AlleJo01,fumbles_rec_td,0,,,,,
player,201812220oti,was,AlleJo01,fumbles_forced,0,,,,,
player,201812220oti,was,KerrRy00,def_int,0,,,,,
player,201812220oti,was,KerrRy00,def_int_yds,0,,,,,
player,201812220oti,was,KerrRy00,def_int_td,0,,,,,
player,201812220oti,was,KerrRy00,def_int_long,0,,,,,
player,201812220oti,was,KerrRy00,pass_defended,0,,,,,
player,201812220oti,was,KerrRy00,sacks,1.0,,,,,
player,201812220oti,was,KerrRy00,tackles_combined,1,,,,,
player,201812220oti,was,KerrRy00,tackles_solo,1,,,,,
player,201812220oti,was,KerrRy00,tackles_assists,0,,,,,
player,201812220oti,was,KerrRy00,tackles_loss,1,,,,,
player,201812220oti,was,KerrRy00,qb_hits,1,,,,,
player,201812220oti,was,KerrRy00,fumbles_rec,0,,,,,
player,201812220oti,was,KerrRy00,fumbles_rec_yds,0,,,,,
player,201812220oti,was,KerrRy00,fumbles_rec_td,0,,,,,
player,201812220oti,was,KerrRy00,fumbles_forced,0,,,,,
player,201812220oti,was,ClinHa00,def_int,0,,,,,
player,201812220oti,was,ClinHa00,def_int_yds,0,,,,,
player,201812220oti,was,ClinHa00,def_int_td,0,,,,,
player,201812220oti,was,ClinHa00,def_int_long,0,,,,,
player,201812220oti,was,ClinHa00,pass_defended,0,,,,,
player,201812220oti,was,ClinHa00,sacks,0.0,,,,,
player,201812220oti,was,ClinHa00,tackles_combined,9,,,,,
player,201812220oti,was,ClinHa00,tackles_solo,8,,,,,
player,201812220oti,was,ClinHa00,tackles_assists,1,,,,,
player,201812220oti,was,ClinHa00,tackles_loss,0,,,,,
player,201812220oti,was,ClinHa00,qb_hits,0,,,,,
player,201812220oti,was,ClinHa00,fumbles_rec,0,,,,,
player,201812220oti,was,ClinHa00,fumbles_rec_yds,0,,,,,
player,201812220oti,was,ClinHa00,fumbles_rec_td,0,,,,,
player,201812220oti,was,ClinHa00,fumbles_forced,0,,,,,
player,201812220oti,was,NormJo01,def_int,0,,,,,
player,201812220oti,was,NormJo01,def_int_yds,0,,,,,
player,201812220oti,was,NormJo01,def_int_td,0,,,,,
player,201812220oti,was,NormJo01,def_int_long,0,,,,,
player,201812220oti,was,NormJo01,pass_defended,0,,,,,
player,201812220oti,was,NormJo01,sacks,0.0,,,,,
player,201812220oti,was,NormJo01,tackles_combined,5,,,,,
player,201812220oti,was,NormJo01,tackles_solo,4,,,,,
player,201812220oti,was,NormJo01,tackles_assists,1,,,,,
player,201812220oti,was,NormJo01,tackles_loss,0,,,,,
player,201812220oti,was,NormJo01,qb_hits,0,,,,,
player,201812220oti,was,NormJo01,fumbles_rec,0,,,,,
player,201812220oti,was,NormJo01,fumbles_rec_yds,0,,,,,
player,201812220oti,was,NormJo01,fumbles_rec_td,0,,,,,
player,201812220oti,was,NormJo01,fumbles_forced,0,,,,,
player,201812220oti,was,StroGr00,def_int,0,,,,,
player,201812220oti,was,StroGr00,def_int_yds,0,,,,,
player,201812220oti,was,StroGr00,def_int_td,0,,,,,
