game,2018,2,20180916,201809160sfo,det,"Detroit Lions",27,sfo,"San Francisco 49ers",30
team,201809160sfo,det,First Downs,25,,,,,,
team,201809160sfo,sfo,First Downs,23,,,,,,
team,201809160sfo,det,Rush-Yds-TDs,18-98-0,,,,,,
team,201809160sfo,sfo,Rush-Yds-TDs,28-190-1,,,,,,
team,201809160sfo,det,Cmp-Att-Yd-TD-INT,34-53-347-3-0,,,,,,
team,201809160sfo,sfo,Cmp-Att-Yd-TD-INT,18-26-206-2-0,,,,,,
team,201809160sfo,det,Sacked-Yards,2-18,,,,,,
team,201809160sfo,sfo,Sacked-Yards,6-50,,,,,,
team,201809160sfo,det,Net Pass Yards,329,,,,,,
team,201809160sfo,sfo,Net Pass Yards,156,,,,,,
team,201809160sfo,det,Total Yards,427,,,,,,
team,201809160sfo,sfo,Total Yards,346,,,,,,
team,201809160sfo,det,Fumbles-Lost,1-1,,,,,,
team,201809160sfo,sfo,Fumbles-Lost,1-0,,,,,,
team,201809160sfo,det,Turnovers,1,,,,,,
team,201809160sfo,sfo,Turnovers,0,,,,,,
team,201809160sfo,det,Penalties-Yards,10-105,,,,,,
team,201809160sfo,sfo,Penalties-Yards,9-86,,,,,,
team,201809160sfo,det,Third Down Conv.,7-16,,,,,,
team,201809160sfo,sfo,Third Down Conv.,3-11,,,,,,
team,201809160sfo,det,Fourth Down Conv.,0-1,,,,,,
team,201809160sfo,sfo,Fourth Down Conv.,0-0,,,,,,
team,201809160sfo,det,Time of Possession,30:26,,,,,,
team,201809160sfo,sfo,Time of Possession,29:34,,,,,,
player,201809160sfo,det,StafMa00,pass_cmp,34,,,,,
player,201809160sfo,det,StafMa00,pass_att,53,,,,,
player,201809160sfo,det,StafMa00,pass_yds,347,,,,,
player,201809160sfo,det,StafMa00,pass_td,3,,,,,
player,201809160sfo,det,StafMa00,pass_int,0,,,,,
player,201809160sfo,det,StafMa00,pass_sacked,2,,,,,
player,201809160sfo,det,StafMa00,pass_sacked_yds,18,,,,,
player,201809160sfo,det,StafMa00,pass_long,67,,,,,
player,201809160sfo,det,StafMa00,pass_rating,101.7,,,,,
player,201809160sfo,det,StafMa00,rush_att,1,,,,,
player,201809160sfo,det,StafMa00,rush_yds,8,,,,,
player,201809160sfo,det,StafMa00,rush_td,0,,,,,
player,201809160sfo,det,StafMa00,rush_long,8,,,,,
player,201809160sfo,det,StafMa00,targets,0,,,,,
player,201809160sfo,det,StafMa00,rec,0,,,,,
player,201809160sfo,det,StafMa00,rec_yds,0,,,,,
player,201809160sfo,det,StafMa00,rec_td,0,,,,,
player,201809160sfo,det,StafMa00,rec_long,0,,,,,
player,201809160sfo,det,StafMa00,fumbles,1,,,,,
player,201809160sfo,det,StafMa00,fumbles_lost,1,,,,,
player,201809160sfo,det,JohnKe06,pass_cmp,0,,,,,
player,201809160sfo,det,JohnKe06,pass_att,0,,,,,
player,201809160sfo,det,JohnKe06,pass_yds,0,,,,,
player,201809160sfo,det,JohnKe06,pass_td,0,,,,,
player,201809160sfo,det,JohnKe06,pass_int,0,,,,,
player,201809160sfo,det,JohnKe06,pass_sacked,0,,,,,
player,201809160sfo,det,JohnKe06,pass_sacked_yds,0,,,,,
player,201809160sfo,det,JohnKe06,pass_long,0,,,,,
player,201809160sfo,det,JohnKe06,pass_rating,,,,,,
player,201809160sfo,det,JohnKe06,rush_att,8,,,,,
player,201809160sfo,det,JohnKe06,rush_yds,43,,,,,
player,201809160sfo,det,JohnKe06,rush_td,0,,,,,
player,201809160sfo,det,JohnKe06,rush_long,21,,,,,
player,201809160sfo,det,JohnKe06,targets,6,,,,,
player,201809160sfo,det,JohnKe06,rec,5,,,,,
player,201809160sfo,det,JohnKe06,rec_yds,23,,,,,
player,201809160sfo,det,JohnKe06,rec_td,0,,,,,
player,201809160sfo,det,JohnKe06,rec_long,8,,,,,
player,201809160sfo,det,JohnKe06,fumbles,0,,,,,
player,201809160sfo,det,JohnKe06,fumbles_lost,0,,,,,
player,201809160sfo,det,BlouLe00,pass_cmp,0,,,,,
player,201809160sfo,det,BlouLe00,pass_att,0,,,,,
player,201809160sfo,det,BlouLe00,pass_yds,0,,,,,
player,201809160sfo,det,BlouLe00,pass_td,0,,,,,
player,201809160sfo,det,BlouLe00,pass_int,0,,,,,
player,201809160sfo,det,BlouLe00,pass_sacked,0,,,,,
player,201809160sfo,det,BlouLe00,pass_sacked_yds,0,,,,,
player,201809160sfo,det,BlouLe00,pass_long,0,,,,,
player,201809160sfo,det,BlouLe00,pass_rating,,,,,,
player,201809160sfo,det,BlouLe00,rush_att,8,,,,,
player,201809160sfo,det,BlouLe00,rush_yds,38,,,,,
player,201809160sfo,det,BlouLe00,rush_td,0,,,,,
player,201809160sfo,det,BlouLe00,rush_long,13,,,,,
player,201809160sfo,det,BlouLe00,targets,1,,,,,
player,201809160sfo,det,BlouLe00,rec,1,,,,,
player,201809160sfo,det,BlouLe00,rec_yds,-3,,,,,
player,201809160sfo,det,BlouLe00,rec_td,0,,,,,
player,201809160sfo,det,BlouLe00,rec_long,-3,,,,,
player,201809160sfo,det,BlouLe00,fumbles,0,,,,,
player,201809160sfo,det,BlouLe00,fumbles_lost,0,,,,,
player,201809160sfo,det,TateGo00,pass_cmp,0,,,,,
player,201809160sfo,det,TateGo00,pass_att,0,,,,,
player,201809160sfo,det,TateGo00,pass_yds,0,,,,,
player,201809160sfo,det,TateGo00,pass_td,0,,,,,
player,201809160sfo,det,TateGo00,pass_int,0,,,,,
player,201809160sfo,det,TateGo00,pass_sacked,0,,,,,
player,201809160sfo,det,TateGo00,pass_sacked_yds,0,,,,,
player,201809160sfo,det,TateGo00,pass_long,0,,,,,
player,201809160sfo,det,TateGo00,pass_rating,,,,,,
player,201809160sfo,det,TateGo00,rush_att,1,,,,,
player,201809160sfo,det,TateGo00,rush_yds,9,,,,,
player,201809160sfo,det,TateGo00,rush_td,0,,,,,
player,201809160sfo,det,TateGo00,rush_long,9,,,,,
player,201809160sfo,det,TateGo00,targets,13,,,,,
player,201809160sfo,det,TateGo00,rec,7,,,,,
player,201809160sfo,det,TateGo00,rec_yds,109,,,,,
player,201809160sfo,det,TateGo00,rec_td,0,,,,,
player,201809160sfo,det,TateGo00,rec_long,67,,,,,
player,201809160sfo,det,TateGo00,fumbles,0,,,,,
player,201809160sfo,det,TateGo00,fumbles_lost,0,,,,,
player,201809160sfo,det,GollKe00,pass_cmp,0,,,,,
player,201809160sfo,det,GollKe00,pass_att,0,,,,,
player,201809160sfo,det,GollKe00,pass_yds,0,,,,,
player,201809160sfo,det,GollKe00,pass_td,0,,,,,
player,201809160sfo,det,GollKe00,pass_int,0,,,,,
player,201809160sfo,det,GollKe00,pass_sacked,0,,,,,
player,201809160sfo,det,GollKe00,pass_sacked_yds,0,,,,,
player,201809160sfo,det,GollKe00,pass_long,0,,,,,
player,201809160sfo,det,GollKe00,pass_rating,,,,,,
player,201809160sfo,det,GollKe00,rush_att,0,,,,,
player,201809160sfo,det,GollKe00,rush_yds,0,,,,,
player,201809160sfo,det,GollKe00,rush_td,0,,,,,
player,201809160sfo,det,GollKe00,rush_long,0,,,,,
player,201809160sfo,det,GollKe00,targets,9,,,,,
player,201809160sfo,det,GollKe00,rec,6,,,,,
player,201809160sfo,det,GollKe00,rec_yds,89,,,,,
player,201809160sfo,det,GollKe00,rec_td,1,,,,,
player,201809160sfo,det,GollKe00,rec_long,30,,,,,
player,201809160sfo,det,GollKe00,fumbles,0,,,,,
player,201809160sfo,det,GollKe00,fumbles_lost,0,,,,,
player,201809160sfo,det,JoneMa02,pass_cmp,0,,,,,
player,201809160sfo,det,JoneMa02,pass_att,0,,,,,
player,201809160sfo,det,JoneMa02,pass_yds,0,,,,,
player,201809160sfo,det,JoneMa02,pass_td,0,,,,,
player,201809160sfo,det,JoneMa02,pass_int,0,,,,,
player,201809160sfo,det,JoneMa02,pass_sacked,0,,,,,
