game,2018,11,20181119,201811190ram,kan,"Kansas City Chiefs",51,ram,"Los Angeles Rams",54
player,201811190ram,kan,HitcAn00,tackles_solo,4,,,,,
player,201811190ram,kan,HitcAn00,tackles_assists,2,,,,,
player,201811190ram,kan,HitcAn00,tackles_loss,0,,,,,
player,201811190ram,kan,HitcAn00,qb_hits,0,,,,,
player,201811190ram,kan,HitcAn00,fumbles_rec,0,,,,,
player,201811190ram,kan,HitcAn00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,HitcAn00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,HitcAn00,fumbles_forced,1,,,,,
player,201811190ram,kan,NelsSt01,def_int,0,,,,,
player,201811190ram,kan,NelsSt01,def_int_yds,0,,,,,
player,201811190ram,kan,NelsSt01,def_int_td,0,,,,,
player,201811190ram,kan,NelsSt01,def_int_long,0,,,,,
player,201811190ram,kan,NelsSt01,pass_defended,1,,,,,
player,201811190ram,kan,NelsSt01,sacks,0.0,,,,,
player,201811190ram,kan,NelsSt01,tackles_combined,6,,,,,
player,201811190ram,kan,NelsSt01,tackles_solo,5,,,,,
player,201811190ram,kan,NelsSt01,tackles_assists,1,,,,,
player,201811190ram,kan,NelsSt01,tackles_loss,0,,,,,
player,201811190ram,kan,NelsSt01,qb_hits,0,,,,,
player,201811190ram,kan,NelsSt01,fumbles_rec,0,,,,,
player,201811190ram,kan,NelsSt01,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,NelsSt01,fumbles_rec_td,0,,,,,
player,201811190ram,kan,NelsSt01,fumbles_forced,0,,,,,
player,201811190ram,kan,MurrEr00,def_int,0,,,,,
player,201811190ram,kan,MurrEr00,def_int_yds,0,,,,,
player,201811190ram,kan,MurrEr00,def_int_td,0,,,,,
player,201811190ram,kan,MurrEr00,def_int_long,0,,,,,
player,201811190ram,kan,MurrEr00,pass_defended,0,,,,,
player,201811190ram,kan,MurrEr00,sacks,0.0,,,,,
player,201811190ram,kan,MurrEr00,tackles_combined,5,,,,,
player,201811190ram,kan,MurrEr00,tackles_solo,5,,,,,
player,201811190ram,kan,MurrEr00,tackles_assists,0,,,,,
player,201811190ram,kan,MurrEr00,tackles_loss,0,,,,,
player,201811190ram,kan,MurrEr00,qb_hits,0,,,,,
player,201811190ram,kan,MurrEr00,fumbles_rec,0,,,,,
player,201811190ram,kan,MurrEr00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,MurrEr00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,MurrEr00,fumbles_forced,0,,,,,
player,201811190ram,kan,ODanDo00,def_int,0,,,,,
player,201811190ram,kan,ODanDo00,def_int_yds,0,,,,,
player,201811190ram,kan,ODanDo00,def_int_td,0,,,,,
player,201811190ram,kan,ODanDo00,def_int_long,0,,,,,
player,201811190ram,kan,ODanDo00,pass_defended,0,,,,,
player,201811190ram,kan,ODanDo00,sacks,0.0,,,,,
player,201811190ram,kan,ODanDo00,tackles_combined,4,,,,,
player,201811190ram,kan,ODanDo00,tackles_solo,3,,,,,
player,201811190ram,kan,ODanDo00,tackles_assists,1,,,,,
player,201811190ram,kan,ODanDo00,tackles_loss,0,,,,,
player,201811190ram,kan,ODanDo00,qb_hits,0,,,,,
player,201811190ram,kan,ODanDo00,fumbles_rec,0,,,,,
player,201811190ram,kan,ODanDo00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,ODanDo00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,ODanDo00,fumbles_forced,0,,,,,
player,201811190ram,kan,FullKe00,def_int,0,,,,,
player,201811190ram,kan,FullKe00,def_int_yds,0,,,,,
player,201811190ram,kan,FullKe00,def_int_td,0,,,,,
player,201811190ram,kan,FullKe00,def_int_long,0,,,,,
player,201811190ram,kan,FullKe00,pass_defended,1,,,,,
player,201811190ram,kan,FullKe00,sacks,0.0,,,,,
player,201811190ram,kan,FullKe00,tackles_combined,3,,,,,
player,201811190ram,kan,FullKe00,tackles_solo,3,,,,,
player,201811190ram,kan,FullKe00,tackles_assists,0,,,,,
player,201811190ram,kan,FullKe00,tackles_loss,1,,,,,
player,201811190ram,kan,FullKe00,qb_hits,0,,,,,
player,201811190ram,kan,FullKe00,fumbles_rec,0,,,,,
player,201811190ram,kan,FullKe00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,FullKe00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,FullKe00,fumbles_forced,0,,,,,
player,201811190ram,kan,FordDe00,def_int,0,,,,,
player,201811190ram,kan,FordDe00,def_int_yds,0,,,,,
player,201811190ram,kan,FordDe00,def_int_td,0,,,,,
player,201811190ram,kan,FordDe00,def_int_long,0,,,,,
player,201811190ram,kan,FordDe00,pass_defended,0,,,,,
player,201811190ram,kan,FordDe00,sacks,0.0,,,,,
player,201811190ram,kan,FordDe00,tackles_combined,2,,,,,
player,201811190ram,kan,FordDe00,tackles_solo,2,,,,,
player,201811190ram,kan,FordDe00,tackles_assists,0,,,,,
player,201811190ram,kan,FordDe00,tackles_loss,0,,,,,
player,201811190ram,kan,FordDe00,qb_hits,1,,,,,
player,201811190ram,kan,FordDe00,fumbles_rec,0,,,,,
player,201811190ram,kan,FordDe00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,FordDe00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,FordDe00,fumbles_forced,1,,,,,
player,201811190ram,kan,KempMa00,def_int,0,,,,,
player,201811190ram,kan,KempMa00,def_int_yds,0,,,,,
player,201811190ram,kan,KempMa00,def_int_td,0,,,,,
player,201811190ram,kan,KempMa00,def_int_long,0,,,,,
player,201811190ram,kan,KempMa00,pass_defended,0,,,,,
player,201811190ram,kan,KempMa00,sacks,0.0,,,,,
player,201811190ram,kan,KempMa00,tackles_combined,2,,,,,
player,201811190ram,kan,KempMa00,tackles_solo,2,,,,,
player,201811190ram,kan,KempMa00,tackles_assists,0,,,,,
player,201811190ram,kan,KempMa00,tackles_loss,0,,,,,
player,201811190ram,kan,KempMa00,qb_hits,0,,,,,
player,201811190ram,kan,KempMa00,fumbles_rec,0,,,,,
player,201811190ram,kan,KempMa00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,KempMa00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,KempMa00,fumbles_forced,0,,,,,
player,201811190ram,kan,ScanOr99,def_int,0,,,,,
player,201811190ram,kan,ScanOr99,def_int_yds,0,,,,,
player,201811190ram,kan,ScanOr99,def_int_td,0,,,,,
player,201811190ram,kan,ScanOr99,def_int_long,0,,,,,
player,201811190ram,kan,ScanOr99,pass_defended,1,,,,,
player,201811190ram,kan,ScanOr99,sacks,0.0,,,,,
player,201811190ram,kan,ScanOr99,tackles_combined,2,,,,,
player,201811190ram,kan,ScanOr99,tackles_solo,2,,,,,
player,201811190ram,kan,ScanOr99,tackles_assists,0,,,,,
player,201811190ram,kan,ScanOr99,tackles_loss,0,,,,,
player,201811190ram,kan,ScanOr99,qb_hits,0,,,,,
player,201811190ram,kan,ScanOr99,fumbles_rec,0,,,,,
player,201811190ram,kan,ScanOr99,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,ScanOr99,fumbles_rec_td,0,,,,,
player,201811190ram,kan,ScanOr99,fumbles_forced,0,,,,,
player,201811190ram,kan,SoreDa01,def_int,0,,,,,
player,201811190ram,kan,SoreDa01,def_int_yds,0,,,,,
player,201811190ram,kan,SoreDa01,def_int_td,0,,,,,
player,201811190ram,kan,SoreDa01,def_int_long,0,,,,,
player,201811190ram,kan,SoreDa01,pass_defended,0,,,,,
player,201811190ram,kan,SoreDa01,sacks,0.0,,,,,
player,201811190ram,kan,SoreDa01,tackles_combined,2,,,,,
player,201811190ram,kan,SoreDa01,tackles_solo,2,,,,,
player,201811190ram,kan,SoreDa01,tackles_assists,0,,,,,
player,201811190ram,kan,SoreDa01,tackles_loss,0,,,,,
player,201811190ram,kan,SoreDa01,qb_hits,0,,,,,
player,201811190ram,kan,SoreDa01,fumbles_rec,0,,,,,
player,201811190ram,kan,SoreDa01,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,SoreDa01,fumbles_rec_td,0,,,,,
player,201811190ram,kan,SoreDa01,fumbles_forced,0,,,,,
player,201811190ram,kan,WardCh01,def_int,0,,,,,
player,201811190ram,kan,WardCh01,def_int_yds,0,,,,,
player,201811190ram,kan,WardCh01,def_int_td,0,,,,,
player,201811190ram,kan,WardCh01,def_int_long,0,,,,,
player,201811190ram,kan,WardCh01,pass_defended,0,,,,,
player,201811190ram,kan,WardCh01,sacks,0.0,,,,,
player,201811190ram,kan,WardCh01,tackles_combined,2,,,,,
player,201811190ram,kan,WardCh01,tackles_solo,1,,,,,
player,201811190ram,kan,WardCh01,tackles_assists,1,,,,,
player,201811190ram,kan,WardCh01,tackles_loss,0,,,,,
player,201811190ram,kan,WardCh01,qb_hits,0,,,,,
player,201811190ram,kan,WardCh01,fumbles_rec,0,,,,,
player,201811190ram,kan,WardCh01,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,WardCh01,fumbles_rec_td,0,,,,,
player,201811190ram,kan,WardCh01,fumbles_forced,0,,,,,
player,201811190ram,kan,NiemBe00,def_int,0,,,,,
player,201811190ram,kan,NiemBe00,def_int_yds,0,,,,,
player,201811190ram,kan,NiemBe00,def_int_td,0,,,,,
player,201811190ram,kan,NiemBe00,def_int_long,0,,,,,
player,201811190ram,kan,NiemBe00,pass_defended,0,,,,,
player,201811190ram,kan,NiemBe00,sacks,0.0,,,,,
player,201811190ram,kan,NiemBe00,tackles_combined,1,,,,,
player,201811190ram,kan,NiemBe00,tackles_solo,1,,,,,
player,201811190ram,kan,NiemBe00,tackles_assists,0,,,,,
player,201811190ram,kan,NiemBe00,tackles_loss,0,,,,,
player,201811190ram,kan,NiemBe00,qb_hits,0,,,,,
player,201811190ram,kan,NiemBe00,fumbles_rec,0,,,,,
player,201811190ram,kan,NiemBe00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,NiemBe00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,NiemBe00,fumbles_forced,0,,,,,
player,201811190ram,kan,RobiDe01,def_int,0,,,,,
player,201811190ram,kan,RobiDe01,def_int_yds,0,,,,,
player,201811190ram,kan,RobiDe01,def_int_td,0,,,,,
player,201811190ram,kan,RobiDe01,def_int_long,0,,,,,
player,201811190ram,kan,RobiDe01,pass_defended,0,,,,,
player,201811190ram,kan,RobiDe01,sacks,0.0,,,,,
player,201811190ram,kan,RobiDe01,tackles_combined,1,,,,,
player,201811190ram,kan,RobiDe01,tackles_solo,1,,,,,
player,201811190ram,kan,RobiDe01,tackles_assists,0,,,,,
player,201811190ram,kan,RobiDe01,tackles_loss,0,,,,,
player,201811190ram,kan,RobiDe01,qb_hits,0,,,,,
player,201811190ram,kan,RobiDe01,fumbles_rec,0,,,,,
player,201811190ram,kan,RobiDe01,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,RobiDe01,fumbles_rec_td,0,,,,,
player,201811190ram,kan,RobiDe01,fumbles_forced,0,,,,,
player,201811190ram,kan,SpeaBr00,def_int,0,,,,,
player,201811190ram,kan,SpeaBr00,def_int_yds,0,,,,,
player,201811190ram,kan,SpeaBr00,def_int_td,0,,,,,
player,201811190ram,kan,SpeaBr00,def_int_long,0,,,,,
player,201811190ram,kan,SpeaBr00,pass_defended,0,,,,,
player,201811190ram,kan,SpeaBr00,sacks,0.0,,,,,
player,201811190ram,kan,SpeaBr00,tackles_combined,1,,,,,
player,201811190ram,kan,SpeaBr00,tackles_solo,1,,,,,
player,201811190ram,kan,SpeaBr00,tackles_assists,0,,,,,
player,201811190ram,kan,SpeaBr00,tackles_loss,0,,,,,
player,201811190ram,kan,SpeaBr00,qb_hits,0,,,,,
player,201811190ram,kan,SpeaBr00,fumbles_rec,0,,,,,
player,201811190ram,kan,SpeaBr00,fumbles_rec_yds,0,,,,,
player,201811190ram,kan,SpeaBr00,fumbles_rec_td,0,,,,,
player,201811190ram,kan,SpeaBr00,fumbles_forced,0,,,,,
player,201811190ram,ram,EbukSa00,def_int,1,,,,,
player,201811190ram,ram,EbukSa00,def_int_yds,25,,,,,
player,201811190ram,ram,EbukSa00,def_int_td,1,,,,,
player,201811190ram,ram,EbukSa00,def_int_long,25,,,,,
player,201811190ram,ram,EbukSa00,pass_defended,1,,,,,
player,201811190ram,ram,EbukSa00,sacks,1.0,,,,,
player,201811190ram,ram,EbukSa00,tackles_combined,3,,,,,
player,201811190ram,ram,EbukSa00,tackles_solo,2,,,,,
player,201811190ram,ram,EbukSa00,tackles_assists,1,,,,,
player,201811190ram,ram,EbukSa00,tackles_loss,1,,,,,
player,201811190ram,ram,EbukSa00,qb_hits,2,,,,,
player,201811190ram,ram,EbukSa00,fumbles_rec,1,,,,,
player,201811190ram,ram,EbukSa00,fumbles_rec_yds,11,,,,,
player,201811190ram,ram,EbukSa00,fumbles_rec_td,1,,,,,
player,201811190ram,ram,EbukSa00,fumbles_forced,0,,,,,
player,201811190ram,ram,JoynLa00,def_int,1,,,,,
player,201811190ram,ram,JoynLa00,def_int_yds,5,,,,,
player,201811190ram,ram,JoynLa00,def_int_td,0,,,,,
player,201811190ram,ram,JoynLa00,def_int_long,5,,,,,
player,201811190ram,ram,JoynLa00,pass_defended,2,,,,,
player,201811190ram,ram,JoynLa00,sacks,0.0,,,,,
player,201811190ram,ram,JoynLa00,tackles_combined,7,,,,,
player,201811190ram,ram,JoynLa00,tackles_solo,5,,,,,
player,201811190ram,ram,JoynLa00,tackles_assists,2,,,,,
player,201811190ram,ram,JoynLa00,tackles_loss,0,,,,,
player,201811190ram,ram,JoynLa00,qb_hits,0,,,,,
player,201811190ram,ram,JoynLa00,fumbles_rec,0,,,,,
player,201811190ram,ram,JoynLa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,JoynLa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,JoynLa00,fumbles_forced,0,,,,,
player,201811190ram,ram,PeteMa00,def_int,1,,,,,
player,201811190ram,ram,PeteMa00,def_int_yds,9,,,,,
player,201811190ram,ram,PeteMa00,def_int_td,0,,,,,
player,201811190ram,ram,PeteMa00,def_int_long,9,,,,,
player,201811190ram,ram,PeteMa00,pass_defended,1,,,,,
player,201811190ram,ram,PeteMa00,sacks,0.0,,,,,
player,201811190ram,ram,PeteMa00,tackles_combined,1,,,,,
player,201811190ram,ram,PeteMa00,tackles_solo,1,,,,,
player,201811190ram,ram,PeteMa00,tackles_assists,0,,,,,
player,201811190ram,ram,PeteMa00,tackles_loss,0,,,,,
player,201811190ram,ram,PeteMa00,qb_hits,0,,,,,
player,201811190ram,ram,PeteMa00,fumbles_rec,0,,,,,
player,201811190ram,ram,PeteMa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,PeteMa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,PeteMa00,fumbles_forced,0,,,,,
player,201811190ram,ram,DonaAa00,def_int,0,,,,,
player,201811190ram,ram,DonaAa00,def_int_yds,0,,,,,
player,201811190ram,ram,DonaAa00,def_int_td,0,,,,,
player,201811190ram,ram,DonaAa00,def_int_long,0,,,,,
player,201811190ram,ram,DonaAa00,pass_defended,0,,,,,
player,201811190ram,ram,DonaAa00,sacks,2.0,,,,,
player,201811190ram,ram,DonaAa00,tackles_combined,4,,,,,
player,201811190ram,ram,DonaAa00,tackles_solo,2,,,,,
player,201811190ram,ram,DonaAa00,tackles_assists,2,,,,,
player,201811190ram,ram,DonaAa00,tackles_loss,0,,,,,
player,201811190ram,ram,DonaAa00,qb_hits,2,,,,,
player,201811190ram,ram,DonaAa00,fumbles_rec,0,,,,,
player,201811190ram,ram,DonaAa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,DonaAa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,DonaAa00,fumbles_forced,2,,,,,
player,201811190ram,ram,JohnJo10,def_int,0,,,,,
player,201811190ram,ram,JohnJo10,def_int_yds,0,,,,,
player,201811190ram,ram,JohnJo10,def_int_td,0,,,,,
player,201811190ram,ram,JohnJo10,def_int_long,0,,,,,
player,201811190ram,ram,JohnJo10,pass_defended,0,,,,,
player,201811190ram,ram,JohnJo10,sacks,0.0,,,,,
player,201811190ram,ram,JohnJo10,tackles_combined,11,,,,,
player,201811190ram,ram,JohnJo10,tackles_solo,9,,,,,
player,201811190ram,ram,JohnJo10,tackles_assists,2,,,,,
player,201811190ram,ram,JohnJo10,tackles_loss,1,,,,,
player,201811190ram,ram,JohnJo10,qb_hits,0,,,,,
player,201811190ram,ram,JohnJo10,fumbles_rec,0,,,,,
player,201811190ram,ram,JohnJo10,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,JohnJo10,fumbles_rec_td,0,,,,,
player,201811190ram,ram,JohnJo10,fumbles_forced,0,,,,,
player,201811190ram,ram,LittCo01,def_int,0,,,,,
player,201811190ram,ram,LittCo01,def_int_yds,0,,,,,
player,201811190ram,ram,LittCo01,def_int_td,0,,,,,
player,201811190ram,ram,LittCo01,def_int_long,0,,,,,
player,201811190ram,ram,LittCo01,pass_defended,0,,,,,
player,201811190ram,ram,LittCo01,sacks,0.0,,,,,
player,201811190ram,ram,LittCo01,tackles_combined,8,,,,,
player,201811190ram,ram,LittCo01,tackles_solo,7,,,,,
player,201811190ram,ram,LittCo01,tackles_assists,1,,,,,
player,201811190ram,ram,LittCo01,tackles_loss,0,,,,,
player,201811190ram,ram,LittCo01,qb_hits,0,,,,,
player,201811190ram,ram,LittCo01,fumbles_rec,0,,,,,
player,201811190ram,ram,LittCo01,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,LittCo01,fumbles_rec_td,0,,,,,
player,201811190ram,ram,LittCo01,fumbles_forced,0,,,,,
player,201811190ram,ram,BarrMa00,def_int,0,,,,,
player,201811190ram,ram,BarrMa00,def_int_yds,0,,,,,
player,201811190ram,ram,BarrMa00,def_int_td,0,,,,,
player,201811190ram,ram,BarrMa00,def_int_long,0,,,,,
player,201811190ram,ram,BarrMa00,pass_defended,0,,,,,
player,201811190ram,ram,BarrMa00,sacks,0.0,,,,,
player,201811190ram,ram,BarrMa00,tackles_combined,6,,,,,
player,201811190ram,ram,BarrMa00,tackles_solo,5,,,,,
player,201811190ram,ram,BarrMa00,tackles_assists,1,,,,,
player,201811190ram,ram,BarrMa00,tackles_loss,0,,,,,
player,201811190ram,ram,BarrMa00,qb_hits,0,,,,,
player,201811190ram,ram,BarrMa00,fumbles_rec,0,,,,,
player,201811190ram,ram,BarrMa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,BarrMa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,BarrMa00,fumbles_forced,0,,,,,
player,201811190ram,ram,ShieSa00,def_int,0,,,,,
player,201811190ram,ram,ShieSa00,def_int_yds,0,,,,,
player,201811190ram,ram,ShieSa00,def_int_td,0,,,,,
player,201811190ram,ram,ShieSa00,def_int_long,0,,,,,
player,201811190ram,ram,ShieSa00,pass_defended,0,,,,,
player,201811190ram,ram,ShieSa00,sacks,0.0,,,,,
player,201811190ram,ram,ShieSa00,tackles_combined,6,,,,,
player,201811190ram,ram,ShieSa00,tackles_solo,6,,,,,
player,201811190ram,ram,ShieSa00,tackles_assists,0,,,,,
player,201811190ram,ram,ShieSa00,tackles_loss,0,,,,,
player,201811190ram,ram,ShieSa00,qb_hits,0,,,,,
player,201811190ram,ram,ShieSa00,fumbles_rec,0,,,,,
player,201811190ram,ram,ShieSa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,ShieSa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,ShieSa00,fumbles_forced,0,,,,,
player,201811190ram,ram,HillTr01,def_int,0,,,,,
player,201811190ram,ram,HillTr01,def_int_yds,0,,,,,
player,201811190ram,ram,HillTr01,def_int_td,0,,,,,
player,201811190ram,ram,HillTr01,def_int_long,0,,,,,
player,201811190ram,ram,HillTr01,pass_defended,0,,,,,
player,201811190ram,ram,HillTr01,sacks,0.0,,,,,
player,201811190ram,ram,HillTr01,tackles_combined,4,,,,,
player,201811190ram,ram,HillTr01,tackles_solo,2,,,,,
player,201811190ram,ram,HillTr01,tackles_assists,2,,,,,
player,201811190ram,ram,HillTr01,tackles_loss,0,,,,,
player,201811190ram,ram,HillTr01,qb_hits,0,,,,,
player,201811190ram,ram,HillTr01,fumbles_rec,0,,,,,
player,201811190ram,ram,HillTr01,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,HillTr01,fumbles_rec_td,0,,,,,
player,201811190ram,ram,HillTr01,fumbles_forced,0,,,,,
player,201811190ram,ram,FowlDa00,def_int,0,,,,,
player,201811190ram,ram,FowlDa00,def_int_yds,0,,,,,
player,201811190ram,ram,FowlDa00,def_int_td,0,,,,,
player,201811190ram,ram,FowlDa00,def_int_long,0,,,,,
player,201811190ram,ram,FowlDa00,pass_defended,0,,,,,
player,201811190ram,ram,FowlDa00,sacks,0.0,,,,,
player,201811190ram,ram,FowlDa00,tackles_combined,3,,,,,
player,201811190ram,ram,FowlDa00,tackles_solo,0,,,,,
player,201811190ram,ram,FowlDa00,tackles_assists,3,,,,,
player,201811190ram,ram,FowlDa00,tackles_loss,0,,,,,
player,201811190ram,ram,FowlDa00,qb_hits,0,,,,,
player,201811190ram,ram,FowlDa00,fumbles_rec,0,,,,,
player,201811190ram,ram,FowlDa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,FowlDa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,FowlDa00,fumbles_forced,0,,,,,
player,201811190ram,ram,HageBr00,def_int,0,,,,,
player,201811190ram,ram,HageBr00,def_int_yds,0,,,,,
player,201811190ram,ram,HageBr00,def_int_td,0,,,,,
player,201811190ram,ram,HageBr00,def_int_long,0,,,,,
player,201811190ram,ram,HageBr00,pass_defended,0,,,,,
player,201811190ram,ram,HageBr00,sacks,0.0,,,,,
player,201811190ram,ram,HageBr00,tackles_combined,3,,,,,
player,201811190ram,ram,HageBr00,tackles_solo,3,,,,,
player,201811190ram,ram,HageBr00,tackles_assists,0,,,,,
player,201811190ram,ram,HageBr00,tackles_loss,0,,,,,
player,201811190ram,ram,HageBr00,qb_hits,0,,,,,
player,201811190ram,ram,HageBr00,fumbles_rec,0,,,,,
player,201811190ram,ram,HageBr00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,HageBr00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,HageBr00,fumbles_forced,0,,,,,
player,201811190ram,ram,BrocMi00,def_int,0,,,,,
player,201811190ram,ram,BrocMi00,def_int_yds,0,,,,,
player,201811190ram,ram,BrocMi00,def_int_td,0,,,,,
player,201811190ram,ram,BrocMi00,def_int_long,0,,,,,
player,201811190ram,ram,BrocMi00,pass_defended,0,,,,,
player,201811190ram,ram,BrocMi00,sacks,0.0,,,,,
player,201811190ram,ram,BrocMi00,tackles_combined,2,,,,,
player,201811190ram,ram,BrocMi00,tackles_solo,1,,,,,
player,201811190ram,ram,BrocMi00,tackles_assists,1,,,,,
player,201811190ram,ram,BrocMi00,tackles_loss,0,,,,,
player,201811190ram,ram,BrocMi00,qb_hits,0,,,,,
player,201811190ram,ram,BrocMi00,fumbles_rec,0,,,,,
player,201811190ram,ram,BrocMi00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,BrocMi00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,BrocMi00,fumbles_forced,0,,,,,
player,201811190ram,ram,ChriMa00,def_int,0,,,,,
player,201811190ram,ram,ChriMa00,def_int_yds,0,,,,,
player,201811190ram,ram,ChriMa00,def_int_td,0,,,,,
player,201811190ram,ram,ChriMa00,def_int_long,0,,,,,
player,201811190ram,ram,ChriMa00,pass_defended,0,,,,,
player,201811190ram,ram,ChriMa00,sacks,0.0,,,,,
player,201811190ram,ram,ChriMa00,tackles_combined,2,,,,,
player,201811190ram,ram,ChriMa00,tackles_solo,2,,,,,
player,201811190ram,ram,ChriMa00,tackles_assists,0,,,,,
player,201811190ram,ram,ChriMa00,tackles_loss,0,,,,,
player,201811190ram,ram,ChriMa00,qb_hits,0,,,,,
player,201811190ram,ram,ChriMa00,fumbles_rec,0,,,,,
player,201811190ram,ram,ChriMa00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,ChriMa00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,ChriMa00,fumbles_forced,0,,,,,
player,201811190ram,ram,RobeNi00,def_int,0,,,,,
player,201811190ram,ram,RobeNi00,def_int_yds,0,,,,,
player,201811190ram,ram,RobeNi00,def_int_td,0,,,,,
player,201811190ram,ram,RobeNi00,def_int_long,0,,,,,
player,201811190ram,ram,RobeNi00,pass_defended,0,,,,,
player,201811190ram,ram,RobeNi00,sacks,0.0,,,,,
player,201811190ram,ram,RobeNi00,tackles_combined,2,,,,,
player,201811190ram,ram,RobeNi00,tackles_solo,2,,,,,
player,201811190ram,ram,RobeNi00,tackles_assists,0,,,,,
player,201811190ram,ram,RobeNi00,tackles_loss,0,,,,,
player,201811190ram,ram,RobeNi00,qb_hits,0,,,,,
player,201811190ram,ram,RobeNi00,fumbles_rec,0,,,,,
player,201811190ram,ram,RobeNi00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,RobeNi00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,RobeNi00,fumbles_forced,0,,,,,
player,201811190ram,ram,WestEt00,def_int,0,,,,,
player,201811190ram,ram,WestEt00,def_int_yds,0,,,,,
player,201811190ram,ram,WestEt00,def_int_td,0,,,,,
player,201811190ram,ram,WestEt00,def_int_long,0,,,,,
player,201811190ram,ram,WestEt00,pass_defended,1,,,,,
player,201811190ram,ram,WestEt00,sacks,0.0,,,,,
player,201811190ram,ram,WestEt00,tackles_combined,2,,,,,
player,201811190ram,ram,WestEt00,tackles_solo,2,,,,,
player,201811190ram,ram,WestEt00,tackles_assists,0,,,,,
player,201811190ram,ram,WestEt00,tackles_loss,0,,,,,
player,201811190ram,ram,WestEt00,qb_hits,1,,,,,
player,201811190ram,ram,WestEt00,fumbles_rec,0,,,,,
player,201811190ram,ram,WestEt00,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,WestEt00,fumbles_rec_td,0,,,,,
player,201811190ram,ram,WestEt00,fumbles_forced,0,,,,,
player,201811190ram,ram,BrowMa03,def_int,0,,,,,
player,201811190ram,ram,BrowMa03,def_int_yds,0,,,,,
player,201811190ram,ram,BrowMa03,def_int_td,0,,,,,
player,201811190ram,ram,BrowMa03,def_int_long,0,,,,,
player,201811190ram,ram,BrowMa03,pass_defended,0,,,,,
player,201811190ram,ram,BrowMa03,sacks,0.0,,,,,
player,201811190ram,ram,BrowMa03,tackles_combined,1,,,,,
player,201811190ram,ram,BrowMa03,tackles_solo,1,,,,,
player,201811190ram,ram,BrowMa03,tackles_assists,0,,,,,
player,201811190ram,ram,BrowMa03,tackles_loss,0,,,,,
player,201811190ram,ram,BrowMa03,qb_hits,0,,,,,
player,201811190ram,ram,BrowMa03,fumbles_rec,0,,,,,
player,201811190ram,ram,BrowMa03,fumbles_rec_yds,0,,,,,
player,201811190ram,ram,BrowMa03,fumbles_rec_td,0,,,,,
player,201811190ram,ram,BrowMa03,fumbles_forced,0,,,,,
player,201811190ram,ram,CounBl00,def_int,0,,,,,
player,201811190ram,ram,CounBl00,def_int_yds,0,,,,,
player,201811190ram,ram,CounBl00,def_int_td,0,,,,,
player,201811190ram,ram,CounBl00,def_int_long,0,,,,,
player,201811190ram,ram,CounBl00,pass_defended,0,,,,,
player,201811190ram,ram,CounBl00,sacks,0.0,,,,,
player,201811190ram,ram,CounBl00,tackles_combined,1,,,,,
player,201811190ram,ram,CounBl00,tackles_solo,1,,,,,
player,201811190ram,ram,CounBl00,tackles_assists,0,,,,,
player,201811190ram,ram,CounBl00,tackles_loss,0,,,,,
