game,2018,2,20180916,201809160den,rai,"Oakland Raiders",19,den,"Denver Broncos",20
team,201809160den,rai,First Downs,21,,,,,,
team,201809160den,den,First Downs,20,,,,,,
team,201809160den,rai,Rush-Yds-TDs,27-92-1,,,,,,
team,201809160den,den,Rush-Yds-TDs,28-168-2,,,,,,
team,201809160den,rai,Cmp-Att-Yd-TD-INT,29-32-288-1-0,,,,,,
team,201809160den,den,Cmp-Att-Yd-TD-INT,19-35-222-0-1,,,,,,
team,201809160den,rai,Sacked-Yards,1-7,,,,,,
team,201809160den,den,Sacked-Yards,1-5,,,,,,
team,201809160den,rai,Net Pass Yards,281,,,,,,
team,201809160den,den,Net Pass Yards,217,,,,,,
team,201809160den,rai,Total Yards,373,,,,,,
team,201809160den,den,Total Yards,385,,,,,,
team,201809160den,rai,Fumbles-Lost,0-0,,,,,,
team,201809160den,den,Fumbles-Lost,0-0,,,,,,
team,201809160den,rai,Turnovers,0,,,,,,
team,201809160den,den,Turnovers,1,,,,,,
team,201809160den,rai,Penalties-Yards,4-30,,,,,,
team,201809160den,den,Penalties-Yards,6-35,,,,,,
team,201809160den,rai,Third Down Conv.,3-10,,,,,,
team,201809160den,den,Third Down Conv.,8-16,,,,,,
team,201809160den,rai,Fourth Down Conv.,0-1,,,,,,
team,201809160den,den,Fourth Down Conv.,1-1,,,,,,
team,201809160den,rai,Time of Possession,32:56,,,,,,
team,201809160den,den,Time of Possession,27:04,,,,,,
player,201809160den,rai,CarrDe02,pass_cmp,29,,,,,
player,201809160den,rai,CarrDe02,pass_att,32,,,,,
player,201809160den,rai,CarrDe02,pass_yds,288,,,,,
player,201809160den,rai,CarrDe02,pass_td,1,,,,,
player,201809160den,rai,CarrDe02,pass_int,0,,,,,
player,201809160den,rai,CarrDe02,pass_sacked,1,,,,,
player,201809160den,rai,CarrDe02,pass_sacked_yds,7,,,,,
player,201809160den,rai,CarrDe02,pass_long,30,,,,,
player,201809160den,rai,CarrDe02,pass_rating,114.6,,,,,
player,201809160den,rai,CarrDe02,rush_att,0,,,,,
player,201809160den,rai,CarrDe02,rush_yds,0,,,,,
player,201809160den,rai,CarrDe02,rush_td,0,,,,,
player,201809160den,rai,CarrDe02,rush_long,0,,,,,
player,201809160den,rai,CarrDe02,targets,0,,,,,
player,201809160den,rai,CarrDe02,rec,0,,,,,
player,201809160den,rai,CarrDe02,rec_yds,0,,,,,
player,201809160den,rai,CarrDe02,rec_td,0,,,,,
player,201809160den,rai,CarrDe02,rec_long,0,,,,,
player,201809160den,rai,CarrDe02,fumbles,0,,,,,
player,201809160den,rai,CarrDe02,fumbles_lost,0,,,,,
player,201809160den,rai,LyncMa00,pass_cmp,0,,,,,
player,201809160den,rai,LyncMa00,pass_att,0,,,,,
player,201809160den,rai,LyncMa00,pass_yds,0,,,,,
player,201809160den,rai,LyncMa00,pass_td,0,,,,,
player,201809160den,rai,LyncMa00,pass_int,0,,,,,
player,201809160den,rai,LyncMa00,pass_sacked,0,,,,,
player,201809160den,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201809160den,rai,LyncMa00,pass_long,0,,,,,
player,201809160den,rai,LyncMa00,pass_rating,,,,,,
player,201809160den,rai,LyncMa00,rush_att,18,,,,,
player,201809160den,rai,LyncMa00,rush_yds,65,,,,,
player,201809160den,rai,LyncMa00,rush_td,1,,,,,
player,201809160den,rai,LyncMa00,rush_long,11,,,,,
player,201809160den,rai,LyncMa00,targets,2,,,,,
player,201809160den,rai,LyncMa00,rec,2,,,,,
player,201809160den,rai,LyncMa00,rec_yds,3,,,,,
player,201809160den,rai,LyncMa00,rec_td,0,,,,,
player,201809160den,rai,LyncMa00,rec_long,7,,,,,
player,201809160den,rai,LyncMa00,fumbles,0,,,,,
player,201809160den,rai,LyncMa00,fumbles_lost,0,,,,,
player,201809160den,rai,MartDo00,pass_cmp,0,,,,,
player,201809160den,rai,MartDo00,pass_att,0,,,,,
player,201809160den,rai,MartDo00,pass_yds,0,,,,,
player,201809160den,rai,MartDo00,pass_td,0,,,,,
player,201809160den,rai,MartDo00,pass_int,0,,,,,
player,201809160den,rai,MartDo00,pass_sacked,0,,,,,
player,201809160den,rai,MartDo00,pass_sacked_yds,0,,,,,
player,201809160den,rai,MartDo00,pass_long,0,,,,,
player,201809160den,rai,MartDo00,pass_rating,,,,,,
player,201809160den,rai,MartDo00,rush_att,7,,,,,
player,201809160den,rai,MartDo00,rush_yds,24,,,,,
player,201809160den,rai,MartDo00,rush_td,0,,,,,
player,201809160den,rai,MartDo00,rush_long,6,,,,,
player,201809160den,rai,MartDo00,targets,1,,,,,
player,201809160den,rai,MartDo00,rec,1,,,,,
player,201809160den,rai,MartDo00,rec_yds,0,,,,,
player,201809160den,rai,MartDo00,rec_td,0,,,,,
player,201809160den,rai,MartDo00,rec_long,0,,,,,
player,201809160den,rai,MartDo00,fumbles,0,,,,,
player,201809160den,rai,MartDo00,fumbles_lost,0,,,,,
player,201809160den,rai,RichJa01,pass_cmp,0,,,,,
player,201809160den,rai,RichJa01,pass_att,0,,,,,
player,201809160den,rai,RichJa01,pass_yds,0,,,,,
player,201809160den,rai,RichJa01,pass_td,0,,,,,
player,201809160den,rai,RichJa01,pass_int,0,,,,,
player,201809160den,rai,RichJa01,pass_sacked,0,,,,,
player,201809160den,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201809160den,rai,RichJa01,pass_long,0,,,,,
player,201809160den,rai,RichJa01,pass_rating,,,,,,
player,201809160den,rai,RichJa01,rush_att,2,,,,,
player,201809160den,rai,RichJa01,rush_yds,3,,,,,
player,201809160den,rai,RichJa01,rush_td,0,,,,,
player,201809160den,rai,RichJa01,rush_long,2,,,,,
player,201809160den,rai,RichJa01,targets,0,,,,,
player,201809160den,rai,RichJa01,rec,0,,,,,
player,201809160den,rai,RichJa01,rec_yds,0,,,,,
player,201809160den,rai,RichJa01,rec_td,0,,,,,
player,201809160den,rai,RichJa01,rec_long,0,,,,,
player,201809160den,rai,RichJa01,fumbles,0,,,,,
player,201809160den,rai,RichJa01,fumbles_lost,0,,,,,
player,201809160den,rai,CoopAm00,pass_cmp,0,,,,,
player,201809160den,rai,CoopAm00,pass_att,0,,,,,
player,201809160den,rai,CoopAm00,pass_yds,0,,,,,
player,201809160den,rai,CoopAm00,pass_td,0,,,,,
player,201809160den,rai,CoopAm00,pass_int,0,,,,,
player,201809160den,rai,CoopAm00,pass_sacked,0,,,,,
player,201809160den,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201809160den,rai,CoopAm00,pass_long,0,,,,,
player,201809160den,rai,CoopAm00,pass_rating,,,,,,
player,201809160den,rai,CoopAm00,rush_att,0,,,,,
player,201809160den,rai,CoopAm00,rush_yds,0,,,,,
player,201809160den,rai,CoopAm00,rush_td,0,,,,,
player,201809160den,rai,CoopAm00,rush_long,0,,,,,
player,201809160den,rai,CoopAm00,targets,10,,,,,
player,201809160den,rai,CoopAm00,rec,10,,,,,
player,201809160den,rai,CoopAm00,rec_yds,116,,,,,
player,201809160den,rai,CoopAm00,rec_td,0,,,,,
player,201809160den,rai,CoopAm00,rec_long,30,,,,,
player,201809160den,rai,CoopAm00,fumbles,0,,,,,
player,201809160den,rai,CoopAm00,fumbles_lost,0,,,,,
player,201809160den,rai,CookJa02,pass_cmp,0,,,,,
player,201809160den,rai,CookJa02,pass_att,0,,,,,
player,201809160den,rai,CookJa02,pass_yds,0,,,,,
player,201809160den,rai,CookJa02,pass_td,0,,,,,
player,201809160den,rai,CookJa02,pass_int,0,,,,,
player,201809160den,rai,CookJa02,pass_sacked,0,,,,,
player,201809160den,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201809160den,rai,CookJa02,pass_long,0,,,,,
player,201809160den,rai,CookJa02,pass_rating,,,,,,
player,201809160den,rai,CookJa02,rush_att,0,,,,,
player,201809160den,rai,CookJa02,rush_yds,0,,,,,
player,201809160den,rai,CookJa02,rush_td,0,,,,,
player,201809160den,rai,CookJa02,rush_long,0,,,,,
player,201809160den,rai,CookJa02,targets,4,,,,,
player,201809160den,rai,CookJa02,rec,4,,,,,
player,201809160den,rai,CookJa02,rec_yds,49,,,,,
player,201809160den,rai,CookJa02,rec_td,0,,,,,
player,201809160den,rai,CookJa02,rec_long,20,,,,,
player,201809160den,rai,CookJa02,fumbles,0,,,,,
player,201809160den,rai,CookJa02,fumbles_lost,0,,,,,
player,201809160den,rai,RobeSe00,pass_cmp,0,,,,,
player,201809160den,rai,RobeSe00,pass_att,0,,,,,
player,201809160den,rai,RobeSe00,pass_yds,0,,,,,
player,201809160den,rai,RobeSe00,pass_td,0,,,,,
player,201809160den,rai,RobeSe00,pass_int,0,,,,,
player,201809160den,rai,RobeSe00,pass_sacked,0,,,,,
player,201809160den,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201809160den,rai,RobeSe00,pass_long,0,,,,,
player,201809160den,rai,RobeSe00,pass_rating,,,,,,
player,201809160den,rai,RobeSe00,rush_att,0,,,,,
player,201809160den,rai,RobeSe00,rush_yds,0,,,,,
player,201809160den,rai,RobeSe00,rush_td,0,,,,,
player,201809160den,rai,RobeSe00,rush_long,0,,,,,
player,201809160den,rai,RobeSe00,targets,3,,,,,
player,201809160den,rai,RobeSe00,rec,3,,,,,
player,201809160den,rai,RobeSe00,rec_yds,43,,,,,
player,201809160den,rai,RobeSe00,rec_td,1,,,,,
player,201809160den,rai,RobeSe00,rec_long,20,,,,,
player,201809160den,rai,RobeSe00,fumbles,0,,,,,
player,201809160den,rai,RobeSe00,fumbles_lost,0,,,,,
player,201809160den,rai,BryaMa00,pass_cmp,0,,,,,
player,201809160den,rai,BryaMa00,pass_att,0,,,,,
player,201809160den,rai,BryaMa00,pass_yds,0,,,,,
player,201809160den,rai,BryaMa00,pass_td,0,,,,,
player,201809160den,rai,BryaMa00,pass_int,0,,,,,
player,201809160den,rai,BryaMa00,pass_sacked,0,,,,,
player,201809160den,rai,BryaMa00,pass_sacked_yds,0,,,,,
player,201809160den,rai,BryaMa00,pass_long,0,,,,,
player,201809160den,rai,BryaMa00,pass_rating,,,,,,
player,201809160den,rai,BryaMa00,rush_att,0,,,,,
player,201809160den,rai,BryaMa00,rush_yds,0,,,,,
player,201809160den,rai,BryaMa00,rush_td,0,,,,,
player,201809160den,rai,BryaMa00,rush_long,0,,,,,
player,201809160den,rai,BryaMa00,targets,4,,,,,
player,201809160den,rai,BryaMa00,rec,4,,,,,
player,201809160den,rai,BryaMa00,rec_yds,30,,,,,
player,201809160den,rai,BryaMa00,rec_td,0,,,,,
player,201809160den,rai,BryaMa00,rec_long,16,,,,,
player,201809160den,rai,BryaMa00,fumbles,0,,,,,
player,201809160den,rai,BryaMa00,fumbles_lost,0,,,,,
player,201809160den,rai,NelsJo00,pass_cmp,0,,,,,
player,201809160den,rai,NelsJo00,pass_att,0,,,,,
player,201809160den,rai,NelsJo00,pass_yds,0,,,,,
player,201809160den,rai,NelsJo00,pass_td,0,,,,,
player,201809160den,rai,NelsJo00,pass_int,0,,,,,
player,201809160den,rai,NelsJo00,pass_sacked,0,,,,,
player,201809160den,rai,NelsJo00,pass_sacked_yds,0,,,,,
player,201809160den,rai,NelsJo00,pass_long,0,,,,,
player,201809160den,rai,NelsJo00,pass_rating,,,,,,
player,201809160den,rai,NelsJo00,rush_att,0,,,,,
player,201809160den,rai,NelsJo00,rush_yds,0,,,,,
player,201809160den,rai,NelsJo00,rush_td,0,,,,,
player,201809160den,rai,NelsJo00,rush_long,0,,,,,
player,201809160den,rai,NelsJo00,targets,4,,,,,
player,201809160den,rai,NelsJo00,rec,2,,,,,
player,201809160den,rai,NelsJo00,rec_yds,30,,,,,
player,201809160den,rai,NelsJo00,rec_td,0,,,,,
player,201809160den,rai,NelsJo00,rec_long,23,,,,,
player,201809160den,rai,NelsJo00,fumbles,0,,,,,
player,201809160den,rai,NelsJo00,fumbles_lost,0,,,,,
player,201809160den,rai,SmitKe03,pass_cmp,0,,,,,
player,201809160den,rai,SmitKe03,pass_att,0,,,,,
player,201809160den,rai,SmitKe03,pass_yds,0,,,,,
player,201809160den,rai,SmitKe03,pass_td,0,,,,,
player,201809160den,rai,SmitKe03,pass_int,0,,,,,
player,201809160den,rai,SmitKe03,pass_sacked,0,,,,,
player,201809160den,rai,SmitKe03,pass_sacked_yds,0,,,,,
player,201809160den,rai,SmitKe03,pass_long,0,,,,,
player,201809160den,rai,SmitKe03,pass_rating,,,,,,
player,201809160den,rai,SmitKe03,rush_att,0,,,,,
player,201809160den,rai,SmitKe03,rush_yds,0,,,,,
player,201809160den,rai,SmitKe03,rush_td,0,,,,,
player,201809160den,rai,SmitKe03,rush_long,0,,,,,
player,201809160den,rai,SmitKe03,targets,3,,,,,
player,201809160den,rai,SmitKe03,rec,2,,,,,
player,201809160den,rai,SmitKe03,rec_yds,12,,,,,
player,201809160den,rai,SmitKe03,rec_td,0,,,,,
player,201809160den,rai,SmitKe03,rec_long,7,,,,,
player,201809160den,rai,SmitKe03,fumbles,0,,,,,
player,201809160den,rai,SmitKe03,fumbles_lost,0,,,,,
player,201809160den,rai,CarrDe00,pass_cmp,0,,,,,
player,201809160den,rai,CarrDe00,pass_att,0,,,,,
player,201809160den,rai,CarrDe00,pass_yds,0,,,,,
player,201809160den,rai,CarrDe00,pass_td,0,,,,,
player,201809160den,rai,CarrDe00,pass_int,0,,,,,
player,201809160den,rai,CarrDe00,pass_sacked,0,,,,,
player,201809160den,rai,CarrDe00,pass_sacked_yds,0,,,,,
player,201809160den,rai,CarrDe00,pass_long,0,,,,,
player,201809160den,rai,CarrDe00,pass_rating,,,,,,
player,201809160den,rai,CarrDe00,rush_att,0,,,,,
player,201809160den,rai,CarrDe00,rush_yds,0,,,,,
player,201809160den,rai,CarrDe00,rush_td,0,,,,,
player,201809160den,rai,CarrDe00,rush_long,0,,,,,
player,201809160den,rai,CarrDe00,targets,1,,,,,
player,201809160den,rai,CarrDe00,rec,1,,,,,
player,201809160den,rai,CarrDe00,rec_yds,5,,,,,
player,201809160den,rai,CarrDe00,rec_td,0,,,,,
player,201809160den,rai,CarrDe00,rec_long,5,,,,,
player,201809160den,rai,CarrDe00,fumbles,0,,,,,
player,201809160den,rai,CarrDe00,fumbles_lost,0,,,,,
player,201809160den,den,KeenCa00,pass_cmp,19,,,,,
